?IRI	?label	?parentIRI	?parentLabel	?codebookDescription	?ontology_label	?definition	?ontology_parentIRI	?ontology_parentLabel
http://purl.obolibrary.org/obo/EUPATH_0036388	"Haemophilus influenzae type B IgG titer, by MIA result"	http://purl.obolibrary.org/obo/EUPATH_0011472	Raw antibody titer test result	Haemophilus influenzae type B vaccine (ng/ml)				
http://purl.obolibrary.org/obo/EUPATH_0036389	"Measles IgG titer, by MIA result"	http://purl.obolibrary.org/obo/EUPATH_0011472	Raw antibody titer test result	Measles (IU/ml)				
http://purl.obolibrary.org/obo/EUPATH_0036390	"Pertactin IgG titer, by MIA result"	http://purl.obolibrary.org/obo/EUPATH_0011472	Raw antibody titer test result	Pertactin (EU/ml)				
http://purl.obolibrary.org/obo/EUPATH_0036391	"Pertussis toxin IgG titer, by MIA result"	http://purl.obolibrary.org/obo/EUPATH_0011472	Raw antibody titer test result	Vaccine response to B. Pertussis toxin (EU/ml)				
http://purl.obolibrary.org/obo/EUPATH_0036392	"Tetanus toxoid IgG titer, by MIA result"	http://purl.obolibrary.org/obo/EUPATH_0011472	Raw antibody titer test result	Tetanus toxin (IU/ml)				
http://purl.obolibrary.org/obo/EUPATH_0036443	"Adjusted polio serotype 1 titer, by microneutralization result"	http://purl.obolibrary.org/obo/EUPATH_0011472	Raw antibody titer test result	Adjusted log18s1 accounting for maternal antibodies at week 6				
http://purl.obolibrary.org/obo/EUPATH_0036444	"Adjusted polio serotype 2 titer, by microneutralization result"	http://purl.obolibrary.org/obo/EUPATH_0011472	Raw antibody titer test result	Adjusted log18s2 accounting for maternal antibodies at week 6				
http://purl.obolibrary.org/obo/EUPATH_0036445	"Adjusted polio serotype 3 titer, by microneutralization result"	http://purl.obolibrary.org/obo/EUPATH_0011472	Raw antibody titer test result	Adjusted log18s3 accounting for maternal antibodies at week 6				
http://purl.obolibrary.org/obo/EUPATH_0057902	"Erythrocyte binding protein II, by immunoassay result"	http://purl.obolibrary.org/obo/EUPATH_0011472	Raw antibody titer test result	PvEBP: Immuglobulin measurement value				
http://purl.obolibrary.org/obo/EUPATH_0057903	"Hypothetical protein, by immunoassay result"	http://purl.obolibrary.org/obo/EUPATH_0011472	Raw antibody titer test result	L07: Immuglobulin measurement value				
http://purl.obolibrary.org/obo/EUPATH_0057904	"Merozoite surface protein, by immunoassay result"	http://purl.obolibrary.org/obo/EUPATH_0011472	Raw antibody titer test result	L34: Immuglobulin measurement value				
http://purl.obolibrary.org/obo/EUPATH_0057905	"Merozoite surface protein 1, by immunoassay result"	http://purl.obolibrary.org/obo/EUPATH_0011472	Raw antibody titer test result	L01: Immuglobulin measurement value				
http://purl.obolibrary.org/obo/EUPATH_0057906	"Merozoite surface protein 3.10, by immunoassay result"	http://purl.obolibrary.org/obo/EUPATH_0011472	Raw antibody titer test result	L54: Immuglobulin measurement value				
http://purl.obolibrary.org/obo/EUPATH_0057907	"Merozoite surface protein 3.3, by immunoassay result"	http://purl.obolibrary.org/obo/EUPATH_0011472	Raw antibody titer test result	L32: Immuglobulin measurement value				
http://purl.obolibrary.org/obo/EUPATH_0057908	"Merozoite surface protein 5, by immunoassay result"	http://purl.obolibrary.org/obo/EUPATH_0011472	Raw antibody titer test result	L19: Immuglobulin measurement value				
http://purl.obolibrary.org/obo/EUPATH_0057909	"Merozoite surface protein 7 388, by immunoassay result"	http://purl.obolibrary.org/obo/EUPATH_0011472	Raw antibody titer test result	L36: Immuglobulin measurement value				
http://purl.obolibrary.org/obo/EUPATH_0057910	"Merozoite surface protein 7.1, by immunoassay result"	http://purl.obolibrary.org/obo/EUPATH_0011472	Raw antibody titer test result	L28: Immuglobulin measurement value				
http://purl.obolibrary.org/obo/EUPATH_0057911	"Merozoite surface protein 7 429, by immunoassay result"	http://purl.obolibrary.org/obo/EUPATH_0011472	Raw antibody titer test result	L30: Immuglobulin measurement value				
http://purl.obolibrary.org/obo/EUPATH_0057912	"Plasmodium exported protein, by immunoassay result"	http://purl.obolibrary.org/obo/EUPATH_0011472	Raw antibody titer test result	L24: Immuglobulin measurement value				
http://purl.obolibrary.org/obo/EUPATH_0057913	"Reticulocyte binding protein 2a, by immunoassay result"	http://purl.obolibrary.org/obo/EUPATH_0011472	Raw antibody titer test result	L31: Immuglobulin measurement value				
http://purl.obolibrary.org/obo/EUPATH_0057914	"Reticulocyte binding protein 2b, by immunoassay result"	http://purl.obolibrary.org/obo/EUPATH_0011472	Raw antibody titer test result	F2: Immuglobulin measurement value				
http://purl.obolibrary.org/obo/EUPATH_0057915	"Rhoptry associated membrane antigen, by immunoassay result"	http://purl.obolibrary.org/obo/EUPATH_0011472	Raw antibody titer test result	L23: Immuglobulin measurement value				
http://purl.obolibrary.org/obo/EUPATH_0057916	"Sexual stage antigen s16, by immunoassay result"	http://purl.obolibrary.org/obo/EUPATH_0011472	Raw antibody titer test result	L55: Immuglobulin measurement value				
http://purl.obolibrary.org/obo/EUPATH_0057917	"Translocon component, by immunoassay result"	http://purl.obolibrary.org/obo/EUPATH_0011472	Raw antibody titer test result	L18: Immuglobulin measurement value				
http://purl.obolibrary.org/obo/EUPATH_0057918	"Tryptophan-rich antigen, by immunoassay result"	http://purl.obolibrary.org/obo/EUPATH_0011472	Raw antibody titer test result	L02: Immuglobulin measurement value				
http://purl.obolibrary.org/obo/EUPATH_0057919	"Unspecified product, by immunoassay result"	http://purl.obolibrary.org/obo/EUPATH_0011472	Raw antibody titer test result	L12: Immuglobulin measurement value				
http://purl.obolibrary.org/obo/EUPATH_0060064	"Cryptosporidium Cp17 IgG, by ELISA result"	http://purl.obolibrary.org/obo/EUPATH_0011472	Raw antibody titer test result	Cp17 IgG ELISA ConC AU/�l				
http://purl.obolibrary.org/obo/EUPATH_0060065	"Cryptosporidium Cp17 IgA OD value, by ELISA result"	http://purl.obolibrary.org/obo/EUPATH_0060111	Raw antibody titer test result	Crypto Stool CP17 IgA OD at 405nm				
http://purl.obolibrary.org/obo/EUPATH_0060066	"Cryptosporidium Cp17 IgG OD value, by ELISA result"	http://purl.obolibrary.org/obo/EUPATH_0011472	Raw antibody titer test result	Cp17 IgG ELISA OD at 405nm				
http://purl.obolibrary.org/obo/EUPATH_0060067	"Cryptosporidium Cp23 IgG, by ELISA result"	http://purl.obolibrary.org/obo/EUPATH_0011472	Raw antibody titer test result	Cp23 IgG ELISA ConC AU/�l				
http://purl.obolibrary.org/obo/EUPATH_0060068	"Cryptosporidium Cp23 IgA OD value, by ELISA result"	http://purl.obolibrary.org/obo/EUPATH_0060111	Raw antibody titer test result	Crypto Stool Cp23 IgA OD at 405nm | Crypto Stool IgA OD at 405nm				
http://purl.obolibrary.org/obo/EUPATH_0060069	"Cryptosporidium Cp23 IgG OD value, by ELISA result"	http://purl.obolibrary.org/obo/EUPATH_0011472	Raw antibody titer test result	Cp23 IgG ELISA OD at 405nm				
http://purl.obolibrary.org/obo/EUPATH_0057560	"Mycobacterium non-tuberculosis species, by culture result"	http://purl.obolibrary.org/obo/EUPATH_0057654	Raw bacteria data for any sample	Non-tuberculosis Mycobacterium species identified by culture				
http://purl.obolibrary.org/obo/EUPATH_0021127	"Scrub typhus OD value, by DetectTM IgM ELISA result"	http://purl.obolibrary.org/obo/OBI_0003261	Raw bacteria data for blood	The OD (optical density) of the sample for the ELISA assay from InBios International tests that tests for IgM against scrub typhus				
http://purl.obolibrary.org/obo/EUPATH_0032209	"Haemophilus influenzae serotype, by bacteriology result"	http://purl.obolibrary.org/obo/OBI_0003261	Raw bacteria data for blood	BCx HINF final ST				
http://purl.obolibrary.org/obo/EUPATH_0032247	"Streptococcus pneumoniae serotype, by bacteriology result"	http://purl.obolibrary.org/obo/OBI_0003261	Raw bacteria data for blood	BCx ST 1 final				
http://purl.obolibrary.org/obo/EUPATH_0032252	"Streptococcus pneumoniae lytA copies, by qPCR result"	http://purl.obolibrary.org/obo/OBI_0003261	Raw bacteria data for blood	Whole blood lytA calculated copies/ml				
http://purl.obolibrary.org/obo/EUPATH_0032253	"Streptococcus pneumoniae lytA, by qPCR result"	http://purl.obolibrary.org/obo/OBI_0003261	Raw bacteria data for blood	Whole blood lytA ct				
http://purl.obolibrary.org/obo/EUPATH_0033446	"Streptococcus pneumoniae serotype, by bacteriology result"	http://purl.obolibrary.org/obo/EUPATH_0033439	Raw bacteria data for endotracheal tube aspirate					
http://purl.obolibrary.org/obo/EUPATH_0033447	"Haemophilus influenzae serotype, by bacteriology result"	http://purl.obolibrary.org/obo/EUPATH_0033439	Raw bacteria data for endotracheal tube aspirate					
http://purl.obolibrary.org/obo/EUPATH_0032485	"Acinetobacter baumannii, by bacteriology result"	http://purl.obolibrary.org/obo/OBI_0003268	Raw bacteria data for induced sputum	Acinetobacter Baumannii induced sputum culture quantity	Acinetobacter baumannii in induced sputum datum	A bacteria in induced sputum datum that is used to determine the presence of Acinetobacter baumannii in the specimen.		
http://purl.obolibrary.org/obo/EUPATH_0032486	"Acinetobacter calcoaceticus, by bacteriology result"	http://purl.obolibrary.org/obo/OBI_0003268	Raw bacteria data for induced sputum	Acinetobacter Calcoaceticus induced sputum culture quantity	Acinetobacter calcoaceticus in induced sputum datum	A bacteria in induced sputum datum that is used to determine the presence of Acinetobacter calcoaceticus in the specimen.		
http://purl.obolibrary.org/obo/EUPATH_0032487	"Acinetobacter, by bacteriology result"	http://purl.obolibrary.org/obo/OBI_0003268	Raw bacteria data for induced sputum	Acinetobacter Species induced sputum culture quantity	Acinetobacter in induced sputum datum	A bacteria in induced sputum datum that is used to determine the presence of Acinetobacter in the specimen.		
http://purl.obolibrary.org/obo/EUPATH_0032488	"Aeromonas hydrophila, by bacteriology result"	http://purl.obolibrary.org/obo/OBI_0003268	Raw bacteria data for induced sputum	Aeromonas Hydrophila induced sputum culture quantity	Aeromonas hydrophila in induced sputum datum	A bacteria in induced sputum datum that is used to determine the presence of Aeromonas hydrophila in the specimen.		
http://purl.obolibrary.org/obo/EUPATH_0032489	"Agregattibacter aphrophilus (Haemophilus aphrophilus), by bacteriology result"	http://purl.obolibrary.org/obo/OBI_0003268	Raw bacteria data for induced sputum	Agregattibacter (Haemophilus) Aphrophilus induced sputum culture quantity	Aggregatibacter aphrophilus in induced sputum datum	A bacteria in induced sputum datum that is used to determine the presence of Aggregatibacter aphrophilus in the specimen.		
http://purl.obolibrary.org/obo/EUPATH_0032490	"Alpha-hemolytic Streptococcus (viridans), by bacteriology result"	http://purl.obolibrary.org/obo/OBI_0003268	Raw bacteria data for induced sputum	"Streptococcus, Alpha-Haemolytic (Viridans) induced sputum culture quantity"	Alpha-Hemolytic Streptococcus in induced sputum datum	A bacteria in induced sputum datum that is used to determine the presence of Alpha-Hemolytic Streptococcus in the specimen.		
http://purl.obolibrary.org/obo/EUPATH_0032491	"Beta-hemolytic Streptococcus, by bacteriology result"	http://purl.obolibrary.org/obo/OBI_0003268	Raw bacteria data for induced sputum	Streptococcus Beta-Haemolytic induced sputum culture quantity	Beta-Hemolytic Streptococcus in induced sputum datum	A bacteria in induced sputum datum that is used to determine the presence of Beta-Hemolytic Streptococcus in the specimen.		
http://purl.obolibrary.org/obo/EUPATH_0032494	"Burkholderia cepacia, by bacteriology result"	http://purl.obolibrary.org/obo/OBI_0003268	Raw bacteria data for induced sputum	Burkholderia Cepacia induced sputum bacteriology quantity	Burkholderia cepacia in induced sputum datum	A bacteria in induced sputum datum that is used to determine the presence of Burkholderia cepacia in the specimen.		
http://purl.obolibrary.org/obo/EUPATH_0032497	"Citrobacter braakii, by bacteriology result"	http://purl.obolibrary.org/obo/OBI_0003268	Raw bacteria data for induced sputum	Citrobacter Braakii induced sputum culture quantity	Citrobacter braakii in induced sputum datum	A bacteria in induced sputum datum that is used to determine the presence of Citrobacter braakii in the specimen.		
http://purl.obolibrary.org/obo/EUPATH_0032498	"Citrobacter freundii, by bacteriology result"	http://purl.obolibrary.org/obo/OBI_0003268	Raw bacteria data for induced sputum	Citrobacter Freundii induced sputum culture quantity	Citrobacter freundii in induced sputum datum	A bacteria in induced sputum datum that is used to determine the presence of Citrobacter freundii in the specimen.		
http://purl.obolibrary.org/obo/EUPATH_0032499	"Coagulase-negative Staphylococcus, by bacteriology result"	http://purl.obolibrary.org/obo/OBI_0003268	Raw bacteria data for induced sputum	Staphylococcus Coagulase Negative induced sputum culture quantity	Coagulase-Negative Staphylococcus in induced sputum datum	A bacteria in induced sputum datum that is used to determine the presence of Coagulase-Negative Staphylococcus in the specimen.		
http://purl.obolibrary.org/obo/EUPATH_0032500	"Coliform bacilli, by bacteriology result"	http://purl.obolibrary.org/obo/OBI_0003268	Raw bacteria data for induced sputum	Coliform Bacilli induced sputum culture quantity	Coliform Bacteria in induced sputum datum	A bacteria in induced sputum datum that is used to determine the presence of Coliform Bacteria in the specimen.		
http://purl.obolibrary.org/obo/EUPATH_0032502	"Corynebacterium, by bacteriology result"	http://purl.obolibrary.org/obo/OBI_0003268	Raw bacteria data for induced sputum	Corynebacterium Species induced sputum culture quantity	Corynebacterium in induced sputum datum	A bacteria in induced sputum datum that is used to determine the presence of Corynebacterium in the specimen.		
http://purl.obolibrary.org/obo/EUPATH_0032503	"Cronobacter sakazakii (Enterobacter sakazakii), by bacteriology result"	http://purl.obolibrary.org/obo/OBI_0003268	Raw bacteria data for induced sputum	Enterobacter Sakazakii induced sputum culture quantity	Cronobacter sakazakii in induced sputum datum	A bacteria in induced sputum datum that is used to determine the presence of Cronobacter sakazakii in the specimen.		
http://purl.obolibrary.org/obo/EUPATH_0032504	"Enterobacter asburiae, by bacteriology result"	http://purl.obolibrary.org/obo/OBI_0003268	Raw bacteria data for induced sputum	Enterobacter Asburiae induced sputum culture quantity	Enterobacter asburiae in induced sputum datum	A bacteria in induced sputum datum that is used to determine the presence of Enterobacter asburiae in the specimen.		
http://purl.obolibrary.org/obo/EUPATH_0032505	"Enterobacter cloacae, by bacteriology result"	http://purl.obolibrary.org/obo/OBI_0003268	Raw bacteria data for induced sputum	Enterobacter Cloacae induced sputum culture quantity	Enterobacter cloacae in induced sputum datum	A bacteria in induced sputum datum that is used to determine the presence of Enterobacter cloacae in the specimen.		
http://purl.obolibrary.org/obo/EUPATH_0032506	"Enterobacter, by bacteriology result"	http://purl.obolibrary.org/obo/OBI_0003268	Raw bacteria data for induced sputum	Enterobacter Species induced sputum culture quantity	Enterobacter in induced sputum datum	A bacteria in induced sputum datum that is used to determine the presence of Enterobacter in the specimen.		
http://purl.obolibrary.org/obo/EUPATH_0032507	"Enterococcus, by bacteriology result"	http://purl.obolibrary.org/obo/OBI_0003268	Raw bacteria data for induced sputum	Enterococcus Species induced sputum culture quantity	Enterococcus in induced sputum datum	A bacteria in induced sputum datum that is used to determine the presence of Enterococcus in the specimen.		
http://purl.obolibrary.org/obo/EUPATH_0032508	"Escherichia coli, by bacteriology result"	http://purl.obolibrary.org/obo/OBI_0003268	Raw bacteria data for induced sputum	Escherichia Coli induced sputum culture quantity	Escherichia coli in induced sputum datum	A bacteria in induced sputum datum that is used to determine the presence of Escherichia coli in the specimen.		
http://purl.obolibrary.org/obo/EUPATH_0032518	"Haemophilus haemolyticus, by bacteriology result"	http://purl.obolibrary.org/obo/OBI_0003268	Raw bacteria data for induced sputum	Haemophilus Haemolyticus induced sputum culture quantity	Haemophilus haemolyticus in induced sputum datum	A bacteria in induced sputum datum that is used to determine the presence of Haemophilus haemolyticus in the specimen.		
http://purl.obolibrary.org/obo/EUPATH_0032527	"Haemophilus, by bacteriology result"	http://purl.obolibrary.org/obo/OBI_0003268	Raw bacteria data for induced sputum	Haemophilus Species induced sputum culture quantity	Haemophilus in induced sputum datum	A bacteria in induced sputum datum that is used to determine the presence of Haemophilus in the specimen.		
http://purl.obolibrary.org/obo/EUPATH_0032524	"Haemophilus influenzae, by bacteriology result"	http://purl.obolibrary.org/obo/OBI_0003268	Raw bacteria data for induced sputum	Haemophilus Influenzae induced sputum culture quantity	Haemophilus influenzae in induced sputum datum	A bacteria in induced sputum datum that is used to determine the presence of Haemophilus influenzae in the specimen.		
http://purl.obolibrary.org/obo/EUPATH_0032523	"Haemophilus influenzae type B, by bacteriology result"	http://purl.obolibrary.org/obo/OBI_0003268	Raw bacteria data for induced sputum	Haemophilus Influenzae Type B induced sputum culture quantity	Haemophilus influenzae serotype b in induced sputum datum	A bacteria in induced sputum datum that is used to determine the presence of Haemophilus influenzae serotype b in the specimen.		
http://purl.obolibrary.org/obo/EUPATH_0032525	"Haemophilus parahaemolyticus, by bacteriology result"	http://purl.obolibrary.org/obo/OBI_0003268	Raw bacteria data for induced sputum	Haemophilus Parahaemolyticus induced sputum culture quantity	Haemophilus parahaemolyticus in induced sputum datum	A bacteria in induced sputum datum that is used to determine the presence of Haemophilus parahaemolyticus in the specimen.		
http://purl.obolibrary.org/obo/EUPATH_0032526	"Haemophilus parainfluenzae, by bacteriology result"	http://purl.obolibrary.org/obo/OBI_0003268	Raw bacteria data for induced sputum	Haemophilus Parainfluenzae induced sputum culture quantity	Haemophilus parainfluenzae in induced sputum datum	A bacteria in induced sputum datum that is used to determine the presence of Haemophilus parainfluenzae in the specimen.		
http://purl.obolibrary.org/obo/EUPATH_0032528	"Kingella, by bacteriology result"	http://purl.obolibrary.org/obo/OBI_0003268	Raw bacteria data for induced sputum	Kingella Species induced sputum culture quantity	Kingella in induced sputum datum	A bacteria in induced sputum datum that is used to determine the presence of Kingella in the specimen.		
http://purl.obolibrary.org/obo/EUPATH_0032529	"Klebsiella aerogenes (Enterobacter aerogenes), by bacteriology result"	http://purl.obolibrary.org/obo/OBI_0003268	Raw bacteria data for induced sputum	Enterobacter Aerogenes induced sputum culture quantity	Klebsiella aerogenes in induced sputum datum	A bacteria in induced sputum datum that is used to determine the presence of Klebsiella aerogenes in the specimen.		
http://purl.obolibrary.org/obo/EUPATH_0032532	"Klebsiella, by bacteriology result"	http://purl.obolibrary.org/obo/OBI_0003268	Raw bacteria data for induced sputum	Klebsiella Species induced sputum culture quantity	Klebsiella in induced sputum datum	A bacteria in induced sputum datum that is used to determine the presence of Klebsiella in the specimen.		
http://purl.obolibrary.org/obo/EUPATH_0032530	"Klebsiella oxytoca, by bacteriology result"	http://purl.obolibrary.org/obo/OBI_0003268	Raw bacteria data for induced sputum	Klebsiella Oxytoca induced sputum culture quantity	Klebsiella oxytoca in induced sputum datum	A bacteria in induced sputum datum that is used to determine the presence of Klebsiella oxytoca in the specimen.		
http://purl.obolibrary.org/obo/EUPATH_0032531	"Klebsiella pneumoniae, by bacteriology result"	http://purl.obolibrary.org/obo/OBI_0003268	Raw bacteria data for induced sputum	Klebsiella Pneumoniae induced sputum culture quantity	Klebsiella pneumoniae in induced sputum datum	A bacteria in induced sputum datum that is used to determine the presence of Klebsiella pneumoniae in the specimen.		
http://purl.obolibrary.org/obo/EUPATH_0032538	"Moraxella catarrhalis (Branhamella catarrhalis), by bacteriology result"	http://purl.obolibrary.org/obo/OBI_0003268	Raw bacteria data for induced sputum	Morexella (Branhamella) Catarrhalis induced sputum culture quantity	Moraxella catarrhalis in induced sputum datum	A bacteria in induced sputum datum that is used to determine the presence of Moraxella catarrhalis in the specimen.		
http://purl.obolibrary.org/obo/EUPATH_0032540	"Moraxella, by bacteriology result"	http://purl.obolibrary.org/obo/OBI_0003268	Raw bacteria data for induced sputum	Moraxella Species induced sputum culture quantity	Moraxella in induced sputum datum	A bacteria in induced sputum datum that is used to determine the presence of Moraxella in the specimen.		
http://purl.obolibrary.org/obo/EUPATH_0032539	"Moraxella nonliquefaciens, by bacteriology result"	http://purl.obolibrary.org/obo/OBI_0003268	Raw bacteria data for induced sputum	Moraxella Nonliquefaciens induced sputum culture quantity	Moraxella nonliquefaciens in induced sputum datum	A bacteria in induced sputum datum that is used to determine the presence of Moraxella nonliquefaciens in the specimen.		
http://purl.obolibrary.org/obo/EUPATH_0032493	"Bordetella pertussis, by multiplexed qPCR result"	http://purl.obolibrary.org/obo/OBI_0003268	Raw bacteria data for induced sputum	Bordatella IS PCR Ct value	multiplex qPCR threshold cycle for Bordetella pertussis in induced sputum	The threshold cycle that is the specified output of a multiplex real time polymerase chain reaction assay that has the objective of determining the number of Bordetella pertussis in an induced sputum specimen.		
http://purl.obolibrary.org/obo/EUPATH_0032520	"Haemophilus influenzae, by multiplexed qPCR result"	http://purl.obolibrary.org/obo/OBI_0003268	Raw bacteria data for induced sputum	H.inf IS PCR Ct value	multiplex qPCR threshold cycle for Haemophilus influenzae in induced sputum	The threshold cycle that is the specified output of a multiplex real time polymerase chain reaction assay that has the objective of determining the number of Haemophilus influenzae in an induced sputum specimen.		
http://purl.obolibrary.org/obo/EUPATH_0032534	"Legionella, by multiplexed qPCR result"	http://purl.obolibrary.org/obo/OBI_0003268	Raw bacteria data for induced sputum	Legio IS PCR Ct value	multiplex qPCR threshold cycle for Legionella in induced sputum	The threshold cycle that is the specified output of a multiplex real time polymerase chain reaction assay that has the objective of determining the number of Legionella in an induced sputum specimen.		
http://purl.obolibrary.org/obo/EUPATH_0032537	"Moraxella catarrhalis (Branhamella catarrhalis), by multiplexed qPCR result"	http://purl.obolibrary.org/obo/OBI_0003268	Raw bacteria data for induced sputum	Moraxella Catarrhalis IS PCR Ct value	multiplex qPCR threshold cycle for Moraxella catarrhalis in induced sputum	The threshold cycle that is the specified output of a multiplex real time polymerase chain reaction assay that has the objective of determining the number of Moraxella catarrhalis in an induced sputum specimen.		
http://purl.obolibrary.org/obo/EUPATH_0032542	"Mycoplasma pneumoniae, by multiplexed qPCR result"	http://purl.obolibrary.org/obo/OBI_0003268	Raw bacteria data for induced sputum	M.pneu IS PCR Ct value	multiplex qPCR threshold cycle for Mycoplasmoides pneumoniae in induced sputum	The threshold cycle that is the specified output of a multiplex real time polymerase chain reaction assay that has the objective of determining the number of Mycoplasmoides pneumoniae in an induced sputum specimen.		
http://purl.obolibrary.org/obo/EUPATH_0032550	"Salmonella, by multiplexed qPCR result"	http://purl.obolibrary.org/obo/OBI_0003268	Raw bacteria data for induced sputum	Salmonella IS PCR Ct value	multiplex qPCR threshold cycle for Salmonella in induced sputum	The threshold cycle that is the specified output of a multiplex real time polymerase chain reaction assay that has the objective of determining the number of Salmonella in an induced sputum specimen.		
http://purl.obolibrary.org/obo/EUPATH_0032555	"Staphylococcus aureus, by multiplexed qPCR result"	http://purl.obolibrary.org/obo/OBI_0003268	Raw bacteria data for induced sputum	S.aur IS PCR Ct value	multiplex qPCR threshold cycle for Staphylococcus aureus in induced sputum	The threshold cycle that is the specified output of a multiplex real time polymerase chain reaction assay that has the objective of determining the number of Staphylococcus aureus in an induced sputum specimen.		
http://purl.obolibrary.org/obo/EUPATH_0032564	"Streptococcus pneumoniae, by multiplexed qPCR result"	http://purl.obolibrary.org/obo/OBI_0003268	Raw bacteria data for induced sputum	S.pneu IS PCR Ct value	multiplex qPCR threshold cycle for Streptococcus pneumoniae in induced sputum	The threshold cycle that is the specified output of a multiplex real time polymerase chain reaction assay that has the objective of determining the number of Streptococcus pneumoniae in an induced sputum specimen.		
http://purl.obolibrary.org/obo/EUPATH_0032543	"Neisseria meningitidis, by bacteriology result"	http://purl.obolibrary.org/obo/OBI_0003268	Raw bacteria data for induced sputum	Neisseria Meningitidis induced sputum culture quantity	Neisseria meningitidis in induced sputum datum	A bacteria in induced sputum datum that is used to determine the presence of Neisseria meningitidis in the specimen.		
http://purl.obolibrary.org/obo/EUPATH_0032544	"Proteus mirabilis, by bacteriology result"	http://purl.obolibrary.org/obo/OBI_0003268	Raw bacteria data for induced sputum	Proteus Mirabilis induced sputum culture quantity	Proteus mirabilis in induced sputum datum	A bacteria in induced sputum datum that is used to determine the presence of Proteus mirabilis in the specimen.		
http://purl.obolibrary.org/obo/EUPATH_0032545	"Pseudomonas aeruginosa, by bacteriology result"	http://purl.obolibrary.org/obo/OBI_0003268	Raw bacteria data for induced sputum	Pseudomonas Aeruginosa induced sputum culture quantity	Pseudomonas aeruginosa in induced sputum datum	A bacteria in induced sputum datum that is used to determine the presence of Pseudomonas aeruginosa in the specimen.		
http://purl.obolibrary.org/obo/EUPATH_0032546	"Pseudomonas fluorescens, by bacteriology result"	http://purl.obolibrary.org/obo/OBI_0003268	Raw bacteria data for induced sputum	Pseudomonas Fluorescens induced sputum culture quantity	Pseudomonas fluorescens in induced sputum datum	A bacteria in induced sputum datum that is used to determine the presence of Pseudomonas fluorescens in the specimen.		
http://purl.obolibrary.org/obo/EUPATH_0032547	"Pseudomonas, by bacteriology result"	http://purl.obolibrary.org/obo/OBI_0003268	Raw bacteria data for induced sputum	Pseudomonas Species induced sputum culture quantity	Pseudomonas in induced sputum datum	A bacteria in induced sputum datum that is used to determine the presence of Pseudomonas in the specimen.		
http://purl.obolibrary.org/obo/EUPATH_0032551	"Salmonella, by bacteriology result"	http://purl.obolibrary.org/obo/OBI_0003268	Raw bacteria data for induced sputum	Salmonella Species induced sputum culture quantity	Salmonella in induced sputum datum	A bacteria in induced sputum datum that is used to determine the presence of Salmonella in the specimen.		
http://purl.obolibrary.org/obo/EUPATH_0032553	"Serratia, by bacteriology result"	http://purl.obolibrary.org/obo/OBI_0003268	Raw bacteria data for induced sputum	Serratia Species induced sputum culture quantity	Serratia in induced sputum datum	A bacteria in induced sputum datum that is used to determine the presence of Serratia in the specimen.		
http://purl.obolibrary.org/obo/EUPATH_0032552	"Serratia marcescens, by bacteriology result"	http://purl.obolibrary.org/obo/OBI_0003268	Raw bacteria data for induced sputum	Serratia Marcescens induced sputum culture quantity	Serratia marcescens in induced sputum datum	A bacteria in induced sputum datum that is used to determine the presence of Serratia marcescens in the specimen.		
http://purl.obolibrary.org/obo/EUPATH_0032556	"Staphylococcus aureus, by bacteriology result"	http://purl.obolibrary.org/obo/OBI_0003268	Raw bacteria data for induced sputum	Staphylococcus Aureus induced sputum culture quantity	Staphylococcus aureus in induced sputum datum	A bacteria in induced sputum datum that is used to determine the presence of Staphylococcus aureus in the specimen.		
http://purl.obolibrary.org/obo/EUPATH_0032557	"Staphylococcus epidermidis, by bacteriology result"	http://purl.obolibrary.org/obo/OBI_0003268	Raw bacteria data for induced sputum	Staphylococcus Epidermidis induced sputum culture quantity	Staphylococcus epidermidis in induced sputum datum	A bacteria in induced sputum datum that is used to determine the presence of Staphylococcus epidermidis in the specimen.		
http://purl.obolibrary.org/obo/EUPATH_0032558	"Stenotrophomonas maltophilia, by bacteriology result"	http://purl.obolibrary.org/obo/OBI_0003268	Raw bacteria data for induced sputum	Stenotrophomonas Maltophilia induced sputum culture quantity	Stenotrophomonas maltophilia in induced sputum datum	A bacteria in induced sputum datum that is used to determine the presence of Stenotrophomonas maltophilia in the specimen.		
http://purl.obolibrary.org/obo/EUPATH_0032559	"Streptococcus anginosus group (Streptococcus milleri group), by bacteriology result"	http://purl.obolibrary.org/obo/OBI_0003268	Raw bacteria data for induced sputum	Streptococcus Anginosus (Milleri) Group induced sputum culture quantity	Streptococcus anginosus group in induced sputum datum	A bacteria in induced sputum datum that is used to determine the presence of Streptococcus anginosus group in the specimen.		
http://purl.obolibrary.org/obo/EUPATH_0032566	"Streptococcus, by bacteriology result"	http://purl.obolibrary.org/obo/OBI_0003268	Raw bacteria data for induced sputum	Streptococcus Species induced sputum culture quantity	Streptococcus in induced sputum datum	A bacteria in induced sputum datum that is used to determine the presence of Streptococcus in the specimen.		
http://purl.obolibrary.org/obo/EUPATH_0032565	"Streptococcus pneumoniae, by bacteriology result"	http://purl.obolibrary.org/obo/OBI_0003268	Raw bacteria data for induced sputum	Streptococcus Pneumoniae induced sputum culture quantity	Streptococcus pneumoniae in induced sputum datum	A bacteria in induced sputum datum that is used to determine the presence of Streptococcus pneumoniae in the specimen.		
