colOrder,variable,dataFile,IRI,label,definition,category,parentLabel,parentIRI,codebookDescription,codebookValues,termType,notesForOnt
1,ext_lab_bv_lps_upd1::pid,ext_lab_bv_lps_upd1,EUPATH_0000095,Participant ID,,Participant,,,Child Identification,,variable,
5,ext_lab_bv_lps_upd1::vstnum,ext_lab_bv_lps_upd1,BFO_0000015,Observation type,,Observation,,,Visit number,,variable,
8,ext_lab_bv_lps_upd1::specdt,ext_lab_bv_lps_upd1,EUPATH_0033147,Blood sample collection date,,Observation,,,Date of Specimen Collection dd/mm/yy,,variable,
10,ext_lab_bv_lps_upd1::lps,ext_lab_bv_lps_upd1,,,"Assessed antibody levels against alpha lippolysaccharide (LPS) at 6, 18, 40, 53, and 104 weeks.",,,,Alpha Lipopolysaccharide GMU/ml (Endocab),'-9= Missing,variable,see lab test template
1,ext_lab_bv_mfge8::pid,ext_lab_bv_mfge8,EUPATH_0000095,Participant ID,,Participant,,,Child Identification,,variable,
5,ext_lab_bv_mfge8::vstnum,ext_lab_bv_mfge8,BFO_0000015,Observation type,,Observation,,,Visit number,,variable,
8,ext_lab_bv_mfge8::specdt,ext_lab_bv_mfge8,,Maternal breast milk sample collection date,,Sample,Maternal breast milk sample collection process,,Date of Specimen Collection dd/mm/yy,,variable,
10,ext_lab_bv_mfge8::mfge8,ext_lab_bv_mfge8,,,Assessed at 6 weeks.,Sample,,,MFGE8 ng/mL,,variable,see lab test template
1,ext_lab_bv_mpo::pid,ext_lab_bv_mpo,EUPATH_0000095,Participant ID,,Participant,,,Child Identification,,variable,
4,ext_lab_bv_mpo::spectype,ext_lab_bv_mpo,EUPATH_0010869,Stool type,,Sample,,,Specimen type,,variable,
5,ext_lab_bv_mpo::vstnum,ext_lab_bv_mpo,BFO_0000015,Observation type,,Observation,,,Visit number,,variable,
8,ext_lab_bv_mpo::specdt,ext_lab_bv_mpo,,Stool collection date,,Sample,Stool sample collection process,EUPATH_0010039,Date of Specimen Collection dd/mm/yy,,variable,
10,ext_lab_bv_mpo::mpo,ext_lab_bv_mpo,,,"Assessed at 12, 24, and 40 weeks.",Sample,,,Myeloperoxidase result ng/ml, '-9 = Missing,variable,see lab test template
1,ext_lab_bv_neop::pid,ext_lab_bv_neop,EUPATH_0000095,Participant ID,,Participant,,,Child Identification,,variable,
4,ext_lab_bv_neop::spectype,ext_lab_bv_neop,EUPATH_0010869,Stool type,,Sample,,,Specimen type,,variable,
5,ext_lab_bv_neop::vstnum,ext_lab_bv_neop,BFO_0000015,Observation type,,Observation,,,Visit number,,variable,
8,ext_lab_bv_neop::specdt,ext_lab_bv_neop,,Stool collection date,,Sample,Stool sample collection process,EUPATH_0010039,Date of Specimen Collection dd/mm/yy,,variable,
10,ext_lab_bv_neop::neop,ext_lab_bv_neop,,,"Assessed at 12, 24, and 40 weeks.",Sample,,,Neopterin result nmol/L, -9 = Missing,variable,see lab test template
1,ext_lab_bv_pals::pid,ext_lab_bv_pals,EUPATH_0000095,Participant ID,,Participant,,,Child Identification,,variable,
5,ext_lab_bv_pals::vstnum,ext_lab_bv_pals,BFO_0000015,Observation type,,Observation,,,Visit number,,variable,
8,ext_lab_bv_pals::specdt,ext_lab_bv_pals,EUPATH_0033147,Blood sample collection date,,Observation,,,Date of Specimen Collection dd/mm/yy,,variable,
13,ext_lab_bv_pals::titas1,ext_lab_bv_pals,,"Polio serotype 1 titer, by antibodies in lymphocyte supernatant result",Assessed at 6 and 40 weeks. ,Sample,Raw antibody titer test result,EUPATH_0011472,Titer A Sabin 1,"""-9 = Missing""",variable,
18,ext_lab_bv_pals::titas2,ext_lab_bv_pals,,"Polio serotype 2 titer, by antibodies in lymphocyte supernatant result",Assessed at 6 and 40 weeks. ,Sample,Raw antibody titer test result,EUPATH_0011472,Titer A Sabin 2,"""-9 = Missing""",variable,
23,ext_lab_bv_pals::titas3,ext_lab_bv_pals,,"Polio serotype 3 titer, by antibodies in lymphocyte supernatant result",Assessed at 6 and 40 weeks. ,Sample,Raw antibody titer test result,EUPATH_0011472,Titer A Sabin 3,"""-9 = Missing""",variable,
1,ext_lab_bv_pcr::pid,ext_lab_bv_pcr,EUPATH_0000095,Participant ID,,Participant,,,Child Identification,,variable,
4,ext_lab_bv_pcr::spectype,ext_lab_bv_pcr,EUPATH_0010869,Stool type,,Sample,,,Specimen type,,variable,
5,ext_lab_bv_pcr::vstnum,ext_lab_bv_pcr,BFO_0000015,Observation type,,Observation,,,Visit number,,variable,
8,ext_lab_bv_pcr::specdt,ext_lab_bv_pcr,,Stool collection date,,Sample,Stool sample collection process,EUPATH_0010039,Date of Specimen Collection dd/mm/yy,,variable,
10,ext_lab_bv_pcr::rotact,ext_lab_bv_pcr,,,,,,,Rota Ct Value,-9 = Missing',variable,see raw template
11,ext_lab_bv_pcr::rota,ext_lab_bv_pcr,,,,,,,Rotavirus,"Positive = 1, Negative = 2, Inconclusive: Ct value ≥ 36 = 3, -9 = Missing",variable,see non-raw template
14,ext_lab_bv_pcr::astct,ext_lab_bv_pcr,,,,,,,Astro Ct Value,-9 = Missing',variable,see raw template
15,ext_lab_bv_pcr::astro,ext_lab_bv_pcr,,,,,,,Astrovirus,"Positive = 1, Negative = 2, Inconclusive =3, -9 = Missing",variable,see non-raw template
16,ext_lab_bv_pcr::norct,ext_lab_bv_pcr,,,,,,,Noro Ct Value,-9 = Missing',variable,see raw template
17,ext_lab_bv_pcr::noro,ext_lab_bv_pcr,,,,,,,Norovirus using a multiplex qRT-PCR,"Positive = 1, Negative = 2, Inconclusive =3, -9 = Missing",variable,see non-raw template
18,ext_lab_bv_pcr::sapct,ext_lab_bv_pcr,,,,,,,Sapo Ct Value,-9 = Missing',variable,see raw template
19,ext_lab_bv_pcr::sapo,ext_lab_bv_pcr,,,,,,,Sapovirus,"Positive = 1, Negative = 2, Inconclusive =3, -9 = Missing",variable,see non-raw template
1,ext_lab_bv_pcrproto::pid,ext_lab_bv_pcrproto,EUPATH_0000095,Participant ID,,Participant,,,Child Identification,,variable,
4,ext_lab_bv_pcrproto::spectype,ext_lab_bv_pcrproto,EUPATH_0010869,Stool type,,Sample,,,Specimen type,,variable,
5,ext_lab_bv_pcrproto::vstnum,ext_lab_bv_pcrproto,BFO_0000015,Observation type,,Observation,,,Visit number,,variable,
8,ext_lab_bv_pcrproto::specdt,ext_lab_bv_pcrproto,,Stool collection date,,Sample,Stool sample collection process,EUPATH_0010039,Date of Specimen Collection dd/mm/yy,,variable,
10,ext_lab_bv_pcrproto::giact,ext_lab_bv_pcrproto,,,,,,,Giardia Ct Value,(-9 = Missing),variable,see raw template
11,ext_lab_bv_pcrproto::giardia,ext_lab_bv_pcrproto,,,,,,,Giardia,"(Positive = 1, Negative = 2, Inconclusive =3, -9 = Missing)",value,see non-raw template
12,ext_lab_bv_pcrproto::ehisct,ext_lab_bv_pcrproto,,,,,,,Entamoeba histolytica Ct Value,(-9 = Missing),variable,see raw template
13,ext_lab_bv_pcrproto::ehisto,ext_lab_bv_pcrproto,,,,,,,Entamoeba histolytica,"(Positive = 1, Negative = 2, Inconclusive =3, -9 = Missing)",value,see non-raw template
14,ext_lab_bv_pcrproto::crypct,ext_lab_bv_pcrproto,,,,,,,Cryptosporidium Ct Value,(-9 = Missing),variable,see raw template
15,ext_lab_bv_pcrproto::crypto,ext_lab_bv_pcrproto,,,,,,,Cryptosporidium,"(Positive = 1, Negative = 2, Inconclusive =3, -9 = Missing)",value,see non-raw template
1,ext_lab_bv_polcul::pid,ext_lab_bv_polcul,EUPATH_0000095,Participant ID,,Participant,,,Child Identification,,variable,
4,ext_lab_bv_polcul::spectype,ext_lab_bv_polcul,EUPATH_0010869,Stool type,,Sample,,,Specimen type,,variable,
5,ext_lab_bv_polcul::vstnum,ext_lab_bv_polcul,BFO_0000015,Observation type,,Observation,,,Visit number,,variable,
7,ext_lab_bv_polcul::vstdetail,ext_lab_bv_polcul,,Stool timeline,,Sample,Stool sample collection process,EUPATH_0010039,visit details,,variable,
8,ext_lab_bv_polcul::specdt,ext_lab_bv_polcul,,Stool collection date,,Sample,Stool sample collection process,EUPATH_0010039,Date of Specimen Collection dd/mm/yy,,variable,
10,ext_lab_bv_polcul::polioc,ext_lab_bv_polcul,,,"Assessed at 6, 14, and 52 weeks using stool samples both pre- and post-polio vaccination.",,,,Polio  culture results,"1 = Positive (+ve to L20B cell line), 2 = Negative (-ve to both L20B and RD cell lines) , 7 = Non polio enterovirus (+ve to RD cell line, -ve to L20B cell line), 8 = Inconclusive",variable,see non-raw template
1,ext_lab_bv_polpcr::pid,ext_lab_bv_polpcr,EUPATH_0000095,Participant ID,,Participant,,,Child Identification,,variable,
4,ext_lab_bv_polpcr::spectype,ext_lab_bv_polpcr,EUPATH_0010869,Stool type,,Sample,,,Specimen type,,variable,
5,ext_lab_bv_polpcr::vstnum,ext_lab_bv_polpcr,BFO_0000015,Observation type,,Observation,,,Visit number,,variable,
7,ext_lab_bv_polpcr::vstdetail,ext_lab_bv_polpcr,,Stool timeline,,Sample,Stool sample collection process,EUPATH_0010039,visit details,,variable,
8,ext_lab_bv_polpcr::specdt,ext_lab_bv_polpcr,,Stool collection date,,Sample,Stool sample collection process,EUPATH_0010039,Date of Specimen Collection dd/mm/yy,,variable,
10,ext_lab_bv_polpcr::sabin,ext_lab_bv_polpcr,,,"Assessed at 6, 14, and 52 weeks using the first stool sample at each week (pre- and post-polio vaccination) positive for polio by culture.",Sample,,,Sabin like (qPCR is performed  on first +ve polio culture sample in bv_polcul table),"0 = Negative, 1 = Sabin1, 2 = Sabin2, 3 = Sabin3, 4 = Sabin 1 & 2, 5 = Sabin 1 & 3, 6 = Sabin 2 & 3, 7 = Sabin 1 & 2 & 3",variable,see non-raw template
11,ext_lab_bv_polpcr::ns_othr,ext_lab_bv_polpcr,,,"Assessed at 6, 14, and 52 weeks using the first stool sample at each week (pre- and post-polio vaccination) positive for polio by culture.",Sample,,,Non - Sabin,"1 =Non polio enterovirus,2= Pan poliovirus, 3= P1 (wild type polio strain 1),  4= P1 (wild type polio strain 2),  5= P1 (wild type polio strain 3) , 9 = Not applicable",variable,see non-raw template
1,ext_lab_bv_polsna_infant_st::pid,ext_lab_bv_polsna_infant_st,EUPATH_0000095,Participant ID,,Participant,,,Child Identification,,variable,
5,ext_lab_bv_polsna_infant_st::vstnum,ext_lab_bv_polsna_infant_st,BFO_0000015,Observation type,,Observation,,,Visit number,,variable,
8,ext_lab_bv_polsna_infant_st::specdt,ext_lab_bv_polsna_infant_st,EUPATH_0033147,Blood sample collection date,,Observation,,,Date of Specimen Collection dd/mm/yy,,variable,
13,ext_lab_bv_polsna_infant_st::p1titer,ext_lab_bv_polsna_infant_st,EUPATH_0011290,"Log2 polio serotype 1 titer, by microneutralization result","Assessed at 6, 18, 40, and 53 weeks in participants. A value less than 3 is considered seronegative.",Sample,,,Titer Sabin 1 Log base 2 values ( <3 =seronegative ),,variable,
14,ext_lab_bv_polsna_infant_st::p2titer,ext_lab_bv_polsna_infant_st,EUPATH_0011291,"Log2 polio serotype 2 titer, by microneutralization result","Assessed at 6, 18, 40, and 53 weeks in participants.",Sample,,,Titer Sabin 2 Log base 2 values,,variable,
15,ext_lab_bv_polsna_infant_st::p3titer,ext_lab_bv_polsna_infant_st,EUPATH_0011292,"Log2 polio serotype 3 titer, by microneutralization result","Assessed at 6, 18, 40, and 53 weeks in participants.",Sample,,,Titer Sabin 3 Log base 2 values,,variable,
1,ext_lab_bv_polsna_mother_st::pid,ext_lab_bv_polsna_mother_st,EUPATH_0000095,Participant ID,,Participant,,,Child Identification,,variable,
5,ext_lab_bv_polsna_mother_st::vstnum,ext_lab_bv_polsna_mother_st,BFO_0000015,Observation type,,Observation,,,Visit number,,variable,
8,ext_lab_bv_polsna_mother_st::specdt,ext_lab_bv_polsna_mother_st,,Maternal blood collection date,,Sample,Maternal blood sample collection process,,Date of Specimen Collection dd/mm/yy,,variable,
13,ext_lab_bv_polsna_mother_st::p1titer,ext_lab_bv_polsna_mother_st,,"Log2 polio serotype 1 titer, by microneutralization result",Assessed at 6 weeks in participant's mothers. A value less than 3 is considered seronegative.,Sample,Maternal blood raw antibody titer test result,,Titer Sabin 1 Log base 2 values ( <3 =seronegative ),,variable,"Mother blood, needs new IRI and to be placed under Maternal blood hierarchy"
14,ext_lab_bv_polsna_mother_st::p2titer,ext_lab_bv_polsna_mother_st,,"Log2 polio serotype 2 titer, by microneutralization result",Assessed at 6 weeks in participant's mothers.,Sample,Maternal blood raw antibody titer test result,,Titer Sabin 2 Log base 2 values,,variable,"Mother blood, needs new IRI and to be placed under Maternal blood hierarchy"
15,ext_lab_bv_polsna_mother_st::p3titer,ext_lab_bv_polsna_mother_st,,"Log2 polio serotype 3 titer, by microneutralization result",Assessed at 6 weeks in participant's mothers.,Sample,Maternal blood raw antibody titer test result,,Titer Sabin 3 Log base 2 values,,variable,"Mother blood, needs new IRI and to be placed under Maternal blood hierarchy"
1,ext_lab_bv_qpcr::pid,ext_lab_bv_qpcr,EUPATH_0000095,Participant ID,,Participant,,,Child Identification,,variable,
4,ext_lab_bv_qpcr::spectype,ext_lab_bv_qpcr,EUPATH_0010869,Stool type,,Sample,,,Specimen type,,variable,
5,ext_lab_bv_qpcr::vstnum,ext_lab_bv_qpcr,BFO_0000015,Observation type,,Observation,,,Visit number,,variable,
7,ext_lab_bv_qpcr::vstdetail,ext_lab_bv_qpcr,,Stool timeline,,Sample,Stool sample collection process,EUPATH_0010039,visit details,,variable,
8,ext_lab_bv_qpcr::specdt,ext_lab_bv_qpcr,,Stool collection date,,Sample,Stool sample collection process,EUPATH_0010039,Date of Specimen Collection dd/mm/yy,,variable,
10,ext_lab_bv_qpcr::s1ct,ext_lab_bv_qpcr,,,Assessed at 6 and 52 weeks. Considered positive if 0 < Ct value < 36.,,,,Sabin1 CT Value (CT values >0 and < 36 = Positive),"""-9= Missing""",variable,see raw template
11,ext_lab_bv_qpcr::s1,ext_lab_bv_qpcr,,,Assessed at 6 and 52 weeks. ,,,,Sabin1,"1=Positive, 2= Negative, - 9=Missing",variable,see non-raw template
12,ext_lab_bv_qpcr::s2ct,ext_lab_bv_qpcr,,,Assessed at 6 and 52 weeks. Considered positive if 0 < Ct value < 37.,,,,Sabin2 CT Value (CT values >0 and < 37 = Positive),"""-9= Missing""",variable,see raw template
13,ext_lab_bv_qpcr::s2,ext_lab_bv_qpcr,,,Assessed at 6 and 52 weeks. ,,,,Sabin2,"1=Positive, 2= Negative, - 9=Missing",variable,see non-raw template
14,ext_lab_bv_qpcr::s3ct,ext_lab_bv_qpcr,,,Assessed at 6 and 52 weeks. Considered positive if 0 < Ct value < 37.,,,,Sabin3 CT Value (CT values >0 and < 37 = Positive),"""-9= Missing""",variable,see raw template
15,ext_lab_bv_qpcr::s3,ext_lab_bv_qpcr,,,Assessed at 6 and 52 weeks. ,,,,Sabin3,"1=Positive, 2= Negative, - 9=Missing",variable,see non-raw template
1,ext_lab_bv_rals::pid,ext_lab_bv_rals,EUPATH_0000095,Participant ID,,Participant,,,Child Identification,,variable,
5,ext_lab_bv_rals::vstnum,ext_lab_bv_rals,BFO_0000015,Observation type,,Observation,,,Visit number,,variable,
8,ext_lab_bv_rals::specdt,ext_lab_bv_rals,EUPATH_0033147,Blood sample collection date,,Observation,,,Date of Specimen Collection dd/mm/yy,,variable,
19,ext_lab_bv_rals::nortit,ext_lab_bv_rals,,"Rotavirus IgA titer, by antibodies in lymphocyte supernatant",Assessed at 6 and 18 weeks. ,Sample,Raw antibody titer test result,EUPATH_0011472,Normalized Titer (AVETIT-CONTRL),"""-9 = Missing""",variable,
1,ext_lab_bv_rbmiga::pid,ext_lab_bv_rbmiga,EUPATH_0000095,Participant ID,,Participant,,,Child Identification,,variable,
5,ext_lab_bv_rbmiga::vstnum,ext_lab_bv_rbmiga,BFO_0000015,Observation type,,Observation,,,Visit number,,variable,
8,ext_lab_bv_rbmiga::specdt,ext_lab_bv_rbmiga,,Maternal breast milk sample collection date,,Sample,Maternal breast milk sample collection process,,Date of Specimen Collection dd/mm/yy,,variable,
21,ext_lab_bv_rbmiga::nortit,ext_lab_bv_rbmiga,,"Rotavirus IgA titer, by ELISA result",Assessed at 6 weeks. ,Sample,Maternal breast milk raw antibody titer test result,,Normalized Titer (AVETIT-CONTRL),"""-9 = Missing""",variable,"Mother breast milk, needs new IRI and to be placed under Maternal breast milk hierarchy"
1,ext_lab_bv_rbp::pid,ext_lab_bv_rbp,EUPATH_0000095,Participant ID,,Participant,,,Child Identification,,variable,
5,ext_lab_bv_rbp::vstnum,ext_lab_bv_rbp,BFO_0000015,Observation type,,Observation,,,Visit number,,variable,
8,ext_lab_bv_rbp::specdt,ext_lab_bv_rbp,EUPATH_0033147,Blood sample collection date,,Observation,,,Date of Specimen Collection dd/mm/yy,,variable,
10,ext_lab_bv_rbp::rbp,ext_lab_bv_rbp,,,RBP concentration in blood was assessed at 6 and 18 weeks.,Sample,,,Retinol Binding Protein (RBP) ng/ml,-9 = Missing',variable,see lab test template
1,ext_lab_bv_reg1b_upd1::pid,ext_lab_bv_reg1b_upd1,EUPATH_0000095,Participant ID,,Participant,,,Child Identification,,variable,
4,ext_lab_bv_reg1b_upd1::spectype,ext_lab_bv_reg1b_upd1,EUPATH_0010869,Stool type,,Sample,,,Specimen type,,variable,
5,ext_lab_bv_reg1b_upd1::vstnum,ext_lab_bv_reg1b_upd1,BFO_0000015,Observation type,,Observation,,,Visit number,,variable,
8,ext_lab_bv_reg1b_upd1::specdt,ext_lab_bv_reg1b_upd1,,Stool collection date,,Sample,Stool sample collection process,EUPATH_0010039,Date of Specimen Collection dd/mm/yy,,variable,
10,ext_lab_bv_reg1b_upd1::reg1b,ext_lab_bv_reg1b_upd1,,,"REG1B concentration in stool was assessed at 6, 12, 18, 24, 40, 52, and 104 weeks.",Sample,,,Reg 1 B result ug/ml, -9 = Missing,variable,see lab test template
1,ext_lab_bv_rotavs::pid,ext_lab_bv_rotavs,EUPATH_0000095,Participant ID,,Participant,,,Child Identification,,variable,
4,ext_lab_bv_rotavs::spectype,ext_lab_bv_rotavs,EUPATH_0010869,Stool type,,Sample,,,Specimen type,,variable,
5,ext_lab_bv_rotavs::vstnum,ext_lab_bv_rotavs,BFO_0000015,Observation type,,Observation,,,Visit number,,variable,
7,ext_lab_bv_rotavs::vstdetail,ext_lab_bv_rotavs,,Stool timeline,,Sample,Stool sample collection process,EUPATH_0010039,visit details,,variable,
8,ext_lab_bv_rotavs::specdt,ext_lab_bv_rotavs,,Stool collection date,,Sample,Stool sample collection process,EUPATH_0010039,Date of Specimen Collection dd/mm/yy,,variable,
10,ext_lab_bv_rotavs::rotavs,ext_lab_bv_rotavs,,,Assessed at 10 and 17 weeks.,Sample,,,Rotavirus by ELISA,"1=Positive, 2=Negative 2, 3=Inconclusive , -9 = Missing",variable,see non-raw template
1,ext_lab_bv_rpliga::pid,ext_lab_bv_rpliga,EUPATH_0000095,Participant ID,,Participant,,,Child Identification,,variable,
5,ext_lab_bv_rpliga::vstnum,ext_lab_bv_rpliga,BFO_0000015,Observation type,,Observation,,,Visit number,,variable,
8,ext_lab_bv_rpliga::specdt,ext_lab_bv_rpliga,EUPATH_0033147,Blood sample collection date,,Observation,,,Date of Specimen Collection dd/mm/yy,,variable,
26,ext_lab_bv_rpliga::nortit2,ext_lab_bv_rpliga,,"Rotavirus IgA titer, by ELISA result","Assessed at 6, 18, and 24 weeks. ",Sample,Raw antibody titer test result,EUPATH_0011472,Normalized Titer (AVETIT2-CONTRL),,variable,
27,ext_lab_bv_rpliga::uperml2,ext_lab_bv_rpliga,,"Rotavirus IgA titer (U/mL), by ELISA result","The rotavirus IgA titer was converted to U/mL based on a positive control. Considered seropositive if value >=20u/mL. Assessed at 6, 18, and 24 weeks. ",Sample,Raw antibody titer test result,EUPATH_0011472,Endpoint titer converted to units/ml for NORTIT2  [Seropositive >=20u/ml],,variable,
1,ext_lab_bv_rpligg::pid,ext_lab_bv_rpligg,EUPATH_0000095,Participant ID,,Participant,,,Child Identification,,variable,
5,ext_lab_bv_rpligg::vstnum,ext_lab_bv_rpligg,BFO_0000015,Observation type,,Observation,,,Visit number,,variable,
8,ext_lab_bv_rpligg::specdt,ext_lab_bv_rpligg,EUPATH_0033147,Blood sample collection date,,Observation,,,Date of Specimen Collection dd/mm/yy,,variable,
21,ext_lab_bv_rpligg::nortit,ext_lab_bv_rpligg,,"Rotavirus IgG titer, by ELISA result",Assessed at 6 and 18 weeks. ,Sample,Raw antibody titer test result,EUPATH_0011472,Normalized Titer (AVETIT-CONTRL),-9 = Missing',variable,
1,ext_lab_bv_rptype::pid,ext_lab_bv_rptype,EUPATH_0000095,Participant ID,,Participant,,,Child Identification,,variable,
2,ext_lab_bv_rptype::ptype1,ext_lab_bv_rptype,,"Rotavirus P genotype, first diarrheal episode",Rotavirus P-type by sequencing for the first rotavirus-positive diarrheal episode stool in year 1.,Participant,Aggregated illness data,EUPATH_0020004,"Rotavirus P-type by sequencing, first rota+ diarrheal episode stool in year 1","0=Sequenced but could not be typed, 77=Not applicable",variable,see raw template
3,ext_lab_bv_rptype::ptype2,ext_lab_bv_rptype,,"Rotavirus P genotype, second diarrheal episode",Rotavirus P-type by sequencing for the second rotavirus-positive diarrheal episode stool in year 1.,Participant,Aggregated illness data,EUPATH_0020004,"Rotavirus P-type by sequencing, second rota+ diarrheal episode in year 1","0=Sequneced but could not be typed, 77=Not applicable",variable,see raw template
6,ext_lab_bv_rptype::letype,ext_lab_bv_rptype,,Lewis type,The Lewis type category of the participant. a+ b- implies the participant has the Le allele but not the Se allele. a- b+ implies the participant has the Le allele and the Se allele. a- b- implies the participant has the Le recessive allele and may or may not have the Se allele. a+ b+ can be seen transiently in infants since secretor function increase with age or can suggest the participant has a weak Se allele.,Participant,Participant genotype,EUPATH_0000306,Lewis type category,1=a+ b-; 2=a- b+; 3=a- b-; 4=a+ b+; 99= not done,variable,
9,ext_lab_bv_rptype::secretor,ext_lab_bv_rptype,,Lewis secretor,Whether the participant has the secretor (Se) allele.,Participant,Participant genotype,EUPATH_0000306,"Lewis Secretor status,<U+00A0>","Positive=1, Negative=2 and inconclusive=3  / 1= result_a+ve, result_b+ve OR 1= result_a-ve, result_b+ve; 2= result_a+ve, result_b-ve; 3 (Inconclusive)= result_a-ve, result_b-ve",variable,
1,ext_lab_bv_scd14::pid,ext_lab_bv_scd14,EUPATH_0000095,Participant ID,,Participant,,,Child Identification,,variable,
5,ext_lab_bv_scd14::vstnum,ext_lab_bv_scd14,BFO_0000015,Observation type,,Observation,,,Visit number,,variable,
8,ext_lab_bv_scd14::specdt,ext_lab_bv_scd14,EUPATH_0033147,Blood sample collection date,,Observation,,,Date of Specimen Collection dd/mm/yy,,variable,
10,ext_lab_bv_scd14::scd14,ext_lab_bv_scd14,,,"Assessed at 6, 18, and 40 weeks. ",,,,Soluble CD14 measure in ng/ml,-9 = Missing',variable,see lab test template
1,ext_lab_bv_speclog_bm_st::pid,ext_lab_bv_speclog_bm_st,EUPATH_0000095,Participant ID,,Participant,,,Child Identification,,variable,
5,ext_lab_bv_speclog_bm_st::vstnum,ext_lab_bv_speclog_bm_st,BFO_0000015,Observation type,,Observation,,,Visit number,10=Clinic stool; 11=Viral shedding stool; 12=diarrheal stool; 13=Fecal cytokine stool; 33=InfantBlood;44= Infatn Urine; 55=Breast Milk; 66=MotherBlood; 77=Infant saliva,variable,
8,ext_lab_bv_speclog_bm_st::specdt,ext_lab_bv_speclog_bm_st,,Maternal breast milk sample collection date,,Sample,Maternal breast milk sample collection process,,Date of Specimen Collection dd/mm/yy,,variable,
9,ext_lab_bv_speclog_bm_st::qtty,ext_lab_bv_speclog_bm_st,,Maternal breast milk quantity sufficient,,Sample,Maternal breast milk sample,,Sample sufficient or not?,,variable,
1,ext_lab_bv_speclog_cs_st::pid,ext_lab_bv_speclog_cs_st,EUPATH_0000095,Participant ID,,Participant,,,Child Identification,,variable,
4,ext_lab_bv_speclog_cs_st::spectype,ext_lab_bv_speclog_cs_st,EUPATH_0010869,Stool type,,Sample,,,Specimen type,,variable,
5,ext_lab_bv_speclog_cs_st::vstnum,ext_lab_bv_speclog_cs_st,BFO_0000015,Observation type,,Observation,,,Visit number,10=Clinic stool; 11=Viral shedding stool; 12=diarrheal stool; 13=Fecal cytokine stool; 33=InfantBlood;44= Infatn Urine; 55=Breast Milk; 66=MotherBlood; 77=Infant saliva,variable,
8,ext_lab_bv_speclog_cs_st::specdt,ext_lab_bv_speclog_cs_st,,Stool collection date,,Sample,Stool sample collection process,EUPATH_0010039,Date of Specimen Collection dd/mm/yy,,variable,
9,ext_lab_bv_speclog_cs_st::qtty,ext_lab_bv_speclog_cs_st,EUPATH_0010558,Quantity not sufficient,,Sample,,,Sample sufficient or not?,,variable,
10,ext_lab_bv_speclog_cs_st::comment,ext_lab_bv_speclog_cs_st,,Stool collection comment,Comment,Sample,Stool sample collection process,EUPATH_0010039,,,variable,
1,ext_lab_bv_speclog_ds_st::pid,ext_lab_bv_speclog_ds_st,EUPATH_0000095,Participant ID,,Participant,,,Child Identification,,variable,
4,ext_lab_bv_speclog_ds_st::spectype,ext_lab_bv_speclog_ds_st,EUPATH_0010869,Stool type,,Sample,,,Specimen type,,variable,
5,ext_lab_bv_speclog_ds_st::vstnum,ext_lab_bv_speclog_ds_st,BFO_0000015,Observation type,,Observation,,,Visit number,10=Clinic stool; 11=Viral shedding stool; 12=diarrheal stool; 13=Fecal cytokine stool; 33=InfantBlood;44= Infatn Urine; 55=Breast Milk; 66=MotherBlood; 77=Infant saliva,variable,
8,ext_lab_bv_speclog_ds_st::specdt,ext_lab_bv_speclog_ds_st,,Stool collection date,,Sample,Stool sample collection process,EUPATH_0010039,Date of Specimen Collection dd/mm/yy,,variable,
9,ext_lab_bv_speclog_ds_st::qtty,ext_lab_bv_speclog_ds_st,EUPATH_0010558,Quantity not sufficient,,Sample,,,Sample sufficient or not?,,variable,
10,ext_lab_bv_speclog_ds_st::comment,ext_lab_bv_speclog_ds_st,,Stool collection comment,Comment,Sample,Stool sample collection process,EUPATH_0010039,,,variable,
1,ext_lab_bv_speclog_fc_st::pid,ext_lab_bv_speclog_fc_st,EUPATH_0000095,Participant ID,,Participant,,,Child Identification,,variable,
4,ext_lab_bv_speclog_fc_st::spectype,ext_lab_bv_speclog_fc_st,EUPATH_0010869,Stool type,,Sample,,,Specimen type,,variable,
5,ext_lab_bv_speclog_fc_st::vstnum,ext_lab_bv_speclog_fc_st,BFO_0000015,Observation type,,Observation,,,Visit number,10=Clinic stool; 11=Viral shedding stool; 12=diarrheal stool; 13=Fecal cytokine stool; 33=InfantBlood;44= Infatn Urine; 55=Breast Milk; 66=MotherBlood; 77=Infant saliva,variable,
7,ext_lab_bv_speclog_fc_st::vstdetail,ext_lab_bv_speclog_fc_st,,Stool timeline,,Sample,Stool sample collection process,EUPATH_0010039,visit details,,variable,
8,ext_lab_bv_speclog_fc_st::specdt,ext_lab_bv_speclog_fc_st,EUPATH_0004991,Stool collection date,,Sample,,,Date of Specimen Collection dd/mm/yy,,variable,
9,ext_lab_bv_speclog_fc_st::qtty,ext_lab_bv_speclog_fc_st,EUPATH_0010558,Quantity not sufficient,,Sample,,,Sample sufficient or not?,,variable,
10,ext_lab_bv_speclog_fc_st::comment,ext_lab_bv_speclog_fc_st,,Stool collection comment,Comment,Sample,Stool sample collection process,EUPATH_0010039,,,variable,
1,ext_lab_bv_speclog_ib_st::pid,ext_lab_bv_speclog_ib_st,EUPATH_0000095,Participant ID,,Participant,,,Child Identification,,variable,
