variable,dataFile,codebookDescription,suggested_IRI,suggested_label,parent_in_ontology,parent_IRI,score,,
mght2_op,gems1_huas_data.sas7bdat,G52.3: Health care attitudes. What is your opinion of the care your child might receive at sentinel health center #2. Section G: skip for children who had diarrhea in the last 2 weeks. Mention the 3 nearest sentinel centers and present the choices to the caretaker,http://purl.obolibrary.org/obo/EUPATH_0022032,Traveled in the 2 weeks before 3rd most recent malaria episode,Clinical history,http://purl.obolibrary.org/obo/OGMS_0000015,26.262245,,
mght2_op,gems1_huas_data.sas7bdat,G52.3: Health care attitudes. What is your opinion of the care your child might receive at sentinel health center #2. Section G: skip for children who had diarrhea in the last 2 weeks. Mention the 3 nearest sentinel centers and present the choices to the caretaker,http://purl.obolibrary.org/obo/EUPATH_0022033,Traveled in the 2 weeks before 4th most recent malaria episode,Clinical history,http://purl.obolibrary.org/obo/OGMS_0000015,26.262245,,
mght2_op,gems1_huas_data.sas7bdat,G52.3: Health care attitudes. What is your opinion of the care your child might receive at sentinel health center #2. Section G: skip for children who had diarrhea in the last 2 weeks. Mention the 3 nearest sentinel centers and present the choices to the caretaker,http://purl.obolibrary.org/obo/EUPATH_0015104,Asking for donations outside the household,Money source for expenses before visit,http://purl.obolibrary.org/obo/EUPATH_0010379,23.960217,,
mght3_op,gems1_huas_data.sas7bdat,G52.4: Health care attitudes. What is your opinion of the care your child might receive at sentinel health center #3. Section G: skip for children who had diarrhea in the last 2 weeks. Mention the 3 nearest sentinel centers and present the choices to the caretaker,http://purl.obolibrary.org/obo/EUPATH_0015433,Last day of diarrhea in the past 2 weeks,Diarrheal episodes,http://purl.obolibrary.org/obo/EUPATH_0010016,34.31443,,
mght3_op,gems1_huas_data.sas7bdat,G52.4: Health care attitudes. What is your opinion of the care your child might receive at sentinel health center #3. Section G: skip for children who had diarrhea in the last 2 weeks. Mention the 3 nearest sentinel centers and present the choices to the caretaker,http://purl.obolibrary.org/obo/EUPATH_0015428,1st day of diarrhea in the past 2 weeks,Diarrheal episodes,http://purl.obolibrary.org/obo/EUPATH_0010016,31.687727,,
mght3_op,gems1_huas_data.sas7bdat,G52.4: Health care attitudes. What is your opinion of the care your child might receive at sentinel health center #3. Section G: skip for children who had diarrhea in the last 2 weeks. Mention the 3 nearest sentinel centers and present the choices to the caretaker,http://purl.obolibrary.org/obo/EUPATH_0015011,None of the above,Assets,http://purl.obolibrary.org/obo/EUPATH_0000144,29.048199,,
mght3_op,gems1_huas_data.sas7bdat,G52.4: Health care attitudes. What is your opinion of the care your child might receive at sentinel health center #3. Section G: skip for children who had diarrhea in the last 2 weeks. Mention the 3 nearest sentinel centers and present the choices to the caretaker,http://purl.obolibrary.org/obo/EUPATH_0000441,Sprayed in the last 12 months,Household vector intervention,http://purl.obolibrary.org/obo/EUPATH_0000341,26.955801,,
mght3_op,gems1_huas_data.sas7bdat,G52.4: Health care attitudes. What is your opinion of the care your child might receive at sentinel health center #3. Section G: skip for children who had diarrhea in the last 2 weeks. Mention the 3 nearest sentinel centers and present the choices to the caretaker,http://purl.obolibrary.org/obo/EUPATH_0010356,Symptoms in the last 7 days,Signs and symptoms,http://purl.obolibrary.org/obo/EUPATH_0000309,26.955801,,
mght3_op,gems1_huas_data.sas7bdat,G52.4: Health care attitudes. What is your opinion of the care your child might receive at sentinel health center #3. Section G: skip for children who had diarrhea in the last 2 weeks. Mention the 3 nearest sentinel centers and present the choices to the caretaker,http://purl.obolibrary.org/obo/EUPATH_0022030,Traveled in the 2 weeks before most recent malaria episode,Clinical history,http://purl.obolibrary.org/obo/OGMS_0000015,24.559252,,
mght3_op,gems1_huas_data.sas7bdat,G52.4: Health care attitudes. What is your opinion of the care your child might receive at sentinel health center #3. Section G: skip for children who had diarrhea in the last 2 weeks. Mention the 3 nearest sentinel centers and present the choices to the caretaker,http://purl.obolibrary.org/obo/EUPATH_0015104,Asking for donations outside the household,Money source for expenses before visit,http://purl.obolibrary.org/obo/EUPATH_0010379,23.960217,,
mght3_op,gems1_huas_data.sas7bdat,G52.4: Health care attitudes. What is your opinion of the care your child might receive at sentinel health center #3. Section G: skip for children who had diarrhea in the last 2 weeks. Mention the 3 nearest sentinel centers and present the choices to the caretaker,http://purl.obolibrary.org/obo/EUPATH_0015112,Asking for donations outside the household,Money source for hospitalization or clinical visit expenses,http://purl.obolibrary.org/obo/EUPATH_0010011,23.960217,,
mght3_op,gems1_huas_data.sas7bdat,G52.4: Health care attitudes. What is your opinion of the care your child might receive at sentinel health center #3. Section G: skip for children who had diarrhea in the last 2 weeks. Mention the 3 nearest sentinel centers and present the choices to the caretaker,http://purl.obolibrary.org/obo/EUPATH_0000358,Additional job in the past month,Employment,http://purl.obolibrary.org/obo/EUPATH_0000342,23.671152,,
mght3_op,gems1_huas_data.sas7bdat,G52.4: Health care attitudes. What is your opinion of the care your child might receive at sentinel health center #3. Section G: skip for children who had diarrhea in the last 2 weeks. Mention the 3 nearest sentinel centers and present the choices to the caretaker,http://purl.obolibrary.org/obo/EUPATH_0022031,Traveled in the 2 weeks before 2nd most recent malaria episode,Clinical history,http://purl.obolibrary.org/obo/OGMS_0000015,23.112614,,
mghtrec1,gems1_huas_data.sas7bdat,G52: Health care attitudes. Sentinel health center code #1 (for mght1_op). Section G: skip for children who had diarrhea in the last 2 weeks. Mention the 3 nearest sentinel centers and present the choices to the caretaker,http://purl.obolibrary.org/obo/EUPATH_0015433,Last day of diarrhea in the past 2 weeks,Diarrheal episodes,http://purl.obolibrary.org/obo/EUPATH_0010016,28.438568,,
mghtrec1,gems1_huas_data.sas7bdat,G52: Health care attitudes. Sentinel health center code #1 (for mght1_op). Section G: skip for children who had diarrhea in the last 2 weeks. Mention the 3 nearest sentinel centers and present the choices to the caretaker,http://purl.obolibrary.org/obo/EUPATH_0015428,1st day of diarrhea in the past 2 weeks,Diarrheal episodes,http://purl.obolibrary.org/obo/EUPATH_0010016,25.811867,,
mghtrec1,gems1_huas_data.sas7bdat,G52: Health care attitudes. Sentinel health center code #1 (for mght1_op). Section G: skip for children who had diarrhea in the last 2 weeks. Mention the 3 nearest sentinel centers and present the choices to the caretaker,http://purl.obolibrary.org/obo/EUPATH_0000441,Sprayed in the last 12 months,Household vector intervention,http://purl.obolibrary.org/obo/EUPATH_0000341,22.743357,,
mghtrec1,gems1_huas_data.sas7bdat,G52: Health care attitudes. Sentinel health center code #1 (for mght1_op). Section G: skip for children who had diarrhea in the last 2 weeks. Mention the 3 nearest sentinel centers and present the choices to the caretaker,http://purl.obolibrary.org/obo/EUPATH_0010356,Symptoms in the last 7 days,Signs and symptoms,http://purl.obolibrary.org/obo/EUPATH_0000309,22.743357,,
mghtrec1,gems1_huas_data.sas7bdat,G52: Health care attitudes. Sentinel health center code #1 (for mght1_op). Section G: skip for children who had diarrhea in the last 2 weeks. Mention the 3 nearest sentinel centers and present the choices to the caretaker,http://purl.obolibrary.org/obo/EUPATH_0015104,Asking for donations outside the household,Money source for expenses before visit,http://purl.obolibrary.org/obo/EUPATH_0010379,22.645777,,
mghtrec1,gems1_huas_data.sas7bdat,G52: Health care attitudes. Sentinel health center code #1 (for mght1_op). Section G: skip for children who had diarrhea in the last 2 weeks. Mention the 3 nearest sentinel centers and present the choices to the caretaker,http://purl.obolibrary.org/obo/EUPATH_0015112,Asking for donations outside the household,Money source for hospitalization or clinical visit expenses,http://purl.obolibrary.org/obo/EUPATH_0010011,22.645777,,
mghtrec1,gems1_huas_data.sas7bdat,G52: Health care attitudes. Sentinel health center code #1 (for mght1_op). Section G: skip for children who had diarrhea in the last 2 weeks. Mention the 3 nearest sentinel centers and present the choices to the caretaker,http://purl.obolibrary.org/obo/EUPATH_0022030,Traveled in the 2 weeks before most recent malaria episode,Clinical history,http://purl.obolibrary.org/obo/OGMS_0000015,21.401451,,
mghtrec1,gems1_huas_data.sas7bdat,G52: Health care attitudes. Sentinel health center code #1 (for mght1_op). Section G: skip for children who had diarrhea in the last 2 weeks. Mention the 3 nearest sentinel centers and present the choices to the caretaker,http://purl.obolibrary.org/obo/EUPATH_0015247,Health facility for diarrhea,Visited health facility,http://purl.obolibrary.org/obo/EUPATH_0010395,20.459904,,
mghtrec1,gems1_huas_data.sas7bdat,G52: Health care attitudes. Sentinel health center code #1 (for mght1_op). Section G: skip for children who had diarrhea in the last 2 weeks. Mention the 3 nearest sentinel centers and present the choices to the caretaker,http://purl.obolibrary.org/obo/EUPATH_0015011,None of the above,Assets,http://purl.obolibrary.org/obo/EUPATH_0000144,20.227568,,
mghtrec1,gems1_huas_data.sas7bdat,G52: Health care attitudes. Sentinel health center code #1 (for mght1_op). Section G: skip for children who had diarrhea in the last 2 weeks. Mention the 3 nearest sentinel centers and present the choices to the caretaker,http://purl.obolibrary.org/obo/EUPATH_0022031,Traveled in the 2 weeks before 2nd most recent malaria episode,Clinical history,http://purl.obolibrary.org/obo/OGMS_0000015,20.14082,,
mghtrec2,gems1_huas_data.sas7bdat,G52.2: Health care attitudes. Sentinel health center code #2 (for mght2_op). Section G: skip for children who had diarrhea in the last 2 weeks. Mention the 3 nearest sentinel centers and present the choices to the caretaker,http://purl.obolibrary.org/obo/EUPATH_0015433,Last day of diarrhea in the past 2 weeks,Diarrheal episodes,http://purl.obolibrary.org/obo/EUPATH_0010016,32.0088,,
mghtrec2,gems1_huas_data.sas7bdat,G52.2: Health care attitudes. Sentinel health center code #2 (for mght2_op). Section G: skip for children who had diarrhea in the last 2 weeks. Mention the 3 nearest sentinel centers and present the choices to the caretaker,http://purl.obolibrary.org/obo/EUPATH_0015428,1st day of diarrhea in the past 2 weeks,Diarrheal episodes,http://purl.obolibrary.org/obo/EUPATH_0010016,29.382101,,
mghtrec2,gems1_huas_data.sas7bdat,G52.2: Health care attitudes. Sentinel health center code #2 (for mght2_op). Section G: skip for children who had diarrhea in the last 2 weeks. Mention the 3 nearest sentinel centers and present the choices to the caretaker,http://purl.obolibrary.org/obo/EUPATH_0022030,Traveled in the 2 weeks before most recent malaria episode,Clinical history,http://purl.obolibrary.org/obo/OGMS_0000015,24.74822,,
mghtrec2,gems1_huas_data.sas7bdat,G52.2: Health care attitudes. Sentinel health center code #2 (for mght2_op). Section G: skip for children who had diarrhea in the last 2 weeks. Mention the 3 nearest sentinel centers and present the choices to the caretaker,http://purl.obolibrary.org/obo/EUPATH_0022031,Traveled in the 2 weeks before 2nd most recent malaria episode,Clinical history,http://purl.obolibrary.org/obo/OGMS_0000015,23.290451,,
mghtrec2,gems1_huas_data.sas7bdat,G52.2: Health care attitudes. Sentinel health center code #2 (for mght2_op). Section G: skip for children who had diarrhea in the last 2 weeks. Mention the 3 nearest sentinel centers and present the choices to the caretaker,http://purl.obolibrary.org/obo/EUPATH_0022032,Traveled in the 2 weeks before 3rd most recent malaria episode,Clinical history,http://purl.obolibrary.org/obo/OGMS_0000015,23.290451,,
mghtrec2,gems1_huas_data.sas7bdat,G52.2: Health care attitudes. Sentinel health center code #2 (for mght2_op). Section G: skip for children who had diarrhea in the last 2 weeks. Mention the 3 nearest sentinel centers and present the choices to the caretaker,http://purl.obolibrary.org/obo/EUPATH_0022033,Traveled in the 2 weeks before 4th most recent malaria episode,Clinical history,http://purl.obolibrary.org/obo/OGMS_0000015,23.290451,,
mghtrec2,gems1_huas_data.sas7bdat,G52.2: Health care attitudes. Sentinel health center code #2 (for mght2_op). Section G: skip for children who had diarrhea in the last 2 weeks. Mention the 3 nearest sentinel centers and present the choices to the caretaker,http://purl.obolibrary.org/obo/EUPATH_0000441,Sprayed in the last 12 months,Household vector intervention,http://purl.obolibrary.org/obo/EUPATH_0000341,22.743357,,
mghtrec2,gems1_huas_data.sas7bdat,G52.2: Health care attitudes. Sentinel health center code #2 (for mght2_op). Section G: skip for children who had diarrhea in the last 2 weeks. Mention the 3 nearest sentinel centers and present the choices to the caretaker,http://purl.obolibrary.org/obo/EUPATH_0010356,Symptoms in the last 7 days,Signs and symptoms,http://purl.obolibrary.org/obo/EUPATH_0000309,22.743357,,
mghtrec2,gems1_huas_data.sas7bdat,G52.2: Health care attitudes. Sentinel health center code #2 (for mght2_op). Section G: skip for children who had diarrhea in the last 2 weeks. Mention the 3 nearest sentinel centers and present the choices to the caretaker,http://purl.obolibrary.org/obo/EUPATH_0015104,Asking for donations outside the household,Money source for expenses before visit,http://purl.obolibrary.org/obo/EUPATH_0010379,22.645777,,
mghtrec2,gems1_huas_data.sas7bdat,G52.2: Health care attitudes. Sentinel health center code #2 (for mght2_op). Section G: skip for children who had diarrhea in the last 2 weeks. Mention the 3 nearest sentinel centers and present the choices to the caretaker,http://purl.obolibrary.org/obo/EUPATH_0015112,Asking for donations outside the household,Money source for hospitalization or clinical visit expenses,http://purl.obolibrary.org/obo/EUPATH_0010011,22.645777,,
mghtrec3,gems1_huas_data.sas7bdat,G52.4: Health care attitudes. Sentinel health center code #3 (for mght3_op). Section G: skip for children who had diarrhea in the last 2 weeks. Mention the 3 nearest sentinel centers and present the choices to the caretaker,http://purl.obolibrary.org/obo/EUPATH_0015433,Last day of diarrhea in the past 2 weeks,Diarrheal episodes,http://purl.obolibrary.org/obo/EUPATH_0010016,28.438568,,
mghtrec3,gems1_huas_data.sas7bdat,G52.4: Health care attitudes. Sentinel health center code #3 (for mght3_op). Section G: skip for children who had diarrhea in the last 2 weeks. Mention the 3 nearest sentinel centers and present the choices to the caretaker,http://purl.obolibrary.org/obo/EUPATH_0015428,1st day of diarrhea in the past 2 weeks,Diarrheal episodes,http://purl.obolibrary.org/obo/EUPATH_0010016,25.811867,,
mghtrec3,gems1_huas_data.sas7bdat,G52.4: Health care attitudes. Sentinel health center code #3 (for mght3_op). Section G: skip for children who had diarrhea in the last 2 weeks. Mention the 3 nearest sentinel centers and present the choices to the caretaker,http://purl.obolibrary.org/obo/EUPATH_0000441,Sprayed in the last 12 months,Household vector intervention,http://purl.obolibrary.org/obo/EUPATH_0000341,22.743357,,
mghtrec3,gems1_huas_data.sas7bdat,G52.4: Health care attitudes. Sentinel health center code #3 (for mght3_op). Section G: skip for children who had diarrhea in the last 2 weeks. Mention the 3 nearest sentinel centers and present the choices to the caretaker,http://purl.obolibrary.org/obo/EUPATH_0010356,Symptoms in the last 7 days,Signs and symptoms,http://purl.obolibrary.org/obo/EUPATH_0000309,22.743357,,
mghtrec3,gems1_huas_data.sas7bdat,G52.4: Health care attitudes. Sentinel health center code #3 (for mght3_op). Section G: skip for children who had diarrhea in the last 2 weeks. Mention the 3 nearest sentinel centers and present the choices to the caretaker,http://purl.obolibrary.org/obo/EUPATH_0015104,Asking for donations outside the household,Money source for expenses before visit,http://purl.obolibrary.org/obo/EUPATH_0010379,22.645777,,
mghtrec3,gems1_huas_data.sas7bdat,G52.4: Health care attitudes. Sentinel health center code #3 (for mght3_op). Section G: skip for children who had diarrhea in the last 2 weeks. Mention the 3 nearest sentinel centers and present the choices to the caretaker,http://purl.obolibrary.org/obo/EUPATH_0015112,Asking for donations outside the household,Money source for hospitalization or clinical visit expenses,http://purl.obolibrary.org/obo/EUPATH_0010011,22.645777,,
mghtrec3,gems1_huas_data.sas7bdat,G52.4: Health care attitudes. Sentinel health center code #3 (for mght3_op). Section G: skip for children who had diarrhea in the last 2 weeks. Mention the 3 nearest sentinel centers and present the choices to the caretaker,http://purl.obolibrary.org/obo/EUPATH_0022030,Traveled in the 2 weeks before most recent malaria episode,Clinical history,http://purl.obolibrary.org/obo/OGMS_0000015,21.401451,,
mghtrec3,gems1_huas_data.sas7bdat,G52.4: Health care attitudes. Sentinel health center code #3 (for mght3_op). Section G: skip for children who had diarrhea in the last 2 weeks. Mention the 3 nearest sentinel centers and present the choices to the caretaker,http://purl.obolibrary.org/obo/EUPATH_0015247,Health facility for diarrhea,Visited health facility,http://purl.obolibrary.org/obo/EUPATH_0010395,20.459904,,
mghtrec3,gems1_huas_data.sas7bdat,G52.4: Health care attitudes. Sentinel health center code #3 (for mght3_op). Section G: skip for children who had diarrhea in the last 2 weeks. Mention the 3 nearest sentinel centers and present the choices to the caretaker,http://purl.obolibrary.org/obo/EUPATH_0015011,None of the above,Assets,http://purl.obolibrary.org/obo/EUPATH_0000144,20.227568,,
mghtrec3,gems1_huas_data.sas7bdat,G52.4: Health care attitudes. Sentinel health center code #3 (for mght3_op). Section G: skip for children who had diarrhea in the last 2 weeks. Mention the 3 nearest sentinel centers and present the choices to the caretaker,http://purl.obolibrary.org/obo/EUPATH_0022031,Traveled in the 2 weeks before 2nd most recent malaria episode,Clinical history,http://purl.obolibrary.org/obo/OGMS_0000015,20.14082,,
mod_severe,"gems1_huas_lite_data_kenya.sas7bdat, gems1_huas_data.sas7bdat",D26.1: Diarrhea history. Moderate to severe diarrhea (drh_sunkeneyes=2 or dhr_wrnkskin=2 or hosptrt_intfld=1 or drh_blood=2 or admit=2). Only complete for children who had diarrhea in the last 2 weeks,http://purl.obolibrary.org/obo/EUPATH_0015433,Last day of diarrhea in the past 2 weeks,Diarrheal episodes,http://purl.obolibrary.org/obo/EUPATH_0010016,38.57644,,
mod_severe,"gems1_huas_lite_data_kenya.sas7bdat, gems1_huas_data.sas7bdat",D26.1: Diarrhea history. Moderate to severe diarrhea (drh_sunkeneyes=2 or dhr_wrnkskin=2 or hosptrt_intfld=1 or drh_blood=2 or admit=2). Only complete for children who had diarrhea in the last 2 weeks,http://purl.obolibrary.org/obo/EUPATH_0015428,1st day of diarrhea in the past 2 weeks,Diarrheal episodes,http://purl.obolibrary.org/obo/EUPATH_0010016,35.949738,,
mod_severe,"gems1_huas_lite_data_kenya.sas7bdat, gems1_huas_data.sas7bdat",D26.1: Diarrhea history. Moderate to severe diarrhea (drh_sunkeneyes=2 or dhr_wrnkskin=2 or hosptrt_intfld=1 or drh_blood=2 or admit=2). Only complete for children who had diarrhea in the last 2 weeks,http://purl.obolibrary.org/obo/EUPATH_0000450,Traveled in last 2 weeks,Travel details,http://purl.obolibrary.org/obo/EUPATH_0000340,35.83404,,
mod_severe,"gems1_huas_lite_data_kenya.sas7bdat, gems1_huas_data.sas7bdat",D26.1: Diarrhea history. Moderate to severe diarrhea (drh_sunkeneyes=2 or dhr_wrnkskin=2 or hosptrt_intfld=1 or drh_blood=2 or admit=2). Only complete for children who had diarrhea in the last 2 weeks,http://purl.obolibrary.org/obo/EUPATH_0021096,Fever in last 2 weeks,Immediate clinical history,http://purl.obolibrary.org/obo/EUPATH_0021098,35.83404,,
mod_severe,"gems1_huas_lite_data_kenya.sas7bdat, gems1_huas_data.sas7bdat",D26.1: Diarrhea history. Moderate to severe diarrhea (drh_sunkeneyes=2 or dhr_wrnkskin=2 or hosptrt_intfld=1 or drh_blood=2 or admit=2). Only complete for children who had diarrhea in the last 2 weeks,http://purl.obolibrary.org/obo/EUPATH_0015435,Moderate-to-severe diarrhea,Eligibility criteria,http://purl.obolibrary.org/obo/EUPATH_0010036,34.74444,,
mod_severe,"gems1_huas_lite_data_kenya.sas7bdat, gems1_huas_data.sas7bdat",D26.1: Diarrhea history. Moderate to severe diarrhea (drh_sunkeneyes=2 or dhr_wrnkskin=2 or hosptrt_intfld=1 or drh_blood=2 or admit=2). Only complete for children who had diarrhea in the last 2 weeks,http://purl.obolibrary.org/obo/EUPATH_0021091,Antimalarial medication in last 2 weeks,Treatment,http://purl.obolibrary.org/obo/OGMS_0000090,32.842075,,
mod_severe,"gems1_huas_lite_data_kenya.sas7bdat, gems1_huas_data.sas7bdat",D26.1: Diarrhea history. Moderate to severe diarrhea (drh_sunkeneyes=2 or dhr_wrnkskin=2 or hosptrt_intfld=1 or drh_blood=2 or admit=2). Only complete for children who had diarrhea in the last 2 weeks,http://purl.obolibrary.org/obo/EUPATH_0011358,Moderate-to-severe diarrhea by GEMS criteria within 2 days of stool collection,Diarrheal stool samples,http://purl.obolibrary.org/obo/EUPATH_0011769,32.35483,,
mod_severe,"gems1_huas_lite_data_kenya.sas7bdat, gems1_huas_data.sas7bdat",D26.1: Diarrhea history. Moderate to severe diarrhea (drh_sunkeneyes=2 or dhr_wrnkskin=2 or hosptrt_intfld=1 or drh_blood=2 or admit=2). Only complete for children who had diarrhea in the last 2 weeks,http://purl.obolibrary.org/obo/EUPATH_0010425,Moderate-to-severe diarrhea eligibility,Eligibility criteria,http://purl.obolibrary.org/obo/EUPATH_0010036,31.579174,,
mod_severe,"gems1_huas_lite_data_kenya.sas7bdat, gems1_huas_data.sas7bdat",D26.1: Diarrhea history. Moderate to severe diarrhea (drh_sunkeneyes=2 or dhr_wrnkskin=2 or hosptrt_intfld=1 or drh_blood=2 or admit=2). Only complete for children who had diarrhea in the last 2 weeks,http://purl.obolibrary.org/obo/EUPATH_0015434,Less severe diarrhea,Eligibility criteria,http://purl.obolibrary.org/obo/EUPATH_0010036,27.266268,,
mod_severe,"gems1_huas_lite_data_kenya.sas7bdat, gems1_huas_data.sas7bdat",D26.1: Diarrhea history. Moderate to severe diarrhea (drh_sunkeneyes=2 or dhr_wrnkskin=2 or hosptrt_intfld=1 or drh_blood=2 or admit=2). Only complete for children who had diarrhea in the last 2 weeks,http://purl.obolibrary.org/obo/EUPATH_0011539,Diarrhea severity score within 2 days of stool collection,Diarrheal stool samples,http://purl.obolibrary.org/obo/EUPATH_0011769,26.795486,,
mom_live,gems1_huas_data.sas7bdat,B09: Household information. Where does the child's mother live.,http://purl.obolibrary.org/obo/EUPATH_0000594,Mother or child,Human or Animal,http://purl.obolibrary.org/obo/EUPATH_0000612,14.738624,,
mom_live,gems1_huas_data.sas7bdat,B09: Household information. Where does the child's mother live.,http://purl.obolibrary.org/obo/EUPATH_0000087,Household information,Host information,http://purl.obolibrary.org/obo/EUPATH_0000589,13.608846,,
mom_live,gems1_huas_data.sas7bdat,B09: Household information. Where does the child's mother live.,http://purl.obolibrary.org/obo/EUPATH_0000431,Where treated,Days since last malaria diagnosis,http://purl.obolibrary.org/obo/EUPATH_0000427,9.28605,,
mom_live,gems1_huas_data.sas7bdat,B09: Household information. Where does the child's mother live.,http://purl.obolibrary.org/obo/EUPATH_0000584,Child's diet,Human or Animal,http://purl.obolibrary.org/obo/EUPATH_0000612,8.638325,,
mom_live,gems1_huas_data.sas7bdat,B09: Household information. Where does the child's mother live.,http://purl.obolibrary.org/obo/EUPATH_0015104,Asking for donations outside the household,Money source for expenses before visit,http://purl.obolibrary.org/obo/EUPATH_0010379,8.188771,,
mom_live,gems1_huas_data.sas7bdat,B09: Household information. Where does the child's mother live.,http://purl.obolibrary.org/obo/EUPATH_0015112,Asking for donations outside the household,Money source for hospitalization or clinical visit expenses,http://purl.obolibrary.org/obo/EUPATH_0010011,8.188771,,
mom_live,gems1_huas_data.sas7bdat,B09: Household information. Where does the child's mother live.,http://purl.obolibrary.org/obo/EUPATH_0000587,Environment information,Sample source,http://purl.obolibrary.org/obo/EUPATH_0000611,7.6385612,,
mom_live,gems1_huas_data.sas7bdat,B09: Household information. Where does the child's mother live.,http://purl.obolibrary.org/obo/EUPATH_0000589,Host information,Sample source,http://purl.obolibrary.org/obo/EUPATH_0000611,7.6385612,,
mom_live,gems1_huas_data.sas7bdat,B09: Household information. Where does the child's mother live.,http://purl.obolibrary.org/obo/EUPATH_0000671,Death information,Demographics,http://purl.obolibrary.org/obo/EUPATH_0010981,7.6385612,,
mom_live,gems1_huas_data.sas7bdat,B09: Household information. Where does the child's mother live.,http://purl.obolibrary.org/obo/EUPATH_0010035,Administrative information,Participant,http://purl.obolibrary.org/obo/EUPATH_0000096,7.6385612,,
mony_asset,gems1_huas_data.sas7bdat,"F43: Health care expenses. Multifilter: Where did the money forhealth care expenses come from? Selling assets. Only complete part F if the answer to E29 is \yes\"". Mark all that apply""",http://purl.obolibrary.org/obo/EUPATH_0010008,Current care expenses,Observation,http://purl.obolibrary.org/obo/EUPATH_0000738,21.555489,,
mony_asset,gems1_huas_data.sas7bdat,"F43: Health care expenses. Multifilter: Where did the money forhealth care expenses come from? Selling assets. Only complete part F if the answer to E29 is \yes\"". Mark all that apply""",http://purl.obolibrary.org/obo/EUPATH_0010006,Previously sought care expenses,Observation,http://purl.obolibrary.org/obo/EUPATH_0000738,19.39492,,
mony_asset,gems1_huas_data.sas7bdat,"F43: Health care expenses. Multifilter: Where did the money forhealth care expenses come from? Selling assets. Only complete part F if the answer to E29 is \yes\"". Mark all that apply""",http://purl.obolibrary.org/obo/EUPATH_0015103,Selling assets,Money source for expenses before visit,http://purl.obolibrary.org/obo/EUPATH_0010379,16.850002,,
mony_asset,gems1_huas_data.sas7bdat,"F43: Health care expenses. Multifilter: Where did the money forhealth care expenses come from? Selling assets. Only complete part F if the answer to E29 is \yes\"". Mark all that apply""",http://purl.obolibrary.org/obo/EUPATH_0015111,Selling assets,Money source for hospitalization or clinical visit expenses,http://purl.obolibrary.org/obo/EUPATH_0010011,16.850002,,
mony_asset,gems1_huas_data.sas7bdat,"F43: Health care expenses. Multifilter: Where did the money forhealth care expenses come from? Selling assets. Only complete part F if the answer to E29 is \yes\"". Mark all that apply""",http://purl.obolibrary.org/obo/EUPATH_0010260,Previously sought care other expenses (amount),Previously sought care expenses,http://purl.obolibrary.org/obo/EUPATH_0010006,16.156164,,
mony_asset,gems1_huas_data.sas7bdat,"F43: Health care expenses. Multifilter: Where did the money forhealth care expenses come from? Selling assets. Only complete part F if the answer to E29 is \yes\"". Mark all that apply""",http://purl.obolibrary.org/obo/EUPATH_0010273,Lost earnings due to care,"Caretaker income lost, enrollment",http://purl.obolibrary.org/obo/EUPATH_0010010,13.455233,,
mony_asset,gems1_huas_data.sas7bdat,"F43: Health care expenses. Multifilter: Where did the money forhealth care expenses come from? Selling assets. Only complete part F if the answer to E29 is \yes\"". Mark all that apply""",http://purl.obolibrary.org/obo/EUPATH_0010050,All forms complete,Administrative information,http://purl.obolibrary.org/obo/EUPATH_0010035,12.735313,,
mony_asset,gems1_huas_data.sas7bdat,"F43: Health care expenses. Multifilter: Where did the money forhealth care expenses come from? Selling assets. Only complete part F if the answer to E29 is \yes\"". Mark all that apply""",http://purl.obolibrary.org/obo/EUPATH_0010274,Amount earnings lost due to care,"Caretaker income lost, enrollment",http://purl.obolibrary.org/obo/EUPATH_0010010,12.331787,,
mony_asset,gems1_huas_data.sas7bdat,"F43: Health care expenses. Multifilter: Where did the money forhealth care expenses come from? Selling assets. Only complete part F if the answer to E29 is \yes\"". Mark all that apply""",http://purl.obolibrary.org/obo/EUPATH_0010379,Money source for expenses before visit,Previously sought care expenses,http://purl.obolibrary.org/obo/EUPATH_0010006,12.330368,,
mony_asset,gems1_huas_data.sas7bdat,"F43: Health care expenses. Multifilter: Where did the money forhealth care expenses come from? Selling assets. Only complete part F if the answer to E29 is \yes\"". Mark all that apply""",http://purl.obolibrary.org/obo/EUPATH_0010013,Previous diarrheal care,Immediate clinical history,http://purl.obolibrary.org/obo/EUPATH_0021098,12.118103,,
mony_borrow,gems1_huas_data.sas7bdat,"F43: Health care expenses. Multifilter: Where did the money forhealth care expenses come from? Borrowing. Only complete part F if the answer to E29 is \yes\"". Mark all that apply""",http://purl.obolibrary.org/obo/EUPATH_0010008,Current care expenses,Observation,http://purl.obolibrary.org/obo/EUPATH_0000738,21.555489,,
mony_borrow,gems1_huas_data.sas7bdat,"F43: Health care expenses. Multifilter: Where did the money forhealth care expenses come from? Borrowing. Only complete part F if the answer to E29 is \yes\"". Mark all that apply""",http://purl.obolibrary.org/obo/EUPATH_0010006,Previously sought care expenses,Observation,http://purl.obolibrary.org/obo/EUPATH_0000738,19.39492,,
