Country,Case source is DataSet13,0,K
,,1,Checked
,,,
pnc_q56a___22,56a. What factors contributed to you not using a form of family planning?  Ni sababu zipi zilichangia wewe kututotumia mbinu ya upangaji uzazi?[ (choice=Health provider dissuaded me from using - Mhudumu wa Afya alinishawishi kutotumia),0,Unchecked
,,1,Checked
,,,
pnc_q56a___23,56a. What factors contributed to you not using a form of family planning?  Ni sababu zipi zilichangia wewe kututotumia mbinu ya upangaji uzazi?[ (choice=Couldnt decide on a method - Sikuamua ni mbinu ipi nitatumia),0,Unchecked
,,1,Checked
,,,
pnc_q56a___24,56a. What factors contributed to you not using a form of family planning?  Ni sababu zipi zilichangia wewe kututotumia mbinu ya upangaji uzazi?[ (choice=Other - Nyingine),0,Unchecked
,,1,Checked
,,,
pnc_q57,57. Are you currently using a family planning method to prevent pregnancy  Kwa sasa hivi unatumia mbinu ya upangaji uzazi kuzuia ujauzito?,1,Yes - Ndio
,,2,No - La
,,,
pnc_q57i_a___1,57ia. What method(s) are you currently using  Ni mbinu ipi/zipi unazozitumia?   (choice=LAM/breastfeeding - LAM/Kunyonyesha ),0,Unchecked
,,1,Checked
,,,
pnc_q57i_a___2,57ia. What method(s) are you currently using  Ni mbinu ipi/zipi unazozitumia?   (choice=Calendar/rhythm/cycle beads/natural/Billings method - Kalenda/mrindimo/ushanga/asilia/mbinu ya Billing),0,Unchecked
,,1,Checked
,,,
pnc_q57i_a___3,57ia. What method(s) are you currently using  Ni mbinu ipi/zipi unazozitumia?   (choice=Withdrawal - Kuondoa ),0,Unchecked
,,1,Checked
,,,
pnc_q57i_a___4,57ia. What method(s) are you currently using  Ni mbinu ipi/zipi unazozitumia?   (choice=Condoms - Mpira),0,Unchecked
,,1,Checked
,,,
pnc_q57i_a___5,57ia. What method(s) are you currently using  Ni mbinu ipi/zipi unazozitumia?   (choice=Oral contraceptives - Dawa za kumeza),0,Unchecked
,,1,Checked
,,,
pnc_q57i_a___6,57ia. What method(s) are you currently using  Ni mbinu ipi/zipi unazozitumia?   (choice=Injectables - Sindano),0,Unchecked
,,1,Checked
,,,
pnc_q57i_a___7,57ia. What method(s) are you currently using  Ni mbinu ipi/zipi unazozitumia?   (choice=Implants - Kipandikizi),0,Unchecked
,,1,Checked
,,,
pnc_q57i_a___8,57ia. What method(s) are you currently using  Ni mbinu ipi/zipi unazozitumia?   (choice=IUD),0,Unchecked
,,1,Checked
,,,
pnc_q57i_a___9,57ia. What method(s) are you currently using  Ni mbinu ipi/zipi unazozitumia?   (choice=Emergency pill - Tembe ya dharura ),0,Unchecked
,,1,Checked
,,,
pnc_q57i_a___10,57ia. What method(s) are you currently using  Ni mbinu ipi/zipi unazozitumia?   (choice=Sterilisation - Kufisha vidudu ),0,Unchecked
,,1,Checked
,,,
pnc_q57i_a___11,57ia. What method(s) are you currently using  Ni mbinu ipi/zipi unazozitumia?   (choice=Other - Nyingine),0,Unchecked
,,1,Checked
,,,
pnc_q57i_b,57ib. Does your husband/partner know that you are currently using a method of family planning  Mumeo/mwenzaako anafahamu kuwa sasa hivi unatumia mbinu ya upangaji uzazi?,1,Yes - Ndio
,,2,No - La
,,,
pnc_q57i_bi,57ib_a. Did you discuss together with your husband/partner before you started with this method Ulijadili pamoja na mme/mwenza wako kabla ya kuanza kutumia mbinu hii,1,Yes  we discussed family planning generally - Ndio  tulijadili upangaji uzazi kwa jumla
,,2,Yes  we discussed the specific family planning method - Ndio  tulijadili mbinu hii mahususi
,,3,No  we did not discuss beforehand - La  hatukujadili kabla
,,,
pnc_q58_lam,58. When did you begin using your current/most recent method - LAM/Breastfeeding   Ulianza lini kutumia mbinu hii yako ya hivi sasa/ya hivi karibuni - LAM/Kunyonyesha?,{REDACTED},
,,,
pnc_q58_lam_months,Number of months after birth of baby,,
,,,
pnc_q62_lam___1,62. What factors contributed to your current/most recent method choice - LAM/Breastfeeding   Ni sababu zipi zilichangia chaguo lako la mbinu ya sasa/ya hivi karibuni - LAM/Kunyonyesha?  (choice=Convenience of obtaining method - Urahisi wa kupata mbinu ya k,0,Unchecked
,,1,Checked
,,,
pnc_q62_lam___2,62. What factors contributed to your current/most recent method choice - LAM/Breastfeeding   Ni sababu zipi zilichangia chaguo lako la mbinu ya sasa/ya hivi karibuni - LAM/Kunyonyesha?  (choice=Easy/convenient to use - Rahisi/ Matumizi ya kufana),0,Unchecked
,,1,Checked
,,,
pnc_q62_lam___3,62. What factors contributed to your current/most recent method choice - LAM/Breastfeeding   Ni sababu zipi zilichangia chaguo lako la mbinu ya sasa/ya hivi karibuni - LAM/Kunyonyesha?  (choice=Availability - Upatikanaji),0,Unchecked
,,1,Checked
,,,
pnc_q62_lam___4,62. What factors contributed to your current/most recent method choice - LAM/Breastfeeding   Ni sababu zipi zilichangia chaguo lako la mbinu ya sasa/ya hivi karibuni - LAM/Kunyonyesha?  (choice=Cost is not too much/free - Sio ghali mno/ni bure),0,Unchecked
,,1,Checked
,,,
pnc_q62_lam___5,62. What factors contributed to your current/most recent method choice - LAM/Breastfeeding   Ni sababu zipi zilichangia chaguo lako la mbinu ya sasa/ya hivi karibuni - LAM/Kunyonyesha?  (choice=Preferred method selected during pregnancy - Mbinu pendwa nili,0,Unchecked
,,1,Checked
,,,
pnc_q62_lam___6,62. What factors contributed to your current/most recent method choice - LAM/Breastfeeding   Ni sababu zipi zilichangia chaguo lako la mbinu ya sasa/ya hivi karibuni - LAM/Kunyonyesha?  (choice=Considered the most effective method - Inajulikana kama mbinu,0,Unchecked
,,1,Checked
,,,
pnc_q62_lam___7,62. What factors contributed to your current/most recent method choice - LAM/Breastfeeding   Ni sababu zipi zilichangia chaguo lako la mbinu ya sasa/ya hivi karibuni - LAM/Kunyonyesha?  (choice=Unlikely to be bothered by side effects - Uwezekano mdogo wa k,0,Unchecked
,,1,Checked
,,,
pnc_q62_lam___8,62. What factors contributed to your current/most recent method choice - LAM/Breastfeeding   Ni sababu zipi zilichangia chaguo lako la mbinu ya sasa/ya hivi karibuni - LAM/Kunyonyesha?  (choice=Felt method was safe/few health concerns - Nilihisi mbinu ilik,0,Unchecked
,,1,Checked
,,,
pnc_q62_lam___9,62. What factors contributed to your current/most recent method choice - LAM/Breastfeeding   Ni sababu zipi zilichangia chaguo lako la mbinu ya sasa/ya hivi karibuni - LAM/Kunyonyesha?  (choice=Health provider influenced choice - Mhudumu wa Afya alichangia,0,Unchecked
,,1,Checked
,,,
pnc_q62_lam___10,62. What factors contributed to your current/most recent method choice - LAM/Breastfeeding   Ni sababu zipi zilichangia chaguo lako la mbinu ya sasa/ya hivi karibuni - LAM/Kunyonyesha?  (choice=Friends/family influenced choice - Marafiki/familia walichangi,0,Unchecked
,,1,Checked
,,,
pnc_q62_lam___11,62. What factors contributed to your current/most recent method choice - LAM/Breastfeeding   Ni sababu zipi zilichangia chaguo lako la mbinu ya sasa/ya hivi karibuni - LAM/Kunyonyesha?  (choice=Husband influenced choice - Mume alichangia uchukuaji wa mbinu,0,Unchecked
,,1,Checked
,,,
pnc_q62_lam___12,62. What factors contributed to your current/most recent method choice - LAM/Breastfeeding   Ni sababu zipi zilichangia chaguo lako la mbinu ya sasa/ya hivi karibuni - LAM/Kunyonyesha?  (choice=Women in my ANC/PNC group influenced my choice - Wanawake kati,0,Unchecked
,,1,Checked
,,,
pnc_q62_lam___13,62. What factors contributed to your current/most recent method choice - LAM/Breastfeeding   Ni sababu zipi zilichangia chaguo lako la mbinu ya sasa/ya hivi karibuni - LAM/Kunyonyesha?  (choice=Other - Nyingine),0,Unchecked
,,1,Checked
,,,
pnc_q58_cal,58. When did you begin using your current/most recent method - Calendar/Rhythm/Cycle BeadsUlianza lini kutumia mbinu hii yako ya hivi sasa/ya hivi karibuni - Kalenda/mrindimo/ushanga/asilia/mbinu ya Billing?,{REDACTED},
,,,
pnc_q58_cal_months,Number of months after birth of baby,,
,,,
pnc_q62_cal___1,62. What factors contributed to your current/most recent method choice - Calendar/Rhythm/Cycle BeadsNi sababu zipi zilichangia chaguo lako la mbinu ya sasa/ya hivi karibuni - Kalenda/mrindimo/ushanga/asilia/mbinu ya Billing?  (choice=Convenience of obtaini,0,Unchecked
,,1,Checked
,,,
pnc_q62_cal___2,62. What factors contributed to your current/most recent method choice - Calendar/Rhythm/Cycle BeadsNi sababu zipi zilichangia chaguo lako la mbinu ya sasa/ya hivi karibuni - Kalenda/mrindimo/ushanga/asilia/mbinu ya Billing?  (choice=Easy/convenient to use,0,Unchecked
,,1,Checked
,,,
pnc_q62_cal___3,62. What factors contributed to your current/most recent method choice - Calendar/Rhythm/Cycle BeadsNi sababu zipi zilichangia chaguo lako la mbinu ya sasa/ya hivi karibuni - Kalenda/mrindimo/ushanga/asilia/mbinu ya Billing?  (choice=Availability - Upatika,0,Unchecked
,,1,Checked
,,,
pnc_q62_cal___4,62. What factors contributed to your current/most recent method choice - Calendar/Rhythm/Cycle BeadsNi sababu zipi zilichangia chaguo lako la mbinu ya sasa/ya hivi karibuni - Kalenda/mrindimo/ushanga/asilia/mbinu ya Billing?  (choice=Cost is not too much/f,0,Unchecked
,,1,Checked
,,,
pnc_q62_cal___5,62. What factors contributed to your current/most recent method choice - Calendar/Rhythm/Cycle BeadsNi sababu zipi zilichangia chaguo lako la mbinu ya sasa/ya hivi karibuni - Kalenda/mrindimo/ushanga/asilia/mbinu ya Billing?  (choice=Preferred method selec,0,Unchecked
,,1,Checked
,,,
pnc_q62_cal___6,62. What factors contributed to your current/most recent method choice - Calendar/Rhythm/Cycle BeadsNi sababu zipi zilichangia chaguo lako la mbinu ya sasa/ya hivi karibuni - Kalenda/mrindimo/ushanga/asilia/mbinu ya Billing?  (choice=Considered the most ef,0,Unchecked
,,1,Checked
,,,
pnc_q62_cal___7,62. What factors contributed to your current/most recent method choice - Calendar/Rhythm/Cycle BeadsNi sababu zipi zilichangia chaguo lako la mbinu ya sasa/ya hivi karibuni - Kalenda/mrindimo/ushanga/asilia/mbinu ya Billing?  (choice=Unlikely to be bothere,0,Unchecked
,,1,Checked
,,,
pnc_q62_cal___8,62. What factors contributed to your current/most recent method choice - Calendar/Rhythm/Cycle BeadsNi sababu zipi zilichangia chaguo lako la mbinu ya sasa/ya hivi karibuni - Kalenda/mrindimo/ushanga/asilia/mbinu ya Billing?  (choice=Felt method was safe/f,0,Unchecked
,,1,Checked
,,,
pnc_q62_cal___9,62. What factors contributed to your current/most recent method choice - Calendar/Rhythm/Cycle BeadsNi sababu zipi zilichangia chaguo lako la mbinu ya sasa/ya hivi karibuni - Kalenda/mrindimo/ushanga/asilia/mbinu ya Billing?  (choice=Health provider influe,0,Unchecked
,,1,Checked
,,,
pnc_q62_cal___10,62. What factors contributed to your current/most recent method choice - Calendar/Rhythm/Cycle BeadsNi sababu zipi zilichangia chaguo lako la mbinu ya sasa/ya hivi karibuni - Kalenda/mrindimo/ushanga/asilia/mbinu ya Billing?  (choice=Friends/family influen,0,Unchecked
,,1,Checked
,,,
pnc_q62_cal___11,62. What factors contributed to your current/most recent method choice - Calendar/Rhythm/Cycle BeadsNi sababu zipi zilichangia chaguo lako la mbinu ya sasa/ya hivi karibuni - Kalenda/mrindimo/ushanga/asilia/mbinu ya Billing?  (choice=Husband influenced cho,0,Unchecked
,,1,Checked
,,,
pnc_q62_cal___12,62. What factors contributed to your current/most recent method choice - Calendar/Rhythm/Cycle BeadsNi sababu zipi zilichangia chaguo lako la mbinu ya sasa/ya hivi karibuni - Kalenda/mrindimo/ushanga/asilia/mbinu ya Billing?  (choice=Women in my ANC/PNC gr,0,Unchecked
,,1,Checked
,,,
pnc_q62_cal___13,62. What factors contributed to your current/most recent method choice - Calendar/Rhythm/Cycle BeadsNi sababu zipi zilichangia chaguo lako la mbinu ya sasa/ya hivi karibuni - Kalenda/mrindimo/ushanga/asilia/mbinu ya Billing?  (choice=Other - Nyingine),0,Unchecked
,,1,Checked
,,,
pnc_q58_draw,58. When did you begin using your current/most recent method - WithdrawalUlianza lini kutumia mbinu hii yako ya hivi sasa/ya hivi karibuni - Kuondoa?,{REDACTED},
,,,
pnc_q58_draw_months,Number of months after birth of baby,,
,,,
pnc_q62_draw___1,62. What factors contributed to your current/most recent method choice - WithdrawalNi sababu zipi zilichangia chaguo lako la mbinu ya sasa/ya hivi karibuni - Kuondoa?  (choice=Convenience of obtaining method - Urahisi wa kupata mbinu ya kupanga uzazi),0,Unchecked
,,1,Checked
,,,
pnc_q62_draw___2,62. What factors contributed to your current/most recent method choice - WithdrawalNi sababu zipi zilichangia chaguo lako la mbinu ya sasa/ya hivi karibuni - Kuondoa?  (choice=Easy/convenient to use - Rahisi/ Matumizi ya kufana),0,Unchecked
,,1,Checked
,,,
pnc_q62_draw___3,62. What factors contributed to your current/most recent method choice - WithdrawalNi sababu zipi zilichangia chaguo lako la mbinu ya sasa/ya hivi karibuni - Kuondoa?  (choice=Availability - Upatikanaji),0,Unchecked
,,1,Checked
,,,
pnc_q62_draw___4,62. What factors contributed to your current/most recent method choice - WithdrawalNi sababu zipi zilichangia chaguo lako la mbinu ya sasa/ya hivi karibuni - Kuondoa?  (choice=Cost is not too much/free - Sio ghali mno/ni bure),0,Unchecked
,,1,Checked
,,,
pnc_q62_draw___5,62. What factors contributed to your current/most recent method choice - WithdrawalNi sababu zipi zilichangia chaguo lako la mbinu ya sasa/ya hivi karibuni - Kuondoa?  (choice=Preferred method selected during pregnancy - Mbinu pendwa niliyoichagua wakati w,0,Unchecked
,,1,Checked
,,,
pnc_q62_draw___6,62. What factors contributed to your current/most recent method choice - WithdrawalNi sababu zipi zilichangia chaguo lako la mbinu ya sasa/ya hivi karibuni - Kuondoa?  (choice=Considered the most effective method - Inajulikana kama mbinu iliyo na ufanisi),0,Unchecked
,,1,Checked
,,,
pnc_q62_draw___7,62. What factors contributed to your current/most recent method choice - WithdrawalNi sababu zipi zilichangia chaguo lako la mbinu ya sasa/ya hivi karibuni - Kuondoa?  (choice=Unlikely to be bothered by side effects - Uwezekano mdogo wa kupata madhara kuto,0,Unchecked
,,1,Checked
,,,
pnc_q62_draw___8,62. What factors contributed to your current/most recent method choice - WithdrawalNi sababu zipi zilichangia chaguo lako la mbinu ya sasa/ya hivi karibuni - Kuondoa?  (choice=Felt method was safe/few health concerns - Nilihisi mbinu ilikuwa salama/haina m,0,Unchecked
,,1,Checked
,,,
pnc_q62_draw___9,62. What factors contributed to your current/most recent method choice - WithdrawalNi sababu zipi zilichangia chaguo lako la mbinu ya sasa/ya hivi karibuni - Kuondoa?  (choice=Health provider influenced choice - Mhudumu wa Afya alichangia uchukuaji wa mbin,0,Unchecked
,,1,Checked
,,,
pnc_q62_draw___10,62. What factors contributed to your current/most recent method choice - WithdrawalNi sababu zipi zilichangia chaguo lako la mbinu ya sasa/ya hivi karibuni - Kuondoa?  (choice=Friends/family influenced choice - Marafiki/familia walichangia uchukuaji wa mbi,0,Unchecked
,,1,Checked
,,,
pnc_q62_draw___11,62. What factors contributed to your current/most recent method choice - WithdrawalNi sababu zipi zilichangia chaguo lako la mbinu ya sasa/ya hivi karibuni - Kuondoa?  (choice=Husband influenced choice - Mume alichangia uchukuaji wa mbinu),0,Unchecked
,,1,Checked
,,,
pnc_q62_draw___12,62. What factors contributed to your current/most recent method choice - WithdrawalNi sababu zipi zilichangia chaguo lako la mbinu ya sasa/ya hivi karibuni - Kuondoa?  (choice=Women in my ANC/PNC group influenced my choice - Wanawake katika kikundi changu,0,Unchecked
,,1,Checked
,,,
pnc_q62_draw___13,62. What factors contributed to your current/most recent method choice - WithdrawalNi sababu zipi zilichangia chaguo lako la mbinu ya sasa/ya hivi karibuni - Kuondoa?  (choice=Other - Nyingine),0,Unchecked
,,1,Checked
,,,
pnc_q58_cd,58. When did you begin using your current/most recent method - Condoms Ulianza lini kutumia mbinu hii yako ya hivi sasa/ya hivi karibuni - Mpira?,{REDACTED},
,,,
pnc_q58_cd_months,Number of months after birth of baby,,
,,,
pnc_q61_cd,61. From where did you obtain your current/most recent method - Condoms Ni wapi ulipata mbinu yako ya hivi karibuni/ya sasa hivi - Mpira?,1,Public sector health centre  doctor  or clinic - Kituo cha sekta ya umma  daktari au Kliniki.
,,2,Private or faith based sector health centre  doctor  or clinic - Sekta ya kibinafsi au vituo vya Imani  daktari au klini
,,3,Pharmacy - Duka la Dawa
,,4,PMS/Chemist - PMS/Kemia
,,5,Community health worker - Mhudumu wa Afya wa juimuiya
,,6,Other - Nyingine
,,,
pnc_q62_cd___1,62. What factors contributed to your current/most recent method choice - Condoms Ni sababu zipi zilichangia chaguo lako la mbinu ya sasa/ya hivi karibuni - Mpira?  (choice=Convenience of obtaining method - Urahisi wa kupata mbinu ya kupanga uzazi),0,Unchecked
,,1,Checked
,,,
pnc_q62_cd___2,62. What factors contributed to your current/most recent method choice - Condoms Ni sababu zipi zilichangia chaguo lako la mbinu ya sasa/ya hivi karibuni - Mpira?  (choice=Easy/convenient to use - Rahisi/ Matumizi ya kufana),0,Unchecked
,,1,Checked
,,,
pnc_q62_cd___3,62. What factors contributed to your current/most recent method choice - Condoms Ni sababu zipi zilichangia chaguo lako la mbinu ya sasa/ya hivi karibuni - Mpira?  (choice=Availability - Upatikanaji),0,Unchecked
,,1,Checked
,,,
pnc_q62_cd___4,62. What factors contributed to your current/most recent method choice - Condoms Ni sababu zipi zilichangia chaguo lako la mbinu ya sasa/ya hivi karibuni - Mpira?  (choice=Cost is not too much/free - Sio ghali mno/ni bure),0,Unchecked
,,1,Checked
,,,
pnc_q62_cd___5,62. What factors contributed to your current/most recent method choice - Condoms Ni sababu zipi zilichangia chaguo lako la mbinu ya sasa/ya hivi karibuni - Mpira?  (choice=Preferred method selected during pregnancy - Mbinu pendwa niliyoichagua wakati wa uj,0,Unchecked
,,1,Checked
,,,
pnc_q62_cd___6,62. What factors contributed to your current/most recent method choice - Condoms Ni sababu zipi zilichangia chaguo lako la mbinu ya sasa/ya hivi karibuni - Mpira?  (choice=Considered the most effective method - Inajulikana kama mbinu iliyo na ufanisi),0,Unchecked
,,1,Checked
,,,
pnc_q62_cd___7,62. What factors contributed to your current/most recent method choice - Condoms Ni sababu zipi zilichangia chaguo lako la mbinu ya sasa/ya hivi karibuni - Mpira?  (choice=Unlikely to be bothered by side effects - Uwezekano mdogo wa kupata madhara kutokana,0,Unchecked
,,1,Checked
,,,
pnc_q62_cd___8,62. What factors contributed to your current/most recent method choice - Condoms Ni sababu zipi zilichangia chaguo lako la mbinu ya sasa/ya hivi karibuni - Mpira?  (choice=Felt method was safe/few health concerns - Nilihisi mbinu ilikuwa salama/haina madha,0,Unchecked
,,1,Checked
,,,
pnc_q62_cd___9,62. What factors contributed to your current/most recent method choice - Condoms Ni sababu zipi zilichangia chaguo lako la mbinu ya sasa/ya hivi karibuni - Mpira?  (choice=Health provider influenced choice - Mhudumu wa Afya alichangia uchukuaji wa mbinu),0,Unchecked
,,1,Checked
,,,
pnc_q62_cd___10,62. What factors contributed to your current/most recent method choice - Condoms Ni sababu zipi zilichangia chaguo lako la mbinu ya sasa/ya hivi karibuni - Mpira?  (choice=Friends/family influenced choice - Marafiki/familia walichangia uchukuaji wa mbinu ),0,Unchecked
,,1,Checked
,,,
pnc_q62_cd___11,62. What factors contributed to your current/most recent method choice - Condoms Ni sababu zipi zilichangia chaguo lako la mbinu ya sasa/ya hivi karibuni - Mpira?  (choice=Husband influenced choice - Mume alichangia uchukuaji wa mbinu),0,Unchecked
,,1,Checked
,,,
pnc_q62_cd___12,62. What factors contributed to your current/most recent method choice - Condoms Ni sababu zipi zilichangia chaguo lako la mbinu ya sasa/ya hivi karibuni - Mpira?  (choice=Women in my ANC/PNC group influenced my choice - Wanawake katika kikundi changu  cha,0,Unchecked
,,1,Checked
,,,
pnc_q62_cd___13,62. What factors contributed to your current/most recent method choice - Condoms Ni sababu zipi zilichangia chaguo lako la mbinu ya sasa/ya hivi karibuni - Mpira?  (choice=Other - Nyingine),0,Unchecked
,,1,Checked
,,,
pnc_q58_oral,58. When did you begin using your current/most recent method - Oral Contraceptives Ulianza lini kutumia mbinu hii yako ya hivi sasa/ya hivi karibuni - Dawa za kumeza?,{REDACTED},
,,,
pnc_q58_oral_months,Number of months after birth of baby,,
,,,
pnc_q61_oral,61. From where did you obtain your current/most recent method - Oral Contraceptives Ni wapi ulipata mbinu yako ya hivi karibuni/ya sasa hivi - Dawa za kumeza?,1,Public sector health centre  doctor  or clinic - Kituo cha sekta ya umma  daktari au Kliniki.
,,2,Private or faith based sector health centre  doctor  or clinic - Sekta ya kibinafsi au vituo vya Imani  daktari au klini
,,3,Pharmacy - Duka la Dawa
,,4,PMS/Chemist - PMS/Kemia
,,5,Community health worker - Mhudumu wa Afya wa juimuiya
,,6,Other - Nyingine
,,,
pnc_q62_oral___1,62. What factors contributed to your current/most recent method choice - Oral Contraceptives Ni sababu zipi zilichangia chaguo lako la mbinu ya sasa/ya hivi karibuni - Dawa za kumeza?  (choice=Convenience of obtaining method - Urahisi wa kupata mbinu ya ku,0,Unchecked
,,1,Checked
,,,
pnc_q62_oral___2,62. What factors contributed to your current/most recent method choice - Oral Contraceptives Ni sababu zipi zilichangia chaguo lako la mbinu ya sasa/ya hivi karibuni - Dawa za kumeza?  (choice=Easy/convenient to use - Rahisi/ Matumizi ya kufana),0,Unchecked
,,1,Checked
,,,
pnc_q62_oral___3,62. What factors contributed to your current/most recent method choice - Oral Contraceptives Ni sababu zipi zilichangia chaguo lako la mbinu ya sasa/ya hivi karibuni - Dawa za kumeza?  (choice=Availability - Upatikanaji),0,Unchecked
,,1,Checked
,,,
pnc_q62_oral___4,62. What factors contributed to your current/most recent method choice - Oral Contraceptives Ni sababu zipi zilichangia chaguo lako la mbinu ya sasa/ya hivi karibuni - Dawa za kumeza?  (choice=Cost is not too much/free - Sio ghali mno/ni bure),0,Unchecked
,,1,Checked
,,,
pnc_q62_oral___5,62. What factors contributed to your current/most recent method choice - Oral Contraceptives Ni sababu zipi zilichangia chaguo lako la mbinu ya sasa/ya hivi karibuni - Dawa za kumeza?  (choice=Preferred method selected during pregnancy - Mbinu pendwa niliy,0,Unchecked
,,1,Checked
,,,
pnc_q62_oral___6,62. What factors contributed to your current/most recent method choice - Oral Contraceptives Ni sababu zipi zilichangia chaguo lako la mbinu ya sasa/ya hivi karibuni - Dawa za kumeza?  (choice=Considered the most effective method - Inajulikana kama mbinu i,0,Unchecked
,,1,Checked
,,,
pnc_q62_oral___7,62. What factors contributed to your current/most recent method choice - Oral Contraceptives Ni sababu zipi zilichangia chaguo lako la mbinu ya sasa/ya hivi karibuni - Dawa za kumeza?  (choice=Unlikely to be bothered by side effects - Uwezekano mdogo wa ku,0,Unchecked
,,1,Checked
,,,
pnc_q62_oral___8,62. What factors contributed to your current/most recent method choice - Oral Contraceptives Ni sababu zipi zilichangia chaguo lako la mbinu ya sasa/ya hivi karibuni - Dawa za kumeza?  (choice=Felt method was safe/few health concerns - Nilihisi mbinu iliku,0,Unchecked
,,1,Checked
,,,
pnc_q62_oral___9,62. What factors contributed to your current/most recent method choice - Oral Contraceptives Ni sababu zipi zilichangia chaguo lako la mbinu ya sasa/ya hivi karibuni - Dawa za kumeza?  (choice=Health provider influenced choice - Mhudumu wa Afya alichangia,0,Unchecked
,,1,Checked
,,,
pnc_q62_oral___10,62. What factors contributed to your current/most recent method choice - Oral Contraceptives Ni sababu zipi zilichangia chaguo lako la mbinu ya sasa/ya hivi karibuni - Dawa za kumeza?  (choice=Friends/family influenced choice - Marafiki/familia walichangia,0,Unchecked
,,1,Checked
,,,
pnc_q62_oral___11,62. What factors contributed to your current/most recent method choice - Oral Contraceptives Ni sababu zipi zilichangia chaguo lako la mbinu ya sasa/ya hivi karibuni - Dawa za kumeza?  (choice=Husband influenced choice - Mume alichangia uchukuaji wa mbinu),0,Unchecked
,,1,Checked
,,,
pnc_q62_oral___12,62. What factors contributed to your current/most recent method choice - Oral Contraceptives Ni sababu zipi zilichangia chaguo lako la mbinu ya sasa/ya hivi karibuni - Dawa za kumeza?  (choice=Women in my ANC/PNC group influenced my choice - Wanawake katik,0,Unchecked
,,1,Checked
,,,
pnc_q62_oral___13,62. What factors contributed to your current/most recent method choice - Oral Contraceptives Ni sababu zipi zilichangia chaguo lako la mbinu ya sasa/ya hivi karibuni - Dawa za kumeza?  (choice=Other - Nyingine),0,Unchecked
,,1,Checked
,,,
pnc_q58_inj,58. When did you begin using your current/most recent method - InjectablesUlianza lini kutumia mbinu hii yako ya hivi sasa/ya hivi karibuni - Sindano?,{REDACTED},
,,,
pnc_q58_inj_months,Number of months after birth of baby,,
,,,
pnc_q61_inj,61. From where did you obtain your current/most recent method - InjectablesNi wapi ulipata mbinu yako ya hivi karibuni/ya sasa hivi - Sindano?,1,Public sector health centre  doctor  or clinic - Kituo cha sekta ya umma  daktari au Kliniki.
,,2,Private or faith based sector health centre  doctor  or clinic - Sekta ya kibinafsi au vituo vya Imani  daktari au klini
,,3,Pharmacy - Duka la Dawa
,,4,PMS/Chemist - PMS/Kemia
,,5,Community health worker - Mhudumu wa Afya wa juimuiya
,,6,Other - Nyingine
,,,
pnc_q62_inj___1,62. What factors contributed to your current/most recent method choice - InjectablesNi sababu zipi zilichangia chaguo lako la mbinu ya sasa/ya hivi karibuni - Sindano?  (choice=Convenience of obtaining method - Urahisi wa kupata mbinu ya kupanga uzazi),0,Unchecked
,,1,Checked
,,,
pnc_q62_inj___2,62. What factors contributed to your current/most recent method choice - InjectablesNi sababu zipi zilichangia chaguo lako la mbinu ya sasa/ya hivi karibuni - Sindano?  (choice=Easy/convenient to use - Rahisi/ Matumizi ya kufana),0,Unchecked
,,1,Checked
,,,
pnc_q62_inj___3,62. What factors contributed to your current/most recent method choice - InjectablesNi sababu zipi zilichangia chaguo lako la mbinu ya sasa/ya hivi karibuni - Sindano?  (choice=Availability - Upatikanaji),0,Unchecked
,,1,Checked
,,,
pnc_q62_inj___4,62. What factors contributed to your current/most recent method choice - InjectablesNi sababu zipi zilichangia chaguo lako la mbinu ya sasa/ya hivi karibuni - Sindano?  (choice=Cost is not too much/free - Sio ghali mno/ni bure),0,Unchecked
,,1,Checked
,,,
pnc_q62_inj___5,62. What factors contributed to your current/most recent method choice - InjectablesNi sababu zipi zilichangia chaguo lako la mbinu ya sasa/ya hivi karibuni - Sindano?  (choice=Preferred method selected during pregnancy - Mbinu pendwa niliyoichagua wakati,0,Unchecked
,,1,Checked
,,,
pnc_q62_inj___6,62. What factors contributed to your current/most recent method choice - InjectablesNi sababu zipi zilichangia chaguo lako la mbinu ya sasa/ya hivi karibuni - Sindano?  (choice=Considered the most effective method - Inajulikana kama mbinu iliyo na ufanisi),0,Unchecked
,,1,Checked
,,,
pnc_q62_inj___7,62. What factors contributed to your current/most recent method choice - InjectablesNi sababu zipi zilichangia chaguo lako la mbinu ya sasa/ya hivi karibuni - Sindano?  (choice=Unlikely to be bothered by side effects - Uwezekano mdogo wa kupata madhara kut,0,Unchecked
,,1,Checked
,,,
pnc_q62_inj___8,62. What factors contributed to your current/most recent method choice - InjectablesNi sababu zipi zilichangia chaguo lako la mbinu ya sasa/ya hivi karibuni - Sindano?  (choice=Felt method was safe/few health concerns - Nilihisi mbinu ilikuwa salama/haina,0,Unchecked
,,1,Checked
,,,
pnc_q62_inj___9,62. What factors contributed to your current/most recent method choice - InjectablesNi sababu zipi zilichangia chaguo lako la mbinu ya sasa/ya hivi karibuni - Sindano?  (choice=Health provider influenced choice - Mhudumu wa Afya alichangia uchukuaji wa mbi,0,Unchecked
,,1,Checked
,,,
pnc_q62_inj___10,62. What factors contributed to your current/most recent method choice - InjectablesNi sababu zipi zilichangia chaguo lako la mbinu ya sasa/ya hivi karibuni - Sindano?  (choice=Friends/family influenced choice - Marafiki/familia walichangia uchukuaji wa mb,0,Unchecked
