"variable","dataFile","codebookDescription","suggested_IRI","suggested_label","parent_in_ontology","parent_IRI","score"
"f7_med_other2","vida_enrl.csv","Other 2 medicine","http://purl.obolibrary.org/obo/EUPATH_0015206","Other medicine","Control participant medication at enrollment","http://purl.obolibrary.org/obo/EUPATH_0010389","15.123743"
"f7_med_other2","vida_enrl.csv","Other 2 medicine","http://purl.obolibrary.org/obo/EUPATH_0015158","Other medicine","Diarrhea treatment given in health center","http://purl.obolibrary.org/obo/EUPATH_0010390","11.993932"
"f7_med_other2","vida_enrl.csv","Other 2 medicine","http://purl.obolibrary.org/obo/EUPATH_0015180","Other medicine","Diarrhea treatment by prescription at home","http://purl.obolibrary.org/obo/EUPATH_0010391","11.993932"
"f7_med_other2","vida_enrl.csv","Other 2 medicine","http://purl.obolibrary.org/obo/EUPATH_0015195","Other macrolides","Control participant medication at enrollment","http://purl.obolibrary.org/obo/EUPATH_0010389","7.3393745"
"f7_med_other2","vida_enrl.csv","Other 2 medicine","http://purl.obolibrary.org/obo/EUPATH_0015202","Other antibiotic","Control participant medication at enrollment","http://purl.obolibrary.org/obo/EUPATH_0010389","7.3393745"
"f7_med_other2","vida_enrl.csv","Other 2 medicine","http://purl.obolibrary.org/obo/EUPATH_0015023","Other","Cooking fuel","http://purl.obolibrary.org/obo/EUPATH_0000023","7.238346"
"f7_med_other2","vida_enrl.csv","Other 2 medicine","http://purl.obolibrary.org/obo/EUPATH_0015031","Other","Animals on property","http://purl.obolibrary.org/obo/EUPATH_0000343","7.238346"
"f7_med_other2","vida_enrl.csv","Other 2 medicine","http://purl.obolibrary.org/obo/EUPATH_0015049","Other water source","Drinking water source","http://purl.obolibrary.org/obo/ENVO_00003064","6.0995197"
"f7_med_other2","vida_enrl.csv","Other 2 medicine","http://purl.obolibrary.org/obo/EUPATH_0024097","Herbal or traditional medicine","Antimalarial medications in past month","http://purl.obolibrary.org/obo/EUPATH_0024104","5.988675"
"f7_med_other2","vida_enrl.csv","Other 2 medicine","http://purl.obolibrary.org/obo/EUPATH_0015058","Washes hands other times","When washes hands","http://purl.obolibrary.org/obo/EUPATH_0010381","5.699894"
"f7_med_other2v","vida_enrl.csv","Verified other 2 medicine","http://purl.obolibrary.org/obo/EUPATH_0015206","Other medicine","Control participant medication at enrollment","http://purl.obolibrary.org/obo/EUPATH_0010389","15.123743"
"f7_med_other2v","vida_enrl.csv","Verified other 2 medicine","http://purl.obolibrary.org/obo/EUPATH_0015158","Other medicine","Diarrhea treatment given in health center","http://purl.obolibrary.org/obo/EUPATH_0010390","11.993932"
"f7_med_other2v","vida_enrl.csv","Verified other 2 medicine","http://purl.obolibrary.org/obo/EUPATH_0015180","Other medicine","Diarrhea treatment by prescription at home","http://purl.obolibrary.org/obo/EUPATH_0010391","11.993932"
"f7_med_other2v","vida_enrl.csv","Verified other 2 medicine","http://purl.obolibrary.org/obo/EUPATH_0015195","Other macrolides","Control participant medication at enrollment","http://purl.obolibrary.org/obo/EUPATH_0010389","7.3393745"
"f7_med_other2v","vida_enrl.csv","Verified other 2 medicine","http://purl.obolibrary.org/obo/EUPATH_0015202","Other antibiotic","Control participant medication at enrollment","http://purl.obolibrary.org/obo/EUPATH_0010389","7.3393745"
"f7_med_other2v","vida_enrl.csv","Verified other 2 medicine","http://purl.obolibrary.org/obo/EUPATH_0015023","Other","Cooking fuel","http://purl.obolibrary.org/obo/EUPATH_0000023","7.238346"
"f7_med_other2v","vida_enrl.csv","Verified other 2 medicine","http://purl.obolibrary.org/obo/EUPATH_0015031","Other","Animals on property","http://purl.obolibrary.org/obo/EUPATH_0000343","7.238346"
"f7_med_other2v","vida_enrl.csv","Verified other 2 medicine","http://purl.obolibrary.org/obo/EUPATH_0015049","Other water source","Drinking water source","http://purl.obolibrary.org/obo/ENVO_00003064","6.0995197"
"f7_med_other2v","vida_enrl.csv","Verified other 2 medicine","http://purl.obolibrary.org/obo/EUPATH_0024097","Herbal or traditional medicine","Antimalarial medications in past month","http://purl.obolibrary.org/obo/EUPATH_0024104","5.988675"
"f7_med_other2v","vida_enrl.csv","Verified other 2 medicine","http://purl.obolibrary.org/obo/EUPATH_0015058","Washes hands other times","When washes hands","http://purl.obolibrary.org/obo/EUPATH_0010381","5.699894"
"f7_med_amoxy","vida_enrl.csv","Receiving Amoxycillin","http://purl.obolibrary.org/obo/EUPATH_0015197","Amoxycillin","Control participant medication at enrollment","http://purl.obolibrary.org/obo/EUPATH_0010389","12.095062"
"f7_med_amoxy","vida_enrl.csv","Receiving Amoxycillin","http://purl.obolibrary.org/obo/EUPATH_0010153","Currently receiving medication","Treatment","http://purl.obolibrary.org/obo/OGMS_0000090","10.713187"
"f7_med_amoxy","vida_enrl.csv","Receiving Amoxycillin","http://purl.obolibrary.org/obo/EUPATH_0015209","Not currently receiving medication","Control participant medication at enrollment","http://purl.obolibrary.org/obo/EUPATH_0010389","9.928652"
"f7_med_amoxy","vida_enrl.csv","Receiving Amoxycillin","http://purl.obolibrary.org/obo/EUPATH_0015149","Amoxycillin","Diarrhea treatment given in health center","http://purl.obolibrary.org/obo/EUPATH_0010390","9.275111"
"f7_med_amoxy","vida_enrl.csv","Receiving Amoxycillin","http://purl.obolibrary.org/obo/EUPATH_0015171","Amoxycillin","Diarrhea treatment by prescription at home","http://purl.obolibrary.org/obo/EUPATH_0010391","9.275111"
"f7_med_amoxy","vida_enrl.csv","Receiving Amoxycillin","http://purl.obolibrary.org/obo/EUPATH_0015231","Amoxycillin","Antibiotic administered before stool collection","http://purl.obolibrary.org/obo/EUPATH_0010040","9.275111"
"f7_med_amoxy","vida_enrl.csv","Receiving Amoxycillin","http://purl.obolibrary.org/obo/EUPATH_0015184","Blood in stools during last 7 days","Symptoms in the last 7 days","http://purl.obolibrary.org/obo/EUPATH_0010356","3.2002246"
"f7_med_amoxy","vida_enrl.csv","Receiving Amoxycillin","http://purl.obolibrary.org/obo/EUPATH_0015185","Fever during last 7 days","Symptoms in the last 7 days","http://purl.obolibrary.org/obo/EUPATH_0010356","3.2002246"
"f7_med_amoxy","vida_enrl.csv","Receiving Amoxycillin","http://purl.obolibrary.org/obo/EUPATH_0015186","Vomiting 3 or more times per day","Symptoms in the last 7 days","http://purl.obolibrary.org/obo/EUPATH_0010356","3.2002246"
"f7_med_amoxy","vida_enrl.csv","Receiving Amoxycillin","http://purl.obolibrary.org/obo/EUPATH_0015427","Ever breastfed","Breastfeeding summary","http://purl.obolibrary.org/obo/EUPATH_0011690","3.2002246"
"f7_med_amoxyv","vida_enrl.csv","Verified Amoxycillin","http://purl.obolibrary.org/obo/EUPATH_0015197","Amoxycillin","Control participant medication at enrollment","http://purl.obolibrary.org/obo/EUPATH_0010389","12.095062"
"f7_med_amoxyv","vida_enrl.csv","Verified Amoxycillin","http://purl.obolibrary.org/obo/EUPATH_0015149","Amoxycillin","Diarrhea treatment given in health center","http://purl.obolibrary.org/obo/EUPATH_0010390","9.275111"
"f7_med_amoxyv","vida_enrl.csv","Verified Amoxycillin","http://purl.obolibrary.org/obo/EUPATH_0015171","Amoxycillin","Diarrhea treatment by prescription at home","http://purl.obolibrary.org/obo/EUPATH_0010391","9.275111"
"f7_med_amoxyv","vida_enrl.csv","Verified Amoxycillin","http://purl.obolibrary.org/obo/EUPATH_0015231","Amoxycillin","Antibiotic administered before stool collection","http://purl.obolibrary.org/obo/EUPATH_0010040","9.275111"
"f7_med_amoxyv","vida_enrl.csv","Verified Amoxycillin","http://purl.obolibrary.org/obo/EUPATH_0015184","Blood in stools during last 7 days","Symptoms in the last 7 days","http://purl.obolibrary.org/obo/EUPATH_0010356","3.2002246"
"f7_med_amoxyv","vida_enrl.csv","Verified Amoxycillin","http://purl.obolibrary.org/obo/EUPATH_0015185","Fever during last 7 days","Symptoms in the last 7 days","http://purl.obolibrary.org/obo/EUPATH_0010356","3.2002246"
"f7_med_amoxyv","vida_enrl.csv","Verified Amoxycillin","http://purl.obolibrary.org/obo/EUPATH_0015186","Vomiting 3 or more times per day","Symptoms in the last 7 days","http://purl.obolibrary.org/obo/EUPATH_0010356","3.2002246"
"f7_med_amoxyv","vida_enrl.csv","Verified Amoxycillin","http://purl.obolibrary.org/obo/EUPATH_0015427","Ever breastfed","Breastfeeding summary","http://purl.obolibrary.org/obo/EUPATH_0011690","3.2002246"
"f7_med_amoxyv","vida_enrl.csv","Verified Amoxycillin","http://purl.obolibrary.org/obo/EUPATH_0015206","Other medicine","Control participant medication at enrollment","http://purl.obolibrary.org/obo/EUPATH_0010389","3.1298113"
"f7_med_amoxyv","vida_enrl.csv","Verified Amoxycillin","http://purl.obolibrary.org/obo/EUPATH_0010153","Currently receiving medication","Treatment","http://purl.obolibrary.org/obo/OGMS_0000090","2.8199508"
"f7_med_other3","vida_enrl.csv","Other 3 medicine","http://purl.obolibrary.org/obo/EUPATH_0015206","Other medicine","Control participant medication at enrollment","http://purl.obolibrary.org/obo/EUPATH_0010389","15.123743"
"f7_med_other3","vida_enrl.csv","Other 3 medicine","http://purl.obolibrary.org/obo/EUPATH_0015158","Other medicine","Diarrhea treatment given in health center","http://purl.obolibrary.org/obo/EUPATH_0010390","11.993932"
"f7_med_other3","vida_enrl.csv","Other 3 medicine","http://purl.obolibrary.org/obo/EUPATH_0015180","Other medicine","Diarrhea treatment by prescription at home","http://purl.obolibrary.org/obo/EUPATH_0010391","11.993932"
"f7_med_other3","vida_enrl.csv","Other 3 medicine","http://purl.obolibrary.org/obo/EUPATH_0015186","Vomiting 3 or more times per day","Symptoms in the last 7 days","http://purl.obolibrary.org/obo/EUPATH_0010356","7.8133564"
"f7_med_other3","vida_enrl.csv","Other 3 medicine","http://purl.obolibrary.org/obo/EUPATH_0015195","Other macrolides","Control participant medication at enrollment","http://purl.obolibrary.org/obo/EUPATH_0010389","7.3393745"
"f7_med_other3","vida_enrl.csv","Other 3 medicine","http://purl.obolibrary.org/obo/EUPATH_0015202","Other antibiotic","Control participant medication at enrollment","http://purl.obolibrary.org/obo/EUPATH_0010389","7.3393745"
"f7_med_other3","vida_enrl.csv","Other 3 medicine","http://purl.obolibrary.org/obo/EUPATH_0015023","Other","Cooking fuel","http://purl.obolibrary.org/obo/EUPATH_0000023","7.238346"
"f7_med_other3","vida_enrl.csv","Other 3 medicine","http://purl.obolibrary.org/obo/EUPATH_0015031","Other","Animals on property","http://purl.obolibrary.org/obo/EUPATH_0000343","7.238346"
"f7_med_other3","vida_enrl.csv","Other 3 medicine","http://purl.obolibrary.org/obo/EUPATH_0015049","Other water source","Drinking water source","http://purl.obolibrary.org/obo/ENVO_00003064","6.0995197"
"f7_med_other3","vida_enrl.csv","Other 3 medicine","http://purl.obolibrary.org/obo/EUPATH_0024097","Herbal or traditional medicine","Antimalarial medications in past month","http://purl.obolibrary.org/obo/EUPATH_0024104","5.988675"
"f7_med_other3v","vida_enrl.csv","Verified other3 medicine","http://purl.obolibrary.org/obo/EUPATH_0015206","Other medicine","Control participant medication at enrollment","http://purl.obolibrary.org/obo/EUPATH_0010389","10.60432"
"f7_med_other3v","vida_enrl.csv","Verified other3 medicine","http://purl.obolibrary.org/obo/EUPATH_0015158","Other medicine","Diarrhea treatment given in health center","http://purl.obolibrary.org/obo/EUPATH_0010390","7.4745083"
"f7_med_other3v","vida_enrl.csv","Verified other3 medicine","http://purl.obolibrary.org/obo/EUPATH_0015180","Other medicine","Diarrhea treatment by prescription at home","http://purl.obolibrary.org/obo/EUPATH_0010391","7.4745083"
"f7_med_other3v","vida_enrl.csv","Verified other3 medicine","http://purl.obolibrary.org/obo/EUPATH_0024097","Herbal or traditional medicine","Antimalarial medications in past month","http://purl.obolibrary.org/obo/EUPATH_0024104","5.988675"
"f7_med_other3v","vida_enrl.csv","Verified other3 medicine","http://purl.obolibrary.org/obo/EUPATH_0024059","Take medicine to prevent malaria","Malaria prevention knowledge","http://purl.obolibrary.org/obo/EUPATH_0024067","5.4472547"
"f7_med_other3v","vida_enrl.csv","Verified other3 medicine","http://purl.obolibrary.org/obo/EUPATH_0010251","Bought remedy or medicine, medical expenses","Previously sought care expenses","http://purl.obolibrary.org/obo/EUPATH_0010006","4.995614"
"f7_med_other3v","vida_enrl.csv","Verified other3 medicine","http://purl.obolibrary.org/obo/EUPATH_0010252","Bought remedy or medicine, transport expenses","Previously sought care expenses","http://purl.obolibrary.org/obo/EUPATH_0010006","4.995614"
"f7_med_other3v","vida_enrl.csv","Verified other3 medicine","http://purl.obolibrary.org/obo/EUPATH_0015184","Blood in stools during last 7 days","Symptoms in the last 7 days","http://purl.obolibrary.org/obo/EUPATH_0010356","3.2002246"
"f7_med_other3v","vida_enrl.csv","Verified other3 medicine","http://purl.obolibrary.org/obo/EUPATH_0015185","Fever during last 7 days","Symptoms in the last 7 days","http://purl.obolibrary.org/obo/EUPATH_0010356","3.2002246"
"f7_med_other3v","vida_enrl.csv","Verified other3 medicine","http://purl.obolibrary.org/obo/EUPATH_0015186","Vomiting 3 or more times per day","Symptoms in the last 7 days","http://purl.obolibrary.org/obo/EUPATH_0010356","3.2002246"
"f7_med_ceft","vida_enrl.csv","Receiving Ceftriaxone","http://purl.obolibrary.org/obo/EUPATH_0010153","Currently receiving medication","Treatment","http://purl.obolibrary.org/obo/OGMS_0000090","10.713187"
"f7_med_ceft","vida_enrl.csv","Receiving Ceftriaxone","http://purl.obolibrary.org/obo/EUPATH_0015209","Not currently receiving medication","Control participant medication at enrollment","http://purl.obolibrary.org/obo/EUPATH_0010389","9.928652"
"f7_med_ceft","vida_enrl.csv","Receiving Ceftriaxone","http://purl.obolibrary.org/obo/EUPATH_0015184","Blood in stools during last 7 days","Symptoms in the last 7 days","http://purl.obolibrary.org/obo/EUPATH_0010356","3.2002246"
"f7_med_ceft","vida_enrl.csv","Receiving Ceftriaxone","http://purl.obolibrary.org/obo/EUPATH_0015185","Fever during last 7 days","Symptoms in the last 7 days","http://purl.obolibrary.org/obo/EUPATH_0010356","3.2002246"
"f7_med_ceft","vida_enrl.csv","Receiving Ceftriaxone","http://purl.obolibrary.org/obo/EUPATH_0015186","Vomiting 3 or more times per day","Symptoms in the last 7 days","http://purl.obolibrary.org/obo/EUPATH_0010356","3.2002246"
"f7_med_ceft","vida_enrl.csv","Receiving Ceftriaxone","http://purl.obolibrary.org/obo/EUPATH_0015427","Ever breastfed","Breastfeeding summary","http://purl.obolibrary.org/obo/EUPATH_0011690","3.2002246"
"f7_med_ceft","vida_enrl.csv","Receiving Ceftriaxone","http://purl.obolibrary.org/obo/EUPATH_0015206","Other medicine","Control participant medication at enrollment","http://purl.obolibrary.org/obo/EUPATH_0010389","3.1298113"
"f7_med_ceft","vida_enrl.csv","Receiving Ceftriaxone","http://purl.obolibrary.org/obo/EUPATH_0010154","Prescription available for current medication","Treatment","http://purl.obolibrary.org/obo/OGMS_0000090","2.8199508"
"f7_med_ceft","vida_enrl.csv","Receiving Ceftriaxone","http://purl.obolibrary.org/obo/EUPATH_0015187","ORS","Control participant medication at enrollment","http://purl.obolibrary.org/obo/EUPATH_0010389","2.8199508"
"f7_med_ceft","vida_enrl.csv","Receiving Ceftriaxone","http://purl.obolibrary.org/obo/EUPATH_0015188","Intravenous fluids","Control participant medication at enrollment","http://purl.obolibrary.org/obo/EUPATH_0010389","2.8199508"
"f7_med_ceftv","vida_enrl.csv","Verified Ceftriaxone","http://purl.obolibrary.org/obo/EUPATH_0015184","Blood in stools during last 7 days","Symptoms in the last 7 days","http://purl.obolibrary.org/obo/EUPATH_0010356","3.2002246"
"f7_med_ceftv","vida_enrl.csv","Verified Ceftriaxone","http://purl.obolibrary.org/obo/EUPATH_0015185","Fever during last 7 days","Symptoms in the last 7 days","http://purl.obolibrary.org/obo/EUPATH_0010356","3.2002246"
"f7_med_ceftv","vida_enrl.csv","Verified Ceftriaxone","http://purl.obolibrary.org/obo/EUPATH_0015186","Vomiting 3 or more times per day","Symptoms in the last 7 days","http://purl.obolibrary.org/obo/EUPATH_0010356","3.2002246"
"f7_med_ceftv","vida_enrl.csv","Verified Ceftriaxone","http://purl.obolibrary.org/obo/EUPATH_0015427","Ever breastfed","Breastfeeding summary","http://purl.obolibrary.org/obo/EUPATH_0011690","3.2002246"
"f7_med_ceftv","vida_enrl.csv","Verified Ceftriaxone","http://purl.obolibrary.org/obo/EUPATH_0015206","Other medicine","Control participant medication at enrollment","http://purl.obolibrary.org/obo/EUPATH_0010389","3.1298113"
"f7_med_ceftv","vida_enrl.csv","Verified Ceftriaxone","http://purl.obolibrary.org/obo/EUPATH_0010153","Currently receiving medication","Treatment","http://purl.obolibrary.org/obo/OGMS_0000090","2.8199508"
"f7_med_ceftv","vida_enrl.csv","Verified Ceftriaxone","http://purl.obolibrary.org/obo/EUPATH_0010154","Prescription available for current medication","Treatment","http://purl.obolibrary.org/obo/OGMS_0000090","2.8199508"
"f7_med_ceftv","vida_enrl.csv","Verified Ceftriaxone","http://purl.obolibrary.org/obo/EUPATH_0015187","ORS","Control participant medication at enrollment","http://purl.obolibrary.org/obo/EUPATH_0010389","2.8199508"
"f7_med_ceftv","vida_enrl.csv","Verified Ceftriaxone","http://purl.obolibrary.org/obo/EUPATH_0015188","Intravenous fluids","Control participant medication at enrollment","http://purl.obolibrary.org/obo/EUPATH_0010389","2.8199508"
"f7_med_ceftv","vida_enrl.csv","Verified Ceftriaxone","http://purl.obolibrary.org/obo/EUPATH_0015189","Cotrimoxazole","Control participant medication at enrollment","http://purl.obolibrary.org/obo/EUPATH_0010389","2.8199508"
"f7_med_none","vida_enrl.csv","None prescribed","http://purl.obolibrary.org/obo/EUPATH_0015183","None prescribed or taken","Diarrhea treatment by prescription at home","http://purl.obolibrary.org/obo/EUPATH_0010391","19.37783"
"f7_med_none","vida_enrl.csv","None prescribed","http://purl.obolibrary.org/obo/EUPATH_0021013","None","Animals on property","http://purl.obolibrary.org/obo/EUPATH_0000343","17.481878"
"f7_med_none","vida_enrl.csv","None prescribed","http://purl.obolibrary.org/obo/EUPATH_0021016","None","Personal bednet treatment","http://purl.obolibrary.org/obo/EUPATH_0000344","17.481878"
"f7_med_none","vida_enrl.csv","None prescribed","http://purl.obolibrary.org/obo/EUPATH_0021061","None","Personal mosquito repellent","http://purl.obolibrary.org/obo/EUPATH_0000439","17.481878"
"f7_med_none","vida_enrl.csv","None prescribed","http://purl.obolibrary.org/obo/EUPATH_0015011","None of the above","Assets","http://purl.obolibrary.org/obo/EUPATH_0000144","14.348002"
"f7_med_none","vida_enrl.csv","None prescribed","http://purl.obolibrary.org/obo/EUPATH_0015273","Not applicable (none observed)","Chlorine treatment brand","http://purl.obolibrary.org/obo/EUPATH_0010398","12.269131"
"f7_med_none","vida_enrl.csv","None prescribed","http://purl.obolibrary.org/obo/EUPATH_0010415","IV rehydration administered or prescribed","Moderate-to-severe diarrhea eligibility","http://purl.obolibrary.org/obo/EUPATH_0010425","6.466022"
"f7_med_none","vida_enrl.csv","None prescribed","http://purl.obolibrary.org/obo/EUPATH_0015184","Blood in stools during last 7 days","Symptoms in the last 7 days","http://purl.obolibrary.org/obo/EUPATH_0010356","3.2002246"
"f7_med_none","vida_enrl.csv","None prescribed","http://purl.obolibrary.org/obo/EUPATH_0015185","Fever during last 7 days","Symptoms in the last 7 days","http://purl.obolibrary.org/obo/EUPATH_0010356","3.2002246"
"f7_med_none","vida_enrl.csv","None prescribed","http://purl.obolibrary.org/obo/EUPATH_0015186","Vomiting 3 or more times per day","Symptoms in the last 7 days","http://purl.obolibrary.org/obo/EUPATH_0010356","3.2002246"
"f7_med_nonev","vida_enrl.csv","Verified none prescribed","http://purl.obolibrary.org/obo/EUPATH_0015183","None prescribed or taken","Diarrhea treatment by prescription at home","http://purl.obolibrary.org/obo/EUPATH_0010391","13.243266"
"f7_med_nonev","vida_enrl.csv","Verified none prescribed","http://purl.obolibrary.org/obo/EUPATH_0021013","None","Animals on property","http://purl.obolibrary.org/obo/EUPATH_0000343","8.740939"
"f7_med_nonev","vida_enrl.csv","Verified none prescribed","http://purl.obolibrary.org/obo/EUPATH_0021016","None","Personal bednet treatment","http://purl.obolibrary.org/obo/EUPATH_0000344","8.740939"
"f7_med_nonev","vida_enrl.csv","Verified none prescribed","http://purl.obolibrary.org/obo/EUPATH_0021061","None","Personal mosquito repellent","http://purl.obolibrary.org/obo/EUPATH_0000439","8.740939"
"f7_med_nonev","vida_enrl.csv","Verified none prescribed","http://purl.obolibrary.org/obo/EUPATH_0015011","None of the above","Assets","http://purl.obolibrary.org/obo/EUPATH_0000144","8.213437"
"f7_med_nonev","vida_enrl.csv","Verified none prescribed","http://purl.obolibrary.org/obo/EUPATH_0010415","IV rehydration administered or prescribed","Moderate-to-severe diarrhea eligibility","http://purl.obolibrary.org/obo/EUPATH_0010425","6.466022"
"f7_med_nonev","vida_enrl.csv","Verified none prescribed","http://purl.obolibrary.org/obo/EUPATH_0015273","Not applicable (none observed)","Chlorine treatment brand","http://purl.obolibrary.org/obo/EUPATH_0010398","6.1345654"
"f7_med_nonev","vida_enrl.csv","Verified none prescribed","http://purl.obolibrary.org/obo/EUPATH_0015184","Blood in stools during last 7 days","Symptoms in the last 7 days","http://purl.obolibrary.org/obo/EUPATH_0010356","3.2002246"
"f7_med_nonev","vida_enrl.csv","Verified none prescribed","http://purl.obolibrary.org/obo/EUPATH_0015185","Fever during last 7 days","Symptoms in the last 7 days","http://purl.obolibrary.org/obo/EUPATH_0010356","3.2002246"
"f7_med_nonev","vida_enrl.csv","Verified none prescribed","http://purl.obolibrary.org/obo/EUPATH_0015186","Vomiting 3 or more times per day","Symptoms in the last 7 days","http://purl.obolibrary.org/obo/EUPATH_0010356","3.2002246"
"f7_med_cepa","vida_enrl.csv","1st or 2nd gen cephalosporin","http://purl.obolibrary.org/obo/EUPATH_0010161","2nd choice hospital or health center","Hospital Center","http://purl.obolibrary.org/obo/EUPATH_0010014","8.95467"
"f7_med_cepa","vida_enrl.csv","1st or 2nd gen cephalosporin","http://purl.obolibrary.org/obo/EUPATH_0010076","Height (cm), 2nd","Anthropometry","http://purl.obolibrary.org/obo/EUPATH_0000649","7.9067097"
"f7_med_cepa","vida_enrl.csv","1st or 2nd gen cephalosporin","http://purl.obolibrary.org/obo/EUPATH_0010163","2nd choice facility code","Hospital Center","http://purl.obolibrary.org/obo/EUPATH_0010014","7.017542"
"f7_med_cepa","vida_enrl.csv","1st or 2nd gen cephalosporin","http://purl.obolibrary.org/obo/EUPATH_0010165","2nd choice facility SHC","Hospital Center","http://purl.obolibrary.org/obo/EUPATH_0010014","7.017542"
"f7_med_cepa","vida_enrl.csv","1st or 2nd gen cephalosporin","http://purl.obolibrary.org/obo/EUPATH_0010155","1st choice hospital or health center","Hospital Center","http://purl.obolibrary.org/obo/EUPATH_0010014","6.895693"
"f7_med_cepa","vida_enrl.csv","1st or 2nd gen cephalosporin","http://purl.obolibrary.org/obo/EUPATH_0010085","MUAC (cm), 2nd","Anthropometry","http://purl.obolibrary.org/obo/EUPATH_0000649","6.8413315"
"f7_med_cepa","vida_enrl.csv","1st or 2nd gen cephalosporin","http://purl.obolibrary.org/obo/EUPATH_0010097","Respiratory rate (breaths/min), 2nd","Physical examination","http://purl.obolibrary.org/obo/OGMS_0000083","6.685509"
"f7_med_cepa","vida_enrl.csv","1st or 2nd gen cephalosporin","http://purl.obolibrary.org/obo/EUPATH_0010255","2nd choice hospital or health center, total expenses","Previously sought care expenses","http://purl.obolibrary.org/obo/EUPATH_0010006","5.8978043"
"f7_med_cepa","vida_enrl.csv","1st or 2nd gen cephalosporin","http://purl.obolibrary.org/obo/EUPATH_0010256","2nd choice hospital or health center, transport expenses","Previously sought care expenses","http://purl.obolibrary.org/obo/EUPATH_0010006","5.8978043"
"f7_med_cepa","vida_enrl.csv","1st or 2nd gen cephalosporin","http://purl.obolibrary.org/obo/EUPATH_0015186","Vomiting 3 or more times per day","Symptoms in the last 7 days","http://purl.obolibrary.org/obo/EUPATH_0010356","5.50655"
"f7_med_cepav","vida_enrl.csv","Verified cephalosporin","http://purl.obolibrary.org/obo/EUPATH_0015184","Blood in stools during last 7 days","Symptoms in the last 7 days","http://purl.obolibrary.org/obo/EUPATH_0010356","3.2002246"
"f7_med_cepav","vida_enrl.csv","Verified cephalosporin","http://purl.obolibrary.org/obo/EUPATH_0015185","Fever during last 7 days","Symptoms in the last 7 days","http://purl.obolibrary.org/obo/EUPATH_0010356","3.2002246"
"f7_med_cepav","vida_enrl.csv","Verified cephalosporin","http://purl.obolibrary.org/obo/EUPATH_0015186","Vomiting 3 or more times per day","Symptoms in the last 7 days","http://purl.obolibrary.org/obo/EUPATH_0010356","3.2002246"
"f7_med_cepav","vida_enrl.csv","Verified cephalosporin","http://purl.obolibrary.org/obo/EUPATH_0015427","Ever breastfed","Breastfeeding summary","http://purl.obolibrary.org/obo/EUPATH_0011690","3.2002246"
"f7_med_cepav","vida_enrl.csv","Verified cephalosporin","http://purl.obolibrary.org/obo/EUPATH_0015206","Other medicine","Control participant medication at enrollment","http://purl.obolibrary.org/obo/EUPATH_0010389","3.1298113"
"f7_med_cepav","vida_enrl.csv","Verified cephalosporin","http://purl.obolibrary.org/obo/EUPATH_0010153","Currently receiving medication","Treatment","http://purl.obolibrary.org/obo/OGMS_0000090","2.8199508"
"f7_med_cepav","vida_enrl.csv","Verified cephalosporin","http://purl.obolibrary.org/obo/EUPATH_0010154","Prescription available for current medication","Treatment","http://purl.obolibrary.org/obo/OGMS_0000090","2.8199508"
"f7_med_cepav","vida_enrl.csv","Verified cephalosporin","http://purl.obolibrary.org/obo/EUPATH_0015187","ORS","Control participant medication at enrollment","http://purl.obolibrary.org/obo/EUPATH_0010389","2.8199508"
"f7_med_cepav","vida_enrl.csv","Verified cephalosporin","http://purl.obolibrary.org/obo/EUPATH_0015188","Intravenous fluids","Control participant medication at enrollment","http://purl.obolibrary.org/obo/EUPATH_0010389","2.8199508"
"f7_med_cepav","vida_enrl.csv","Verified cephalosporin","http://purl.obolibrary.org/obo/EUPATH_0015189","Cotrimoxazole","Control participant medication at enrollment","http://purl.obolibrary.org/obo/EUPATH_0010389","2.8199508"
"f7_med_ant_spec","vida_enrl.csv","Specify other antibiotic","http://purl.obolibrary.org/obo/EUPATH_0015202","Other antibiotic","Control participant medication at enrollment","http://purl.obolibrary.org/obo/EUPATH_0010389","14.163891"
"f7_med_ant_spec","vida_enrl.csv","Specify other antibiotic","http://purl.obolibrary.org/obo/EUPATH_0024204","Other: specify","Overnight lodgings","http://purl.obolibrary.org/obo/EUPATH_0024205","13.391844"
"f7_med_ant_spec","vida_enrl.csv","Specify other antibiotic","http://purl.obolibrary.org/obo/EUPATH_0024010","Other work; Other (specify)","Reason for moving","http://purl.obolibrary.org/obo/EUPATH_0024012","12.057463"
"f7_med_ant_spec","vida_enrl.csv","Specify other antibiotic","http://purl.obolibrary.org/obo/EUPATH_0015154","Other antibiotic","Diarrhea treatment given in health center","http://purl.obolibrary.org/obo/EUPATH_0010390","11.34394"
"f7_med_ant_spec","vida_enrl.csv","Specify other antibiotic","http://purl.obolibrary.org/obo/EUPATH_0015176","Other antibiotic","Diarrhea treatment by prescription at home","http://purl.obolibrary.org/obo/EUPATH_0010391","11.34394"
"f7_med_ant_spec","vida_enrl.csv","Specify other antibiotic","http://purl.obolibrary.org/obo/EUPATH_0015232","Other antibiotic","Antibiotic administered before stool collection","http://purl.obolibrary.org/obo/EUPATH_0010040","11.34394"
"f7_med_ant_spec","vida_enrl.csv","Specify other antibiotic","http://purl.obolibrary.org/obo/EUPATH_0015206","Other medicine","Control participant medication at enrollment","http://purl.obolibrary.org/obo/EUPATH_0010389","7.649235"
