overallOrder,variable,dataSet,dataFile,type,example,dateTime,formatCode,minValue,maxValue,values,uniqueValueCount,percentMissing,flag,variable_dataFile,Question,VIDA Coding,CRF,Q. no
540,f6_ptr_busy,VIDA,vida_enrl.csv,chr,NA,NA,NA,n/a,n/a,.,1,1,no data,F6_PTR_BUSY,Parent/caretaker too busy:,1=selected ,F7,33.a
541,f6_ptr_rsh,VIDA,vida_enrl.csv,chr,NA,NA,NA,n/a,n/a,.,1,1,no data,F6_PTR_RSH,Does not like research:,1=selected ,F7,33.b
542,f6_ptr_other,VIDA,vida_enrl.csv,chr,NA,NA,NA,n/a,n/a,.,1,1,no data,F6_PTR_OTHER,Parent refused other,1=selected ,F7,33.b
543,f6_refused_spec,VIDA,vida_enrl.csv,chr,NA,NA,NA,n/a,n/a,,0,1,no data,F6_REFUSED_SPEC,Parent refused other spec,string,F7,33.b
544,f6_date_enroll,VIDA,vida_enrl.csv,date,5/12/2015,date?,NA,.,12/31/2016,. to 12/31/16,878,0.437901402,NA,F6_DATE_ENROLL,"If child is enrolled into the study, enter the date of enrollment:",date,F7,32.a
545,f6_elig_saliva,VIDA,vida_enrl.csv,chr,1,NA,NA,n/a,n/a,"., 0, 1",3,0.696426956,NA,F6_ELIG_SALIVA,Is this child eligible for saliva collection at the time of enrollment?,"0=No, 1=Yes",F7,33.a
546,f6_comment,VIDA,vida_enrl.csv,chr,DOB ON THE H/C AND DIFFERS FROM THE DSS..SEE RANDOMIZATION LIST,NA,NA,n/a,n/a,>10 unique values,51,0.992130258,NA,F6_COMMENT,Notes or comments:,string,F7,32
547,f6_intvwr,VIDA,vida_enrl.csv,chr,DAWDA JAWARA,NA,NA,n/a,n/a,>10 unique values,309,0.437901402,NA,F6_INTVWR,Interviewer's name,string,F7,33.a
548,f6_int_code,VIDA,vida_enrl.csv,chr,209,NA,NA,n/a,n/a,>10 unique values,63,0.437901402,NA,F6_INT_CODE,Interviewer staff code,integer,F7,33.a
549,f6_qc,VIDA,vida_enrl.csv,chr,KEN JOOF,NA,NA,n/a,n/a,>10 unique values,92,0.437901402,NA,F6_QC,Quality control's name,string,F7,33.b
550,f6_qc_code,VIDA,vida_enrl.csv,chr,202,NA,NA,n/a,n/a,>10 unique values,31,0.437901402,NA,F6_QC_CODE,Quality staff code,integer,F7,33.b
551,f6_qc_date,VIDA,vida_enrl.csv,date,5/20/2015,date?,NA,.,12/31/2016,. to 12/31/16,923,0.437901402,NA,F6_QC_DATE,Quality date,date,F7,33.b
552,f7_visno,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,", 0",1,0.437901402,NA,F7_VISNO,Visit number,numeric,Derived,Derived
553,f7_date,VIDA,vida_enrl.csv,date,5/12/2015,date?,NA,.,12/31/2016,. to 12/31/16,885,0.437901402,NA,F7_DATE,Date,date,F7,33.d
554,f7_primcare,VIDA,vida_enrl.csv,chr,1,NA,NA,n/a,n/a,>10 unique values,11,0.437901402,NA,F7_PRIMCARE,What is your relationship with the child?,"1 = 'Mother', 
2 = 'Father', 
3 = 'Sister', 
4 = 'Brother', 
5 = 'Grandmother', 
6 = 'Grandfather', 
7 = 'Aunt', 
8 = 'Uncle', 
9 = 'No relation', 
10 = 'Other'",F16,
555,f7_primcare_spec,VIDA,vida_enrl.csv,chr,STEP MOTHER,NA,NA,n/a,n/a,", ARRIERE GRAND MERE, CO-WIFE, cousin, GRAND GRANDMOTHER, STEP MOTHER",5,0.999366802,NA,F7_PRIMCARE_SPEC,Specify:,string,F16,
556,f7_mom_live,VIDA,vida_enrl.csv,chr,1,NA,NA,n/a,n/a,"., 1, 2, 3, 4, 5",6,0.437901402,NA,F7_MOM_LIVE,Where does child's mother live?,"1 = ""Living in household"", 
2 = ""Living outside of household"", 
3 = ""Abroad"", 
4 = ""Whereabouts unknown"", 
5 = ""Died""",F15,
557,f7_dad_live,VIDA,vida_enrl.csv,chr,1,NA,NA,n/a,n/a,"., 1, 2, 3, 4, 5",6,0.437901402,NA,F7_DAD_LIVE,Where does child's father live?,"1 = ""Living in household"", 
2 = ""Living outside of household"", 
3 = ""Abroad"", 
4 = ""Whereabouts unknown"", 
5 = ""Died""",F7,33.d
558,f7_prim_schl,VIDA,vida_enrl.csv,chr,3,NA,NA,n/a,n/a,"., 1, 2, 3, 4, 5, 6",7,0.437901402,NA,F7_PRIM_SCHL,How far did the child's primary caretaker go in school?,"1 = 'No formal schooling', 
2 = 'Less than primary', 
3 = 'Completed primary', 
4 = 'Completed secondary', 
5 = 'Post-secondary', 
6 = 'Religious education only', 
7 = 'Don't know'",F16,
559,f7_ppl_house,VIDA,vida_enrl.csv,chr,25,NA,NA,n/a,n/a,>10 unique values,114,0.437901402,NA,F7_PPL_HOUSE,How many people have been living regularly in your Household has for the past 6 months?,numeric,F16,
560,f7_ppl_sleep,VIDA,vida_enrl.csv,chr,25,NA,NA,n/a,n/a,>10 unique values,113,0.438172773,NA,F7_PPL_SLEEP,How many people have been sleeping regularly in your Household has for the past 6 months?,numeric,F16,
561,f7_yng_children,VIDA,vida_enrl.csv,chr,4,NA,NA,n/a,n/a,>10 unique values,31,0.437901402,NA,F7_YNG_CHILDREN,How many children younger than 60 months live in the Household has?,numeric,Derived,Derived
562,f7_slp_rooms,VIDA,vida_enrl.csv,chr,6,NA,NA,n/a,n/a,>10 unique values,47,0.437901402,NA,F7_SLP_ROOMS,How many rooms in your Household has are used for sleeping?,numeric,F19,
563,f7_natfl,VIDA,vida_enrl.csv,chr,1,NA,NA,n/a,n/a,"., 1, 2",3,0.849479873,NA,F7_NATFL,Predominant floor natural,"1  = ""Earth/Sand"", 
2 = ""Dung""",F16,
564,f7_rudfl,VIDA,vida_enrl.csv,chr,NA,NA,NA,n/a,n/a,.,1,1,no data,F7_RUDFL,Predominant floor rudiment,"1 = ""Wood planks"", 
2 = ""Palm/bamboo""",F17,
565,f7_finfl,VIDA,vida_enrl.csv,chr,4,NA,NA,n/a,n/a,"., 2, 3, 4, 5",5,0.589778381,NA,F7_FINFL,Predominant floor finish,"1= ""Parquet or polished wood"",
2 = ""Vinyl or asphalt strips"", 
3 = ""Ceramic tile"",
4 = ""Cement"", 
5 = ""Carpet",F7,
566,f7_othfl,VIDA,vida_enrl.csv,chr,1,NA,NA,n/a,n/a,"., 1",2,0.999819086,NA,F7_OTHFL,House floor other,"Y, """"",F16,
567,f7_floor_spec,VIDA,vida_enrl.csv,chr,tuile en carreau,NA,NA,n/a,n/a,", PVC, tuile en carreau",2,0.999819086,NA,F7_FLOOR_SPEC,House floor other specify,string,F7,
568,f7_house_elec,VIDA,vida_enrl.csv,chr,1,NA,NA,n/a,n/a,"., 0, 1",3,0.438353686,NA,F7_HOUSE_ELEC,Electricity in house,"1 = ""Present"", 0 = NA",F11,4
569,f7_house_bike,VIDA,vida_enrl.csv,chr,1,NA,NA,n/a,n/a,"., 0, 1",3,0.438353686,NA,F7_HOUSE_BIKE,Bicycle in house,"1 = ""Present"", 0 = NA",F11,2
570,f7_house_phone,VIDA,vida_enrl.csv,chr,1,NA,NA,n/a,n/a,"., 0, 1",3,0.438353686,NA,F7_HOUSE_PHONE,Telephone in house,"1 = ""Present"", 0 = NA",F11,4
571,f7_house_tele,VIDA,vida_enrl.csv,chr,1,NA,NA,n/a,n/a,"., 0, 1",3,0.438353686,NA,F7_HOUSE_TELE,Television in house,"1 = ""Present"", 0 = NA",F11,4
572,f7_house_car,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1",3,0.438353686,NA,F7_HOUSE_CAR,Car in Household has,"1 = ""Present"", 0 = NA",F11,3
573,f7_house_cart,VIDA,vida_enrl.csv,chr,1,NA,NA,n/a,n/a,"., 0, 1",3,0.438353686,NA,F7_HOUSE_CART,Animal cart in house,"1 = ""Present"", 0 = NA",F11,3
574,f7_house_scoot,VIDA,vida_enrl.csv,chr,1,NA,NA,n/a,n/a,"., 0, 1",3,0.438353686,NA,F7_HOUSE_SCOOT,Motorcycle in Household has,"1 = ""Present"", 0 = NA",F11,4
575,f7_house_fridge,VIDA,vida_enrl.csv,chr,1,NA,NA,n/a,n/a,"., 0, 1",3,0.438353686,NA,F7_HOUSE_FRIDGE,Refrigerator in Household has,"1 = ""Present"", 0 = NA",F11,4
576,f7_house_agland,VIDA,vida_enrl.csv,chr,1,NA,NA,n/a,n/a,"., 0, 1",3,0.438353686,NA,F7_HOUSE_AGLAND,Agricultural land house,"1 = ""Present"", 0 = NA",F11,1.b
577,f7_house_radio,VIDA,vida_enrl.csv,chr,1,NA,NA,n/a,n/a,"., 0, 1",3,0.438353686,NA,F7_HOUSE_RADIO,Radio in Household has,"1 = ""Present"", 0 = NA",F11,4
578,f7_house_boat,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1",3,0.438353686,NA,F7_HOUSE_BOAT,Boat in Household has,"1 = ""Present"", 0 = NA",F11,3
579,f7_house_none,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1",3,0.438353686,NA,F7_HOUSE_NONE,None of the above,"1 = ""Present"", 0 = NA",F11,4
580,f7_fuel_elec,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1",3,0.439167797,NA,F7_FUEL_ELEC,Fuel electricity,"1 = ""Present"", 0 = NA",F9,
581,f7_fuel_biogas,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1",3,0.439167797,NA,F7_FUEL_BIOGAS,Fuel biogas,"1 = ""Present"", 0 = NA",F9,
582,f7_fuel_grass,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1",3,0.439167797,NA,F7_FUEL_GRASS,Fuel grass,"1 = ""Present"", 0 = NA",F9,
583,f7_fuel_propane,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1",3,0.439167797,NA,F7_FUEL_PROPANE,Fuel LPG,"1 = ""Present"", 0 = NA",F11,
584,f7_fuel_coal,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1",3,0.439167797,NA,F7_FUEL_COAL,Fuel coal,"1 = ""Present"", 0 = NA",F9,6
585,f7_fuel_dung,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0",2,0.439167797,NA,F7_FUEL_DUNG,Fuel dung,"1 = ""Present"", 0 = NA",F9,
586,f7_fuel_natgas,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1",3,0.439167797,NA,F7_FUEL_NATGAS,Fuel natural gas,"1 = ""Present"", 0 = NA",F9,
587,f7_fuel_charcoal,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1",3,0.439167797,NA,F7_FUEL_CHARCOAL,Fuel charcoal,"1 = ""Present"", 0 = NA",F9,5
588,f7_fuel_crop,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1",3,0.439167797,NA,F7_FUEL_CROP,Fuel crop residue,"1 = ""Present"", 0 = NA",F9,6
589,f7_fuel_kero,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1",3,0.439167797,NA,F7_FUEL_KERO,Fuel kerosene,"1 = ""Present"", 0 = NA",F9,
590,f7_fuel_wood,VIDA,vida_enrl.csv,chr,1,NA,NA,n/a,n/a,"., 0, 1",3,0.439167797,NA,F7_FUEL_WOOD,Fuel wood,"1 = ""Present"", 0 = NA",F11,1.a
591,f7_fuel_but,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1",3,0.439167797,NA,F7_FUEL_BUT,Fuel butane gas,"1 = ""Present"", 0 = NA",F9,4
592,f7_fuel_other,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1",3,0.439167797,NA,F7_FUEL_OTHER,Fuel other,"1 = ""Present"", 0 = NA",F9,
593,f7_fuel_other_spec,VIDA,vida_enrl.csv,chr,kerosene stove,NA,NA,n/a,n/a,", kerosene stove",1,0.999909543,NA,F7_FUEL_OTHER_SPEC,Fuel other specify,string,F11,
594,f7_ani_goat,VIDA,vida_enrl.csv,chr,1,NA,NA,n/a,n/a,"., 0, 1",3,0.438625057,NA,F7_ANI_GOAT,Goat in compound,"1 = ""Present"", 0 = NA",F7,33.c
595,f7_ani_cow,VIDA,vida_enrl.csv,chr,1,NA,NA,n/a,n/a,"., 0, 1",3,0.438625057,NA,F7_ANI_COW,Cow in compound,"1 = ""Present"", 0 = NA",F7,33.b
596,f7_ani_donk,VIDA,vida_enrl.csv,chr,1,NA,NA,n/a,n/a,"., 0, 1",3,0.438625057,NA,F7_ANI_DONK,Donkey in compound,"1 = ""Present"", 0 = NA",F7,33.b
597,f7_ani_sheep,VIDA,vida_enrl.csv,chr,1,NA,NA,n/a,n/a,"., 0, 1",3,0.438625057,NA,F7_ANI_SHEEP,Sheep in compound,"1 = ""Present"", 0 = NA",F7,33.c
598,f7_ani_rodents,VIDA,vida_enrl.csv,chr,1,NA,NA,n/a,n/a,"., 0, 1",3,0.438625057,NA,F7_ANI_RODENTS,Rodents in compound,"1 = ""Present"", 0 = NA",F7,33.c
599,f7_ani_hors,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1",3,0.438625057,NA,F7_ANI_HORS,Horse in compound,"1 = ""Present"", 0 = NA",F7,33.c
600,f7_ani_dog,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1",3,0.438625057,NA,F7_ANI_DOG,Dog in compound,"1 = ""Present"", 0 = NA",F7,33.b
601,f7_ani_fowl,VIDA,vida_enrl.csv,chr,1,NA,NA,n/a,n/a,"., 0, 1",3,0.438625057,NA,F7_ANI_FOWL,Fowl in compound,"1 = ""Present"", 0 = NA",F7,33.b
602,f7_ani_no,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1",3,0.438625057,NA,F7_ANI_NO,No animals in compound,"1 = ""Present"", 0 = NA",F7,33.c
603,f7_ani_cat,VIDA,vida_enrl.csv,chr,1,NA,NA,n/a,n/a,"., 0, 1",3,0.438625057,NA,F7_ANI_CAT,Cat in compound,"1 = ""Present"", 0 = NA",F7,33.b
604,f7_ani_pig,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1",3,0.438625057,NA,F7_ANI_PIG,Pig in compound,"1 = ""Present"", 0 = NA",F7,33.c
605,f7_ani_other,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1",3,0.438625057,NA,F7_ANI_OTHER,Other animal in compound,"1 = ""Present"", 0 = NA",F7,33.c
606,f7_ani_spec,VIDA,vida_enrl.csv,chr,RED MONKEY,NA,NA,n/a,n/a,", ANTILOPE, lapin (Rabbit), rabbit, Rabbit, RABBIT, RABBITS, RED MONKEY, TORTUE, TURTLE",9,0.998824062,NA,F7_ANI_SPEC,Other animal specify,string,F7,33.c
607,f7_water_house,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1",3,0.439710538,NA,F7_WATER_HOUSE,Water piped in house,"1 = ""Present"", 0 = NA",Derived,Derived
608,f7_water_yard,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1",3,0.439710538,NA,F7_WATER_YARD,Water piped in yard,"1 = ""Present"", 0 = NA",Derived,Derived
609,f7_water_pubtap,VIDA,vida_enrl.csv,chr,1,NA,NA,n/a,n/a,"., 0, 1",3,0.439710538,NA,F7_WATER_PUBTAP,Water from public tap,"1 = ""Present"", 0 = NA",Derived,Derived
610,f7_water_well,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1",3,0.439710538,NA,F7_WATER_WELL,Water open well house,"1 = ""Present"", 0 = NA",Derived,Derived
611,f7_water_pubwell,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1",3,0.439710538,NA,F7_WATER_PUBWELL,Water open public well,"1 = ""Present"", 0 = NA",Derived,Derived
612,f7_water_pond,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1",3,0.439710538,NA,F7_WATER_POND,Water from dam earth,"1 = ""Present"", 0 = NA",Derived,Derived
613,f7_water_deepwell,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1",3,0.439710538,NA,F7_WATER_DEEPWELL,Water from deep tube well,"1 = ""Present"", 0 = NA",Derived,Derived
614,f7_water_shallwell,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1",3,0.439710538,NA,F7_WATER_SHALLWELL,Water shallow tube well,"1 = ""Present"", 0 = NA",Derived,Derived
615,f7_water_covwell,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1",3,0.439710538,NA,F7_WATER_COVWELL,Covered well in house,"1 = ""Present"", 0 = NA",Derived,Derived
616,f7_water_covpwell,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1",3,0.439710538,NA,F7_WATER_COVPWELL,Covered public well,"1 = ""Present"", 0 = NA",Derived,Derived
617,f7_water_prospring,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1",3,0.439710538,NA,F7_WATER_PROSPRING,Protected spring,"1 = ""Present"", 0 = NA",Derived,Derived
618,f7_water_unspring,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1",3,0.439710538,NA,F7_WATER_UNSPRING,Unprotected spring,"1 = ""Present"", 0 = NA",Derived,Derived
619,f7_water_riv,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1",3,0.439710538,NA,F7_WATER_RIV,Water from river,"1 = ""Present"", 0 = NA",Derived,Derived
620,f7_water_dam,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1",3,0.439710538,NA,F7_WATER_DAM,Water from dam,"1 = ""Present"", 0 = NA",Derived,Derived
621,f7_water_rain,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1",3,0.439710538,NA,F7_WATER_RAIN,Water from rainwater,"1 = ""Present"", 0 = NA",Derived,Derived
622,f7_water_bought,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1",3,0.439710538,NA,F7_WATER_BOUGHT,"Water from tank, bottles","1 = ""Present"", 0 = NA",Derived,Derived
623,f7_water_bore,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1",3,0.439710538,NA,F7_WATER_BORE,Water from bore hole,"1 = ""Present"", 0 = NA",Derived,Derived
624,f7_water_str,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1",3,0.439710538,NA,F7_WATER_STR,Water from stream,"1 = ""Present"", 0 = NA",Derived,Derived
625,f7_water_othr,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1",3,0.439710538,NA,F7_WATER_OTHR,Other water,"1 = ""Present"", 0 = NA",Derived,Derived
626,f7_water_spec,VIDA,vida_enrl.csv,chr,TAP IN NEIBOUGH'S YARD.,NA,NA,n/a,n/a,>10 unique values,13,0.998733605,NA,F7_WATER_SPEC,Other water specify,string,Derived,Derived
627,f7_ms_water,VIDA,vida_enrl.csv,chr,3,NA,NA,n/a,n/a,>10 unique values,20,0.437901402,NA,F7_MS_WATER,"During the last two weeks, what was the main source of drinking water for the members of your Household has? [Check only one response that relates to the main source of drinking water.]","1 = ""Piped into house"", 
2 = ""Piped into yard"", 
3 = ""Public tap"", 
4 = ""Open well in house or yard"", 
5 = ""Open public well"", 
6 = ""Pond or lake""
7 = ""Deep tube well"",
8 = ""Shallow tube well"", 
9 = ""Covered well in house or yard"",
10 = ""Covered public well"",
11 = ""Protected spring"",
12 = ""Unprotected spring"", 
13 = ""River"", 
14 = ""Dam or earth"",
15 = ""Rainwater"",
16 = ""Bought (tank, bottles, etc)"",
17 = ""Bore hole"", 
18 = 'Other, specify'
19 = 'Stream'",F15,
628,f7_ms_spec,VIDA,vida_enrl.csv,chr,TAP IN NEIBOUGH'S YARD.,NA,NA,n/a,n/a,", ANOTHER COMPOUND, OPEN WELL IN ANOTHER HOUSE OR YARD, OPEN WELL IN ANOTHER YARD, OPEN WELL IN ANOTHER YARD., PIPE INTO SOMEONE YARD., PIPED INTO YARD OF NEARBY COMPOND, PIPPED INTO ANOTHER YARD, TAP IN ANOTHER YARD., TAP IN NEIBOUGH'S YARD.",9,0.999095432,NA,F7_MS_SPEC,Specify:,string,F15,
629,f7_time_water,VIDA,vida_enrl.csv,chr,1,NA,NA,n/a,n/a,"., 1, 2, 3, 4, 5",6,0.570872908,NA,F7_TIME_WATER,"How long does it take to go there, get water, and come back?","1 = ""Less than 15 minutes"", 
2 = ""15 - 29 minutes"", 
3 = ""30 - 59 minutes"", 
4 = ""1 - 3 hours"", 
5 = ""More than 3 hours""",F19,
630,f7_fetch_water,VIDA,vida_enrl.csv,chr,1,NA,NA,n/a,n/a,"., 0, 1",3,0.570872908,NA,F7_FETCH_WATER,Do you or other members from your Household has go and fetch drinking water for the Household has every day?,"1 = ""Yes"", 0 = ""No""",F7,
631,f7_trip_day,VIDA,vida_enrl.csv,chr,3,NA,NA,n/a,n/a,>10 unique values,39,0.745997286,NA,F7_TRIP_DAY,"On average, how many trips do you and members from your Household has make to fetch water each day?",numeric,F19,
632,f7_trip_week,VIDA,vida_enrl.csv,chr,14,NA,NA,n/a,n/a,>10 unique values,56,0.824875622,NA,F7_TRIP_WEEK,"On average, how many trips do you and members from your Household has make to fetch water each week? [If no trips are made, complete as ""00"".]",numeric,General ,General 
633,f7_water_avail,VIDA,vida_enrl.csv,chr,1,NA,NA,n/a,n/a,"., 1, 2, 3, 4",5,0.437991859,NA,F7_WATER_AVAIL,"In the last two weeks, how often has water been available from this main source?","1 = 'All the time', 
2 = 'Several hours every day', 
3 = 'a few times per week', 
4 = 'Less frequent than a few times per week'",Derived,Derived
634,f7_store_water,VIDA,vida_enrl.csv,chr,1,NA,NA,n/a,n/a,"., 0, 1",3,0.437991859,NA,F7_STORE_WATER,"In the last two weeks, did you give the child stored water for drinking?","1 = ""Yes"", 0 = ""No""",F19,
635,f7_main_waste,VIDA,vida_enrl.csv,chr,6,NA,NA,n/a,n/a,>10 unique values,11,0.437901402,NA,F7_MAIN_WASTE,What kind of facility does your Household has most commonly use to dispose of human fecal waste?,"1 = 'Flush or pour-flush toilet to: piped sewer system; septic tank; or pit latrine', 
2 = 'Flush or pour-flush toilet to elsewhere', 
3 = bucket, 
4 = 'VIP', 
5 = 'Pit latrine with slab', 
6 = 'Pit latrine without slab or open pit', 
7 = 'composting toilet', 
8 = 'hanging toilet or hanging latrine', 
9 = 'no facility', 
10 = 'other'",F11,12.a
636,f7_waste_spec,VIDA,vida_enrl.csv,chr,bush,NA,NA,n/a,n/a,", bush",1,0.999909543,NA,F7_WASTE_SPEC,Specify:,string,Derived,Derived
637,f7_share_fac,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,>10 unique values,24,0.454997739,NA,F7_SHARE_FAC,How many Household has (other than your own) share this facility?,numeric,F19,
638,f7_cur_bmilk,VIDA,vida_enrl.csv,chr,1,NA,NA,n/a,n/a,"., 0, 1",3,0.437901402,NA,F7_CUR_BMILK,Breast milk:,"0 = ""No"", 1 = ""Yes"", 9 = ""DK""",F7,33.c
639,f7_cur_h2o,VIDA,vida_enrl.csv,chr,1,NA,NA,n/a,n/a,"., 0, 1, 9",4,0.437901402,NA,F7_CUR_H2O,Drinking water:,"0 = ""No"", 1 = ""Yes"", 9 = ""DK""",F7,33.c
640,f7_cur_fdrk,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1",3,0.437901402,NA,F7_CUR_FDRK,Other foods or drinks:,"0 = ""No"", 1 = ""Yes"", 9 = ""DK""",F7,33.c
641,f7_blood,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1",3,0.437901402,NA,F7_BLOOD,Blood in stools:,"0 = ""No"", 1 = ""Yes""",F7,33.c
642,f7_fever,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1",3,0.437901402,NA,F7_FEVER,Fever measured at least 38 °C or parental perception:,"0 = ""No"", 1 = ""Yes""",F7,
643,f7_vomit,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1",3,0.437901402,NA,F7_VOMIT,Vomiting 3 or more times per day:,"0 = ""No"", 1 = ""Yes""",Derived,Derived
644,f7_cur_med,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1",3,0.437901402,NA,F7_CUR_MED,"Is the child currently receiving any medicine? (If No, go to Question 26)","0 = ""No"", 1 = ""Yes""",F7,33.c
645,f7_med_ongoing,VIDA,vida_enrl.csv,chr,1,NA,NA,n/a,n/a,"., 0, 1",3,0.950520127,NA,F7_MED_ONGOING,"Is a bottle or tablet strip or prescription available for ongoing treatment?(If No, go to Question 26)","0 = ""No"", 1 = ""Yes""",F15,
646,f7_med_ors,VIDA,vida_enrl.csv,chr,1,NA,NA,n/a,n/a,"., 1",2,0.999819086,NA,F7_MED_ORS,Receiving ORS,"1 = Selected, 0 = Not selected",F15,
647,f7_med_orsv,VIDA,vida_enrl.csv,chr,1,NA,NA,n/a,n/a,"., 1",2,0.999819086,NA,F7_MED_ORSV,Verified ORS,"1 = Selected, 0 = Not selected",F15,
648,f7_med_ampi,VIDA,vida_enrl.csv,chr,1,NA,NA,n/a,n/a,"., 1",2,0.999819086,NA,F7_MED_AMPI,Receiving Ampicillin,"1 = Selected, 0 = Not selected",F11,
649,f7_med_ampiv,VIDA,vida_enrl.csv,chr,1,NA,NA,n/a,n/a,"., 1",2,0.999819086,NA,F7_MED_AMPIV,Verified Ampicillin,"1 = Selected, 0 = Not selected",F11,
650,f7_med_iv,VIDA,vida_enrl.csv,chr,NA,NA,NA,n/a,n/a,.,1,1,no data,F7_MED_IV,Receiving IV,"1 = Selected, 0 = Not selected",F12,
651,f7_med_ivv,VIDA,vida_enrl.csv,chr,NA,NA,NA,n/a,n/a,.,1,1,no data,F7_MED_IVV,Verified IV,"1 = Selected, 0 = Not selected",F12,
652,f7_med_nalid,VIDA,vida_enrl.csv,chr,NA,NA,NA,n/a,n/a,.,1,1,no data,F7_MED_NALID,Receiving Nalidixic acid,"1 = Selected, 0 = Not selected",F12,
653,f7_med_nalidv,VIDA,vida_enrl.csv,chr,NA,NA,NA,n/a,n/a,.,1,1,no data,F7_MED_NALIDV,Verified Nalidixic acid,"1 = Selected, 0 = Not selected",F12,
654,f7_med_zinc,VIDA,vida_enrl.csv,chr,1,NA,NA,n/a,n/a,"., 1",2,0.99972863,NA,F7_MED_ZINC,Receiving zinc,"1 = Selected, 0 = Not selected",F15,
655,f7_med_zincv,VIDA,vida_enrl.csv,chr,1,NA,NA,n/a,n/a,"., 1",2,0.99972863,NA,F7_MED_ZINCV,Verified zinc,"1 = Selected, 0 = Not selected",F15,
656,f7_med_cipro,VIDA,vida_enrl.csv,chr,1,NA,NA,n/a,n/a,"., 1",2,0.999909543,NA,F7_MED_CIPRO,Receiving ciprofloxacin,"1 = Selected, 0 = Not selected",F12,
657,f7_med_ciprov,VIDA,vida_enrl.csv,chr,1,NA,NA,n/a,n/a,"., 1",2,0.999909543,NA,F7_MED_CIPROV,Verified ciprofloxacin,"1 = Selected, 0 = Not selected",F12,
658,f7_med_cotr,VIDA,vida_enrl.csv,chr,1,NA,NA,n/a,n/a,"., 1",2,0.98498417,NA,F7_MED_COTR,Receiving cotrimoxazole,"1 = Selected, 0 = Not selected",F12,
