IRI,label,variable,dataFile,definition,category,parentIRI,parentLabel,codebookDescription,codebookValues,termType,repeated,is_temporal,mergeKey,dataSet,unitLabel,unitIRI,is_featured,hidden,scale,defaultDisplayRangeMin,defaultDisplayRangeMax,defaultBinWidth,colOrder,notesForOnt
http://purl.obolibrary.org/obo/EUPATH_0051597,Months current FP method used,interview3::int_3_q7c,interview3,,Participant,http://purl.obolibrary.org/obo/EUPATH_0047006,Family planning,For how many consecutive months have you been using this method?,,variable,,,,PPFP Choices KenyaPP,months,http://purl.obolibrary.org/obo/UO_0000035,,,,,,,26,new term
http://purl.obolibrary.org/obo/EUPATH_0051598,Months pregnant when baby born,interview3::int_3_q6d,interview3,,Participant,http://purl.obolibrary.org/obo/EUPATH_0042002,Obstetrics,How many months pregnant were you when you gave birth?,,variable,,,,PPFP Choices KenyaPP,,,,,,,,,21,
http://purl.obolibrary.org/obo/EUPATH_0051599,Months pregnant when pregnancy ended,interview3_ppp::monthsend,interview3_ppp,How many months pregnant were you when that pregnancy ended?,Participant,http://purl.obolibrary.org/obo/EUPATH_0042004,Pregnancy,,,variable,yes,,,PPFP Choices KenyaPP,,,,,,,,,7,new term
http://purl.obolibrary.org/obo/EUPATH_0051600,Mood swings,interview1::int_1_q24___4,interview1,,Participant,http://purl.obolibrary.org/obo/EUPATH_0051394,FP side effects mentioned by provider,,,value,,,,PPFP Choices KenyaPP,,,,,,,,,204,
http://purl.obolibrary.org/obo/EUPATH_0051601,Mood swings,interview3::int_3_q8___20,interview3,,Participant,http://purl.obolibrary.org/obo/EUPATH_0051831,Side effects experienced with FP method,,,value,,,,PPFP Choices KenyaPP,,,,,,,,,48,
http://purl.obolibrary.org/obo/EUPATH_0051601,Mood swings,interview2::int_2_q8___4,interview2,,Participant,http://purl.obolibrary.org/obo/EUPATH_0051831,Side effects experienced with FP method,,,value,,,,PPFP Choices KenyaPP,,,,,,,,,44,
http://purl.obolibrary.org/obo/EUPATH_0051602,Mood swings,interview3::int_3_q9___20,interview3,,Participant,http://purl.obolibrary.org/obo/EUPATH_0051832,Side effects of FP method worried about ,,,value,,,,PPFP Choices KenyaPP,,,,,,,,,73,
http://purl.obolibrary.org/obo/EUPATH_0051603,Mother,interview0::int_0_q46a___5,interview0,,Participant,http://purl.obolibrary.org/obo/EUPATH_0051899,Who made final decision about FP method,,,value,,,,PPFP Choices KenyaPP,,,,,,,,,183,
http://purl.obolibrary.org/obo/EUPATH_0051604,Mother,interview0::int_0_q46e___5,interview0,,Participant,http://purl.obolibrary.org/obo/EUPATH_0051900,Who made final decision to not use FP method,,,value,,,,PPFP Choices KenyaPP,,,,,,,,,210,
http://purl.obolibrary.org/obo/EUPATH_0051605,Mother in law,interview1::int_1_q16a___4,interview1,,Participant,http://purl.obolibrary.org/obo/EUPATH_0051899,Who made final decision about FP method,,,value,,,,PPFP Choices KenyaPP,,,,,,,,,125,
http://purl.obolibrary.org/obo/EUPATH_0051605,Mother in law,interview0::int_0_q46a___4,interview0,,Participant,http://purl.obolibrary.org/obo/EUPATH_0051899,Who made final decision about FP method,,,value,,,,PPFP Choices KenyaPP,,,,,,,,,182,
http://purl.obolibrary.org/obo/EUPATH_0051606,Mother in law,interview1::int_1_q16b___4,interview1,,Participant,http://purl.obolibrary.org/obo/EUPATH_0051900,Who made final decision to not use FP method,Who made the final decision about you not using a method?,,value,,,,PPFP Choices KenyaPP,,,,,,,,,133,
http://purl.obolibrary.org/obo/EUPATH_0051606,Mother in law,interview0::int_0_q46e___4,interview0,,Participant,http://purl.obolibrary.org/obo/EUPATH_0051900,Who made final decision to not use FP method,,,value,,,,PPFP Choices KenyaPP,,,,,,,,,209,
http://purl.obolibrary.org/obo/EUPATH_0051607,Nausea,interview1::int_1_q24___13,interview1,,Participant,http://purl.obolibrary.org/obo/EUPATH_0051394,FP side effects mentioned by provider,,,value,,,,PPFP Choices KenyaPP,,,,,,,,,213,
http://purl.obolibrary.org/obo/EUPATH_0051608,Nausea,interview2::int_2_q8___13,interview2,,Participant,http://purl.obolibrary.org/obo/EUPATH_0051831,Side effects experienced with FP method,,,value,,,,PPFP Choices KenyaPP,,,,,,,,,53,
http://purl.obolibrary.org/obo/EUPATH_0051608,Nausea vomiting,interview3::int_3_q8___10,interview3,,Participant,http://purl.obolibrary.org/obo/EUPATH_0051831,Side effects experienced with FP method,,,value,,,,PPFP Choices KenyaPP,,,,,,,,,38,
http://purl.obolibrary.org/obo/EUPATH_0051609,Nausea vomiting,interview3::int_3_q9___10,interview3,,Participant,http://purl.obolibrary.org/obo/EUPATH_0051832,Side effects of FP method worried about ,,,value,,,,PPFP Choices KenyaPP,,,,,,,,,63,
http://purl.obolibrary.org/obo/EUPATH_0051610,Needs to ask partner ,interview1::int_1_q18___3,interview1,,Participant,http://purl.obolibrary.org/obo/EUPATH_0051785,Reason for not receiving FP method,,,value,,,,PPFP Choices KenyaPP,,,,,,,,,165,
http://purl.obolibrary.org/obo/EUPATH_0051611,Needs to ask partner ,interview1::int_1_q17___3,interview1,,Participant,http://purl.obolibrary.org/obo/EUPATH_0051786,Reason for not receiving FP method chosen during ANC,,,value,,,,PPFP Choices KenyaPP,,,,,,,,,147,
http://purl.obolibrary.org/obo/EUPATH_0051612,Newborn care,interview1::int_1_q6b,interview1,,Participant,http://purl.obolibrary.org/obo/EUPATH_0051418,Healthcare provider discussed during childbirth stay,,"0=No, 1=Yes, 88=Don't know/Don't remember",value,,,,PPFP Choices KenyaPP,,,,,,,,,48,
http://purl.obolibrary.org/obo/EUPATH_0051613,No,interview3::int_3_q10n___0,interview3,,Participant,http://purl.obolibrary.org/obo/EUPATH_0051895,Whether FP discussed at infant immunization visit,,,value,,,,PPFP Choices KenyaPP,,,,,,,,,90,
http://purl.obolibrary.org/obo/EUPATH_0051614,No health improving or sustaining activities reported,interview3::int_3_q11g,interview3,,Participant,http://purl.obolibrary.org/obo/EUPATH_0051964,Health care,No activities reported,,variable,,,,PPFP Choices KenyaPP,,,,,,,,,108,new term
http://purl.obolibrary.org/obo/EUPATH_0051615,No Method ,interview3_othervisits::fp0,interview3_othervisits,,Participant,http://purl.obolibrary.org/obo/EUPATH_0051375,FP method received at health care visit,,,value,yes,,,PPFP Choices KenyaPP,,,,,,,,,17,
http://purl.obolibrary.org/obo/EUPATH_0051616,No Method ,interview3_imm_visits::fp0,interview3_imm_visits,,Participant,http://purl.obolibrary.org/obo/EUPATH_0051390,FP methods received at infant immunization visit,,,value,,,,PPFP Choices KenyaPP,,,,,,,,,9,
http://purl.obolibrary.org/obo/EUPATH_0051617,No provider available to offer method today,interview1::int_1_q18___11,interview1,,Participant,http://purl.obolibrary.org/obo/EUPATH_0051785,Reason for not receiving FP method,,,value,,,,PPFP Choices KenyaPP,,,,,,,,,173,
http://purl.obolibrary.org/obo/EUPATH_0051618,No provider available to offer method today,interview1::int_1_q17___11,interview1,,Participant,http://purl.obolibrary.org/obo/EUPATH_0051786,Reason for not receiving FP method chosen during ANC,,,value,,,,PPFP Choices KenyaPP,,,,,,,,,155,
http://purl.obolibrary.org/obo/EUPATH_0051619,Non routine health care visits,interview3_othervisits::had,interview3_othervisits,"Except for infant immunization visits, have you had any (other) meetings with any health care providers for yourself or your children within the first 12 months of the birth of your child?",Participant,http://purl.obolibrary.org/obo/EUPATH_0051964,Health care,,,variable,yes,,,PPFP Choices KenyaPP,,,,,,,,,4,new term
http://purl.obolibrary.org/obo/EUPATH_0051620,None,interview0::int_0_q57___0,interview0,,Participant,http://purl.obolibrary.org/obo/EUPATH_0051578,Medical conditions recorded in ANC booklet,May I please look at your antenatal care card/Mother Child Booklet?,,value,,,,PPFP Choices KenyaPP,,,,,,,,,250,
http://purl.obolibrary.org/obo/EUPATH_0051621,Number of months that passed between pregnancy end and menses return,interview3_ppp::monthmenses,interview3_ppp,"After this pregnancy ended, how many months passed before your first menstrual period started? ",Participant,http://purl.obolibrary.org/obo/EUPATH_0042004,Pregnancy,,,variable,,,,PPFP Choices KenyaPP,,,,,,,,,8,new term
http://purl.obolibrary.org/obo/EUPATH_0051622,Nurse,interview1::int_1_q8___3,interview1,,Participant,http://purl.obolibrary.org/obo/EUPATH_0051423,Healthcare provider who discussed FP at delivery visit,,,value,,,,PPFP Choices KenyaPP,,,,,,,,,56,
http://purl.obolibrary.org/obo/EUPATH_0051623,Other,interview0::int_0_q25___77,interview0,,Participant,http://purl.obolibrary.org/obo/EUPATH_0051368,FP method discussed by ANC provider,"During this antenatal care visit, what family planning methods did the healthcare provider or providers discuss with you? Other",,value,,,,PPFP Choices KenyaPP,,,,,,,,,62,
http://purl.obolibrary.org/obo/EUPATH_0051624,Other,interview0::int_0_q34d___77,interview0,,Participant,http://purl.obolibrary.org/obo/EUPATH_0051370,FP method planned after breastfeeding,,,value,,,,PPFP Choices KenyaPP,,,,,,,,,111,
http://purl.obolibrary.org/obo/EUPATH_0051625,Other,interview1::pre_int_q7___77,interview1,,Participant,http://purl.obolibrary.org/obo/EUPATH_0051371,FP method planned after delivery,What method had you decided to use?,,value,,,,PPFP Choices KenyaPP,,,,,,,,,29,
http://purl.obolibrary.org/obo/EUPATH_0051626,Other,interview0::int_0_q34___77,interview0,,Participant,http://purl.obolibrary.org/obo/EUPATH_0051372,FP method planned to initiate at childbirth facility,,,value,,,,PPFP Choices KenyaPP,,,,,,,,,90,
http://purl.obolibrary.org/obo/EUPATH_0051627,Other,interview1::int_1_q21a___77,interview1,,Participant,http://purl.obolibrary.org/obo/EUPATH_0051373,FP method planned to use,,,value,,,,PPFP Choices KenyaPP,,,,,,,,,194,
http://purl.obolibrary.org/obo/EUPATH_0051628,Other,interview1::int_1_q12___77,interview1,,Participant,http://purl.obolibrary.org/obo/EUPATH_0051374,FP method received after giving birth,,,value,,,,PPFP Choices KenyaPP,,,,,,,,,94,
http://purl.obolibrary.org/obo/EUPATH_0051629,Other,interview3_othervisits::fp77,interview3_othervisits,,Participant,http://purl.obolibrary.org/obo/EUPATH_0051375,FP method received at health care visit,,,value,yes,,,PPFP Choices KenyaPP,,,,,,,,,31,
http://purl.obolibrary.org/obo/EUPATH_0051630,Other,interview2::int_2_q18a1___77,interview2,,Participant,http://purl.obolibrary.org/obo/EUPATH_0051379,FP method started after leaving delivery facility,,,value,,,,PPFP Choices KenyaPP,,,,,,,,,123,
http://purl.obolibrary.org/obo/EUPATH_0051631,Other,interview1::int_1_q9___77,interview1,,Participant,http://purl.obolibrary.org/obo/EUPATH_0051387,FP methods considered after delivery,What methods have you considered with your health care provider after your delivery?,,value,,,,PPFP Choices KenyaPP,,,,,,,,,74,
http://purl.obolibrary.org/obo/EUPATH_0051632,Other,interview0::int_0_q44___77,interview0,,Participant,http://purl.obolibrary.org/obo/EUPATH_0051388,FP methods ever used,What are all the methods you have ever used in your lifetime?,,value,,,,PPFP Choices KenyaPP,,,,,,,,,162,
http://purl.obolibrary.org/obo/EUPATH_0051633,Other,interview3_imm_visits::fp77,interview3_imm_visits,,Participant,http://purl.obolibrary.org/obo/EUPATH_0051390,FP methods received at infant immunization visit,,,value,yes,,,PPFP Choices KenyaPP,,,,,,,,,22,new term
http://purl.obolibrary.org/obo/EUPATH_0051634,Other,interview1::int_1_q24___77,interview1,,Participant,http://purl.obolibrary.org/obo/EUPATH_0051394,FP side effects mentioned by provider,,,value,,,,PPFP Choices KenyaPP,,,,,,,,,226,
http://purl.obolibrary.org/obo/EUPATH_0051635,Other,interview1::int_1_q8___77,interview1,,Participant,http://purl.obolibrary.org/obo/EUPATH_0051423,Healthcare provider who discussed FP at delivery visit,,,value,,,,PPFP Choices KenyaPP,,,,,,,,,59,
http://purl.obolibrary.org/obo/EUPATH_0051636,Other,interview1::int_1_q13___77,interview1,,Participant,http://purl.obolibrary.org/obo/EUPATH_0051976,How to use breastfeeding to prevent pregnancy,,,value,,,,PPFP Choices KenyaPP,,,,,,,,,102,
http://purl.obolibrary.org/obo/EUPATH_0051636,Other,interview2::int_2_q6c___77,interview2,,Participant,http://purl.obolibrary.org/obo/EUPATH_0051976,How to use breastfeeding to prevent pregnancy,,,value,,,,PPFP Choices KenyaPP,,,,,,,,,36,
http://purl.obolibrary.org/obo/EUPATH_0051636,Other,interview0::int_0_q34b___77,interview0,,Participant,http://purl.obolibrary.org/obo/EUPATH_0051976,How to use breastfeeding to prevent pregnancy,Can you tell me what you mean when you say you will use breastfeeding? Please tell me how breastfeeding must be performed to prevent pregnancy.,,value,,,,PPFP Choices KenyaPP,,,,,,,,,98,
http://purl.obolibrary.org/obo/EUPATH_0051637,Other,interview0::int_0_q45___77,interview0,,Participant,http://purl.obolibrary.org/obo/EUPATH_0051533,Last FP method used before pregnancy,"What was the very last method you used before this pregnancy, even if you had stopped using it before getting pregnant?",,value,,,,PPFP Choices KenyaPP,,,,,,,,,176,
http://purl.obolibrary.org/obo/EUPATH_0051638,Other,interview1::pre_int_q5___77,interview1,,Participant,http://purl.obolibrary.org/obo/EUPATH_0051576,Medical conditions during pregnancy,What medical conditions were you told that you have?,,value,,,,PPFP Choices KenyaPP,,,,,,,,,15,
http://purl.obolibrary.org/obo/EUPATH_0051638,Other,interview0::int_0_q55___77,interview0,,Participant,http://purl.obolibrary.org/obo/EUPATH_0051576,Medical conditions during pregnancy,What medical conditions were you told that you have?,,value,,,,PPFP Choices KenyaPP,,,,,,,,,246,
http://purl.obolibrary.org/obo/EUPATH_0051639,Other,interview0::int_0_q57___77,interview0,,Participant,http://purl.obolibrary.org/obo/EUPATH_0051578,Medical conditions recorded in ANC booklet,May I please look at your antenatal care card/Mother Child Booklet?,,value,,,,PPFP Choices KenyaPP,,,,,,,,,258,
http://purl.obolibrary.org/obo/EUPATH_0051640,Other,interview2::int_2_q32___77,interview2,,Participant,http://purl.obolibrary.org/obo/EUPATH_0051585,Method being used at time of pregnancy,,,value,,,,PPFP Choices KenyaPP,,,,,,,,,206,
http://purl.obolibrary.org/obo/EUPATH_0051640,Other,interview0::int_0_q47b___77,interview0,,Participant,http://purl.obolibrary.org/obo/EUPATH_0051585,Method being used at time of pregnancy,,,value,,,,PPFP Choices KenyaPP,,,,,,,,,229,
http://purl.obolibrary.org/obo/EUPATH_0051641,Other,interview1::int_1_q15___77,interview1,,Participant,http://purl.obolibrary.org/obo/EUPATH_0051587,Method intended to use after LAM,,,value,,,,PPFP Choices KenyaPP,,,,,,,,,118,
http://purl.obolibrary.org/obo/EUPATH_0051642,Other,interview2::int_2_q23a___77,interview2,,Participant,http://purl.obolibrary.org/obo/EUPATH_0051592,Method started after second method,,,value,,,,PPFP Choices KenyaPP,,,,,,,,,168,
http://purl.obolibrary.org/obo/EUPATH_0051643,Other,interview0::int_0_35d___77,interview0,,Participant,http://purl.obolibrary.org/obo/EUPATH_0051729,Plan for avoiding pregnancy after giving birth,What are you planning to do?,,value,,,,PPFP Choices KenyaPP,,,,,,,,,140,
http://purl.obolibrary.org/obo/EUPATH_0051643,Other ,interview1::int_1_q16d___77,interview1,,Participant,http://purl.obolibrary.org/obo/EUPATH_0051729,Plan for avoiding pregnancy after giving birth,,,value,,,,PPFP Choices KenyaPP,,,,,,,,,141,
http://purl.obolibrary.org/obo/EUPATH_0051644,Other,interview1::int_1_q32___77,interview1,,Participant,http://purl.obolibrary.org/obo/EUPATH_0051781,Reason for dissatisfaction with FP experience,,,value,,,,PPFP Choices KenyaPP,,,,,,,,,242,
http://purl.obolibrary.org/obo/EUPATH_0051645,Other,interview0::int_0_q35a___77,interview0,,Participant,http://purl.obolibrary.org/obo/EUPATH_0051783,Reason for intending to use this FP method,Why do you intend to use this particular family planning method?,,value,,,,PPFP Choices KenyaPP,,,,,,,,,122,
http://purl.obolibrary.org/obo/EUPATH_0051646,Other,interview0::int_0_35b___77,interview0,,Participant,http://purl.obolibrary.org/obo/EUPATH_0051784,Reason for not intending to use FP after birth,Why do you intend not to use family planning after birth?,,value,,,,PPFP Choices KenyaPP,,,,,,,,,133,
http://purl.obolibrary.org/obo/EUPATH_0051647,Other,interview1::int_1_q18___77,interview1,,Participant,http://purl.obolibrary.org/obo/EUPATH_0051785,Reason for not receiving FP method,,,value,,,,PPFP Choices KenyaPP,,,,,,,,,177,
http://purl.obolibrary.org/obo/EUPATH_0051648,Other,interview1::int_1_q17___77,interview1,,Participant,http://purl.obolibrary.org/obo/EUPATH_0051786,Reason for not receiving FP method chosen during ANC,,,value,,,,PPFP Choices KenyaPP,,,,,,,,,159,
http://purl.obolibrary.org/obo/EUPATH_0051649,Other,interview3::int_3_q8___77,interview3,,Participant,http://purl.obolibrary.org/obo/EUPATH_0051831,Side effects experienced with FP method,,,value,,,,PPFP Choices KenyaPP,,,,,,,,,51,
http://purl.obolibrary.org/obo/EUPATH_0051649,Other,interview2::int_2_q8___77,interview2,,Participant,http://purl.obolibrary.org/obo/EUPATH_0051831,Side effects experienced with FP method,,,value,,,,PPFP Choices KenyaPP,,,,,,,,,66,
http://purl.obolibrary.org/obo/EUPATH_0051650,Other,interview3::int_3_q9___77,interview3,,Participant,http://purl.obolibrary.org/obo/EUPATH_0051832,Side effects of FP method worried about ,,,value,,,,PPFP Choices KenyaPP,,,,,,,,,85,
http://purl.obolibrary.org/obo/EUPATH_0051651,Other,interview1::int_1_q16a___77,interview1,,Participant,http://purl.obolibrary.org/obo/EUPATH_0051899,Who made final decision about FP method,,,value,,,,PPFP Choices KenyaPP,,,,,,,,,126,
http://purl.obolibrary.org/obo/EUPATH_0051651,Other,interview0::int_0_q46a___77,interview0,,Participant,http://purl.obolibrary.org/obo/EUPATH_0051899,Who made final decision about FP method,,,value,,,,PPFP Choices KenyaPP,,,,,,,,,184,
http://purl.obolibrary.org/obo/EUPATH_0051652,Other,interview1::int_1_q16b___77,interview1,,Participant,http://purl.obolibrary.org/obo/EUPATH_0051900,Who made final decision to not use FP method,Who made the final decision about you not using a method?,,value,,,,PPFP Choices KenyaPP,,,,,,,,,134,
http://purl.obolibrary.org/obo/EUPATH_0051652,Other,interview0::int_0_q46e___77,interview0,,Participant,http://purl.obolibrary.org/obo/EUPATH_0051900,Who made final decision to not use FP method,,,value,,,,PPFP Choices KenyaPP,,,,,,,,,211,
http://purl.obolibrary.org/obo/EUPATH_0051653,Other current contraceptive method specified,interview3::q7b_other4,interview3,,Participant,http://purl.obolibrary.org/obo/EUPATH_0047006,Family planning,,,variable,yes,,,PPFP Choices KenyaPP,,,,,,,,,25,new term
http://purl.obolibrary.org/obo/EUPATH_0051653,Other current contraceptive method specified,interview2::int_2_q4a_other,interview2,,Participant,http://purl.obolibrary.org/obo/EUPATH_0047006,Family planning,Other method,,variable,,,,PPFP Choices KenyaPP,,,,,,,,,20,
http://purl.obolibrary.org/obo/EUPATH_0051654,Other FP method considered after delivery,interview1::int_1_q9other,interview1,,Participant,http://purl.obolibrary.org/obo/EUPATH_0047006,Family planning,Other method,,variable,,,,PPFP Choices KenyaPP,,,,,,,,,77,new term
http://purl.obolibrary.org/obo/EUPATH_0051655,Other FP method discussed by ANC provider specified,interview0::int_0_q25other,interview0,,Participant,http://purl.obolibrary.org/obo/EUPATH_0047006,Family planning,Other specify,,variable,,,,PPFP Choices KenyaPP,,,,,,,,,64,new term
http://purl.obolibrary.org/obo/EUPATH_0051656,Other FP method planned after breastfeeding specified,interview0::int_0_q34d_other,interview0,,Participant,http://purl.obolibrary.org/obo/EUPATH_0047006,Family planning,Other specify,,variable,,,,PPFP Choices KenyaPP,,,,,,,,,113,new term
http://purl.obolibrary.org/obo/EUPATH_0051657,Other FP method planned after delivery,interview1::pre_int_q7other,interview1,,Participant,http://purl.obolibrary.org/obo/EUPATH_0047006,Family planning,Other specify,,variable,,,,PPFP Choices KenyaPP,,,,,,,,,32,new term
http://purl.obolibrary.org/obo/EUPATH_0051658,Other FP method planned to initiate at childbirth facility specified,interview0::int_0_q34a_other,interview0,,Participant,http://purl.obolibrary.org/obo/EUPATH_0047006,Family planning,Other specify,,variable,,,,PPFP Choices KenyaPP,,,,,,,,,93,new term
http://purl.obolibrary.org/obo/EUPATH_0051659,Other FP method planned to use,interview1::int_1_q21a_other,interview1,,Participant,http://purl.obolibrary.org/obo/EUPATH_0047006,Family planning,,,value,,,,PPFP Choices KenyaPP,,,,,,,,,196,
http://purl.obolibrary.org/obo/EUPATH_0051660,Other FP method question number,interview3_otherfp::otherfp,interview3_otherfp,,Participant,http://purl.obolibrary.org/obo/EUPATH_0010035,Administrative information,,,variable,yes,,,PPFP Choices KenyaPP,,,,,,,,,3,
http://purl.obolibrary.org/obo/EUPATH_0051661,Other FP method received at infant immunization visit,interview3_imm_visits::fpother,interview3_imm_visits,,Participant,http://purl.obolibrary.org/obo/EUPATH_0047006,Family planning,,,variable,yes,,,PPFP Choices KenyaPP,,,,,,,,,23,
http://purl.obolibrary.org/obo/EUPATH_0051662,Other FP method received at visit,interview3_othervisits::fpother,interview3_othervisits,,Participant,http://purl.obolibrary.org/obo/EUPATH_0051375,FP method received at health care visit,,,variable,yes,,yes,PPFP Choices KenyaPP,,,,,,,,,34,new term
http://purl.obolibrary.org/obo/EUPATH_0051663,Other FP method referred for ,interview1::int_1_q10bother,interview1,,Participant,http://purl.obolibrary.org/obo/EUPATH_0047006,Family planning,Other methods,,variable,,,,PPFP Choices KenyaPP,,,,,,,,,80,new term
http://purl.obolibrary.org/obo/EUPATH_0051664,Other FP method started after leaving delivery facility,interview2::int_2_q18a1_other,interview2,,Participant,http://purl.obolibrary.org/obo/EUPATH_0047006,Family planning,Other specify,,variable,,,,PPFP Choices KenyaPP,,,,,,,,,125,
http://purl.obolibrary.org/obo/EUPATH_0051665,Other FP method used in the past specified,interview0::int_0_q44other,interview0,,Participant,http://purl.obolibrary.org/obo/EUPATH_0047006,Family planning,Other contraceptive method used in the past,,variable,,,,PPFP Choices KenyaPP,,,,,,,,,164,new term
http://purl.obolibrary.org/obo/EUPATH_0051666,Other FP side effects mentioned by provider,interview1::int_1_q24other,interview1,,Participant,http://purl.obolibrary.org/obo/EUPATH_0047006,Family planning,Other side effects,,variable,,,,PPFP Choices KenyaPP,,,,,,,,,228,
http://purl.obolibrary.org/obo/EUPATH_0051667,Other health care provider for immunization visit,interview3_imm_visits::whoother,interview3_imm_visits,,Participant,http://purl.obolibrary.org/obo/EUPATH_0051964,Health care,,,variable,yes,,,,,,,,,,,,8,new multifilter term
http://purl.obolibrary.org/obo/EUPATH_0051668,Other health care provider for visit,interview3_othervisits::typeother,interview3_othervisits,,Participant,http://purl.obolibrary.org/obo/EUPATH_0051964,Health care,,,variable,yes,,,PPFP Choices KenyaPP,,,,,,,,,14,new term
http://purl.obolibrary.org/obo/EUPATH_0051669,Other healthcare provider for ANC specified,interview0::int_0_q16other,interview0,,Participant,http://purl.obolibrary.org/obo/EUPATH_0047002,Antenatal and postnatal care,Other specify,,variable,,,,PPFP Choices KenyaPP,,,,,,,,,42,new term
http://purl.obolibrary.org/obo/EUPATH_0051670,Other healthcare provider for delivery,interview1::int_1_q3other,interview1,Other person who delivered your baby,Participant,http://purl.obolibrary.org/obo/EUPATH_0042001,Labor and delivery,Other person who delivered your baby,,variable,,,,PPFP Choices KenyaPP,,,,,,,,,44,new term
http://purl.obolibrary.org/obo/EUPATH_0051671,Other healthcare provider who discussed FP at delivery visit,interview1::int_1_q8other,interview1,,Participant,http://purl.obolibrary.org/obo/EUPATH_0047006,Family planning,Other providers,,variable,,,,PPFP Choices KenyaPP,,,,,,,,,62,new term
http://purl.obolibrary.org/obo/EUPATH_0051672,Other location of health care visit,interview3_othervisits::whereother,interview3_othervisits,,Participant,http://purl.obolibrary.org/obo/EUPATH_0051964,Health care,,,variable,yes,,,PPFP Choices KenyaPP,,,,,,,,,12,new term
http://purl.obolibrary.org/obo/EUPATH_0051673,Other location of immunization visit,interview3_imm_visits::whereother,interview3_imm_visits,,Participant,http://purl.obolibrary.org/obo/EUPATH_0051964,Health care,,,variable,yes,,,PPFP Choices KenyaPP,,,,,,,,,6,"new category under ""Participant"""
http://purl.obolibrary.org/obo/EUPATH_0051674,Other medical condition during pregnancy,interview1::pre_int_q5other,interview1,,Participant,http://purl.obolibrary.org/obo/EUPATH_0042004,Pregnancy,Other specify,,variable,yes,,,PPFP Choices KenyaPP,,,,,,,,,16,new term
http://purl.obolibrary.org/obo/EUPATH_0051674,Other medical condition during pregnancy,interview0::int_0_q55other,interview0,,Participant,http://purl.obolibrary.org/obo/EUPATH_0042004,Pregnancy,Other medical condition,,variable,,,,PPFP Choices KenyaPP,,,,,,,,,248,new term
http://purl.obolibrary.org/obo/EUPATH_0051675,Other medical condition listed,interview0::int_0_q57_other,interview0,,Participant,http://purl.obolibrary.org/obo/EUPATH_0042004,Pregnancy,Other medical condition,,variable,,yes,,PPFP Choices KenyaPP,,,,,,,,,259,new term
http://purl.obolibrary.org/obo/EUPATH_0051676,Other meetings with health care providers number,interview3_othervisits::othervisit,interview3_othervisits,,Participant,http://purl.obolibrary.org/obo/EUPATH_0051897,Whether FP received at infant immunization visit,,,variable,yes,,,PPFP Choices KenyaPP,,,,,,,,,3,new term
http://purl.obolibrary.org/obo/EUPATH_0051677,Other method before last pregnancy,interview0::int_0_q45other,interview0,,Participant,http://purl.obolibrary.org/obo/EUPATH_0047006,Family planning,Other method before last pregnancy,,variable,,,,PPFP Choices KenyaPP,,,,,,,,,178,new term
http://purl.obolibrary.org/obo/EUPATH_0051678,Other method being used at time of pregnancy specified,interview0::int_0_47bother,interview0,,Participant,http://purl.obolibrary.org/obo/EUPATH_0047006,Family planning,Other avoid pregnancy,,variable,,,,PPFP Choices KenyaPP,,,,,,,,,231,new term
http://purl.obolibrary.org/obo/EUPATH_0051679,Other method intended to use after LAM specified,interview1::int_1_q15other,interview1,,Participant,http://purl.obolibrary.org/obo/EUPATH_0047006,Family planning,Other method,,variable,,,,PPFP Choices KenyaPP,,,,,,,,,121,new term
http://purl.obolibrary.org/obo/EUPATH_0051680,"Other payment source for antenatal care, delivery and postnatal care specified",interview0::pp_del_q8other,interview0,,Participant,http://purl.obolibrary.org/obo/EUPATH_0047002,Antenatal and postnatal care,Other specify,,variable,,,,PPFP Choices KenyaPP,,,,,,,,,26,new term
http://purl.obolibrary.org/obo/EUPATH_0051681,Other people for whom health improving or sustaining activities were done,interview3::int_3_q11e,interview3,,Participant,http://purl.obolibrary.org/obo/EUPATH_0051964,Health care,"For others, whom?",,variable,,,,PPFP Choices KenyaPP,,,,,,,,,106,new term
http://purl.obolibrary.org/obo/EUPATH_0051682,Other person responsible for decision to not use FP,interview1::int_1_q16bother,interview1,,Participant,http://purl.obolibrary.org/obo/EUPATH_0051900,Who made final decision to not use FP method,Other person specify,,variable,yes,,,PPFP Choices KenyaPP,,,,,,,,,137,new term
http://purl.obolibrary.org/obo/EUPATH_0051683,Other person responsible for decision to not use FP specified,interview0::int_0_46eother,interview0,,Participant,http://purl.obolibrary.org/obo/EUPATH_0047006,Family planning,Other final decision 2,,variable,yes,,,PPFP Choices KenyaPP,,,,,,,,,213,new term
http://purl.obolibrary.org/obo/EUPATH_0051684,Other person responsible for FP method decision,interview1::int_1_q16other,interview1,,Participant,http://purl.obolibrary.org/obo/EUPATH_0047006,Family planning,Other person who choses,,variable,yes,,,PPFP Choices KenyaPP,,,,,,,,,129,new term
http://purl.obolibrary.org/obo/EUPATH_0051685,Other person responsible for FP method decision specified,interview0::int_0_q46aother,interview0,,Participant,http://purl.obolibrary.org/obo/EUPATH_0047006,Family planning,Other person responsible,,variable,,,,PPFP Choices KenyaPP,,,,,,,,,186,
http://purl.obolibrary.org/obo/EUPATH_0051686,Other place to receive FP method,interview1::int_1_q20other,interview1,,Participant,http://purl.obolibrary.org/obo/EUPATH_0047006,Family planning,,,variable,yes,,,PPFP Choices KenyaPP,,,,,,,,,183,new term
