IRI,label,clinEpi_label,definition,category,parentIRI,parentLabel,termType,unitLabel,unitIRI,replaces
http://purl.obolibrary.org/obo/VEuGEO_0049705,Mopani,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0028449,Mopeia,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0027846,Mopti (Mopti),,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0033808,Mora (Portugal),,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0021793,Moradabad,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0019238,Morales (Guatemala),,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0018380,Morbihan,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0044875,Morgan (Alabama),,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0012972,Morges,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0021233,Morigaon,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0029610,Moro,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0043737,Morogoro Urban,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0031537,Morong (Bataan),,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0013400,Moronou,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0043910,Moroto (Lira),,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0028450,Morrumbala,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0028360,Morrumbene,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0043695,Moshi Rural,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0043696,Moshi Urban,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0036897,Mosnita Noua,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0024702,Mosop,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0010446,Mossoró,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0041002,Motala,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0006106,Mouhoun,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0013446,Moungo,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0005421,Mount Barker,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0033743,Moura,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0033809,Mourão,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0014239,Moñitos,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0005885,Mpanda (Burundi),,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0018489,Mpassa,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0041205,Mpholonjeni,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0049740,MPongwe,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0049779,Mpulungu,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0043660,Mpwapwa,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0024608,Msambweni,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0043743,Mtwara Urban,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0025194,Muan,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0041511,Muang Chanthaburi,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0041530,Muang Chiang Mai,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0041562,Muang Chon Buri,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0041570,Muang Chumphon,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0041609,Muang Kanchanaburi,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0041649,Muang Krabi,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0041658,Muang Lampang,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0041670,Muang Lamphun,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0041677,Muang Loei,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0041701,Muang Mae Hong Son,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0041726,Muang Nakhon Nayok,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0041788,Muang Nakhon Sawan,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0041806,Muang Nakhon Si Thammarat,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0041836,Muang Narathiwat,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0041879,Muang Pattani,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0041889,Muang Phangnga,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0041899,Muang Phatthalung,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0041931,Muang Phetchaburi,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0041949,Muang Phitsanulok,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0041972,Muang Phrae,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0041983,Muang Prachin Buri,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0041993,Muang Prachuap Khiri Khan,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0042000,Muang Ranong,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0042006,Muang Ratchaburi,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0042016,Muang Rayong,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0042055,Muang Sakon Nakhon,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0042083,Muang Saraburi,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0042095,Muang Satun,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0042202,Muang Tak,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0042210,Muang Trang,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0042223,Muang Trat,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0042237,Muang Ubon Ratchatani,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0042256,Muang Udon Thani,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0042272,Muang Uthai Thani,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0042280,Muang Uttaradit,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0042290,Muang Yala,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0009176,Muaná,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0049818,Mudzi,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0049741,Mufulira,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0043816,Muheza,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0024593,Muhoroni,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0043950,Mukono (Mukono),,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0028954,Mukwe,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0043678,Muleba,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0031113,Multan,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0021536,Mumbai Suburban,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0049731,Mumbwa,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0024549,Mumias West,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0049780,Mungwi,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0025122,Mungyeong,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0034917,Municipiul Bucuresti,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0041162,Munkedal,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0018018,Murcia (Spain),,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0035252,Murfatlar,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0012828,Muri,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0039455,Muromskiy rayon,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0005424,Murray Bridge,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0043254,Musabeyli,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0039649,Musanze,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0045313,Muscogee,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0027989,Muse,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0043718,Musoma Urban,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0046456,Musselshell,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0049805,Mutare,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0049806,Mutasa,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0049820,Mutoko,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0004228,Muxima,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0013470,Mvila,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0024662,Mvita,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0043738,Mvomero,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0005987,Mwakiro,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0000892,Mwali,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0043697,Mwanga,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0024579,Mwea,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0043903,Mwenge,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0049754,Mwense,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0027962,Myingyan,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0027948,Myitkyina,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0044371,Mykola‹vs'ka,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0027939,Myoungmya,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0021445,Mysore,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0017973,Málaga (Spain),,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0039777,Médina Yoro Foula,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0027705,Mérida (Mexico),,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0033742,Mértola,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0005740,Mödling,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0015161,Mělník,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0049075,Mộc Châu,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0006052,N'Dali,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0041306,N'Djamena (Chari-Baguirmi),,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0041350,N'Djamena (Ville de N'Djamena),,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0025501,N. Palatha East,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0042238,Na Chaluai,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0041826,Na Noi,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0021616,Nabarangapur,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0025502,Nachchadoowa,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0039929,Nafinua,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0021234,Nagaon,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0021699,Nagappattinam,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0023656,Nagasaki,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0020619,Nagykálló,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0039865,Naha (Solomon Islands),,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0006123,Nahouri,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0039700,Nahr Atbara,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0021819,Nainital,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0024693,Naivasha,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0002991,Najran,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0024694,Nakuru Town East,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0025278,Nalae,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0025597,Nallur,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0041921,Nam Nao,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0042281,Nam Pat,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0049015,Nam Trà My,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0042239,Nam Yun,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0028451,Namacurra,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0033109,Namatanai,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0024508,Nambale,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0025160,Namdong,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0006116,Namentenga,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0004363,Namibe (Namibe),,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0028398,Nampula (Nampula),,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0043779,Namtumbo,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0033313,Namysłów,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0014862,Nandayure,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0024703,Nandi Hills,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0039957,Nanggu-Lord Howe,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0013209,Nanjing,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0023810,Nanjō,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0013117,Nanning,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0013065,Nanping,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0013164,Nanyang,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0022354,Napoli,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0005360,Napranum,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0027840,Nara (Mali),,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0025675,Narammala,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0004089,Narang Wa Badil,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0006175,Narayanganj,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0006631,Narciso Campero,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0024707,Narok East,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0024710,Narok West,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0029509,Nassaraw,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0010447,Natal,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0045970,Natchitoches,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0033107,National Capital District (National Capital District),,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
