"colOrder","variable","dataFile","IRI","label","definition","category","parentIRI","parentLabel","codebookDescription","codebookValues","termType","notesForOnt","repeated","is_temporal","mergeKey","dataSet","unitLabel","unitIRI","is_featured","hidden","scale","defaultDisplayRangeMin","defaultDisplayRangeMax","defaultBinWidth","forceStringType"
"37","raw_cati_tl_follow_up::ctl_hysterectomy_7days","raw_cati_tl_follow_up","","Hysterectomy in 7 days after delivery","Participant had an operation to remove her uterus or womb within 7 days after delivery","Participant","OGMS_0000090","Treatment","Did the operation occur within 7 days after delivery?","1","variable","","","","","BetterBirth","","","","","","","","",""
"38","raw_cati_tl_follow_up::ctl_stroke","raw_cati_tl_follow_up","","Stroke or paralysis","","Participant","EUPATH_0021002","Symptoms","Have a stroke (paralysis) during or after delivery at any time up until now?","1","value","","","","","BetterBirth","","","","","","","","",""
"39","raw_cati_tl_follow_up::ctl_stroke_7days","raw_cati_tl_follow_up","","Stroke or paralysis","","Participant","","Symptoms in 7 days after delivery","Did the stroke occur within 7 days after delivery?","1","value","","","","","BetterBirth","","","","","","","","",""
"40","raw_cati_tl_follow_up::ctl_bleeding","raw_cati_tl_follow_up","","Bleeding","","Participant","EUPATH_0021002","Symptoms","Lot of bleeding during or after delivery at any time up until now?","1","value","","","","","BetterBirth","","","","","","","","",""
"41","raw_cati_tl_follow_up::ctl_bleeding_amount","raw_cati_tl_follow_up","","Heavy bleeding","If the participant had bleeding, whether it wet her clothes, the bed, or the floor","Participant","EUPATH_0000309","Signs and symptoms","Did the blood wet her clothes, the bed, or the floor?","1","variable","","","","","BetterBirth","","","","","","","","",""
"42","raw_cati_tl_follow_up::ctl_bleeding_7days","raw_cati_tl_follow_up","","Bleeding","","Participant","","Symptoms in 7 days after delivery","Did this bleeding occur within 7 days after delivery?","1","value","","","","","BetterBirth","","","","","","","","",""
"43","raw_cati_tl_follow_up::ctl_baby_return","raw_cati_tl_follow_up","","Child returned to health facility","After the infant was born and left the facility, whether they were brought back to a health care facility because of a problem","Participant","EUPATH_0042347","Child hospitalization","After the baby left the facility to go home, did anyone have to bring the baby back to a health care facility because of a problem?","1","variable","","","","","BetterBirth","","","","","","","","",""
"44","raw_cati_tl_follow_up::ctl_baby_return_7days","raw_cati_tl_follow_up","","Child returned to health facility within 7 days after birth","After the infant was born and left the facility, whether they were brought back to a health care facility within 7 days of birth because of a problem","Participant","EUPATH_0042347","Child hospitalization","Did this visit to a health care facility occur within 7 days of delivery?","1","variable","","","","","BetterBirth","","","","","","","","",""
"45","raw_cati_tl_follow_up::ctl_mother_return","raw_cati_tl_follow_up","","Returned to health facility","After the participant left the facility following delivery, whether she had to go back to a health care facility because of a problem","Participant","EUPATH_0000308","Hospitalization","After the mother left the facility, did she have to go back to a health care facility because of a problem?","1","variable","","","","","BetterBirth","","","","","","","","",""
"46","raw_cati_tl_follow_up::ctl_mother_return_7days","raw_cati_tl_follow_up","","Returned to health facility within 7 days after delivery","After the participant left the facility, whether she had to go back to a health care facility within 7 days of delivery due to a problem","Participant","EUPATH_0000308","Hospitalization","Did she have to visit the health care facility within 7 days of delivery?","1","variable","","","","","BetterBirth","","","","","","","","",""
"47","raw_cati_tl_follow_up::ctl_patient_facility_satis","raw_cati_tl_follow_up","","Satisfied with care","How satisfied the participant is with the care they received at this facility","Participant","EUPATH_0015677","Health care attitudes","How satisfied are you with the care you received at this facility?","1","variable","","","","","BetterBirth","","","","","","","","",""
"48","raw_cati_tl_follow_up::ctl_patient_recommend_fac","raw_cati_tl_follow_up","","Recommend health center","How likely the participant is to recommend this facility to their friends or family for their delivery","Participant","EUPATH_0015677","Health care attitudes","How likely are you to recommend this facility to your friends or family for their delivery?","1","variable","","","","","BetterBirth","","","","","","","","",""
"49","raw_cati_tl_follow_up::ctl_pexp_danger_signs_resp","raw_cati_tl_follow_up","","Taught delivery complications","Before leaving the hospital, whether the participant was told to look for complications for which you should seek medical help","Participant","EUPATH_0015677","Health care attitudes","Before you left the hospital, were you told to look for complications for which you should seek medical help? (Listen for respondent to mention any of the acceptable danger signs listed for mother or for baby)","1","variable","","","","","BetterBirth","","","","","","","","",""
"52","raw_cati_tl_follow_up::arm_name","raw_cati_tl_follow_up","EUPATH_0044124","Cluster study arm","","Community","","","which arm the site is in (control; intervention)","0","variable","","","","","BetterBirth","","","","","","","","",""
"53","raw_cati_tl_follow_up::pair_name","raw_cati_tl_follow_up","","Health center matched pair","","Community","EUPATH_0051003","Health center level information","pair to which the site belongs","","variable","","","","","BetterBirth","","","","","","","","",""
"4","raw_cati_tl_remote_home_visit::ctlrhv_started_call","raw_cati_tl_remote_home_visit","EUPATH_0015469","Interview status","","Participant","","","Able to start call?","1","variable","","","","","BetterBirth","","","","","","","","",""
"5","raw_cati_tl_remote_home_visit::ctlrhv_response_person","raw_cati_tl_remote_home_visit","EUPATH_0010123","Interviewee's relationship to participant","","Participant","","","Responses received from:","1","variable","","","","","BetterBirth","","","","","","","","",""
"8","raw_cati_tl_remote_home_visit::ctlrhv_delivery_type","raw_cati_tl_remote_home_visit","EUPATH_0000581","Delivery mode","","Participant","","","Type of Delivery","1","variable","","","","","BetterBirth","","","","","","","","",""
"9","raw_cati_tl_remote_home_visit::ctlrhv_delivery_date","raw_cati_tl_remote_home_visit","EUPATH_0042043","Delivery date","","Participant","","","Date of Delivery","0","variable","","","","","BetterBirth","","","","","","","","",""
"10","raw_cati_tl_remote_home_visit::ctlrhv_num_of_births","raw_cati_tl_remote_home_visit","EUPATH_0042087","Infant count","","Participant","","","How many babies were born during this delivery (including those who were not born alive)?","0","variable","","","","","BetterBirth","","","","","","","","",""
"11","raw_cati_tl_remote_home_visit::ctlrhv_baby_alive_at_discharge","raw_cati_tl_remote_home_visit","","Infant alive at discharge","","Participant","EUPATH_0042001","Labor and delivery","Baby alive leaving facility or referral facility?","1","variable","","","","","BetterBirth","","","","","","","","",""
"12","raw_cati_tl_remote_home_visit::ctlrhv_num_stillborn_dead_babies","raw_cati_tl_remote_home_visit","","Dead infant count","","Participant","EUPATH_0042001","Labor and delivery","Number Babies Dead at facility or referral facility","1","variable","","","","","BetterBirth","","","","","","","","",""
"13","raw_cati_tl_remote_home_visit::ctlrhv_maternal_death_occurred","raw_cati_tl_remote_home_visit","EUPATH_0038398","Vital status","","Participant","","","How is the mother's health?","","variable","","","","","BetterBirth","","","","","","","","",""
"14","raw_cati_tl_remote_home_visit::ctlrhv_maternal_death_7days","raw_cati_tl_remote_home_visit","","Died within 7 days of delivery","","Participant","EUPATH_0000671","Death information","Did the death occur within 7 days after delivery?","","variable","","","","","BetterBirth","","","","","","","","",""
"15","raw_cati_tl_remote_home_visit::ctlrhv_baby1_death","raw_cati_tl_remote_home_visit","EUPATH_0049850","Child vital status","","Participant","EUPATH_0042396","Child observation details","How is the baby's health?","","variable","","","","","BetterBirth","","","","","","","","",""
"16","raw_cati_tl_remote_home_visit::ctlrhv_baby1_death_7days","raw_cati_tl_remote_home_visit","","Child died within 7 days of delivery","","Participant","EUPATH_0042389","Child death information","Did the death occur within 7 days after delivery?","","variable","","","","","BetterBirth","","","","","","","","",""
"17","raw_cati_tl_remote_home_visit::ctlrhv_baby2_death","raw_cati_tl_remote_home_visit","","Child 2 vital status","","Participant","EUPATH_0042396","Child observation details","How is the baby's health (Baby 2)?","","variable","","","","","BetterBirth","","","","","","","","",""
"18","raw_cati_tl_remote_home_visit::ctlrhv_baby2_death_7days","raw_cati_tl_remote_home_visit","","Child 2 died within 7 days of delivery","","Participant","EUPATH_0042389","Child death information","Did the death occur within 7 days after delivery (Baby 2)?","","variable","","","","","BetterBirth","","","","","","","","",""
"19","raw_cati_tl_remote_home_visit::ctlrhv_baby3_death","raw_cati_tl_remote_home_visit","","Child 3 vital status","","Participant","EUPATH_0042396","Child observation details","How is the baby's health (Baby 3)?","","variable","","","","","BetterBirth","","","","","","","","",""
"20","raw_cati_tl_remote_home_visit::ctlrhv_baby3_death_7days","raw_cati_tl_remote_home_visit","","Child 3 died within 7 days of delivery","","Participant","EUPATH_0042389","Child death information","Did the death occur within 7 days after delivery (Baby 3)?","","variable","","","","","BetterBirth","","","","","","","","",""
"21","raw_cati_tl_remote_home_visit::ctlrhv_fits","raw_cati_tl_remote_home_visit","SYMP_0000124","Seizures","","Participant","EUPATH_0021002","Symptoms","Fits/Seizure during or after delivery at any time up until now","1","value","","","","","BetterBirth","","","","","","","","",""
"22","raw_cati_tl_remote_home_visit::ctlrhv_fits_7days","raw_cati_tl_remote_home_visit","","Seizures","","Participant","","Symptoms in 7 days after delivery","Did the seizure occur within 7 days after delivery?","1","value","","","","","BetterBirth","","","","","","","","",""
"23","raw_cati_tl_remote_home_visit::ctlrhv_loss_consciousness","raw_cati_tl_remote_home_visit","","Loss of consciousness","","Participant","EUPATH_0021002","Symptoms","Loss of consciousness for > 1 hours during or after delivery at any time up until now?","1","value","","","","","BetterBirth","","","","","","","","",""
"24","raw_cati_tl_remote_home_visit::ctlrhv_loss_consciousness_7days","raw_cati_tl_remote_home_visit","","Loss of consciousness","","Participant","","Symptoms in 7 days after delivery","Did this unconsciousness occur within 7 days after delivery?","1","value","","","","","BetterBirth","","","","","","","","",""
"25","raw_cati_tl_remote_home_visit::ctlrhv_loss_consciousness_conf","raw_cati_tl_remote_home_visit","","Unconscious for >1 hour","Confirmation that any loss of consciousness was for >1 hour","Participant","EUPATH_0000309","Signs and symptoms","Reconfirm that unconsciousness was for at least an hour","1","variable","","","","","BetterBirth","","","","","","","","",""
"26","raw_cati_tl_remote_home_visit::ctlrhv_fever","raw_cati_tl_remote_home_visit","EUPATH_0000100","Subjective fever","","Participant","EUPATH_0021002","Symptoms","Fever during or after delivery at any time up until now?","1","value","","","","","BetterBirth","","","","","","","","",""
"27","raw_cati_tl_remote_home_visit::ctlrhv_fever_smelly_discharge","raw_cati_tl_remote_home_visit","","Smelly vaginal discharge ","","Participant","EUPATH_0021002","Symptoms","Did this fever come with a smelly vaginal discharge?","1","value","","","","","BetterBirth","","","","","","","","",""
"28","raw_cati_tl_remote_home_visit::ctlrhv_fever_7days","raw_cati_tl_remote_home_visit","","Subjective fever","","Participant","","Symptoms in 7 days after delivery","Did the fever occur within 7 days after delivery?","1","value","","","","","BetterBirth","","","","","","","","",""
"29","raw_cati_tl_remote_home_visit::ctlrhv_transfusion","raw_cati_tl_remote_home_visit","EUPATH_0021160","Blood transfusion","Participant received a blood transfusion during or after delivery at any time up until the follow-up interview","Participant","","","Receive a blood transfusion during or after delivery at any time up until now?","1","variable","","","","","BetterBirth","","","","","","","","",""
"30","raw_cati_tl_remote_home_visit::ctlrhv_transfusion_7days","raw_cati_tl_remote_home_visit","","Blood transfusion in 7 days after delivery","Participant received a blood transfusion within 7 days after delivery","Participant","OGMS_0000090","Treatment","Did the blood transfusion occur within 7 days after delivery?","1","variable","","","","","BetterBirth","","","","","","","","",""
"31","raw_cati_tl_remote_home_visit::ctlrhv_hysterectomy","raw_cati_tl_remote_home_visit","","Hysterectomy","Participant had an operation to remove her uterus or womb at any time after delivery up until the follow-up interview","Participant","OGMS_0000090","Treatment","Have an operation to remove her uterus or womb at any time after delivery up until now?","1","variable","","","","","BetterBirth","","","","","","","","",""
"32","raw_cati_tl_remote_home_visit::ctlrhv_hysterectomy_7days","raw_cati_tl_remote_home_visit","","Hysterectomy in 7 days after delivery","Participant had an operation to remove her uterus or womb within 7 days after delivery","Participant","OGMS_0000090","Treatment","Did the operation occur within 7 days after delivery?","1","variable","","","","","BetterBirth","","","","","","","","",""
"33","raw_cati_tl_remote_home_visit::ctlrhv_stroke","raw_cati_tl_remote_home_visit","","Stroke or paralysis","","Participant","EUPATH_0021002","Symptoms","Have a stroke (paralysis) during or after delivery at any time up until now?","1","value","","","","","BetterBirth","","","","","","","","",""
"34","raw_cati_tl_remote_home_visit::ctlrhv_stroke_7days","raw_cati_tl_remote_home_visit","","Stroke or paralysis","","Participant","","Symptoms in 7 days after delivery","Did the stroke occur within 7 days after delivery?","1","value","","","","","BetterBirth","","","","","","","","",""
"35","raw_cati_tl_remote_home_visit::ctlrhv_bleeding","raw_cati_tl_remote_home_visit","","Bleeding","","Participant","EUPATH_0021002","Symptoms","Lot of bleeding during or after delivery at any time up until now?","1","value","","","","","BetterBirth","","","","","","","","",""
"36","raw_cati_tl_remote_home_visit::ctlrhv_bleeding_amount","raw_cati_tl_remote_home_visit","","Heavy bleeding","If the participant had bleeding, whether it wet her clothes, the bed, or the floor","Participant","EUPATH_0000309","Signs and symptoms","Did the blood wet her clothes, the bed, or the floor?","1","variable","","","","","BetterBirth","","","","","","","","",""
"37","raw_cati_tl_remote_home_visit::ctlrhv_bleeding_7days","raw_cati_tl_remote_home_visit","","Bleeding","","Participant","","Symptoms in 7 days after delivery","Did this bleeding occur within 7 days after delivery?","1","value","","","","","BetterBirth","","","","","","","","",""
"38","raw_cati_tl_remote_home_visit::ctlrhv_baby_return","raw_cati_tl_remote_home_visit","","Child returned to health facility","After the infant was born and left the facility, whether they were brought back to a health care facility because of a problem","Participant","EUPATH_0042347","Child hospitalization","After the baby left the facility to go home, did anyone have to bring the baby back to a health care facility because of a problem?","1","variable","","","","","BetterBirth","","","","","","","","",""
"39","raw_cati_tl_remote_home_visit::ctlrhv_baby_return_7days","raw_cati_tl_remote_home_visit","","Child returned to health facility within 7 days after birth","After the infant was born and left the facility, whether they were brought back to a health care facility within 7 days of birth because of a problem","Participant","EUPATH_0042347","Child hospitalization","Did this visit to a health care facility occur within 7 days of delivery?","1","variable","","","","","BetterBirth","","","","","","","","",""
"40","raw_cati_tl_remote_home_visit::ctlrhv_mother_return","raw_cati_tl_remote_home_visit","","Returned to health facility","After the participant left the facility following delivery, whether she had to go back to a health care facility because of a problem","Participant","EUPATH_0000308","Hospitalization","After the mother left the facility, did she have to go back to a health care facility because of a problem?","1","variable","","","","","BetterBirth","","","","","","","","",""
"41","raw_cati_tl_remote_home_visit::ctlrhv_mother_return_7days","raw_cati_tl_remote_home_visit","","Returned to health facility within 7 days after delivery","After the participant left the facility, whether she had to go back to a health care facility within 7 days of delivery due to a problem","Participant","EUPATH_0000308","Hospitalization","Did she have to visit the health care facility within 7 days of delivery?","1","variable","","","","","BetterBirth","","","","","","","","",""
"42","raw_cati_tl_remote_home_visit::ctlrhv_patient_facility_satis","raw_cati_tl_remote_home_visit","","Satisfied with care","How satisfied the participant is with the care they received at this facility","Participant","EUPATH_0015677","Health care attitudes","How satisfied are you with the care you received at this facility?","1","variable","","","","","BetterBirth","","","","","","","","",""
"43","raw_cati_tl_remote_home_visit::ctlrhv_patient_recommend_fac","raw_cati_tl_remote_home_visit","","Recommend health center","How likely the participant is to recommend this facility to their friends or family for their delivery","Participant","EUPATH_0015677","Health care attitudes","How likely are you to recommend this facility to your friends or family for their delivery?","1","variable","","","","","BetterBirth","","","","","","","","",""
"44","raw_cati_tl_remote_home_visit::ctlrhv_pexp_danger_signs_resp","raw_cati_tl_remote_home_visit","","Taught delivery complications","Before leaving the hospital, whether the participant was told to look for complications for which you should seek medical help","Participant","EUPATH_0015677","Health care attitudes","Before you left the hospital, were you told to look for complications for which you should seek medical help? (Listen for respondent to mention any of the acceptable danger signs listed for mother or for baby)","1","variable","","","","","BetterBirth","","","","","","","","",""
"47","raw_cati_tl_remote_home_visit::arm_name","raw_cati_tl_remote_home_visit","EUPATH_0044124","Cluster study arm","","Community","","","which arm the site is in (control; intervention)","0","variable","","","","","BetterBirth","","","","","","","","",""
"48","raw_cati_tl_remote_home_visit::pair_name","raw_cati_tl_remote_home_visit","","Health center matched pair","","Community","EUPATH_0051003","Health center level information","pair to which the site belongs","","variable","","","","","BetterBirth","","","","","","","","",""
"3","raw_coach_tl_sbs::otis_sl_survey_date","raw_coach_tl_sbs","","Health center data collection date","","Community","","Health center observation details","Observation date","0","variable","","yes","","","BetterBirth","","","","","","","","",""
"4","raw_coach_tl_sbs::otis_sl_aer_thermometer_avail","raw_coach_tl_sbs","","Thermometer","","Community","","Health center supplies available","Thermometer available at time of visit?","1","value","","yes","","","BetterBirth","","","","","","","","",""
"5","raw_coach_tl_sbs::otis_sl_aer_bp_instrument_avail","raw_coach_tl_sbs","","Blood pressure instrument","","Community","","Health center supplies available","BP Instrument (cuff or electronic) available at time of visit?","1","value","","yes","","","BetterBirth","","","","","","","","",""
"6","raw_coach_tl_sbs::otis_sl_aer_stethoscope_avail","raw_coach_tl_sbs","","Stethoscope","","Community","","Health center supplies available","Stethoscope available at time of visit?","1","value","","yes","","","BetterBirth","","","","","","","","",""
"7","raw_coach_tl_sbs::otis_sl_aer_fetoscope_avail","raw_coach_tl_sbs","","Fetoscope or doppler","","Community","","Health center supplies available","Fetoscope/doppler available at time of visit?","1","value","","yes","","","BetterBirth","","","","","","","","",""
"8","raw_coach_tl_sbs::otis_sl_aer_clean_gloves_avail","raw_coach_tl_sbs","","Clean gloves","","Community","","Health center supplies available","Clean gloves available at time of visit?","1","value","","yes","","","BetterBirth","","","","","","","","",""
"9","raw_coach_tl_sbs::otis_sl_slr_soap_avail","raw_coach_tl_sbs","","Soap","","Community","","Health center supplies available","Soap available at time of visit?","1","value","","yes","","","BetterBirth","","","","","","","","",""
"10","raw_coach_tl_sbs::otis_sl_slr_clean_water_avail","raw_coach_tl_sbs","","Clean water","","Community","","Health center supplies available","Clean water available at time of visit?","1","value","","yes","","","BetterBirth","","","","","","","","",""
"11","raw_coach_tl_sbs::otis_sl_slr_clean_gloves_avail","raw_coach_tl_sbs","","Clean gloves slr","","Community","","Health center supplies available","Clean gloves available at time of visit?","1","value","","yes","","","BetterBirth","","","","","","","","",""
"12","raw_coach_tl_sbs::otis_sl_slr_clean_pads_avail","raw_coach_tl_sbs","","Clean pads","","Community","","Health center supplies available","Clean pads available at time of visit?","1","value","","yes","","","BetterBirth","","","","","","","","",""
"13","raw_coach_tl_sbs::otis_sl_slr_clean_towel_avail","raw_coach_tl_sbs","","Clean towel","","Community","","Health center supplies available","Clean towel available at time of visit?","1","value","","yes","","","BetterBirth","","","","","","","","",""
"14","raw_coach_tl_sbs::otis_sl_slr_mucus_extract_avail","raw_coach_tl_sbs","","Mucus extractor","","Community","","Health center supplies available","Mucus Extractor available at time of visit?","1","value","","yes","","","BetterBirth","","","","","","","","",""
"15","raw_coach_tl_sbs::otis_sl_slr_cord_tie_avail","raw_coach_tl_sbs","","Cord tie or clamp","","Community","","Health center supplies available","Cord tie/ clamp available at time of visit?","1","value","","yes","","","BetterBirth","","","","","","","","",""
"16","raw_coach_tl_sbs::otis_sl_slr_steril_blade_avail","raw_coach_tl_sbs","","Sterilized blade or scissors","","Community","","Health center supplies available","Sterilized blade/scissor available at time of visit?","1","value","","yes","","","BetterBirth","","","","","","","","",""
"17","raw_coach_tl_sbs::otis_sl_slr_neonatal_bag_avail","raw_coach_tl_sbs","","Neonatal bag and mask","","Community","","Health center supplies available","Neonatal ambu bag & mask available at time of visit?","1","value","","yes","","","BetterBirth","","","","","","","","",""
"18","raw_coach_tl_sbs::otis_sl_slr_thermometer_avail","raw_coach_tl_sbs","","Thermometer slr","","Community","","Health center supplies available","Thermometer available at time of visit?","1","value","","yes","","","BetterBirth","","","","","","","","",""
"19","raw_coach_tl_sbs::otis_sl_slr_bp_instrument_avail","raw_coach_tl_sbs","","Blood pressure instrument slr","","Community","","Health center supplies available","BP instrument available at time of visit?","1","value","","yes","","","BetterBirth","","","","","","","","",""
"20","raw_coach_tl_sbs::otis_sl_slr_delivery_tray_avail","raw_coach_tl_sbs","","Delivery tray at bedside","","Community","","Health center supplies available","Delivery tray at bedside available at time of visit?","1","value","","yes","","","BetterBirth","","","","","","","","",""
"21","raw_coach_tl_sbs::otis_sl_slr_inj_oxytocin_avail","raw_coach_tl_sbs","","Injectable oxytocin","","Community","","Health center supplies available","Inj. Oxytocin at bedside available at time of visit?","1","value","","yes","","","BetterBirth","","","","","","","","",""
"22","raw_coach_tl_sbs::otis_sl_slr_baby_scale_avail","raw_coach_tl_sbs","","Infant scale","","Community","","Health center supplies available","Baby scale available at time of visit?","1","value","","yes","","","BetterBirth","","","","","","","","",""
"23","raw_coach_tl_sbs::otis_sl_slr_needles_avail","raw_coach_tl_sbs","","Needles and syringes","","Community","","Health center supplies available","Needles/syringe available at time of visit?","1","value","","yes","","","BetterBirth","","","","","","","","",""
"24","raw_coach_tl_sbs::otis_sl_slr_urine_dip_sti_avail","raw_coach_tl_sbs","","Urine dip sticks","","Community","","Health center supplies available","Urine dip sticks available at time of visit?","1","value","","yes","","","BetterBirth","","","","","","","","",""
"25","raw_coach_tl_sbs::otis_sl_med_abx_mother_avail","raw_coach_tl_sbs","","Antibiotics for mothers","","Community","","Health center supplies available","Antibiotics for mother available at time of visit?","1","value","","yes","","","BetterBirth","","","","","","","","",""
"26","raw_coach_tl_sbs::otis_sl_med_abx_baby_avail","raw_coach_tl_sbs","","Antibiotics for infants","","Community","","Health center supplies available","Antibiotics for baby available at time of visit?","1","value","","yes","","","BetterBirth","","","","","","","","",""
"27","raw_coach_tl_sbs::otis_sl_med_inj_oxytocin_avail","raw_coach_tl_sbs","","Injectable oxytocin med","","Community","","Health center supplies available","Inj. Oxytocin available at time of visit?","1","value","","yes","","","BetterBirth","","","","","","","","",""
"28","raw_coach_tl_sbs::otis_sl_med_inj_magnesium_avail","raw_coach_tl_sbs","","Injectable magnesium","","Community","","Health center supplies available","Inj. Magnesium available at time of visit?","1","value","","yes","","","BetterBirth","","","","","","","","",""
"29","raw_coach_tl_sbs::otis_sl_med_vitamin_k_avail","raw_coach_tl_sbs","","Vitamin K","","Community","","Health center supplies available","Vitamin K available at time of visit?","1","value","","yes","","","BetterBirth","","","","","","","","",""
"30","raw_coach_tl_sbs::otis_sl_vac_bcg_avail","raw_coach_tl_sbs","","Bacille Calmette-Guerin (BCG) vaccine","","Community","","Health center supplies available","BCG vaccine available at time of visit?","1","value","","yes","","","BetterBirth","","","","","","","","",""
"31","raw_coach_tl_sbs::otis_sl_vac_polio_avail","raw_coach_tl_sbs","","Polio vaccine","","Community","","Health center supplies available","Polio vaccine available at time of visit?","1","value","","yes","","","BetterBirth","","","","","","","","",""
"32","raw_coach_tl_sbs::otis_sl_fp_counselling_available","raw_coach_tl_sbs","","Family planning counseling available","","Community","EUPATH_0051003","Health center level information","Is family planning counseling available?","1","variable","","yes","","","BetterBirth","","","","","","","","",""
"33","raw_coach_tl_sbs::coach_tl_fp_lam","raw_coach_tl_sbs","","Lactation amenorrhea method","LAM","Community","","Family planning methods available","Which family planning methods are available? -> Lactation Amenorrhea Method (LAM)","0","value","","yes","","","BetterBirth","","","","","","","","",""
"34","raw_coach_tl_sbs::coach_tl_fp_iucd","raw_coach_tl_sbs","","Intrauterine contraceptive device","","Community","","Family planning methods available","Which family planning methods are available? -> Intrauterine Contraceptive Device (IUCD)","0","value","","yes","","","BetterBirth","","","","","","","","",""
"35","raw_coach_tl_sbs::coach_tl_fp_ocp","raw_coach_tl_sbs","","Oral contraception","","Community","","Family planning methods available","Which family planning methods are available? -> Oral Contraceptive (OCP)","0","value","","yes","","","BetterBirth","","","","","","","","",""
"36","raw_coach_tl_sbs::coach_tl_fp_condom","raw_coach_tl_sbs","","Condom","","Community","","Family planning methods available","Which family planning methods are available? -> Condom","0","value","","yes","","","BetterBirth","","","","","","","","",""
"37","raw_coach_tl_sbs::coach_tl_fp_inject","raw_coach_tl_sbs","","Injectable contraception","","Community","","Family planning methods available","Which family planning methods are available? -> Injectable Contraceptives","0","value","","yes","","","BetterBirth","","","","","","","","",""
"38","raw_coach_tl_sbs::coach_tl_fp_male_steril","raw_coach_tl_sbs","","Male sterilization","","Community","","Family planning methods available","Which family planning methods are available? -> Male Sterilization","0","value","","yes","","","BetterBirth","","","","","","","","",""
"39","raw_coach_tl_sbs::coach_tl_fp_female_steril","raw_coach_tl_sbs","","Female sterilization","","Community","","Family planning methods available","Which family planning methods are available? -> Female Sterilization","0","value","","yes","","","BetterBirth","","","","","","","","",""
"40","raw_coach_tl_sbs::coach_tl_fp_other","raw_coach_tl_sbs","","Other","","Community","","Family planning methods available","Which family planning methods are available? -> Other","0","value","","yes","","","BetterBirth","","","","","","","","",""
"43","raw_coach_tl_sbs::arm_name","raw_coach_tl_sbs","EUPATH_0044124","Cluster study arm","","Community","","","which arm the site is in (control; intervention)","0","variable","","","","","BetterBirth","","","","","","","","",""
"44","raw_coach_tl_sbs::pair_name","raw_coach_tl_sbs","","Health center matched pair","","Community","EUPATH_0051003","Health center level information","pair to which the site belongs","","variable","","","","","BetterBirth","","","","","","","","",""
"4","raw_fida_birth_registration::sbr_mother_consent_code","raw_fida_birth_registration","","Consent for follow-up","","Participant","EUPATH_0010036","Eligibility criteria","Mother gave consent to follow up (as per records)","1","variable","","","","","BetterBirth","","","","","","","","",""
"5","raw_fida_birth_registration::sbr_leadership_consent_code","raw_fida_birth_registration","","Consent to contact village leadership","","Participant","EUPATH_0010036","Eligibility criteria","Consent to contact village leadership (as per records)","1","variable","","","","","BetterBirth","","","","","","","","",""
"6","raw_fida_birth_registration::sbr_yearly_register_type","raw_fida_birth_registration","EUPATH_0047165","'Data source","","Participant","EUPATH_0010035","'Administrative information","From which register did you get the yearly number?","1","variable","","","","","BetterBirth","","","","","","","","",""
"8","raw_fida_birth_registration::sbr_admission_date","raw_fida_birth_registration","EUPATH_0042038","Delivery hospitalization date","","Participant","","","Date of Admission","0","variable","","","","","BetterBirth","","","","","","","","",""
"9","raw_fida_birth_registration::sbr_admission_datetime","raw_fida_birth_registration","EUPATH_0042059","Delivery hospitalization time","","Participant","","","Time of Admission","0","variable","","","","","BetterBirth","","","","","","","","",""
"12","raw_fida_birth_registration::sbr_mother_age","raw_fida_birth_registration","OBI_0001169","Age","","Participant","","","Mother's age (years)","0","variable","","","","","BetterBirth","years","","","","","","","",""
"13","raw_fida_birth_registration::sbr_mother_referred_in","raw_fida_birth_registration","","Referred to clinic","","Participant","EUPATH_0000308","Hospitalization","Referred-in:","1","variable","","","","","BetterBirth","","","","","","","","",""
"21","raw_fida_birth_registration::sbr_delivery_type","raw_fida_birth_registration","EUPATH_0000581","Delivery mode","","Participant","","","Type of Deliver","1","variable","","","","","BetterBirth","","","","","","","","",""
"22","raw_fida_birth_registration::sbr_delivery_date","raw_fida_birth_registration","EUPATH_0042043","Delivery date","","Participant","","","Date of Delivery","0","variable","","","","","BetterBirth","","","","","","","","",""
"23","raw_fida_birth_registration::sbr_delivery_datetime","raw_fida_birth_registration","EUPATH_0042061","Delivery time","","Participant","","","Time of Delivery","0","variable","","","","","BetterBirth","","","","","","","","",""
"24","raw_fida_birth_registration::sbr_referral_type","raw_fida_birth_registration","","Mother or infant referred to higher level facility","","Participant","EUPATH_0042001","Labor and delivery","Mother or Baby Referred out","1","variable","","","","","BetterBirth","","","","","","","","",""
"25","raw_fida_birth_registration::sbr_number_of_births","raw_fida_birth_registration","EUPATH_0042087","Infant count","","Participant","","","Number of births (including still births)","1","variable","","","","","BetterBirth","","","","","","","","",""
"26","raw_fida_birth_registration::sbr_gender_single","raw_fida_birth_registration","EUPATH_0042236","Infant sex","","Participant","","","Gender of baby?","1","variable","","","","","BetterBirth","","","","","","","","",""
"27","raw_fida_birth_registration::sbr_outcomes_single","raw_fida_birth_registration","EUPATH_0051470","Child died","","Participant","","","Birth Outcome","1","variable","","","","","BetterBirth","","","","","","","","",""
"29","raw_fida_birth_registration::sbr_baby_weight","raw_fida_birth_registration","EUPATH_0047385","Child weight","","Participant","","","Baby Weight (in grams)?","0","variable","","","","","BetterBirth","","","","","","","","",""
"31","raw_fida_birth_registration::sbr_num_male","raw_fida_birth_registration","","Male infant count","","Participant","EUPATH_0042002","Obstetrics","Number of boys","0","variable","","","","","BetterBirth","","","","","","","","",""
