Term Ontology ID	Display Label	Term Parent Ontology ID	Term Parent display Label	Data Dictionary ID	Data Dictionary Label	Term Type
DOID_0060053	Peripheral neuropathy	EUPATH_0000317	Other diagnosis	PRISM_1000364	Peripheral neuropathy	value
DOID_12765	Peritonsillar abscess	EUPATH_0000317	Other diagnosis	PRISM_1000365	Peritonsillar abscess	value
DOID_0060314	Persistent generalized lymphadenopathy (PGL)	EUPATH_0000317	Other diagnosis	PRISM_1000366	Persistent generalized lymphadenopathy (PGL)	value
DOID_2275	Pharyngitis	EUPATH_0000317	Other diagnosis	PRISM_1000367	Pharyngitis	value
DOID_2712	Phimosis	EUPATH_0000317	Other diagnosis	PRISM_1000368	Phimosis	value
DOID_11060	Placenta previa	EUPATH_0000317	Other diagnosis	PRISM_1000369	Placenta previa	value
DOID_11339	Pneumocystis jiroveci (carinii) infection	EUPATH_0000317	Other diagnosis	PRISM_1000370	Pneumocystis jiroveci (carinii) infection	value
DOID_552	Pneumonia	EUPATH_0000317	Other diagnosis	PRISM_1000371	Pneumonia	value
DOID_552	Pneumonia	EUPATH_0000317	Other diagnosis	PRISM_1000372	Pneumonia - severe	value
SNOMEDCT_75478009	Poisoning	EUPATH_0000317	Other diagnosis	PRISM_1000373	Poisoning	value
DOID_8488	Polyhydramnios	EUPATH_0000317	Other diagnosis	PRISM_1000374	Polyhydramnios	value
DOID_0060325	Polyp, cervical	EUPATH_0000317	Other diagnosis	PRISM_1000375	Polyp, cervical	value
MEDDRA_10036250	Post coital bleeding	EUPATH_0000317	Other diagnosis	PRISM_1000376	Post coital bleeding	value
MEDDRA_10048038	Wound infection	EUPATH_0000317	Other diagnosis	PRISM_1000377	Post-cesarean wound infection	value
MEDDRA_10048038	Wound infection	EUPATH_0000317	Other diagnosis	PRISM_1000378	Post-cesarean wound separation	value
HP_0011891	Postpartum hemorrhage	EUPATH_0000317	Other diagnosis	PRISM_1000379	Postpartum hemorrhage	value
DOID_1002	Postpartum/postoperative endometritis	EUPATH_0000317	Other diagnosis	PRISM_1000380	Postpartum/postoperative endometritis	value
DOID_10591	Pre-eclampsia	EUPATH_0000317	Other diagnosis	PRISM_1000381	Pre-eclampsia, Mild	value
DOID_10591	Pre-eclampsia	EUPATH_0000317	Other diagnosis	PRISM_1000382	Pre-eclampsia, Severe	value
HP_0001788	Premature rupture of membranes	EUPATH_0000317	Other diagnosis	PRISM_1000383	Premature rupture of membranes (PROM)	value
SNOMEDCT_289733005	Preterm contractions	EUPATH_0000317	Other diagnosis	PRISM_1000384	Preterm contractions	value
HP_0001622	Preterm delivery	EUPATH_0000317	Other diagnosis	PRISM_1000385	Preterm delivery	value
SNOMEDCT_6383007	Preterm labor	EUPATH_0000317	Other diagnosis	PRISM_1000386	Preterm labor	value
HP_0001788	Premature rupture of membranes	EUPATH_0000317	Other diagnosis	PRISM_1000387	Preterm premature rupture of membranes (PPROM)	value
DOID_643	Progressive multifocal leukoenchephalopathy (PML)	EUPATH_0000317	Other diagnosis	PRISM_1000388	Progressive multifocal leukoenchephalopathy (PML)	value
HP_0000989	Pruritis	EUPATH_0000317	Other diagnosis	PRISM_1000389	Pruritis	value
DOID_2468	Psychosis	EUPATH_0000317	Other diagnosis	PRISM_1000390	Psychosis	value
DOID_9477	Pulmonary embolus	EUPATH_0000317	Other diagnosis	PRISM_1000391	Pulmonary embolus	value
DOID_5330	Pulp space infection	EUPATH_0000317	Other diagnosis	PRISM_1000392	Pulp space infection	value
DOID_3326	Purpura	EUPATH_0000317	Other diagnosis	PRISM_1000393	Purpura	value
DOID_11400	Pyelonephritis	EUPATH_0000317	Other diagnosis	PRISM_1000394	Pyelonephritis	value
DOID_4223	Pyoderma	EUPATH_0000317	Other diagnosis	PRISM_1000395	Pyoderma	value
DOID_876	Pyomyositis	EUPATH_0000317	Other diagnosis	PRISM_1000396	Pyomyositis	value
DOID_0050486	Rash, allergic	EUPATH_0000317	Other diagnosis	PRISM_1000397	Rash, allergic	value
DOID_6196	Reactive arthritis	EUPATH_0000317	Other diagnosis	PRISM_1000398	Reactive arthritis	value
DOID_9307	Rectal prolapse	EUPATH_0000317	Other diagnosis	PRISM_1000399	Rectal prolapse	value
SYMP_0000623	Renal failure - acute	EUPATH_0000317	Other diagnosis	PRISM_1000400	Renal failure - acute	value
MEDDRA_10009119	Renal failure - chronic	EUPATH_0000317	Other diagnosis	PRISM_1000401	Renal failure - chronic	value
DOID_11162	Respiratory failure	EUPATH_0000317	Other diagnosis	PRISM_1000402	Respiatory Distress Syndrome	value
DOID_11162	Respiratory failure	EUPATH_0000317	Other diagnosis	PRISM_1000403	Respiratory failure	value
DOID_1586	Rheumatic fever	EUPATH_0000317	Other diagnosis	PRISM_1000404	Rheumatic fever	value
DOID_9814	Rheumatic heart disease	EUPATH_0000317	Other diagnosis	PRISM_1000405	Rheumatic heart disease	value
DOID_7148	Rheumatoid arthritis	EUPATH_0000317	Other diagnosis	PRISM_1000406	Rheumatoid arthritis	value
DOID_8781	Rubella, congenital	EUPATH_0000317	Other diagnosis	PRISM_1000407	Rubella, congenital	value
DOID_8295	Scabies	EUPATH_0000317	Other diagnosis	PRISM_1000408	Scabies	value
DOID_9063	Scalded skin syndrome	EUPATH_0000317	Other diagnosis	PRISM_1000409	Scalded skin syndrome	value
DOID_1395	Schistosomiasis	EUPATH_0000317	Other diagnosis	PRISM_1000410	Schistosomiasis	value
DOID_11446	Sciatica	EUPATH_0000317	Other diagnosis	PRISM_1000411	Sciatica	value
HP_0100806	Sepsis	EUPATH_0000317	Other diagnosis	PRISM_1000412	Sepsis	value
SYMP_0019148	Septicaemia	EUPATH_0000317	Other diagnosis	PRISM_1000413	Septicaemia	value
SNOMEDCT_38013005	Severe immunosuppression	EUPATH_0000317	Other diagnosis	PRISM_1000414	Severe immunosuppression	value
DOID_10922	Sickle cell crisis	EUPATH_0000317	Other diagnosis	PRISM_1000415	Sickle cell crisis - acute chest syndrome	value
DOID_10922	Sickle cell crisis	EUPATH_0000317	Other diagnosis	PRISM_1000416	Sickle cell crisis - dactylitis	value
DOID_10922	Sickle cell crisis	EUPATH_0000317	Other diagnosis	PRISM_1000417	Sickle cell crisis - mesenteric	value
DOID_10922	Sickle cell crisis	EUPATH_0000317	Other diagnosis	PRISM_1000418	Sickle cell crisis - painful	value
DOID_10922	Sickle cell crisis	EUPATH_0000317	Other diagnosis	PRISM_1000419	Sickle cell crisis - sequestration	value
DOID_4	Sickle cell disease	EUPATH_0000317	Other diagnosis	PRISM_1000420	Sickle cell disease	value
DOID_0050127	Sinusitis	EUPATH_0000317	Other diagnosis	PRISM_1000421	Sinusitis - acute	value
DOID_0050127	Sinusitis	EUPATH_0000317	Other diagnosis	PRISM_1000422	Sinusitis - chronic	value
DOID_0050134	Skin Infection, Fungal	EUPATH_0000317	Other diagnosis	PRISM_1000423	Skin Infection, Fungal	value
SNOMEDCT_282026002	Soft tissue injury	EUPATH_0000317	Other diagnosis	PRISM_1000424	Soft tissue injury	value
HP_0008443	Spinal deformities	EUPATH_0000317	Other diagnosis	PRISM_1000425	Spinal deformities	value
HP_0001744	Splenomegaly	EUPATH_0000317	Other diagnosis	PRISM_1000426	Splenomegaly	value
DOID_722	Spontaneous abortion/miscarriage	EUPATH_0000317	Other diagnosis	PRISM_1000427	Spontaneous abortion/miscarriage	value
DOID_0050426	Stevens - Johnson syndrome	EUPATH_0000317	Other diagnosis	PRISM_1000428	Stevens - Johnson syndrome	value
DOID_9637	Stomatitis	EUPATH_0000317	Other diagnosis	PRISM_1000429	Stomatis	value
DOID_9637	Stomatitis	EUPATH_0000317	Other diagnosis	PRISM_1000430	Stomatitis, aphthous	value
DOID_6713	Stroke	EUPATH_0000317	Other diagnosis	PRISM_1000431	Stroke	value
DOID_9909	Stye	EUPATH_0000317	Other diagnosis	PRISM_1000432	Stye	value
HP_0011896	Subconjuctival Haemorrhages	EUPATH_0000317	Other diagnosis	PRISM_1000433	Subconjuctival Haemorrhages	value
DOID_9007	Sudden infant death syndorme (SIDS)	EUPATH_0000317	Other diagnosis	PRISM_1000434	Sudden infant death syndorme (SIDS)	value
DOID_4166	Syphillis	EUPATH_0000317	Other diagnosis	PRISM_1000435	Syphillis	value
DOID_11338	Tetanus	EUPATH_0000317	Other diagnosis	PRISM_1000436	Tetanus	value
SNOMEDCT_53638009	Therapeutic abortion (elective/induced)	EUPATH_0000317	Other diagnosis	PRISM_1000437	Therapeutic abortion (elective/induced)	value
SNOMEDCT_54048003	Threatened abortion	EUPATH_0000317	Other diagnosis	PRISM_1000438	Threatened abortion	value
DOID_1588	Thrombocytopenia	EUPATH_0000317	Other diagnosis	PRISM_1000439	Thrombocytopenia - general	value
DOID_1588	Thrombocytopenia	EUPATH_0000317	Other diagnosis	PRISM_1000440	Thrombocytopenia - HIV related	value
HP_0010518	Thyroglossal cyst	EUPATH_0000317	Other diagnosis	PRISM_1000441	Thyroglossal cyst	value
DOID_4337	Tinea Capitis	EUPATH_0000317	Other diagnosis	PRISM_1000442	Tinea Capitis	value
HP_0000360	Tinnitus	EUPATH_0000317	Other diagnosis	PRISM_1000443	Tinnitus	value
DOID_10456	Tonsillitis	EUPATH_0000317	Other diagnosis	PRISM_1000444	Tonsillitis	value
DOID_0050840	Torticolis	EUPATH_0000317	Other diagnosis	PRISM_1000445	Torticolis	value
DOID_9965	Toxoplasmosis	EUPATH_0000317	Other diagnosis	PRISM_1000446	Toxoplasmosis - CNS	value
DOID_9965	Toxoplasmosis	EUPATH_0000317	Other diagnosis	PRISM_1000447	Toxoplasmosis - systemic	value
HP_0002575	Tracheo-oesophageal fistula	EUPATH_0000317	Other diagnosis	PRISM_1000448	Tracheo-oesophageal fistula	value
DOID_0060313	Tracheomalacia	EUPATH_0000317	Other diagnosis	PRISM_1000449	Tracheomalacia	value
DOID_1947	Trichomonas	EUPATH_0000317	Other diagnosis	PRISM_1000450	Trichomonas	value
DOID_399	Tuberculosis	EUPATH_0000317	Other diagnosis	PRISM_1000451	Tuberculosis - extrapulmonary	value
DOID_399	Tuberculosis	EUPATH_0000317	Other diagnosis	PRISM_1000452	Tuberculosis - lymph node	value
DOID_399	Tuberculosis	EUPATH_0000317	Other diagnosis	PRISM_1000453	Tuberculosis - pulmonary	value
DOID_399	Tuberculosis	EUPATH_0000317	Other diagnosis	PRISM_1000454	Tuberculosis - unconfirmed	value
SNOMEDCT_58949002	Tubo-Ovarian Abscess	EUPATH_0000317	Other diagnosis	PRISM_1000455	Tubo-Ovarian Abscess	value
DOID_13258	Typhoid	EUPATH_0000317	Other diagnosis	PRISM_1000456	Typhoid	value
SYMP_0000475	Underweight	EUPATH_0000317	Other diagnosis	PRISM_1000457	Underweight	value
DOID_2275	Upper respiratory tract infection (URTI)	EUPATH_0000317	Other diagnosis	PRISM_1000458	Upper respiratory tract infection (URTI)	value
DOID_13148	Urinary tract infection	EUPATH_0000317	Other diagnosis	PRISM_1000459	Urinary tract infection	value
DOID_1555	Urticaria	EUPATH_0000317	Other diagnosis	PRISM_1000460	Urticaria	value
HP_0100718	Uterine rupture	EUPATH_0000317	Other diagnosis	PRISM_1000461	Uterine rupture	value
C114282	Uterine scar dehiscence	EUPATH_0000317	Other diagnosis	PRISM_1000462	Uterine scar dehiscence	value
SNOMEDCT_385494008	Vaginal or vulvar hematoma	EUPATH_0000317	Other diagnosis	PRISM_1000463	Vaginal or vulvar hematoma	value
DOID_799	Varicose veins	EUPATH_0000317	Other diagnosis	PRISM_1000464	Varicose veins	value
DOID_8672	Viral Exanthem (Not otherwise Specified)	EUPATH_0000317	Other diagnosis	PRISM_1000465	Viral Exanthem (Not otherwise Specified)	value
IDO_0000505	Viremia	EUPATH_0000317	Other diagnosis	PRISM_1000466	Viremia	value
DOID_9790	Visceral larva migrans	EUPATH_0000317	Other diagnosis	PRISM_1000467	Visceral larva migrans	value
DOID_9146	Visceral leishmaniasis	EUPATH_0000317	Other diagnosis	PRISM_1000468	Visceral leishmaniasis	value
SNOMEDCT_397540003	Visual disturbance	EUPATH_0000317	Other diagnosis	PRISM_1000469	Visual disturbance	value
HP_0002013	Vomiting	EUPATH_0000317	Other diagnosis	PRISM_1000470	Vomiting	value
DOID_2273	Vulvovaginitis, unexplained	EUPATH_0000317	Other diagnosis	PRISM_1000471	Vulvovaginitis, unexplained	value
DOID_11165	Wart	EUPATH_0000317	Other diagnosis	PRISM_1000472	Wart, common mild	value
DOID_11165	Wart	EUPATH_0000317	Other diagnosis	PRISM_1000473	Wart, extensive (common or flat)	value
HP_0200043	Wart, flat (Verruca planus)	EUPATH_0000317	Other diagnosis	PRISM_1000474	Wart, flat (Verruca planus)	value
SYMP_0000174	Wasting, unexplained severe	EUPATH_0000317	Other diagnosis	PRISM_1000475	Wasting, unexplained severe	value
HP_0001824	Weight loss, moderate, unexplained	EUPATH_0000317	Other diagnosis	PRISM_1000476	Weight loss, moderate, unexplained	value
EFO_0000546	Wound	EUPATH_0000317	Other diagnosis	PRISM_1000477	Wound	value
PATO_0000383	female	PATO_0000047	Sex	PRISM_1000478	female	value
PATO_0000384	male	PATO_0000047	Sex	PRISM_1000479	male	value
EUPATH_0000314	Scheduled visit	EUPATH_0000311	Visit type	PRISM_1000480	Scheduled visit	value
EUPATH_0000315	Unscheduled visit	EUPATH_0000311	Visit type	PRISM_1000481	Unscheduled visit	value
