colOrder,overallOrder,display_Order,variable,dataFile,IRI,label,definition,category,parentLabel,parentIRI,codebookDescription,cookbookValues,termType,notesforOnt,notesforProvider,notesForDL
,,,SHINE_Month12_Intervention_Uptake_Data_editSWS::latrine_shared,SHINE_Month12_Intervention_Uptake_Data_editSWS,,Shared latrine,,Household,Human waste facilities,http://purl.obolibrary.org/obo/EUPATH_0000335,Is latrine shared?,"0. no,
1. yes",variable,,,
,,,SHINE_Month12_Intervention_Uptake_Data_editSWS::m12opendef_age_70plus,SHINE_Month12_Intervention_Uptake_Data_editSWS,,,,Household,,,Members age 70 + yrs who use open defecation at M12,,variable,please hold a place ,need to confirm variable meaning,
,,,SHINE_Month12_Intervention_Uptake_Data_editSWS::m12opendef_age0_less3,SHINE_Month12_Intervention_Uptake_Data_editSWS,,,,Household,,,Members age <3 yrs who use open defecation at M12,,variable,please hold a place ,need to confirm variable meaning,
,,,SHINE_Month12_Intervention_Uptake_Data_editSWS::m12opendef_age18_less70,SHINE_Month12_Intervention_Uptake_Data_editSWS,,,,Household,,,Members age 18 to <70yrs who use open defecation at M12,,variable,please hold a place ,need to confirm variable meaning,
,,,SHINE_Month12_Intervention_Uptake_Data_editSWS::m12opendef_age3_less6,SHINE_Month12_Intervention_Uptake_Data_editSWS,,,,Household,,,Members age 3 to <6yrs who use open defecation at M12,,variable,please hold a place ,need to confirm variable meaning,
,,,SHINE_Month12_Intervention_Uptake_Data_editSWS::m12opendef_age6_less18,SHINE_Month12_Intervention_Uptake_Data_editSWS,,,,Household,,,Members age 6 to <18yrs who use open defecation at M12,,variable,please hold a place ,need to confirm variable meaning,
,,,SHINE_Month12_Intervention_Uptake_Data_editSWS::m12opendef_hhtotal,SHINE_Month12_Intervention_Uptake_Data_editSWS,,,,Household,,,Total HH members who use open defecation at M12,,variable,please hold a place ,need to confirm variable meaning,
,,,SHINE_Month12_Intervention_Uptake_Data_editSWS::xb07,SHINE_Month12_Intervention_Uptake_Data_editSWS,,Storage,Household,Household,Latrine Use,,xb07: Is the latrine being used as a storage facility?,"1. Yes,
2. No,
88. NA,
99. DK",value,"please add parent ""Latrine Use"" under ""Waste disposal""",,
,,,SHINE_Month12_Intervention_Uptake_Data_editSWS::xb08,SHINE_Month12_Intervention_Uptake_Data_editSWS,,Hand washing location within 10 m,,Household,Hygiene,://purl.obolibrary.org/obo/EUPATH_0000686,xb08: Place for handwashing in the toilet facility or w/i 10 meters,"1. Yes,
2. No,
88. NA,
99. DK",variable,,,
,,,SHINE_Month12_Intervention_Uptake_Data_editSWS::xb09,SHINE_Month12_Intervention_Uptake_Data_editSWS,,Other hand washing locations,,Household,Hygiene,://purl.obolibrary.org/obo/EUPATH_0000686,xb09: Is there any other hand washing area/facility at the homestead?,"1. Yes,
2. No,
88. NA,
99. DK",variable,,,
,,,SHINE_Month12_Intervention_Uptake_Data_editSWS::xb10,SHINE_Month12_Intervention_Uptake_Data_editSWS,,Water,Household,Household,Item at handwashing station,,xb10: Water at the hand washing area/facility,"1. Yes,
2. No,
88. NA,
99. DK",value,"please add parent ""Item at handwashing station"" under ""Hygiene""",,
,,,SHINE_Month12_Intervention_Uptake_Data_editSWS::WG_no_of_Expect_deliv,SHINE_Month12_Intervention_Uptake_Data_editSWS,,,,Observation,,,,,variable,please hold a place ,need to confirm variable meaning,
,,,SHINE_Month12_Intervention_Uptake_Data_editSWS::xb44,SHINE_Month12_Intervention_Uptake_Data_editSWS,,,,Observation,,,xb44: OBSERVE and record the general appearance of the play space (relative to h,"1. Visibly clean,
2. Visibly dirty,
3. Visibly dusty,
88. Unable to observe,
99. Don't know",variable,please hold a place ,need to confirm variable meaning,
,,,SHINE_Study_Level_Factors_Data_19 Jun 2020_RN::base_visitdate,SHINE_Study_Level_Factors_Data_19 Jun 2020_RN,http://purl.obolibrary.org/obo/EUPATH_0000091,Visit date,,Observation,,,Date of baseline visit,,variable,,,
,,,SHINE_Study_Level_Factors_Data_19 Jun 2020_RN::birth_outcome,SHINE_Study_Level_Factors_Data_19 Jun 2020_RN,,Birth outcome,,Participant,Clinical history,http://purl.obolibrary.org/obo/OGMS_0000015,"Birth Outcome (miscarriage,stillbirth,livebirth)",,variable,,,
,,,SHINE_Study_Level_Factors_Data_19 Jun 2020_RN::birthorder,SHINE_Study_Level_Factors_Data_19 Jun 2020_RN,http://purl.obolibrary.org/obo/EUPATH_0035114,Birth order,,Participant,,,,,variable,,,
,,,SHINE_Study_Level_Factors_Data_19 Jun 2020_RN::child_dob,SHINE_Study_Level_Factors_Data_19 Jun 2020_RN,http://www.ebi.ac.uk/efo/EFO_0004950,Birth date,,Participant,,,child date of birth,,variable,,,
,,,SHINE_Study_Level_Factors_Data_19 Jun 2020_RN::child_dod,SHINE_Study_Level_Factors_Data_19 Jun 2020_RN,http://purl.obolibrary.org/obo/EUPATH_0000150,Death date,,Participant,,,Infant date of death,,variable,,,
,,,SHINE_Study_Level_Factors_Data_19 Jun 2020_RN::dateofexit,SHINE_Study_Level_Factors_Data_19 Jun 2020_RN,http://purl.obolibrary.org/obo/EUPATH_0000152,Last date observed,,Participant,,,Date of exit or last contact,,variable,,,
,,,SHINE_Study_Level_Factors_Data_19 Jun 2020_RN::enroll_date,SHINE_Study_Level_Factors_Data_19 Jun 2020_RN,http://purl.obolibrary.org/obo/EUPATH_0000151,Enrollment date,,Participant,,,Date of enrollment,,variable,,,
,,,SHINE_Study_Level_Factors_Data_19 Jun 2020_RN::inf_month_of_birth,SHINE_Study_Level_Factors_Data_19 Jun 2020_RN,,Birth month,,Participant,Demographics,http://purl.obolibrary.org/obo/EUPATH_0010981,Infant month of birth,,variable,,may not need if we have dob,
,,,SHINE_Study_Level_Factors_Data_19 Jun 2020_RN::inf_year_of_birth,SHINE_Study_Level_Factors_Data_19 Jun 2020_RN,http://purl.obolibrary.org/obo/EUPATH_0030005,Birth year,,Participant,,,Infant year of birth,,variable,,may not need if we have dob,
,,,SHINE_Study_Level_Factors_Data_19 Jun 2020_RN::m01_visitdate,SHINE_Study_Level_Factors_Data_19 Jun 2020_RN,http://purl.obolibrary.org/obo/EUPATH_0000091,Visit date,,Observation,,,Date of 1 month visit,,variable,,,
,,,SHINE_Study_Level_Factors_Data_19 Jun 2020_RN::m03_visitdate,SHINE_Study_Level_Factors_Data_19 Jun 2020_RN,http://purl.obolibrary.org/obo/EUPATH_0000091,Visit date,,Observation,,,Date of 3 months visit,,variable,,,
,,,SHINE_Study_Level_Factors_Data_19 Jun 2020_RN::m06_visitdate,SHINE_Study_Level_Factors_Data_19 Jun 2020_RN,http://purl.obolibrary.org/obo/EUPATH_0000091,Visit date,,Observation,,,Date of 6 months visit,,variable,,,
,,,SHINE_Study_Level_Factors_Data_19 Jun 2020_RN::m12_visitdate,SHINE_Study_Level_Factors_Data_19 Jun 2020_RN,http://purl.obolibrary.org/obo/EUPATH_0000091,Visit date,,Observation,,,Date of 12 months visit,,variable,,,
,,,SHINE_Study_Level_Factors_Data_19 Jun 2020_RN::m18_visitdate,SHINE_Study_Level_Factors_Data_19 Jun 2020_RN,http://purl.obolibrary.org/obo/EUPATH_0000091,Visit date,,Observation,,,Date of 18 months visit,,variable,,,
,,,SHINE_Study_Level_Factors_Data_19 Jun 2020_RN::mom_dod,SHINE_Study_Level_Factors_Data_19 Jun 2020_RN,,Mother's date of death,,Participant,Individuals related to participant,http://purl.obolibrary.org/obo/EUPATH_0010037,Mother's date of death,,variable,,,
,,,SHINE_Study_Level_Factors_Data_19 Jun 2020_RN::clusterid,SHINE_Study_Level_Factors_Data_19 Jun 2020_RN,ttp://purl.obolibrary.org/obo/EUPATH_0035024,Cluster ID,,Household,,,,,variable,,,
,,,SHINE_Study_Level_Factors_Data_19 Jun 2020_RN::district,SHINE_Study_Level_Factors_Data_19 Jun 2020_RN,http://purl.obolibrary.org/obo/EUPATH_0000407,District,,Household,,,District,"1. Chirumhanzu,
2. Shurugwi",variable,,,
,,,SHINE_Study_Level_Factors_Data_19 Jun 2020_RN::hh_id,SHINE_Study_Level_Factors_Data_19 Jun 2020_RN,http://purl.obolibrary.org/obo/EUPATH_0000094,Household ID,,Household,,,,,variable,,,
,,,SHINE_Study_Level_Factors_Data_19 Jun 2020_RN::hub,SHINE_Study_Level_Factors_Data_19 Jun 2020_RN,,Hub,,Household,Geographic location,http://purl.obolibrary.org/obo/GAZ_00000448,Hub,"2. Mvuma,
3. Shurugwi,
5. St Theresa,
6. Tongogara",variable,,,
,,,SHINE_Study_Level_Factors_Data_19 Jun 2020_RN::max_temp,SHINE_Study_Level_Factors_Data_19 Jun 2020_RN,Mean maximum temperature ,,,Household,Geographic location,http://purl.obolibrary.org/obo/GAZ_00000448,mean_max,,variable,geographic location specific - please check that label make sense,,
,,,SHINE_Study_Level_Factors_Data_19 Jun 2020_RN::mean_rainfall,SHINE_Study_Level_Factors_Data_19 Jun 2020_RN,Mean rainfall,Location mean rainfall,,Household,Geographic location,http://purl.obolibrary.org/obo/GAZ_00000448,mean_rainfall,,variable,geographic location specific - please check that label make sense,,
,,,SHINE_Study_Level_Factors_Data_19 Jun 2020_RN::min_temp,SHINE_Study_Level_Factors_Data_19 Jun 2020_RN,Mean minimum temperature ,Location minimum tempature ,,Household,Geographic location,http://purl.obolibrary.org/obo/GAZ_00000448,mean_min,,variable,geographic location specific - please check that label make sense,,
,,,,,,Malawi Developmental Assessment Tool,,,Observation,http://purl.obolibrary.org/obo/EUPATH_0000738,,,,,,
,,,,,,Maternal saliva test,,Sample,Laboratory test,http://purl.obolibrary.org/obo/OGMS_0000056,,,,,,
,,,,,,Electric power,,,Dwelling characteristics,http://purl.obolibrary.org/obo/EUPATH_0000303,,,multifilter,,,
,,,,,http://purl.obolibrary.org/obo/EUPATH_0022002,External wall material,,Household,,,,,,,,
,,,,,,Maternal urine test,,Sample,Laboratory test,ttp://purl.obolibrary.org/obo/OGMS_0000056,,,,,,
,,,,,http://purl.obolibrary.org/obo/EUPATH_0022002,External wall material,,Household,,,,,multifilter,,,
,,,,,,Latrine Access,,Household,Human waste facilities,http://purl.obolibrary.org/obo/EUPATH_0000335,,,multifilter,,,
,,,,,"
http://purl.obolibrary.org/obo/EUPATH_0000144",Assets,,Household,,,,,multifilter,,,
