IRI	label	display label
http://purl.obolibrary.org/obo/EUPATH_0043122	lethal insecticide concentration 50	
http://purl.obolibrary.org/obo/EUPATH_0043125	lethal insecticide concentration 50 in area density unit	
http://purl.obolibrary.org/obo/EUPATH_0043126	lethal insecticide concentration 50 in mass density unit	
http://purl.obolibrary.org/obo/EUPATH_0043127	lethal insecticide concentration 50 in mass per standard assay bottle	
http://purl.obolibrary.org/obo/EUPATH_0043124	lethal insecticide concentration 50 in parts per notation unit	
http://purl.obolibrary.org/obo/EUPATH_0043123	lethal insecticide concentration 50 in percent	
http://purl.obolibrary.org/obo/EUPATH_0043143	lethal insecticide concentration 90	
http://purl.obolibrary.org/obo/EUPATH_0043149	lethal insecticide concentration 90 in area density unit	
http://purl.obolibrary.org/obo/EUPATH_0043150	lethal insecticide concentration 90 in mass density unit	
http://purl.obolibrary.org/obo/EUPATH_0043151	lethal insecticide concentration 90 in mass per standard assay bottle	
http://purl.obolibrary.org/obo/EUPATH_0043148	lethal insecticide concentration 90 in parts per notation unit	
http://purl.obolibrary.org/obo/EUPATH_0043144	lethal insecticide concentration 90 in percent	
http://purl.obolibrary.org/obo/EUPATH_0043128	lethal insecticide concentration 95	
http://purl.obolibrary.org/obo/EUPATH_0043131	lethal insecticide concentration 95 in area density unit	
http://purl.obolibrary.org/obo/EUPATH_0043132	lethal insecticide concentration 95 in mass density unit	
http://purl.obolibrary.org/obo/EUPATH_0043133	lethal insecticide concentration 95 in mass per standard assay bottle	
http://purl.obolibrary.org/obo/EUPATH_0043130	lethal insecticide concentration 95 in parts per notation unit	
http://purl.obolibrary.org/obo/EUPATH_0043129	lethal insecticide concentration 95 in percent	
http://purl.obolibrary.org/obo/EUPATH_0043134	lethal insecticide concentration 99	
http://purl.obolibrary.org/obo/EUPATH_0043137	lethal insecticide concentration 99 in area density unit	
http://purl.obolibrary.org/obo/EUPATH_0043138	lethal insecticide concentration 99 in mass density unit	
http://purl.obolibrary.org/obo/EUPATH_0043139	lethal insecticide concentration 99 in mass per standard assay bottle	
http://purl.obolibrary.org/obo/EUPATH_0043136	lethal insecticide concentration 99 in parts per notation unit	
http://purl.obolibrary.org/obo/EUPATH_0043135	lethal insecticide concentration 99 in percent	
http://purl.obolibrary.org/obo/EUPATH_0000792	lethal insecticide time 50	
http://purl.obolibrary.org/obo/EUPATH_0043145	lethal insecticide time 90	
http://purl.obolibrary.org/obo/EUPATH_0043146	lethal insecticide time 95	
http://purl.obolibrary.org/obo/HP_0001254	Lethargy	
http://purl.obolibrary.org/obo/NCBITaxon_59123	leucosphyrus species complex	
http://purl.obolibrary.org/obo/NCBITaxon_44539	leucosphyrus subgroup	
http://purl.obolibrary.org/obo/CL_0000738	leukocyte	
http://purl.obolibrary.org/obo/HP_0001974	Leukocytosis	
http://purl.obolibrary.org/obo/HP_0001882	Leukopenia	
http://purl.obolibrary.org/obo/UBERON_0000105	life cycle stage	
http://purl.obolibrary.org/obo/OBI_0002687	ligase detection reaction	
http://purl.obolibrary.org/obo/OBI_0000367	light emission function	
http://purl.obolibrary.org/obo/OBI_0400065	light source	Lighting source
http://purl.obolibrary.org/obo/OBI_0002930	light trap	
http://purl.obolibrary.org/obo/OBI_0002931	light trap for indoor use	
http://purl.obolibrary.org/obo/OBI_0002932	light trap for outdoor use	
http://purl.obolibrary.org/obo/OBI_0001494	linear amplification	
http://purl.obolibrary.org/obo/CHEBI_75108	linoelaidic acid	
http://purl.obolibrary.org/obo/CHEBI_17351	linoleic acid	
http://purl.obolibrary.org/obo/DOID_9297	lip disease	
http://purl.obolibrary.org/obo/FOODON_03412974	liquid	Liquids for consumption
http://purl.obolibrary.org/obo/ENVO_00002006	liquid water	
http://purl.obolibrary.org/obo/UO_0000197	liter per kilogram	
http://purl.obolibrary.org/obo/UO_0000197	liter per kilogram	
http://purl.obolibrary.org/obo/OBI_0002919	live arthropod specimen collection process	
http://purl.obolibrary.org/obo/UBERON_0002107	liver	
http://purl.obolibrary.org/obo/BTO_0000224	liver cell line	
http://purl.obolibrary.org/obo/DOID_409	liver disease	
http://purl.obolibrary.org/obo/EUPATH_0021014	livestock animal	Livestock
http://purl.obolibrary.org/obo/EUPATH_0010067	location of death	Death location
http://purl.obolibrary.org/obo/EUPATH_0000542	location of specimen collection	
http://purl.obolibrary.org/obo/EUPATH_0000530	location where GPS coordinates were taken	
http://purl.obolibrary.org/obo/OBI_0001621	longitude coordinate measurement datum	Longitude
http://purl.obolibrary.org/obo/NCBITaxon_76717	Lontra canadensis	
http://purl.obolibrary.org/obo/OBI_0002688	loop-mediated isothermal amplification	
http://purl.obolibrary.org/obo/NCBITaxon_308715	Lophoceraomyia	
http://purl.obolibrary.org/obo/NCBITaxon_1206795	Lophotrochozoa	
http://purl.obolibrary.org/obo/HP_0007185	Loss of consciousness	
http://purl.obolibrary.org/obo/HP_0003419	Low back pain	Lower back pain
http://purl.obolibrary.org/obo/UBERON_0001558	lower respiratory tract	
http://purl.obolibrary.org/obo/OBI_0002781	lower respiratory tract aspirate specimen	
http://purl.obolibrary.org/obo/DOID_0050161	lower respiratory tract disease	
http://purl.obolibrary.org/obo/OBI_0002783	lower respiratory tract specimen	
http://purl.obolibrary.org/obo/NCBITaxon_111865	Loxigilla noctis	
http://purl.obolibrary.org/obo/CHEBI_156095	lumefantrine	
http://purl.obolibrary.org/obo/UBERON_0002048	lung	
http://purl.obolibrary.org/obo/OBI_0003235	lung assay	
http://purl.obolibrary.org/obo/DOID_850	lung disease	
http://purl.obolibrary.org/obo/OBI_0003282	lung microbiology assay	
http://purl.obolibrary.org/obo/OBI_0003256	lung microbiology datum	
http://purl.obolibrary.org/obo/OBI_0002534	lung specimen	
http://purl.obolibrary.org/obo/NCBITaxon_53533	Lutzia <mosquitos>	
http://purl.obolibrary.org/obo/NCBITaxon_308712	Lutzia fuscana	
http://purl.obolibrary.org/obo/NCBITaxon_42432	Lutzia tigripes	
http://purl.obolibrary.org/obo/NCBITaxon_7200	Lutzomyia longipalpis	
http://purl.obolibrary.org/obo/UBERON_0000029	lymph node	
http://purl.obolibrary.org/obo/OBI_1110041	lymph node cell specimen	
http://purl.obolibrary.org/obo/DOID_1602	lymphadenitis	
http://purl.obolibrary.org/obo/DOID_75	lymphatic system disease	
http://purl.obolibrary.org/obo/NCBITaxon_346061	Macleaya <mosquitos>	
http://purl.obolibrary.org/obo/CHEBI_25106	macrolide	
http://purl.obolibrary.org/obo/CHEBI_33839	macromolecule	
http://purl.obolibrary.org/obo/NCBITaxon_44485	maculipennis group	
http://purl.obolibrary.org/obo/NCBITaxon_44533	maculipennis species complex	
http://purl.obolibrary.org/obo/NCBITaxon_44486	maculipennis subgroup	
http://purl.obolibrary.org/obo/OBI_0000369	magnify function	
http://purl.obolibrary.org/obo/NCBITaxon_53534	Maillotia	
http://purl.obolibrary.org/obo/IAO_8000003	main release ontology module	
http://purl.obolibrary.org/obo/OBI_0600024	maintaining cell culture	
http://purl.obolibrary.org/obo/SYMP_0019176	malaise	Malaise
http://purl.obolibrary.org/obo/CHEBI_6649	malaoxon	
http://purl.obolibrary.org/obo/DOID_12365	malaria	
http://purl.obolibrary.org/obo/EUPATH_0000338	malaria diagnosis and parasite status information	Malaria diagnosis and parasite status
http://purl.obolibrary.org/obo/EUPATH_0000058	malaria medication	Antimalarial medication
http://purl.obolibrary.org/obo/OBI_0003037	malaria rapid diagnosis assay	
http://purl.obolibrary.org/obo/EUPATH_0000316	malaria severity and basis information	
http://purl.obolibrary.org/obo/EUPATH_0000740	malaria treatment	
http://purl.obolibrary.org/obo/EUPATH_0000036	malaria-related diagnosis	Malaria-related diagnosis
http://purl.obolibrary.org/obo/CHEBI_6651	malathion	
http://purl.obolibrary.org/obo/NCBITaxon_325434	Malaya genurostris	
http://purl.obolibrary.org/obo/PATO_0000384	male	
http://purl.obolibrary.org/obo/HP_0004395	Malnutrition	
http://purl.obolibrary.org/obo/CHEBI_29864	mannitol	
http://purl.obolibrary.org/obo/NCBITaxon_44314	Manorina melanocephala	
http://purl.obolibrary.org/obo/NCBITaxon_149459	"Mansonia <mosquitos,genus>"	
http://purl.obolibrary.org/obo/NCBITaxon_308734	"Mansonia <mosquitos,subgenus>"	
http://purl.obolibrary.org/obo/NCBITaxon_667564	Mansonia africana	
http://purl.obolibrary.org/obo/NCBITaxon_308732	Mansonia annulifera	
http://purl.obolibrary.org/obo/NCBITaxon_1038078	Mansonia bonneae	
http://purl.obolibrary.org/obo/NCBITaxon_2663023	Mansonia dyari	
http://purl.obolibrary.org/obo/NCBITaxon_869066	Mansonia titillans	
http://purl.obolibrary.org/obo/NCBITaxon_308735	Mansonia uniformis	
http://purl.obolibrary.org/obo/NCBITaxon_254792	Mansoniini	
http://purl.obolibrary.org/obo/NCBITaxon_308733	Mansonioides	
http://purl.obolibrary.org/obo/ENVO_00003074	manufactured product	
http://purl.obolibrary.org/obo/OBI_0000835	manufacturer	
http://purl.obolibrary.org/obo/OBI_0000571	manufacturer role	
http://purl.obolibrary.org/obo/OBI_0000457	manufacturing	
http://purl.obolibrary.org/obo/OBI_0000458	manufacturing objective	
http://purl.obolibrary.org/obo/DOID_12328	marasmus	Marasmus
http://purl.obolibrary.org/obo/ENVO_00001999	marine water body	
http://purl.obolibrary.org/obo/EUPATH_0000374	marital status	Marital status
http://purl.obolibrary.org/obo/ENVO_00000035	marsh	
http://purl.obolibrary.org/obo/ENVO_01000462	masonry cement	
http://purl.obolibrary.org/obo/PATO_0000125	mass	
http://purl.obolibrary.org/obo/UO_0000052	mass density unit	
http://purl.obolibrary.org/obo/IAO_0000414	mass measurement datum	Weight
http://purl.obolibrary.org/obo/UO_0000002	mass unit	
http://purl.obolibrary.org/obo/DOID_0060322	mastoiditis	
http://purl.obolibrary.org/obo/UBERON_0000465	material anatomical entity	
http://purl.obolibrary.org/obo/OBI_0000652	material combination	
http://purl.obolibrary.org/obo/OBI_0600014	material component separation	
http://purl.obolibrary.org/obo/BFO_0000040	material entity	
http://purl.obolibrary.org/obo/OBI_0000838	material maintenance	
http://purl.obolibrary.org/obo/OBI_0000806	material maintenance objective	
http://purl.obolibrary.org/obo/OBI_0600018	material portioning	
http://purl.obolibrary.org/obo/OBI_0000094	material processing	
http://purl.obolibrary.org/obo/OBI_0000740	material sample role	
http://purl.obolibrary.org/obo/OBI_0000932	material separation device	
http://purl.obolibrary.org/obo/OBI_0000372	material separation function	
http://purl.obolibrary.org/obo/OBI_0000639	material separation objective	
http://purl.obolibrary.org/obo/OBI_0001528	material service	
http://purl.obolibrary.org/obo/OBI_0001557	material storage service	
http://purl.obolibrary.org/obo/OBI_0000319	material to be added role	
http://purl.obolibrary.org/obo/OBI_0000456	material transformation objective	
http://purl.obolibrary.org/obo/PATO_0001895	mating type	
http://purl.obolibrary.org/obo/EUPATH_0010078	mean height	Mean height
http://purl.obolibrary.org/obo/EUPATH_0010087	mean mid-upper arm circumference	Mean MUAC
http://purl.obolibrary.org/obo/DOID_8622	measles	
http://purl.obolibrary.org/obo/NCBITaxon_11234	Measles morbillivirus	
http://purl.obolibrary.org/obo/OBI_0002444	measurand role	
http://purl.obolibrary.org/obo/OBI_0000453	measure function	
http://purl.obolibrary.org/obo/IAO_0000109	measurement datum	
http://purl.obolibrary.org/obo/OBI_0000832	measurement device	
http://purl.obolibrary.org/obo/IAO_0000003	measurement unit label	
http://purl.obolibrary.org/obo/DRON_00022367	Mebendazole Oral Suspension	Mebendazole syrup
http://purl.obolibrary.org/obo/DOID_11049	meconium aspiration syndrome	
http://purl.obolibrary.org/obo/EUPATH_0010079	median height	Median height
http://purl.obolibrary.org/obo/EUPATH_0043147	median knockdown time	
http://purl.obolibrary.org/obo/EUPATH_0010088	median mid-upper arm circumference	Median MUAC
http://purl.obolibrary.org/obo/NCBITaxon_3879	Medicago sativa	
http://purl.obolibrary.org/obo/OBI_0002491	medication dose value specification	
http://purl.obolibrary.org/obo/OBIB_0000029	medication material	
http://purl.obolibrary.org/obo/OGMS_0000148	medication role	
http://purl.obolibrary.org/obo/OBI_0002490	medication time value specification	
http://purl.obolibrary.org/obo/ONTONEO_00000228	medida do diâmetro do colo do útero	
http://purl.obolibrary.org/obo/UBERON_0001896	medulla oblongata	
http://purl.obolibrary.org/obo/DRON_00030925	Mefenamate Oral Suspension	Mefenamic acid
http://purl.obolibrary.org/obo/CHEBI_63609	mefloquine	Mefloquine
http://purl.obolibrary.org/obo/NCBITaxon_53535	Melanoconion	
http://purl.obolibrary.org/obo/NCBITaxon_111991	Melanospiza bicolor	
http://purl.obolibrary.org/obo/NCBITaxon_9146	Meliphagidae	
http://purl.obolibrary.org/obo/NCBITaxon_1931080	Meliphagoidea	
http://purl.obolibrary.org/obo/NCBITaxon_13146	Melopsittacus undulatus	
http://purl.obolibrary.org/obo/DOID_9471	meningitis	
http://purl.obolibrary.org/obo/UBERON_0004120	mesoderm-derived structure	
http://purl.obolibrary.org/obo/HP_0001942	Metabolic acidosis	Metabolic acidosis
http://purl.obolibrary.org/obo/IAO_0000120	metadata complete	
http://purl.obolibrary.org/obo/IAO_0000123	metadata incomplete	
http://purl.obolibrary.org/obo/EUPATH_0009248	metagenome enzyme pathway abundance data	
http://purl.obolibrary.org/obo/EUPATH_0009249	metagenome enzyme pathway coverage data	
http://purl.obolibrary.org/obo/EUPATH_0009246	metagenome pathway and function analysis	
http://purl.obolibrary.org/obo/ENVO_01001069	metallic material	
http://purl.obolibrary.org/obo/NCBITaxon_2611341	Metamonada	
http://purl.obolibrary.org/obo/NCBITaxon_9263	Metatheria	
http://purl.obolibrary.org/obo/ARO_3004306	methicillin-resistant Staphylococcus aureus	
http://purl.obolibrary.org/obo/CHEBI_34839	methoprene	
http://purl.obolibrary.org/obo/CHEBI_6842	methoxychlor	
http://purl.obolibrary.org/obo/CHEBI_6909	metronidazole	
http://purl.obolibrary.org/obo/DRON_00001138	Metronidazole solution	Metronidazole syrup
http://purl.obolibrary.org/obo/CHEBI_600520	micafungin	
http://purl.obolibrary.org/obo/DRON_00027639	Miconazole Oral Gel	Miconazole oral gel
http://purl.obolibrary.org/obo/DRON_00026303	Miconazole Topical Cream	
http://purl.obolibrary.org/obo/OBI_0001985	microarray assay	
http://purl.obolibrary.org/obo/UO_0000023	microgram	
http://purl.obolibrary.org/obo/UO_0000023	microgram	
http://purl.obolibrary.org/obo/UO_0000301	microgram per liter	
http://purl.obolibrary.org/obo/UO_0000301	microgram per liter	
http://purl.obolibrary.org/obo/UO_0000274	microgram per milliliter	
http://purl.obolibrary.org/obo/UO_0000274	microgram per milliliter	
http://purl.obolibrary.org/obo/UO_0010053	micrograms per wheaton bottle	
http://purl.obolibrary.org/obo/UO_0010053	micrograms per wheaton bottle	
http://purl.obolibrary.org/obo/UO_0000199	microliter per kilogram	
http://purl.obolibrary.org/obo/UO_0000199	microliter per kilogram	
http://purl.obolibrary.org/obo/SO_0000289	microsatellite	
http://purl.obolibrary.org/obo/OBI_0400169	microscope	
http://purl.obolibrary.org/obo/OBI_0002119	microscopy assay	
http://purl.obolibrary.org/obo/OBI_0002779	mid-turbinate nasal swab specimen	
http://purl.obolibrary.org/obo/DOID_5100	middle ear disease	
http://purl.obolibrary.org/obo/UBERON_0005921	middle nasal concha	
http://purl.obolibrary.org/obo/UBERON_0001045	midgut	
http://purl.bioontology.org/ontology/SNOMEDCT/224619008	Migrant	Migrant
http://purl.obolibrary.org/obo/UBERON_0001913	milk	
http://purl.obolibrary.org/obo/EUPATH_0036236	"milk (4Z,7Z,10Z,13Z,16Z)-docosa-4,7,10,13,16-pentaenoic acid concentration"	Docosapentaenoic acid (5n6) (%)
http://purl.obolibrary.org/obo/EUPATH_0036235	"milk (7Z,10Z,13Z,16Z,19Z)-docosapentaenoic acid concentration"	Docosapentaenoic acid (5n3) (%)
http://purl.obolibrary.org/obo/EUPATH_0036233	"milk all-cis-icosa-8,11,14-trienoic acid concentration"	Dihomo-gamma-linolenic acid (%)
http://purl.obolibrary.org/obo/EUPATH_0036530	milk alpha-linolenic acid concentration	Alpha-linolenic acid (%)
http://purl.obolibrary.org/obo/EUPATH_0036229	milk arachidic acid concentration	Arachidic acid (%)
http://purl.obolibrary.org/obo/EUPATH_0036230	milk arachidonic acid concentration	Arachidonic acid (%)
http://purl.obolibrary.org/obo/OBI_0003236	milk assay	
http://purl.obolibrary.org/obo/EUPATH_0036284	milk C-C motif chemokine 2 concentration	Monocyte chemoattractant protein 1
http://purl.obolibrary.org/obo/EUPATH_0036285	milk C-C motif chemokine 3 concentration	Macrophage inflammatory protein 1 alpha
http://purl.obolibrary.org/obo/EUPATH_0036523	milk C-C motif chemokine 4 concentration	Macrophage inflammatory protein 1 beta
http://purl.obolibrary.org/obo/EUPATH_0036287	milk C-C motif chemokine 5 concentration	RANTES
http://purl.obolibrary.org/obo/EUPATH_0036283	milk chemokine ligand 10 concentration	Interferon gamma-induced protein 10
http://purl.obolibrary.org/obo/EUPATH_0036232	milk decanoic acid concentration	Capric acid (%)
http://purl.obolibrary.org/obo/EUPATH_0036234	milk docosahexaenoic acid concentration	Docosahexaenoic acid (%)
http://purl.obolibrary.org/obo/EUPATH_0036231	milk docosanoic acid concentration	Behenic acid (%)
http://purl.obolibrary.org/obo/EUPATH_0036237	milk docosatetraenoic acid concentration	Docosatetraenoic acid (%)
http://purl.obolibrary.org/obo/EUPATH_0036243	milk dodecanoic acid concentration	Lauric acid (%)
http://purl.obolibrary.org/obo/EUPATH_0036241	milk elaidic acid concentration	Elaidic acid (%)
http://purl.obolibrary.org/obo/EUPATH_0036273	milk eotaxin concentration	Eotaxin concentration
http://purl.obolibrary.org/obo/EUPATH_0036242	milk gamma-linolenic acid concentration	Gamma-linolenic acid (%)
http://purl.obolibrary.org/obo/EUPATH_0036274	milk granulocyte colony-stimulating factor concentration	Granulocyte-colony stimulating factor
http://purl.obolibrary.org/obo/EUPATH_0036275	milk granulocyte-macrophage colony-stimulating factor concentration	Granulocyte-macrophage colony stimulating factor
http://purl.obolibrary.org/obo/EUPATH_0036251	milk hexadecanoic acid concentration	Palmitic acid (%)
http://purl.obolibrary.org/obo/EUPATH_0036238	milk icosadienoic acid concentration	Eicosadienoic acid (%)
http://purl.obolibrary.org/obo/EUPATH_0036239	milk icosapentaenoic acid concentration	Eicosapentaenoic acid (%)
http://purl.obolibrary.org/obo/EUPATH_0036240	milk icosenoic acid concentration	Eicosenoic acid (%)
http://purl.obolibrary.org/obo/EUPATH_0036498	milk interferon gamma concentration	Interferon gamma
http://purl.obolibrary.org/obo/EUPATH_0036508	milk interleukin-1 beta concentration	Interleukin 1 beta
http://purl.obolibrary.org/obo/EUPATH_0036280	milk interleukin-1 receptor antagonist protein concentration	Interleukin 1 receptor agonist
http://purl.obolibrary.org/obo/EUPATH_0036500	milk interleukin-10 concentration	Interleukin 10
http://purl.obolibrary.org/obo/EUPATH_0036276	milk interleukin-12 complex concentration	"Interleukin 12, p70"
http://purl.obolibrary.org/obo/EUPATH_0036277	milk interleukin-13 concentration	Interleukin 13
http://purl.obolibrary.org/obo/EUPATH_0036278	milk interleukin-15 concentration	Interleukin 15
http://purl.obolibrary.org/obo/EUPATH_0036279	milk interleukin-17A concentration	Interleukin 17A
http://purl.obolibrary.org/obo/EUPATH_0036281	milk interleukin-2 concentration	Interleukin 2
http://purl.obolibrary.org/obo/EUPATH_0036510	milk interleukin-4 concentration	Interleukin 4
http://purl.obolibrary.org/obo/EUPATH_0036512	milk interleukin-5 concentration	Interleukin 5
http://purl.obolibrary.org/obo/EUPATH_0036514	milk interleukin-6 concentration	Interleukin 6
http://purl.obolibrary.org/obo/EUPATH_0036516	milk interleukin-7 concentration	Interleukin 7
http://purl.obolibrary.org/obo/EUPATH_0036519	milk interleukin-8 concentration	Interleukin 8
http://purl.obolibrary.org/obo/EUPATH_0036282	milk interleukin-9 concentration	Interleukin 9
http://purl.obolibrary.org/obo/EUPATH_0036308	milk lactadherin concentration	Milk fat globule-EGF factor 8
http://purl.obolibrary.org/obo/EUPATH_0036245	milk linoelaidic acid concentration	Linoelaidic acid (%)
http://purl.obolibrary.org/obo/EUPATH_0036246	milk linoleic acid concentration	Linoleic acid (%)
http://purl.obolibrary.org/obo/EUPATH_0036247	milk myristic acid concentration	Myristic acid (%)
http://purl.obolibrary.org/obo/EUPATH_0036248	milk nervonic acid concentration	Nervonic acid (%)
http://purl.obolibrary.org/obo/EUPATH_0036253	milk octadecanoic acid concentration	Stearic acid (%)
http://purl.obolibrary.org/obo/EUPATH_0036249	milk oleic acid concentration	Oleic acid (%)
http://purl.obolibrary.org/obo/EUPATH_0036250	milk palmitelaidic acid concentration	Palmitelaidic acid (%)
http://purl.obolibrary.org/obo/EUPATH_0036252	milk palmitoleic acid concentration	Palmitoleic acid (%)
http://purl.obolibrary.org/obo/EUPATH_0036286	milk platelet-derived growth factor complex concentration	Platelet derived growth factor
http://purl.obolibrary.org/obo/EUPATH_0036292	milk pro-epidermal growth factor concentration	Epidermal growth factor
http://purl.obolibrary.org/obo/OBI_0002505	milk specimen	
http://purl.obolibrary.org/obo/EUPATH_0036244	milk tetracosanoic acid concentration	Lignoceric acid (%)
http://purl.obolibrary.org/obo/EUPATH_0036525	milk tumor necrosis factor concentration	Tumor necrosis factor alpha
http://purl.obolibrary.org/obo/UO_0000273	milligram per liter	
http://purl.obolibrary.org/obo/UO_0000273	milligram per liter	
http://purl.obolibrary.org/obo/UO_0000309	milligram per square meter	
http://purl.obolibrary.org/obo/UO_0000309	milligram per square meter	
http://purl.obolibrary.org/obo/UO_0000206	milliliter per cubic meter	
http://purl.obolibrary.org/obo/UO_0000206	milliliter per cubic meter	
http://purl.obolibrary.org/obo/UO_0000198	milliliter per kilogram	
http://purl.obolibrary.org/obo/UO_0000198	milliliter per kilogram	
http://purl.obolibrary.org/obo/UO_0000207	milliliter per liter	
http://purl.obolibrary.org/obo/UO_0000207	milliliter per liter	
http://purl.obolibrary.org/obo/NCBITaxon_308736	Mimomyia <genus>	
http://purl.obolibrary.org/obo/NCBITaxon_308737	Mimomyia <subgenus>	
http://purl.obolibrary.org/obo/NCBITaxon_308740	Mimomyia chamberlaini	
http://purl.obolibrary.org/obo/EUPATH_0043108	Mimomyia hispida	
http://purl.obolibrary.org/obo/NCBITaxon_2563599	Mimomyia mediolineata	
http://purl.obolibrary.org/obo/NCBITaxon_2563597	Mimomyia mimomyiaformis	
http://purl.obolibrary.org/obo/NCBITaxon_1799684	Mimomyia splendens	
http://purl.obolibrary.org/obo/NCBITaxon_59144	minimus group	
http://purl.obolibrary.org/obo/NCBITaxon_93949	minimus species complex	
http://purl.obolibrary.org/obo/UO_0000031	minute	
http://purl.obolibrary.org/obo/UO_0000031	minute	
http://purl.obolibrary.org/obo/UBERON_0000077	mixed endoderm/mesoderm-derived structure	
http://purl.obolibrary.org/obo/NCIT_C120707	Mixed Flora	
http://purl.obolibrary.org/obo/PATO_0001338	mixed sex	
http://purl.obolibrary.org/obo/ENVO_01000581	mobile phone	Mobile phone
http://purl.obolibrary.org/obo/OBI_0003294	modified acid-fast stain microscopy assay	
http://purl.obolibrary.org/obo/CHEBI_23367	molecular entity	
http://purl.obolibrary.org/obo/GO_0003674	molecular_function	
http://purl.obolibrary.org/obo/UO_0000192	molecule count	
http://purl.obolibrary.org/obo/UO_0000192	molecule count	
http://purl.obolibrary.org/obo/CL_0000576	monocyte	
http://purl.obolibrary.org/obo/NCBITaxon_11157	Mononegavirales	
http://purl.obolibrary.org/obo/DRON_00026889	montelukast Oral Tablet	Montelukast
http://purl.obolibrary.org/obo/NCBITaxon_475	Moraxella	
http://purl.obolibrary.org/obo/NCBITaxon_480	Moraxella catarrhalis	
http://purl.obolibrary.org/obo/NCBITaxon_478	Moraxella nonliquefaciens	
http://purl.obolibrary.org/obo/NCBITaxon_468	Moraxellaceae	
http://purl.obolibrary.org/obo/PATO_0001415	morbidity	
http://purl.obolibrary.org/obo/PATO_0000051	morphology	
http://purl.obolibrary.org/obo/APOLLO_SV_00000445	mortality rate	
http://purl.obolibrary.org/obo/OBI_0002933	Mosquito Magnet trap	
http://purl.obolibrary.org/obo/OBI_0003290	mosquito membrane feeding assay	
http://purl.obolibrary.org/obo/OBI_0003289	mosquito membrane feeding device	
http://purl.obolibrary.org/obo/EUPATH_0000324	mosquito parity information	Anopheles parity
http://purl.obolibrary.org/obo/OBI_0002934	MosquiTRAP	
http://purl.obolibrary.org/obo/NCBITaxon_180448	Motacilla flava	
http://purl.obolibrary.org/obo/NCBITaxon_36256	Motacillidae	
http://purl.obolibrary.org/obo/ENVO_01000601	motor vehicle	
http://purl.obolibrary.org/obo/ENVO_01000615	motorcycle	Motorcycle or scooter
http://purl.obolibrary.org/obo/ENVO_00000081	mountain	
http://purl.obolibrary.org/obo/DOID_403	mouth disease	
http://purl.obolibrary.org/obo/DRON_00027970	moxifloxacin Ophthalmic Solution	Moxifloxacin eye drops
http://purl.obolibrary.org/obo/NCBITaxon_53543	Mucidus	
http://purl.obolibrary.org/obo/UBERON_0000344	mucosa	
http://purl.obolibrary.org/obo/ENVO_01000001	mud	
http://purl.obolibrary.org/obo/PCO_0000029	multi-species collection of organisms	
http://purl.obolibrary.org/obo/OBI_0400076	multi-well plate	
http://purl.obolibrary.org/obo/UBERON_0010000	multicellular anatomical structure	
http://purl.obolibrary.org/obo/EUPATH_0000574	multilocus sequence type clade name	
http://purl.obolibrary.org/obo/OBI_0003287	multiplex real time polymerase chain reaction assay	
http://purl.obolibrary.org/obo/OBI_0003288	multiplex real time reverse-transcription polymerase chain reaction assay	
http://purl.obolibrary.org/obo/DOID_10264	mumps	
http://purl.obolibrary.org/obo/NCBITaxon_337687	Muroidea	
http://purl.obolibrary.org/obo/UBERON_0005090	muscle structure	
http://purl.obolibrary.org/obo/UBERON_0002385	muscle tissue	
http://purl.obolibrary.org/obo/DOID_17	musculoskeletal system disease	Musculoskeletal condition
http://purl.obolibrary.org/obo/FOODON_00001287	mushroom (whole organism)	
http://purl.obolibrary.org/obo/HP_0003326	Myalgia	Muscle aches
http://purl.obolibrary.org/obo/NCBITaxon_1762	Mycobacteriaceae	
http://purl.obolibrary.org/obo/NCBITaxon_1773	Mycobacterium tuberculosis	
http://purl.obolibrary.org/obo/NCBITaxon_36809	Mycobacteroides abscessus	
http://purl.obolibrary.org/obo/NCBITaxon_2093	Mycoplasma	
http://purl.obolibrary.org/obo/NCBITaxon_2104	Mycoplasma pneumoniae	
http://purl.obolibrary.org/obo/HP_0001658	Myocardial infarction	
http://purl.obolibrary.org/obo/UBERON_0002349	myocardium	
http://purl.obolibrary.org/obo/NCBITaxon_59140	Myzomyia	
http://purl.obolibrary.org/obo/NCBITaxon_58250	Myzorhynchus	
http://purl.obolibrary.org/obo/DOID_4123	nail disease	
http://purl.obolibrary.org/obo/CHEBI_100147	nalidixic acid	
http://purl.obolibrary.org/obo/IAO_0000421	named class expression	
http://purl.obolibrary.org/obo/UO_0000024	nanogram	
http://purl.obolibrary.org/obo/UO_0000024	nanogram	
http://purl.obolibrary.org/obo/DRON_00022621	Naproxen Oral Suspension	Naproxen syrup
http://purl.obolibrary.org/obo/OBI_0002780	nasal aspirate specimen	
http://purl.obolibrary.org/obo/UBERON_0001707	nasal cavity	
http://purl.obolibrary.org/obo/UBERON_0005384	nasal cavity epithelium	
http://purl.obolibrary.org/obo/UBERON_0001826	nasal cavity mucosa	
http://purl.obolibrary.org/obo/UBERON_0003973	nasal concha of ethmoid bone	
http://purl.obolibrary.org/obo/HP_0030863	Nasal flaring	Nasal flaring
http://purl.obolibrary.org/obo/UBERON_0035612	nasal turbinal	
http://purl.obolibrary.org/obo/OBI_0003285	nasopharyngeal or oropharyngeal swab microbiology assay	
