colOrder,variable,dataFile,IRI,label,definition,category,parentIRI,parentLabel,codebookDescription,codebookValues,termType,notesForOnt,notesForProvider,notesForDL,repeated,is_temporal,mergeKey,dataSet,unitLabel,unitIRI,is_featured,hidden,scale,defaultDisplayRangeMin,defaultDisplayRangeMax,defaultBinWidth,forceStringType,type,example,dateTime,formatCode,values,uniqueValueCount,percentMissing,flag,variable_dataFile,uniqueVar
161,ictericia30,banco_assis_brasil_final,http://purl.obolibrary.org/obo/HP_0000952,Jaundice,,Participant,http://purl.obolibrary.org/obo/EUPATH_0066221,Symptom intensity in the last 30 days,Jaundice in the last 30 days,0 - No,value,,,,yes,,,Brazil Villa Assis,,,,,,,,,,int,,,,0 to 1,2,0.637379776,,ictericia30,banco_assis_brasil_final::ictericia30
162,ateracao_urina30,banco_assis_brasil_final,http://purl.obolibrary.org/obo/EUPATH_0022241,Change in urine color,,Participant,http://purl.obolibrary.org/obo/EUPATH_0066221,Symptom intensity in the last 30 days,Urine color change in the last 30 days,0 - No,value,,,,yes,,,Brazil Villa Assis,,,,,,,,,,int,,,,0 to 0,1,0.637379776,,ateracao_urina30,banco_assis_brasil_final::ateracao_urina30
163,sangramento30,banco_assis_brasil_final,http://purl.obolibrary.org/obo/EUPATH_0061738,Bleeding,,Participant,http://purl.obolibrary.org/obo/EUPATH_0066221,Symptom intensity in the last 30 days,Bleeding in the last 30 days,0 - No,value,,,,yes,,,Brazil Villa Assis,,,,,,,,,,int,,,,0 to 0,1,0.637379776,,sangramento30,banco_assis_brasil_final::sangramento30
164,perda_consciencia30,banco_assis_brasil_final,http://purl.obolibrary.org/obo/HP_0007185,Loss of consciousness,,Participant,http://purl.obolibrary.org/obo/EUPATH_0066221,Symptom intensity in the last 30 days,Loss of consciousness in the last 30 days,0 - No,value,,,,yes,,,Brazil Villa Assis,,,,,,,,,,int,,,,0 to 0,1,0.637379776,,perda_consciencia30,banco_assis_brasil_final::perda_consciencia30
165,tontura30,banco_assis_brasil_final,http://purl.obolibrary.org/obo/EUPATH_0051310,Dizziness,,Participant,http://purl.obolibrary.org/obo/EUPATH_0066221,Symptom intensity in the last 30 days,Dizziness in the last 30 days,0 - No,value,,,,yes,,,Brazil Villa Assis,,,,,,,,,,int,,,,0 to 3,4,0.637379776,,tontura30,banco_assis_brasil_final::tontura30
166,tosse30,banco_assis_brasil_final,http://purl.obolibrary.org/obo/EUPATH_0022219,Cough,,Participant,http://purl.obolibrary.org/obo/EUPATH_0066221,Symptom intensity in the last 30 days,Cough in the last 30 days,0 - No,value,,,,yes,,,Brazil Villa Assis,,,,,,,,,,int,,,,0 to 3,4,0.637639719,,tosse30,banco_assis_brasil_final::tosse30
167,falta_ar30,banco_assis_brasil_final,http://purl.obolibrary.org/obo/HP_0002094,Shortness of breath,,Participant,http://purl.obolibrary.org/obo/EUPATH_0066221,Symptom intensity in the last 30 days,Shortness of breath in the last 30 days,0 - No,value,,,,yes,,,Brazil Villa Assis,,,,,,,,,,int,,,,0 to 3,4,0.637639719,,falta_ar30,banco_assis_brasil_final::falta_ar30
169,sintomas7d,banco_assis_brasil_final,http://purl.obolibrary.org/obo/EUPATH_0010356,Symptoms in the last 7 days,,Participant,http://purl.obolibrary.org/obo/EUPATH_0000309,Signs and symptoms,Showed symptoms of malaria in the seven days prior to the interview?,0 - No,variable,,,,yes,,,Brazil Villa Assis,,,,,,,,,,int,1,,,1 to 3,3,0.636080062,,sintomas7d,banco_assis_brasil_final::sintomas7d
,,,http://purl.obolibrary.org/obo/EUPATH_0066242,Symptom intensity in the last 7 days,,Participant,http://purl.obolibrary.org/obo/EUPATH_0000309,Signs and symptoms,,,multifilter,,,,yes,,,Brazil Villa Assis,,,,,,,,,,,,,,,,,,,
170,febre7,banco_assis_brasil_final,http://purl.obolibrary.org/obo/EUPATH_0015185,Fever,,Participant,http://purl.obolibrary.org/obo/EUPATH_0066242,Symptom intensity in the last 7 days,Fever in the last 7 days,0 - No,value,,,,yes,,,Brazil Villa Assis,,,,,,,,,,int,,,,0 to 3,4,0.947231609,,febre7,banco_assis_brasil_final::febre7
171,calafrios7,banco_assis_brasil_final,http://purl.obolibrary.org/obo/EUPATH_0022225,Chills,,Participant,http://purl.obolibrary.org/obo/EUPATH_0066242,Symptom intensity in the last 7 days,Chills in the last 7 days,0 - No,value,,,,yes,,,Brazil Villa Assis,,,,,,,,,,int,1,,,0 to 3,4,0.947231609,,calafrios7,banco_assis_brasil_final::calafrios7
172,sudorese7,banco_assis_brasil_final,http://purl.obolibrary.org/obo/EUPATH_0022238,Sweating,,Participant,http://purl.obolibrary.org/obo/EUPATH_0066242,Symptom intensity in the last 7 days,Sweating in the last 7 days,0 - No,value,,,,yes,,,Brazil Villa Assis,,,,,,,,,,int,,,,0 to 3,2,0.947231609,,sudorese7,banco_assis_brasil_final::sudorese7
173,fraqueza7,banco_assis_brasil_final,http://purl.obolibrary.org/obo/EUPATH_0022229,Weakness,,Participant,http://purl.obolibrary.org/obo/EUPATH_0066242,Symptom intensity in the last 7 days,Weakness in the last 7 days,0 - No,value,,,,yes,,,Brazil Villa Assis,,,,,,,,,,int,,,,0 to 3,4,0.947231609,,fraqueza7,banco_assis_brasil_final::fraqueza7
174,cefaleia7,banco_assis_brasil_final,http://purl.obolibrary.org/obo/EUPATH_0022226,Headache,,Participant,http://purl.obolibrary.org/obo/EUPATH_0066242,Symptom intensity in the last 7 days,Headache in the last 7 days,0 - No,value,,,,yes,,,Brazil Villa Assis,,,,,,,,,,int,3,,,0 to 3,4,0.947231609,,cefaleia7,banco_assis_brasil_final::cefaleia7
175,perda_apetite7,banco_assis_brasil_final,http://purl.obolibrary.org/obo/EUPATH_0050177,Loss of appetite,,Participant,http://purl.obolibrary.org/obo/EUPATH_0066242,Symptom intensity in the last 7 days,Loss of appetite in the last 7 days,0 - No,value,,,,yes,,,Brazil Villa Assis,,,,,,,,,,int,,,,0 to 3,2,0.947231609,,perda_apetite7,banco_assis_brasil_final::perda_apetite7
176,dor_abdominal7,banco_assis_brasil_final,http://purl.obolibrary.org/obo/EUPATH_0022222,Abdominal pain,,Participant,http://purl.obolibrary.org/obo/EUPATH_0066242,Symptom intensity in the last 7 days,Abdominal pain in the last 7 days,0 - No,value,,,,yes,,,Brazil Villa Assis,,,,,,,,,,int,,,,0 to 3,4,0.947231609,,dor_abdominal7,banco_assis_brasil_final::dor_abdominal7
177,dor_hipocondrio7,banco_assis_brasil_final,http://purl.obolibrary.org/obo/EUPATH_0022231,Hypochondrium pain,,Participant,http://purl.obolibrary.org/obo/EUPATH_0066242,Symptom intensity in the last 7 days,Pain in the hypochondrium in the last 7 days,0 - No,value,,,,yes,,,Brazil Villa Assis,,,,,,,,,,int,,,,0 to 2,3,0.947231609,,dor_hipocondrio7,banco_assis_brasil_final::dor_hipocondrio7
178,nauseas7,banco_assis_brasil_final,http://purl.obolibrary.org/obo/EUPATH_0022235,Nausea,,Participant,http://purl.obolibrary.org/obo/EUPATH_0066242,Symptom intensity in the last 7 days,Nausea in the last 7 days,0 - No,value,,,,yes,,,Brazil Villa Assis,,,,,,,,,,int,,,,0 to 0,1,0.947231609,,nauseas7,banco_assis_brasil_final::nauseas7
179,vomito7,banco_assis_brasil_final,http://purl.obolibrary.org/obo/EUPATH_0022242,Vomiting,,Participant,http://purl.obolibrary.org/obo/EUPATH_0066242,Symptom intensity in the last 7 days,Vomiting in the last 7 days,0 - No,value,,,,yes,,,Brazil Villa Assis,,,,,,,,,,int,,,,0 to 3,2,0.947231609,,vomito7,banco_assis_brasil_final::vomito7
180,mialgia7,banco_assis_brasil_final,http://purl.obolibrary.org/obo/EUPATH_0022234,Muscle aches,,Participant,http://purl.obolibrary.org/obo/EUPATH_0066242,Symptom intensity in the last 7 days,Myalgia in the last 7 days,0 - No,value,,,,yes,,,Brazil Villa Assis,,,,,,,,,,int,,,,0 to 1,2,0.947231609,,mialgia7,banco_assis_brasil_final::mialgia7
181,artralgia7,banco_assis_brasil_final,http://purl.obolibrary.org/obo/EUPATH_0022224,Joint pain,,Participant,http://purl.obolibrary.org/obo/EUPATH_0066242,Symptom intensity in the last 7 days,Arthralgia in the last 7 days,0 - No,value,,,,yes,,,Brazil Villa Assis,,,,,,,,,,int,,,,0 to 0,1,0.947231609,,artralgia7,banco_assis_brasil_final::artralgia7
182,lombalgia7,banco_assis_brasil_final,http://purl.obolibrary.org/obo/EUPATH_0022233,Lower back pain,,Participant,http://purl.obolibrary.org/obo/EUPATH_0066242,Symptom intensity in the last 7 days,Backache in the last 7 days,0 - No,value,,,,yes,,,Brazil Villa Assis,,,,,,,,,,int,,,,0 to 3,4,0.947231609,,lombalgia7,banco_assis_brasil_final::lombalgia7
183,diarreia7,banco_assis_brasil_final,http://purl.obolibrary.org/obo/EUPATH_0022228,Diarrhea,,Participant,http://purl.obolibrary.org/obo/EUPATH_0066242,Symptom intensity in the last 7 days,Diarrhea in the last 7 days,0 - No,value,,,,yes,,,Brazil Villa Assis,,,,,,,,,,int,,,,0 to 0,1,0.947231609,,diarreia7,banco_assis_brasil_final::diarreia7
184,ictericia7,banco_assis_brasil_final,http://purl.obolibrary.org/obo/HP_0000952,Jaundice,,Participant,http://purl.obolibrary.org/obo/EUPATH_0066242,Symptom intensity in the last 7 days,Jaundice in the last 7 days,0 - No,value,,,,yes,,,Brazil Villa Assis,,,,,,,,,,int,,,,0 to 1,2,0.947231609,,ictericia7,banco_assis_brasil_final::ictericia7
185,alteracao_urina7,banco_assis_brasil_final,http://purl.obolibrary.org/obo/EUPATH_0022241,Change in urine color,,Participant,http://purl.obolibrary.org/obo/EUPATH_0066242,Symptom intensity in the last 7 days,Urine color change in the last 7 days,0 - No,value,,,,yes,,,Brazil Villa Assis,,,,,,,,,,int,,,,0 to 0,1,0.947231609,,alteracao_urina7,banco_assis_brasil_final::alteracao_urina7
186,sangramento7,banco_assis_brasil_final,http://purl.obolibrary.org/obo/EUPATH_0066329,Bleeding ,,Participant,http://purl.obolibrary.org/obo/EUPATH_0066242,Symptom intensity in the last 7 days,Bleeding in the last 7 days,0 - No,value,,,,yes,,,Brazil Villa Assis,,,,,,,,,,int,,,,0 to 0,1,0.947231609,,sangramento7,banco_assis_brasil_final::sangramento7
187,perda_consciencia7,banco_assis_brasil_final,http://purl.obolibrary.org/obo/HP_0007185,Loss of consciousness,,Participant,http://purl.obolibrary.org/obo/EUPATH_0066242,Symptom intensity in the last 7 days,Loss of consciousness in the last 7 days,0 - No,value,,,,yes,,,Brazil Villa Assis,,,,,,,,,,int,,,,0 to 0,1,0.947231609,,perda_consciencia7,banco_assis_brasil_final::perda_consciencia7
188,tosse7,banco_assis_brasil_final,http://purl.obolibrary.org/obo/EUPATH_0022240,Cough,,Participant,http://purl.obolibrary.org/obo/EUPATH_0066242,Symptom intensity in the last 7 days,Cough in the last 7 days,0 - No,value,,,,yes,,,Brazil Villa Assis,,,,,,,,,,int,,,,0 to 0,1,0.947231609,,tosse7,banco_assis_brasil_final::tosse7
189,faltaar7,banco_assis_brasil_final,http://purl.obolibrary.org/obo/HP_0002094,Shortness of breath,,Participant,http://purl.obolibrary.org/obo/EUPATH_0066242,Symptom intensity in the last 7 days,Shortness of breath in the last 7 days,0 - No,value,,,,yes,,,Brazil Villa Assis,,,,,,,,,,int,,,,0 to 0,1,0.947231609,,faltaar7,banco_assis_brasil_final::faltaar7
190,tontura7,banco_assis_brasil_final,http://purl.obolibrary.org/obo/EUPATH_0022239,Dizziness,,Participant,http://purl.obolibrary.org/obo/EUPATH_0066242,Symptom intensity in the last 7 days,Dizziness in the last 7 days,0 - No,value,,,,yes,,,Brazil Villa Assis,,,,,,,,,,int,,,,0 to 3,4,0.947231609,,tontura7,banco_assis_brasil_final::tontura7
192,sintomas15dias,banco_assis_brasil_final,http://purl.obolibrary.org/obo/EUPATH_0066330,Showed malaria symptoms in last 15 days,,Participant,http://purl.obolibrary.org/obo/EUPATH_0000309,Signs and symptoms,Showed symptoms of malaria in the 15 days prior to the interview?,0 - No,variable,,,,yes,,,Brazil Villa Assis,,,,,,,,,,chr,nao,,,", nao, sim",2,0.362880166,,sintomas15dias,banco_assis_brasil_final::sintomas15dias
,,,http://purl.obolibrary.org/obo/EUPATH_0066247,Symptoms in the last 15 days,,Participant,http://purl.obolibrary.org/obo/EUPATH_0000309,Signs and symptoms,,,multifilter,,,,yes,,,Brazil Villa Assis,,,,,,,,,,,,,,,,,,,
137,febre01,banco_assis_brasil_final,http://purl.obolibrary.org/obo/EUPATH_0047213,Fever,,Participant,http://purl.obolibrary.org/obo/EUPATH_0066247,Symptoms in the last 15 days,Fever in the last 15 days,0 - No,value,,,,yes,,,Brazil Villa Assis,,,,,,,,,,int,,,,0 to 1,2,0.000259943,,febre01,banco_assis_brasil_final::febre01
139,calafrios01,banco_assis_brasil_final,http://purl.obolibrary.org/obo/EUPATH_0066331,Chills ,,Participant,http://purl.obolibrary.org/obo/EUPATH_0066247,Symptoms in the last 15 days,Chills in the last 15 days,0 - No,value,,,,yes,,,Brazil Villa Assis,,,,,,,,,,int,,,,0 to 1,2,0.000259943,,calafrios01,banco_assis_brasil_final::calafrios01
141,cefaleia01,banco_assis_brasil_final,http://purl.obolibrary.org/obo/EUPATH_0051408,Headache,,Participant,http://purl.obolibrary.org/obo/EUPATH_0066247,Symptoms in the last 15 days,Headache in the last 15 days,0 - No,value,,,,yes,,,Brazil Villa Assis,,,,,,,,,,int,,,,0 to 1,2,0.000259943,,cefaleia01,banco_assis_brasil_final::cefaleia01
143,triade01,banco_assis_brasil_final,http://purl.obolibrary.org/obo/EUPATH_0066332,Fever or Headache or Chills,,Participant,http://purl.obolibrary.org/obo/EUPATH_0066247,Symptoms in the last 15 days,Fever or Headache or Chills in the last 15 days,0 - No,value,,,,yes,,,Brazil Villa Assis,,,,,,,,,,int,,,,0 to 1,2,0.000259943,,triade01,banco_assis_brasil_final::triade01
145,fraqueza01,banco_assis_brasil_final,http://purl.obolibrary.org/obo/EUPATH_0022208,Weakness,,Participant,http://purl.obolibrary.org/obo/EUPATH_0066247,Symptoms in the last 15 days,Weakness in the last 15 days,,value,,,,yes,,,Brazil Villa Assis,,,,,,,,,,int,,,,0 to 1,2,0.000259943,,fraqueza01,banco_assis_brasil_final::fraqueza01
193,qual_sintomas15,banco_assis_brasil_final,http://purl.obolibrary.org/obo/EUPATH_0066333,Symptoms experienced in the last 15 days,,Participant,http://purl.obolibrary.org/obo/EUPATH_0000309,Signs and symptoms,Which sympthom?,Text,,,,,yes,,,Brazil Villa Assis,,,,,,,,,,chr,"FEBRE, CALAFRIO, DOR ABDOMINAL, NáUSEA, LOMBALGIA",,,>10 unique values,64,0.955029893,,qual_sintomas15,banco_assis_brasil_final::qual_sintomas15
194,intensidade_sintomas15,banco_assis_brasil_final,http://purl.obolibrary.org/obo/EUPATH_0066334,Intensity of symptoms in past 15 days,,Participant,http://purl.obolibrary.org/obo/EUPATH_0000309,Signs and symptoms,Intensity,1 - Mild,,,,,yes,,,Brazil Villa Assis,,,,,,,,,,chr,"1,2,1,2,1",,,>10 unique values,25,0.955549779,,intensidade_sintomas15,banco_assis_brasil_final::intensidade_sintomas15
,,,http://purl.obolibrary.org/obo/EUPATH_0066269,Symptom intensity in the last 15 days,,Participant,http://purl.obolibrary.org/obo/EUPATH_0000309,Signs and symptoms,,,multifilter,,,,yes,,,Brazil Villa Assis,,,,,,,,,,,,,,,,,,,
136,febre,banco_assis_brasil_final,http://purl.obolibrary.org/obo/EUPATH_0047213,Fever,,Participant,http://purl.obolibrary.org/obo/EUPATH_0066269,Symptom intensity in the last 15 days,Fever in the last 15 days (intensity),0 - No,value,,,,yes,,,Brazil Villa Assis,,,,,,,,,,int,,,,0 to 3,4,0.000259943,,febre,banco_assis_brasil_final::febre
138,calafrios,banco_assis_brasil_final,http://purl.obolibrary.org/obo/SYMP_0019174,Chills,,Participant,http://purl.obolibrary.org/obo/EUPATH_0066269,Symptom intensity in the last 15 days,Chills in the last 15 days (intensity),0 - No,value,,,,yes,,,Brazil Villa Assis,,,,,,,,,,int,,,,0 to 3,4,0.000259943,,calafrios,banco_assis_brasil_final::calafrios
140,cefaleia,banco_assis_brasil_final,http://purl.obolibrary.org/obo/EUPATH_0051408,Headache,,Participant,http://purl.obolibrary.org/obo/EUPATH_0066269,Symptom intensity in the last 15 days,Headachein the last 15 days (intensity),0 - No,value,,,,yes,,,Brazil Villa Assis,,,,,,,,,,int,,,,0 to 3,4,0.000259943,,cefaleia,banco_assis_brasil_final::cefaleia
142,triade,banco_assis_brasil_final,http://purl.obolibrary.org/obo/EUPATH_0066335,Fever or Headache or Chills,,Participant,http://purl.obolibrary.org/obo/EUPATH_0066269,Symptom intensity in the last 15 days,"Fever or Headache or Chills in the last 15 days [none, 1 of them etc.]",0 - None,value,,,,yes,,,Brazil Villa Assis,,,,,,,,,,int,,,,0 to 3,4,0.000259943,,triade,banco_assis_brasil_final::triade
144,fraqueza,banco_assis_brasil_final,http://purl.obolibrary.org/obo/EUPATH_0022208,Weakness,,Participant,http://purl.obolibrary.org/obo/EUPATH_0066269,Symptom intensity in the last 15 days,Weakness in the last 15 days (intensity),0 - No,value,,,,yes,,,Brazil Villa Assis,,,,,,,,,,int,,,,0 to 3,4,0.000259943,,fraqueza,banco_assis_brasil_final::fraqueza
197,sudorese15,banco_assis_brasil_final,http://purl.obolibrary.org/obo/EUPATH_0022341,Sweating,,Participant,http://purl.obolibrary.org/obo/EUPATH_0066269,Symptom intensity in the last 15 days,Sweating in the last 15 days,0 - No,value,,,,yes,,,Brazil Villa Assis,,,,,,,,,,int,3,,,0 to 3,4,0.935534182,,sudorese15,banco_assis_brasil_final::sudorese15
200,perdaapetite15,banco_assis_brasil_final,http://purl.obolibrary.org/obo/EUPATH_0050177,Loss of appetite,,Participant,http://purl.obolibrary.org/obo/EUPATH_0066269,Symptom intensity in the last 15 days,Loss of appetite in the last 15 days,0 - No,value,,,,yes,,,Brazil Villa Assis,,,,,,,,,,int,3,,,0 to 3,4,0.935534182,,perdaapetite15,banco_assis_brasil_final::perdaapetite15
201,dorabdominal15,banco_assis_brasil_final,http://purl.obolibrary.org/obo/EUPATH_0049220,Abdominal pain,,Participant,http://purl.obolibrary.org/obo/EUPATH_0066269,Symptom intensity in the last 15 days,Abdominal pain in the last 15 days,0 - No,value,,,,yes,,,Brazil Villa Assis,,,,,,,,,,int,,,,0 to 3,4,0.935534182,,dorabdominal15,banco_assis_brasil_final::dorabdominal15
202,dorhipocondrio15,banco_assis_brasil_final,http://purl.obolibrary.org/obo/EUPATH_0066336,Pain in the hypochondrium,,Participant,http://purl.obolibrary.org/obo/EUPATH_0066269,Symptom intensity in the last 15 days,Pain in the hypochondrium in the last 15 days,0 - No,value,,,,yes,,,Brazil Villa Assis,,,,,,,,,,int,,,,0 to 0,1,0.955029893,,dorhipocondrio15,banco_assis_brasil_final::dorhipocondrio15
203,nauseas15,banco_assis_brasil_final,http://purl.obolibrary.org/obo/EUPATH_0022235,Nausea,,Participant,http://purl.obolibrary.org/obo/EUPATH_0066269,Symptom intensity in the last 15 days,Nausea in the last 15 days,0 - No,value,,,,yes,,,Brazil Villa Assis,,,,,,,,,,int,,,,0 to 10,5,0.935534182,,nauseas15,banco_assis_brasil_final::nauseas15
204,vomito15,banco_assis_brasil_final,http://purl.obolibrary.org/obo/EUPATH_0050179,Vomiting,,Participant,http://purl.obolibrary.org/obo/EUPATH_0066269,Symptom intensity in the last 15 days,Vomiting in the last 15 days,0 - No,value,,,,yes,,,Brazil Villa Assis,,,,,,,,,,int,,,,0 to 3,4,0.935534182,,vomito15,banco_assis_brasil_final::vomito15
205,mialgia15,banco_assis_brasil_final,http://purl.obolibrary.org/obo/HP_0003326,Muscle aches,,Participant,http://purl.obolibrary.org/obo/EUPATH_0066269,Symptom intensity in the last 15 days,Myalgia in the last 15 days,0 - No,value,,,,yes,,,Brazil Villa Assis,,,,,,,,,,int,,,,0 to 3,4,0.935534182,,mialgia15,banco_assis_brasil_final::mialgia15
206,artralgia15,banco_assis_brasil_final,http://purl.obolibrary.org/obo/SYMP_0000064,Joint pain,,Participant,http://purl.obolibrary.org/obo/EUPATH_0066269,Symptom intensity in the last 15 days,Arthralgia in the last 15 days,0 - No,value,,,,yes,,,Brazil Villa Assis,,,,,,,,,,int,,,,0 to 3,4,0.935534182,,artralgia15,banco_assis_brasil_final::artralgia15
207,lombalgia15,banco_assis_brasil_final,http://purl.obolibrary.org/obo/EUPATH_0066337,Backache,,Participant,http://purl.obolibrary.org/obo/EUPATH_0066269,Symptom intensity in the last 15 days,Backache in the last 15 days,0 - No,value,,,,yes,,,Brazil Villa Assis,,,,,,,,,,int,,,,0 to 3,4,0.935534182,,lombalgia15,banco_assis_brasil_final::lombalgia15
208,diarreia15,banco_assis_brasil_final,http://purl.obolibrary.org/obo/EUPATH_0051305,Diarrhea,,Participant,http://purl.obolibrary.org/obo/EUPATH_0066269,Symptom intensity in the last 15 days,Diarrhea in the last 15 days,0 - No,value,,,,yes,,,Brazil Villa Assis,,,,,,,,,,int,3,,,0 to 3,3,0.935534182,,diarreia15,banco_assis_brasil_final::diarreia15
209,ictericia15,banco_assis_brasil_final,http://purl.obolibrary.org/obo/HP_0000952,Jaundice,,Participant,http://purl.obolibrary.org/obo/EUPATH_0066269,Symptom intensity in the last 15 days,Jaundice in the last 15 days,0 - No,value,,,,yes,,,Brazil Villa Assis,,,,,,,,,,int,,,,0 to 2,2,0.935534182,,ictericia15,banco_assis_brasil_final::ictericia15
210,alteracao_urina15,banco_assis_brasil_final,http://purl.obolibrary.org/obo/EUPATH_0066338,Urine color change,,Participant,http://purl.obolibrary.org/obo/EUPATH_0066269,Symptom intensity in the last 15 days,Urine color change in the last 15 days,0 - No,value,,,,yes,,,Brazil Villa Assis,,,,,,,,,,int,,,,0 to 2,2,0.935534182,,alteracao_urina15,banco_assis_brasil_final::alteracao_urina15
211,sangramento15,banco_assis_brasil_final,http://purl.obolibrary.org/obo/EUPATH_0061738,Bleeding,,Participant,http://purl.obolibrary.org/obo/EUPATH_0066269,Symptom intensity in the last 15 days,Bleeding in the last 15 days,0 - No,value,,,,yes,,,Brazil Villa Assis,,,,,,,,,,int,,,,0 to 0,1,0.935534182,,sangramento15,banco_assis_brasil_final::sangramento15
212,perdaconsciencia15,banco_assis_brasil_final,http://purl.obolibrary.org/obo/HP_0007185,Loss of consciousness,,Participant,http://purl.obolibrary.org/obo/EUPATH_0066269,Symptom intensity in the last 15 days,Loss of consciousness in the last 15 days,0 - No,value,,,,yes,,,Brazil Villa Assis,,,,,,,,,,int,,,,0 to 3,3,0.935534182,,perdaconsciencia15,banco_assis_brasil_final::perdaconsciencia15
213,tosse15,banco_assis_brasil_final,http://purl.obolibrary.org/obo/EUPATH_0022219,Cough,,Participant,http://purl.obolibrary.org/obo/EUPATH_0066269,Symptom intensity in the last 15 days,Cough in the last 15 days,0 - No,value,,,,yes,,,Brazil Villa Assis,,,,,,,,,,int,,,,0 to 0,1,0.955029893,,tosse15,banco_assis_brasil_final::tosse15
214,faltaar15,banco_assis_brasil_final,http://purl.obolibrary.org/obo/HP_0002094,Shortness of breath,,Participant,http://purl.obolibrary.org/obo/EUPATH_0066269,Symptom intensity in the last 15 days,Shortness of breath in the last 15 days,0 - No,value,,,,yes,,,Brazil Villa Assis,,,,,,,,,,int,,,,0 to 0,1,0.955029893,,faltaar15,banco_assis_brasil_final::faltaar15
215,tontura15,banco_assis_brasil_final,http://purl.obolibrary.org/obo/EUPATH_0051310,Dizziness,,Participant,http://purl.obolibrary.org/obo/EUPATH_0066269,Symptom intensity in the last 15 days,Dizziness in the last 15 days,0 - No,value,,,,yes,,,Brazil Villa Assis,,,,,,,,,,int,,,,0 to 0,1,0.955029893,,tontura15,banco_assis_brasil_final::tontura15
217,incio_sintomas15,banco_assis_brasil_final,http://purl.obolibrary.org/obo/EUPATH_0066339,Onset of symptoms in  previous 15 days,,Participant,http://purl.obolibrary.org/obo/EUPATH_0000309,Signs and symptoms,Onset of symptoms (day?),Integer,variable,,,,yes,,,Brazil Villa Assis,,,,,,,,,,int,5,,,1 to 15,15,0.936054068,,incio_sintomas15,banco_assis_brasil_final::incio_sintomas15
218,final_sintomas15,banco_assis_brasil_final,http://purl.obolibrary.org/obo/EUPATH_0066340,End of symptoms,,Participant,http://purl.obolibrary.org/obo/EUPATH_0000309,Signs and symptoms,End of symptoms (day?),Integer,variable,,,,yes,,,Brazil Villa Assis,,,,,,,,,,int,3,,,0 to 15,12,0.935534182,,final_sintomas15,banco_assis_brasil_final::final_sintomas15
219,sintomas01,banco_assis_brasil_final,http://purl.obolibrary.org/obo/EUPATH_0066341,Participant presented symptoms,"The person presented symptoms (in the last 7 days for cohort 1 and in the last 15 days for cohort 2 and 3) excluding cough, abdominal pain, pain in the hypochondria and shortness of breath",Participant,http://purl.obolibrary.org/obo/EUPATH_0000309,Signs and symptoms,"The person presented symptoms (in the last 7 days for cohort 1 and in the last 15 days for cohort 2 and 3) excluding cough, abdominal pain, pain in the hypochondria and shortness of breath?",0 - No,variable,,,,yes,,,Brazil Villa Assis,,,,,,,,,,int,,,,0 to 1,2,,,sintomas01,banco_assis_brasil_final::sintomas01
220,falcip_desde_out2018,banco_assis_brasil_final,http://purl.obolibrary.org/obo/EUPATH_0066342,Falciparum malaria since October 2018,,Participant,http://purl.obolibrary.org/obo/OGMS_0000015,Clinical history,Falciparum malaria since October 2018,0 - No,,,,,yes,,,Brazil Villa Assis,,,,,,,,,,int,,,,0 to 1,2,0.751234728,,falcip_desde_out2018,banco_assis_brasil_final::falcip_desde_out2018
221,especie_ultima_malaria,banco_assis_brasil_final,http://purl.obolibrary.org/obo/EUPATH_0066343,Species of the latest malaria,,Participant,http://purl.obolibrary.org/obo/OGMS_0000015,Clinical history,Species of the latest malaria,0 - Vivax,,,,,yes,,,Brazil Villa Assis,,,,,,,,,,chr,vivax,,,", facilparum, nao lembra, nao se aplica, vivax, vivax+falciparum",5,0.375877307,,especie_ultima_malaria,banco_assis_brasil_final::especie_ultima_malaria
222,malaria_desde_ultimo_inquerito,banco_assis_brasil_final,http://purl.obolibrary.org/obo/EUPATH_0066344,Malaria episodes since last survey count,,Participant,http://purl.obolibrary.org/obo/OGMS_0000015,Clinical history,Malaria since last survey (amount?),Integer,,,,,yes,,,Brazil Villa Assis,,,,,,,,,,int,1,,,0 to 6,7,0.394073304,,malaria_desde_ultimo_inquerito,banco_assis_brasil_final::malaria_desde_ultimo_inquerito
223,falcip_desde_ultimo_inquerito,banco_assis_brasil_final,http://purl.obolibrary.org/obo/EUPATH_0066345,Falciparum malaria episodes since last survey count,,Participant,http://purl.obolibrary.org/obo/OGMS_0000015,Clinical history,Falciparum since last survey (quantity),Integer,,,,,yes,,,Brazil Villa Assis,,,,,,,,,,int,,,,0 to 1,2,0.721861191,,falcip_desde_ultimo_inquerito,banco_assis_brasil_final::falcip_desde_ultimo_inquerito
225,tdr,banco_assis_brasil_final,http://purl.obolibrary.org/obo/EUPATH_0027004,RDT performed,,Sample,http://purl.obolibrary.org/obo/EUPATH_0021130,Blood eukaryote testing,Rapid test,0 - No,,,,,yes,,,Brazil Villa Assis,,,,,,,,,,int,3,,,1 to 3,3,,,tdr,banco_assis_brasil_final::tdr
226,resultado_tdr,banco_assis_brasil_final,http://purl.obolibrary.org/obo/EUPATH_0024217,"Plasmodium, by RDT",,Sample,http://purl.obolibrary.org/obo/EUPATH_0033308,Plasmodium in blood,Result of the rapid test,0 - Negative,,,,,yes,,,Brazil Villa Assis,,,,,,,,,,int,,,,0 to 1,2,0.010397713,,resultado_tdr,banco_assis_brasil_final::resultado_tdr
