colOrder,overallOrder,displayOrder,variable,dataFile,IRI,label,definition,category,parentLabel,parentIRI,codebookDescription,codebookValues,termType,notesForOnt,notesForProvider,notesForDL,uniqueVar
211,211,,msk,BC-3 enrollment database FINAL,http://purl.obolibrary.org/obo/DOID_17,Musculoskeletal condition,musculoskeletal,Observation,Immediate clinical history,http://purl.obolibrary.org/obo/EUPATH_0021098,msk,,variable,,,,msk|BC-3 enrollment database FINAL
534,534,,msk,BC-3 mothers all visits database FINAL,http://purl.obolibrary.org/obo/DOID_17,Musculoskeletal condition,musculoskeletal,Observation,Immediate clinical history,http://purl.obolibrary.org/obo/EUPATH_0021098,msk,,variable,,,,msk|BC-3 mothers all visits database FINAL
1117,1117,,msk,BC-3 childs all visit database FINAL,http://purl.obolibrary.org/obo/DOID_17,Musculoskeletal condition,musculoskeletal,Observation,Immediate clinical history,http://purl.obolibrary.org/obo/EUPATH_0021098,msk,,variable,,,,msk|BC-3 childs all visit database FINAL
229,229,,endo,BC-3 enrollment database FINAL,http://purl.obolibrary.org/obo/DOID_28,Endocrine condition,endocrine,Observation,Immediate clinical history,http://purl.obolibrary.org/obo/EUPATH_0021098,Endo,,variable,,,,endo|BC-3 enrollment database FINAL
552,552,,endo,BC-3 mothers all visits database FINAL,http://purl.obolibrary.org/obo/DOID_28,Endocrine condition,endocrine,Observation,Immediate clinical history,http://purl.obolibrary.org/obo/EUPATH_0021098,Endo,,variable,,,,endo|BC-3 mothers all visits database FINAL
1135,1135,,endo,BC-3 childs all visit database FINAL,http://purl.obolibrary.org/obo/DOID_28,Endocrine condition,endocrine,Observation,Immediate clinical history,http://purl.obolibrary.org/obo/EUPATH_0021098,Endo,,variable,,Define?,,endo|BC-3 childs all visit database FINAL
214,214,,skin,BC-3 enrollment database FINAL,http://purl.obolibrary.org/obo/DOID_37,Skin condition,,Observation,Immediate clinical history,http://purl.obolibrary.org/obo/EUPATH_0021098,Skin,,variable,,,,skin|BC-3 enrollment database FINAL
537,537,,skin,BC-3 mothers all visits database FINAL,http://purl.obolibrary.org/obo/DOID_37,Skin condition,,Observation,Immediate clinical history,http://purl.obolibrary.org/obo/EUPATH_0021098,Skin,,variable,,,,skin|BC-3 mothers all visits database FINAL
1120,1120,,skin,BC-3 childs all visit database FINAL,http://purl.obolibrary.org/obo/DOID_37,Skin condition,,Observation,Immediate clinical history,http://purl.obolibrary.org/obo/EUPATH_0021098,Skin,,variable,,,,skin|BC-3 childs all visit database FINAL
205,205,,eye,BC-3 enrollment database FINAL,http://purl.obolibrary.org/obo/DOID_5614,Eye condition,,Observation,Immediate clinical history,http://purl.obolibrary.org/obo/EUPATH_0021098,Eye,,variable,,,,eye|BC-3 enrollment database FINAL
528,528,,eye,BC-3 mothers all visits database FINAL,http://purl.obolibrary.org/obo/DOID_5614,Eye condition,,Observation,Immediate clinical history,http://purl.obolibrary.org/obo/EUPATH_0021098,Eye,,variable,,,,eye|BC-3 mothers all visits database FINAL
1111,1111,,eye,BC-3 childs all visit database FINAL,http://purl.obolibrary.org/obo/DOID_5614,Eye condition,,Observation,Immediate clinical history,http://purl.obolibrary.org/obo/EUPATH_0021098,Eye,,variable,,,,eye|BC-3 childs all visit database FINAL
223,223,,gi,BC-3 enrollment database FINAL,http://purl.obolibrary.org/obo/DOID_77,Gastrointestinal condition,gastrointestinal,Observation,Immediate clinical history,http://purl.obolibrary.org/obo/EUPATH_0021098,gi,,variable,,,,gi|BC-3 enrollment database FINAL
546,546,,gi,BC-3 mothers all visits database FINAL,http://purl.obolibrary.org/obo/DOID_77,Gastrointestinal condition,gastrointestinal,Observation,Immediate clinical history,http://purl.obolibrary.org/obo/EUPATH_0021098,gi,,variable,,,,gi|BC-3 mothers all visits database FINAL
1129,1129,,gi,BC-3 childs all visit database FINAL,http://purl.obolibrary.org/obo/DOID_77,Gastrointestinal condition,gastrointestinal,Observation,Immediate clinical history,http://purl.obolibrary.org/obo/EUPATH_0021098,gi,,variable,,,,gi|BC-3 childs all visit database FINAL
208,208,,neuro,BC-3 enrollment database FINAL,http://purl.obolibrary.org/obo/DOID_863,Neurological condition,Neuro,Observation,Immediate clinical history,http://purl.obolibrary.org/obo/EUPATH_0021098,Neuro,,variable,,,,neuro|BC-3 enrollment database FINAL
531,531,,neuro,BC-3 mothers all visits database FINAL,http://purl.obolibrary.org/obo/DOID_863,Neurological condition,Neuro,Observation,Immediate clinical history,http://purl.obolibrary.org/obo/EUPATH_0021098,Neuro,,variable,,,,neuro|BC-3 mothers all visits database FINAL
1114,1114,,neuro,BC-3 childs all visit database FINAL,http://purl.obolibrary.org/obo/DOID_863,Neurological condition,Neuro,Observation,Immediate clinical history,http://purl.obolibrary.org/obo/EUPATH_0021098,Neuro,,variable,,define,,neuro|BC-3 childs all visit database FINAL
486,486,,med1,BC-3 mothers all visits database FINAL,http://purl.obolibrary.org/obo/EUPATH_0021101,Medication from outside source,Any medications outside the study since last seen,Observation,Immediate clinical history,http://purl.obolibrary.org/obo/EUPATH_0021098,Any medications outside the study since last seen,,variable,,n=25,,med1|BC-3 mothers all visits database FINAL
671,671,,med1,BC-3 mothers delivery database FINAL,http://purl.obolibrary.org/obo/EUPATH_0021101,Medication from outside source,,Observation,Immediate clinical history,http://purl.obolibrary.org/obo/EUPATH_0021098,Any medications outside the study since last seen,,variable,,,,med1|BC-3 mothers delivery database FINAL
1079,1079,,med1,BC-3 childs all visit database FINAL,http://purl.obolibrary.org/obo/EUPATH_0021101,Medication from outside source,,Observation,Immediate clinical history,http://purl.obolibrary.org/obo/EUPATH_0021098,Medication1,,variable,,,,med1|BC-3 childs all visit database FINAL
488,488,,med2,BC-3 mothers all visits database FINAL,http://purl.obolibrary.org/obo/EUPATH_0021101,Medication from outside source,,Observation,Immediate clinical history,http://purl.obolibrary.org/obo/EUPATH_0021098,Any medications outside the study since last seen,,variable,,n=3,,med2|BC-3 mothers all visits database FINAL
1081,1081,,med2,BC-3 childs all visit database FINAL,http://purl.obolibrary.org/obo/EUPATH_0021101,Medication from outside source,,Observation,Immediate clinical history,http://purl.obolibrary.org/obo/EUPATH_0021098,Medication2,,variable,,,,med2|BC-3 childs all visit database FINAL
1083,1083,,med3,BC-3 childs all visit database FINAL,http://purl.obolibrary.org/obo/EUPATH_0021101,Medication from outside source,,Observation,Immediate clinical history,http://purl.obolibrary.org/obo/EUPATH_0021098,Medication3,,variable,,,,med3|BC-3 childs all visit database FINAL
1085,1085,,med4,BC-3 childs all visit database FINAL,http://purl.obolibrary.org/obo/EUPATH_0021101,Medication from outside source,,Observation,Immediate clinical history,http://purl.obolibrary.org/obo/EUPATH_0021098,Medication 4,,variable,,,,med4|BC-3 childs all visit database FINAL
217,217,,cv,BC-3 enrollment database FINAL,http://www.ebi.ac.uk/efo/EFO_0000319,Cardiovascular condition,cardiovascular,Observation,Immediate clinical history,http://purl.obolibrary.org/obo/EUPATH_0021098,cv,,variable,,,,cv|BC-3 enrollment database FINAL
540,540,,cv,BC-3 mothers all visits database FINAL,http://www.ebi.ac.uk/efo/EFO_0000319,Cardiovascular condition,cardiovascular,Observation,Immediate clinical history,http://purl.obolibrary.org/obo/EUPATH_0021098,cv,,variable,,,,cv|BC-3 mothers all visits database FINAL
1123,1123,,cv,BC-3 childs all visit database FINAL,http://www.ebi.ac.uk/efo/EFO_0000319,Cardiovascular condition,cardiovascular,Observation,Immediate clinical history,http://purl.obolibrary.org/obo/EUPATH_0021098,cv,,variable,,Define?,,cv|BC-3 childs all visit database FINAL
226,226,,gu,BC-3 enrollment database FINAL,http://www.ebi.ac.uk/efo/EFO_0009663,Genitourinary condition,genitourinary ,Observation,Immediate clinical history,http://purl.obolibrary.org/obo/EUPATH_0021098,gu,,variable,,,,gu|BC-3 enrollment database FINAL
549,549,,gu,BC-3 mothers all visits database FINAL,http://www.ebi.ac.uk/efo/EFO_0009663,Genitourinary condition,genitourinary ,Observation,Immediate clinical history,http://purl.obolibrary.org/obo/EUPATH_0021098,gu,,variable,,,,gu|BC-3 mothers all visits database FINAL
1132,1132,,gu,BC-3 childs all visit database FINAL,http://www.ebi.ac.uk/efo/EFO_0009663,Genitourinary condition,genitourinary ,Observation,Immediate clinical history,http://purl.obolibrary.org/obo/EUPATH_0021098,gu,,variable,,,,gu|BC-3 childs all visit database FINAL
,,,msga,BC3_Household_Survey_Data,http://purl.obolibrary.org/obo/EUPATH_0042010,Radio,,Household,IRS message in last 12 months,http://purl.obolibrary.org/obo/EUPATH_0042009,where did you hear or see message(s):radio?,"1=Yes, 2=No, -9=Skipped",value,,,,
,,,msgb,BC3_Household_Survey_Data,http://purl.obolibrary.org/obo/EUPATH_0042011,TV,,Household,IRS message in last 12 months,http://purl.obolibrary.org/obo/EUPATH_0042009,where did you hear or see message(s):tv?,"1=Yes, 2=No, -9=Skipped",value,,,,
,,,msgc,BC3_Household_Survey_Data,http://purl.obolibrary.org/obo/EUPATH_0042012,Newspaper or leaflet,,Household,IRS message in last 12 months,http://purl.obolibrary.org/obo/EUPATH_0042009,where did you hear or see message(s):newspaper/leaflet?,"1=Yes, 2=No, -9=Skipped",value,,,,
,,,msgd,BC3_Household_Survey_Data,http://purl.obolibrary.org/obo/EUPATH_0042013,Health worker or community medicine distributor,,Household,IRS message in last 12 months,http://purl.obolibrary.org/obo/EUPATH_0042009,where did you hear or see message(s):health worker/cmd?,"1=Yes, 2=No, -9=Skipped",value,,,,
,,,msge,BC3_Household_Survey_Data,http://purl.obolibrary.org/obo/EUPATH_0042014,"Neighbour, relative, or friend",,Household,IRS message in last 12 months,http://purl.obolibrary.org/obo/EUPATH_0042009,where did you hear or see message(s):neighbour/relative/friend,"1=Yes, 2=No, -9=Skipped",value,,,,
,,,msgf,BC3_Household_Survey_Data,http://purl.obolibrary.org/obo/EUPATH_0042015,Community leader,,Household,IRS message in last 12 months,http://purl.obolibrary.org/obo/EUPATH_0042009,where did you hear or see message(s):community leader?,"1=Yes, 2=No, -9=Skipped",value,,,,
,,,msgg,BC3_Household_Survey_Data,http://purl.obolibrary.org/obo/EUPATH_0042016,Village public adress system,,Household,IRS message in last 12 months,http://purl.obolibrary.org/obo/EUPATH_0042009,where did you hear or see message(s):village public adress system,"1=Yes, 2=No, -9=Skipped",value,,,,
,,,msgh,BC3_Household_Survey_Data,http://purl.obolibrary.org/obo/EUPATH_0042017,Don't know,,Household,IRS message in last 12 months,http://purl.obolibrary.org/obo/EUPATH_0042009,where did you hear or see message(s):don't know,"1=Yes, 2=No, -9=Skipped",value,,,,
,,,msgi,BC3_Household_Survey_Data,http://purl.obolibrary.org/obo/EUPATH_0042018,Other,,Household,IRS message in last 12 months,http://purl.obolibrary.org/obo/EUPATH_0042009,where did you hear or see message(s):other,"1=Yes, 2=No, -9=Skipped",value,,,,
685,685,,luprotein1,BC-3 mothers delivery database FINAL,http://purl.obolibrary.org/obo/CMO_0000591,Urine protein,,Observation,Labor and delivery,http://purl.obolibrary.org/obo/EUPATH_0042002,Urine protein1,,variable,,Is this a test for protein?,,luprotein1|BC-3 mothers delivery database FINAL
699,699,,luprotein2,BC-3 mothers delivery database FINAL,http://purl.obolibrary.org/obo/CMO_0000591,Urine protein,,Observation,Labor and delivery,http://purl.obolibrary.org/obo/EUPATH_0042002,Urine protein2,,variable,,Flagged as within visit longitudinal,,luprotein2|BC-3 mothers delivery database FINAL
713,713,,luprotein3,BC-3 mothers delivery database FINAL,http://purl.obolibrary.org/obo/CMO_0000591,Urine protein,,Observation,Labor and delivery,http://purl.obolibrary.org/obo/EUPATH_0042002,Urine protein3,,variable,,Flagged as within visit longitudinal,,luprotein3|BC-3 mothers delivery database FINAL
727,727,,luprotein4,BC-3 mothers delivery database FINAL,http://purl.obolibrary.org/obo/CMO_0000591,Urine protein,,Observation,Labor and delivery,http://purl.obolibrary.org/obo/EUPATH_0042002,Urine protein4,,variable,,Flagged as within visit longitudinal,,luprotein4|BC-3 mothers delivery database FINAL
741,741,,luprotein5,BC-3 mothers delivery database FINAL,http://purl.obolibrary.org/obo/CMO_0000591,Urine protein,,Observation,Labor and delivery,http://purl.obolibrary.org/obo/EUPATH_0042002,Urine protein5,,variable,,Flagged as within visit longitudinal,,luprotein5|BC-3 mothers delivery database FINAL
755,755,,luprotein6,BC-3 mothers delivery database FINAL,http://purl.obolibrary.org/obo/CMO_0000591,Urine protein,,Observation,Labor and delivery,http://purl.obolibrary.org/obo/EUPATH_0042002,Urine protein6,,variable,,Flagged as within visit longitudinal,,luprotein6|BC-3 mothers delivery database FINAL
769,769,,luprotein7,BC-3 mothers delivery database FINAL,http://purl.obolibrary.org/obo/CMO_0000591,Urine protein,,Observation,Labor and delivery,http://purl.obolibrary.org/obo/EUPATH_0042002,Urine protein7,,variable,,Flagged as within visit longitudinal,,luprotein7|BC-3 mothers delivery database FINAL
,,,,,http://purl.obolibrary.org/obo/EUPATH_0042001,Delivery,,,Labor and delivery,http://purl.obolibrary.org/obo/EUPATH_0042002,,,,,,,
,,,,,http://purl.obolibrary.org/obo/EUPATH_0042003,Obstetric symptoms,,,Labor and delivery,http://purl.obolibrary.org/obo/EUPATH_0042002,,,,,,,
,,,,,http://purl.obolibrary.org/obo/EUPATH_0042004,Pregnancy,,,Labor and delivery,http://purl.obolibrary.org/obo/EUPATH_0042002,,,,,,,
684,684,,loedema1,BC-3 mothers delivery database FINAL,http://purl.obolibrary.org/obo/HP_0000969,Oedema,,Observation,Labor and delivery,http://purl.obolibrary.org/obo/EUPATH_0042002,Oedema1,,variable,,Flagged as within visit longitudinal,,loedema1|BC-3 mothers delivery database FINAL
698,698,,loedema2,BC-3 mothers delivery database FINAL,http://purl.obolibrary.org/obo/HP_0000969,Oedema,,Observation,Labor and delivery,http://purl.obolibrary.org/obo/EUPATH_0042002,Oedema2,,variable,,Flagged as within visit longitudinal,,loedema2|BC-3 mothers delivery database FINAL
712,712,,loedema3,BC-3 mothers delivery database FINAL,http://purl.obolibrary.org/obo/HP_0000969,Oedema,,Observation,Labor and delivery,http://purl.obolibrary.org/obo/EUPATH_0042002,Oedema3,,variable,,Flagged as within visit longitudinal,,loedema3|BC-3 mothers delivery database FINAL
726,726,,loedema4,BC-3 mothers delivery database FINAL,http://purl.obolibrary.org/obo/HP_0000969,Oedema,,Observation,Labor and delivery,http://purl.obolibrary.org/obo/EUPATH_0042002,Oedema4,,variable,,Flagged as within visit longitudinal,,loedema4|BC-3 mothers delivery database FINAL
740,740,,loedema5,BC-3 mothers delivery database FINAL,http://purl.obolibrary.org/obo/HP_0000969,Oedema,,Observation,Labor and delivery,http://purl.obolibrary.org/obo/EUPATH_0042002,Oedema5,,variable,,Flagged as within visit longitudinal,,loedema5|BC-3 mothers delivery database FINAL
754,754,,loedema6,BC-3 mothers delivery database FINAL,http://purl.obolibrary.org/obo/HP_0000969,Oedema,,Observation,Labor and delivery,http://purl.obolibrary.org/obo/EUPATH_0042002,Oedema6,,variable,,Flagged as within visit longitudinal,,loedema6|BC-3 mothers delivery database FINAL
768,768,,loedema7,BC-3 mothers delivery database FINAL,http://purl.obolibrary.org/obo/HP_0000969,Oedema,,Observation,Labor and delivery,http://purl.obolibrary.org/obo/EUPATH_0042002,Oedema7,,variable,,Flagged as within visit longitudinal,,loedema7|BC-3 mothers delivery database FINAL
1051,1051,,LBW,BC-3 children individual level database FINAL,http://purl.obolibrary.org/obo/HP_0001518,Low birth weight (< 2500gm),,Observation,Labor and delivery,http://purl.obolibrary.org/obo/EUPATH_0042002,Low birth weight (< 2500gm),"0=No,
1=Yes",variable,,,,LBW|BC-3 children individual level database FINAL
896,896,,LBWdich,BC-3 mothers delivery database FINAL,http://purl.obolibrary.org/obo/HP_0001518,Low birth weight (<2500 gms),,Observation,Labor and delivery,http://purl.obolibrary.org/obo/EUPATH_0042002,Low birth weight (< 2500 gm) if live birth,"0=No,
1=Yes",variable,,,,LBWdich|BC-3 mothers delivery database FINAL
,,,,,http://purl.obolibrary.org/obo/HP_0001787,Delivery complications,,,Labor and delivery,http://purl.obolibrary.org/obo/EUPATH_0042002,,,,,,,
689,689,,ldhead1,BC-3 mothers delivery database FINAL,http://purl.obolibrary.org/obo/NCIT_C92783,Head descent,descent of the baby's head,Observation,Labor and delivery,http://purl.obolibrary.org/obo/EUPATH_0042002,Descent of head1,,variable,,Flagged as within visit longitudinal,,ldhead1|BC-3 mothers delivery database FINAL
703,703,,ldhead2,BC-3 mothers delivery database FINAL,http://purl.obolibrary.org/obo/NCIT_C92783,Head descent,descent of the baby's head,Observation,Labor and delivery,http://purl.obolibrary.org/obo/EUPATH_0042002,Descent of head2,,variable,,Flagged as within visit longitudinal,,ldhead2|BC-3 mothers delivery database FINAL
717,717,,ldhead3,BC-3 mothers delivery database FINAL,http://purl.obolibrary.org/obo/NCIT_C92783,Head descent,descent of the baby's head,Observation,Labor and delivery,http://purl.obolibrary.org/obo/EUPATH_0042002,Descent of head3,,variable,,Flagged as within visit longitudinal,,ldhead3|BC-3 mothers delivery database FINAL
731,731,,ldhead4,BC-3 mothers delivery database FINAL,http://purl.obolibrary.org/obo/NCIT_C92783,Head descent,descent of the baby's head,Observation,Labor and delivery,http://purl.obolibrary.org/obo/EUPATH_0042002,Descent of head4,,variable,,Flagged as within visit longitudinal,,ldhead4|BC-3 mothers delivery database FINAL
745,745,,ldhead5,BC-3 mothers delivery database FINAL,http://purl.obolibrary.org/obo/NCIT_C92783,Head descent,descent of the baby's head,Observation,Labor and delivery,http://purl.obolibrary.org/obo/EUPATH_0042002,Descent of head5,,variable,,Flagged as within visit longitudinal,,ldhead5|BC-3 mothers delivery database FINAL
759,759,,ldhead6,BC-3 mothers delivery database FINAL,http://purl.obolibrary.org/obo/NCIT_C92783,Head descent,descent of the baby's head,Observation,Labor and delivery,http://purl.obolibrary.org/obo/EUPATH_0042002,Descent of head6,,variable,,Flagged as within visit longitudinal,,ldhead6|BC-3 mothers delivery database FINAL
773,773,,ldhead7,BC-3 mothers delivery database FINAL,http://purl.obolibrary.org/obo/NCIT_C92783,Head descent,descent of the baby's head,Observation,Labor and delivery,http://purl.obolibrary.org/obo/EUPATH_0042002,Descent of head7,,variable,,Flagged as within visit longitudinal,,ldhead7|BC-3 mothers delivery database FINAL
687,687,,lfheart1,BC-3 mothers delivery database FINAL,http://purl.obolibrary.org/obo/NCIT_C92791,Fetal heart tones,,Observation,Labor and delivery,http://purl.obolibrary.org/obo/EUPATH_0042002,Fetal heart tones1,"0=No,
1=Yes",variable,,Flagged as within visit longitudinal,,lfheart1|BC-3 mothers delivery database FINAL
701,701,,lfheart2,BC-3 mothers delivery database FINAL,http://purl.obolibrary.org/obo/NCIT_C92791,Fetal heart tones,,Observation,Labor and delivery,http://purl.obolibrary.org/obo/EUPATH_0042002,Fetal heart tones2,"0=No,
1=Yes",variable,,Flagged as within visit longitudinal,,lfheart2|BC-3 mothers delivery database FINAL
715,715,,lfheart3,BC-3 mothers delivery database FINAL,http://purl.obolibrary.org/obo/NCIT_C92791,Fetal heart tones,,Observation,Labor and delivery,http://purl.obolibrary.org/obo/EUPATH_0042002,Fetal heart tones3,"0=No,
1=Yes",variable,,Flagged as within visit longitudinal,,lfheart3|BC-3 mothers delivery database FINAL
729,729,,lfheart4,BC-3 mothers delivery database FINAL,http://purl.obolibrary.org/obo/NCIT_C92791,Fetal heart tones,,Observation,Labor and delivery,http://purl.obolibrary.org/obo/EUPATH_0042002,Fetal heart tones4,"0=No,
1=Yes",variable,,Flagged as within visit longitudinal,,lfheart4|BC-3 mothers delivery database FINAL
743,743,,lfheart5,BC-3 mothers delivery database FINAL,http://purl.obolibrary.org/obo/NCIT_C92791,Fetal heart tones,,Observation,Labor and delivery,http://purl.obolibrary.org/obo/EUPATH_0042002,Fetal heart tones5,"0=No,
1=Yes",variable,,Flagged as within visit longitudinal,,lfheart5|BC-3 mothers delivery database FINAL
757,757,,lfheart6,BC-3 mothers delivery database FINAL,http://purl.obolibrary.org/obo/NCIT_C92791,Fetal heart tones,,Observation,Labor and delivery,http://purl.obolibrary.org/obo/EUPATH_0042002,Fetal heart tones6,"0=No,
1=Yes",variable,,Flagged as within visit longitudinal,,lfheart6|BC-3 mothers delivery database FINAL
771,771,,lfheart7,BC-3 mothers delivery database FINAL,http://purl.obolibrary.org/obo/NCIT_C92791,Fetal heart tones,,Observation,Labor and delivery,http://purl.obolibrary.org/obo/EUPATH_0042002,Fetal heart tones7,"0=No,
1=Yes",variable,,Flagged as within visit longitudinal,,lfheart7|BC-3 mothers delivery database FINAL
688,688,,lcontra1,BC-3 mothers delivery database FINAL,http://purl.obolibrary.org/obo/NCIT_C92906,Contraction strength,Strength of particpant's contractions during labor,Observation,Labor and delivery,http://purl.obolibrary.org/obo/EUPATH_0042002,Strength of contractions1,"0=Mild,
1=Moderate,
2=Strong",variable,,Flagged as within visit longitudinal,,lcontra1|BC-3 mothers delivery database FINAL
702,702,,lcontra2,BC-3 mothers delivery database FINAL,http://purl.obolibrary.org/obo/NCIT_C92906,Contraction strength,Strength of particpant's contractions,Observation,Labor and delivery,http://purl.obolibrary.org/obo/EUPATH_0042002,Strength of contractions2,"0=Mild,
1=Moderate,
2=Strong",variable,,Flagged as within visit longitudinal,,lcontra2|BC-3 mothers delivery database FINAL
716,716,,lcontra3,BC-3 mothers delivery database FINAL,http://purl.obolibrary.org/obo/NCIT_C92906,Contraction strength,Strength of particpant's contractions,Observation,Labor and delivery,http://purl.obolibrary.org/obo/EUPATH_0042002,Strength of contractions3,"0=Mild,
1=Moderate,
2=Strong",variable,,Flagged as within visit longitudinal,,lcontra3|BC-3 mothers delivery database FINAL
730,730,,lcontra4,BC-3 mothers delivery database FINAL,http://purl.obolibrary.org/obo/NCIT_C92906,Contraction strength,Strength of particpant's contractions,Observation,Labor and delivery,http://purl.obolibrary.org/obo/EUPATH_0042002,Strenght of contractions4,"0=Mild,
1=Moderate,
2=Strong",variable,,Flagged as within visit longitudinal,,lcontra4|BC-3 mothers delivery database FINAL
744,744,,lcontra5,BC-3 mothers delivery database FINAL,http://purl.obolibrary.org/obo/NCIT_C92906,Contraction strength,Strength of particpant's contractions,Observation,Labor and delivery,http://purl.obolibrary.org/obo/EUPATH_0042002,Strenght of contractions5,"0=Mild,
1=Moderate,
2=Strong",variable,,Flagged as within visit longitudinal,,lcontra5|BC-3 mothers delivery database FINAL
758,758,,lcontra6,BC-3 mothers delivery database FINAL,http://purl.obolibrary.org/obo/NCIT_C92906,Contraction strength,Strength of particpant's contractions,Observation,Labor and delivery,http://purl.obolibrary.org/obo/EUPATH_0042002,Strenght of contractions6,"0=Mild,
1=Moderate,
2=Strong",variable,,Flagged as within visit longitudinal,,lcontra6|BC-3 mothers delivery database FINAL
772,772,,lcontra7,BC-3 mothers delivery database FINAL,http://purl.obolibrary.org/obo/NCIT_C92906,Contraction strength,Strength of particpant's contractions,Observation,Labor and delivery,http://purl.obolibrary.org/obo/EUPATH_0042002,Strenght of contractions7,"0=Mild,
1=Moderate,
2=Strong",variable,,Flagged as within visit longitudinal,,lcontra7|BC-3 mothers delivery database FINAL
690,690,,lmemb1,BC-3 mothers delivery database FINAL,http://purl.obolibrary.org/obo/ontoneo/ONTONEO_00000160,Membrane rupture,Membrane rapture,Observation,Labor and delivery,http://purl.obolibrary.org/obo/EUPATH_0042002,Rupture of membranes1,"0=No,
1=Yes",variable,,Flagged as within visit longitudinal,,lmemb1|BC-3 mothers delivery database FINAL
704,704,,lmemb2,BC-3 mothers delivery database FINAL,http://purl.obolibrary.org/obo/ontoneo/ONTONEO_00000160,Membrane rupture,Membrane rapture,Observation,Labor and delivery,http://purl.obolibrary.org/obo/EUPATH_0042002,Rupture of membranes2,"0=No,
1=Yes",variable,,Flagged as within visit longitudinal,,lmemb2|BC-3 mothers delivery database FINAL
718,718,,lmemb3,BC-3 mothers delivery database FINAL,http://purl.obolibrary.org/obo/ontoneo/ONTONEO_00000160,Membrane rupture,Membrane rapture,Observation,Labor and delivery,http://purl.obolibrary.org/obo/EUPATH_0042002,Rupture of membranes3,"0=No,
1=Yes",variable,,Flagged as within visit longitudinal,,lmemb3|BC-3 mothers delivery database FINAL
732,732,,lmemb4,BC-3 mothers delivery database FINAL,http://purl.obolibrary.org/obo/ontoneo/ONTONEO_00000160,Membrane rupture,Membrane rapture,Observation,Labor and delivery,http://purl.obolibrary.org/obo/EUPATH_0042002,Rupture of membranes4,"0=No,
1=Yes",variable,,Flagged as within visit longitudinal,,lmemb4|BC-3 mothers delivery database FINAL
746,746,,lmemb5,BC-3 mothers delivery database FINAL,http://purl.obolibrary.org/obo/ontoneo/ONTONEO_00000160,Membrane rupture,Membrane rapture,Observation,Labor and delivery,http://purl.obolibrary.org/obo/EUPATH_0042002,Rupture of membranes5,"0=No,
1=Yes",variable,,Flagged as within visit longitudinal,,lmemb5|BC-3 mothers delivery database FINAL
760,760,,lmemb6,BC-3 mothers delivery database FINAL,http://purl.obolibrary.org/obo/ontoneo/ONTONEO_00000160,Membrane rupture,Membrane rapture,Observation,Labor and delivery,http://purl.obolibrary.org/obo/EUPATH_0042002,Rupture of membranes6,"0=No,
1=Yes",variable,,Flagged as within visit longitudinal,,lmemb6|BC-3 mothers delivery database FINAL
774,774,,lmemb7,BC-3 mothers delivery database FINAL,http://purl.obolibrary.org/obo/ontoneo/ONTONEO_00000160,Membrane rupture,Membrane rapture,Observation,Labor and delivery,http://purl.obolibrary.org/obo/EUPATH_0042002,Rupture of membranes7,"0=No,
1=Yes",variable,,Flagged as within visit longitudinal,,lmemb7|BC-3 mothers delivery database FINAL
,,,,,http://purl.obolibrary.org/obo/ontoneo/ONTONEO_00000225,Obstetric history,,,Labor and delivery,http://purl.obolibrary.org/obo/EUPATH_0042002,,,,,,,
691,691,,lcdial1,BC-3 mothers delivery database FINAL,http://purl.obolibrary.org/obo/ontoneo/ONTONEO_00000228,Cervical dilation (cm),Cervical dilation,Observation,Labor and delivery,http://purl.obolibrary.org/obo/EUPATH_0042002,Cervical dilatation1,,variable,,Flagged as within visit longitudinal,,lcdial1|BC-3 mothers delivery database FINAL
705,705,,lcdial2,BC-3 mothers delivery database FINAL,http://purl.obolibrary.org/obo/ontoneo/ONTONEO_00000228,Cervical dilation (cm),Cervical dilation,Observation,Labor and delivery,http://purl.obolibrary.org/obo/EUPATH_0042002,Cervical dilatation2,,variable,,Flagged as within visit longitudinal,,lcdial2|BC-3 mothers delivery database FINAL
719,719,,lcdial3,BC-3 mothers delivery database FINAL,http://purl.obolibrary.org/obo/ontoneo/ONTONEO_00000228,Cervical dilation (cm),Cervical dilation,Observation,Labor and delivery,http://purl.obolibrary.org/obo/EUPATH_0042002,Cervical dilatation3,,variable,,Flagged as within visit longitudinal,,lcdial3|BC-3 mothers delivery database FINAL
733,733,,lcdial4,BC-3 mothers delivery database FINAL,http://purl.obolibrary.org/obo/ontoneo/ONTONEO_00000228,Cervical dilation (cm),Cervical dilation,Observation,Labor and delivery,http://purl.obolibrary.org/obo/EUPATH_0042002,Cervical dilatation4,,variable,,Flagged as within visit longitudinal,,lcdial4|BC-3 mothers delivery database FINAL
747,747,,lcdial5,BC-3 mothers delivery database FINAL,http://purl.obolibrary.org/obo/ontoneo/ONTONEO_00000228,Cervical dilation (cm),Cervical dilation,Observation,Labor and delivery,http://purl.obolibrary.org/obo/EUPATH_0042002,Cervical dilatation5,,variable,,Flagged as within visit longitudinal,,lcdial5|BC-3 mothers delivery database FINAL
761,761,,lcdial6,BC-3 mothers delivery database FINAL,http://purl.obolibrary.org/obo/ontoneo/ONTONEO_00000228,Cervical dilation (cm),Cervical dilation,Observation,Labor and delivery,http://purl.obolibrary.org/obo/EUPATH_0042002,Cervical dilatation6,,variable,,Flagged as within visit longitudinal,,lcdial6|BC-3 mothers delivery database FINAL
