colOrder,overallOrder,displayOrder,variable,dataFile,IRI,label,definition,category,parentLabel,parentIRI,codebookDescription,codebookValues,termType,notesForOnt,notesForProvider,notesForDL
772,772,,lcontra7::BC-3 mothers delivery database FINAL,BC-3 mothers delivery database FINAL,,Contraction strength,Strength of particpant's contractions,Observation,Labor and delivery,,Strenght of contractions7,"0=Mild,
1=Moderate,
2=Strong",variable,,Flagged as within visit longitudinal,
678,678,,ldate1::BC-3 mothers delivery database FINAL,BC-3 mothers delivery database FINAL,,Prior birth date,Birth date for the participant's first pregnancy before joining the study,Participant,Obstetric history,,Date1,date,variable,,What does this mean? Please define,
692,692,,ldate2::BC-3 mothers delivery database FINAL,BC-3 mothers delivery database FINAL,,Birth date,Birth date for the participant's first pregnancy before joining the study,Participant,Obstetric history,,Date2,date,variable,,What does this mean? Please define,
706,706,,ldate3::BC-3 mothers delivery database FINAL,BC-3 mothers delivery database FINAL,,Birth date,Birth date for the participant's first pregnancy before joining the study,Participant,Obstetric history,,Date3,date,variable,,What does this mean? Please define,
720,720,,ldate4::BC-3 mothers delivery database FINAL,BC-3 mothers delivery database FINAL,,Birth date,Birth date for the participant's first pregnancy before joining the study,Participant,Obstetric history,,Date4,date,variable,,What does this mean? Please define,
734,734,,ldate5::BC-3 mothers delivery database FINAL,BC-3 mothers delivery database FINAL,,Birth date,Birth date for the participant's first pregnancy before joining the study,Participant,Obstetric history,,Date5,date,variable,,What does this mean? Please define,
748,748,,ldate6::BC-3 mothers delivery database FINAL,BC-3 mothers delivery database FINAL,,Birth date,Birth date for the participant's first pregnancy before joining the study,Participant,Obstetric history,,Date6,date,variable,,What does this mean? Please define,
762,762,,ldate7::BC-3 mothers delivery database FINAL,BC-3 mothers delivery database FINAL,,Birth date,Birth date for the participant's first pregnancy before joining the study,Participant,Obstetric history,,Date7,date,variable,,What does this mean? Please define,
689,689,,ldhead1::BC-3 mothers delivery database FINAL,BC-3 mothers delivery database FINAL,,Head descent,descent of the baby's head,Observation,Labor and delivery,,Descent of head1,,variable,,Flagged as within visit longitudinal,
703,703,,ldhead2::BC-3 mothers delivery database FINAL,BC-3 mothers delivery database FINAL,,Head descent,descent of the baby's head,Observation,Labor and delivery,,Descent of head2,,variable,,Flagged as within visit longitudinal,
717,717,,ldhead3::BC-3 mothers delivery database FINAL,BC-3 mothers delivery database FINAL,,Head descent,descent of the baby's head,Observation,Labor and delivery,,Descent of head3,,variable,,Flagged as within visit longitudinal,
731,731,,ldhead4::BC-3 mothers delivery database FINAL,BC-3 mothers delivery database FINAL,,Head descent,descent of the baby's head,Observation,Labor and delivery,,Descent of head4,,variable,,Flagged as within visit longitudinal,
745,745,,ldhead5::BC-3 mothers delivery database FINAL,BC-3 mothers delivery database FINAL,,Head descent,descent of the baby's head,Observation,Labor and delivery,,Descent of head5,,variable,,Flagged as within visit longitudinal,
759,759,,ldhead6::BC-3 mothers delivery database FINAL,BC-3 mothers delivery database FINAL,,Head descent,descent of the baby's head,Observation,Labor and delivery,,Descent of head6,,variable,,Flagged as within visit longitudinal,
773,773,,ldhead7::BC-3 mothers delivery database FINAL,BC-3 mothers delivery database FINAL,,Head descent,descent of the baby's head,Observation,Labor and delivery,,Descent of head7,,variable,,Flagged as within visit longitudinal,
1183,1183,,letha::BC-3 childs all visit database FINAL,BC-3 childs all visit database FINAL,http://purl.obolibrary.org/obo/EUPATH_0015475,Lethargy,,Observation,Symptoms,,Lethargy,1=checked,variable,,,
687,687,,lfheart1::BC-3 mothers delivery database FINAL,BC-3 mothers delivery database FINAL,,Fetal heart tones,,Observation,Labor and delivery,,Fetal heart tones1,"0=No,
1=Yes",variable,,Flagged as within visit longitudinal,
701,701,,lfheart2::BC-3 mothers delivery database FINAL,BC-3 mothers delivery database FINAL,,Fetal heart tones,,Observation,Labor and delivery,,Fetal heart tones2,"0=No,
1=Yes",variable,,Flagged as within visit longitudinal,
715,715,,lfheart3::BC-3 mothers delivery database FINAL,BC-3 mothers delivery database FINAL,,Fetal heart tones,,Observation,Labor and delivery,,Fetal heart tones3,"0=No,
1=Yes",variable,,Flagged as within visit longitudinal,
729,729,,lfheart4::BC-3 mothers delivery database FINAL,BC-3 mothers delivery database FINAL,,Fetal heart tones,,Observation,Labor and delivery,,Fetal heart tones4,"0=No,
1=Yes",variable,,Flagged as within visit longitudinal,
743,743,,lfheart5::BC-3 mothers delivery database FINAL,BC-3 mothers delivery database FINAL,,Fetal heart tones,,Observation,Labor and delivery,,Fetal heart tones5,"0=No,
1=Yes",variable,,Flagged as within visit longitudinal,
757,757,,lfheart6::BC-3 mothers delivery database FINAL,BC-3 mothers delivery database FINAL,,Fetal heart tones,,Observation,Labor and delivery,,Fetal heart tones6,"0=No,
1=Yes",variable,,Flagged as within visit longitudinal,
771,771,,lfheart7::BC-3 mothers delivery database FINAL,BC-3 mothers delivery database FINAL,,Fetal heart tones,,Observation,Labor and delivery,,Fetal heart tones7,"0=No,
1=Yes",variable,,Flagged as within visit longitudinal,
686,686,,lhrate1::BC-3 mothers delivery database FINAL,BC-3 mothers delivery database FINAL,http://purl.obolibrary.org/obo/EFO_0004326,Heart rate (bpm),,Observation,Physical examination,http://purl.obolibrary.org/obo/OGMS_0000083,Heart rate1,,variable,,Within delivery? Flagged as within visit longitudinal,
700,700,,lhrate2::BC-3 mothers delivery database FINAL,BC-3 mothers delivery database FINAL,http://purl.obolibrary.org/obo/EFO_0004326,Heart rate (bpm),,Observation,Physical examination,http://purl.obolibrary.org/obo/OGMS_0000083,Heart rate2,,variable,,Within delivery? Flagged as within visit longitudinal,
714,714,,lhrate3::BC-3 mothers delivery database FINAL,BC-3 mothers delivery database FINAL,http://purl.obolibrary.org/obo/EFO_0004326,Heart rate (bpm),,Observation,Physical examination,http://purl.obolibrary.org/obo/OGMS_0000083,Heart rate3,,variable,,Within delivery? Flagged as within visit longitudinal,
728,728,,lhrate4::BC-3 mothers delivery database FINAL,BC-3 mothers delivery database FINAL,http://purl.obolibrary.org/obo/EFO_0004326,Heart rate (bpm),,Observation,Physical examination,http://purl.obolibrary.org/obo/OGMS_0000083,Heart rate4,,variable,,Within delivery? Flagged as within visit longitudinal,
742,742,,lhrate5::BC-3 mothers delivery database FINAL,BC-3 mothers delivery database FINAL,http://purl.obolibrary.org/obo/EFO_0004326,Heart rate (bpm),,Observation,Physical examination,http://purl.obolibrary.org/obo/OGMS_0000083,Heart rate5,,variable,,Within delivery? Flagged as within visit longitudinal,
756,756,,lhrate6::BC-3 mothers delivery database FINAL,BC-3 mothers delivery database FINAL,http://purl.obolibrary.org/obo/EFO_0004326,Heart rate (bpm),,Observation,Physical examination,http://purl.obolibrary.org/obo/OGMS_0000083,Heart rate6,,variable,,Within delivery? Flagged as within visit longitudinal,
770,770,,lhrate7::BC-3 mothers delivery database FINAL,BC-3 mothers delivery database FINAL,http://purl.obolibrary.org/obo/EFO_0004326,Heart rate (bpm),,Observation,Physical examination,http://purl.obolibrary.org/obo/OGMS_0000083,Heart rate7,,variable,,Within delivery? Flagged as within visit longitudinal,
690,690,,lmemb1::BC-3 mothers delivery database FINAL,BC-3 mothers delivery database FINAL,,Membrane rupture,Membrane rapture,Observation,Labor and delivery,,Rupture of membranes1,"0=No,
1=Yes",variable,,Flagged as within visit longitudinal,
704,704,,lmemb2::BC-3 mothers delivery database FINAL,BC-3 mothers delivery database FINAL,,Membrane rupture,Membrane rapture,Observation,Labor and delivery,,Rupture of membranes2,"0=No,
1=Yes",variable,,Flagged as within visit longitudinal,
718,718,,lmemb3::BC-3 mothers delivery database FINAL,BC-3 mothers delivery database FINAL,,Membrane rupture,Membrane rapture,Observation,Labor and delivery,,Rupture of membranes3,"0=No,
1=Yes",variable,,Flagged as within visit longitudinal,
732,732,,lmemb4::BC-3 mothers delivery database FINAL,BC-3 mothers delivery database FINAL,,Membrane rupture,Membrane rapture,Observation,Labor and delivery,,Rupture of membranes4,"0=No,
1=Yes",variable,,Flagged as within visit longitudinal,
746,746,,lmemb5::BC-3 mothers delivery database FINAL,BC-3 mothers delivery database FINAL,,Membrane rupture,Membrane rapture,Observation,Labor and delivery,,Rupture of membranes5,"0=No,
1=Yes",variable,,Flagged as within visit longitudinal,
760,760,,lmemb6::BC-3 mothers delivery database FINAL,BC-3 mothers delivery database FINAL,,Membrane rupture,Membrane rapture,Observation,Labor and delivery,,Rupture of membranes6,"0=No,
1=Yes",variable,,Flagged as within visit longitudinal,
774,774,,lmemb7::BC-3 mothers delivery database FINAL,BC-3 mothers delivery database FINAL,,Membrane rupture,Membrane rapture,Observation,Labor and delivery,,Rupture of membranes7,"0=No,
1=Yes",variable,,Flagged as within visit longitudinal,
90,90,,locat1::BC-3 enrollment database FINAL,BC-3 enrollment database FINAL,,Location of delivery,Where the participant had her first delivery from,Participant,Obstetric history,,Location,"0=Home,
1=Health Facility",variable,,Flagged as within visit longitudinal,
162,162,,locat7::BC-3 enrollment database FINAL,BC-3 enrollment database FINAL,,Location of delivery,Where the participant had her seventh delivery from,Participant,Obstetric history,,Location,"0=Home,
1=Health Facility",variable,,Should we do these as separate variables? First delivery second delivery etc.?,
659,659,,lod::BC-3 mothers delivery database FINAL,BC-3 mothers delivery database FINAL,,Delivery location,Location of delivery,Observation,Labor and delivery,,Location of delivery,"1=Masafu Hospital,2=TDH,3=Home,4=Other",variable,,,
684,684,,loedema1::BC-3 mothers delivery database FINAL,BC-3 mothers delivery database FINAL,,Oedema,,Observation,Labor and delivery,,Oedema1,,variable,,Flagged as within visit longitudinal,
698,698,,loedema2::BC-3 mothers delivery database FINAL,BC-3 mothers delivery database FINAL,,Oedema,,Observation,Labor and delivery,,Oedema2,,variable,,Flagged as within visit longitudinal,
712,712,,loedema3::BC-3 mothers delivery database FINAL,BC-3 mothers delivery database FINAL,,Oedema,,Observation,Labor and delivery,,Oedema3,,variable,,Flagged as within visit longitudinal,
726,726,,loedema4::BC-3 mothers delivery database FINAL,BC-3 mothers delivery database FINAL,,Oedema,,Observation,Labor and delivery,,Oedema4,,variable,,Flagged as within visit longitudinal,
740,740,,loedema5::BC-3 mothers delivery database FINAL,BC-3 mothers delivery database FINAL,,Oedema,,Observation,Labor and delivery,,Oedema5,,variable,,Flagged as within visit longitudinal,
754,754,,loedema6::BC-3 mothers delivery database FINAL,BC-3 mothers delivery database FINAL,,Oedema,,Observation,Labor and delivery,,Oedema6,,variable,,Flagged as within visit longitudinal,
768,768,,loedema7::BC-3 mothers delivery database FINAL,BC-3 mothers delivery database FINAL,,Oedema,,Observation,Labor and delivery,,Oedema7,,variable,,Flagged as within visit longitudinal,
682,682,,ltemp1::BC-3 mothers delivery database FINAL,BC-3 mothers delivery database FINAL,http://purl.obolibrary.org/obo/EUPATH_0000110,Temperature (C),,Observation,Physical examination,http://purl.obolibrary.org/obo/OGMS_0000083,Temp1,,variable,,Within delivery? Flagged as within visit longitudinal,
696,696,,ltemp2::BC-3 mothers delivery database FINAL,BC-3 mothers delivery database FINAL,http://purl.obolibrary.org/obo/EUPATH_0000110,Temperature (C),,Observation,Physical examination,http://purl.obolibrary.org/obo/OGMS_0000083,Temp2,,variable,,Within delivery? Flagged as within visit longitudinal,
710,710,,ltemp3::BC-3 mothers delivery database FINAL,BC-3 mothers delivery database FINAL,http://purl.obolibrary.org/obo/EUPATH_0000110,Temperature (C),,Observation,Physical examination,http://purl.obolibrary.org/obo/OGMS_0000083,Temp3,,variable,,Within delivery? Flagged as within visit longitudinal,
724,724,,ltemp4::BC-3 mothers delivery database FINAL,BC-3 mothers delivery database FINAL,http://purl.obolibrary.org/obo/EUPATH_0000110,Temperature (C),,Observation,Physical examination,http://purl.obolibrary.org/obo/OGMS_0000083,Temp4,,variable,,Within delivery? Flagged as within visit longitudinal,
738,738,,ltemp5::BC-3 mothers delivery database FINAL,BC-3 mothers delivery database FINAL,http://purl.obolibrary.org/obo/EUPATH_0000110,Temperature (C),,Observation,Physical examination,http://purl.obolibrary.org/obo/OGMS_0000083,Temp5,,variable,,Within delivery? Flagged as within visit longitudinal,
752,752,,ltemp6::BC-3 mothers delivery database FINAL,BC-3 mothers delivery database FINAL,http://purl.obolibrary.org/obo/EUPATH_0000110,Temperature (C),,Observation,Physical examination,http://purl.obolibrary.org/obo/OGMS_0000083,Temp6,,variable,,Within delivery? Flagged as within visit longitudinal,
766,766,,ltemp7::BC-3 mothers delivery database FINAL,BC-3 mothers delivery database FINAL,http://purl.obolibrary.org/obo/EUPATH_0000110,Temperature (C),,Observation,Physical examination,http://purl.obolibrary.org/obo/OGMS_0000083,Temp7,,variable,,Within delivery? Flagged as within visit longitudinal,
679,679,,ltimehrs1::BC-3 mothers delivery database FINAL,BC-3 mothers delivery database FINAL,,Labor time (hours),Labor time,Observation,Labor and delivery,,Time1:Hours,,variable,,Flagged as within visit longitudinal,
693,693,,ltimehrs2::BC-3 mothers delivery database FINAL,BC-3 mothers delivery database FINAL,,Labor time (hours),Labor time,Observation,Labor and delivery,,Time2:Hours,,variable,,Flagged as within visit longitudinal,
707,707,,ltimehrs3::BC-3 mothers delivery database FINAL,BC-3 mothers delivery database FINAL,,Labor time (hours),Labor time,Observation,Labor and delivery,,Time3:Hours,,variable,,Flagged as within visit longitudinal,
721,721,,ltimehrs4::BC-3 mothers delivery database FINAL,BC-3 mothers delivery database FINAL,,Labor time (hours),Labor time,Observation,Labor and delivery,,Time4:Hours,,variable,,Flagged as within visit longitudinal,
735,735,,ltimehrs5::BC-3 mothers delivery database FINAL,BC-3 mothers delivery database FINAL,,Labor time (hours),Labor time,Observation,Labor and delivery,,Time5:Hours,,variable,,Flagged as within visit longitudinal,
749,749,,ltimehrs6::BC-3 mothers delivery database FINAL,BC-3 mothers delivery database FINAL,,Labor time (hours),Labor time,Observation,Labor and delivery,,Time6:Hours,,variable,,Flagged as within visit longitudinal,
763,763,,ltimehrs7::BC-3 mothers delivery database FINAL,BC-3 mothers delivery database FINAL,,Labor time (hours),Labor time,Observation,Labor and delivery,,Time7:Hours,,variable,,Flagged as within visit longitudinal,
680,680,,ltimemin1::BC-3 mothers delivery database FINAL,BC-3 mothers delivery database FINAL,,Labor time (mins),Labor time,Observation,Labor and delivery,,Time1: Minutes,,variable,,Flagged as within visit longitudinal,
694,694,,ltimemin2::BC-3 mothers delivery database FINAL,BC-3 mothers delivery database FINAL,,Labor time (mins),Labor time,Observation,Labor and delivery,,Time2: Minutes,,variable,,Flagged as within visit longitudinal,
708,708,,ltimemin3::BC-3 mothers delivery database FINAL,BC-3 mothers delivery database FINAL,,Labor time (mins),Labor time,Observation,Labor and delivery,,Time3: Minutes,,variable,,Flagged as within visit longitudinal,
722,722,,ltimemin4::BC-3 mothers delivery database FINAL,BC-3 mothers delivery database FINAL,,Labor time (mins),Labor time,Observation,Labor and delivery,,Time4: Minutes,,variable,,Flagged as within visit longitudinal,
736,736,,ltimemin5::BC-3 mothers delivery database FINAL,BC-3 mothers delivery database FINAL,,Labor time (mins),Labor time,Observation,Labor and delivery,,Time5: Minutes,,variable,,Flagged as within visit longitudinal,
750,750,,ltimemin6::BC-3 mothers delivery database FINAL,BC-3 mothers delivery database FINAL,,Labor time (mins),Labor time,Observation,Labor and delivery,,Time6: Minutes,,variable,,Flagged as within visit longitudinal,
764,764,,ltimemin7::BC-3 mothers delivery database FINAL,BC-3 mothers delivery database FINAL,,Labor time (mins),Labor time,Observation,Labor and delivery,,Time7: Minutes,,variable,,Flagged as within visit longitudinal,
685,685,,luprotein1::BC-3 mothers delivery database FINAL,BC-3 mothers delivery database FINAL,,Urine protein,,Observation,Labor and delivery,,Urine protein1,,variable,,Is this a test for protein?,
699,699,,luprotein2::BC-3 mothers delivery database FINAL,BC-3 mothers delivery database FINAL,,Urine protein,,Observation,Labor and delivery,,Urine protein2,,variable,,Flagged as within visit longitudinal,
713,713,,luprotein3::BC-3 mothers delivery database FINAL,BC-3 mothers delivery database FINAL,,Urine protein,,Observation,Labor and delivery,,Urine protein3,,variable,,Flagged as within visit longitudinal,
727,727,,luprotein4::BC-3 mothers delivery database FINAL,BC-3 mothers delivery database FINAL,,Urine protein,,Observation,Labor and delivery,,Urine protein4,,variable,,Flagged as within visit longitudinal,
741,741,,luprotein5::BC-3 mothers delivery database FINAL,BC-3 mothers delivery database FINAL,,Urine protein,,Observation,Labor and delivery,,Urine protein5,,variable,,Flagged as within visit longitudinal,
755,755,,luprotein6::BC-3 mothers delivery database FINAL,BC-3 mothers delivery database FINAL,,Urine protein,,Observation,Labor and delivery,,Urine protein6,,variable,,Flagged as within visit longitudinal,
769,769,,luprotein7::BC-3 mothers delivery database FINAL,BC-3 mothers delivery database FINAL,,Urine protein,,Observation,Labor and delivery,,Urine protein7,,variable,,Flagged as within visit longitudinal,
292,292,,m20wks::BC-3 enrollment database FINAL,BC-3 enrollment database FINAL,,20 weeks gestation today,Is mother 20 weeks of gestation today?,Participant,Eligibility criteria,http://purl.obolibrary.org/obo/EUPATH_0010036,Is mother 20 weeks of gestation today?,"0 = No,
1=Yes",variable,,,
373,373,,malaria::BC-3 mothers expanded database FINAL,BC-3 mothers expanded database FINAL,http://purl.obolibrary.org/obo/EUPATH_0010522,Malaria diagnosis by medical professional,,Observation,Diagnosis,http://purl.obolibrary.org/obo/OGMS_0000073,Malaria diagnosed today,"0=No,1=Yes",variable,,,
936,936,,malaria::Individual level database FINAL,Individual level database FINAL,http://purl.obolibrary.org/obo/EUPATH_0010522,Malaria diagnosis by medical professional,,Observation,Diagnosis,http://purl.obolibrary.org/obo/OGMS_0000073,Episodes of malaria,"0,1,2",variable,,,
937,937,,malariadays::Individual level database FINAL,Individual level database FINAL,,Days at risk for malaria,,Observation,Observation details,http://purl.obolibrary.org/obo/EUPATH_0000310,Days at risk for malaria,,variable,,,
451,451,,malariafuday::BC-3 childs expanded database FINAL,BC-3 childs expanded database FINAL,,Malaria follow-up day,,Observation,,,Malaria follow-up day,,variable,,,
1040,1040,,matBSdich::BC-3 children individual level database FINAL,BC-3 children individual level database FINAL,,Maternal blood smear positive (count),,Observation,,,Number of positive routine BS during pregnancy,,variable,,Aggregate illness info,
1039,1039,,matBSdone::BC-3 children individual level database FINAL,BC-3 children individual level database FINAL,,Maternal blood smears completed,,Observation,,,Total number of routine BS during pregnancy,"3,4,5,6,7,8",variable,,Maternal,
1036,1036,,matdaysrisk::BC-3 children individual level database FINAL,BC-3 children individual level database FINAL,,Maternal pregnancy days at risk for malaria ,,Observation,,,Mother's days at risk for malaria during pregnancy,,variable,,Maternal,
1037,1037,,matmalaria::BC-3 children individual level database FINAL,BC-3 children individual level database FINAL,,Maternal pregnancy malaria episodes,,Observation,,,Episodes of malaria during pregnancy,"0,1,2,3",variable,,,
1038,1038,,matmalincidence::BC-3 children individual level database FINAL,BC-3 children individual level database FINAL,,Maternal pregnancy malaria incidence (PPY),,Observation,,,Incidence of malaria PPY during pregnancy,,variable,,,
1041,1041,,matPP::BC-3 children individual level database FINAL,BC-3 children individual level database FINAL,,Maternal Plasmodium prevalence by microscopy,,Observation,,,Parasite prevalence by microscopy during pregnancy,,variable,,,
1222,1222,,mdeath::BC-3 childs deaths FINAL,BC-3 childs deaths FINAL,,Death related to malaria,,Participant,,,Was subjects death related to malaria,"0=No,
1=Definitely,
2=Probably,
3=Possibly,
9=unknown        ",variable,,,
486,486,,med1::BC-3 mothers all visits database FINAL,BC-3 mothers all visits database FINAL,http://purl.obolibrary.org/obo/EUPATH_0021101,Medication from outside source,Any medications outside the study since last seen,Observation,Immediate clinical history,http://purl.obolibrary.org/obo/EUPATH_0021098,Any medications outside the study since last seen,,variable,,n=25,
671,671,,med1::BC-3 mothers delivery database FINAL,BC-3 mothers delivery database FINAL,http://purl.obolibrary.org/obo/EUPATH_0021101,Medication from outside source,,Observation,Immediate clinical history,http://purl.obolibrary.org/obo/EUPATH_0021098,Any medications outside the study since last seen,,variable,,,
1079,1079,,med1::BC-3 childs all visit database FINAL,BC-3 childs all visit database FINAL,http://purl.obolibrary.org/obo/EUPATH_0021101,Medication from outside source,,Observation,Immediate clinical history,http://purl.obolibrary.org/obo/EUPATH_0021098,Medication1,,variable,,,
488,488,,med2::BC-3 mothers all visits database FINAL,BC-3 mothers all visits database FINAL,http://purl.obolibrary.org/obo/EUPATH_0021101,Medication from outside source,,Observation,Immediate clinical history,http://purl.obolibrary.org/obo/EUPATH_0021098,Any medications outside the study since last seen,,variable,,n=3,
1081,1081,,med2::BC-3 childs all visit database FINAL,BC-3 childs all visit database FINAL,http://purl.obolibrary.org/obo/EUPATH_0021101,Medication from outside source,,Observation,Immediate clinical history,http://purl.obolibrary.org/obo/EUPATH_0021098,Medication2,,variable,,,
1083,1083,,med3::BC-3 childs all visit database FINAL,BC-3 childs all visit database FINAL,http://purl.obolibrary.org/obo/EUPATH_0021101,Medication from outside source,,Observation,Immediate clinical history,http://purl.obolibrary.org/obo/EUPATH_0021098,Medication3,,variable,,,
1085,1085,,med4::BC-3 childs all visit database FINAL,BC-3 childs all visit database FINAL,http://purl.obolibrary.org/obo/EUPATH_0021101,Medication from outside source,,Observation,Immediate clinical history,http://purl.obolibrary.org/obo/EUPATH_0021098,Medication 4,,variable,,,
616,616,,mhosp::BC-3 mothers all visits database FINAL,BC-3 mothers all visits database FINAL,http://purl.obolibrary.org/obo/EUPATH_0010995,Hospitalized,,Observation,Hospitalization,http://purl.obolibrary.org/obo/EUPATH_0000308,was the mother hospitalized today,"0=No,
1=Yes",variable,,,
785,785,,mod::BC-3 mothers delivery database FINAL,BC-3 mothers delivery database FINAL,,Delivery mode,Mode of delivery either vaginal or cesarean,Observation,Delivery,,Mode of delivery,"1=Vaginal, 
2=Cesarean",variable,,,
89,89,,mode1::BC-3 enrollment database FINAL,BC-3 enrollment database FINAL,,Mode of delivery,"what was the mode of delivery in the participant's first delivery , viginal or Cesarean section",Participant,Obstetric history,,Mode,"0=Vigina, 1=Cesarean section",variable,,,
101,101,,mode2::BC-3 enrollment database FINAL,BC-3 enrollment database FINAL,,"Mode of delivery, 2nd","what was the mode of delivery in the participant's 2nd delivery , viginal or Cesarean section",Participant,Obstetric history,,Mode,"0=Vigina, 1=Cesarean section",variable,,Should we do these as separate variables? First delivery second delivery etc.?,
113,113,,mode3::BC-3 enrollment database FINAL,BC-3 enrollment database FINAL,,"Mode of delivery, 3rd","what was the mode of delivery in the participant's 3rd delivery , viginal or Cesarean section",Participant,Obstetric history,,Mode,"0=Vigina, 1=Cesarean section",variable,,Should we do these as separate variables? First delivery second delivery etc.?,
125,125,,mode4::BC-3 enrollment database FINAL,BC-3 enrollment database FINAL,,"Mode of delivery, 4th","what was the mode of delivery in the participant's 4th delivery , viginal or Cesarean section",Participant,Obstetric history,,Mode,"0=Vigina, 1=Cesarean section",variable,,Should we do these as separate variables? First delivery second delivery etc.?,
137,137,,mode5::BC-3 enrollment database FINAL,BC-3 enrollment database FINAL,,"Mode of delivery, 5th","what was the mode of delivery in the participant's 5th delivery , viginal or Cesarean section",Participant,Obstetric history,,Mode,"0=Vigina, 1=Cesarean section",variable,,Should we do these as separate variables? First delivery second delivery etc.?,
149,149,,mode6::BC-3 enrollment database FINAL,BC-3 enrollment database FINAL,,"Mode of delivery, 6th","what was the mode of delivery in the participant's 6th delivery , viginal or Cesarean section",Participant,Obstetric history,,Mode,"0=Vigina, 1=Cesarean section",variable,,Should we do these as separate variables? First delivery second delivery etc.?,
161,161,,mode7::BC-3 enrollment database FINAL,BC-3 enrollment database FINAL,,"Mode of delivery, 7th","what was the mode of delivery in the participant's seventh delivery , viginal or Cesarean section",Participant,Obstetric history,,Mode,"0=Vigina, 1=Cesarean section",variable,,Should we do these as separate variables? First delivery second delivery etc.?,
1067,1067,,mortality::BC-3 children individual level database FINAL,BC-3 children individual level database FINAL,http://purl.obolibrary.org/obo/EUPATH_0000667,Deceased,,Participant,,,(sum) mortality,,variable,,,
884,884,,motherBSdich::BC-3 mothers delivery database FINAL,BC-3 mothers delivery database FINAL,http://purl.obolibrary.org/obo/EUPATH_0000048,"Asexual Plasmodium parasites present, by microscopy",,Sample,Plasmodium,http://purl.obolibrary.org/obo/NCBITaxon_5820,maternal peripheral BS dichotomized,"0,1,2",variable,,,
1042,1042,,motherBSdich::BC-3 children individual level database FINAL,BC-3 children individual level database FINAL,,"Maternal Asexual Plasmodium parasites present, by microscopy",,Sample,Plasmodium,http://purl.obolibrary.org/obo/NCBITaxon_5820,maternal peripheral BS dichotomized,,variable,,,
394,394,,motherid::BC-3 childs expanded database FINAL,BC-3 childs expanded database FINAL,,Maternal ID,,Observation,,,Mother's ID number,5 digit number,variable,,,
1027,1027,,motherid::BC-3 children individual level database FINAL,BC-3 children individual level database FINAL,,Maternal ID,,Participant,,,Mother's ID number,5 digits,variable,,,
596,596,,mseiz::BC-3 mothers all visits database FINAL,BC-3 mothers all visits database FINAL,http://purl.obolibrary.org/obo/EUPATH_0020109,More than 3 convulsions over 24h,,Observation,Severe malaria signs,http://purl.obolibrary.org/obo/EUPATH_0020184,3 or more seizures over 24 hours,1=checked,variable,,,
859,859,,mseiz::BC-3 mothers delivery database FINAL,BC-3 mothers delivery database FINAL,http://purl.obolibrary.org/obo/EUPATH_0020109,More than 3 convulsions over 24h,,Observation,Severe malaria signs,http://purl.obolibrary.org/obo/EUPATH_0020184,3 or more seizures over 24 hours,1=checked,variable,,,
1187,1187,,mseiz::BC-3 childs all visit database FINAL,BC-3 childs all visit database FINAL,http://purl.obolibrary.org/obo/EUPATH_0020109,More than 3 convulsions over 24h,,Observation,Severe malaria signs,http://purl.obolibrary.org/obo/EUPATH_0020184,3 or more seizures over 24 hours,1=checked,variable,,,
211,211,,msk::BC-3 enrollment database FINAL,BC-3 enrollment database FINAL,,Musculoskeletal condition,musculoskeletal,Observation,Immediate clinical history,http://purl.obolibrary.org/obo/EUPATH_0021098,msk,,variable,,,
534,534,,msk::BC-3 mothers all visits database FINAL,BC-3 mothers all visits database FINAL,,Musculoskeletal condition,musculoskeletal,Observation,Immediate clinical history,http://purl.obolibrary.org/obo/EUPATH_0021098,msk,,variable,,,
1117,1117,,msk::BC-3 childs all visit database FINAL,BC-3 childs all visit database FINAL,,Musculoskeletal condition,musculoskeletal,Observation,Immediate clinical history,http://purl.obolibrary.org/obo/EUPATH_0021098,msk,,variable,,,
213,213,,mskdur::BC-3 enrollment database FINAL,BC-3 enrollment database FINAL,,Musculoskeletal condition duration (days),musculoskeletal Duration,Observation,Immediate clinical history,http://purl.obolibrary.org/obo/EUPATH_0021098,MSK Duration,,variable,,,
536,536,,mskdur::BC-3 mothers all visits database FINAL,BC-3 mothers all visits database FINAL,,Musculoskeletal condition duration (days),musculoskeletal Duration,Observation,Immediate clinical history,http://purl.obolibrary.org/obo/EUPATH_0021098,MSK Duration,,variable,,,
1119,1119,,mskdur::BC-3 childs all visit database FINAL,BC-3 childs all visit database FINAL,,Musculoskeletal condition duration (days),musculoskeletal Duration,Observation,Immediate clinical history,http://purl.obolibrary.org/obo/EUPATH_0021098,MSK Duration,,variable,,,
212,212,,mskgrade::BC-3 enrollment database FINAL,BC-3 enrollment database FINAL,,Musculoskeletal condition grade,musculoskeletal grade,Observation,Immediate clinical history,http://purl.obolibrary.org/obo/EUPATH_0021098,MSK Grade,"0 = absent,
1 = mild,
2 = moderate,
3 = severe,
4 = life threatening,
9 = unable to assess",variable,,,
535,535,,mskgrade::BC-3 mothers all visits database FINAL,BC-3 mothers all visits database FINAL,,Musculoskeletal condition grade,musculoskeletal grade,Observation,Immediate clinical history,http://purl.obolibrary.org/obo/EUPATH_0021098,MSK Grade,"0 = absent,
1 = mild,
2 = moderate,
3 = severe,
4 = life threatening,
9 = unable to assess",variable,,,
