colOrder,variable,dataset,keepDiscard,notesForDL,codebookDescription,codebookValues,timeVarying,duplicated,dateTime,flag
475,F4B_TRT_PRES_FOOD,gems1a_case_control_study_data,keep,,Given prescription for treatment at home: Normal food withheld for >=1 day,0,,,,
476,F4B_TRT_GIVE_FOOD,gems1a_case_control_study_data,keep,,Treatment given in health center: Normal food withheld for >=1 day,0,,,,
477,F4B_TRT_PRES_GENT,gems1a_case_control_study_data,keep,,Given prescription for treatment at home: Gentamycin,0,,,,
478,F4B_TRT_GIVE_GENT,gems1a_case_control_study_data,keep,,Treatment given in health center: Gentamycin,0,,,,
479,F4B_TRT_PRES_CHLOR,gems1a_case_control_study_data,keep,,Given prescription for treatment at home: Chloramphenoicol/Thiamphenicol,0,,,,
480,F4B_TRT_GIVE_CHLOR,gems1a_case_control_study_data,keep,,Treatment given in health center: Chloramphenoicol/Thiamphenicol,0,,,,
481,F4B_TRT_PRES_ERY,gems1a_case_control_study_data,keep,,Given prescription for treatment at home: Erythromycin,0,,,,
482,F4B_TRT_GIVE_ERY,gems1a_case_control_study_data,keep,,Treatment given in health center: Erythromycin,0,,,,
483,F4B_TRT_PRES_AZI,gems1a_case_control_study_data,keep,,Given prescription for treatment at home: Azithromycin,0,,,,
484,F4B_TRT_GIVE_AZI,gems1a_case_control_study_data,keep,,Treatment given in health center: Azyithromycin,0,,,,
485,F4B_TRT_PRES_MACR,gems1a_case_control_study_data,keep,,Given prescription for treatment at home: Other macrolides,0,,,,
486,F4B_TRT_GIVE_MACR,gems1a_case_control_study_data,keep,,Treatment given in health center: Other macrolides,0,,,,
487,F4B_TRT_PRES_PEN,gems1a_case_control_study_data,keep,,Given prescription for treatment at home: Penicillin,0,,,,
488,F4B_TRT_GIVE_PEN,gems1a_case_control_study_data,keep,,Treatment given in health center: Penicillin,0,,,,
489,F4B_TRT_PRES_AMOX,gems1a_case_control_study_data,keep,,Given prescription for treatment at home: Amoxicillin,0,,,,
490,F4B_TRT_GIVE_AMOX,gems1a_case_control_study_data,keep,,Treatment given in health center: Amoxicillin,0,,,,
491,F4B_TRT_PRES_AMPI,gems1a_case_control_study_data,keep,,Given prescription for treatment at home: Ampicillin,0,,,,
492,F4B_TRT_GIVE_AMPI,gems1a_case_control_study_data,keep,,Treatment given in health center: Ampicillin,0,,,,
493,F4B_TRT_PRES_NALID,gems1a_case_control_study_data,keep,,Given prescription for treatment at home: Nalidixic acid,0,,,,
494,F4B_TRT_GIVE_NALID,gems1a_case_control_study_data,keep,,Treatment given in health center: Nalidixic acid,0,,,,
495,F4B_TRT_PRES_CPNR,gems1a_case_control_study_data,keep,,Given prescription for treatment at home: Ciprofloxacin/Norfloxacin/other fluoroquinolone,0,,,,
496,F4B_TRT_GIVE_CPNR,gems1a_case_control_study_data,keep,,Treatment given in health center: Ciprofloxacin/Norfloxacin/other fluoroquinolone,0,,,,
497,F4B_TRT_PRES_SLPY,gems1a_case_control_study_data,keep,,Given prescription for treatment at home: Selexid/Pivmecillinam,0,,,,
498,F4B_TRT_GIVE_SLPY,gems1a_case_control_study_data,keep,,Treatment given in health center: Selexid/Pivmecillinam,0,,,,
499,F4B_TRT_PRES_OTHR,gems1a_case_control_study_data,keep,,Given prescription for treatment at home: Other antibiotic,0,,,,
500,F4B_TRT_GIVE_OTHR,gems1a_case_control_study_data,keep,,Treatment given in health center: Other antibiotic,0,,,,
501,F4B_TRT_SPEC,gems1a_case_control_study_data,drop,,Treatment given in health center: Other specify,Char,,,,
502,F4B_TRT_PRES_ZINC,gems1a_case_control_study_data,keep,,Given prescription for treatment at home: Zinc,0,,,,
503,F4B_TRT_GIVE_ZINC,gems1a_case_control_study_data,keep,,Treatment given in health center: Zinc,0,,,,
504,F4B_TRT_PRES_HOME,gems1a_case_control_study_data,keep,,Given prescription for treatment at home: A (government recommended) homemade fluid,0,,,,
505,F4B_TRT_GIVE_HOME,gems1a_case_control_study_data,keep,,Treatment given in health center: A (government recommended) homemade fluid,0,,,,
506,F4B_TRT_PRES_ANTI,gems1a_case_control_study_data,keep,,Given prescription for treatment at home: An antimalarial drug,0,,,,
507,F4B_TRT_GIVE_ANTI,gems1a_case_control_study_data,keep,,Treatment given in health center: An antimalarial drug,0,,,,
508,F4B_TRT_PRES_OTHR1,gems1a_case_control_study_data,keep,,Given prescription for treatment at home: Other medicine,0,,,,
509,F4B_TRT_GIVE_OTHR1,gems1a_case_control_study_data,keep,,Treatment given in health center: Other medicine,0,,,,
510,F4B_TRT_SPEC1,gems1a_case_control_study_data,drop,,Treatment given in health center: Other medicine specify,Char,,,,
511,F4B_TRT_PRES_OTHR2,gems1a_case_control_study_data,keep,,Given prescription for treatment at home: Other medicine ,0,,,,
512,F4B_TRT_GIVE_OTHR2,gems1a_case_control_study_data,keep,,Treatment given in health center: Other medicine,0,,,,
513,F4B_TRT_SPEC2,gems1a_case_control_study_data,drop,,Treatment given in health center: Other medicine,Char,,,,
514,F4B_TRT_PRES_OTHR3,gems1a_case_control_study_data,keep,,Given prescription for treatment at home: Other medicine,0,,,,
515,F4B_TRT_GIVE_OTHR3,gems1a_case_control_study_data,keep,,Treatment given in health center: Other medicine,0,,,,
516,F4B_TRT_SPEC3,gems1a_case_control_study_data,drop,,Treatment given in health center: Other medicine specify,Char,,,,
517,F4B_TRT_NONE,gems1a_case_control_study_data,keep,,None prescribed/taken,0,,,,
518,F4B_OUTCOME,gems1a_case_control_study_data,keep,,Outcome when leaving hospital/health center,1,,,,
519,F4B_DATE_DEATH,gems1a_case_control_study_data,keep,,"If the child died, what was the date of death?",Date,,,Yes,
523,F4B_Last_weight,gems1a_case_control_study_data,keep,,Last calculated weight on form,Num,,,,
524,F4B_Last_WAZ,gems1a_case_control_study_data,keep,,Last Weight for Age Z-Score,Num,,,,
525,F4B_Last_WAZ_F,gems1a_case_control_study_data,keep,,Last Flag ZLEN<-6 or ZLEN >6,0,,,,
526,F4B_Last_WHZ,gems1a_case_control_study_data,keep,,Last Weight for Height Z-Score,Num,,,,
527,F4B_Last_WHZ_F,gems1a_case_control_study_data,keep,,Last Flag ZWFL <-5 ZWFL>5,0,,,,
528,F4B_Last_med_WHZ,gems1a_case_control_study_data,keep,,Last weight-median length/height Z-Score,Num,,,,
529,F4B_Last_med_WHZ_F,gems1a_case_control_study_data,keep,,Last Flag for ZWFL<-5 or ZWFL >5,0,,,,
530,F4B_LAST_MUAC,gems1a_case_control_study_data,keep,,Last MUAC,,,,,
531,F4B_LAST_MUAC_MEDIAN,gems1a_case_control_study_data,keep,,LAST median MUAC,,,,,
532,F4B_LAST_MUAC_AGEZ,gems1a_case_control_study_data,keep,,Last MUAC for Age Z-Score,,,,,
533,F4B_LAST_MUAC_AGEZ_F,gems1a_case_control_study_data,keep,,Last Flag MUAC for Age Z-Score,,,,,
534,F4B_LAST_MED_MUAC_AGEZ,gems1a_case_control_study_data,keep,,Last median MUAC for Age Z-Score,,,,,
535,F4B_LAST_MED_MUAC_AGEZ_F,gems1a_case_control_study_data,keep,,Last median MUAC for Age Z-Score Flag,,,,,
536,F4B_Last_BMI,gems1a_case_control_study_data,keep,,Last calculated BMI,Num,,,,
537,F4B_Last_BMIZ,gems1a_case_control_study_data,keep,,Last BMI-for-Age Z-Score,Num,,,,
538,F4B_Last_BMIZ_F,gems1a_case_control_study_data,keep,,Last Flag for Z_BMI <-5 or Z_BMI >5,0,,,,
539,F4B_Last_med_BMI,gems1a_case_control_study_data,keep,,Last calculated BMI (median height),Num,,,,
540,F4B_Last_med_BMIZ,gems1a_case_control_study_data,keep,,Last calculated BMI-for-age z-score (median height),Num,,,,
541,F4B_Last_med_BMIZ_F,gems1a_case_control_study_data,keep,,Last Flag for ZBMI<-5 or ZBMI >5 (median height),0,,,,
542,F6_DATE,gems1a_case_control_study_data,keep,,Eligibility for Controls Visit Date,,,,,
544,F6_CASE_DOB,gems1a_case_control_study_data,keep,,Index Case: Birthdate of Index Case,Date,,,Yes,
545,F6_CASE_AGE,gems1a_case_control_study_data,keep,,Index Case: Age of Index Case,Num,,,,
546,F6_CASE_GENDER,gems1a_case_control_study_data,keep,,Index Case: Gender of Index Case,0,,,,
547,F6_CASE_ENROLL,gems1a_case_control_study_data,keep,,Index Case: Date of enrollment of index case,Date,,,Yes,
548,F6_CASE_ID,gems1a_case_control_study_data,keep,,Index Case: Case ID Number of index case,Num,,,,
549,F6_LSD_MSD,gems1a_case_control_study_data,keep,,Enrollment for Case MSD or LSD,0/1,,,,
550,F6_BIRTH_DATE,gems1a_case_control_study_data,keep,,Controls Information: Birthdate,Date,,,Yes,
551,F6_AGE,gems1a_case_control_study_data,keep,,Controls Information: Age,Num,,,,
552,F6_GENDER,gems1a_case_control_study_data,keep,,Controls Information: Child's gender,0,,,,
553,F6_ID_CHILD,gems1a_case_control_study_data,drop,,Have you been able to identify the child?,1,,,,
557,F6_AGE_MATCH,gems1a_case_control_study_data,drop,,Eligibility: Is this child appropriately age-matched to the index case?,1,,,,
558,F6_SAME_GEN,gems1a_case_control_study_data,drop,,Eligibility: Is this child the same gender as the index case?,,,,,
559,F6_SAME_VILLA,gems1a_case_control_study_data,drop,,Eligibility: Does this child live in the same or nearby village or community as case?,,,,,
560,F6_ENROLL_14,gems1a_case_control_study_data,drop,,Eligibility: Was the index case enrolled within the past 14 days?,,,,,
561,F6_DRH_FREE7,gems1a_case_control_study_data,drop,,Eligibility: Has this child been free of diarrhea for the past 7 days?,,,,,
562,F6_ELIG_ENROLL,gems1a_case_control_study_data,drop,,Eligibility: Is the child eligible for enrollment?,,,,,
563,F6_NOT_ELIG,gems1a_case_control_study_data,drop,,Eligibility: Check the option that best describs why you were not able to determine eligibility?,,,,,
564,F6_NOT_ELIG_SPEC,gems1a_case_control_study_data,drop,,Eligibility: Not Eligible Specify,0,,,,
568,F6_CONSENT,gems1a_case_control_study_data,drop,,Was consent obtained?,1,,,,
569,F6_STOOL_SMPL,gems1a_case_control_study_data,drop,,Was a stool sample collected from the child,1,,,,
570,F6_ENROLLED,gems1a_case_control_study_data,drop,,Was the child enrolled?,1,,,,
571,F6_NOT_ENROLL,gems1a_case_control_study_data,drop,,,,,,,
572,F6_NOT_INVITE,gems1a_case_control_study_data,drop,,,,,,,
574,F6_REFUSED,gems1a_case_control_study_data,drop,,,,,,,
576,F6_DATE_ENROLL,gems1a_case_control_study_data,keep,,"If child is enrolled into the study, enter the date of enrollment.",,,,Yes,
580,F7_DATE,gems1a_case_control_study_data,keep,,Enrollment Controls Visit Date,Date,,,Yes,
582,F7_CASE_ID,gems1a_case_control_study_data,keep,,Index Case ID,Num,,,,
583,F7_PRIMCARE,gems1a_case_control_study_data,keep,,Who is Child's Primary Caretaker?,1,,,,
584,F7_PRIMCARE_SPEC,gems1a_case_control_study_data,drop,,"Other primary caretaker, specify",Char,,,,
585,F7_RELATION,gems1a_case_control_study_data,keep,,What is your relationship to the Child?,1,,,,
586,F7_RELATION_SPEC,gems1a_case_control_study_data,drop,,"Other relation, specify",Char,,,,
587,F7_MOM_LIVE,gems1a_case_control_study_data,keep,,Where does Child's mother live?,1,,,,
588,F7_DAD_LIVE,gems1a_case_control_study_data,keep,,Where does Child's father live?,1,,,,
589,F7_PRIM_SCHL,gems1a_case_control_study_data,keep,,How far did the child's primary caretaker go in school?,1,,,,
590,F7_PPL_HOUSE,gems1a_case_control_study_data,keep,,How many people have been living regularly in your household for the past 6 months?,Num,,,,
591,F7_PPL_SLEEP,gems1a_case_control_study_data,keep,,How many people have been sleeping regularly in your household for the past 6 months?,Num,,,,
592,F7_YNG_CHILDRN,gems1a_case_control_study_data,keep,,How many children younger than 60 months live in the household?,Num,,,,
593,F7_SLP_ROOMS,gems1a_case_control_study_data,keep,,How many rooms in your household are used for sleeping?,Num,,,,
594,F7_FLOOR,gems1a_case_control_study_data,keep,,What is the predominant floor in the house of Child?,1,,,,
595,F7_FLOOR_SPEC,gems1a_case_control_study_data,drop,,"What is the predominant floor in the house of Child, Specify",Char,,,,
596,F7_HOUSE_ELEC,gems1a_case_control_study_data,keep,,Does your household have Electricity?,0,,,,
597,F7_HOUSE_TELE,gems1a_case_control_study_data,keep,,Does your household have a telephone (mobile or non-mobile)?,0,,,,
598,F7_HOUSE_SCOOT,gems1a_case_control_study_data,keep,,Does your household have a Motorcycle/Scooter?,0,,,,
599,F7_HOUSE_RADIO,gems1a_case_control_study_data,keep,,Does your household have a radio?,0,,,,
600,F7_HOUSE_BIKE,gems1a_case_control_study_data,keep,,Does your household have a bicycle/rickshaw?,0,,,,
601,F7_HOUSE_CAR,gems1a_case_control_study_data,keep,,Does your household have a Car/Truck?,0,,,,
602,F7_HOUSE_FRIDGE,gems1a_case_control_study_data,keep,,Does your household have a refrigerator?,0,,,,
603,F7_HOUSE_BOAT,gems1a_case_control_study_data,keep,,Does your household have a boat with a motor?,0,,,,
604,F7_HOUSE_PHONE,gems1a_case_control_study_data,keep,,Does your household have a telephone (mobile or non-mobile)?,0,,,,
605,F7_HOUSE_CART,gems1a_case_control_study_data,keep,,Does your household have a Animal-drawn cart?,0,,,,
606,F7_HOUSE_AGLAND,gems1a_case_control_study_data,keep,,Does your household have Agricultural Land?,0,,,,
607,F7_HOUSE_NONE,gems1a_case_control_study_data,keep,,Does your household have none of the above?,0,,,,
608,F7_FUEL_ELEC,gems1a_case_control_study_data,keep,,What type of cooking fuel does your house use? Electricity?,0,,,,
609,F7_FUEL_PROPANE,gems1a_case_control_study_data,keep,,What type of cooking fuel does your house use? Liquid Propane Gas?,0,,,,
610,F7_FUEL_NATGAS,gems1a_case_control_study_data,keep,,What type of cooking fuel does your house use? Natural gas?,0,,,,
611,F7_FUEL_KERO,gems1a_case_control_study_data,keep,,What type of cooking fuel does your house use? Kerosene?,0,,,,
612,F7_FUEL_BIOGAS,gems1a_case_control_study_data,keep,,What type of cooking fuel does your house use? Biogas?,0,,,,
613,F7_FUEL_COAL,gems1a_case_control_study_data,keep,,What type of cooking fuel does your house use? Coal?,0,,,,
614,F7_FUEL_CHARCOAL,gems1a_case_control_study_data,keep,,What type of cooking fuel does your house use? Charcoal?,0,,,,
615,F7_FUEL_WOOD,gems1a_case_control_study_data,keep,,What type of cooking fuel does your house use? Wood?,0,,,,
616,F7_FUEL_GRASS,gems1a_case_control_study_data,keep,,What type of cooking fuel does your house use? Straw/Shrubs/Grass?,0,,,,
617,F7_FUEL_DUNG,gems1a_case_control_study_data,keep,,What type of cooking fuel does your house use? Animal dung?,0,,,,
618,F7_FUEL_CROP,gems1a_case_control_study_data,keep,,What type of cooking fuel does your house use? Agricultural crop residue?,0,,,,
619,F7_FUEL_OTHER,gems1a_case_control_study_data,keep,,What type of cooking fuel does your house use? Other?,0,,,,
620,F7_FUEL_OTHER_SPEC,gems1a_case_control_study_data,drop,,"What type of cooking fuel does your house use? Other, specify?",Char,,,,
621,F7_ANI_GOAT,gems1a_case_control_study_data,keep,,Do the following animals live in the compound where Child lives? Goat?,0,,,,
622,F7_ANI_SHEEP,gems1a_case_control_study_data,keep,,Do the following animals live in the compound where Child lives? Sheep?,0,,,,
623,F7_ANI_DOG,gems1a_case_control_study_data,keep,,Do the following animals live in the compound where Child lives? Dog?,0,,,,
624,F7_ANI_CAT,gems1a_case_control_study_data,keep,,Do the following animals live in the compound where Child lives? Cat?,0,,,,
625,F7_ANI_COW,gems1a_case_control_study_data,keep,,Do the following animals live in the compound where Child lives? Cow?,0,,,,
626,F7_ANI_RODENTS,gems1a_case_control_study_data,keep,,Do the following animals live in the compound where Child lives? Rodents?,0,,,,
627,F7_ANI_FOWL,gems1a_case_control_study_data,keep,,"Do the following animals live in the compound where Child lives? Fowl (Chicken, duck or other birds)?",0,,,,
628,F7_ANI_OTHER,gems1a_case_control_study_data,keep,,Do the following animals live in the compound where Child lives? Other?,0,,,,
629,F7_ANI_SPEC,gems1a_case_control_study_data,drop,,"Do the following animals live in the compound where Child lives? Other, specify.",Char,,,,
630,F7_ANI_NO,gems1a_case_control_study_data,keep,,Do the following animals live in the compound where Child lives? No Animals?,0,,,,
631,F7_WATER_HOUSE,gems1a_case_control_study_data,keep,,"During the last two weeks, has your household ever obtained drinking water from any of the following sources? Piped into house?",0,,,,
632,F7_WATER_YARD,gems1a_case_control_study_data,keep,,"During the last two weeks, has your household ever obtained drinking water from any of the following sources? Piped into yard?",0,,,,
633,F7_WATER_PUBTAP,gems1a_case_control_study_data,keep,,"During the last two weeks, has your household ever obtained drinking water from any of the following sources? Public tap?",0,,,,
634,F7_WATER_WELL,gems1a_case_control_study_data,keep,,"During the last two weeks, has your household ever obtained drinking water from any of the following sources? Open well in house or yard?",0,,,,
635,F7_WATER_PUBWELL,gems1a_case_control_study_data,keep,,"During the last two weeks, has your household ever obtained drinking water from any of the following sources? Open public well?",0,,,,
636,F7_WATER_POND,gems1a_case_control_study_data,keep,,"During the last two weeks, has your household ever obtained drinking water from any of the following sources? Pond or lake?",0,,,,
637,F7_WATER_DEEPWELL,gems1a_case_control_study_data,keep,,"During the last two weeks, has your household ever obtained drinking water from any of the following sources? Deep tube well?",0,,,,
638,F7_WATER_SHALLWELL,gems1a_case_control_study_data,keep,,"During the last two weeks, has your household ever obtained drinking water from any of the following sources? Shallow tube well?",0,,,,
639,F7_WATER_COVWELL,gems1a_case_control_study_data,keep,,"During the last two weeks, has your household ever obtained drinking water from any of the following sources? Covered well in house or yard?",0,,,,
640,F7_WATER_COVPWELL,gems1a_case_control_study_data,keep,,"During the last two weeks, has your household ever obtained drinking water from any of the following sources? Covered public well?",0,,,,
641,F7_WATER_PROSPRING,gems1a_case_control_study_data,keep,,"During the last two weeks, has your household ever obtained drinking water from any of the following sources? Protected spring?",0,,,,
642,F7_WATER_UNSPRING,gems1a_case_control_study_data,keep,,"During the last two weeks, has your household ever obtained drinking water from any of the following sources? Unprotected Spring?",0,,,,
643,F7_WATER_RIVER,gems1a_case_control_study_data,keep,,"During the last two weeks, has your household ever obtained drinking water from any of the following sources? River or stream?",0,,,,
644,F7_WATER_DAM,gems1a_case_control_study_data,keep,,"During the last two weeks, has your household ever obtained drinking water from any of the following sources? Dam or earth pan?",0,,,,
645,F7_WATER_RAIN,gems1a_case_control_study_data,keep,,"During the last two weeks, has your household ever obtained drinking water from any of the following sources? Rainwater?",0,,,,
646,F7_WATER_BOUGHT,gems1a_case_control_study_data,keep,,"During the last two weeks, has your household ever obtained drinking water from any of the following sources? Bought, tank, bottles, etc?",0,,,,
647,F7_WATER_BORE,gems1a_case_control_study_data,keep,,"During the last two weeks, has your household ever obtained drinking water from any of the following sources? Bore hole?",0,,,,
648,F7_WATER_OTHR,gems1a_case_control_study_data,keep,,"During the last two weeks, has your household ever obtained drinking water from any of the following sources? Other?",0,,,,
649,F7_WATER_SPEC,gems1a_case_control_study_data,drop,,"During the last two weeks, has your household ever obtained drinking water from any of the following sources? Other, specify.",Char,,,,
650,F7_MS_WATER,gems1a_case_control_study_data,keep,,"During the last two weeks, what was the main source of drinking water for members of your household?",1,,,,
651,F7_MS_SPEC,gems1a_case_control_study_data,drop,,"During the last two weeks, what was the main source of drinking water for members of your household? Other, specify.",Char,,,,
652,F7_TIME_WATER,gems1a_case_control_study_data,keep,,"How long does it take to go there, get water and come back?",0,,,,
653,F7_FETCH_WATER,gems1a_case_control_study_data,keep,,Do you or other members from your household go and fetch drinking water fro the household every day?,0,,,,
654,F7_TRIP_DAY,gems1a_case_control_study_data,keep,,"On average, how many trips do you and members of your household make to fetch water each day?",Num,,,,
655,F7_TRIP_WEEK,gems1a_case_control_study_data,keep,,"On average, how many trips do you and members from your household make to fetch water each week?",Num,,,,
656,F7_WATER_AVAIL,gems1a_case_control_study_data,keep,,"In the last two weeks, how often has water been available from this main source?",1,,,,
657,F7_STORE_WATER,gems1a_case_control_study_data,keep,,"In the last two weeks, did you give Child stored water for drinking?",0,,,,
658,F7_TRT_WATER,gems1a_case_control_study_data,keep,,Do you usually treat drinking water at home?,0,,,,
659,F7_TRT_METHOD,gems1a_case_control_study_data,keep,,Which method do you use the most to treat drinking water at home?,0,,,,
660,F7_TRT_METHOD_SPEC,gems1a_case_control_study_data,drop,,Which method do you use the most to treat drinking water at home?,Char,,,,
661,F7_CHLORINE,gems1a_case_control_study_data,keep,,"If you use chlorine liquid, powder or tablets, which type do you most commonly use?",0,,,,
662,F7_CHLORINE_SPEC,gems1a_case_control_study_data,drop,,"If you use chlorine liquid, powder or tablets, which type do you most commonly use?",Char,,,,
663,F7_NOTRT_WATER,gems1a_case_control_study_data,keep,,In the last two weeks did you give Child water which was not treated?,0,,,,
664,F7_DISP_FECES,gems1a_case_control_study_data,keep,,How do you usually dispose of Childs feces?,1,,,,
665,F7_DISP_SPEC,gems1a_case_control_study_data,drop,,How do you usually dispose of Childs feces? Other specify.,Char,,,,
666,F7_FAC_WASTE,gems1a_case_control_study_data,keep,,What kind of facility does your household most commonly use to dispose of human fecal waste?,1,,,,
667,F7_FAC_SPEC,gems1a_case_control_study_data,drop,,"What kind of facility does your household most commonly use to dispose of human fecal waste? Other, specify",Char,,,,
668,F7_SHARE_FAC,gems1a_case_control_study_data,keep,,How many households (other than your own) share this facility?,Num,,,,
669,F7_WASH_EAT,gems1a_case_control_study_data,keep,,When do you usually wash your hands? Before eating?,0,,,,
670,F7_WASH_COOK,gems1a_case_control_study_data,keep,,When do you usually wash your hands? Before cooking?,0,,,,
671,F7_WASH_NURSE,gems1a_case_control_study_data,keep,,When do you usually wash your hands? Before you nurse or prepare baby's food?,0,,,,
672,F7_WASH_DEF,gems1a_case_control_study_data,keep,,When do you usually wash your hands? After you defecate?,0,,,,
673,F7_WASH_ANIMAL,gems1a_case_control_study_data,keep,,When do you usually wash your hands? After handling domestic animals?,0,,,,
674,F7_WASH_CHILD,gems1a_case_control_study_data,keep,,When do you usually wash your hands? After cleaning child who defecated?,0,,,,
675,F7_WASH_NEVER,gems1a_case_control_study_data,keep,,When do you usually wash your hands? Never?,0,,,,
676,F7_WASH_OTHR,gems1a_case_control_study_data,keep,,"When do you usually wash your hands? Other, specify?",0,,,,
677,F7_WASH_SPEC,gems1a_case_control_study_data,drop,,When do you usually wash your hands? Other specify.,Char,,,,
678,F7_WASH_USE,gems1a_case_control_study_data,keep,,"When you wash your hands, what do you usually use?",1,,,,
679,F7_EVERBREASTFED,gems1a_case_control_study_data,keep,,Was the child ever breastfed?,0/1,,,,
680,F7_BREASTFED,gems1a_case_control_study_data,keep,,Is Child currently breastfed?,0,,,,
681,F7_BLOOD,gems1a_case_control_study_data,keep,,During the last 7 das did Child have any of the following? Blood?,0,,,,
682,F7_FEVER,gems1a_case_control_study_data,keep,,During the last 7 das did Child have any of the following? Fever measured at least 38C or parental perception,0,,,,
683,F7_VOMIT,gems1a_case_control_study_data,keep,,During the last 7 das did Child have any of the following? Vomiting 3 or more times per day.,0,,,,
684,F7_CUR_MED,gems1a_case_control_study_data,keep,,Is the child currently receiving any medicine?,0,,,,
685,F7_MED_ONGOING,gems1a_case_control_study_data,keep,,"If yes, child currently receiving any medicine, is a bottle or table strip or prescription available for ongoing treatment?",0,,,,
686,F7_MED_ORS,gems1a_case_control_study_data,keep,,What are the medicines that the child is currently receiving? ORS,0,,,,
687,F7_MED_IV,gems1a_case_control_study_data,keep,,What are the medicines that the child is currently receiving? Intravenous fluids,0,,,,
688,F7_MED_COTR,gems1a_case_control_study_data,keep,,What are the medicines that the child is currently receiving? Cotrimoxazole,1,,,,
689,F7_MED_NOFOOD,gems1a_case_control_study_data,keep,,What are the medicines that the child is currently receiving? Normal food withheld for >= 1 day,0,,,,
690,F7_MED_GENT,gems1a_case_control_study_data,keep,,What are the medicines that the child is currently receiving? Gentamycin,0,,,,
691,F7_MED_CHLOR,gems1a_case_control_study_data,keep,,What are the medicines that the child is currently receiving? Chloramphenicol/Thiamphenicol,0,,,,
692,F7_MED_ERYTH,gems1a_case_control_study_data,keep,,What are the medicines that the child is currently receiving? Erythromycin,0,,,,
693,F7_MED_AZITH,gems1a_case_control_study_data,keep,,What are the medicines that the child is currently receiving? Azithromycin,0,,,,
694,F7_MED_OMACR,gems1a_case_control_study_data,keep,,What are the medicines that the child is currently receiving? Other macrolides,0,,,,
695,F7_MED_PENI,gems1a_case_control_study_data,keep,,What are the medicines that the child is currently receiving? Penicillin,0,,,,
696,F7_MED_AMOXY,gems1a_case_control_study_data,keep,,What are the medicines that the child is currently receiving? Amoxicillin,0,,,,
697,F7_MED_AMPI,gems1a_case_control_study_data,keep,,What are the medicines that the child is currently receiving? Ampicillin,0,,,,
698,F7_MED_NALID,gems1a_case_control_study_data,keep,,What are the medicines that the child is currently receiving? Nalidixic acid,0,,,,
699,F7_MED_CIPRO,gems1a_case_control_study_data,keep,,What are the medicines that the child is currently receiving? Ciprofloxacin/Norfloxacin/other fluroquinolone,0,,,,
700,F7_MED_SELE,gems1a_case_control_study_data,keep,,What are the medicines that the child is currently receiving? Selexid/Pivmecillinam,0,,,,
701,F7_MED_OTHERANT,gems1a_case_control_study_data,keep,,What are the medicines that the child is currently receiving? Other anitibiotic,0,,,,
702,F7_MED_ANT_SPEC,gems1a_case_control_study_data,drop,,"What are the medicines that the child is currently receiving? Other antibiotic, specify.",,,,,
703,F7_MED_ZINC,gems1a_case_control_study_data,keep,,What are the medicines that the child is currently receiving? Zinc,0,,,,
704,F7_MED_GOVFLUID,gems1a_case_control_study_data,keep,,What are the medicines that the child is currently receiving? A (government recommended) homemade fluid,0,,,,
705,F7_MED_ANTIMAL,gems1a_case_control_study_data,keep,,What are the medicines that the child is currently receiving? An antimalarial drug,0,,,,
706,F7_MED_OTHER1,gems1a_case_control_study_data,keep,,What are the medicines that the child is currently receiving? Other medicine (1)?,0,,,,
707,F7_MED_OTH1_SPEC,gems1a_case_control_study_data,drop,,What are the medicines that the child is currently receiving? Other medicine (1). Specify.,Char,,,,
708,F7_MED_OTHER2,gems1a_case_control_study_data,keep,,What are the medicines that the child is currently receiving? Other medicine (2)?,0,,,,
709,F7_MED_OTH2_SPEC,gems1a_case_control_study_data,drop,,What are the medicines that the child is currently receiving? Other medicine (2)? Specify.,Char,,,,
710,F7_MED_OTHER3,gems1a_case_control_study_data,keep,,What are the medicines that the child is currently receiving? Other medicine (3)?,0,,,,
711,F7_MED_OTH3_SPEC,gems1a_case_control_study_data,drop,,What are the medicines that the child is currently receiving? Other medicine (3)? Specify.,Char,,,,
712,F7_MED_NONE,gems1a_case_control_study_data,keep,,What are the medicines that the child is currently receiving? Nothing.,0,,,,
713,F7_SEEKCARE,gems1a_case_control_study_data,keep,,"The last time Child had diarrhea, did you seek care for him/her outside your household?",0,,,,
714,F7_SEEK_PHARM,gems1a_case_control_study_data,keep,,If you sought care for Child's last episode of diarrhea where did you go? Pharmacy,0,,,,
715,F7_SEEK_FRIEND,gems1a_case_control_study_data,keep,,If you sought care for Child's last episode of diarrhea where did you go? Friend/Relative,0,,,,
716,F7_SEEK_HEALER,gems1a_case_control_study_data,keep,,If you sought care for Child's last episode of diarrhea where did you go? Traditional healer,0,,,,
717,F7_SEEK_DOC,gems1a_case_control_study_data,keep,,If you sought care for Child's last episode of diarrhea where did you go? Unlicensed practitioner/village doctor/bush doctor/village health worker,0,,,,
718,F7_SEEK_PRIVDOC,gems1a_case_control_study_data,keep,,If you sought care for Child's last episode of diarrhea where did you go? Licensed practitioner/private doctor (not at hospital,0,,,,
719,F7_SEEK_REMDY,gems1a_case_control_study_data,keep,,If you sought care for Child's last episode of diarrhea where did you go? Bought a remedy/medicine at the shop/market?,0,,,,
720,F7_SEEK_REMDY_SPEC,gems1a_case_control_study_data,drop,,If you sought care for Child's last episode of diarrhea where did you go? Bought a remedy/medicine at the shop/market? Specify.,Char,,,,
