overallOrder,variable,dataFile,IRI,label,definition,category,parentLabel,parentIRI,codebookDescription,codebookValues,termType,notesForOnt
370,mcat_sqty_lapcr,_lab_rev_de.sas7bdat,,"Moraxella catarrhalis (Branhamella catarrhalis) (copies/mL), by FTD Resp-33 result",,Sample,,,Moraxella Catarrhalis LA PCR standardized quantity (copies/ml),,variable,Lung aspirate microbiology test > Raw test result > Raw bacteria data
371,pcp_sqty_lapcr,_lab_rev_de.sas7bdat,,"Pneumocystis jiroveci (copies/mL), by FTD Resp-33 result",,Sample,,,PCP LA PCR standardized quantity (copies/ml),,variable,Lung aspirate microbiology test > Raw test result > Raw eukaryota data
372,saur_sqty_lapcr,_lab_rev_de.sas7bdat,,"Staphylococcus aureus (copies/mL), by FTD Resp-33 result",,Sample,,,S.aur LA PCR standardized quantity (copies/ml),,variable,Lung aspirate microbiology test > Raw test result > Raw bacteria data
373,pneu_sqty_lapcr,_lab_rev_de.sas7bdat,,"Streptococcus pneumoniae (copies/mL), by FTD Resp-33 result",,Sample,,,S.pneu LA PCR standardized quantity (copies/ml),,variable,Lung aspirate microbiology test > Raw test result > Raw bacteria data
374,sasp_sqty_lapcr,_lab_rev_de.sas7bdat,,"Salmonella species (copies/mL), by FTD Resp-33 result",,Sample,,,Salmonella LA PCR standardized quantity (copies/ml),,variable,Lung aspirate microbiology test > Raw test result > Raw bacteria data
375,adeno_lapcr,_lab_rev_de.sas7bdat,,"Adenovirus, by FTD Resp-33",,Sample,,,Adenovirus lung aspirate PCR positive,0 = No 1 = Yes,value,Lung aspirate microbiology test > Virus
376,bope_lapcr,_lab_rev_de.sas7bdat,,"Bordetella pertussis, by FTD Resp-33",,Sample,,,Bordatella lung aspirate PCR positive,0 = No 1 = Yes,value,Lung aspirate microbiology test > Bacteria
377,cmv_lapcr,_lab_rev_de.sas7bdat,,"Cytomegalovirus, by FTD Resp-33",,Sample,,,CMV lung aspirate PCR positive,0 = No 1 = Yes,value,Lung aspirate microbiology test > Virus
378,cor_229_lapcr,_lab_rev_de.sas7bdat,,"Coronoavirus 229, by FTD Resp-33",,Sample,,,Cor229 lung aspirate PCR positive,0 = No 1 = Yes,value,Lung aspirate microbiology test > Virus
379,cor_43_lapcr,_lab_rev_de.sas7bdat,,"Coronoavirus 43, by FTD Resp-33",,Sample,,,Cor43 lung aspirate PCR positive,0 = No 1 = Yes,value,Lung aspirate microbiology test > Virus
380,cor_63_lapcr,_lab_rev_de.sas7bdat,,"Coronoavirus 63, by FTD Resp-33",,Sample,,,Cor63 lung aspirate PCR positive,0 = No 1 = Yes,value,Lung aspirate microbiology test > Virus
381,cor_hku_lapcr,_lab_rev_de.sas7bdat,,"Coronoavirus HKU, by FTD Resp-33",,Sample,,,CorHKU lung aspirate PCR positive,0 = No 1 = Yes,value,Lung aspirate microbiology test > Virus
382,c_pneu_lapcr,_lab_rev_de.sas7bdat,,"Chlamydophila pneumoniae, by FTD Resp-33",,Sample,,,C.pneu lung aspirate PCR positive,0 = No 1 = Yes,value,Lung aspirate microbiology test > Bacteria
383,flu_c_lapcr,_lab_rev_de.sas7bdat,,"Influenza C, by FTD Resp-33",,Sample,,,Flu C lung aspirate PCR positive,0 = No 1 = Yes,value,Lung aspirate microbiology test > Virus
384,hbov_lapcr,_lab_rev_de.sas7bdat,,"Human bocavirus, by FTD Resp-33",,Sample,,,HBoV lung aspirate PCR positive,0 = No 1 = Yes,value,Lung aspirate microbiology test > Virus
385,hib_lapcr,_lab_rev_de.sas7bdat,,"Haemophilus influenzae type B, by FTD Resp-33",,Sample,,,HiB lung aspirate PCR positive,0 = No 1 = Yes,value,Lung aspirate microbiology test > Bacteria
386,hinf_lapcr,_lab_rev_de.sas7bdat,,"Haemophilus influenzae, by FTD Resp-33",,Sample,,,H.inf lung aspirate PCR positive,0 = No 1 = Yes,value,Lung aspirate microbiology test > Bacteria
387,hmpv_a_b_lapcr,_lab_rev_de.sas7bdat,,"Human metapneumonoviruses A/B, by FTD Resp-33",,Sample,,,HMPV A/B lung aspirate PCR positive,0 = No 1 = Yes,value,Lung aspirate microbiology test > Virus
388,flu_a_lapcr,_lab_rev_de.sas7bdat,,"Influenza A, by FTD Resp-33",,Sample,,,Flu A lung aspirate PCR positive,0 = No 1 = Yes,value,Lung aspirate microbiology test > Virus
389,flu_b_lapcr,_lab_rev_de.sas7bdat,,"Influenza B, by FTD Resp-33",,Sample,,,Flu B lung aspirate PCR positive,0 = No 1 = Yes,value,Lung aspirate microbiology test > Virus
390,legs_lapcr,_lab_rev_de.sas7bdat,,"Legionella, by FTD Resp-33",,Sample,,,Legio lung aspirate PCR positive,0 = No 1 = Yes,value,Lung aspirate microbiology test > Bacteria
391,mcat_lapcr,_lab_rev_de.sas7bdat,,"Moraxella catarrhalis (Branhamella catarrhalis), by FTD Resp-33",,Sample,,,Moraxella Catarrhalis lung aspirate PCR positive,0 = No 1 = Yes,value,Lung aspirate microbiology test > Bacteria
392,m_pneu_lapcr,_lab_rev_de.sas7bdat,,"Mycoplasma pneumoniae, by FTD Resp-33",,Sample,,,M.pneu lung aspirate PCR positive,0 = No 1 = Yes,value,Lung aspirate microbiology test > Bacteria
393,para_1_lapcr,_lab_rev_de.sas7bdat,,"Parainfluenza A, by FTD Resp-33",,Sample,,,Para1 lung aspirate PCR positive,0 = No 1 = Yes,value,Lung aspirate microbiology test > Virus
394,para_2_lapcr,_lab_rev_de.sas7bdat,,"Parainfluenza B, by FTD Resp-33",,Sample,,,Para2 lung aspirate PCR positive,0 = No 1 = Yes,value,Lung aspirate microbiology test > Virus
395,para_3_lapcr,_lab_rev_de.sas7bdat,,"Parainfluenza c, by FTD Resp-33",,Sample,,,Para3 lung aspirate PCR positive,0 = No 1 = Yes,value,Lung aspirate microbiology test > Virus
396,para_4_lapcr,_lab_rev_de.sas7bdat,,"Parainfluenza D, by FTD Resp-33",,Sample,,,Para4 lung aspirate PCR positive,0 = No 1 = Yes,value,Lung aspirate microbiology test > Virus
397,pcp_lapcr,_lab_rev_de.sas7bdat,,"Pneumocystis jiroveci, by FTD Resp-33",,Sample,,,PCP lung aspirate PCR positive,0 = No 1 = Yes,value,Lung aspirate microbiology test > Eukaryota
398,pneu_lapcr,_lab_rev_de.sas7bdat,,"Streptococcus pneumoniae, by FTD Resp-33",,Sample,,,S.pneu lung aspirate PCR positive,0 = No 1 = Yes,value,Lung aspirate microbiology test > Bacteria
399,pv_ev_lapcr,_lab_rev_de.sas7bdat,,"Parechovirus/Enterovirus, by FTD Resp-33",,Sample,,,EV/PV lung aspirate PCR positive,0 = No 1 = Yes,value,Lung aspirate microbiology test > Virus
400,rhino_lapcr,_lab_rev_de.sas7bdat,,"Rhinovirus, by FTD Resp-33",,Sample,,,Rhino lung aspirate PCR positive,0 = No 1 = Yes,value,Lung aspirate microbiology test > Virus
401,rsv_lapcr,_lab_rev_de.sas7bdat,,"Human respiratory syncytial viruses A/B, by FTD Resp-33",,Sample,,,RSV A/B lung aspirate PCR positive,0 = No 1 = Yes,value,Lung aspirate microbiology test > Virus
402,sasp_lapcr,_lab_rev_de.sas7bdat,,"Salmonella species, by FTD Resp-33",,Sample,,,Salmonella lung aspirate PCR positive,0 = No 1 = Yes,value,Lung aspirate microbiology test > Bacteria
403,saur_lapcr,_lab_rev_de.sas7bdat,,"Staphylococcus aureus, by FTD Resp-33",,Sample,,,S.aur lung aspirate PCR positive,0 = No 1 = Yes,value,Lung aspirate microbiology test > Bacteria
405,lyta_ct,_lab_rev_de.sas7bdat,,"Streptococcus pneumoniae lytA Ct value, by PCR result",,Sample,,,Whole blood lytA ct,,variable,Blood microbiology test > Raw test result > Raw bacteria data
406,lyta_sqty,_lab_rev_de.sas7bdat,,"Streptococcus pneumoniae lytA (copies/mL), by PCR result",,Sample,,,Whole blood lytA calculated copies/ml,,variable,Blood microbiology test > Raw test result > Raw bacteria data
407,_pneu_wblyta,_lab_rev_de.sas7bdat,,"Streptococcus pneumoniae lytA-pos, by PCR",,Sample,,,Whole blood lytA positive (for S. pneumoniae),0 = No 1 = Yes,value,Blood microbiology test > Bacteria
408,_avail_wblyta,_lab_rev_de.sas7bdat,,Streptococcus pneumoniae lytA PCR reported,,Sample,Blood sample collection process,EUPATH_0011482,Whole blood lytA results reported,0 = No 1 = Yes,variable,
410,_bld_vol,_lab_rev_de.sas7bdat,OBIB_0000236,Blood sample volume,,Sample,Blood sample,OBI_0000655,Blood culture volume (ml),,variable,
411,_avail_bcx,_lab_rev_de.sas7bdat,,Blood culture reported,,Sample,Blood sample collection process,EUPATH_0011482,Blood culture results reported,0 = No 1 = Yes,variable,
412,_avail_iscx,_lab_rev_de.sas7bdat,,Induced sputum culture reported,,Sample,Induced sputum collection process,,Induced sputum culture results reported,0 = No 1 = Yes,variable,
413,_avail_npcx,_lab_rev_de.sas7bdat,,Nasopharyngeal/oropharyngeal culture reported,,Sample,Nasopharyngeal/oropharyngeal swab collection process,,NP culture results reported,0 = No 1 = Yes,variable,
414,_avail_pfbinax,_lab_rev_de.sas7bdat,,BinaxNOW results reported,,Sample,Pleural fluid collection process,,BinaxNow pneumococcal antigen testing results reported,0 = No 1 = Yes,variable,
415,_avail_lacx,_lab_rev_de.sas7bdat,,Lung aspirate culture reported,,Sample,Lung aspirate collection process,,Lung aspirate culture results reported,0 = No 1 = Yes,variable,
416,_avail_pfcx,_lab_rev_de.sas7bdat,,Pleural fluid culture reported,,Sample,Pleural fluid collection process,,Pleural fluid culture results reported,0 = No 1 = Yes,variable,
417,_avail_nppcr,_lab_rev_de.sas7bdat,,Nasopharyngeal/oropharyngeal PCR reported,,Sample,Nasopharyngeal/oropharyngeal swab collection process,,NP PCR results reported,0 = No 1 = Yes,variable,
418,_hinf_notb_nppcr,_lab_rev_de.sas7bdat,,"Haemophilus influenzae-pos type B-neg, by FTD Resp-33",,Sample,,,HINF_notB NP PCR positive (HiB negative and HINF positive),0 = No 1 = Yes,value,Nasopharyngeal/oropharyngeal swabs microbiology test > Bacteria
419,hpha_nppcr,_lab_rev_de.sas7bdat,,"Haemophilus parahaemolyticus, by FTD Resp-33",,Sample,,,HPHA NP PCR positive,0 = No 1 = Yes,value,Nasopharyngeal/oropharyngeal swabs microbiology test > Bacteria
420,_avail_ispcr,_lab_rev_de.sas7bdat,,Induced sputum PCR reported,,Sample,Induced sputum collection process,,Induced sputum PCR results reported,0 = No 1 = Yes,variable,
421,_hinf_notb_ispcr,_lab_rev_de.sas7bdat,,"Haemophilus influenzae-pos type B-neg, by FTD Resp-33",,Sample,,,HINF_notB induced sputum PCR positive (HiB negative and HINF positive),0 = No 1 = Yes,value,Induced sputum microbiology test > Bacteria
422,hpha_ispcr,_lab_rev_de.sas7bdat,,"Haemophilus parahaemolyticus, by FTD Resp-33",,Sample,,,HPHA induced sputum PCR positive,0 = No 1 = Yes,value,Induced sputum microbiology test > Bacteria
423,_avail_pfpcr,_lab_rev_de.sas7bdat,,Pleural fluid PCR reported,,Sample,Pleural fluid collection process,,Pleural fluid PCR results reported,0 = No 1 = Yes,variable,
424,_hinf_notb_pfpcr,_lab_rev_de.sas7bdat,,"Haemophilus influenzae-pos type B-neg, by FTD Resp-33",,Sample,,,HINF_notB pleural fluid PCR positive (HiB negative and HINF positive),0 = No 1 = Yes,value,Pleural fluid microbiology test > Bacteria
425,hpha_pfpcr,_lab_rev_de.sas7bdat,,"Haemophilus parahaemolyticus, by FTD Resp-33",,Sample,,,HPHA pleural fluid PCR positive,0 = No 1 = Yes,value,Pleural fluid microbiology test > Bacteria
426,_avail_lapcr,_lab_rev_de.sas7bdat,,Lung aspirate PCR reported,,Sample,Lung aspirate collection process,,Lung aspirate PCR results reported,0 = No 1 = Yes,variable,
427,_hinf_notb_lapcr,_lab_rev_de.sas7bdat,,"Haemophilus influenzae-pos type B-neg, by FTD Resp-33",,Sample,,,HINF_notB lung aspirate PCR positive (HiB negative and HINF positive),0 = No 1 = Yes,value,Lung aspirate microbiology test > Bacteria
428,hpha_lapcr,_lab_rev_de.sas7bdat,,"Haemophilus parahaemolyticus, by FTD Resp-33",,Sample,,,HPHA lung aspirate PCR positive,0 = No 1 = Yes,value,Lung aspirate microbiology test > Bacteria
429,_anybac_noncolon_nppcr,_lab_rev_de.sas7bdat,,"Any noncolonizer bacteria, by FTD Resp-33",,Sample,,,Any noncolonizer bacteria NP PCR positive,0 = No 1 = Yes,value,Nasopharyngeal/oropharyngeal swabs microbiology test > Bacteria
430,_anybac_noncontam_nppcr,_lab_rev_de.sas7bdat,,"Any noncontaminant bacteria, by FTD Resp-33",,Sample,,,Any noncontaminant bacteria NP PCR positive,0 = No 1 = Yes,value,Nasopharyngeal/oropharyngeal swabs microbiology test > Bacteria
431,_anybac_all_nppcr,_lab_rev_de.sas7bdat,,"Any bacteria, by FTD Resp-33",,Sample,,,Any bacteria NP PCR positive,0 = No 1 = Yes,value,Nasopharyngeal/oropharyngeal swabs microbiology test > Bacteria
432,_anyvir_noncolon_nppcr,_lab_rev_de.sas7bdat,,"Any noncolonizer virus, by FTD Resp-33",,Sample,,,Any noncolonizer virus NP PCR positive,0 = No 1 = Yes,value,Nasopharyngeal/oropharyngeal swabs microbiology test > Virus
433,_anyvir_all_nppcr,_lab_rev_de.sas7bdat,,"Any virus, by FTD Resp-33",,Sample,,,Any virus NP PCR positive,0 = No 1 = Yes,value,Nasopharyngeal/oropharyngeal swabs microbiology test > Virus
434,_anypath_noncolon_nppcr,_lab_rev_de.sas7bdat,,"Any noncolonizer pathogen, by FTD Resp-33",,Sample,Nasopharyngeal/oropharyngeal swabs microbiology test,,Any noncolonizer pathogen NP PCR positive,0 = No 1 = Yes,value,
435,_anypath_noncontam_nppcr,_lab_rev_de.sas7bdat,,"Any noncontaminant pathogen, by FTD Resp-33",,Sample,Nasopharyngeal/oropharyngeal swabs microbiology test,,Any noncontaminant pathogen NP PCR positive,0 = No 1 = Yes,value,
436,_anypath_all_nppcr,_lab_rev_de.sas7bdat,,"Any pathogen, by FTD Resp-33",,Sample,Nasopharyngeal/oropharyngeal swabs microbiology test,,Any pathogen NP PCR positive,0 = No 1 = Yes,value,
437,_anybac_noncontam_ispcr,_lab_rev_de.sas7bdat,,"Any noncontaminant bacteria, by FTD Resp-33",,Sample,,,Any noncontaminant bacteria induced sputum PCR positive,0 = No 1 = Yes,value,Induced sputum microbiology test > Bacteria
438,_anyvir_all_ispcr,_lab_rev_de.sas7bdat,,"Any virus, by FTD Resp-33",,Sample,,,Any virus induced sputum PCR positive,0 = No 1 = Yes,value,Induced sputum microbiology test > Virus
439,_anyvir_noncolon_ispcr,_lab_rev_de.sas7bdat,,"Any noncolonizer virus, by FTD Resp-33",,Sample,,,Any noncolonizer virus NP PCR positive,0 = No 1 = Yes,value,Induced sputum microbiology test > Virus
442,_contam,_lab_rev_de.sas7bdat,,Blood culture contaminant,,Sample,Blood microbiology test,EUPATH_0020005,Contaminant in blood culture,0=Non-contaminant 1=A priori contaminant 2=Contaminant based on clinical review,variable,
443,_acin_bcx,_lab_rev_de.sas7bdat,,"Acinetobacter species, by culture",,Sample,,,Acinetobacter Species blood culture positive,0 = No 1 = Yes,value,Blood microbiology test > Bacteria
452,_calb_bcx,_lab_rev_de.sas7bdat,,"Candida albicans, by culture",,Sample,,,Candida Albicans blood culture positive,0 = No 1 = Yes,value,Blood microbiology test > Eukaryota
454,_casp_bcx,_lab_rev_de.sas7bdat,,"Candida species, by culture",,Sample,,,Candida Species blood culture positive,0 = No 1 = Yes,value,Blood microbiology test > Eukaryota
465,_eclo_bcx,_lab_rev_de.sas7bdat,,"Enterobacter cloacae, by culture",,Sample,,,Enterobacter Cloacae blood culture positive,0 = No 1 = Yes,value,Blood microbiology test > Bacteria
466,_ecol_bcx,_lab_rev_de.sas7bdat,,"Escherichia coli, by culture",,Sample,,,Escherichia Coli blood culture positive,0 = No 1 = Yes,value,Blood microbiology test > Bacteria
468,_enfa_bcx,_lab_rev_de.sas7bdat,,"Enterococcus faecium, by culture",,Sample,,,Enterococcus Faecium blood culture positive,0 = No 1 = Yes,value,Blood microbiology test > Bacteria
473,_hinf_bcx,_lab_rev_de.sas7bdat,,"Haemophilus influenzae, by culture",,Sample,,,Haemophilus Influenzae blood culture positive,0 = No 1 = Yes,value,Blood microbiology test > Bacteria
475,_kpne_bcx,_lab_rev_de.sas7bdat,,"Klebsiella pneumoniae, by culture",,Sample,,,Klebsiella Pneumoniae blood culture positive,0 = No 1 = Yes,value,Blood microbiology test > Bacteria
478,_mcat_bcx,_lab_rev_de.sas7bdat,,"Moraxella catarrhalis (Branhamella catarrhalis), by culture",,Sample,,,Morexella (Branhamella) Catarrhalis blood culture positive,0 = No 1 = Yes,value,Blood microbiology test > Bacteria
482,_nmen_bcx,_lab_rev_de.sas7bdat,,"Neisseria meningitidis, by culture",,Sample,,,Neisseria Meningitidis blood culture positive,0 = No 1 = Yes,value,Blood microbiology test > Bacteria
484,_paer_bcx,_lab_rev_de.sas7bdat,,"Pseudomonas aeruginosa, by culture",,Sample,,,Pseudomonas Aeruginosa blood culture positive,0 = No 1 = Yes,value,Blood microbiology test > Bacteria
487,_pneu_bcx,_lab_rev_de.sas7bdat,,"Streptococcus pneumoniae, by culture",,Sample,,,Streptococcus Pneumoniae blood culture positive,0 = No 1 = Yes,value,Blood microbiology test > Bacteria
491,_sasp_bcx,_lab_rev_de.sas7bdat,,"Salmonella species, by culture",,Sample,,,Salmonella Species blood culture positive,0 = No 1 = Yes,value,Blood microbiology test > Bacteria
492,_saur_bcx,_lab_rev_de.sas7bdat,,"Staphylococcus aureus, by culture",,Sample,,,Staphylococcus Aureus blood culture positive,0 = No 1 = Yes,value,Blood microbiology test > Bacteria
505,_spaa_bcx,_lab_rev_de.sas7bdat,,"Salmonella Paratyphi A, by culture",,Sample,,,Salmonella Paratyphi A blood culture positive,0 = No 1 = Yes,value,Blood microbiology test > Bacteria
516,_stra_bcx,_lab_rev_de.sas7bdat,,"Streptococcus group A (Streptococcus pyogenes), by culture",,Sample,,,Streptococcus Group A (Pyogenes) blood culture positive,0 = No 1 = Yes,value,Blood microbiology test > Bacteria
518,_styp_bcx,_lab_rev_de.sas7bdat,,"Salmonella typhi, by culture",,Sample,,,Salmonella Typhi blood culture positive,0 = No 1 = Yes,value,Blood microbiology test > Bacteria
522,_abau_iscx,_lab_rev_de.sas7bdat,,"Acinetobacter baumannii, by culture",,Sample,,,Acinetobacter Baumannii induced sputum culture positive,0 = No 1 = Yes,value,Induced sputum microbiology test > Bacteria
523,_abau_iscxq,_lab_rev_de.sas7bdat,,"Acinetobacter baumannii, by culture result",,Sample,,,Acinetobacter Baumannii induced sputum culture quantity,0 = Negative; 1 = 1+; 2 = 2+; 3 = 3+; 4 = Scanty,variable,Induced sputum microbiology test > Raw test result > Raw bacteria data
524,_acal_iscx,_lab_rev_de.sas7bdat,,"Acinetobacter calcoaceticus, by culture",,Sample,,,Acinetobacter Calcoaceticus induced sputum culture positive,0 = No 1 = Yes,value,Induced sputum microbiology test > Bacteria
525,_acal_iscxq,_lab_rev_de.sas7bdat,,"Acinetobacter calcoaceticus, by culture result",,Sample,,,Acinetobacter Calcoaceticus induced sputum culture quantity,0 = Negative; 1 = 1+; 2 = 2+; 3 = 3+; 4 = Scanty,variable,Induced sputum microbiology test > Raw test result > Raw bacteria data
526,_acin_iscx,_lab_rev_de.sas7bdat,,"Acinetobacter species, by culture",,Sample,,,Acinetobacter Species induced sputum culture positive,0 = No 1 = Yes,value,Induced sputum microbiology test > Bacteria
527,_acin_iscxq,_lab_rev_de.sas7bdat,,"Acinetobacter species, by culture result",,Sample,,,Acinetobacter Species induced sputum culture quantity,0 = Negative; 1 = 1+; 2 = 2+; 3 = 3+; 4 = Scanty,variable,Induced sputum microbiology test > Raw test result > Raw bacteria data
528,_aehy_iscx,_lab_rev_de.sas7bdat,,"Aeromonas hydrophila, by culture",,Sample,,,Aeromonas Hydrophila induced sputum culture positive,0 = No 1 = Yes,value,Induced sputum microbiology test > Bacteria
529,_aehy_iscxq,_lab_rev_de.sas7bdat,,"Aeromonas hydrophila, by culture result",,Sample,,,Aeromonas Hydrophila induced sputum culture quantity,0 = Negative; 1 = 1+; 2 = 2+; 3 = 3+; 4 = Scanty,variable,Induced sputum microbiology test > Raw test result > Raw bacteria data
530,_agga_iscx,_lab_rev_de.sas7bdat,,"Agregattibacter aphrophilus (Haemophilus aphrophilus), by culture",,Sample,,,Agregattibacter (Haemophilus) Aphrophilus induced sputum culture positive,0 = No 1 = Yes,value,Induced sputum microbiology test > Bacteria
531,_agga_iscxq,_lab_rev_de.sas7bdat,,"Agregattibacter aphrophilus (Haemophilus aphrophilus), by culture result",,Sample,,,Agregattibacter (Haemophilus) Aphrophilus induced sputum culture quantity,0 = Negative; 1 = 1+; 2 = 2+; 3 = 3+; 4 = Scanty,variable,Induced sputum microbiology test > Raw test result > Raw bacteria data
532,_ahst_iscx,_lab_rev_de.sas7bdat,,"Alpha-hemolytic Streptococcus (viridans), by culture",,Sample,,,"Streptococcus, Alpha-Haemolytic (Viridans) induced sputum culture positive",0 = No 1 = Yes,value,Induced sputum microbiology test > Bacteria
533,_ahst_iscxq,_lab_rev_de.sas7bdat,,"Alpha-hemolytic Streptococcus (viridans), by culture result",,Sample,,,"Streptococcus, Alpha-Haemolytic (Viridans) induced sputum culture quantity",0 = Negative; 1 = 1+; 2 = 2+; 3 = 3+; 4 = Scanty,variable,Induced sputum microbiology test > Raw test result > Raw bacteria data
534,_alwo_iscx,_lab_rev_de.sas7bdat,,"Acinetobacter lwoffii, by culture",,Sample,,,Acinetobacter Lwoffii induced sputum culture positive,0 = No 1 = Yes,value,Induced sputum microbiology test > Bacteria
535,_bcpe_iscx,_lab_rev_de.sas7bdat,,"Burkholderia cepacia, by culture",,Sample,,,Burkholderia Cepacia induced sputum culture positive,0 = No 1 = Yes,value,Induced sputum microbiology test > Bacteria
536,_bcpe_iscxq,_lab_rev_de.sas7bdat,,"Burkholderia cepacia, by culture result",,Sample,,,Burkholderia Cepacia induced sputum culture quantity,0 = Negative; 1 = 1+; 2 = 2+; 3 = 3+; 4 = Scanty,variable,Induced sputum microbiology test > Raw test result > Raw bacteria data
537,_bhst_iscx,_lab_rev_de.sas7bdat,,"Beta-hemolytic Streptococcus, by culture",,Sample,,,Streptococcus Beta-Haemolytic induced sputum culture positive,0 = No 1 = Yes,value,Induced sputum microbiology test > Bacteria
538,_bhst_iscxq,_lab_rev_de.sas7bdat,,"Beta-hemolytic Streptococcus, by culture result",,Sample,,,Streptococcus Beta-Haemolytic induced sputum culture quantity,0 = Negative; 1 = 1+; 2 = 2+; 3 = 3+; 4 = Scanty,variable,Induced sputum microbiology test > Raw test result > Raw bacteria data
539,_calb_iscx,_lab_rev_de.sas7bdat,,"Candida albicans, by culture",,Sample,,,Candida Albicans induced sputum culture positive,0 = No 1 = Yes,value,Induced sputum microbiology test > Eukaryota
540,_calb_iscxq,_lab_rev_de.sas7bdat,,"Candida albicans, by culture result",,Sample,,,Candida Albicans induced sputum culture quantity,0 = Negative; 1 = 1+; 2 = 2+; 3 = 3+; 4 = Scanty,variable,Induced sputum microbiology test > Raw test result > Raw eukaryota data
541,_casp_iscx,_lab_rev_de.sas7bdat,,"Candida species, by culture",,Sample,,,Candida Species induced sputum culture positive,0 = No 1 = Yes,value,Induced sputum microbiology test > Eukaryota
542,_casp_iscxq,_lab_rev_de.sas7bdat,,"Candida species, by culture result",,Sample,,,Candida Species induced sputum culture quantity,0 = Negative; 1 = 1+; 2 = 2+; 3 = 3+; 4 = Scanty,variable,Induced sputum microbiology test > Raw test result > Raw eukaryota data
543,_cbra_iscx,_lab_rev_de.sas7bdat,,"Citrobacter braakii, by culture",,Sample,,,Citrobacter Braakii induced sputum culture positive,0 = No 1 = Yes,value,Induced sputum microbiology test > Bacteria
544,_cbra_iscxq,_lab_rev_de.sas7bdat,,"Citrobacter braakii, by culture result",,Sample,,,Citrobacter Braakii induced sputum culture quantity,0 = Negative; 1 = 1+; 2 = 2+; 3 = 3+; 4 = Scanty,variable,Induced sputum microbiology test > Raw test result > Raw bacteria data
545,_citr_iscx,_lab_rev_de.sas7bdat,,"Citrobacter freundii, by culture",,Sample,,,Citrobacter Freundii induced sputum culture positive,0 = No 1 = Yes,value,Induced sputum microbiology test > Bacteria
546,_citr_iscxq,_lab_rev_de.sas7bdat,,"Citrobacter freundii, by culture result",,Sample,,,Citrobacter Freundii induced sputum culture quantity,0 = Negative; 1 = 1+; 2 = 2+; 3 = 3+; 4 = Scanty,variable,Induced sputum microbiology test > Raw test result > Raw bacteria data
547,_ckru_iscx,_lab_rev_de.sas7bdat,,"Candida krusei, by culture",,Sample,,,Candida Krusei induced sputum culture positive,0 = No 1 = Yes,value,Induced sputum microbiology test > Eukaryota
548,_ckru_iscxq,_lab_rev_de.sas7bdat,,"Candida krusei, by culture result",,Sample,,,Candida Krusei induced sputum culture quantity,0 = Negative; 1 = 1+; 2 = 2+; 3 = 3+; 4 = Scanty,variable,Induced sputum microbiology test > Raw test result > Raw eukaryota data
549,_coli_iscx,_lab_rev_de.sas7bdat,,"Coliform bacilli, by culture",,Sample,,,Coliform Bacilli induced sputum culture positive,0 = No 1 = Yes,value,Induced sputum microbiology test > Bacteria
550,_coli_iscxq,_lab_rev_de.sas7bdat,,"Coliform bacilli, by culture result",,Sample,,,Coliform Bacilli induced sputum culture quantity,0 = Negative; 1 = 1+; 2 = 2+; 3 = 3+; 4 = Scanty,variable,Induced sputum microbiology test > Raw test result > Raw bacteria data
551,_cory_iscx,_lab_rev_de.sas7bdat,,"Corynebacterium species, by culture",,Sample,,,Corynebacterium Species induced sputum culture positive,0 = No 1 = Yes,value,Induced sputum microbiology test > Bacteria
552,_cory_iscxq,_lab_rev_de.sas7bdat,,"Corynebacterium species, by culture result",,Sample,,,Corynebacterium Species induced sputum culture quantity,0 = Negative; 1 = 1+; 2 = 2+; 3 = 3+; 4 = Scanty,variable,Induced sputum microbiology test > Raw test result > Raw bacteria data
553,_diph_iscx,_lab_rev_de.sas7bdat,,"Commensal diphtheroid bacilli, by culture",,Sample,,,"Diphtheroid, Commensal induced sputum culture positive",0 = No 1 = Yes,value,Induced sputum microbiology test > Bacteria
554,_diph_iscxq,_lab_rev_de.sas7bdat,,"Commensal diphtheroid bacilli, by culture result",,Sample,,,"Diphtheroid, Commensal induced sputum culture quantity",0 = Negative; 1 = 1+; 2 = 2+; 3 = 3+; 4 = Scanty,variable,Induced sputum microbiology test > Raw test result > Raw bacteria data
555,_eaer_iscx,_lab_rev_de.sas7bdat,,"Klebsiella aerogenes (Enterobacter aerogenes), by culture",,Sample,,,Enterobacter Aerogenes induced sputum culture positive,0 = No 1 = Yes,value,Induced sputum microbiology test > Bacteria
556,_eaer_iscxq,_lab_rev_de.sas7bdat,,"Klebsiella aerogenes (Enterobacter aerogenes), by culture result",,Sample,,,Enterobacter Aerogenes induced sputum culture quantity,0 = Negative; 1 = 1+; 2 = 2+; 3 = 3+; 4 = Scanty,variable,Induced sputum microbiology test > Raw test result > Raw bacteria data
557,_easb_iscx,_lab_rev_de.sas7bdat,,"Enterobacter asburiae, by culture",,Sample,,,Enterobacter Asburiae induced sputum culture positive,0 = No 1 = Yes,value,Induced sputum microbiology test > Bacteria
558,_easb_iscxq,_lab_rev_de.sas7bdat,,"Enterobacter asburiae, by culture result",,Sample,,,Enterobacter Asburiae induced sputum culture quantity,0 = Negative; 1 = 1+; 2 = 2+; 3 = 3+; 4 = Scanty,variable,Induced sputum microbiology test > Raw test result > Raw bacteria data
