IRI,dataSet,label,parent,definition,codebookDescription,codebookValues
http://purl.obolibrary.org/obo/EUPATH_0032353,PERCH Case Control,"Pseudomonas aeruginosa, by bacteriology",http://purl.obolibrary.org/obo/EUPATH_0032166,,Pseudomonas aeruginosa induced sputum culture gram strain confirmed,0 = No 1 = Yes
http://purl.obolibrary.org/obo/EUPATH_0032354,PERCH Case Control,"Pseudomonas aeruginosa, by culture",http://purl.obolibrary.org/obo/EUPATH_0032166,,Pseudomonas Aeruginosa induced sputum culture positive,0 = No 1 = Yes
http://purl.obolibrary.org/obo/EUPATH_0032355,PERCH Case Control,"Pseudomonas fluorescens, by bacteriology",http://purl.obolibrary.org/obo/EUPATH_0032166,,Pseudomonas fluorescens induced sputum culture gram strain confirmed,0 = No 1 = Yes
http://purl.obolibrary.org/obo/EUPATH_0032356,PERCH Case Control,"Pseudomonas fluorescens, by culture",http://purl.obolibrary.org/obo/EUPATH_0032166,,Pseudomonas Fluorescens induced sputum culture positive,0 = No 1 = Yes
http://purl.obolibrary.org/obo/EUPATH_0032357,PERCH Case Control,"Pseudomonas, by bacteriology",http://purl.obolibrary.org/obo/EUPATH_0032166,,Pseudomonas species induced sputum culture gram strain confirmed,0 = No 1 = Yes
http://purl.obolibrary.org/obo/EUPATH_0032358,PERCH Case Control,"Pseudomonas, by culture",http://purl.obolibrary.org/obo/EUPATH_0032166,,Pseudomonas Species induced sputum culture positive,0 = No 1 = Yes
http://purl.obolibrary.org/obo/EUPATH_0032359,PERCH Case Control,"Pseudomonas stutzeri, by bacteriology",http://purl.obolibrary.org/obo/EUPATH_0032166,,Pseudomonas stutzeri induced sputum culture gram strain confirmed,0 = No 1 = Yes
http://purl.obolibrary.org/obo/EUPATH_0032360,PERCH Case Control,"Pseudomonas stutzeri, by culture",http://purl.obolibrary.org/obo/EUPATH_0032166,,Pseudomonas Stutzeri induced sputum culture positive,0 = No 1 = Yes
http://purl.obolibrary.org/obo/EUPATH_0032361,PERCH Case Control,"Salmonella, by bacteriology",http://purl.obolibrary.org/obo/EUPATH_0032170,,Salmonella species induced sputum culture gram strain confirmed,0 = No 1 = Yes
http://purl.obolibrary.org/obo/EUPATH_0032362,PERCH Case Control,"Salmonella, by culture",http://purl.obolibrary.org/obo/EUPATH_0032170,,Salmonella Species induced sputum culture positive,0 = No 1 = Yes
http://purl.obolibrary.org/obo/EUPATH_0032364,PERCH Case Control,"Salmonella typhi, by bacteriology",http://purl.obolibrary.org/obo/EUPATH_0032170,,Salmonella typhi induced sputum culture gram strain confirmed,0 = No 1 = Yes
http://purl.obolibrary.org/obo/EUPATH_0032365,PERCH Case Control,"Salmonella typhi, by culture",http://purl.obolibrary.org/obo/EUPATH_0032170,,Salmonella Typhi induced sputum culture positive,0 = No 1 = Yes
http://purl.obolibrary.org/obo/EUPATH_0032366,PERCH Case Control,"Serratia marcescens, by bacteriology",http://purl.obolibrary.org/obo/EUPATH_0032172,,Serratia marcescens induced sputum culture gram strain confirmed,0 = No 1 = Yes
http://purl.obolibrary.org/obo/EUPATH_0032367,PERCH Case Control,"Serratia marcescens, by culture",http://purl.obolibrary.org/obo/EUPATH_0032172,,Serratia Marcescens induced sputum culture positive,0 = No 1 = Yes
http://purl.obolibrary.org/obo/EUPATH_0032368,PERCH Case Control,"Serratia, by bacteriology",http://purl.obolibrary.org/obo/EUPATH_0032172,,SESP ISCx gram stain confirmed,0 = No 1 = Yes
http://purl.obolibrary.org/obo/EUPATH_0032369,PERCH Case Control,"Serratia, by culture",http://purl.obolibrary.org/obo/EUPATH_0032172,,Serratia Species induced sputum culture positive,0 = No 1 = Yes
http://purl.obolibrary.org/obo/EUPATH_0032370,PERCH Case Control,"Staphylococcus aureus, by bacteriology",http://purl.obolibrary.org/obo/EUPATH_0032174,,Staphylococcus aureus induced sputum culture gram strain confirmed,0 = No 1 = Yes
http://purl.obolibrary.org/obo/EUPATH_0032371,PERCH Case Control,"Staphylococcus aureus, by culture",http://purl.obolibrary.org/obo/EUPATH_0032174,,Staphylococcus Aureus induced sputum culture positive,0 = No 1 = Yes
http://purl.obolibrary.org/obo/EUPATH_0032373,PERCH Case Control,"Staphylococcus epidermidis, by bacteriology",http://purl.obolibrary.org/obo/EUPATH_0032174,,Staphylococcus epidermidis induced sputum culture gram strain confirmed,0 = No 1 = Yes
http://purl.obolibrary.org/obo/EUPATH_0032374,PERCH Case Control,"Staphylococcus epidermidis, by culture",http://purl.obolibrary.org/obo/EUPATH_0032174,,Staphylococcus Epidermidis induced sputum culture positive,0 = No 1 = Yes
http://purl.obolibrary.org/obo/EUPATH_0032375,PERCH Case Control,"Stenotrophomonas maltophilia, by bacteriology",http://purl.obolibrary.org/obo/EUPATH_0032176,,Stenotrophomonas maltophilia induced sputum culture gram strain confirmed,0 = No 1 = Yes
http://purl.obolibrary.org/obo/EUPATH_0032376,PERCH Case Control,"Stenotrophomonas maltophilia, by culture",http://purl.obolibrary.org/obo/EUPATH_0032176,,Stenotrophomonas Maltophilia induced sputum culture positive,0 = No 1 = Yes
http://purl.obolibrary.org/obo/EUPATH_0032377,PERCH Case Control,"Streptococcus anginosus group (Streptococcus milleri group), by bacteriology",http://purl.obolibrary.org/obo/EUPATH_0032177,,Streptococcus anginosus (milleri) group induced sputum culture gram strain confirmed,0 = No 1 = Yes
http://purl.obolibrary.org/obo/EUPATH_0032378,PERCH Case Control,"Streptococcus anginosus group (Streptococcus milleri group), by culture",http://purl.obolibrary.org/obo/EUPATH_0032177,,Streptococcus Anginosus (Milleri) Group induced sputum culture positive,0 = No 1 = Yes
http://purl.obolibrary.org/obo/EUPATH_0032379,PERCH Case Control,"Streptococcus group A (Streptococcus pyogenes), by bacteriology",http://purl.obolibrary.org/obo/EUPATH_0032177,,Streptococcus group A (pyogenes) induced sputum culture gram strain confirmed,0 = No 1 = Yes
http://purl.obolibrary.org/obo/EUPATH_0032380,PERCH Case Control,"Streptococcus group A (Streptococcus pyogenes), by culture",http://purl.obolibrary.org/obo/EUPATH_0032177,,Streptococcus Group A (Pyogenes) induced sputum culture positive,0 = No 1 = Yes
http://purl.obolibrary.org/obo/EUPATH_0032381,PERCH Case Control,"Streptococcus group C, by bacteriology",http://purl.obolibrary.org/obo/EUPATH_0032177,,Streptococcus group C induced sputum culture gram strain confirmed,0 = No 1 = Yes
http://purl.obolibrary.org/obo/EUPATH_0032382,PERCH Case Control,"Streptococcus group C, by culture",http://purl.obolibrary.org/obo/EUPATH_0032177,,Streptococcus Group C induced sputum culture positive,0 = No 1 = Yes
http://purl.obolibrary.org/obo/EUPATH_0032383,PERCH Case Control,"Streptococcus group G, by bacteriology",http://purl.obolibrary.org/obo/EUPATH_0032177,,STRG ISCx gram stain confirmed,0 = No 1 = Yes
http://purl.obolibrary.org/obo/EUPATH_0032384,PERCH Case Control,"Streptococcus group G, by culture",http://purl.obolibrary.org/obo/EUPATH_0032177,,Streptococcus Group G induced sputum culture positive,0 = No 1 = Yes
http://purl.obolibrary.org/obo/EUPATH_0032473,PERCH Case Control,"Streptococcus pneumoniae, by bacteriology",http://purl.obolibrary.org/obo/EUPATH_0032177,,Streptococcus pneumoniae induced sputum culture gram strain confirmed,0 = No 1 = Yes
http://purl.obolibrary.org/obo/EUPATH_0032474,PERCH Case Control,"Streptococcus pneumoniae, by culture",http://purl.obolibrary.org/obo/EUPATH_0032177,,Streptococcus Pneumoniae induced sputum culture positive,0 = No 1 = Yes
http://purl.obolibrary.org/obo/EUPATH_0032476,PERCH Case Control,"Streptococcus, by bacteriology",http://purl.obolibrary.org/obo/EUPATH_0032177,,Streptococcus species induced sputum culture gram strain confirmed,0 = No 1 = Yes
http://purl.obolibrary.org/obo/EUPATH_0032477,PERCH Case Control,"Streptococcus, by culture",http://purl.obolibrary.org/obo/EUPATH_0032177,,Streptococcus Species induced sputum culture positive,0 = No 1 = Yes
http://purl.obolibrary.org/obo/EUPATH_0032478,PERCH Case Control,"Candida albicans, by bacteriology",http://purl.obolibrary.org/obo/EUPATH_0032181,,Candida albicans induced sputum culture gram strain confirmed,0 = No 1 = Yes
http://purl.obolibrary.org/obo/EUPATH_0032479,PERCH Case Control,"Candida albicans, by culture",http://purl.obolibrary.org/obo/EUPATH_0032181,,Candida Albicans induced sputum culture positive,0 = No 1 = Yes
http://purl.obolibrary.org/obo/EUPATH_0032480,PERCH Case Control,"Candida krusei, by bacteriology",http://purl.obolibrary.org/obo/EUPATH_0032181,,Candida krusei induced sputum culture gram strain confirmed,0 = No 1 = Yes
http://purl.obolibrary.org/obo/EUPATH_0032481,PERCH Case Control,"Candida krusei, by culture",http://purl.obolibrary.org/obo/EUPATH_0032181,,Candida Krusei induced sputum culture positive,0 = No 1 = Yes
http://purl.obolibrary.org/obo/EUPATH_0032482,PERCH Case Control,"Candida, by bacteriology",http://purl.obolibrary.org/obo/EUPATH_0032181,,Candida species induced sputum culture gram strain confirmed,0 = No 1 = Yes
http://purl.obolibrary.org/obo/EUPATH_0032483,PERCH Case Control,"Candida, by culture",http://purl.obolibrary.org/obo/EUPATH_0032181,,Candida Species induced sputum culture positive,0 = No 1 = Yes
http://purl.obolibrary.org/obo/EUPATH_0032485,PERCH Case Control,"Acinetobacter baumannii, by culture result",http://purl.obolibrary.org/obo/EUPATH_0032006,Relative number of microorganisms per representative high-powered field.,Acinetobacter Baumannii induced sputum culture quantity,0 = Negative; 1 = 1+; 2 = 2+; 3 = 3+; 4 = Scanty
http://purl.obolibrary.org/obo/EUPATH_0032486,PERCH Case Control,"Acinetobacter calcoaceticus, by culture result",http://purl.obolibrary.org/obo/EUPATH_0032006,Relative number of microorganisms per representative high-powered field.,Acinetobacter Calcoaceticus induced sputum culture quantity,0 = Negative; 1 = 1+; 2 = 2+; 3 = 3+; 4 = Scanty
http://purl.obolibrary.org/obo/EUPATH_0032487,PERCH Case Control,"Acinetobacter, by culture result",http://purl.obolibrary.org/obo/EUPATH_0032006,Relative number of microorganisms per representative high-powered field.,Acinetobacter Species induced sputum culture quantity,0 = Negative; 1 = 1+; 2 = 2+; 3 = 3+; 4 = Scanty
http://purl.obolibrary.org/obo/EUPATH_0032488,PERCH Case Control,"Aeromonas hydrophila, by culture result",http://purl.obolibrary.org/obo/EUPATH_0032006,Relative number of microorganisms per representative high-powered field.,Aeromonas Hydrophila induced sputum culture quantity,0 = Negative; 1 = 1+; 2 = 2+; 3 = 3+; 4 = Scanty
http://purl.obolibrary.org/obo/EUPATH_0032489,PERCH Case Control,"Agregattibacter aphrophilus (Haemophilus aphrophilus), by culture result",http://purl.obolibrary.org/obo/EUPATH_0032006,Relative number of microorganisms per representative high-powered field.,Agregattibacter (Haemophilus) Aphrophilus induced sputum culture quantity,0 = Negative; 1 = 1+; 2 = 2+; 3 = 3+; 4 = Scanty
http://purl.obolibrary.org/obo/EUPATH_0032490,PERCH Case Control,"Alpha-hemolytic Streptococcus (viridans), by culture result",http://purl.obolibrary.org/obo/EUPATH_0032006,Relative number of microorganisms per representative high-powered field.,"Streptococcus, Alpha-Haemolytic (Viridans) induced sputum culture quantity",0 = Negative; 1 = 1+; 2 = 2+; 3 = 3+; 4 = Scanty
http://purl.obolibrary.org/obo/EUPATH_0032491,PERCH Case Control,"Beta-hemolytic Streptococcus, by culture result",http://purl.obolibrary.org/obo/EUPATH_0032006,Relative number of microorganisms per representative high-powered field.,Streptococcus Beta-Haemolytic induced sputum culture quantity,0 = Negative; 1 = 1+; 2 = 2+; 3 = 3+; 4 = Scanty
http://purl.obolibrary.org/obo/EUPATH_0032494,PERCH Case Control,"Burkholderia cepacia, by culture result",http://purl.obolibrary.org/obo/EUPATH_0032006,Relative number of microorganisms per representative high-powered field.,Burkholderia Cepacia induced sputum culture quantity,0 = Negative; 1 = 1+; 2 = 2+; 3 = 3+; 4 = Scanty
http://purl.obolibrary.org/obo/EUPATH_0032497,PERCH Case Control,"Citrobacter braakii, by culture result",http://purl.obolibrary.org/obo/EUPATH_0032006,Relative number of microorganisms per representative high-powered field.,Citrobacter Braakii induced sputum culture quantity,0 = Negative; 1 = 1+; 2 = 2+; 3 = 3+; 4 = Scanty
http://purl.obolibrary.org/obo/EUPATH_0032498,PERCH Case Control,"Citrobacter freundii, by culture result",http://purl.obolibrary.org/obo/EUPATH_0032006,Relative number of microorganisms per representative high-powered field.,Citrobacter Freundii induced sputum culture quantity,0 = Negative; 1 = 1+; 2 = 2+; 3 = 3+; 4 = Scanty
http://purl.obolibrary.org/obo/EUPATH_0032499,PERCH Case Control,"Coagulase-negative Staphylococcus, by culture result",http://purl.obolibrary.org/obo/EUPATH_0032006,Relative number of microorganisms per representative high-powered field.,Staphylococcus Coagulase Negative induced sputum culture quantity,0 = Negative; 1 = 1+; 2 = 2+; 3 = 3+; 4 = Scanty
http://purl.obolibrary.org/obo/EUPATH_0032500,PERCH Case Control,"Coliform bacilli, by culture result",http://purl.obolibrary.org/obo/EUPATH_0032006,Relative number of microorganisms per representative high-powered field.,Coliform Bacilli induced sputum culture quantity,0 = Negative; 1 = 1+; 2 = 2+; 3 = 3+; 4 = Scanty
http://purl.obolibrary.org/obo/EUPATH_0032501,PERCH Case Control,"Commensal diphtheroid bacilli, by culture result",http://purl.obolibrary.org/obo/EUPATH_0032006,Relative number of microorganisms per representative high-powered field.,"Diphtheroid, Commensal induced sputum culture quantity",0 = Negative; 1 = 1+; 2 = 2+; 3 = 3+; 4 = Scanty
http://purl.obolibrary.org/obo/EUPATH_0032502,PERCH Case Control,"Corynebacterium, by culture result",http://purl.obolibrary.org/obo/EUPATH_0032006,Relative number of microorganisms per representative high-powered field.,Corynebacterium Species induced sputum culture quantity,0 = Negative; 1 = 1+; 2 = 2+; 3 = 3+; 4 = Scanty
http://purl.obolibrary.org/obo/EUPATH_0032503,PERCH Case Control,"Cronobacter sakazakii (Enterobacter sakazakii), by culture result",http://purl.obolibrary.org/obo/EUPATH_0032006,Relative number of microorganisms per representative high-powered field.,Enterobacter Sakazakii induced sputum culture quantity,0 = Negative; 1 = 1+; 2 = 2+; 3 = 3+; 4 = Scanty
http://purl.obolibrary.org/obo/EUPATH_0032504,PERCH Case Control,"Enterobacter asburiae, by culture result",http://purl.obolibrary.org/obo/EUPATH_0032006,Relative number of microorganisms per representative high-powered field.,Enterobacter Asburiae induced sputum culture quantity,0 = Negative; 1 = 1+; 2 = 2+; 3 = 3+; 4 = Scanty
http://purl.obolibrary.org/obo/EUPATH_0032505,PERCH Case Control,"Enterobacter cloacae, by culture result",http://purl.obolibrary.org/obo/EUPATH_0032006,Relative number of microorganisms per representative high-powered field.,Enterobacter Cloacae induced sputum culture quantity,0 = Negative; 1 = 1+; 2 = 2+; 3 = 3+; 4 = Scanty
http://purl.obolibrary.org/obo/EUPATH_0032506,PERCH Case Control,"Enterobacter, by culture result",http://purl.obolibrary.org/obo/EUPATH_0032006,Relative number of microorganisms per representative high-powered field.,Enterobacter Species induced sputum culture quantity,0 = Negative; 1 = 1+; 2 = 2+; 3 = 3+; 4 = Scanty
http://purl.obolibrary.org/obo/EUPATH_0032507,PERCH Case Control,"Enterococcus, by culture result",http://purl.obolibrary.org/obo/EUPATH_0032006,Relative number of microorganisms per representative high-powered field.,Enterococcus Species induced sputum culture quantity,0 = Negative; 1 = 1+; 2 = 2+; 3 = 3+; 4 = Scanty
http://purl.obolibrary.org/obo/EUPATH_0032508,PERCH Case Control,"Escherichia coli, by culture result",http://purl.obolibrary.org/obo/EUPATH_0032006,Relative number of microorganisms per representative high-powered field.,Escherichia Coli induced sputum culture quantity,0 = Negative; 1 = 1+; 2 = 2+; 3 = 3+; 4 = Scanty
http://purl.obolibrary.org/obo/EUPATH_0032518,PERCH Case Control,"Haemophilus haemolyticus, by culture result",http://purl.obolibrary.org/obo/EUPATH_0032006,Relative number of microorganisms per representative high-powered field.,Haemophilus Haemolyticus induced sputum culture quantity,0 = Negative; 1 = 1+; 2 = 2+; 3 = 3+; 4 = Scanty
http://purl.obolibrary.org/obo/EUPATH_0032523,PERCH Case Control,"Haemophilus influenzae type B, by culture result",http://purl.obolibrary.org/obo/EUPATH_0032006,Relative number of microorganisms per representative high-powered field.,Haemophilus Influenzae Type B induced sputum culture quantity,0 = Negative; 1 = 1+; 2 = 2+; 3 = 3+; 4 = Scanty
http://purl.obolibrary.org/obo/EUPATH_0032524,PERCH Case Control,"Haemophilus influenzae, by culture result",http://purl.obolibrary.org/obo/EUPATH_0032006,Relative number of microorganisms per representative high-powered field.,Haemophilus Influenzae induced sputum culture quantity,0 = Negative; 1 = 1+; 2 = 2+; 3 = 3+; 4 = Scanty
http://purl.obolibrary.org/obo/EUPATH_0032525,PERCH Case Control,"Haemophilus parahaemolyticus, by culture result",http://purl.obolibrary.org/obo/EUPATH_0032006,Relative number of microorganisms per representative high-powered field.,Haemophilus Parahaemolyticus induced sputum culture quantity,0 = Negative; 1 = 1+; 2 = 2+; 3 = 3+; 4 = Scanty
http://purl.obolibrary.org/obo/EUPATH_0032526,PERCH Case Control,"Haemophilus parainfluenzae, by culture result",http://purl.obolibrary.org/obo/EUPATH_0032006,Relative number of microorganisms per representative high-powered field.,Haemophilus Parainfluenzae induced sputum culture quantity,0 = Negative; 1 = 1+; 2 = 2+; 3 = 3+; 4 = Scanty
http://purl.obolibrary.org/obo/EUPATH_0032527,PERCH Case Control,"Haemophilus, by culture result",http://purl.obolibrary.org/obo/EUPATH_0032006,Relative number of microorganisms per representative high-powered field.,Haemophilus Species induced sputum culture quantity,0 = Negative; 1 = 1+; 2 = 2+; 3 = 3+; 4 = Scanty
http://purl.obolibrary.org/obo/EUPATH_0032528,PERCH Case Control,"Kingella, by culture result",http://purl.obolibrary.org/obo/EUPATH_0032006,Relative number of microorganisms per representative high-powered field.,Kingella Species induced sputum culture quantity,0 = Negative; 1 = 1+; 2 = 2+; 3 = 3+; 4 = Scanty
http://purl.obolibrary.org/obo/EUPATH_0032529,PERCH Case Control,"Klebsiella aerogenes (Enterobacter aerogenes), by culture result",http://purl.obolibrary.org/obo/EUPATH_0032006,Relative number of microorganisms per representative high-powered field.,Enterobacter Aerogenes induced sputum culture quantity,0 = Negative; 1 = 1+; 2 = 2+; 3 = 3+; 4 = Scanty
http://purl.obolibrary.org/obo/EUPATH_0032530,PERCH Case Control,"Klebsiella oxytoca, by culture result",http://purl.obolibrary.org/obo/EUPATH_0032006,Relative number of microorganisms per representative high-powered field.,Klebsiella Oxytoca induced sputum culture quantity,0 = Negative; 1 = 1+; 2 = 2+; 3 = 3+; 4 = Scanty
http://purl.obolibrary.org/obo/EUPATH_0032531,PERCH Case Control,"Klebsiella pneumoniae, by culture result",http://purl.obolibrary.org/obo/EUPATH_0032006,Relative number of microorganisms per representative high-powered field.,Klebsiella Pneumoniae induced sputum culture quantity,0 = Negative; 1 = 1+; 2 = 2+; 3 = 3+; 4 = Scanty
http://purl.obolibrary.org/obo/EUPATH_0032532,PERCH Case Control,"Klebsiella, by culture result",http://purl.obolibrary.org/obo/EUPATH_0032006,Relative number of microorganisms per representative high-powered field.,Klebsiella Species induced sputum culture quantity,0 = Negative; 1 = 1+; 2 = 2+; 3 = 3+; 4 = Scanty
http://purl.obolibrary.org/obo/EUPATH_0032535,PERCH Case Control,"Mixed gram-negative rods, by culture result",http://purl.obolibrary.org/obo/EUPATH_0032006,Relative number of microorganisms per representative high-powered field.,Mixed Gram Negative Rods induced sputum culture quantity,0 = Negative; 1 = 1+; 2 = 2+; 3 = 3+; 4 = Scanty
http://purl.obolibrary.org/obo/EUPATH_0032538,PERCH Case Control,"Moraxella catarrhalis (Branhamella catarrhalis), by culture result",http://purl.obolibrary.org/obo/EUPATH_0032006,Relative number of microorganisms per representative high-powered field.,Morexella (Branhamella) Catarrhalis induced sputum culture quantity,0 = Negative; 1 = 1+; 2 = 2+; 3 = 3+; 4 = Scanty
http://purl.obolibrary.org/obo/EUPATH_0032539,PERCH Case Control,"Moraxella nonliquefaciens, by culture result",http://purl.obolibrary.org/obo/EUPATH_0032006,Relative number of microorganisms per representative high-powered field.,Moraxella Nonliquefaciens induced sputum culture quantity,0 = Negative; 1 = 1+; 2 = 2+; 3 = 3+; 4 = Scanty
http://purl.obolibrary.org/obo/EUPATH_0032540,PERCH Case Control,"Moraxella, by culture result",http://purl.obolibrary.org/obo/EUPATH_0032006,Relative number of microorganisms per representative high-powered field.,Moraxella Species induced sputum culture quantity,0 = Negative; 1 = 1+; 2 = 2+; 3 = 3+; 4 = Scanty
http://purl.obolibrary.org/obo/EUPATH_0032543,PERCH Case Control,"Neisseria meningitidis, by culture result",http://purl.obolibrary.org/obo/EUPATH_0032006,Relative number of microorganisms per representative high-powered field.,Neisseria Meningitidis induced sputum culture quantity,0 = Negative; 1 = 1+; 2 = 2+; 3 = 3+; 4 = Scanty
http://purl.obolibrary.org/obo/EUPATH_0032544,PERCH Case Control,"Proteus mirabilis, by culture result",http://purl.obolibrary.org/obo/EUPATH_0032006,Relative number of microorganisms per representative high-powered field.,Proteus Mirabilis induced sputum culture quantity,0 = Negative; 1 = 1+; 2 = 2+; 3 = 3+; 4 = Scanty
http://purl.obolibrary.org/obo/EUPATH_0032545,PERCH Case Control,"Pseudomonas aeruginosa, by culture result",http://purl.obolibrary.org/obo/EUPATH_0032006,Relative number of microorganisms per representative high-powered field.,Pseudomonas Aeruginosa induced sputum culture quantity,0 = Negative; 1 = 1+; 2 = 2+; 3 = 3+; 4 = Scanty
http://purl.obolibrary.org/obo/EUPATH_0032546,PERCH Case Control,"Pseudomonas fluorescens, by culture result",http://purl.obolibrary.org/obo/EUPATH_0032006,Relative number of microorganisms per representative high-powered field.,Pseudomonas Fluorescens induced sputum culture quantity,0 = Negative; 1 = 1+; 2 = 2+; 3 = 3+; 4 = Scanty
http://purl.obolibrary.org/obo/EUPATH_0032547,PERCH Case Control,"Pseudomonas, by culture result",http://purl.obolibrary.org/obo/EUPATH_0032006,Relative number of microorganisms per representative high-powered field.,Pseudomonas Species induced sputum culture quantity,0 = Negative; 1 = 1+; 2 = 2+; 3 = 3+; 4 = Scanty
http://purl.obolibrary.org/obo/EUPATH_0032548,PERCH Case Control,"Pseudomonas stutzeri, by culture result",http://purl.obolibrary.org/obo/EUPATH_0032006,Relative number of microorganisms per representative high-powered field.,Pseudomonas Stutzeri induced sputum culture quantity,0 = Negative; 1 = 1+; 2 = 2+; 3 = 3+; 4 = Scanty
http://purl.obolibrary.org/obo/EUPATH_0032551,PERCH Case Control,"Salmonella, by culture result",http://purl.obolibrary.org/obo/EUPATH_0032006,Relative number of microorganisms per representative high-powered field.,Salmonella Species induced sputum culture quantity,0 = Negative; 1 = 1+; 2 = 2+; 3 = 3+; 4 = Scanty
http://purl.obolibrary.org/obo/EUPATH_0032552,PERCH Case Control,"Serratia marcescens, by culture result",http://purl.obolibrary.org/obo/EUPATH_0032006,Relative number of microorganisms per representative high-powered field.,Serratia Marcescens induced sputum culture quantity,0 = Negative; 1 = 1+; 2 = 2+; 3 = 3+; 4 = Scanty
http://purl.obolibrary.org/obo/EUPATH_0032553,PERCH Case Control,"Serratia, by culture result",http://purl.obolibrary.org/obo/EUPATH_0032006,Relative number of microorganisms per representative high-powered field.,Serratia Species induced sputum culture quantity,0 = Negative; 1 = 1+; 2 = 2+; 3 = 3+; 4 = Scanty
http://purl.obolibrary.org/obo/EUPATH_0032556,PERCH Case Control,"Staphylococcus aureus, by culture result",http://purl.obolibrary.org/obo/EUPATH_0032006,Relative number of microorganisms per representative high-powered field.,Staphylococcus Aureus induced sputum culture quantity,0 = Negative; 1 = 1+; 2 = 2+; 3 = 3+; 4 = Scanty
http://purl.obolibrary.org/obo/EUPATH_0032557,PERCH Case Control,"Staphylococcus epidermidis, by culture result",http://purl.obolibrary.org/obo/EUPATH_0032006,Relative number of microorganisms per representative high-powered field.,Staphylococcus Epidermidis induced sputum culture quantity,0 = Negative; 1 = 1+; 2 = 2+; 3 = 3+; 4 = Scanty
http://purl.obolibrary.org/obo/EUPATH_0032558,PERCH Case Control,"Stenotrophomonas maltophilia, by culture result",http://purl.obolibrary.org/obo/EUPATH_0032006,Relative number of microorganisms per representative high-powered field.,Stenotrophomonas Maltophilia induced sputum culture quantity,0 = Negative; 1 = 1+; 2 = 2+; 3 = 3+; 4 = Scanty
http://purl.obolibrary.org/obo/EUPATH_0032559,PERCH Case Control,"Streptococcus anginosus group (Streptococcus milleri group), by culture result",http://purl.obolibrary.org/obo/EUPATH_0032006,Relative number of microorganisms per representative high-powered field.,Streptococcus Anginosus (Milleri) Group induced sputum culture quantity,0 = Negative; 1 = 1+; 2 = 2+; 3 = 3+; 4 = Scanty
http://purl.obolibrary.org/obo/EUPATH_0032560,PERCH Case Control,"Streptococcus group A (Streptococcus pyogenes), by culture result",http://purl.obolibrary.org/obo/EUPATH_0032006,Relative number of microorganisms per representative high-powered field.,Streptococcus Group A (Pyogenes) induced sputum culture quantity,0 = Negative; 1 = 1+; 2 = 2+; 3 = 3+; 4 = Scanty
http://purl.obolibrary.org/obo/EUPATH_0032561,PERCH Case Control,"Streptococcus group C, by culture result",http://purl.obolibrary.org/obo/EUPATH_0032006,Relative number of microorganisms per representative high-powered field.,Streptococcus Group C induced sputum culture quantity,0 = Negative; 1 = 1+; 2 = 2+; 3 = 3+; 4 = Scanty
http://purl.obolibrary.org/obo/EUPATH_0032562,PERCH Case Control,"Streptococcus group G, by culture result",http://purl.obolibrary.org/obo/EUPATH_0032006,Relative number of microorganisms per representative high-powered field.,Streptococcus Group G induced sputum culture quantity,0 = Negative; 1 = 1+; 2 = 2+; 3 = 3+; 4 = Scanty
http://purl.obolibrary.org/obo/EUPATH_0032565,PERCH Case Control,"Streptococcus pneumoniae, by culture result",http://purl.obolibrary.org/obo/EUPATH_0032006,Relative number of microorganisms per representative high-powered field.,Streptococcus Pneumoniae induced sputum culture quantity,0 = Negative; 1 = 1+; 2 = 2+; 3 = 3+; 4 = Scanty
http://purl.obolibrary.org/obo/EUPATH_0032566,PERCH Case Control,"Streptococcus, by culture result",http://purl.obolibrary.org/obo/EUPATH_0032006,Relative number of microorganisms per representative high-powered field.,Streptococcus Species induced sputum culture quantity,0 = Negative; 1 = 1+; 2 = 2+; 3 = 3+; 4 = Scanty
http://purl.obolibrary.org/obo/EUPATH_0032567,PERCH Case Control,"Candida albicans, by culture result",http://purl.obolibrary.org/obo/EUPATH_0032007,Relative number of microorganisms per representative high-powered field.,Candida Albicans induced sputum culture quantity,0 = Negative; 1 = 1+; 2 = 2+; 3 = 3+; 4 = Scanty
http://purl.obolibrary.org/obo/EUPATH_0032568,PERCH Case Control,"Candida krusei, by culture result",http://purl.obolibrary.org/obo/EUPATH_0032007,Relative number of microorganisms per representative high-powered field.,Candida Krusei induced sputum culture quantity,0 = Negative; 1 = 1+; 2 = 2+; 3 = 3+; 4 = Scanty
http://purl.obolibrary.org/obo/EUPATH_0032569,PERCH Case Control,"Candida, by culture result",http://purl.obolibrary.org/obo/EUPATH_0032007,Relative number of microorganisms per representative high-powered field.,Candida Species induced sputum culture quantity,0 = Negative; 1 = 1+; 2 = 2+; 3 = 3+; 4 = Scanty
http://purl.obolibrary.org/obo/EUPATH_0032629,PERCH Case Control,"Streptococcus pneumoniae serotype 2, by culture result",http://purl.obolibrary.org/obo/EUPATH_0032006,,IS Cx ST 2 final,
http://purl.obolibrary.org/obo/EUPATH_0032630,PERCH Case Control,"Streptococcus pneumoniae serotype, by culture result",http://purl.obolibrary.org/obo/EUPATH_0032006,Final serotyping result incorporating confirmatory testing by central laboratory and microarray testing (if available).,IS Cx ST 1 final,
http://purl.obolibrary.org/obo/EUPATH_0032633,PERCH Case Control,"Any noncontaminant bacteria, by culture",http://purl.obolibrary.org/obo/EUPATH_0032018,,Any noncontaminant bacteria detected by lung aspirate culture,0 = No 1 = Yes
