uniqueVar,dataSet,variable,dataFile,variable_dataFile,file,colOrder,type,example,dateTime,formatCode,minValue,maxValue,values,uniqueValueCount,percentMissing,timeVarying,flag,keepDiscard
ext_lab_bv_polsna_mother_st::position,PROVIDE,position,ext_lab_bv_polsna_mother_st,position,ext_lab_bv_polsna_mother_st.txt,12,int,1,NA,NA,1,4,1 to 4,4,0,once,duplicated variable,discard
ext_lab_bv_polsna_mother_st::p1titer,PROVIDE,p1titer,ext_lab_bv_polsna_mother_st,p1titer,ext_lab_bv_polsna_mother_st.txt,13,dbl,2.5,NA,NA,2.5,10.5,2.5 to 10.5,32,0,once,duplicated variable,keep
ext_lab_bv_polsna_mother_st::p2titer,PROVIDE,p2titer,ext_lab_bv_polsna_mother_st,p2titer,ext_lab_bv_polsna_mother_st.txt,14,dbl,10.17,NA,NA,2.5,10.5,2.5 to 10.5,28,0,once,duplicated variable,keep
ext_lab_bv_polsna_mother_st::p3titer,PROVIDE,p3titer,ext_lab_bv_polsna_mother_st,p3titer,ext_lab_bv_polsna_mother_st.txt,15,dbl,5.5,NA,NA,2.5,10.5,2.5 to 10.5,29,0,once,duplicated variable,keep
ext_lab_bv_polsna_mother_st::comments,PROVIDE,comments,ext_lab_bv_polsna_mother_st,comments,ext_lab_bv_polsna_mother_st.txt,16,chr,NULL,NA,NA,n/a,n/a,NULL,1,0,once,duplicated variable,discard
ext_lab_bv_polsna_mother_st::batch,PROVIDE,batch,ext_lab_bv_polsna_mother_st,batch,ext_lab_bv_polsna_mother_st.txt,17,int,4,NA,NA,4,4,4 to 4,1,0,once,duplicated variable,discard
ext_lab_bv_polsna_mother_st::version,PROVIDE,version,ext_lab_bv_polsna_mother_st,version,ext_lab_bv_polsna_mother_st.txt,18,int,1,NA,NA,1,1,1 to 1,1,0,once,duplicated variable,discard
ext_lab_bv_qpcr::pid,PROVIDE,pid,ext_lab_bv_qpcr,pid,ext_lab_bv_qpcr.txt,1,chr,BP1005,NA,NA,n/a,n/a,>10 unique values,611,0,once,duplicated variable,keep
ext_lab_bv_qpcr::specnum,PROVIDE,specnum,ext_lab_bv_qpcr,specnum,ext_lab_bv_qpcr.txt,2,int,11,NA,NA,11,11,11 to 11,1,0,once,duplicated variable,discard
ext_lab_bv_qpcr::specseq,PROVIDE,specseq,ext_lab_bv_qpcr,specseq,ext_lab_bv_qpcr.txt,3,int,9,NA,NA,9,15,9 to 15,6,0,repeated,duplicated variable,discard
ext_lab_bv_qpcr::spectype,PROVIDE,spectype,ext_lab_bv_qpcr,spectype,ext_lab_bv_qpcr.txt,4,chr,ViralShedPolio,NA,NA,n/a,n/a,ViralShedPolio,1,0,once,duplicated variable,keep
ext_lab_bv_qpcr::vstnum,PROVIDE,vstnum,ext_lab_bv_qpcr,vstnum,ext_lab_bv_qpcr.txt,5,int,11,NA,NA,2,11,2 to 11,2,0,repeated,duplicated variable,keep
ext_lab_bv_qpcr::vstwk,PROVIDE,vstwk,ext_lab_bv_qpcr,vstwk,ext_lab_bv_qpcr.txt,6,chr,Week 52,NA,NA,n/a,n/a,"Week 52, Week 6",2,0,repeated,duplicated variable,discard
ext_lab_bv_qpcr::vstdetail,PROVIDE,vstdetail,ext_lab_bv_qpcr,vstdetail,ext_lab_bv_qpcr.txt,7,chr,Day0,NA,NA,n/a,n/a,"Day0, Day11, Day18, Day25, Day4, PostVax",6,0,repeated,duplicated variable,keep
ext_lab_bv_qpcr::specdt,PROVIDE,specdt,ext_lab_bv_qpcr,specdt,ext_lab_bv_qpcr.txt,8,chr,7/24/12 0:00,date?,NA,n/a,n/a,>10 unique values,478,0,repeated,duplicated variable,keep
ext_lab_bv_qpcr::assydt,PROVIDE,assydt,ext_lab_bv_qpcr,assydt,ext_lab_bv_qpcr.txt,9,chr,10/28/13 0:00,date?,NA,n/a,n/a,>10 unique values,19,0,repeated,duplicated variable,discard
ext_lab_bv_qpcr::s1ct,PROVIDE,s1ct,ext_lab_bv_qpcr,s1ct,ext_lab_bv_qpcr.txt,10,dbl,0,NA,NA,0,39.14,0 to 39.14,347,0,repeated,NA,keep
ext_lab_bv_qpcr::s1,PROVIDE,s1,ext_lab_bv_qpcr,s1,ext_lab_bv_qpcr.txt,11,int,2,NA,NA,1,2,1 to 2,2,0,repeated,NA,keep
ext_lab_bv_qpcr::s2ct,PROVIDE,s2ct,ext_lab_bv_qpcr,s2ct,ext_lab_bv_qpcr.txt,12,dbl,0,NA,NA,0,39.62,0 to 39.62,258,0,repeated,NA,keep
ext_lab_bv_qpcr::s2,PROVIDE,s2,ext_lab_bv_qpcr,s2,ext_lab_bv_qpcr.txt,13,int,2,NA,NA,1,2,1 to 2,2,0,repeated,NA,keep
ext_lab_bv_qpcr::s3ct,PROVIDE,s3ct,ext_lab_bv_qpcr,s3ct,ext_lab_bv_qpcr.txt,14,dbl,0,NA,NA,0,37.3,0 to 37.3,289,0,repeated,NA,keep
ext_lab_bv_qpcr::s3,PROVIDE,s3,ext_lab_bv_qpcr,s3,ext_lab_bv_qpcr.txt,15,int,2,NA,NA,1,2,1 to 2,2,0,repeated,NA,keep
ext_lab_bv_qpcr::rept,PROVIDE,rept,ext_lab_bv_qpcr,rept,ext_lab_bv_qpcr.txt,16,int,2,NA,NA,2,2,2 to 2,1,0,once,duplicated variable,discard
ext_lab_bv_qpcr::resn,PROVIDE,resn,ext_lab_bv_qpcr,resn,ext_lab_bv_qpcr.txt,17,int,-9,NA,NA,-9,-9,-9 to -9,1,0,once,duplicated variable,discard
ext_lab_bv_qpcr::comnt,PROVIDE,comnt,ext_lab_bv_qpcr,comnt,ext_lab_bv_qpcr.txt,18,chr,ok,NA,NA,n/a,n/a,ok,1,0,once,duplicated variable,discard
ext_lab_bv_qpcr::batch,PROVIDE,batch,ext_lab_bv_qpcr,batch,ext_lab_bv_qpcr.txt,19,int,1,NA,NA,1,2,1 to 2,2,0,repeated,duplicated variable,discard
ext_lab_bv_qpcr::version,PROVIDE,version,ext_lab_bv_qpcr,version,ext_lab_bv_qpcr.txt,20,int,3,NA,NA,2,3,2 to 3,2,0,repeated,duplicated variable,discard
ext_lab_bv_rals::pid,PROVIDE,pid,ext_lab_bv_rals,pid,ext_lab_bv_rals.txt,1,chr,BP1134,NA,NA,n/a,n/a,>10 unique values,137,0,once,duplicated variable,keep
ext_lab_bv_rals::specnum,PROVIDE,specnum,ext_lab_bv_rals,specnum,ext_lab_bv_rals.txt,2,int,33,NA,NA,33,33,33 to 33,1,0,once,duplicated variable,discard
ext_lab_bv_rals::specseq,PROVIDE,specseq,ext_lab_bv_rals,specseq,ext_lab_bv_rals.txt,3,int,1,NA,NA,1,2,1 to 2,2,0,repeated,duplicated variable,discard
ext_lab_bv_rals::spectype,PROVIDE,spectype,ext_lab_bv_rals,spectype,ext_lab_bv_rals.txt,4,chr,InfantBlood,NA,NA,n/a,n/a,InfantBlood,1,0,once,duplicated variable,discard
ext_lab_bv_rals::vstnum,PROVIDE,vstnum,ext_lab_bv_rals,vstnum,ext_lab_bv_rals.txt,5,int,2,NA,NA,2,7,2 to 7,2,0,repeated,duplicated variable,keep
ext_lab_bv_rals::vstwk,PROVIDE,vstwk,ext_lab_bv_rals,vstwk,ext_lab_bv_rals.txt,6,chr,Week 6,NA,NA,n/a,n/a,"Week 18, Week 6",2,0,repeated,duplicated variable,discard
ext_lab_bv_rals::vstdetail,PROVIDE,vstdetail,ext_lab_bv_rals,vstdetail,ext_lab_bv_rals.txt,7,int,-9,NA,NA,-9,-9,-9 to -9,1,0,once,duplicated variable,discard
ext_lab_bv_rals::specdt,PROVIDE,specdt,ext_lab_bv_rals,specdt,ext_lab_bv_rals.txt,8,chr,9/5/11 0:00,date?,NA,n/a,n/a,>10 unique values,96,0,repeated,duplicated variable,keep
ext_lab_bv_rals::assydt,PROVIDE,assydt,ext_lab_bv_rals,assydt,ext_lab_bv_rals.txt,9,chr,7/10/12 0:00,date?,NA,n/a,n/a,>10 unique values,29,0,once,duplicated variable,discard
ext_lab_bv_rals::negcon,PROVIDE,negcon,ext_lab_bv_rals,negcon,ext_lab_bv_rals.txt,10,dbl,150.79,NA,NA,0,32809.04,0 to 32809.04,68,0,once,duplicated variable,discard
ext_lab_bv_rals::pcona,PROVIDE,pcona,ext_lab_bv_rals,pcona,ext_lab_bv_rals.txt,11,dbl,137342.66,NA,NA,88471.16,197733.47,88471.16 to 197733.47,70,0,once,duplicated variable,discard
ext_lab_bv_rals::pconb,PROVIDE,pconb,ext_lab_bv_rals,pconb,ext_lab_bv_rals.txt,12,dbl,140858.24,NA,NA,78453.12,220931.28,78453.12 to 220931.28,70,0,once,duplicated variable,discard
ext_lab_bv_rals::pcave,PROVIDE,pcave,ext_lab_bv_rals,pcave,ext_lab_bv_rals.txt,13,dbl,139100.45,NA,NA,83462.14,209332.38,83462.14 to 209332.38,70,0,once,duplicated variable,discard
ext_lab_bv_rals::norcon,PROVIDE,norcon,ext_lab_bv_rals,norcon,ext_lab_bv_rals.txt,14,dbl,138949.66,NA,NA,83461.62,196616.77,83461.62 to 196616.77,70,0,once,duplicated variable,discard
ext_lab_bv_rals::contrl,PROVIDE,contrl,ext_lab_bv_rals,contrl,ext_lab_bv_rals.txt,15,dbl,0.29,NA,NA,0,36.17,0 to 36.17,199,0,repeated,duplicated variable,discard
ext_lab_bv_rals::tita,PROVIDE,tita,ext_lab_bv_rals,tita,ext_lab_bv_rals.txt,16,dbl,0.64,NA,NA,0,120.63,0 to 120.63,189,0,repeated,duplicated variable,discard
ext_lab_bv_rals::reject,PROVIDE,reject,ext_lab_bv_rals,reject,ext_lab_bv_rals.txt,17,int,2,NA,NA,2,2,2 to 2,1,0,once,duplicated variable,discard
ext_lab_bv_rals::reptrals,PROVIDE,reptrals,ext_lab_bv_rals,reptrals,ext_lab_bv_rals.txt,18,int,2,NA,NA,1,2,1 to 2,2,0,once,NA,discard
ext_lab_bv_rals::nortit,PROVIDE,nortit,ext_lab_bv_rals,nortit,ext_lab_bv_rals.txt,19,dbl,0.35,NA,NA,-11.98,90.97,-11.98 to 90.97,177,0,repeated,duplicated variable,keep
ext_lab_bv_rals::batch,PROVIDE,batch,ext_lab_bv_rals,batch,ext_lab_bv_rals.txt,20,int,3,NA,NA,1,3,1 to 3,3,0,once,duplicated variable,discard
ext_lab_bv_rals::version,PROVIDE,version,ext_lab_bv_rals,version,ext_lab_bv_rals.txt,21,int,2,NA,NA,1,2,1 to 2,2,0,once,duplicated variable,discard
ext_lab_bv_rbmiga::pid,PROVIDE,pid,ext_lab_bv_rbmiga,pid,ext_lab_bv_rbmiga.txt,1,chr,BP1005,NA,NA,n/a,n/a,>10 unique values,295,0,once,duplicated variable,keep
ext_lab_bv_rbmiga::specnum,PROVIDE,specnum,ext_lab_bv_rbmiga,specnum,ext_lab_bv_rbmiga.txt,2,int,55,NA,NA,55,55,55 to 55,1,0,once,duplicated variable,discard
ext_lab_bv_rbmiga::specseq,PROVIDE,specseq,ext_lab_bv_rbmiga,specseq,ext_lab_bv_rbmiga.txt,3,int,1,NA,NA,1,1,1 to 1,1,0,once,duplicated variable,discard
ext_lab_bv_rbmiga::spectype,PROVIDE,spectype,ext_lab_bv_rbmiga,spectype,ext_lab_bv_rbmiga.txt,4,chr,BreastMilk,NA,NA,n/a,n/a,BreastMilk,1,0,once,duplicated variable,discard
ext_lab_bv_rbmiga::vstnum,PROVIDE,vstnum,ext_lab_bv_rbmiga,vstnum,ext_lab_bv_rbmiga.txt,5,int,2,NA,NA,2,2,2 to 2,1,0,once,duplicated variable,keep
ext_lab_bv_rbmiga::vstwk,PROVIDE,vstwk,ext_lab_bv_rbmiga,vstwk,ext_lab_bv_rbmiga.txt,6,chr,Week 6,NA,NA,n/a,n/a,Week 6,1,0,once,duplicated variable,discard
ext_lab_bv_rbmiga::vstdetail,PROVIDE,vstdetail,ext_lab_bv_rbmiga,vstdetail,ext_lab_bv_rbmiga.txt,7,int,-9,NA,NA,-9,-9,-9 to -9,1,0,once,duplicated variable,discard
ext_lab_bv_rbmiga::specdt,PROVIDE,specdt,ext_lab_bv_rbmiga,specdt,ext_lab_bv_rbmiga.txt,8,chr,7/20/11 0:00,date?,NA,n/a,n/a,>10 unique values,134,0,once,duplicated variable,keep
ext_lab_bv_rbmiga::assydt,PROVIDE,assydt,ext_lab_bv_rbmiga,assydt,ext_lab_bv_rbmiga.txt,9,chr,6/14/12 0:00,date?,NA,n/a,n/a,>10 unique values,37,0,once,duplicated variable,discard
ext_lab_bv_rbmiga::negcon,PROVIDE,negcon,ext_lab_bv_rbmiga,negcon,ext_lab_bv_rbmiga.txt,10,dbl,1000,NA,NA,0,17660,0 to 17660,127,0,once,duplicated variable,discard
ext_lab_bv_rbmiga::pcona,PROVIDE,pcona,ext_lab_bv_rbmiga,pcona,ext_lab_bv_rbmiga.txt,11,dbl,215868.53,NA,NA,56904.45,267830.37,56904.45 to 267830.37,149,0,once,duplicated variable,discard
ext_lab_bv_rbmiga::pconb,PROVIDE,pconb,ext_lab_bv_rbmiga,pconb,ext_lab_bv_rbmiga.txt,12,dbl,308248.3,NA,NA,52800.27,308248.3,52800.27 to 308248.3,149,0,once,duplicated variable,discard
ext_lab_bv_rbmiga::pcave,PROVIDE,pcave,ext_lab_bv_rbmiga,pcave,ext_lab_bv_rbmiga.txt,13,dbl,262058.42,NA,NA,57423.4,263620.74,57423.4 to 263620.74,149,0,once,duplicated variable,discard
ext_lab_bv_rbmiga::norcon,PROVIDE,norcon,ext_lab_bv_rbmiga,norcon,ext_lab_bv_rbmiga.txt,14,dbl,261058.42,NA,NA,57423.4,261975.91,57423.4 to 261975.91,149,0,once,duplicated variable,discard
ext_lab_bv_rbmiga::contrl,PROVIDE,contrl,ext_lab_bv_rbmiga,contrl,ext_lab_bv_rbmiga.txt,15,dbl,666.67,NA,NA,109.43,25822.65,109.43 to 25822.65,293,0,once,duplicated variable,discard
ext_lab_bv_rbmiga::tita,PROVIDE,tita,ext_lab_bv_rbmiga,tita,ext_lab_bv_rbmiga.txt,16,dbl,2216.18,NA,NA,148.2,320054.95,148.2 to 320054.95,294,0,once,duplicated variable,discard
ext_lab_bv_rbmiga::titb,PROVIDE,titb,ext_lab_bv_rbmiga,titb,ext_lab_bv_rbmiga.txt,17,dbl,2437.96,NA,NA,128.29,208425.06,128.29 to 208425.06,294,0,once,duplicated variable,discard
ext_lab_bv_rbmiga::avetit,PROVIDE,avetit,ext_lab_bv_rbmiga,avetit,ext_lab_bv_rbmiga.txt,18,dbl,2327.07,NA,NA,138.25,264240.01,138.25 to 264240.01,294,0,once,duplicated variable,discard
ext_lab_bv_rbmiga::reject,PROVIDE,reject,ext_lab_bv_rbmiga,reject,ext_lab_bv_rbmiga.txt,19,int,2,NA,NA,2,2,2 to 2,1,0,once,duplicated variable,discard
ext_lab_bv_rbmiga::reptriga,PROVIDE,reptriga,ext_lab_bv_rbmiga,reptriga,ext_lab_bv_rbmiga.txt,20,int,2,NA,NA,1,2,1 to 2,2,0,once,duplicated variable,discard
ext_lab_bv_rbmiga::nortit,PROVIDE,nortit,ext_lab_bv_rbmiga,nortit,ext_lab_bv_rbmiga.txt,21,dbl,1660.4,NA,NA,-5651.18,263431.89,-5651.18 to 263431.89,294,0,once,duplicated variable,keep
ext_lab_bv_rbmiga::batch,PROVIDE,batch,ext_lab_bv_rbmiga,batch,ext_lab_bv_rbmiga.txt,22,int,2,NA,NA,1,3,1 to 3,3,0,once,duplicated variable,discard
ext_lab_bv_rbmiga::version,PROVIDE,version,ext_lab_bv_rbmiga,version,ext_lab_bv_rbmiga.txt,23,int,1,NA,NA,1,2,1 to 2,2,0,once,duplicated variable,discard
ext_lab_bv_rbp::pid,PROVIDE,pid,ext_lab_bv_rbp,pid,ext_lab_bv_rbp.txt,1,chr,BP1005,NA,NA,n/a,n/a,>10 unique values,651,0,once,duplicated variable,keep
ext_lab_bv_rbp::specnum,PROVIDE,specnum,ext_lab_bv_rbp,specnum,ext_lab_bv_rbp.txt,2,int,33,NA,NA,33,33,33 to 33,1,0,once,duplicated variable,discard
ext_lab_bv_rbp::specseq,PROVIDE,specseq,ext_lab_bv_rbp,specseq,ext_lab_bv_rbp.txt,3,int,1,NA,NA,1,2,1 to 2,2,0,repeated,duplicated variable,discard
ext_lab_bv_rbp::spectype,PROVIDE,spectype,ext_lab_bv_rbp,spectype,ext_lab_bv_rbp.txt,4,chr,InfantBlood,NA,NA,n/a,n/a,InfantBlood,1,0,once,duplicated variable,discard
ext_lab_bv_rbp::vstnum,PROVIDE,vstnum,ext_lab_bv_rbp,vstnum,ext_lab_bv_rbp.txt,5,int,2,NA,NA,2,7,2 to 7,2,0,repeated,duplicated variable,keep
ext_lab_bv_rbp::vstwk,PROVIDE,vstwk,ext_lab_bv_rbp,vstwk,ext_lab_bv_rbp.txt,6,chr,Week 6,NA,NA,n/a,n/a,"Week 18, Week 6",2,0,repeated,duplicated variable,discard
ext_lab_bv_rbp::vstdetail,PROVIDE,vstdetail,ext_lab_bv_rbp,vstdetail,ext_lab_bv_rbp.txt,7,int,-9,NA,NA,-9,-9,-9 to -9,1,0,once,duplicated variable,discard
ext_lab_bv_rbp::specdt,PROVIDE,specdt,ext_lab_bv_rbp,specdt,ext_lab_bv_rbp.txt,8,chr,8/21/11 0:00,date?,NA,n/a,n/a,>10 unique values,310,0,repeated,duplicated variable,keep
ext_lab_bv_rbp::assydt,PROVIDE,assydt,ext_lab_bv_rbp,assydt,ext_lab_bv_rbp.txt,9,chr,1/12/12 0:00,date?,NA,n/a,n/a,>10 unique values,14,0,once,duplicated variable,discard
ext_lab_bv_rbp::rbp,PROVIDE,rbp,ext_lab_bv_rbp,rbp,ext_lab_bv_rbp.txt,10,dbl,18345.76,NA,NA,4107.06,99896.01,4107.06 to 99896.01,1182,0,repeated,NA,keep
ext_lab_bv_rbp::rept,PROVIDE,rept,ext_lab_bv_rbp,rept,ext_lab_bv_rbp.txt,11,int,2,NA,NA,1,2,1 to 2,2,0,repeated,duplicated variable,discard
ext_lab_bv_rbp::resn,PROVIDE,resn,ext_lab_bv_rbp,resn,ext_lab_bv_rbp.txt,12,int,-9,NA,NA,-9,3,-9 to 3,2,0,repeated,duplicated variable,discard
ext_lab_bv_rbp::comnt,PROVIDE,comnt,ext_lab_bv_rbp,comnt,ext_lab_bv_rbp.txt,13,chr,ok,NA,NA,n/a,n/a,"OK, ok",2,0,once,duplicated variable,discard
ext_lab_bv_rbp::batch,PROVIDE,batch,ext_lab_bv_rbp,batch,ext_lab_bv_rbp.txt,14,int,1,NA,NA,1,4,1 to 4,4,0,once,duplicated variable,discard
ext_lab_bv_rbp::version,PROVIDE,version,ext_lab_bv_rbp,version,ext_lab_bv_rbp.txt,15,int,1,NA,NA,1,1,1 to 1,1,0,once,duplicated variable,discard
ext_lab_bv_reg1b_upd1::pid,PROVIDE,pid,ext_lab_bv_reg1b_upd1,pid,ext_lab_bv_reg1b_upd1.txt,1,chr,BP1005,NA,NA,n/a,n/a,>10 unique values,660,0,once,duplicated variable,keep
ext_lab_bv_reg1b_upd1::specnum,PROVIDE,specnum,ext_lab_bv_reg1b_upd1,specnum,ext_lab_bv_reg1b_upd1.txt,2,int,10,NA,NA,10,10,10 to 10,1,0,once,duplicated variable,discard
ext_lab_bv_reg1b_upd1::specseq,PROVIDE,specseq,ext_lab_bv_reg1b_upd1,specseq,ext_lab_bv_reg1b_upd1.txt,3,int,2,NA,NA,2,13,2 to 13,7,0,repeated,duplicated variable,discard
ext_lab_bv_reg1b_upd1::spectype,PROVIDE,spectype,ext_lab_bv_reg1b_upd1,spectype,ext_lab_bv_reg1b_upd1.txt,4,chr,ClinicalStool,NA,NA,n/a,n/a,ClinicalStool,1,0,once,duplicated variable,keep
ext_lab_bv_reg1b_upd1::vstnum,PROVIDE,vstnum,ext_lab_bv_reg1b_upd1,vstnum,ext_lab_bv_reg1b_upd1.txt,5,int,2,NA,NA,2,13,2 to 13,7,0,repeated,duplicated variable,keep
ext_lab_bv_reg1b_upd1::vstwk,PROVIDE,vstwk,ext_lab_bv_reg1b_upd1,vstwk,ext_lab_bv_reg1b_upd1.txt,6,chr,Week 6,NA,NA,n/a,n/a,"Week 104, Week 12, Week 18, Week 24, Week 40, Week 52, Week 6",7,0,repeated,duplicated variable,discard
ext_lab_bv_reg1b_upd1::vstdetail,PROVIDE,vstdetail,ext_lab_bv_reg1b_upd1,vstdetail,ext_lab_bv_reg1b_upd1.txt,7,int,-9,NA,NA,-9,-9,-9 to -9,1,0,once,duplicated variable,discard
ext_lab_bv_reg1b_upd1::specdt,PROVIDE,specdt,ext_lab_bv_reg1b_upd1,specdt,ext_lab_bv_reg1b_upd1.txt,8,chr,8/21/11 0:00,date?,NA,n/a,n/a,>10 unique values,842,0,repeated,duplicated variable,keep
ext_lab_bv_reg1b_upd1::assydt,PROVIDE,assydt,ext_lab_bv_reg1b_upd1,assydt,ext_lab_bv_reg1b_upd1.txt,9,chr,3/24/14 0:00,date?,NA,n/a,n/a,>10 unique values,49,0.049579046,repeated,duplicated variable,discard
ext_lab_bv_reg1b_upd1::reg1b,PROVIDE,reg1b,ext_lab_bv_reg1b_upd1,reg1b,ext_lab_bv_reg1b_upd1.txt,10,dbl,65.62,NA,NA,-9.99,1127.52,-9.99 to 1127.52,2595,0,repeated,NA,keep
ext_lab_bv_reg1b_upd1::rept,PROVIDE,rept,ext_lab_bv_reg1b_upd1,rept,ext_lab_bv_reg1b_upd1.txt,11,int,2,NA,NA,1,2,1 to 2,2,0,repeated,duplicated variable,discard
ext_lab_bv_reg1b_upd1::resn,PROVIDE,resn,ext_lab_bv_reg1b_upd1,resn,ext_lab_bv_reg1b_upd1.txt,12,int,-9,NA,NA,-9,3,-9 to 3,2,0,repeated,duplicated variable,discard
ext_lab_bv_reg1b_upd1::comnt,PROVIDE,comnt,ext_lab_bv_reg1b_upd1,comnt,ext_lab_bv_reg1b_upd1.txt,13,chr,OK,NA,NA,n/a,n/a,", OK",1,0.049579046,repeated,duplicated variable,discard
ext_lab_bv_reg1b_upd1::batch,PROVIDE,batch,ext_lab_bv_reg1b_upd1,batch,ext_lab_bv_reg1b_upd1.txt,14,int,3,NA,NA,1,4,1 to 4,4,0,repeated,duplicated variable,discard
ext_lab_bv_reg1b_upd1::version,PROVIDE,version,ext_lab_bv_reg1b_upd1,version,ext_lab_bv_reg1b_upd1.txt,15,int,2,NA,NA,1,3,1 to 3,3,0,repeated,duplicated variable,discard
ext_lab_bv_rotavs::pid,PROVIDE,pid,ext_lab_bv_rotavs,pid,ext_lab_bv_rotavs.txt,1,chr,BP1005,NA,NA,n/a,n/a,>10 unique values,500,0,once,duplicated variable,keep
ext_lab_bv_rotavs::specnum,PROVIDE,specnum,ext_lab_bv_rotavs,specnum,ext_lab_bv_rotavs.txt,2,int,11,NA,NA,11,11,11 to 11,1,0,once,duplicated variable,discard
ext_lab_bv_rotavs::specseq,PROVIDE,specseq,ext_lab_bv_rotavs,specseq,ext_lab_bv_rotavs.txt,3,int,6,NA,NA,6,17,6 to 17,5,0,repeated,duplicated variable,discard
ext_lab_bv_rotavs::spectype,PROVIDE,spectype,ext_lab_bv_rotavs,spectype,ext_lab_bv_rotavs.txt,4,chr,ViralShedRota,NA,NA,n/a,n/a,"ViralShedPolio, ViralShedRota",2,0,once,duplicated variable,keep
ext_lab_bv_rotavs::vstnum,PROVIDE,vstnum,ext_lab_bv_rotavs,vstnum,ext_lab_bv_rotavs.txt,5,int,6,NA,NA,3,6,3 to 6,2,0,once,duplicated variable,keep
ext_lab_bv_rotavs::vstwk,PROVIDE,vstwk,ext_lab_bv_rotavs,vstwk,ext_lab_bv_rotavs.txt,6,chr,Week 17,NA,NA,n/a,n/a,"Week 10, Week 17",2,0,once,duplicated variable,discard
ext_lab_bv_rotavs::vstdetail,PROVIDE,vstdetail,ext_lab_bv_rotavs,vstdetail,ext_lab_bv_rotavs.txt,7,chr,Day0,NA,NA,n/a,n/a,"Day0, Day11, Day4, PostVax, PreVax",5,0,repeated,duplicated variable,keep
ext_lab_bv_rotavs::specdt,PROVIDE,specdt,ext_lab_bv_rotavs,specdt,ext_lab_bv_rotavs.txt,8,chr,11/20/11 0:00,date?,NA,n/a,n/a,>10 unique values,341,0,repeated,duplicated variable,keep
ext_lab_bv_rotavs::assydt,PROVIDE,assydt,ext_lab_bv_rotavs,assydt,ext_lab_bv_rotavs.txt,9,chr,1/25/12 0:00,date?,NA,n/a,n/a,>10 unique values,13,0,repeated,duplicated variable,discard
ext_lab_bv_rotavs::rotavs,PROVIDE,rotavs,ext_lab_bv_rotavs,rotavs,ext_lab_bv_rotavs.txt,10,int,2,NA,NA,1,2,1 to 2,2,0,repeated,NA,keep
ext_lab_bv_rotavs::rept,PROVIDE,rept,ext_lab_bv_rotavs,rept,ext_lab_bv_rotavs.txt,11,int,2,NA,NA,2,2,2 to 2,1,0,once,duplicated variable,discard
ext_lab_bv_rotavs::resn,PROVIDE,resn,ext_lab_bv_rotavs,resn,ext_lab_bv_rotavs.txt,12,int,-9,NA,NA,-9,-9,-9 to -9,1,0,once,duplicated variable,discard
ext_lab_bv_rotavs::comnt,PROVIDE,comnt,ext_lab_bv_rotavs,comnt,ext_lab_bv_rotavs.txt,13,chr,OK,NA,NA,n/a,n/a,OK,1,0,once,duplicated variable,discard
ext_lab_bv_rotavs::batch,PROVIDE,batch,ext_lab_bv_rotavs,batch,ext_lab_bv_rotavs.txt,14,int,1,NA,NA,1,2,1 to 2,2,0,repeated,duplicated variable,discard
ext_lab_bv_rotavs::version,PROVIDE,version,ext_lab_bv_rotavs,version,ext_lab_bv_rotavs.txt,15,int,1,NA,NA,1,1,1 to 1,1,0,once,duplicated variable,discard
ext_lab_bv_rpliga::pid,PROVIDE,pid,ext_lab_bv_rpliga,pid,ext_lab_bv_rpliga.txt,1,chr,BP1005,NA,NA,n/a,n/a,>10 unique values,599,0,once,duplicated variable,keep
ext_lab_bv_rpliga::specnum,PROVIDE,specnum,ext_lab_bv_rpliga,specnum,ext_lab_bv_rpliga.txt,2,int,33,NA,NA,33,33,33 to 33,1,0,once,duplicated variable,discard
ext_lab_bv_rpliga::specseq,PROVIDE,specseq,ext_lab_bv_rpliga,specseq,ext_lab_bv_rpliga.txt,3,int,1,NA,NA,1,6,1 to 6,3,0,repeated,duplicated variable,discard
ext_lab_bv_rpliga::spectype,PROVIDE,spectype,ext_lab_bv_rpliga,spectype,ext_lab_bv_rpliga.txt,4,chr,InfantBlood,NA,NA,n/a,n/a,InfantBlood,1,0,once,duplicated variable,discard
ext_lab_bv_rpliga::vstnum,PROVIDE,vstnum,ext_lab_bv_rpliga,vstnum,ext_lab_bv_rpliga.txt,5,int,2,NA,NA,2,8,2 to 8,3,0,repeated,duplicated variable,keep
ext_lab_bv_rpliga::vstwk,PROVIDE,vstwk,ext_lab_bv_rpliga,vstwk,ext_lab_bv_rpliga.txt,6,chr,Week 6,NA,NA,n/a,n/a,"Week 18, Week 24, Week 6",3,0,repeated,duplicated variable,discard
ext_lab_bv_rpliga::vstdetail,PROVIDE,vstdetail,ext_lab_bv_rpliga,vstdetail,ext_lab_bv_rpliga.txt,7,int,-9,NA,NA,-9,-9,-9 to -9,1,0,once,duplicated variable,discard
ext_lab_bv_rpliga::specdt,PROVIDE,specdt,ext_lab_bv_rpliga,specdt,ext_lab_bv_rpliga.txt,8,chr,8/21/11 0:00,date?,NA,n/a,n/a,>10 unique values,340,0,repeated,duplicated variable,keep
ext_lab_bv_rpliga::assydt,PROVIDE,assydt,ext_lab_bv_rpliga,assydt,ext_lab_bv_rpliga.txt,9,chr,2/13/12 0:00,date?,NA,n/a,n/a,>10 unique values,112,0,repeated,duplicated variable,discard
