colOrder,variable,dataFile,discard,definition,category,codebookDescription,codebookValues,termType,notesForOnt,notesForProvider,notesForDL,variable_dataFile,uniqueVar,type,example,dateTime,formatCode,values,uniqueValueCount,timeVarying,percentMissing,flag
9,assydt,ext_lab_bv_pcrproto,discard,,,Date Assay Performed,NA,,,,36412,assydt,ext_lab_bv_pcrproto::assydt,chr,9/24/12 0:00,date?,NA,>10 unique values,34,repeated,0,duplicated variable
10,giact,ext_lab_bv_pcrproto,keep,,,Giardia Ct Value,(-9 = Missing),,,,-9,giact,ext_lab_bv_pcrproto::giact,dbl,0,NA,NA,0 to 38.89,460,repeated,0,NA
11,giardia,ext_lab_bv_pcrproto,keep,,,Giardia,"(Positive = 1, Negative = 2, Inconclusive =3, -9 = Missing)",,,,-9,giardia,ext_lab_bv_pcrproto::giardia,int,2,NA,NA,1 to 2,2,repeated,0,NA
12,ehisct,ext_lab_bv_pcrproto,keep,,,Entamoeba histolytica Ct Value,(-9 = Missing),,,,-9,ehisct,ext_lab_bv_pcrproto::ehisct,dbl,0,NA,NA,0 to 38.52,191,repeated,0,NA
13,ehisto,ext_lab_bv_pcrproto,keep,,,Entamoeba histolytica,"(Positive = 1, Negative = 2, Inconclusive =3, -9 = Missing)",,,,-9,ehisto,ext_lab_bv_pcrproto::ehisto,int,2,NA,NA,1 to 2,2,repeated,0,NA
14,crypct,ext_lab_bv_pcrproto,keep,,,Cryptosporidium Ct Value,(-9 = Missing),,,,-9,crypct,ext_lab_bv_pcrproto::crypct,dbl,0,NA,NA,0 to 38.7,209,repeated,0,NA
15,crypto,ext_lab_bv_pcrproto,keep,,,Cryptosporidium,"(Positive = 1, Negative = 2, Inconclusive =3, -9 = Missing)",,,,-9,crypto,ext_lab_bv_pcrproto::crypto,int,2,NA,NA,1 to 2,2,repeated,0,NA
16,comnt,ext_lab_bv_pcrproto,discard,,,Comment,,,,,NA,comnt,ext_lab_bv_pcrproto::comnt,chr,OK,NA,NA,OK,1,once,0,duplicated variable
17,batch,ext_lab_bv_pcrproto,discard,,,Assay batch #,,,,,NA,batch,ext_lab_bv_pcrproto::batch,int,1,NA,NA,1 to 4,4,repeated,0,duplicated variable
18,version,ext_lab_bv_pcrproto,discard,,,Batch version,,,,,NA,version,ext_lab_bv_pcrproto::version,int,4,NA,NA,1 to 4,2,repeated,0,duplicated variable
1,pid,ext_lab_bv_polcul,keep,,,Child Identification,,,from stool,,NA,pid,ext_lab_bv_polcul::pid,chr,BP1005,NA,NA,>10 unique values,639,once,0,duplicated variable
2,specnum,ext_lab_bv_polcul,discard,,,Specimen number,11=Viral Shedding,,from stool,,NA,specnum,ext_lab_bv_polcul::specnum,int,11,NA,NA,11 to 11,1,once,0,duplicated variable
3,specseq,ext_lab_bv_polcul,discard,,,Specimen sequence,,,from stool,,NA,specseq,ext_lab_bv_polcul::specseq,int,1,NA,NA,1 to 15,12,repeated,0,duplicated variable
4,spectype,ext_lab_bv_polcul,keep,,,Specimen type,,,from stool,,NA,spectype,ext_lab_bv_polcul::spectype,chr,ViralShedPolio,NA,NA,ViralShedPolio,1,once,0,duplicated variable
5,vstnum,ext_lab_bv_polcul,keep,,,Visit number,,,from stool,,-9,vstnum,ext_lab_bv_polcul::vstnum,int,5,NA,NA,2 to 11,3,repeated,0,duplicated variable
6,vstwk,ext_lab_bv_polcul,discard,,,Visit week,,,from stool,,NA,vstwk,ext_lab_bv_polcul::vstwk,chr,Week 14,NA,NA,"Week 14, Week 52, Week 6",3,repeated,0,duplicated variable
7,vstdetail,ext_lab_bv_polcul,keep,,,visit details,,,indicates number of days at wk 14 or 52 or PreVax or PostVax at week 6,what to do with vstdetail?,NA,vstdetail,ext_lab_bv_polcul::vstdetail,chr,Day0,NA,NA,"Day0, Day11, Day18, Day25, Day4, PostVax, PreVax",7,repeated,0,duplicated variable
8,specdt,ext_lab_bv_polcul,keep,,,Date of Specimen Collection dd/mm/yy,,,from stool,,36412,specdt,ext_lab_bv_polcul::specdt,chr,10/30/11 0:00,date?,NA,>10 unique values,711,repeated,0,duplicated variable
9,assydt,ext_lab_bv_polcul,discard,,,Date Assay Performed,,,from stool,,36412,assydt,ext_lab_bv_polcul::assydt,chr,11/10/11 0:00,date?,NA,>10 unique values,271,repeated,0,duplicated variable
10,polioc,ext_lab_bv_polcul,keep,,,Polio  culture results,"1 = Positive (+ve to L20B cell line), 2 = Negative (-ve to both L20B and RD cell lines) , 7 = Non polio enterovirus (+ve to RD cell line, -ve to L20B cell line), 8 = Inconclusive",,from stool,,NA,polioc,ext_lab_bv_polcul::polioc,int,1,NA,NA,1 to 7,3,repeated,0,NA
11,rept,ext_lab_bv_polcul,discard,,,Do you need to Repeat Sample?,"1 = Yes, 2 = No",,from stool,,-9,rept,ext_lab_bv_polcul::rept,int,2,NA,NA,2 to 2,1,once,0,duplicated variable
12,resn,ext_lab_bv_polcul,discard,,,Reason for repeating,"3=Inconclusive, 4 = Assay failed, -9 = Not applicable",,from stool,,-9,resn,ext_lab_bv_polcul::resn,int,9,NA,NA,9 to 9,1,once,0,duplicated variable
13,comnt,ext_lab_bv_polcul,discard,,,Comment,,,from stool,,NA,comnt,ext_lab_bv_polcul::comnt,lgl,NA,NA,NA,n/a,0,no data,0,duplicated variable
14,batch,ext_lab_bv_polcul,discard,,,Assay batch #,,,,,NA,batch,ext_lab_bv_polcul::batch,int,1,NA,NA,1 to 7,7,repeated,0,duplicated variable
15,version,ext_lab_bv_polcul,discard,,,Batch version,,,,,NA,version,ext_lab_bv_polcul::version,int,2,NA,NA,1 to 3,3,repeated,0,duplicated variable
1,pid,ext_lab_bv_polpcr,keep,,,Child Identification,,,from stool,,NA,pid,ext_lab_bv_polpcr::pid,chr,BP1005,NA,NA,>10 unique values,417,once,0,duplicated variable
2,specnum,ext_lab_bv_polpcr,discard,,,Specimen number,,,from stool,,NA,specnum,ext_lab_bv_polpcr::specnum,int,11,NA,NA,11 to 11,1,once,0,duplicated variable
3,specseq,ext_lab_bv_polpcr,discard,,,Specimen sequence,,,from stool,,NA,specseq,ext_lab_bv_polpcr::specseq,int,1,NA,NA,1 to 15,11,repeated,0,duplicated variable
4,spectype,ext_lab_bv_polpcr,keep,,,Specimen type,,,from stool,,NA,spectype,ext_lab_bv_polpcr::spectype,chr,ViralShedPolio,NA,NA,ViralShedPolio,1,once,0,duplicated variable
5,vstnum,ext_lab_bv_polpcr,keep,,,Visit number,,,from stool,,-9,vstnum,ext_lab_bv_polpcr::vstnum,int,5,NA,NA,2 to 11,3,repeated,0,duplicated variable
6,vstwk,ext_lab_bv_polpcr,discard,,,Visit week,,,from stool,,NA,vstwk,ext_lab_bv_polpcr::vstwk,chr,Week 14,NA,NA,"Week 14, Week 52, Week 6",3,repeated,0,duplicated variable
7,vstdetail,ext_lab_bv_polpcr,keep,,,visit details,,,indicates number of days at wk 14 or 52 or PostVax at week 6,what to do with vstdetail?,NA,vstdetail,ext_lab_bv_polpcr::vstdetail,chr,Day0,NA,NA,"Day0, Day11, Day18, Day25, Day4, PostVax",6,repeated,0,duplicated variable
8,specdt,ext_lab_bv_polpcr,keep,,,Date of Specimen Collection dd/mm/yy,,,from stool,,36412,specdt,ext_lab_bv_polpcr::specdt,chr,10/30/11 0:00,date?,NA,>10 unique values,342,repeated,0,duplicated variable
9,assydt,ext_lab_bv_polpcr,discard,,,Date Assay Performed,,,from stool,,36412,assydt,ext_lab_bv_polpcr::assydt,chr,4/5/12 0:00,date?,NA,>10 unique values,12,repeated,0,duplicated variable
10,sabin,ext_lab_bv_polpcr,keep,,,Sabin like (qPCR is performed  on first +ve polio culture sample in bv_polcul table),"0 = Negative, 1 = Sabin1, 2 = Sabin2, 3 = Sabin3, 4 = Sabin 1 & 2, 5 = Sabin 1 & 3, 6 = Sabin 2 & 3, 7 = Sabin 1 & 2 & 3",,from stool,,NA,sabin,ext_lab_bv_polpcr::sabin,int,0,NA,NA,0 to 7,8,repeated,0,NA
11,ns_othr,ext_lab_bv_polpcr,keep,,,Non - Sabin,"1 =Non polio enterovirus,2= Pan poliovirus, 3= P1 (wild type polio strain 1),  4= P1 (wild type polio strain 2),  5= P1 (wild type polio strain 3) , 9 = Not applicable",,from stool,,9,ns_othr,ext_lab_bv_polpcr::ns_othr,int,1,NA,NA,1 to 9,2,once,0,NA
12,rept,ext_lab_bv_polpcr,discard,,,Do you need to Repeat Sample?,"1 = Yes, 2 = No",,from stool,,-9,rept,ext_lab_bv_polpcr::rept,int,2,NA,NA,2 to 2,1,once,0,duplicated variable
13,resn,ext_lab_bv_polpcr,discard,,,Reason for repeating,"3=Inconclusive, 4 = Assay failed, -9 = Not applicable",,from stool,,-9,resn,ext_lab_bv_polpcr::resn,int,-9,NA,NA,-9 to 9,2,repeated,0,duplicated variable
14,comnt,ext_lab_bv_polpcr,discard,,,Comment,,,from stool,,NA,comnt,ext_lab_bv_polpcr::comnt,chr,OK,NA,NA,OK,1,once,0,duplicated variable
15,batch,ext_lab_bv_polpcr,discard,,,Assay batch #,,,,,NA,batch,ext_lab_bv_polpcr::batch,int,1,NA,NA,1 to 4,4,repeated,0,duplicated variable
16,version,ext_lab_bv_polpcr,discard,,,Batch version,,,,,NA,version,ext_lab_bv_polpcr::version,int,1,NA,NA,1 to 1,1,once,0,duplicated variable
1,pid,ext_lab_bv_polsna,keep,,,Child Identification,,,Infant or mother blood,,NA,pid,ext_lab_bv_polsna::pid,chr,BP1005,NA,NA,>10 unique values,670,once,0,duplicated variable
2,specnum,ext_lab_bv_polsna,discard,,,Specimen number,,,indicates infant or mother blood. Need to use this variable to derive and separate mother from infant results,,indicates infant or mother blood. Need to use this variable to derive and separate mother from infant results,specnum,ext_lab_bv_polsna::specnum,int,66,NA,NA,33 to 66,2,repeated,0,duplicated variable
3,specseq,ext_lab_bv_polsna,discard,,,Specimen sequence,,,Infant or mother blood,,NA,specseq,ext_lab_bv_polsna::specseq,int,1,NA,NA,1 to 4,4,repeated,0,duplicated variable
4,spectype,ext_lab_bv_polsna,discard,,,Specimen type,,,Infant or mother blood,,NA,spectype,ext_lab_bv_polsna::spectype,chr,MotherBlood,NA,NA,"InfantBlood, MotherBlood",2,repeated,0,duplicated variable
5,vstnum,ext_lab_bv_polsna,keep,,,Visit number,,,Infant or mother blood,,-9,vstnum,ext_lab_bv_polsna::vstnum,int,2,NA,NA,2 to 12,4,repeated,0,duplicated variable
6,vstwk,ext_lab_bv_polsna,discard,,,Visit week,,,Infant or mother blood,,NA,vstwk,ext_lab_bv_polsna::vstwk,chr,Week 6,NA,NA,"Week 18, Week 40, Week 53, Week 6",4,repeated,0,duplicated variable
7,vstdetail,ext_lab_bv_polsna,discard,,,visit details,,,Infant or mother blood,,NA,vstdetail,ext_lab_bv_polsna::vstdetail,int,-9,NA,NA,-9 to -9,1,once,0,duplicated variable
8,specdt,ext_lab_bv_polsna,keep,,,Date of Specimen Collection dd/mm/yy,,,Infant or mother blood,,36412,specdt,ext_lab_bv_polsna::specdt,chr,8/11/11 0:00,date?,NA,>10 unique values,511,repeated,0,duplicated variable
9,seranum,ext_lab_bv_polsna,discard,,,Plasma # based on SID                        (01-05),,,Infant or mother blood,,NA,seranum,ext_lab_bv_polsna::seranum,chr,SE1,NA,NA,"PL01, PL02, SE1, SE2, SE3",5,repeated,0,NA
10,run,ext_lab_bv_polsna,discard,,,Assay Run Number,,,Infant or mother blood,,NA,run,ext_lab_bv_polsna::run,int,1054,NA,NA,812 to 1232,33,repeated,0,NA
11,plate,ext_lab_bv_polsna,discard,,,Plate number,,,Infant or mother blood,,NA,plate,ext_lab_bv_polsna::plate,int,14,NA,NA,5 to 29,25,repeated,0,duplicated variable
12,position,ext_lab_bv_polsna,discard,,,Position on the plate,,,Infant or mother blood,,NA,position,ext_lab_bv_polsna::position,int,1,NA,NA,1 to 4,4,repeated,0,NA
13,p1titer,ext_lab_bv_polsna,keep,,,Titer Sabin 1 Log base 2 values ( <3 =seronegative ),,,Infant or mother blood,"Need to split into 2 variables, one for mother one for infant",NA,p1titer,ext_lab_bv_polsna::p1titer,dbl,2.5,NA,NA,-9.99 to 10.5,33,repeated,0,NA
14,p2titer,ext_lab_bv_polsna,keep,,,Titer Sabin 2 Log base 2 values,,,Infant or mother blood,"Need to split into 2 variables, one for mother one for infant",NA,p2titer,ext_lab_bv_polsna::p2titer,dbl,10.17,NA,NA,-9.99 to 10.5,31,repeated,0,NA
15,p3titer,ext_lab_bv_polsna,keep,,,Titer Sabin 3 Log base 2 values,,,Infant or mother blood,"Need to split into 2 variables, one for mother one for infant",NA,p3titer,ext_lab_bv_polsna::p3titer,dbl,5.5,NA,NA,-9.99 to 10.5,31,repeated,0,NA
16,comments,ext_lab_bv_polsna,discard,,,Comments,,,Infant or mother blood,,NA,comments,ext_lab_bv_polsna::comments,chr,NULL,NA,NA,>10 unique values,363,repeated,0.149514563,NA
17,batch,ext_lab_bv_polsna,discard,,,Assay batch #,,,,,NA,batch,ext_lab_bv_polsna::batch,int,4,NA,NA,1 to 5,5,repeated,0,duplicated variable
18,version,ext_lab_bv_polsna,discard,,,Batch version,,,,,NA,version,ext_lab_bv_polsna::version,int,1,NA,NA,1 to 2,2,repeated,0,duplicated variable
1,pid,ext_lab_bv_qpcr,keep,,,Child Identification,,,from stool,,NA,pid,ext_lab_bv_qpcr::pid,chr,BP1005,NA,NA,>10 unique values,611,once,0,duplicated variable
2,specnum,ext_lab_bv_qpcr,discard,,,Specimen number,,,from stool,,NA,specnum,ext_lab_bv_qpcr::specnum,int,11,NA,NA,11 to 11,1,once,0,duplicated variable
3,specseq,ext_lab_bv_qpcr,discard,,,Specimen sequence,,,from stool,,NA,specseq,ext_lab_bv_qpcr::specseq,int,9,NA,NA,9 to 15,6,repeated,0,duplicated variable
4,spectype,ext_lab_bv_qpcr,keep,,,Specimen type,,,from stool,,NA,spectype,ext_lab_bv_qpcr::spectype,chr,ViralShedPolio,NA,NA,ViralShedPolio,1,once,0,duplicated variable
5,vstnum,ext_lab_bv_qpcr,keep,,,Visit number,,,from stool,,-9,vstnum,ext_lab_bv_qpcr::vstnum,int,11,NA,NA,2 to 11,2,repeated,0,duplicated variable
6,vstwk,ext_lab_bv_qpcr,discard,,,Visit week,,,from stool,,NA,vstwk,ext_lab_bv_qpcr::vstwk,chr,Week 52,NA,NA,"Week 52, Week 6",2,repeated,0,duplicated variable
7,vstdetail,ext_lab_bv_qpcr,keep,,,visit details,,,indicates number of days at wk 52 or PostVax at week 6,what to do with vstdetail?,NA,vstdetail,ext_lab_bv_qpcr::vstdetail,chr,Day0,NA,NA,"Day0, Day11, Day18, Day25, Day4, PostVax",6,repeated,0,duplicated variable
8,specdt,ext_lab_bv_qpcr,keep,,,Date of Specimen Collection dd/mm/yy,,,from stool,,36412,specdt,ext_lab_bv_qpcr::specdt,chr,7/24/12 0:00,date?,NA,>10 unique values,478,repeated,0,duplicated variable
9,assydt,ext_lab_bv_qpcr,discard,,,Date Assay Performed,,,from stool,,36412,assydt,ext_lab_bv_qpcr::assydt,chr,10/28/13 0:00,date?,NA,>10 unique values,19,repeated,0,duplicated variable
10,s1ct,ext_lab_bv_qpcr,keep,,,Sabin1 CT Value (CT values >0 and < 36 = Positive),"""-9= Missing""",,from stool,,-9,s1ct,ext_lab_bv_qpcr::s1ct,dbl,0,NA,NA,0 to 39.14,347,repeated,0,NA
11,s1,ext_lab_bv_qpcr,keep,,,Sabin1,"1=Positive, 2= Negative, - 9=Missing",,from stool,,-9,s1,ext_lab_bv_qpcr::s1,int,2,NA,NA,1 to 2,2,repeated,0,NA
12,s2ct,ext_lab_bv_qpcr,keep,,,Sabin2 CT Value (CT values >0 and < 37 = Positive),"""-9= Missing""",,from stool,,-9,s2ct,ext_lab_bv_qpcr::s2ct,dbl,0,NA,NA,0 to 39.62,258,repeated,0,NA
13,s2,ext_lab_bv_qpcr,keep,,,Sabin2,"1=Positive, 2= Negative, - 9=Missing",,from stool,,-9,s2,ext_lab_bv_qpcr::s2,int,2,NA,NA,1 to 2,2,repeated,0,NA
14,s3ct,ext_lab_bv_qpcr,keep,,,Sabin3 CT Value (CT values >0 and < 37 = Positive),"""-9= Missing""",,from stool,,-9,s3ct,ext_lab_bv_qpcr::s3ct,dbl,0,NA,NA,0 to 37.3,289,repeated,0,NA
15,s3,ext_lab_bv_qpcr,keep,,,Sabin3,"1=Positive, 2= Negative, - 9=Missing",,from stool,,-9,s3,ext_lab_bv_qpcr::s3,int,2,NA,NA,1 to 2,2,repeated,0,NA
16,rept,ext_lab_bv_qpcr,discard,,,Do you need to Repeat Sample?,"1 = Yes, 2 = No",,from stool,,-9,rept,ext_lab_bv_qpcr::rept,int,2,NA,NA,2 to 2,1,once,0,duplicated variable
17,resn,ext_lab_bv_qpcr,discard,,,Reason for repeating,"3=Inconclusive, 4 = Assay failed, -9 = Not applicable",,from stool,,-9,resn,ext_lab_bv_qpcr::resn,int,-9,NA,NA,-9 to -9,1,once,0,duplicated variable
18,comnt,ext_lab_bv_qpcr,discard,,,Comment,,,from stool,,NA,comnt,ext_lab_bv_qpcr::comnt,chr,ok,NA,NA,ok,1,once,0,duplicated variable
19,batch,ext_lab_bv_qpcr,discard,,,Assay batch #,,,,,NA,batch,ext_lab_bv_qpcr::batch,int,1,NA,NA,1 to 2,2,repeated,0,duplicated variable
20,version,ext_lab_bv_qpcr,discard,,,Batch version,,,,,NA,version,ext_lab_bv_qpcr::version,int,3,NA,NA,2 to 3,2,repeated,0,duplicated variable
1,pid,ext_lab_bv_rals,keep,,,Child Identification,,,,,NA,pid,ext_lab_bv_rals::pid,chr,BP1134,NA,NA,>10 unique values,137,once,0,duplicated variable
2,specnum,ext_lab_bv_rals,discard,,,Specimen number,,,,,NA,specnum,ext_lab_bv_rals::specnum,int,33,NA,NA,33 to 33,1,once,0,duplicated variable
3,specseq,ext_lab_bv_rals,discard,,,Specimen sequence,,,,,NA,specseq,ext_lab_bv_rals::specseq,int,1,NA,NA,1 to 2,2,repeated,0,duplicated variable
4,spectype,ext_lab_bv_rals,discard,,,Specimen type,,,,,NA,spectype,ext_lab_bv_rals::spectype,chr,InfantBlood,NA,NA,InfantBlood,1,once,0,duplicated variable
5,vstnum,ext_lab_bv_rals,keep,,,Visit number,,,,,-9,vstnum,ext_lab_bv_rals::vstnum,int,2,NA,NA,2 to 7,2,repeated,0,duplicated variable
6,vstwk,ext_lab_bv_rals,discard,,,Visit week,,,,,NA,vstwk,ext_lab_bv_rals::vstwk,chr,Week 6,NA,NA,"Week 18, Week 6",2,repeated,0,duplicated variable
7,vstdetail,ext_lab_bv_rals,discard,,,visit details,,,,,NA,vstdetail,ext_lab_bv_rals::vstdetail,int,-9,NA,NA,-9 to -9,1,once,0,duplicated variable
8,specdt,ext_lab_bv_rals,keep,,,Date of Specimen Collection dd/mm/yy,,,,,36412,specdt,ext_lab_bv_rals::specdt,chr,9/5/11 0:00,date?,NA,>10 unique values,96,repeated,0,duplicated variable
9,assydt,ext_lab_bv_rals,discard,,,Date Assay Performed,,,,,36412,assydt,ext_lab_bv_rals::assydt,chr,7/10/12 0:00,date?,NA,>10 unique values,29,once,0,duplicated variable
10,negcon,ext_lab_bv_rals,discard,,,Neg Control,,,,,NA,negcon,ext_lab_bv_rals::negcon,dbl,150.79,NA,NA,0 to 32809.04,68,once,0,duplicated variable
11,pcona,ext_lab_bv_rals,discard,,,Positive Control Titer A,,,,,NA,pcona,ext_lab_bv_rals::pcona,dbl,137342.66,NA,NA,88471.16 to 197733.47,70,once,0,duplicated variable
12,pconb,ext_lab_bv_rals,discard,,,Positive Control Titer B,,,,,NA,pconb,ext_lab_bv_rals::pconb,dbl,140858.24,NA,NA,78453.12 to 220931.28,70,once,0,duplicated variable
13,pcave,ext_lab_bv_rals,discard,,,Average Positive Control Titer,,,,,NA,pcave,ext_lab_bv_rals::pcave,dbl,139100.45,NA,NA,83462.14 to 209332.38,70,once,0,duplicated variable
14,norcon,ext_lab_bv_rals,discard,,,Normalized Positive Control (PCAVE-NEGCON),,,,,NA,norcon,ext_lab_bv_rals::norcon,dbl,138949.66,NA,NA,83461.62 to 196616.77,70,once,0,duplicated variable
15,contrl,ext_lab_bv_rals,discard,,,MA104 Cell Line Negative Control,,,,,NA,contrl,ext_lab_bv_rals::contrl,dbl,0.29,NA,NA,0 to 36.17,199,repeated,0,duplicated variable
16,tita,ext_lab_bv_rals,discard,,,Titer A,"""-9 = Missing""",,,,-9,tita,ext_lab_bv_rals::tita,dbl,0.64,NA,NA,0 to 120.63,189,repeated,0,duplicated variable
17,reject,ext_lab_bv_rals,discard,,,Rejected,"1 = Yes, 2 = No",,,,NA,reject,ext_lab_bv_rals::reject,int,2,NA,NA,2 to 2,1,once,0,duplicated variable
18,reptrals,ext_lab_bv_rals,discard,,,Repeated Titer,"1 = Yes, 2 = No",,,,NA,reptrals,ext_lab_bv_rals::reptrals,int,2,NA,NA,1 to 2,2,once,0,NA
19,nortit,ext_lab_bv_rals,keep,,,Normalized Titer (AVETIT-CONTRL),"""-9 = Missing""",,,,-9,nortit,ext_lab_bv_rals::nortit,dbl,0.35,NA,NA,-11.98 to 90.97,177,repeated,0,duplicated variable
20,batch,ext_lab_bv_rals,discard,,,Assay batch #,,,,,NA,batch,ext_lab_bv_rals::batch,int,3,NA,NA,1 to 3,3,once,0,duplicated variable
21,version,ext_lab_bv_rals,discard,,,Batch version,,,,,NA,version,ext_lab_bv_rals::version,int,2,NA,NA,1 to 2,2,once,0,duplicated variable
1,pid,ext_lab_bv_rbmiga,keep,,,Child Identification,,,,,NA,pid,ext_lab_bv_rbmiga::pid,chr,BP1005,NA,NA,>10 unique values,295,once,0,duplicated variable
2,specnum,ext_lab_bv_rbmiga,discard,,,Specimen number,,,,,NA,specnum,ext_lab_bv_rbmiga::specnum,int,55,NA,NA,55 to 55,1,once,0,duplicated variable
3,specseq,ext_lab_bv_rbmiga,discard,,,Specimen sequence,,,,,NA,specseq,ext_lab_bv_rbmiga::specseq,int,1,NA,NA,1 to 1,1,once,0,duplicated variable
4,spectype,ext_lab_bv_rbmiga,discard,,,Specimen type,,,,,NA,spectype,ext_lab_bv_rbmiga::spectype,chr,BreastMilk,NA,NA,BreastMilk,1,once,0,duplicated variable
5,vstnum,ext_lab_bv_rbmiga,keep,,,Visit number,,,,,-9,vstnum,ext_lab_bv_rbmiga::vstnum,int,2,NA,NA,2 to 2,1,once,0,duplicated variable
6,vstwk,ext_lab_bv_rbmiga,discard,,,Visit week,,,,,NA,vstwk,ext_lab_bv_rbmiga::vstwk,chr,Week 6,NA,NA,Week 6,1,once,0,duplicated variable
7,vstdetail,ext_lab_bv_rbmiga,discard,,,visit details,,,,,NA,vstdetail,ext_lab_bv_rbmiga::vstdetail,int,-9,NA,NA,-9 to -9,1,once,0,duplicated variable
8,specdt,ext_lab_bv_rbmiga,keep,,,Date of Specimen Collection dd/mm/yy,,,,,36412,specdt,ext_lab_bv_rbmiga::specdt,chr,7/20/11 0:00,date?,NA,>10 unique values,134,once,0,duplicated variable
9,assydt,ext_lab_bv_rbmiga,discard,,,Date Assay Performed,,,,,36412,assydt,ext_lab_bv_rbmiga::assydt,chr,6/14/12 0:00,date?,NA,>10 unique values,37,once,0,duplicated variable
10,negcon,ext_lab_bv_rbmiga,discard,,,Neg Control,,,,,NA,negcon,ext_lab_bv_rbmiga::negcon,dbl,1000,NA,NA,0 to 17660,127,once,0,duplicated variable
11,pcona,ext_lab_bv_rbmiga,discard,,,Positive Control Titer A,,,,,NA,pcona,ext_lab_bv_rbmiga::pcona,dbl,215868.53,NA,NA,56904.45 to 267830.37,149,once,0,duplicated variable
12,pconb,ext_lab_bv_rbmiga,discard,,,Positive Control Titer B,,,,,NA,pconb,ext_lab_bv_rbmiga::pconb,dbl,308248.3,NA,NA,52800.27 to 308248.3,149,once,0,duplicated variable
13,pcave,ext_lab_bv_rbmiga,discard,,,Average Positive Control Titer,,,,,NA,pcave,ext_lab_bv_rbmiga::pcave,dbl,262058.42,NA,NA,57423.4 to 263620.74,149,once,0,duplicated variable
14,norcon,ext_lab_bv_rbmiga,discard,,,Normalized Positive Control (PCAVE-NEGCON),,,,,NA,norcon,ext_lab_bv_rbmiga::norcon,dbl,261058.42,NA,NA,57423.4 to 261975.91,149,once,0,duplicated variable
15,contrl,ext_lab_bv_rbmiga,discard,,,MA104 Cell Line Negative Control,,,,,NA,contrl,ext_lab_bv_rbmiga::contrl,dbl,666.67,NA,NA,109.43 to 25822.65,293,once,0,duplicated variable
16,tita,ext_lab_bv_rbmiga,discard,,,Titer A,"""-9 = Missing""",,,,-9,tita,ext_lab_bv_rbmiga::tita,dbl,2216.18,NA,NA,148.2 to 320054.95,294,once,0,duplicated variable
17,titb,ext_lab_bv_rbmiga,discard,,,Titer B,"""-9 = Missing""",,,,-9,titb,ext_lab_bv_rbmiga::titb,dbl,2437.96,NA,NA,128.29 to 208425.06,294,once,0,duplicated variable
18,avetit,ext_lab_bv_rbmiga,discard,,,Average Titer,"""-9 = Missing""",,,,-9,avetit,ext_lab_bv_rbmiga::avetit,dbl,2327.07,NA,NA,138.25 to 264240.01,294,once,0,duplicated variable
19,reject,ext_lab_bv_rbmiga,discard,,,Rejected,"1 = Yes, 2 = No",,,,NA,reject,ext_lab_bv_rbmiga::reject,int,2,NA,NA,2 to 2,1,once,0,duplicated variable
20,reptriga,ext_lab_bv_rbmiga,discard,,,Repeated titer,"1 = Yes, 2 = No",,,,NA,reptriga,ext_lab_bv_rbmiga::reptriga,int,2,NA,NA,1 to 2,2,once,0,duplicated variable
21,nortit,ext_lab_bv_rbmiga,keep,,,Normalized Titer (AVETIT-CONTRL),"""-9 = Missing""",,"from breast milk, rotavirus IgA titer",,-9,nortit,ext_lab_bv_rbmiga::nortit,dbl,1660.4,NA,NA,-5651.18 to 263431.89,294,once,0,duplicated variable
22,batch,ext_lab_bv_rbmiga,discard,,,Assay batch #,,,,,NA,batch,ext_lab_bv_rbmiga::batch,int,2,NA,NA,1 to 3,3,once,0,duplicated variable
23,version,ext_lab_bv_rbmiga,discard,,,Batch version,,,,,NA,version,ext_lab_bv_rbmiga::version,int,1,NA,NA,1 to 2,2,once,0,duplicated variable
1,pid,ext_lab_bv_rbp,keep,,,Child Identification,,,,,NA,pid,ext_lab_bv_rbp::pid,chr,BP1005,NA,NA,>10 unique values,651,once,0,duplicated variable
2,specnum,ext_lab_bv_rbp,discard,,,Specimen number,,,,,NA,specnum,ext_lab_bv_rbp::specnum,int,33,NA,NA,33 to 33,1,once,0,duplicated variable
3,specseq,ext_lab_bv_rbp,discard,,,Specimen sequence,,,,,NA,specseq,ext_lab_bv_rbp::specseq,int,1,NA,NA,1 to 2,2,repeated,0,duplicated variable
4,spectype,ext_lab_bv_rbp,discard,,,Specimen type,,,,,NA,spectype,ext_lab_bv_rbp::spectype,chr,InfantBlood,NA,NA,InfantBlood,1,once,0,duplicated variable
5,vstnum,ext_lab_bv_rbp,keep,,,Visit number,,,,,-9,vstnum,ext_lab_bv_rbp::vstnum,int,2,NA,NA,2 to 7,2,repeated,0,duplicated variable
6,vstwk,ext_lab_bv_rbp,discard,,,Visit week,,,,,NA,vstwk,ext_lab_bv_rbp::vstwk,chr,Week 6,NA,NA,"Week 18, Week 6",2,repeated,0,duplicated variable
7,vstdetail,ext_lab_bv_rbp,discard,,,visit details,,,,,NA,vstdetail,ext_lab_bv_rbp::vstdetail,int,-9,NA,NA,-9 to -9,1,once,0,duplicated variable
8,specdt,ext_lab_bv_rbp,keep,,,Date of Specimen Collection dd/mm/yy,,,,,36412,specdt,ext_lab_bv_rbp::specdt,chr,8/21/11 0:00,date?,NA,>10 unique values,310,repeated,0,duplicated variable
