colOrder,IRI,label,variable,displayOrder,dataFile,definition,category,parentIRI,parentLabel,codebookDescription,codebookValues,termType,notes,repeated,is_temporal,mergeKey,dataSet,unitLabel,unitIRI,is_featured,hidden,scale,defaultDisplayRangeMin,defaultDisplayRangeMax,defaultBinWidth,forceStringType
24,http://purl.obolibrary.org/obo/EUPATH_0064489,Household received bednet in last few months,mass_drug_administ_arm_2020_reshaped::mda5_hh_newnets,,mass_drug_administ_arm_2020_reshaped,,Household,http://purl.obolibrary.org/obo/EUPATH_0000341,Household vector intervention,Has the household received new bednets in the past few months?,"1, Oui | 0, Non",variable,,,,,RIMDAMAL,,,,,,,,,
30,http://purl.obolibrary.org/obo/EUPATH_0064489,Household received bednet in last few months,mass_drug_administ_arm_reshaped::mda3_hh_newnets,,mass_drug_administ_arm_reshaped,,Household,http://purl.obolibrary.org/obo/EUPATH_0000341,Household vector intervention,Has the household received new bednets in the past few months?,"1, Oui | 0, Non",variable,,,,,RIMDAMAL,,,,,,,,,
89,http://purl.obolibrary.org/obo/EUPATH_0064491,Mosquito net age,household_survey_f_arm_reshaped::age_nets_hsc_v2,,household_survey_f_arm_reshaped,,Household,http://purl.obolibrary.org/obo/EUPATH_0000341,Household vector intervention,How old is your current mosquito net?,,variable,JZ: Is it 'Personal vector intervention' rather than 'Household vector intervention'? Is it bednet?,,,,RIMDAMAL,,,,,,,,,
91,http://purl.obolibrary.org/obo/EUPATH_0064491,Mosquito net age,household_survey_f_arm_2020_reshaped::age_nets_hsc_v2_v2,,household_survey_f_arm_2020_reshaped,,Household,http://purl.obolibrary.org/obo/EUPATH_0000341,Household vector intervention,How old is your current mosquito net?,,variable,,,,,RIMDAMAL,,,,,,,,,
37,http://purl.obolibrary.org/obo/EUPATH_0064492,Mosquito net impregnated with insecticide,household_survey_f_arm_reshaped::insecticide_hsc,,household_survey_f_arm_reshaped,,Household,http://purl.obolibrary.org/obo/EUPATH_0000341,Household vector intervention,Are they impregnated with insecticide?,,variable,,,,,RIMDAMAL,,,,,,,,,
39,http://purl.obolibrary.org/obo/EUPATH_0064493,Mosquito net wash frequency,household_survey_f_arm_reshaped::wash_nets_hsc,,household_survey_f_arm_reshaped,,Household,http://purl.obolibrary.org/obo/EUPATH_0000341,Household vector intervention,"Do you wash these mosquito nets, if so, how often?",,variable,,,,,RIMDAMAL,,,,,,,,,
40,http://purl.obolibrary.org/obo/EUPATH_0064493,Mosquito net wash frequency,household_survey_f_arm_2020_reshaped::wash_nets_hsc_v2,,household_survey_f_arm_2020_reshaped,,Household,http://purl.obolibrary.org/obo/EUPATH_0000341,Household vector intervention,"Do you wash these mosquito nets, if so, how often?",,variable,,,,,RIMDAMAL,,,,,,,,,
88,http://purl.obolibrary.org/obo/EUPATH_0064494,Mosquito nets in dealership,household_survey_f_arm_reshaped::total_nets_hsc_v2,,household_survey_f_arm_reshaped,,Household,http://purl.obolibrary.org/obo/EUPATH_0000341,Household vector intervention,How many mosquito nets in total in this dealership?,,variable,,,,,RIMDAMAL,,,,,,,,,
90,http://purl.obolibrary.org/obo/EUPATH_0064494,Mosquito nets in dealership,household_survey_f_arm_2020_reshaped::total_nets_hsc_v2_v2,,household_survey_f_arm_2020_reshaped,,Household,http://purl.obolibrary.org/obo/EUPATH_0000341,Household vector intervention,How many mosquito nets in total in this dealership?,,variable,,,,,RIMDAMAL,,,,,,,,,
86,http://purl.obolibrary.org/obo/EUPATH_0064494,Mosquito nets in dealership,household_survey_f_arm_reshaped::total_sleeping_hsc_v2,,household_survey_f_arm_reshaped,,Household,http://purl.obolibrary.org/obo/EUPATH_0000341,Household vector intervention,How many people sleep in the concession?,,variable,,,,,RIMDAMAL,,,,,,,,,
88,http://purl.obolibrary.org/obo/EUPATH_0064494,Mosquito nets in dealership,household_survey_f_arm_2020_reshaped::total_sleeping_hsc_v2_v2,,household_survey_f_arm_2020_reshaped,,Household,http://purl.obolibrary.org/obo/EUPATH_0000341,Household vector intervention,How many people sleep in the concession?,,variable,,,,,RIMDAMAL,,,,,,,,,
35,http://purl.obolibrary.org/obo/EUPATH_0064495,Mosquito nets in household,household_survey_f_arm_reshaped::bednets_hsc,,household_survey_f_arm_reshaped,,Household,http://purl.obolibrary.org/obo/EUPATH_0000341,Household vector intervention,Are there mosquito nets in the household?,,variable,,,,,RIMDAMAL,,,,,,,,,
35,http://purl.obolibrary.org/obo/EUPATH_0064495,Mosquito nets in household,household_survey_f_arm_2020_reshaped::bednets_hsc_v2,,household_survey_f_arm_2020_reshaped,,Household,http://purl.obolibrary.org/obo/EUPATH_0000341,Household vector intervention,Are there mosquito nets in the household?,,variable,,,,,RIMDAMAL,,,,,,,,,
90,http://purl.obolibrary.org/obo/EUPATH_0064496,Received new net in past few months,household_survey_f_arm_reshaped::recent_nets_hsc_v2,,household_survey_f_arm_reshaped,,Household,http://purl.obolibrary.org/obo/EUPATH_0000341,Household vector intervention,Have you received a new mosquito net in the last few months,,variable,JZ: Is it 'Personal vector intervention' rather than 'Household vector intervention'?,,,,RIMDAMAL,,,,,,,,,
92,http://purl.obolibrary.org/obo/EUPATH_0064496,Received new net in past few months,household_survey_f_arm_2020_reshaped::recent_nets_hsc_v2_v2,,household_survey_f_arm_2020_reshaped,,Household,http://purl.obolibrary.org/obo/EUPATH_0000341,Household vector intervention,Have you received a new mosquito net in the past year?,,variable,JZ: Is it 'Personal vector intervention' rather than 'Household vector intervention'?,,,,RIMDAMAL,,,,,,,,,
26,http://purl.obolibrary.org/obo/EUPATH_0064498,Replace childs old mosquito net with new one,mass_drug_administ_arm_2020_reshaped::mda5_childacd_replacenet,,mass_drug_administ_arm_2020_reshaped,,Household,http://purl.obolibrary.org/obo/EUPATH_0000341,Household vector intervention,Did you replace your child's old mosquito net with one of those new mosquito nets you received?,,variable,JZ: Is it 'Personal vector intervention' rather than 'Household vector intervention'?,,,,RIMDAMAL,,,,,,,,,
32,http://purl.obolibrary.org/obo/EUPATH_0064498,Replace childs old mosquito net with new one,mass_drug_administ_arm_reshaped::mda4_childacd_replacenet,,mass_drug_administ_arm_reshaped,,Household,http://purl.obolibrary.org/obo/EUPATH_0000341,Household vector intervention,Did you replace your child's old mosquito net with one of those new mosquito nets you received?,,value,,,,,RIMDAMAL,,,,,,,,,
91,http://purl.obolibrary.org/obo/EUPATH_0064500,Time owned bednet,household_survey_f_arm_reshaped::when_received_nets_hsc_v2,,household_survey_f_arm_reshaped,,Household,http://purl.obolibrary.org/obo/EUPATH_0000341,Household vector intervention,"if yes, how long ago",,variable,,,,,RIMDAMAL,,,,,,,,,
93,http://purl.obolibrary.org/obo/EUPATH_0064500,Time owned bednet,household_survey_f_arm_2020_reshaped::when_received_nets_hsc_v2_v2,,household_survey_f_arm_2020_reshaped,,Household,http://purl.obolibrary.org/obo/EUPATH_0000341,Household vector intervention,"if yes, how long ago",,variable,,,,,RIMDAMAL,,,,,,,,,
38,http://purl.obolibrary.org/obo/EUPATH_0064500,Time owned bednet,household_survey_f_arm_reshaped::when_recieved_net_hsc,,household_survey_f_arm_reshaped,,Household,http://purl.obolibrary.org/obo/EUPATH_0000341,Household vector intervention,"if yes, how long ago",,variable,,,,,RIMDAMAL,,,,,,,,,
39,http://purl.obolibrary.org/obo/EUPATH_0064500,Time owned bednet,household_survey_f_arm_2020_reshaped::when_recieved_net_hsc_v2,,household_survey_f_arm_2020_reshaped,,Household,http://purl.obolibrary.org/obo/EUPATH_0000341,Household vector intervention,"if yes, how long ago",,variable,,,,,RIMDAMAL,,,,,,,,,
92,http://purl.obolibrary.org/obo/EUPATH_0064501,Use new and old nets,household_survey_f_arm_reshaped::combo_nets_hsc_v2,,household_survey_f_arm_reshaped,,Household,http://purl.obolibrary.org/obo/EUPATH_0000341,Household vector intervention,"Do you only use new nets or both, old and new?",,variable,,,,,RIMDAMAL,,,,,,,,,
94,http://purl.obolibrary.org/obo/EUPATH_0064501,Use new and old nets,household_survey_f_arm_2020_reshaped::combo_nets_hsc_v2_v2,,household_survey_f_arm_2020_reshaped,,Household,http://purl.obolibrary.org/obo/EUPATH_0000341,Household vector intervention,"Do you only use new nets or both, old and new?",,variable,,,,,RIMDAMAL,,,,,,,,,
33,http://purl.obolibrary.org/obo/EUPATH_0064490,Used IRS,household_survey_f_arm_reshaped::irs_hsc,,household_survey_f_arm_reshaped,,Household,http://purl.obolibrary.org/obo/EUPATH_0000341,Household vector intervention,Has indoor insecticide spraying occurred?,,variable,,,,,RIMDAMAL,,,,,,,,,
87,http://purl.obolibrary.org/obo/EUPATH_0064490,Used IRS,household_survey_f_arm_reshaped::irs_hsc_v2,,household_survey_f_arm_reshaped,,Household,http://purl.obolibrary.org/obo/EUPATH_0000341,Household vector intervention,Has indoor insecticide spraying occurred?,,variable,,,,,RIMDAMAL,,,,,,,,,
33,http://purl.obolibrary.org/obo/EUPATH_0064490,Used IRS,household_survey_f_arm_2020_reshaped::irs_hsc_v2_b9b1f3,,household_survey_f_arm_2020_reshaped,,Household,http://purl.obolibrary.org/obo/EUPATH_0000341,Household vector intervention,Has indoor insecticide spraying occurred?,,variable,,,,,RIMDAMAL,,,,,,,,,
89,http://purl.obolibrary.org/obo/EUPATH_0064490,Used IRS,household_survey_f_arm_2020_reshaped::irs_hsc_v2_v2,,household_survey_f_arm_2020_reshaped,,Household,http://purl.obolibrary.org/obo/EUPATH_0000341,Household vector intervention,Has indoor insecticide spraying occurred?,,variable,,,,,RIMDAMAL,,,,,,,,,
25,http://purl.obolibrary.org/obo/EUPATH_0064502,Weeks since new nets received,mass_drug_administ_arm_2020_reshaped::mda5_hh_newnetsdate,,mass_drug_administ_arm_2020_reshaped,,Household,http://purl.obolibrary.org/obo/EUPATH_0000341,Household vector intervention,Approximately how many weeks ago were they received?,,variable,,,,,RIMDAMAL,,,,,,,,,
48,http://purl.obolibrary.org/obo/EUPATH_0064506,Water source in dry season,household_survey_f_arm_reshaped::source_water_dry_hsc,,household_survey_f_arm_reshaped,,Household,http://purl.obolibrary.org/obo/EUPATH_0000731,Household water,What is the water source during the dry season?,,variable,,,,,RIMDAMAL,,,,,,,,,
49,http://purl.obolibrary.org/obo/EUPATH_0064506,Water source in dry season,household_survey_f_arm_2020_reshaped::source_water_dry_hsc_v2,,household_survey_f_arm_2020_reshaped,,Household,http://purl.obolibrary.org/obo/EUPATH_0000731,Household water,What is the water source during the dry season?,,variable,,,,,RIMDAMAL,,,,,,,,,
51,http://purl.obolibrary.org/obo/EUPATH_0064507,Water source in rainy season,household_survey_f_arm_2020_reshaped::water_other_rainy_hsc_v2,,household_survey_f_arm_2020_reshaped,,Household,http://purl.obolibrary.org/obo/EUPATH_0000731,Household water,Describe the source of water during the rainy season,,variable,,,,,RIMDAMAL,,,,,,,,,
49,http://purl.obolibrary.org/obo/EUPATH_0064507,Water source in rainy season,household_survey_f_arm_reshaped::source_water_rainy_hsc,,household_survey_f_arm_reshaped,,Household,http://purl.obolibrary.org/obo/EUPATH_0000731,Household water,What is the water source during the rainy season?,,variable,,,,,RIMDAMAL,,,,,,,,,
50,http://purl.obolibrary.org/obo/EUPATH_0064507,Water source in rainy season,household_survey_f_arm_2020_reshaped::source_water_rainy_hsc_v2,,household_survey_f_arm_2020_reshaped,,Household,http://purl.obolibrary.org/obo/EUPATH_0000731,Household water,What is the water source during the rainy season?,,variable,,,,,RIMDAMAL,,,,,,,,,
53,http://purl.obolibrary.org/obo/EUPATH_0036220,Mother's education level,household_survey_f_arm_reshaped::mother_edu_level_hsc,,household_survey_f_arm_reshaped,,Participant,http://purl.obolibrary.org/obo/EUPATH_0010037,Individuals related to participant,What is the level of education of this person's mother?,,variable,,,,,RIMDAMAL,,,,,,,,,
55,http://purl.obolibrary.org/obo/EUPATH_0036220,Mother's education level,household_survey_f_arm_2020_reshaped::mother_edu_level_hsc_v2,,household_survey_f_arm_2020_reshaped,,Participant,http://purl.obolibrary.org/obo/EUPATH_0010037,Individuals related to participant,What is the level of education of this person's mother?,,variable,,,,,RIMDAMAL,,,,,,,,,
,http://purl.obolibrary.org/obo/OBI_0003040,Blood test,,,,,Sample,http://purl.obolibrary.org/obo/OBI_0000070,Laboratory test,,,category,,,,,RIMDAMAL,,,,,,,,,
,http://purl.obolibrary.org/obo/OBI_0002649,Blood microbiology test,,,,,Sample,http://purl.obolibrary.org/obo/OBI_0000070,Laboratory test,,,category,,,,,RIMDAMAL,,,,,,,,,
48,http://purl.obolibrary.org/obo/EUPATH_0064656,Severe malaria outcome,malaria_arm_reshaped::com_malaria_outcome,,malaria_arm_reshaped,,Participant,http://purl.obolibrary.org/obo/EUPATH_0042161,Medical history,Please complete the severe malaria result,"1, Recovered | 2, Recovered with sequela | 3, Death",variable,,,,,RIMDAMAL,,,,,,,,,
19,http://purl.obolibrary.org/obo/EUPATH_0064611,Medication dose and frequency,pregnancy_monitori_arm_reshaped::medpreg_dose_freq,,pregnancy_monitori_arm_reshaped,,Participant,http://purl.obolibrary.org/obo/EUPATH_0025092,Medication,"List the name of the medication(s), dose and frequency.",,variable,,,,,RIMDAMAL,,,,,,,,,
6,http://purl.obolibrary.org/obo/EUPATH_0064482,First cross sectional visit,crosssectional_sam_arm_2020_reshaped::first_visit_cross_sec,,crosssectional_sam_arm_2020_reshaped,,Participant,http://purl.obolibrary.org/obo/EUPATH_0000310,Observation details,Is this the first cross sectional visit?,,variable,,,,,RIMDAMAL,,,,,,,,,
5,http://purl.obolibrary.org/obo/BFO_0000015,Observation type,pregnancy_monitori_arm_reshaped::visit_preg_mon,,pregnancy_monitori_arm_reshaped,,Participant,http://purl.obolibrary.org/obo/EUPATH_0000310,Observation details,This is a:,"1, First pregnancy monitoring visit | 2, Follow-up pregnancy monitoring visit",variable,,,,,RIMDAMAL,,,,,,,,,
5,http://purl.obolibrary.org/obo/BFO_0000015,Observation type,pregnancy_monitori_arm_2020_reshaped::visit_preg_mon_v2,,pregnancy_monitori_arm_2020_reshaped,,Participant,http://purl.obolibrary.org/obo/EUPATH_0000310,Observation details,This is a:,"1, First pregnancy monitoring visit | 2, Follow-up pregnancy monitoring visit",variable,,,,,RIMDAMAL,,,,,,,,,
,http://purl.obolibrary.org/obo/EUPATH_0015720,Study year,,,enrollment__base_d_arm_reshaped,,Participant,http://purl.obolibrary.org/obo/EUPATH_0000310,Observation details,,,"variable, derived",,,yes,,RIMDAMAL,,,,,,,,,
,http://purl.obolibrary.org/obo/EUPATH_0015720,Study year,,,enrollment_year1_year2_arm_2020_reshaped,,Participant,http://purl.obolibrary.org/obo/EUPATH_0000310,Observation details,,,"variable, derived",,,yes,,RIMDAMAL,,,,,,,,,
,http://purl.obolibrary.org/obo/EUPATH_0015720,Study year,,,malaria_arm_reshaped,,Participant,http://purl.obolibrary.org/obo/EUPATH_0000310,Observation details,,,"variable, derived",,,yes,,RIMDAMAL,,,,,,,,,
,http://purl.obolibrary.org/obo/EUPATH_0015720,Study year,,,crosssectional_sam_arm_reshaped,,Participant,http://purl.obolibrary.org/obo/EUPATH_0000310,Observation details,,,"variable, derived",,,yes,,RIMDAMAL,,,,,,,,,
,http://purl.obolibrary.org/obo/EUPATH_0015720,Study year,,,crosssectional_sam_arm_2020_reshaped,,Participant,http://purl.obolibrary.org/obo/EUPATH_0000310,Observation details,,,"variable, derived",,,yes,,RIMDAMAL,,,,,,,,,
,http://purl.obolibrary.org/obo/EUPATH_0015720,Study year,,,active_case_detect_arm_reshaped,,Participant,http://purl.obolibrary.org/obo/EUPATH_0000310,Observation details,,,"variable, derived",,,yes,,RIMDAMAL,,,,,,,,,
,http://purl.obolibrary.org/obo/EUPATH_0015720,Study year,,,active_case_detect_arm_2020_reshaped,,Participant,http://purl.obolibrary.org/obo/EUPATH_0000310,Observation details,,,"variable, derived",,,yes,,RIMDAMAL,,,,,,,,,
,http://purl.obolibrary.org/obo/EUPATH_0015720,Study year,,,withdrawaldisconti_arm_reshaped,,Participant,http://purl.obolibrary.org/obo/EUPATH_0000310,Observation details,,,"variable, derived",,,yes,,RIMDAMAL,,,,,,,,,
,http://purl.obolibrary.org/obo/EUPATH_0015720,Study year,,,adverse_events_arm_2020_reshaped,,Participant,http://purl.obolibrary.org/obo/EUPATH_0000310,Observation details,,,"variable, derived",,,yes,,RIMDAMAL,,,,,,,,,
,http://purl.obolibrary.org/obo/EUPATH_0015720,Study year,,,mass_drug_administ_arm_reshaped,,Participant,http://purl.obolibrary.org/obo/EUPATH_0000310,Observation details,,,"variable, derived",,,yes,,RIMDAMAL,,,,,,,,,
,http://purl.obolibrary.org/obo/EUPATH_0015720,Study year,,,mass_drug_administ_arm_2020_reshaped,,Participant,http://purl.obolibrary.org/obo/EUPATH_0000310,Observation details,,,"variable, derived",,,yes,,RIMDAMAL,,,,,,,,,
,http://purl.obolibrary.org/obo/EUPATH_0015720,Study year,,,household_survey_f_arm_reshaped,,Participant,http://purl.obolibrary.org/obo/EUPATH_0000310,Observation details,,,"variable, derived",,,yes,,RIMDAMAL,,,,,,,,,
,http://purl.obolibrary.org/obo/EUPATH_0015720,Study year,,,household_survey_f_arm_2020_reshaped,,Participant,http://purl.obolibrary.org/obo/EUPATH_0000310,Observation details,,,"variable, derived",,,yes,,RIMDAMAL,,,,,,,,,
,http://purl.obolibrary.org/obo/EUPATH_0015720,Study year,,,pregnancy_monitori_arm_2020_reshaped,,Participant,http://purl.obolibrary.org/obo/EUPATH_0000310,Observation details,,,"variable, derived",,,yes,,RIMDAMAL,,,,,,,,,
,http://purl.obolibrary.org/obo/EUPATH_0015720,Study year,,,adverse_events_arm_reshaped,,Participant,http://purl.obolibrary.org/obo/EUPATH_0000310,Observation details,,,"variable, derived",,,yes,,RIMDAMAL,,,,,,,,,
,http://purl.obolibrary.org/obo/EUPATH_0015720,Study year,,,pregnancy_monitori_arm_reshaped,,Participant,http://purl.obolibrary.org/obo/EUPATH_0000310,Observation details,,,"variable, derived",,,yes,,RIMDAMAL,,,,,,,,,
,http://purl.obolibrary.org/obo/EUPATH_0015720,Study year,,,malaria_arm_2020_reshaped,,Participant,http://purl.obolibrary.org/obo/EUPATH_0000310,Observation details,,,"variable, derived",,,yes,,RIMDAMAL,,,,,,,,,
,http://purl.obolibrary.org/obo/EUPATH_0015720,Study year,,,death_report_arm_1_reshaped,,Participant,http://purl.obolibrary.org/obo/EUPATH_0000310,Observation details,,,"variable, derived",,,yes,,RIMDAMAL,,,,,,,,,
,http://purl.obolibrary.org/obo/EUPATH_0015720,Study year,,,death_report_arm_2020_reshaped,,Participant,http://purl.obolibrary.org/obo/EUPATH_0000310,Observation details,,,"variable, derived",,,yes,,RIMDAMAL,,,,,,,,,
5,http://purl.obolibrary.org/obo/EUPATH_0064483,Visit type,crosssectional_sam_arm_reshaped::visit_type_cross_sec,,crosssectional_sam_arm_reshaped,,Participant,http://purl.obolibrary.org/obo/EUPATH_0000310,Observation details,,,variable,"JZ: Whether it means scheduled or unscheduled, if so, see term: http://purl.obolibrary.org/obo/EUPATH_0000311 clinical visit type information",,,,RIMDAMAL,,,,,,,,,
5,http://purl.obolibrary.org/obo/EUPATH_0064483,Visit type,crosssectional_sam_arm_2020_reshaped::visit_type_cross_sec_v2,,crosssectional_sam_arm_2020_reshaped,,Participant,http://purl.obolibrary.org/obo/EUPATH_0000310,Observation details,,,variable,,,,,RIMDAMAL,,,,,,,,,
8,http://purl.obolibrary.org/obo/EUPATH_0064579,Dose 1,mass_drug_administ_arm_reshaped::mda1_admin_check___1,,mass_drug_administ_arm_reshaped,,Participant,http://purl.obolibrary.org/obo/EUPATH_0064620,"Observed ingestion of current dose, MDA",,,value,"JZ: label changed to 'Observed ingestion of current dose, MDA' to match the added term",yes,,,RIMDAMAL,,,,,,,,,
14,http://purl.obolibrary.org/obo/EUPATH_0064579,Dose 1,mass_drug_administ_arm_2020_reshaped::mda5_admin_check___1,,mass_drug_administ_arm_2020_reshaped,,Participant,http://purl.obolibrary.org/obo/EUPATH_0064620,"Observed ingestion of current dose, MDA",,,value,,yes,,,RIMDAMAL,,,,,,,,,
9,http://purl.obolibrary.org/obo/EUPATH_0064580,Dose 2,mass_drug_administ_arm_reshaped::mda1_admin_check___2,,mass_drug_administ_arm_reshaped,,Participant,http://purl.obolibrary.org/obo/EUPATH_0064620,"Observed ingestion of current dose, MDA",,,value,,yes,,,RIMDAMAL,,,,,,,,,
15,http://purl.obolibrary.org/obo/EUPATH_0064580,Dose 2,mass_drug_administ_arm_2020_reshaped::mda5_admin_check___2,,mass_drug_administ_arm_2020_reshaped,,Participant,http://purl.obolibrary.org/obo/EUPATH_0064620,"Observed ingestion of current dose, MDA",,,value,,yes,,,RIMDAMAL,,,,,,,,,
10,http://purl.obolibrary.org/obo/EUPATH_0064581,Dose 3,mass_drug_administ_arm_reshaped::mda1_admin_check___3,,mass_drug_administ_arm_reshaped,,Participant,http://purl.obolibrary.org/obo/EUPATH_0064620,"Observed ingestion of current dose, MDA",,,value,,yes,,,RIMDAMAL,,,,,,,,,
16,http://purl.obolibrary.org/obo/EUPATH_0064581,Dose 3,mass_drug_administ_arm_2020_reshaped::mda5_admin_check___3,,mass_drug_administ_arm_2020_reshaped,,Participant,http://purl.obolibrary.org/obo/EUPATH_0064620,"Observed ingestion of current dose, MDA",,,value,,yes,,,RIMDAMAL,,,,,,,,,
13,http://purl.obolibrary.org/obo/EUPATH_0064568,Child with congenital abnormalities,pregnancy_monitori_arm_reshaped::congen_abnormalities,,pregnancy_monitori_arm_reshaped,,Participant,http://purl.obolibrary.org/obo/ONTONEO_00000225,Obstetric history,Has the participant had any children with congenital abnormalities?,,variable,,,,,RIMDAMAL,,,,,,,,,
13,http://purl.obolibrary.org/obo/EUPATH_0064568,Child with congenital abnormalities,pregnancy_monitori_arm_2020_reshaped::congen_abnormalities_v2,,pregnancy_monitori_arm_2020_reshaped,,Participant,http://purl.obolibrary.org/obo/ONTONEO_00000225,Obstetric history,Has the participant had any children with congenital abnormalities?,,variable,,,,,RIMDAMAL,,,,,,,,,
8,http://purl.obolibrary.org/obo/EUPATH_0042079,Full term deliveries count,pregnancy_monitori_arm_reshaped::fullterm_birth,,pregnancy_monitori_arm_reshaped,,Participant,http://purl.obolibrary.org/obo/ONTONEO_00000225,Obstetric history,How many previous full-term births has the participant had?,,variable,,,,,RIMDAMAL,,,,,,,,,
8,http://purl.obolibrary.org/obo/EUPATH_0042079,Full term deliveries count,pregnancy_monitori_arm_2020_reshaped::fullterm_birth_v2,,pregnancy_monitori_arm_2020_reshaped,,Participant,http://purl.obolibrary.org/obo/ONTONEO_00000225,Obstetric history,How many previous full-term births has the participant had?,,variable,,,,,RIMDAMAL,,,,,,,,,
9,http://purl.obolibrary.org/obo/EUPATH_0064626,Post-term birth count,pregnancy_monitori_arm_reshaped::postterm_birth,,pregnancy_monitori_arm_reshaped,,Participant,http://purl.obolibrary.org/obo/ONTONEO_00000225,Obstetric history,How many previous post-term births has the participant had?,,variable,,,,,RIMDAMAL,,,,,,,,,
9,http://purl.obolibrary.org/obo/EUPATH_0064626,Post-term birth count,pregnancy_monitori_arm_2020_reshaped::postterm_birth_v2,,pregnancy_monitori_arm_2020_reshaped,,Participant,http://purl.obolibrary.org/obo/ONTONEO_00000225,Obstetric history,How many previous post-term births has the participant had?,,variable,,,,,RIMDAMAL,,,,,,,,,
21,http://purl.obolibrary.org/obo/EUPATH_0064627,Pregnancy detected outside MDA period,pregnancy_monitori_arm_reshaped::preg_other_per,,pregnancy_monitori_arm_reshaped,,Participant,http://purl.obolibrary.org/obo/ONTONEO_00000225,Obstetric history,Pregnancy was detected in a period other than the MDA,,variable,,,,,RIMDAMAL,,,,,,,,,
20,http://purl.obolibrary.org/obo/EUPATH_0064627,Pregnancy detected outside MDA period,pregnancy_monitori_arm_2020_reshaped::preg_other_per_v2,,pregnancy_monitori_arm_2020_reshaped,,Participant,http://purl.obolibrary.org/obo/ONTONEO_00000225,Obstetric history,Pregnancy was detected in a period other than the MDA,,variable,,,,,RIMDAMAL,,,,,,,,,
7,http://purl.obolibrary.org/obo/EUPATH_0042130,Preterm births count,pregnancy_monitori_arm_reshaped::preterm_birth,,pregnancy_monitori_arm_reshaped,,Participant,http://purl.obolibrary.org/obo/ONTONEO_00000225,Obstetric history,How many previous preterm births has the participant had?,,variable,,,,,RIMDAMAL,,,,,,,,,
7,http://purl.obolibrary.org/obo/EUPATH_0042130,Preterm births count,pregnancy_monitori_arm_2020_reshaped::preterm_birth_v2,,pregnancy_monitori_arm_2020_reshaped,,Participant,http://purl.obolibrary.org/obo/ONTONEO_00000225,Obstetric history,How many previous preterm births has the participant had?,,variable,,,,,RIMDAMAL,,,,,,,,,
6,http://purl.obolibrary.org/obo/EUPATH_0051011,Previous pregnancies count,pregnancy_monitori_arm_reshaped::previous_pregnancy,,pregnancy_monitori_arm_reshaped,,Participant,http://purl.obolibrary.org/obo/ONTONEO_00000225,Obstetric history,How many times has the participant been previously pregnant?,,variable,,,,,RIMDAMAL,,,,,,,,,
6,http://purl.obolibrary.org/obo/EUPATH_0051011,Previous pregnancies count,pregnancy_monitori_arm_2020_reshaped::previous_pregnancy_v2,,pregnancy_monitori_arm_2020_reshaped,,Participant,http://purl.obolibrary.org/obo/ONTONEO_00000225,Obstetric history,How many times has the participant been previously pregnant?,,variable,,,,,RIMDAMAL,,,,,,,,,
10,http://purl.obolibrary.org/obo/EUPATH_0064630,Previous stillbirth count,pregnancy_monitori_arm_reshaped::stillbirth,,pregnancy_monitori_arm_reshaped,,Participant,http://purl.obolibrary.org/obo/ONTONEO_00000225,Obstetric history,How many previous still births has the participant had?,,variable,,,,,RIMDAMAL,,,,,,,,,
11,http://purl.obolibrary.org/obo/NCIT_C120837,Spontaneous abortions count,pregnancy_monitori_arm_reshaped::abortion_miscarriage,,pregnancy_monitori_arm_reshaped,,Participant,http://purl.obolibrary.org/obo/ONTONEO_00000225,Obstetric history,How many previous spontaneous abortions/miscarriages has the participant had?,,variable,,,,,RIMDAMAL,,,,,,,,,
11,http://purl.obolibrary.org/obo/NCIT_C120837,Spontaneous abortions count,pregnancy_monitori_arm_2020_reshaped::abortion_miscarriage_v2,,pregnancy_monitori_arm_2020_reshaped,,Participant,http://purl.obolibrary.org/obo/ONTONEO_00000225,Obstetric history,How many previous spontaneous abortions/miscarriages has the participant had?,,variable,,,,,RIMDAMAL,,,,,,,,,
37,http://purl.obolibrary.org/obo/EUPATH_0064564,Child healthy at birth,pregnancy_monitori_arm_reshaped::child_healthy,,pregnancy_monitori_arm_reshaped,,Participant,http://purl.obolibrary.org/obo/EUPATH_0042002,Obstetrics,Was the child healthy at birth?,,variable,,,,,RIMDAMAL,,,,,,,,,
35,http://purl.obolibrary.org/obo/EUPATH_0064564,Child healthy at birth,pregnancy_monitori_arm_2020_reshaped::child_healthy_v2,,pregnancy_monitori_arm_2020_reshaped,,Participant,http://purl.obolibrary.org/obo/EUPATH_0042002,Obstetrics,Was the child healthy at birth?,,variable,,,,,RIMDAMAL,,,,,,,,,
38,http://purl.obolibrary.org/obo/EUPATH_0064565,Child hospitalised in first month of life,pregnancy_monitori_arm_reshaped::child_hosp,,pregnancy_monitori_arm_reshaped,,Participant,http://purl.obolibrary.org/obo/EUPATH_0042002,Obstetrics,Was the child hospitalized in the first month of life?,,variable,,,,,RIMDAMAL,,,,,,,,,
36,http://purl.obolibrary.org/obo/EUPATH_0064565,Child hospitalised in first month of life,pregnancy_monitori_arm_2020_reshaped::child_hosp_v2,,pregnancy_monitori_arm_2020_reshaped,,Participant,http://purl.obolibrary.org/obo/EUPATH_0042002,Obstetrics,Was the child hospitalized in the first month of life?,,variable,,,,,RIMDAMAL,,,,,,,,,
