ID,label,datasets,contain_unit
EUPATH_0000368,Garbage disposal,icemr_amazoniaBrazil | icemr_amazoniaPeru_long,No
EUPATH_0033184,Gastric aspirate collected,gates_perch,No
EUPATH_0033185,Gastric aspirate collection date,gates_perch,No
EUPATH_0033186,Gastric aspirate collection time,gates_perch,No
HP_0011024,Gastrointestinal,general/general_promote_mothers,No
EUPATH_0042164,Gastrointestinal symptom,general/general_promote_mothers,No
EUPATH_0041042,"Gastrointestinal, hepatic, spleen condition",general/general_crompton,No
EUPATH_0041041,"Gastrointestinal, hepatic, spleen condition end date",general/general_crompton,No
EUPATH_0041043,"Gastrointestinal, hepatic, spleen condition start date",general/general_crompton,No
OMRSE_00000209,Gender,general/general_nhs,No
EUPATH_0041085,General appearance exam findings,general/general_crompton,No
HP_0000119,Genitourinary,general/general_promote_mothers,No
EFO_0009663,Genitourinary condition,general/general_crompton,No
EUPATH_0041044,Genitourinary condition end date,general/general_crompton,No
EUPATH_0041046,Genitourinary condition start date,general/general_crompton,No
EUPATH_0042165,Genitourinary symptom,general/general_promote_mothers,No
EUPATH_0036413,Gestational age assessment date,gates_provide,No
NCIT_C124435,Gestational age at delivery,general/general_promote_mothers,No
EUPATH_0042082,Gestational age at enrollment,general/general_promote_mothers,No
EUPATH_0036414,Gestational age score,gates_provide,No
EUPATH_0015360,"Giardia Ct value, by TAC result",gates_gems | gates_vida | gates_maled_phase3 | gates_provide,No
EUPATH_0036324,"Giardia Ct value, by qPCR result",gates_provide,No
EUPATH_0010592,Giardia ELISA performed,gates_maled_phase3,No
EUPATH_0015358,"Giardia assemblage A Ct value, by TAC result",gates_gems | gates_vida | gates_maled_phase3 | gates_provide,No
EUPATH_0015359,"Giardia assemblage B Ct value, by TAC result",gates_gems | gates_vida | gates_maled_phase3 | gates_provide,No
EUPATH_0011004,"Giardia lamblia, by microscopy result",gates_maled_phase3,No
EUPATH_0010788,"Giardia, by ELISA result",gates_maled_phase3,No
EUPATH_0010421,Given antibiotic before stool collection,gates_gems1a | gates_gems | gates_vida,No
EUPATH_0010141,Given stored water for drinking,gates_gems1a | gates_gems | gates_vida,No
EUPATH_0010151,Given untreated water,gates_gems1a | gates_gems,No
EUPATH_0023020,Glasgow coma score - eye,icemr_southAsia,No
EUPATH_0023021,Glasgow coma score - motor,icemr_southAsia,No
EUPATH_0023022,Glasgow coma score - total,icemr_southAsia,No
EUPATH_0023023,Glasgow coma score - verbal,icemr_southAsia,No
EUPATH_0021294,Go outside at night to toilet,icemr_india_behavior,No
EUPATH_0037005,Goat count,gates_washbKenya,No
EUPATH_0021106,Good health at last visit,icemr_india_feverSurv,No
EUPATH_0030129,Grade in school at enrollment,gates_scoreZanzibar,No
EUPATH_0011096,Grain count,gates_maled_phase3,No
EUPATH_0011659,Grains,gates_maled_phase3,No
EUPATH_0033100,Gram stain date,gates_perch,No
EUPATH_0033445,Gram stain date,gates_perch,No
EUPATH_0032509,Gram-negative cocci result,gates_perch,No
EUPATH_0032510,Gram-negative coccobacilli result,gates_perch,No
EUPATH_0032511,Gram-negative diplococci result,gates_perch,No
EUPATH_0032512,Gram-negative rods result,gates_perch,No
EUPATH_0032513,Gram-positive cocci in chains result,gates_perch,No
EUPATH_0032514,Gram-positive cocci in cluster result,gates_perch,No
EUPATH_0032515,Gram-positive cocci single result,gates_perch,No
EUPATH_0032516,Gram-positive diplococci result,gates_perch,No
EUPATH_0032517,Gram-positive rods result,gates_perch,No
EUPATH_0000197,Gravid Anopheles funestus count,icemr_prism2 | icemr_prism | gates_llineup,No
EUPATH_0000198,Gravid Anopheles gambiae count,icemr_prism2 | icemr_prism | gates_llineup,No
EUPATH_0020086,Gravid/semigravid  other Anopheles species count,icemr_prism2,No
EUPATH_0042083,Gravidity,general/general_promote_mothers,No
EUPATH_0011285,Greater than 100% lactulose excreted,gates_maled_phase3,No
EUPATH_0011297,Greater than 100% mannitol excreted,gates_maled_phase3,No
EUPATH_0036039,Gross motor raw score,gates_provide,No
EUPATH_0036040,Gross motor scaled score,gates_provide,No
EUPATH_0048063,Gross motor score,gates_shine,No
EUPATH_0033191,HIV exposed,gates_perch,No
EUPATH_0033192,HIV exposed categorization,gates_perch,No
EUPATH_0033193,HIV status,gates_perch | gates_shine | gates_ganc,No
EUPATH_0048067,HIV status,gates_shine,No
EUPATH_0042085,"HIV, by RDT",general/general_promote_mothers,No
EUPATH_0036294,HLA-A allele 1,gates_provide,No
EUPATH_0036295,HLA-A allele 2,gates_provide,No
EUPATH_0036296,HLA-B allele 1,gates_provide,No
EUPATH_0036297,HLA-B allele 2,gates_provide,No
EUPATH_0036298,HLA-DQA1 allele 1,gates_provide,No
EUPATH_0036299,HLA-DQA1 allele 2,gates_provide,No
EUPATH_0036300,HLA-DQB1 allele 1,gates_provide,No
EUPATH_0036301,HLA-DQB1 allele 2,gates_provide,No
EUPATH_0036302,HLA-DRB1 allele 1,gates_provide,No
EUPATH_0036303,HLA-DRB1 allele 2,gates_provide,No
EUPATH_0036304,"HLA-DRB3,4,5 allele 1",gates_provide,No
EUPATH_0036305,"HLA-DRB3,4,5 allele 2",gates_provide,No
EUPATH_0041086,Hackett spleen index,general/general_crompton,No
EUPATH_0011141,Had to eat a limited variety of foods last month,gates_maled_phase3,No
EUPATH_0032518,"Haemophilus haemolyticus, by culture result",gates_perch,No
EUPATH_0032520,"Haemophilus influenzae Ct value, by multiplexed qPCR result",gates_perch,No
EUPATH_0032663,"Haemophilus influenzae Ct value, by multiplexed qPCR result",gates_perch,No
EUPATH_0032755,"Haemophilus influenzae Ct value, by multiplexed qPCR result",gates_perch,No
EUPATH_0033019,"Haemophilus influenzae Ct value, by multiplexed qPCR result",gates_perch,No
EUPATH_0032209,"Haemophilus influenzae serotype, by culture result",gates_perch,No
EUPATH_0033447,"Haemophilus influenzae serotype, by culture result",gates_perch,No
EUPATH_0033452,"Haemophilus influenzae serotype, by culture result",gates_perch,No
EUPATH_0032522,"Haemophilus influenzae type B Ct value, by multiplexed qPCR result",gates_perch,No
EUPATH_0032665,"Haemophilus influenzae type B Ct value, by multiplexed qPCR result",gates_perch,No
EUPATH_0032757,"Haemophilus influenzae type B Ct value, by multiplexed qPCR result",gates_perch,No
EUPATH_0033021,"Haemophilus influenzae type B Ct value, by multiplexed qPCR result",gates_perch,No
EUPATH_0033188,Haemophilus influenzae type B vaccine doses 14 days before enrollment,gates_perch,No
EUPATH_0033189,Haemophilus influenzae type B vaccine status,gates_perch,No
EUPATH_0032523,"Haemophilus influenzae type B, by culture result",gates_perch,No
EUPATH_0032978,"Haemophilus influenzae, by absolute qPCR",gates_perch,No
EUPATH_0032524,"Haemophilus influenzae, by culture result",gates_perch,No
EUPATH_0032525,"Haemophilus parahaemolyticus, by culture result",gates_perch,No
EUPATH_0032526,"Haemophilus parainfluenzae, by culture result",gates_perch,No
EUPATH_0032527,"Haemophilus, by culture result",gates_perch,No
EUPATH_0010112,Hand washing location,gates_gems1a | gates_gems | gates_shine,No
EUPATH_0048064,Hand washing location within 10 m,gates_shine,No
EUPATH_0000035,HbS genotype,icemr_prism,No
EUPATH_0025029,"Head and thorax, abdomen collected",icemr_malawi,No
EUPATH_0025030,"Head and thorax, leg, abdomen collected",icemr_malawi,No
EUPATH_0000682,Head circumference-for-age z-score,gates_shine | gates_maled_phase3,No
EUPATH_0035076,Head circumference-for-age z-score flag,gates_washbBangladesh,No
EUPATH_0035075,"Head circumference-for-age z-score, using median circumference",gates_washbKenya | gates_washbBangladesh,No
NCIT_C92783,Head descent,general/general_promote_mothers,No
EUPATH_0041048,"Head, ears, eyes, nose, and throat condition",general/general_crompton,No
EUPATH_0041047,"Head, ears, eyes, nose, and throat condition end date",general/general_crompton,No
EUPATH_0041049,"Head, ears, eyes, nose, and throat condition start date",general/general_crompton,No
EUPATH_0041087,"Head, ears, eyes, nose, and throat exam findings",general/general_crompton,No
HP_0002315,Headache,icemr_india_gujarat | icemr_indian_cx | icemr_malawi | icemr_india_feverSurv | icemr_prism2 | icemr_amazoniaPeru_long | general/general_promote_mothers | icemr_prism | general/general_crompton | icemr_indian,No
EUPATH_0025071,Headache duration units,icemr_malawi,No
EUPATH_0010066,Health at 60 day follow-up visit,gates_gems1a | gates_gems | gates_vida,No
EUPATH_0025072,Health center,general/general_umsp | gates_vida | general/general_hcq_non_randomized | general/general_nhs | icemr_malawi | icemr_westAfrica,No
EUPATH_0010068,Health facility code,gates_gems1a | gates_gems | gates_vida,No
EUPATH_0020213,Health facility distance,icemr_prism2 | general/general_promote_mothers | icemr_india_behavior | gates_llineup,No
EUPATH_0020214,Health facility distance categorization,icemr_prism2 | gates_llineup,No
EUPATH_0010069,Health facility name,gates_gems1a | gates_gems,No
EUPATH_0044120,Health sub-district,gates_llineup,No
EUPATH_0036415,Heel to ear,gates_provide,No
EUPATH_0011894,Height-for-age z-score,gates_maled_phase3 | gates_provide,No
EUPATH_0015361,"Helicobacter pylori Ct value, by TAC result",gates_gems | gates_vida | gates_maled_phase3 | gates_provide,No
EUPATH_0015430,Helminth RT-PCR performed,gates_gems1a,No
EUPATH_0030173,Hemastix test results,gates_scoreFiveCountry,No
EUPATH_0041051,"Hematological, lymphatic condition",general/general_crompton,No
EUPATH_0041050,"Hematological, lymphatic condition end date",general/general_crompton,No
EUPATH_0041052,"Hematological, lymphatic condition start date",general/general_crompton,No
EUPATH_0048065,Hematuria,gates_shine,No
EUPATH_0027005,Hemoglobin measurement performed,gates_llineup | icemr_westAfrica | general/general_crompton,No
EUPATH_0011196,Hemolysis,gates_maled_phase3,No
EUPATH_0000383,Home ownership,icemr_amazoniaPeru_long | gates_provide,No
EUPATH_0045001,Home postcode,general/general_nhs,No
EUPATH_0045002,"Home postcode, CCG",general/general_nhs,No
EUPATH_0010734,"Hookworm, by microscopy",gates_scoreBurundi | gates_scoreRwanda | gates_maled_phase3 | gates_scoreSeasonal | gates_provide,No
EUPATH_0022196,Horse count,icemr_amazoniaBrazil,No
EUPATH_0010014,Hospital Center,gates_gems_huas | gates_gems1a | gates_gems | gates_vida | gates_gems1a_huas | gates_vida_hucs_kenya | gates_vida_hucs_gambia_mali,No
EUPATH_0000319,Hospital admission date,icemr_india_gujarat | gates_perch | icemr_prism2 | icemr_prism,No
EUPATH_0021173,Hospital admission time,icemr_india_gujarat,No
EUPATH_0015550,Hospital admitted 1st choice,gates_gems_huas | gates_gems1a_huas,No
EUPATH_0015703,Hospital admitted 1st choice SHC,gates_gems1a_huas,No
EUPATH_0015551,Hospital admitted 2nd choice,gates_gems_huas | gates_gems1a_huas,No
EUPATH_0015704,Hospital admitted 2nd choice SHC,gates_gems1a_huas,No
EUPATH_0015552,Hospital admitted 3rd choice,gates_gems_huas | gates_gems1a_huas,No
EUPATH_0015705,Hospital admitted 3rd choice SHC,gates_gems1a_huas,No
EUPATH_0000320,Hospital discharge date,icemr_india_gujarat | gates_vida | gates_perch | icemr_prism,No
EUPATH_0031057,Hospital discharge time,gates_vida,No
EUPATH_0015534,Hospital/center of first choice,gates_gems_huas,No
EUPATH_0015535,Hospital/center of second choice,gates_gems_huas,No
EUPATH_0015536,Hospital/center of third choice,gates_gems_huas,No
EUPATH_0022074,Hospitalization city,icemr_amazoniaBrazil,No
EUPATH_0022075,"Hospitalization city, 2",icemr_amazoniaBrazil,No
EUPATH_0022076,"Hospitalization city, 3",icemr_amazoniaBrazil,No
EUPATH_0010266,"Hospitalization or visit, consultation expenses",gates_gems1a | gates_gems,No
EUPATH_0010268,"Hospitalization or visit, diagnostic expenses",gates_gems1a | gates_gems,No
EUPATH_0010267,"Hospitalization or visit, drug expenses",gates_gems1a | gates_gems,No
EUPATH_0010269,"Hospitalization or visit, food expenses",gates_gems1a | gates_gems,No
EUPATH_0010271,"Hospitalization or visit, other expenses",gates_gems1a | gates_gems,No
EUPATH_0010272,"Hospitalization or visit, total expenses",gates_gems1a | gates_gems,No
EUPATH_0022088,Hospitalization reason,icemr_amazoniaBrazil,No
EUPATH_0022089,"Hospitalization reason, 2",icemr_amazoniaBrazil,No
EUPATH_0022090,"Hospitalization reason, 3",icemr_amazoniaBrazil,No
EUPATH_0022071,Hospitalization year,icemr_amazoniaBrazil,No
EUPATH_0022072,"Hospitalization year, 2",icemr_amazoniaBrazil,No
EUPATH_0022073,"Hospitalization year, 3",icemr_amazoniaBrazil,No
EUPATH_0010995,Hospitalized,gates_gems1a | gates_vida | icemr_prism2 | general/general_promote_mothers | gates_maled_phase3,No
EUPATH_0022080,Hospitalized ever,icemr_amazoniaBrazil,No
EUPATH_0010347,Hospitalized more than 60 days,gates_gems1a | gates_gems | gates_vida,No
EUPATH_0036193,Hours since last oral intake,gates_provide,No
EUPATH_0000094,Household ID,gates_shine,No
EUPATH_0044136,Household ITNs,general/general_promote_mothers | icemr_india_behavior | gates_llineup,No
EUPATH_0021265,Household antimalarial medication,icemr_india_behavior,No
EUPATH_0021264,Household antimalarial medication available,icemr_india_behavior,No
EUPATH_0024184,Household appliances,icemr_southernAfrica,No
EUPATH_0024124,Household bednet count,icemr_southernAfrica,No
EUPATH_0020232,Household bednets,icemr_prism2 | general/general_promote_mothers | gates_llineup | general/general_crompton,No
EUPATH_0021245,Household coil use frequency,icemr_india_behavior,No
EUPATH_0021244,Household coil use time,icemr_india_behavior,No
EUPATH_0024221,Household cooking fuel,icemr_southernAfrica,No
EUPATH_0021085,Household data collection date,icemr_indian_cx | icemr_southernAfrica | icemr_malawi | icemr_southeastAsia | icemr_prism2 | icemr_amazoniaPeru_long | general/general_promote_mothers | gates_maled_phase3 | icemr_india_behavior | gates_provide | gates_llineup | general/general_crompton | icemr_indian,No
EUPATH_0025024,Household directions collected,icemr_malawi,No
EUPATH_0024222,Household drinking water source,icemr_southernAfrica,No
EUPATH_0025025,Household had another child enrolled in study in past year,icemr_malawi,No
EUPATH_0024180,Household head employed,icemr_southernAfrica,No
EUPATH_0024181,Household head's education level,icemr_southernAfrica | icemr_india_behavior,No
EUPATH_0021235,Household head's occupation,icemr_india_behavior,No
EUPATH_0044152,Household head's sex,gates_llineup,No
EUPATH_0021248,Household mat use frequency,icemr_india_behavior,No
EUPATH_0021247,Household mat use time,icemr_india_behavior,No
EUPATH_0036216,Household member listens to or watches radio or TV,gates_provide,No
EUPATH_0036217,Household member reads newspaper,gates_provide,No
EUPATH_0015467,Household observation type,icemr_indian_cx | gates_gems1a | gates_gems | icemr_indian,No
EUPATH_0020233,Household screening date,icemr_prism2,No
EUPATH_0020101,Household status in PRISM1,icemr_prism2,No
EUPATH_0044122,Household study timepoint | Study timepoint for household assessment,icemr_amazoniaBrazil | gates_vida_hucs_kenya | gates_washbKenya | gates_llineup | gates_washbBangladesh,No
EUPATH_0021251,Household vaporizer use frequency,icemr_india_behavior,No
EUPATH_0021250,Household vaporizer use time,icemr_india_behavior,No
EUPATH_0024185,Household vehicles,icemr_southernAfrica,No
EUPATH_0025075,Household visit status,icemr_malawi | general/general_promote_mothers,No
EUPATH_0000143,"Household wealth index, categorical",gates_gems_huas | gates_gems1a | gates_gems | icemr_prism2 | general/general_promote_mothers | icemr_prism | gates_llineup,No
EUPATH_0000014,"Household wealth index, numerical",gates_gems_huas | gates_gems1a | icemr_amazoniaBrazil | gates_gems | icemr_prism2 | gates_maled_phase3 | icemr_prism | gates_llineup,No
EUPATH_0010236,Households sharing human waste disposal facility,gates_gems1a | gates_gems | gates_vida,No
EUPATH_0021274,How mobile phone aids malaria treatment,icemr_india_behavior,No
EUPATH_0048068,Hub,gates_shine,No
EUPATH_0032586,"Human bocavirus Ct value, by multiplexed qPCR result",gates_perch,No
EUPATH_0032693,"Human bocavirus Ct value, by multiplexed qPCR result",gates_perch,No
EUPATH_0032786,"Human bocavirus Ct value, by multiplexed qPCR result",gates_perch,No
EUPATH_0033049,"Human bocavirus Ct value, by multiplexed qPCR result",gates_perch,No
EUPATH_0032695,"Human metapneumonoviruses A/B Ct value, by multiplexed qPCR result",gates_perch,No
EUPATH_0032788,"Human metapneumonoviruses A/B Ct value, by multiplexed qPCR result",gates_perch,No
EUPATH_0033051,"Human metapneumonoviruses A/B Ct value, by multiplexed qPCR result",gates_perch,No
EUPATH_0032588,"Human metapneumovirus A/B Ct value, by multiplexed qPCR result",gates_perch,No
EUPATH_0032590,"Human respiratory syncytial viruses A/B Ct value, by multiplexed qPCR result",gates_perch,No
EUPATH_0032697,"Human respiratory syncytial viruses A/B Ct value, by multiplexed qPCR result",gates_perch,No
EUPATH_0032790,"Human respiratory syncytial viruses A/B Ct value, by multiplexed qPCR result",gates_perch,No
EUPATH_0033053,"Human respiratory syncytial viruses A/B Ct value, by multiplexed qPCR result",gates_perch,No
EUPATH_0000335,Human waste facilities,gates_gems1a | gates_gems | gates_vida | icemr_malawi | icemr_prism2 | gates_shine | icemr_amazoniaPeru_long | general/general_promote_mothers | icemr_india_behavior | icemr_prism | gates_provide | gates_llineup | gates_ganc,No
EUPATH_0036194,Hydrogen breath testing completed,gates_provide,No
EUPATH_0011864,"Hymenolepis nana Ct value, by TAC result",gates_maled_phase3,No
EUPATH_0021174,Hyperparasitemia,icemr_india_gujarat,No
EUPATH_0033194,Hypoxia,gates_perch,No
EUPATH_0024173,IRS refused,icemr_southernAfrica,No
EUPATH_0041014,ITN bednet count,icemr_amazoniaBrazil | icemr_india_behavior | gates_llineup | general/general_crompton,No
EUPATH_0044126,ITN bednet count categorization,gates_llineup,No
EUPATH_0000398,"ITN bednet count, treated less than 6 months ago",icemr_indian_cx | icemr_indian,No
EUPATH_0000399,"ITN bednet count, treated more than 6 months ago",icemr_indian_cx | icemr_indian,No
EUPATH_0041015,ITN bednet use frequency,general/general_crompton,No
EUPATH_0021240,ITN defects,icemr_india_behavior,No
EUPATH_0000216,ITN last night,icemr_amazoniaBrazil | icemr_prism2 | general/general_promote_mothers | icemr_india_behavior | icemr_prism | gates_llineup,No
EUPATH_0021241,ITN repaired,icemr_india_behavior,No
EUPATH_0021238,ITN source,icemr_india_behavior,No
EUPATH_0021297,ITN use frequency,icemr_india_behavior,No
EUPATH_0044137,ITNs per person,gates_llineup,No
EUPATH_0015549,IV & hospital admission,gates_gems_huas,No
EUPATH_0031101,IV or oral rehydration,gates_vida | gates_provide,No
EUPATH_0000417,Ill now,icemr_indian_cx | icemr_india_feverSurv | icemr_india_behavior | icemr_indian,No
EUPATH_0010394,Illness since enrollment visit,gates_gems1a | gates_gems | gates_vida,No
EUPATH_0011927,Illness surveillance data present today,gates_maled_phase3,No
EUPATH_0031004,Immunization card,gates_vida | gates_vida_hucs_kenya | gates_vida_hucs_gambia_mali,No
EUPATH_0042039,Immunology sample collected,general/general_promote_mothers,No
EUPATH_0048013,Imporoved latrine path,gates_shine,No
EUPATH_0031228,Improved drinking water source,gates_vida | gates_shine,No
EUPATH_0035008,Improved floor material,gates_shine | gates_washbBangladesh,No
EUPATH_0037007,Improved latrine | Improved Latrine,gates_washbKenya | gates_shine,No
EUPATH_0035006,Improved roof material,gates_washbBangladesh,No
EUPATH_0031229,Improved sanitation,gates_vida,No
EUPATH_0035007,Improved wall material,gates_washbBangladesh,No
EUPATH_0022248,In forest at night,icemr_amazoniaBrazil,No
EUPATH_0037020,Included in diarrhea analysis,gates_washbKenya,No
EUPATH_0010277,Income days lost while seeking care,gates_gems1a | gates_gems,No
EUPATH_0015603,"Income days lost, prior care",gates_gems_huas,No
EUPATH_0011601,Income score,gates_maled_phase3,No
EUPATH_0010556,Incomplete follow-up,gates_maled_phase3,No
EUPATH_0031399,"Inconsistent AMR test, Shigella",gates_vida,No
EUPATH_0011333,Incorrect dose of L:M solution,gates_maled_phase3,No
EUPATH_0015432,Index case enrolled as MSD or LSD,gates_gems1a,No
EUPATH_0036570,Individual with protocol deviation,gates_provide,No
EUPATH_0010540,"Indrawing, fieldworker assessment",gates_maled_phase3,No
EUPATH_0033197,Induced sputum PCR reported,gates_perch,No
EUPATH_0033196,Induced sputum culture reported,gates_perch,No
EUPATH_0033198,Induced sputum sample collected,gates_perch,No
EUPATH_0042175,Infant 2 alive or stillborn,general/general_promote_mothers,No
EUPATH_0042207,Infant 2 birth complications,general/general_promote_mothers,No
EUPATH_0042220,Infant 2 delivery location,general/general_promote_mothers,No
EUPATH_0042227,Infant 2 delivery year,general/general_promote_mothers,No
EUPATH_0042195,Infant 2 full term or premature,general/general_promote_mothers,No
EUPATH_0042201,Infant 2 mode of delivery,general/general_promote_mothers,No
EUPATH_0042213,Infant 2 sex,general/general_promote_mothers,No
EUPATH_0042189,Infant 2 still alive,general/general_promote_mothers,No
EUPATH_0042176,Infant 3 alive or stillborn,general/general_promote_mothers,No
EUPATH_0042208,Infant 3 birth complications,general/general_promote_mothers,No
EUPATH_0042221,Infant 3 delivery location,general/general_promote_mothers,No
EUPATH_0042228,Infant 3 delivery year,general/general_promote_mothers,No
EUPATH_0042196,Infant 3 full term or premature,general/general_promote_mothers,No
EUPATH_0042202,Infant 3 mode of delivery,general/general_promote_mothers,No
EUPATH_0042214,Infant 3 sex,general/general_promote_mothers,No
EUPATH_0042190,Infant 3 still alive,general/general_promote_mothers,No
EUPATH_0042177,Infant 4 alive or stillborn,general/general_promote_mothers,No
EUPATH_0042209,Infant 4 birth complications,general/general_promote_mothers,No
EUPATH_0042222,Infant 4 delivery location,general/general_promote_mothers,No
EUPATH_0042229,Infant 4 delivery year,general/general_promote_mothers,No
EUPATH_0042197,Infant 4 full term or premature,general/general_promote_mothers,No
EUPATH_0042203,Infant 4 mode of delivery,general/general_promote_mothers,No
EUPATH_0042215,Infant 4 sex,general/general_promote_mothers,No
EUPATH_0042191,Infant 4 still alive,general/general_promote_mothers,No
EUPATH_0042178,Infant 5 alive or stillborn,general/general_promote_mothers,No
EUPATH_0042210,Infant 5 birth complications,general/general_promote_mothers,No
EUPATH_0042223,Infant 5 delivery location,general/general_promote_mothers,No
EUPATH_0042230,Infant 5 delivery year,general/general_promote_mothers,No
EUPATH_0042198,Infant 5 full term or premature,general/general_promote_mothers,No
EUPATH_0042204,Infant 5 mode of delivery,general/general_promote_mothers,No
EUPATH_0042216,Infant 5 sex,general/general_promote_mothers,No
EUPATH_0042192,Infant 5 still alive,general/general_promote_mothers,No
EUPATH_0042179,Infant 6 alive or stillborn,general/general_promote_mothers,No
EUPATH_0042211,Infant 6 birth complications,general/general_promote_mothers,No
EUPATH_0042224,Infant 6 delivery location,general/general_promote_mothers,No
EUPATH_0042231,Infant 6 delivery year,general/general_promote_mothers,No
EUPATH_0042199,Infant 6 full term or premature,general/general_promote_mothers,No
EUPATH_0042205,Infant 6 mode of delivery,general/general_promote_mothers,No
EUPATH_0042217,Infant 6 sex,general/general_promote_mothers,No
EUPATH_0042193,Infant 6 still alive,general/general_promote_mothers,No
EUPATH_0042180,Infant 7 alive or stillborn,general/general_promote_mothers,No
EUPATH_0042225,Infant 7 delivery location,general/general_promote_mothers,No
EUPATH_0042232,Infant 7 delivery year,general/general_promote_mothers,No
EUPATH_0042200,Infant 7 full term or premature,general/general_promote_mothers,No
EUPATH_0042206,Infant 7 mode of delivery,general/general_promote_mothers,No
EUPATH_0042218,Infant 7 sex,general/general_promote_mothers,No
EUPATH_0042194,Infant 7 still alive,general/general_promote_mothers,No
EUPATH_0042052,Infant alive or stillborn,general/general_promote_mothers,No
NCIT_C81236,Infant birth complications,general/general_promote_mothers,No
EUPATH_0042087,Infant count,general/general_promote_mothers,No
EUPATH_0042219,Infant delivery location,general/general_promote_mothers | gates_ganc,No
EUPATH_0042226,Infant delivery year,general/general_promote_mothers,No
FOODON_03303130,Infant formula,gates_maled_phase3,No
EUPATH_0042159,Infant full term or premature,general/general_promote_mothers,No
EUPATH_0042170,Infant mode of delivery,general/general_promote_mothers,No
PATO_0001895,Infant sex,general/general_promote_mothers,No
EUPATH_0042144,Infant still alive,general/general_promote_mothers,No
EUPATH_0032592,"Influenza A Ct value, by multiplexed qPCR result",gates_perch,No
EUPATH_0032699,"Influenza A Ct value, by multiplexed qPCR result",gates_perch,No
EUPATH_0032792,"Influenza A Ct value, by multiplexed qPCR result",gates_perch,No
EUPATH_0033055,"Influenza A Ct value, by multiplexed qPCR result",gates_perch,No
EUPATH_0032594,"Influenza B Ct value, by multiplexed qPCR result",gates_perch,No
EUPATH_0032701,"Influenza B Ct value, by multiplexed qPCR result",gates_perch,No
EUPATH_0032794,"Influenza B Ct value, by multiplexed qPCR result",gates_perch,No
EUPATH_0033057,"Influenza B Ct value, by multiplexed qPCR result",gates_perch,No
EUPATH_0032596,"Influenza C Ct value, by multiplexed qPCR result",gates_perch,No
EUPATH_0032703,"Influenza C Ct value, by multiplexed qPCR result",gates_perch,No
EUPATH_0032796,"Influenza C Ct value, by multiplexed qPCR result",gates_perch,No
EUPATH_0033059,"Influenza C Ct value, by multiplexed qPCR result",gates_perch,No
EUPATH_0010484,Initial illness surveillance date,gates_maled_phase3,No
EUPATH_0023040,Initiated antimalarial treatment,icemr_southAsia | general/general_crompton,No
EUPATH_0044130,Insecticide last night,gates_llineup,No
EUPATH_0025076,Insecticide-treated bednet during travel,icemr_malawi,No
EUPATH_0022003,Internal wall material,icemr_amazoniaPeru_long,No
EUPATH_0044140,Internet device type,gates_llineup,No
EUPATH_0015683,Interview date,gates_gems_huas | gates_gems1a_huas | gates_vida_hucs_kenya | gates_vida_hucs_gambia_mali,No
EUPATH_0015469,Interview status,gates_gems_huas | gates_gems1a_huas | gates_vida_hucs_kenya | gates_vida_hucs_gambia_mali,No
EUPATH_0025077,Interviewee age,icemr_malawi,No
EUPATH_0026005,Interviewee household head,icemr_southeastAsia | icemr_india_behavior,No
EUPATH_0010123,Interviewee relationship to participant,gates_gems_huas | gates_gems1a | gates_gems | gates_vida | icemr_malawi | icemr_southeastAsia | gates_vida_hucs_gambia_mali,No
EUPATH_0010064,"Interviewee relationship to participant, 60 day follow-up",gates_gems1a | gates_gems | gates_vida,No
EUPATH_0025079,Interviewee's education level,icemr_malawi,No
EUPATH_0025080,Interviewee's occupation,icemr_malawi,No
EUPATH_0021175,Intubation,icemr_india_gujarat,No
EUPATH_0011175,Iodine level,gates_maled_phase3,No
gates/EUPATH_0030126,Island of Zanzibar,gates_scoreZanzibar,No
EUPATH_0015362,"Isospora Ct value, by TAC result",gates_gems | gates_maled_phase3 | gates_provide,No
EUPATH_0032528,"Kingella, by culture result",gates_perch,No
EUPATH_0000381,Kitchen location,icemr_amazoniaPeru_long | gates_provide,No
EUPATH_0032530,"Klebsiella oxytoca, by culture result",gates_perch,No
EUPATH_0032531,"Klebsiella pneumoniae, by culture result",gates_perch,No
EUPATH_0032532,"Klebsiella, by culture result",gates_perch,No
EUPATH_0021262,Known antimalarial medications,icemr_india_behavior,No
EUPATH_0042088,Known drug allergy,general/general_promote_mothers,No
EUPATH_0011217,L:M analysis date,gates_maled_phase3,No
EUPATH_0011283,L:M analysis lab,gates_maled_phase3,No
EUPATH_0036402,L:M excretion ratio,gates_provide,No
EUPATH_0011363,L:M excretion test 1 day before stool collection,gates_maled_phase3,No
EUPATH_0011465,L:M urine collected in 14 day target window,gates_maled_phase3,No
EUPATH_0011466,L:M urine collected in 30 day target window,gates_maled_phase3,No
EUPATH_0020257,LLIN last night,icemr_prism2,No
EUPATH_0020104,LLIN observed,icemr_prism2,No
EUPATH_0035027,LNS consumed,gates_washbKenya | gates_washbBangladesh,No
EUPATH_0035030,"LNS consumed, caregiver report",gates_washbBangladesh,No
EUPATH_0010055,Lab form status,gates_gems1a | gates_gems,No
EUPATH_0042045,Laboratory tests collected,general/general_promote_mothers,No
EUPATH_0011331,Lactulose not detected,gates_maled_phase3,No
EUPATH_0036041,Language composite score,gates_provide,No
EUPATH_0036042,Language scaled sum,gates_provide,No
EUPATH_0048069,Language score,gates_shine,No
EUPATH_0036416,Lanugo,gates_provide,No
