entity,Num_datasets,labels,PARENT,direct_parent,category,termType
http://purl.obolibrary.org/obo/EUPATH_0032207,1,"Escherichia coli, by culture",Laboratory test,Escherichia in blood,sample,value
http://purl.obolibrary.org/obo/EUPATH_0032508,1,"Escherichia coli, by culture result",Laboratory test,Raw bacteria data for induced sputum,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0036063,1,"Escherichia coli, by microscopy",Laboratory test,Escherichia in stool,sample,value
http://purl.obolibrary.org/obo/EUPATH_0033298,1,Escherichia in blood,Laboratory test,Bacteria in blood,sample,multifilter category
http://purl.obolibrary.org/obo/EUPATH_0032003,1,Eukaryota in induced sputum,Laboratory test,Induced sputum microbiology test,sample,multifilter
http://purl.obolibrary.org/obo/EUPATH_0032019,1,Eukaryota in lung aspirate,Laboratory test,Lung aspirate microbiology test,sample,multifilter
http://purl.obolibrary.org/obo/EUPATH_0032027,1,Eukaryota in nasopharyngeal/oropharyngeal swabs,Laboratory test,Nasopharyngeal/oropharyngeal swabs microbiology test,sample,multifilter
http://purl.obolibrary.org/obo/EUPATH_0032011,1,Eukaryota in pleural fluid,Laboratory test,Pleural fluid microbiology test,sample,multifilter
http://purl.obolibrary.org/obo/EUPATH_0030115,1,Eukaryote in stool detection aggregate data,Laboratory test,Aggregate organism in stool detection data,sample,category
http://purl.obolibrary.org/obo/EUPATH_0030106,1,Eukaryote in urine detection aggregate data,Laboratory test,Aggregate organism in urine detection data,sample,category
http://purl.obolibrary.org/obo/EUPATH_0036361,1,"Eukaryotic 18S rRNA endogenous control Ct value, by TAC result",Laboratory test,Raw eukaryota data for stool,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0010582,1,Fecal viral testing completed,Laboratory test,Stool virus testing,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0011850,1,"Ferritin (ng/mL), 2nd",Laboratory test,Blood test,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0036272,1,Fibroblast growth factor (pg/mL),Laboratory test,Maternal breast milk test,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0036387,1,"Filamentous hemagglutinin IgG titer (EU/mL), by MIA result",Laboratory test,Raw antibody titer test result,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0032251,1,"Fungi, by culture",Laboratory test,Eukaryota in blood,sample,value
http://purl.obolibrary.org/obo/EUPATH_0036242,1,Gamma-linolenic acid (%),Laboratory test,Maternal breast milk test,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0033289,1,Gammainfluenzavirus in induced sputum,Laboratory test,Virus in induced sputum,sample,multifilter category
http://purl.obolibrary.org/obo/EUPATH_0033362,1,Gammainfluenzavirus in lung aspirate,Laboratory test,Virus in lung aspirate,sample,multifilter category
http://purl.obolibrary.org/obo/EUPATH_0033328,1,Gammainfluenzavirus in nasopharyngeal/oropharyngeal swabs,Laboratory test,Virus in nasopharyngeal/oropharyngeal swabs,sample,multifilter category
http://purl.obolibrary.org/obo/EUPATH_0033347,1,Gammainfluenzavirus in pleural fluid,Laboratory test,Virus in pleural fluid,sample,multifilter category
http://purl.obolibrary.org/obo/EUPATH_0036324,1,"Giardia Ct value, by qPCR result",Laboratory test,Raw eukaryota data for stool,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0010592,1,Giardia ELISA performed,Laboratory test,Protozoa ELISA tests,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0011787,1,Giardia aggregate data,Laboratory test,Aggregate data for eukaryota detection in stool,sample,category
http://purl.obolibrary.org/obo/EUPATH_0031301,1,"Giardia lamblia, by ELISA",Laboratory test,Giardia in stool,sample,value
http://purl.obolibrary.org/obo/EUPATH_0011004,1,"Giardia lamblia, by microscopy result",Laboratory test,Raw eukaryota data for stool,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0010788,1,"Giardia, by ELISA result",Laboratory test,Raw eukaryota data for stool,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0036064,1,"Giardia, by microscopy",Laboratory test,Giardia in stool,sample,value
http://purl.obolibrary.org/obo/EUPATH_0036322,1,"Giardia, by qPCR",Laboratory test,Giardia in stool,sample,value
http://purl.obolibrary.org/obo/EUPATH_0033445,1,Gram stain date,Laboratory test,Lung aspirate microbiology test,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0033100,1,Gram stain date,Laboratory test,Pleural fluid microbiology test,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0032509,1,Gram-negative cocci result,Laboratory test,Raw bacteria data for induced sputum,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0032510,1,Gram-negative coccobacilli result,Laboratory test,Raw bacteria data for induced sputum,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0032511,1,Gram-negative diplococci result,Laboratory test,Raw bacteria data for induced sputum,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0032512,1,Gram-negative rods result,Laboratory test,Raw bacteria data for induced sputum,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0032513,1,Gram-positive cocci in chains result,Laboratory test,Raw bacteria data for induced sputum,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0032514,1,Gram-positive cocci in cluster result,Laboratory test,Raw bacteria data for induced sputum,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0032515,1,Gram-positive cocci single result,Laboratory test,Raw bacteria data for induced sputum,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0032516,1,Gram-positive diplococci result,Laboratory test,Raw bacteria data for induced sputum,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0032517,1,Gram-positive rods result,Laboratory test,Raw bacteria data for induced sputum,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0036494,1,Granulocyte-colony stimulating factor (pg/mL),Laboratory test,Blood test,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0036495,1,Granulocyte-colony stimulating factor (pg/mL),Laboratory test,Maternal blood test,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0036274,1,Granulocyte-colony stimulating factor (pg/mL),Laboratory test,Maternal breast milk test,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0036496,1,Granulocyte-macrophage colony stimulating factor (pg/mL),Laboratory test,Blood test,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0036497,1,Granulocyte-macrophage colony stimulating factor (pg/mL),Laboratory test,Maternal blood test,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0036275,1,Granulocyte-macrophage colony stimulating factor (pg/mL),Laboratory test,Maternal breast milk test,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0011285,1,Greater than 100% lactulose excreted,Laboratory test,Urine test,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0011297,1,Greater than 100% mannitol excreted,Laboratory test,Urine test,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0021172,1,"HIV, by any method",Laboratory test,Lentivirus in blood,sample,value
http://purl.obolibrary.org/obo/EUPATH_0032306,1,"Haemophilus haemolyticus, by bacteriology",Laboratory test,Haemophilus in induced sputum,sample,value
http://purl.obolibrary.org/obo/EUPATH_0032307,1,"Haemophilus haemolyticus, by culture",Laboratory test,Haemophilus in induced sputum,sample,value
http://purl.obolibrary.org/obo/EUPATH_0032518,1,"Haemophilus haemolyticus, by culture result",Laboratory test,Raw bacteria data for induced sputum,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0033303,1,Haemophilus in blood,Laboratory test,Bacteria in blood,sample,multifilter category
http://purl.obolibrary.org/obo/EUPATH_0032150,1,Haemophilus in induced sputum,Laboratory test,Bacteria in induced sputum,sample,multifilter category
http://purl.obolibrary.org/obo/EUPATH_0032187,1,Haemophilus in lung aspirate,Laboratory test,Bacteria in lung aspirate,sample,multifilter category
http://purl.obolibrary.org/obo/EUPATH_0032195,1,Haemophilus in nasopharyngeal/oropharyngeal swabs,Laboratory test,Bacteria in nasopharyngeal/oropharyngeal swabs,sample,multifilter category
http://purl.obolibrary.org/obo/EUPATH_0032198,1,Haemophilus in pleural fluid,Laboratory test,Bacteria in pleural fluid,sample,multifilter category
http://purl.obolibrary.org/obo/EUPATH_0032519,1,"Haemophilus influenzae (copies/mL), by multiplexed qPCR result",Laboratory test,Raw bacteria data for induced sputum,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0032662,1,"Haemophilus influenzae (copies/mL), by multiplexed qPCR result",Laboratory test,Raw bacteria data for lung aspirate,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0032754,1,"Haemophilus influenzae (copies/mL), by multiplexed qPCR result",Laboratory test,Raw bacteria data for nasopharyngeal/oropharyngeal swabs,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0033018,1,"Haemophilus influenzae (copies/mL), by multiplexed qPCR result",Laboratory test,Raw bacteria data for pleural fluid,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0032520,1,"Haemophilus influenzae Ct value, by multiplexed qPCR result",Laboratory test,Raw bacteria data for induced sputum,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0032663,1,"Haemophilus influenzae Ct value, by multiplexed qPCR result",Laboratory test,Raw bacteria data for lung aspirate,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0032755,1,"Haemophilus influenzae Ct value, by multiplexed qPCR result",Laboratory test,Raw bacteria data for nasopharyngeal/oropharyngeal swabs,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0033019,1,"Haemophilus influenzae Ct value, by multiplexed qPCR result",Laboratory test,Raw bacteria data for pleural fluid,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0032209,1,"Haemophilus influenzae serotype, by culture result",Laboratory test,Raw bacteria data for blood,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0033447,1,"Haemophilus influenzae serotype, by culture result",Laboratory test,Raw bacteria data for endotracheal tube aspirate,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0033452,1,"Haemophilus influenzae serotype, by culture result",Laboratory test,Raw bacteria data for induced sputum,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0032521,1,"Haemophilus influenzae type B (copies/mL), by multiplexed qPCR result",Laboratory test,Raw bacteria data for induced sputum,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0032664,1,"Haemophilus influenzae type B (copies/mL), by multiplexed qPCR result",Laboratory test,Raw bacteria data for lung aspirate,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0032756,1,"Haemophilus influenzae type B (copies/mL), by multiplexed qPCR result",Laboratory test,Raw bacteria data for nasopharyngeal/oropharyngeal swabs,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0032522,1,"Haemophilus influenzae type B Ct value, by multiplexed qPCR result",Laboratory test,Raw bacteria data for induced sputum,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0032665,1,"Haemophilus influenzae type B Ct value, by multiplexed qPCR result",Laboratory test,Raw bacteria data for lung aspirate,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0032757,1,"Haemophilus influenzae type B Ct value, by multiplexed qPCR result",Laboratory test,Raw bacteria data for nasopharyngeal/oropharyngeal swabs,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0033021,1,"Haemophilus influenzae type B Ct value, by multiplexed qPCR result",Laboratory test,Raw bacteria data for pleural fluid,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0036388,1,"Haemophilus influenzae type B IgG titer (ng/mL), by MIA result",Laboratory test,Raw antibody titer test result,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0032309,1,"Haemophilus influenzae type B, by bacteriology",Laboratory test,Haemophilus in induced sputum,sample,value
http://purl.obolibrary.org/obo/EUPATH_0032310,1,"Haemophilus influenzae type B, by culture",Laboratory test,Haemophilus in induced sputum,sample,value
http://purl.obolibrary.org/obo/EUPATH_0032523,1,"Haemophilus influenzae type B, by culture result",Laboratory test,Raw bacteria data for induced sputum,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0032311,1,"Haemophilus influenzae type B, by multiplexed qPCR",Laboratory test,Haemophilus in induced sputum,sample,value
http://purl.obolibrary.org/obo/EUPATH_0032638,1,"Haemophilus influenzae type B, by multiplexed qPCR",Laboratory test,Haemophilus in lung aspirate,sample,value
http://purl.obolibrary.org/obo/EUPATH_0032737,1,"Haemophilus influenzae type B, by multiplexed qPCR",Laboratory test,Haemophilus in nasopharyngeal/oropharyngeal swabs,sample,value
http://purl.obolibrary.org/obo/EUPATH_0032997,1,"Haemophilus influenzae type B, by multiplexed qPCR",Laboratory test,Haemophilus in pleural fluid,sample,value
http://purl.obolibrary.org/obo/EUPATH_0032639,1,"Haemophilus influenzae type B-neg, by multiplexed qPCR",Laboratory test,Haemophilus in lung aspirate,sample,value
http://purl.obolibrary.org/obo/EUPATH_0032831,1,"Haemophilus influenzae type B-neg, by multiplexed qPCR",Laboratory test,Haemophilus in nasopharyngeal/oropharyngeal swabs,sample,value
http://purl.obolibrary.org/obo/EUPATH_0032998,1,"Haemophilus influenzae type B-neg, by multiplexed qPCR",Laboratory test,Haemophilus in pleural fluid,sample,value
http://purl.obolibrary.org/obo/EUPATH_0032978,1,"Haemophilus influenzae, by absolute qPCR",Laboratory test,Haemophilus in nasopharyngeal/oropharyngeal swabs,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0032318,1,"Haemophilus influenzae, by bacteriology",Laboratory test,Haemophilus in induced sputum,sample,value
http://purl.obolibrary.org/obo/EUPATH_0032212,1,"Haemophilus influenzae, by culture",Laboratory test,Haemophilus in blood,sample,value
http://purl.obolibrary.org/obo/EUPATH_0032319,1,"Haemophilus influenzae, by culture",Laboratory test,Haemophilus in induced sputum,sample,value
http://purl.obolibrary.org/obo/EUPATH_0032640,1,"Haemophilus influenzae, by culture",Laboratory test,Haemophilus in lung aspirate,sample,value
http://purl.obolibrary.org/obo/EUPATH_0032999,1,"Haemophilus influenzae, by culture",Laboratory test,Haemophilus in pleural fluid,sample,value
http://purl.obolibrary.org/obo/EUPATH_0032524,1,"Haemophilus influenzae, by culture result",Laboratory test,Raw bacteria data for induced sputum,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0032320,1,"Haemophilus influenzae, by multiplexed qPCR",Laboratory test,Haemophilus in induced sputum,sample,value
http://purl.obolibrary.org/obo/EUPATH_0032641,1,"Haemophilus influenzae, by multiplexed qPCR",Laboratory test,Haemophilus in lung aspirate,sample,value
http://purl.obolibrary.org/obo/EUPATH_0032738,1,"Haemophilus influenzae, by multiplexed qPCR",Laboratory test,Haemophilus in nasopharyngeal/oropharyngeal swabs,sample,value
http://purl.obolibrary.org/obo/EUPATH_0033000,1,"Haemophilus influenzae, by multiplexed qPCR",Laboratory test,Haemophilus in pleural fluid,sample,value
http://purl.obolibrary.org/obo/EUPATH_0032317,1,"Haemophilus influenzae-pos type B-neg, by multiplexed qPCR",Laboratory test,Haemophilus in induced sputum,sample,value
http://purl.obolibrary.org/obo/EUPATH_0032321,1,"Haemophilus parahaemolyticus, by bacteriology",Laboratory test,Haemophilus in induced sputum,sample,value
http://purl.obolibrary.org/obo/EUPATH_0032322,1,"Haemophilus parahaemolyticus, by culture",Laboratory test,Haemophilus in induced sputum,sample,value
http://purl.obolibrary.org/obo/EUPATH_0032525,1,"Haemophilus parahaemolyticus, by culture result",Laboratory test,Raw bacteria data for induced sputum,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0032323,1,"Haemophilus parahaemolyticus, by multiplexed qPCR",Laboratory test,Haemophilus in induced sputum,sample,value
http://purl.obolibrary.org/obo/EUPATH_0032642,1,"Haemophilus parahaemolyticus, by multiplexed qPCR",Laboratory test,Haemophilus in lung aspirate,sample,value
http://purl.obolibrary.org/obo/EUPATH_0032832,1,"Haemophilus parahaemolyticus, by multiplexed qPCR",Laboratory test,Haemophilus in nasopharyngeal/oropharyngeal swabs,sample,value
http://purl.obolibrary.org/obo/EUPATH_0033001,1,"Haemophilus parahaemolyticus, by multiplexed qPCR",Laboratory test,Haemophilus in pleural fluid,sample,value
http://purl.obolibrary.org/obo/EUPATH_0032324,1,"Haemophilus parainfluenzae, by bacteriology",Laboratory test,Haemophilus in induced sputum,sample,value
http://purl.obolibrary.org/obo/EUPATH_0032325,1,"Haemophilus parainfluenzae, by culture",Laboratory test,Haemophilus in induced sputum,sample,value
http://purl.obolibrary.org/obo/EUPATH_0032526,1,"Haemophilus parainfluenzae, by culture result",Laboratory test,Raw bacteria data for induced sputum,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0032326,1,"Haemophilus, by bacteriology",Laboratory test,Haemophilus in induced sputum,sample,value
http://purl.obolibrary.org/obo/EUPATH_0032327,1,"Haemophilus, by culture",Laboratory test,Haemophilus in induced sputum,sample,value
http://purl.obolibrary.org/obo/EUPATH_0032527,1,"Haemophilus, by culture result",Laboratory test,Raw bacteria data for induced sputum,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0011788,1,Heat labile (LT) enterotoxin aggregate data,Laboratory test,Enterotoxogenic Escherichia coli (ETEC) aggregate data,sample,category
http://purl.obolibrary.org/obo/EUPATH_0011789,1,Heat stable (ST) enterotoxin aggregate data,Laboratory test,Enterotoxogenic Escherichia coli (ETEC) aggregate data,sample,category
http://purl.obolibrary.org/obo/EUPATH_0015719,1,Helicobacter in stool,Laboratory test,Bacteria in stool,sample,category
http://purl.obolibrary.org/obo/EUPATH_0015429,1,"Helicobacter pylori, by immunoassay",Laboratory test,Helicobacter in stool,sample,value
http://purl.obolibrary.org/obo/EUPATH_0015430,1,Helminth RT-PCR performed,Laboratory test,Stool eukaryote testing,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0023025,1,"Hemoglobin (g/dL), at hospital",Laboratory test,Blood test,observation,variable
http://purl.obolibrary.org/obo/EUPATH_0021233,1,Hepacivirus in blood,Laboratory test,Virus in blood,sample,multifilter category
http://purl.obolibrary.org/obo/EUPATH_0021171,1,"Hepatitis B, by surface antigen test",Laboratory test,Orthohepadnavirus in blood,sample,value
http://purl.obolibrary.org/obo/EUPATH_0021170,1,"Hepatitis C, by any method",Laboratory test,Hepacivirus in blood,sample,value
http://purl.obolibrary.org/obo/EUPATH_0011173,1,High alpha-1-acid glycoprotein (greater than 100mg/dL),Laboratory test,Blood test,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0011174,1,High lead (greater than 10ug/dL),Laboratory test,Blood test,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0011790,1,Hookworm aggregate data,Laboratory test,Aggregate data for eukaryota detection in stool,sample,category
http://purl.obolibrary.org/obo/EUPATH_0036007,1,Hookworm in stool,Laboratory test,Ancylostomatoidea in stool,sample,multifilter category
http://purl.obolibrary.org/obo/EUPATH_0015431,1,"Hookworm, by RT-PCR",Laboratory test,Ancylostomatoidea in stool,sample,value
http://purl.obolibrary.org/obo/EUPATH_0036065,1,"Hookworm, by microscopy",Laboratory test,Hookworm in stool,sample,value
http://purl.obolibrary.org/obo/EUPATH_0032585,1,"Human bocavirus (copies/mL), by multiplexed qPCR result",Laboratory test,Raw virus data for induced sputum,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0032785,1,"Human bocavirus (copies/mL), by multiplexed qPCR result",Laboratory test,Raw virus data for nasopharyngeal/oropharyngeal swabs,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0033048,1,"Human bocavirus (copies/mL), by multiplexed qPCR result",Laboratory test,Raw virus data for pleural fluid,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0032586,1,"Human bocavirus Ct value, by multiplexed qPCR result",Laboratory test,Raw virus data for induced sputum,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0032693,1,"Human bocavirus Ct value, by multiplexed qPCR result",Laboratory test,Raw virus data for lung aspirate,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0032786,1,"Human bocavirus Ct value, by multiplexed qPCR result",Laboratory test,Raw virus data for nasopharyngeal/oropharyngeal swabs,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0033049,1,"Human bocavirus Ct value, by multiplexed qPCR result",Laboratory test,Raw virus data for pleural fluid,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0032617,1,"Human bocavirus, by multiplexed qPCR",Laboratory test,Bocaparvovirus in induced sputum,sample,value
http://purl.obolibrary.org/obo/EUPATH_0032723,1,"Human bocavirus, by multiplexed qPCR",Laboratory test,Bocaparvovirus in lung aspirate,sample,value
http://purl.obolibrary.org/obo/EUPATH_0032815,1,"Human bocavirus, by multiplexed qPCR",Laboratory test,Bocaparvovirus in nasopharyngeal/oropharyngeal swabs,sample,value
http://purl.obolibrary.org/obo/EUPATH_0033080,1,"Human bocavirus, by multiplexed qPCR",Laboratory test,Bocaparvovirus in pleural fluid,sample,value
http://purl.obolibrary.org/obo/EUPATH_0032694,1,"Human metapneumonoviruses A/B (copies/mL), by multiplexed qPCR result",Laboratory test,Raw virus data for lung aspirate,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0032787,1,"Human metapneumonoviruses A/B (copies/mL), by multiplexed qPCR result",Laboratory test,Raw virus data for nasopharyngeal/oropharyngeal swabs,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0032695,1,"Human metapneumonoviruses A/B Ct value, by multiplexed qPCR result",Laboratory test,Raw virus data for lung aspirate,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0032788,1,"Human metapneumonoviruses A/B Ct value, by multiplexed qPCR result",Laboratory test,Raw virus data for nasopharyngeal/oropharyngeal swabs,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0033051,1,"Human metapneumonoviruses A/B Ct value, by multiplexed qPCR result",Laboratory test,Raw virus data for pleural fluid,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0032724,1,"Human metapneumonoviruses A/B, by multiplexed qPCR",Laboratory test,Metapneumovirus in lung aspirate,sample,value
http://purl.obolibrary.org/obo/EUPATH_0032816,1,"Human metapneumonoviruses A/B, by multiplexed qPCR",Laboratory test,Metapneumovirus in nasopharyngeal/oropharyngeal swabs,sample,value
http://purl.obolibrary.org/obo/EUPATH_0033081,1,"Human metapneumonoviruses A/B, by multiplexed qPCR",Laboratory test,Metapneumovirus in pleural fluid,sample,value
http://purl.obolibrary.org/obo/EUPATH_0032587,1,"Human metapneumovirus A/B (copies/mL), by multiplexed qPCR result",Laboratory test,Raw virus data for induced sputum,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0032588,1,"Human metapneumovirus A/B Ct value, by multiplexed qPCR result",Laboratory test,Raw virus data for induced sputum,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0032618,1,"Human metapneumoviruses A/B, by multiplexed qPCR",Laboratory test,Metapneumovirus in induced sputum,sample,value
http://purl.obolibrary.org/obo/EUPATH_0032589,1,"Human respiratory syncytial viruses A/B (copies/mL), by multiplexed qPCR result",Laboratory test,Raw virus data for induced sputum,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0032789,1,"Human respiratory syncytial viruses A/B (copies/mL), by multiplexed qPCR result",Laboratory test,Raw virus data for nasopharyngeal/oropharyngeal swabs,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0033052,1,"Human respiratory syncytial viruses A/B (copies/mL), by multiplexed qPCR result",Laboratory test,Raw virus data for pleural fluid,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0032590,1,"Human respiratory syncytial viruses A/B Ct value, by multiplexed qPCR result",Laboratory test,Raw virus data for induced sputum,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0032697,1,"Human respiratory syncytial viruses A/B Ct value, by multiplexed qPCR result",Laboratory test,Raw virus data for lung aspirate,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0032790,1,"Human respiratory syncytial viruses A/B Ct value, by multiplexed qPCR result",Laboratory test,Raw virus data for nasopharyngeal/oropharyngeal swabs,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0033053,1,"Human respiratory syncytial viruses A/B Ct value, by multiplexed qPCR result",Laboratory test,Raw virus data for pleural fluid,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0032619,1,"Human respiratory syncytial viruses A/B, by multiplexed qPCR",Laboratory test,Orthopneumovirus in induced sputum,sample,value
http://purl.obolibrary.org/obo/EUPATH_0032725,1,"Human respiratory syncytial viruses A/B, by multiplexed qPCR",Laboratory test,Orthopneumovirus in lung aspirate,sample,value
http://purl.obolibrary.org/obo/EUPATH_0032817,1,"Human respiratory syncytial viruses A/B, by multiplexed qPCR",Laboratory test,Orthopneumovirus in nasopharyngeal/oropharyngeal swabs,sample,value
http://purl.obolibrary.org/obo/EUPATH_0033082,1,"Human respiratory syncytial viruses A/B, by multiplexed qPCR",Laboratory test,Orthopneumovirus in pleural fluid,sample,value
http://purl.obolibrary.org/obo/EUPATH_0036173,1,"Hydrogen (ppm), at 100 min",Laboratory test,Breath test,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0036174,1,"Hydrogen (ppm), at 120 min",Laboratory test,Breath test,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0036175,1,"Hydrogen (ppm), at 140 min",Laboratory test,Breath test,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0036176,1,"Hydrogen (ppm), at 160 min",Laboratory test,Breath test,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0036177,1,"Hydrogen (ppm), at 180 min",Laboratory test,Breath test,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0036178,1,"Hydrogen (ppm), at 20 min",Laboratory test,Breath test,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0036179,1,"Hydrogen (ppm), at 40 min",Laboratory test,Breath test,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0036180,1,"Hydrogen (ppm), at 60 min",Laboratory test,Breath test,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0036181,1,"Hydrogen (ppm), at 80 min",Laboratory test,Breath test,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0036172,1,"Hydrogen (ppm), at baseline",Laboratory test,Breath test,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0044003,1,Hydroxychloroquine concentration (ug/mL),Laboratory test,Blood test,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0011791,1,Hymenolepis diminuta aggregate data,Laboratory test,Aggregate data for eukaryota detection in stool,sample,category
http://purl.obolibrary.org/obo/EUPATH_0010726,1,"Hymenolepis diminuta, by microscopy",Laboratory test,Hymenolepis in stool,sample,value
http://purl.obolibrary.org/obo/EUPATH_0011864,1,"Hymenolepis nana Ct value, by TAC result",Laboratory test,Raw eukaryota data for stool,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0011792,1,Hymenolepis nana aggregate data,Laboratory test,Aggregate data for eukaryota detection in stool,sample,category
http://purl.obolibrary.org/obo/EUPATH_0021112,1,IgG,Laboratory test,"Dengue, by Dengue Day 1 Test RDT",sample,value
http://purl.obolibrary.org/obo/EUPATH_0021116,1,IgG,Laboratory test,"Dengue, by Dengue Duo Test RDT",sample,value
http://purl.obolibrary.org/obo/EUPATH_0021111,1,IgM,Laboratory test,"Dengue, by Dengue Day 1 Test RDT",sample,value
http://purl.obolibrary.org/obo/EUPATH_0021115,1,IgM,Laboratory test,"Dengue, by Dengue Duo Test RDT",sample,value
http://purl.obolibrary.org/obo/EUPATH_0032001,1,Induced sputum microbiology test,Laboratory test,Laboratory test,sample,category
http://purl.obolibrary.org/obo/EUPATH_0032386,1,Induced sputum test,Laboratory test,Laboratory test,sample,category
http://purl.obolibrary.org/obo/EUPATH_0032591,1,"Influenza A (copies/mL), by multiplexed qPCR result",Laboratory test,Raw virus data for induced sputum,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0032791,1,"Influenza A (copies/mL), by multiplexed qPCR result",Laboratory test,Raw virus data for nasopharyngeal/oropharyngeal swabs,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0032592,1,"Influenza A Ct value, by multiplexed qPCR result",Laboratory test,Raw virus data for induced sputum,sample,variable
