IRI,label,dataSet,mergeKey,is_temporal,hidden
http://purl.obolibrary.org/obo/EUPATH_0032380,"Streptococcus group A (Streptococcus pyogenes), by culture",PERCH Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0032381,"Streptococcus group C, by bacteriology",PERCH Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0032382,"Streptococcus group C, by culture",PERCH Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0032383,"Streptococcus group G, by bacteriology",PERCH Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0032384,"Streptococcus group G, by culture",PERCH Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0032385,Epithelial cells categorization,PERCH Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0032386,Induced sputum test,PERCH Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0032387,Endotracheal tube aspirate test,PERCH Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0032389,Induced sputum characteristics,PERCH Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0032391,Endotracheal tube aspirate characteristics,PERCH Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0032392,Mucus present,PERCH Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0032393,Neutrophils categorization,PERCH Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0032473,"Streptococcus pneumoniae, by bacteriology",PERCH Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0032474,"Streptococcus pneumoniae, by culture",PERCH Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0032475,"Streptococcus pneumoniae, by multiplexed qPCR",PERCH Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0032476,"Streptococcus, by bacteriology",PERCH Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0032477,"Streptococcus, by culture",PERCH Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0032478,"Candida albicans, by bacteriology",PERCH Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0032479,"Candida albicans, by culture",PERCH Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0032480,"Candida krusei, by bacteriology",PERCH Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0032481,"Candida krusei, by culture",PERCH Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0032482,"Candida, by bacteriology",PERCH Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0032483,"Candida, by culture",PERCH Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0032484,"Pneumocystis jiroveci, by multiplexed qPCR",PERCH Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0032485,"Acinetobacter baumannii, by culture result",PERCH Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0032486,"Acinetobacter calcoaceticus, by culture result",PERCH Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0032487,"Acinetobacter, by culture result",PERCH Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0032488,"Aeromonas hydrophila, by culture result",PERCH Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0032489,"Agregattibacter aphrophilus (Haemophilus aphrophilus), by culture result",PERCH Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0032490,"Alpha-hemolytic Streptococcus (viridans), by culture result",PERCH Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0032491,"Beta-hemolytic Streptococcus, by culture result",PERCH Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0032492,"Bordetella pertussis copies, by multiplexed qPCR result",PERCH Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0032493,"Bordetella pertussis, by multiplexed qPCR result",PERCH Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0032494,"Burkholderia cepacia, by culture result",PERCH Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0032495,"Chlamydophila pneumoniae copies, by multiplexed qPCR result",PERCH Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0032496,"Chlamydophila pneumoniae, by multiplexed qPCR result",PERCH Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0032497,"Citrobacter braakii, by culture result",PERCH Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0032498,"Citrobacter freundii, by culture result",PERCH Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0032499,"Coagulase-negative Staphylococcus, by culture result",PERCH Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0032500,"Coliform bacilli, by culture result",PERCH Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0032501,"Commensal diphtheroid bacilli, by culture result",PERCH Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0032502,"Corynebacterium, by culture result",PERCH Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0032503,"Cronobacter sakazakii (Enterobacter sakazakii), by culture result",PERCH Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0032504,"Enterobacter asburiae, by culture result",PERCH Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0032505,"Enterobacter cloacae, by culture result",PERCH Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0032506,"Enterobacter, by culture result",PERCH Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0032507,"Enterococcus, by culture result",PERCH Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0032508,"Escherichia coli, by culture result",PERCH Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0032509,Gram-negative cocci result,PERCH Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0032510,Gram-negative coccobacilli result,PERCH Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0032511,Gram-negative diplococci result,PERCH Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0032512,Gram-negative rods result,PERCH Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0032513,Gram-positive cocci in chains result,PERCH Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0032514,Gram-positive cocci in cluster result,PERCH Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0032515,Gram-positive cocci single result,PERCH Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0032516,Gram-positive diplococci result,PERCH Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0032517,Gram-positive rods result,PERCH Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0032518,"Haemophilus haemolyticus, by culture result",PERCH Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0032519,"Haemophilus influenzae copies, by multiplexed qPCR result",PERCH Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0032520,"Haemophilus influenzae, by multiplexed qPCR result",PERCH Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0032521,"Haemophilus influenzae type B copies, by multiplexed qPCR result",PERCH Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0032522,"Haemophilus influenzae type B, by multiplexed qPCR result",PERCH Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0032523,"Haemophilus influenzae type B, by culture result",PERCH Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0032524,"Haemophilus influenzae, by culture result",PERCH Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0032525,"Haemophilus parahaemolyticus, by culture result",PERCH Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0032526,"Haemophilus parainfluenzae, by culture result",PERCH Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0032527,"Haemophilus, by culture result",PERCH Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0032528,"Kingella, by culture result",PERCH Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0032529,"Klebsiella aerogenes (Enterobacter aerogenes), by culture result",PERCH Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0032530,"Klebsiella oxytoca, by culture result",PERCH Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0032531,"Klebsiella pneumoniae, by culture result",PERCH Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0032532,"Klebsiella, by culture result",PERCH Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0032533,"Legionella copies, by multiplexed qPCR result",PERCH Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0032534,"Legionella, by multiplexed qPCR result",PERCH Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0032535,"Mixed gram-negative rods, by culture result",PERCH Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0032536,"Moraxella catarrhalis (Branhamella catarrhalis) copies, by multiplexed qPCR result",PERCH Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0032537,"Moraxella catarrhalis (Branhamella catarrhalis), by multiplexed qPCR result",PERCH Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0032538,"Moraxella catarrhalis (Branhamella catarrhalis), by culture result",PERCH Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0032539,"Moraxella nonliquefaciens, by culture result",PERCH Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0032540,"Moraxella, by culture result",PERCH Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0032541,"Mycoplasma pneumoniae copies, by multiplexed qPCR result",PERCH Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0032542,"Mycoplasma pneumoniae, by multiplexed qPCR result",PERCH Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0032543,"Neisseria meningitidis, by culture result",PERCH Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0032544,"Proteus mirabilis, by culture result",PERCH Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0032545,"Pseudomonas aeruginosa, by culture result",PERCH Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0032546,"Pseudomonas fluorescens, by culture result",PERCH Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0032547,"Pseudomonas, by culture result",PERCH Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0032548,"Pseudomonas stutzeri, by culture result",PERCH Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0032549,"Salmonella copies, by multiplexed qPCR result",PERCH Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0032550,"Salmonella, by multiplexed qPCR result",PERCH Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0032551,"Salmonella, by culture result",PERCH Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0032552,"Serratia marcescens, by culture result",PERCH Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0032553,"Serratia, by culture result",PERCH Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0032554,"Staphylococcus aureus copies, by multiplexed qPCR result",PERCH Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0032555,"Staphylococcus aureus, by multiplexed qPCR result",PERCH Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0032556,"Staphylococcus aureus, by culture result",PERCH Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0032557,"Staphylococcus epidermidis, by culture result",PERCH Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0032558,"Stenotrophomonas maltophilia, by culture result",PERCH Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0032559,"Streptococcus anginosus group (Streptococcus milleri group), by culture result",PERCH Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0032560,"Streptococcus group A (Streptococcus pyogenes), by culture result",PERCH Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0032561,"Streptococcus group C, by culture result",PERCH Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0032562,"Streptococcus group G, by culture result",PERCH Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0032563,"Streptococcus pneumoniae copies, by multiplexed qPCR result",PERCH Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0032564,"Streptococcus pneumoniae, by multiplexed qPCR result",PERCH Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0032565,"Streptococcus pneumoniae, by culture result",PERCH Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0032566,"Streptococcus, by culture result",PERCH Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0032567,"Candida albicans, by culture result",PERCH Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0032568,"Candida krusei, by culture result",PERCH Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0032569,"Candida, by culture result",PERCH Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0032570,"Pneumocystis jiroveci copies, by multiplexed qPCR result",PERCH Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0032571,"Pneumocystis jiroveci, by multiplexed qPCR result",PERCH Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0032572,"Yeast, by microscopy result",PERCH Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0032573,"Adenovirus copies, by multiplexed qPCR result",PERCH Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0032574,"Adenovirus, by multiplexed qPCR result",PERCH Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0032575,"Coronavirus 229 copies, by multiplexed qPCR result",PERCH Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0032576,"Coronavirus 229, by multiplexed qPCR result",PERCH Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0032577,"Coronavirus 43 copies, by multiplexed qPCR result",PERCH Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0032578,"Coronavirus 43, by multiplexed qPCR result",PERCH Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0032579,"Coronavirus 63 copies, by multiplexed qPCR result",PERCH Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0032580,"Coronavirus 63, by multiplexed qPCR result",PERCH Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0032581,"Coronavirus HKU copies, by multiplexed qPCR result",PERCH Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0032582,"Coronavirus HKU, by multiplexed qPCR result",PERCH Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0032583,"Cytomegalovirus copies, by multiplexed qPCR result",PERCH Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0032584,"Cytomegalovirus, by multiplexed qPCR result",PERCH Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0032585,"Human bocavirus copies, by multiplexed qPCR result",PERCH Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0032586,"Human bocavirus, by multiplexed qPCR result",PERCH Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0032587,"Human metapneumovirus A/B copies, by multiplexed qPCR result",PERCH Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0032588,"Human metapneumovirus A/B, by multiplexed qPCR result",PERCH Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0032589,"Human respiratory syncytial viruses A/B copies, by multiplexed qPCR result",PERCH Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0032590,"Human respiratory syncytial viruses A/B, by multiplexed qPCR result",PERCH Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0032591,"Influenza A copies, by multiplexed qPCR result",PERCH Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0032592,"Influenza A, by multiplexed qPCR result",PERCH Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0032593,"Influenza B copies, by multiplexed qPCR result",PERCH Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0032594,"Influenza B, by multiplexed qPCR result",PERCH Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0032595,"Influenza C copies, by multiplexed qPCR result",PERCH Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0032596,"Influenza C, by multiplexed qPCR result",PERCH Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0032597,"Parainfluenza 1 copies, by multiplexed qPCR result",PERCH Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0032598,"Parainfluenza 1, by multiplexed qPCR result",PERCH Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0032599,"Parainfluenza 2 copies, by multiplexed qPCR result",PERCH Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0032600,"Parainfluenza 2, by multiplexed qPCR result",PERCH Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0032601,"Parainfluenza 3 copies, by multiplexed qPCR result",PERCH Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0032602,"Parainfluenza 3, by multiplexed qPCR result",PERCH Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0032603,"Parainfluenza 4 copies, by multiplexed qPCR result",PERCH Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0032604,"Parainfluenza 4, by multiplexed qPCR result",PERCH Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0032605,"Parechovirus/Enterovirus copies, by multiplexed qPCR result",PERCH Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0032606,"Parechovirus/Enterovirus, by multiplexed qPCR result",PERCH Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0032607,"Rhinovirus copies, by multiplexed qPCR result",PERCH Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0032608,"Rhinovirus, by multiplexed qPCR result",PERCH Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0032609,"Adenovirus, by multiplexed qPCR",PERCH Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0032610,"Any noncolonizer virus, by multiplexed qPCR",PERCH Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0032611,"Any virus, by multiplexed qPCR",PERCH Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0032612,"Coronavirus 229, by multiplexed qPCR",PERCH Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0032613,"Coronavirus 43, by multiplexed qPCR",PERCH Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0032614,"Coronavirus 63, by multiplexed qPCR",PERCH Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0032615,"Coronavirus HKU, by multiplexed qPCR",PERCH Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0032616,"Cytomegalovirus, by multiplexed qPCR",PERCH Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0032617,"Human bocavirus, by multiplexed qPCR",PERCH Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0032618,"Human metapneumoviruses A/B, by multiplexed qPCR",PERCH Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0032619,"Human respiratory syncytial viruses A/B, by multiplexed qPCR",PERCH Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0032620,"Influenza A, by multiplexed qPCR",PERCH Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0032621,"Influenza B, by multiplexed qPCR",PERCH Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0032622,"Influenza C, by multiplexed qPCR",PERCH Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0032623,"Parainfluenza 1, by multiplexed qPCR",PERCH Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0032624,"Parainfluenza 2, by multiplexed qPCR",PERCH Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0032625,"Parainfluenza 3, by multiplexed qPCR",PERCH Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0032626,"Parainfluenza 4, by multiplexed qPCR",PERCH Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0032627,"Parechovirus/Enterovirus, by multiplexed qPCR",PERCH Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0032628,"Rhinovirus, by multiplexed qPCR",PERCH Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0032629,"Streptococcus pneumoniae serotype 2, by culture result",PERCH Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0032630,"Streptococcus pneumoniae serotype, by culture result",PERCH Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0032633,"Any noncontaminant bacteria, by culture",PERCH Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0032634,"Any noncontaminant bacteria, by multiplexed qPCR",PERCH Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0032635,"Bordetella pertussis, by multiplexed qPCR",PERCH Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0032636,"Chlamydophila pneumoniae, by multiplexed qPCR",PERCH Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0032637,"Coagulase-negative Staphylococcus, by culture",PERCH Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0032638,"Haemophilus influenzae type B, by multiplexed qPCR",PERCH Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0032639,"Haemophilus influenzae type B-neg, by multiplexed qPCR",PERCH Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0032640,"Haemophilus influenzae, by culture",PERCH Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0032641,"Haemophilus influenzae, by multiplexed qPCR",PERCH Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0032642,"Haemophilus parahaemolyticus, by multiplexed qPCR",PERCH Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0032643,"Legionella, by multiplexed qPCR",PERCH Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0032644,"Moraxella catarrhalis (Branhamella catarrhalis), by culture",PERCH Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0032645,"Moraxella catarrhalis (Branhamella catarrhalis), by multiplexed qPCR",PERCH Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0032646,"Mycoplasma pneumoniae, by multiplexed qPCR",PERCH Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0032647,"Salmonella, by multiplexed qPCR",PERCH Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0032648,"Staphylococcus aureus, by culture",PERCH Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0032649,"Staphylococcus aureus, by multiplexed qPCR",PERCH Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0032655,"Streptococcus pneumoniae, by culture",PERCH Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0032656,"Streptococcus pneumoniae, by multiplexed qPCR",PERCH Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0032657,"Pneumocystis jiroveci, by multiplexed qPCR",PERCH Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0032659,"Bordetella pertussis, by multiplexed qPCR result",PERCH Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0032660,"Chlamydophila pneumoniae copies, by multiplexed qPCR result",PERCH Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0032661,"Chlamydophila pneumoniae, by multiplexed qPCR result",PERCH Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0032662,"Haemophilus influenzae copies, by multiplexed qPCR result",PERCH Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0032663,"Haemophilus influenzae, by multiplexed qPCR result",PERCH Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0032664,"Haemophilus influenzae type B copies, by multiplexed qPCR result",PERCH Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0032665,"Haemophilus influenzae type B, by multiplexed qPCR result",PERCH Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0032667,"Legionella, by multiplexed qPCR result",PERCH Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0032668,"Moraxella catarrhalis (Branhamella catarrhalis) copies, by multiplexed qPCR result",PERCH Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0032669,"Moraxella catarrhalis (Branhamella catarrhalis), by multiplexed qPCR result",PERCH Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0032671,"Mycoplasma pneumoniae, by multiplexed qPCR result",PERCH Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0032673,"Salmonella, by multiplexed qPCR result",PERCH Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0032675,"Staphylococcus aureus, by multiplexed qPCR result",PERCH Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0032676,"Streptococcus pneumoniae copies, by multiplexed qPCR result",PERCH Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0032677,"Streptococcus pneumoniae, by multiplexed qPCR result",PERCH Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0032678,"Pneumocystis jiroveci copies, by multiplexed qPCR result",PERCH Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0032679,"Pneumocystis jiroveci, by multiplexed qPCR result",PERCH Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0032680,"Adenovirus copies, by multiplexed qPCR result",PERCH Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0032681,"Adenovirus, by multiplexed qPCR result",PERCH Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0032683,"Coronoavirus 229, by multiplexed qPCR result",PERCH Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0032685,"Coronoavirus 43, by multiplexed qPCR result",PERCH Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0032687,"Coronoavirus 63, by multiplexed qPCR result",PERCH Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0032689,"Coronoavirus HKU, by multiplexed qPCR result",PERCH Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0032690,"Cytomegalovirus copies, by multiplexed qPCR result",PERCH Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0032691,"Cytomegalovirus, by multiplexed qPCR result",PERCH Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0032693,"Human bocavirus, by multiplexed qPCR result",PERCH Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0032694,"Human metapneumonoviruses A/B copies, by multiplexed qPCR result",PERCH Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0032695,"Human metapneumonoviruses A/B, by multiplexed qPCR result",PERCH Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0032697,"Human respiratory syncytial viruses A/B, by multiplexed qPCR result",PERCH Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0032699,"Influenza A, by multiplexed qPCR result",PERCH Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0032701,"Influenza B, by multiplexed qPCR result",PERCH Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0032703,"Influenza C, by multiplexed qPCR result",PERCH Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0032705,"Parainfluenza 1, by multiplexed qPCR result",PERCH Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0032707,"Parainfluenza 2, by multiplexed qPCR result",PERCH Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0032709,"Parainfluenza 3, by multiplexed qPCR result",PERCH Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0032711,"Parainfluenza 4, by multiplexed qPCR result",PERCH Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0032713,"Parechovirus/Enterovirus, by multiplexed qPCR result",PERCH Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0032715,"Rhinovirus, by multiplexed qPCR result",PERCH Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0032716,"Adenovirus, by multiplexed qPCR",PERCH Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0032717,"Any virus, by multiplexed qPCR",PERCH Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0032718,"Coronoavirus 229, by multiplexed qPCR",PERCH Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0032719,"Coronoavirus 43, by multiplexed qPCR",PERCH Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0032720,"Coronoavirus 63, by multiplexed qPCR",PERCH Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0032721,"Coronoavirus HKU, by multiplexed qPCR",PERCH Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0032722,"Cytomegalovirus, by multiplexed qPCR",PERCH Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0032723,"Human bocavirus, by multiplexed qPCR",PERCH Case Control,,,
