IRI,label,parentIRI,parentLabel,replaces,dataSet
http://purl.obolibrary.org/obo/EUPATH_0054179,Length of retaking PrEP before stopping again,http://purl.obolibrary.org/obo/EUPATH_0053597,PrEP,,Jilinde_prospective_cohort
http://purl.obolibrary.org/obo/EUPATH_0055071,Longest duration of taking PrEP,http://purl.obolibrary.org/obo/EUPATH_0053597,PrEP,,Demand_creation_evaluation_questionnaire | Jilinde_awareness_survey
http://purl.obolibrary.org/obo/EUPATH_0057015,Longest duration of using PrEp,http://purl.obolibrary.org/obo/EUPATH_0053597,PrEP,,Jilinde_pe_chv_cohort
http://purl.obolibrary.org/obo/EUPATH_0054168,Main PrEP information source,http://purl.obolibrary.org/obo/EUPATH_0053597,PrEP,,Jilinde_prospective_cohort
http://purl.obolibrary.org/obo/EUPATH_0054166,Main challenge in taking daily PrEP,http://purl.obolibrary.org/obo/EUPATH_0053597,PrEP,,Jilinde_prospective_cohort
http://purl.obolibrary.org/obo/EUPATH_0054169,Main reason for agreeing to offer of PrEP,http://purl.obolibrary.org/obo/EUPATH_0053597,PrEP,,Jilinde_prospective_cohort
http://purl.obolibrary.org/obo/EUPATH_0063137,Main reason for choosing this provider,http://purl.obolibrary.org/obo/EUPATH_0053597,PrEP,,jilinde_costing_survey
http://purl.obolibrary.org/obo/EUPATH_0063233,Main reason for not obtaining PrEP services,http://purl.obolibrary.org/obo/EUPATH_0053597,PrEP,,jilinde_costing_survey
http://purl.obolibrary.org/obo/EUPATH_0054175,Main reason for stopping PrEP after prior use,http://purl.obolibrary.org/obo/EUPATH_0053597,PrEP,,Jilinde_prospective_cohort
http://purl.obolibrary.org/obo/EUPATH_0055106,Main reason have never used PrEP,http://purl.obolibrary.org/obo/EUPATH_0053597,PrEP,,Demand_creation_evaluation_questionnaire | Jilinde_awareness_survey
http://purl.obolibrary.org/obo/EUPATH_0055107,Main reason have never used PrEP specified,http://purl.obolibrary.org/obo/EUPATH_0053597,PrEP,,Demand_creation_evaluation_questionnaire | Jilinde_awareness_survey
http://purl.obolibrary.org/obo/EUPATH_0055075,Main reason of missing PrEP pill,http://purl.obolibrary.org/obo/EUPATH_0053597,PrEP,,Jilinde_awareness_survey | Demand_creation_evaluation_questionnaire
http://purl.obolibrary.org/obo/EUPATH_0053526,Main reason of not trying PrEP again,http://purl.obolibrary.org/obo/EUPATH_0053597,PrEP,,Jilinde_retrospective_survey
http://purl.obolibrary.org/obo/EUPATH_0054346,Main reason provider gave for stopping PrEP,http://purl.obolibrary.org/obo/EUPATH_0053597,PrEP,,Jilinde_prospective_cohort
http://purl.obolibrary.org/obo/EUPATH_0053511,Main reason to initiate PrEP,http://purl.obolibrary.org/obo/EUPATH_0053597,PrEP,,Jilinde_awareness_survey | Jilinde_retrospective_survey
http://purl.obolibrary.org/obo/EUPATH_0053512,Main reason to initiate PrEP specified,http://purl.obolibrary.org/obo/EUPATH_0053597,PrEP,,Jilinde_retrospective_survey | Jilinde_awareness_survey
http://purl.obolibrary.org/obo/EUPATH_0053519,Main reason to stop taking PrEP,http://purl.obolibrary.org/obo/EUPATH_0053597,PrEP,,Jilinde_prospective_cohort | Jilinde_retrospective_survey
http://purl.obolibrary.org/obo/EUPATH_0054541,Message that see on IEC or promotional materials,http://purl.obolibrary.org/obo/EUPATH_0053597,PrEP,,Jilinde_awareness_survey | Demand_creation_evaluation_questionnaire
http://purl.obolibrary.org/obo/EUPATH_0054932,Message that see on IEC or promotional materials specified,http://purl.obolibrary.org/obo/EUPATH_0053597,PrEP,,Jilinde_awareness_survey | Demand_creation_evaluation_questionnaire
http://purl.obolibrary.org/obo/EUPATH_0054532,Motivation of refilling in clinic,http://purl.obolibrary.org/obo/EUPATH_0053597,PrEP,,Jilinde_awareness_survey | Demand_creation_evaluation_questionnaire
http://purl.obolibrary.org/obo/EUPATH_0055091,Motivation of refilling in clinic specified,http://purl.obolibrary.org/obo/EUPATH_0053597,PrEP,,Jilinde_awareness_survey | Demand_creation_evaluation_questionnaire
http://purl.obolibrary.org/obo/EUPATH_0054526,Motivation of resuming PrEP,http://purl.obolibrary.org/obo/EUPATH_0053597,PrEP,,Jilinde_awareness_survey | Demand_creation_evaluation_questionnaire
http://purl.obolibrary.org/obo/EUPATH_0055105,Motivation of resuming PrEP specified,http://purl.obolibrary.org/obo/EUPATH_0053597,PrEP,,Demand_creation_evaluation_questionnaire | Jilinde_awareness_survey
http://purl.obolibrary.org/obo/EUPATH_0058275,Movtivated by wirtings to seek more information on PrEP,http://purl.obolibrary.org/obo/EUPATH_0053597,PrEP,,Demand_creation_evaluation_questionnaire
http://purl.obolibrary.org/obo/EUPATH_0054978,Need approval for PrEP,http://purl.obolibrary.org/obo/EUPATH_0053597,PrEP,,Jilinde_awareness_survey | Demand_creation_evaluation_questionnaire
http://purl.obolibrary.org/obo/EUPATH_0054686,Newspapers that read most specified,http://purl.obolibrary.org/obo/EUPATH_0053597,PrEP,,Jilinde_awareness_survey
http://purl.obolibrary.org/obo/EUPATH_0055074,Number of missing PrEP pills,http://purl.obolibrary.org/obo/EUPATH_0053597,PrEP,,Demand_creation_evaluation_questionnaire | Jilinde_awareness_survey
http://purl.obolibrary.org/obo/EUPATH_0055078,Number of missing refills,http://purl.obolibrary.org/obo/EUPATH_0053597,PrEP,,Jilinde_awareness_survey | Demand_creation_evaluation_questionnaire
http://purl.obolibrary.org/obo/EUPATH_0055132,Other Non-Public Sector specified,http://purl.obolibrary.org/obo/EUPATH_0053597,PrEP,,Jilinde_awareness_survey
http://purl.obolibrary.org/obo/EUPATH_0054149,Other anticipated change in sexual behavior upon starting PrEP specified,http://purl.obolibrary.org/obo/EUPATH_0053597,PrEP,,Jilinde_prospective_cohort
http://purl.obolibrary.org/obo/EUPATH_0054030,Other benefits from taking PrEP specified,http://purl.obolibrary.org/obo/EUPATH_0053597,PrEP,,Jilinde_prospective_cohort
http://purl.obolibrary.org/obo/EUPATH_0054034,Other challenges you experienced to taking PrEP daily specified,http://purl.obolibrary.org/obo/EUPATH_0053597,PrEP,,Jilinde_prospective_cohort
http://purl.obolibrary.org/obo/EUPATH_0054167,Other main challenge in taking daily PrEP specified,http://purl.obolibrary.org/obo/EUPATH_0053597,PrEP,,Jilinde_prospective_cohort
http://purl.obolibrary.org/obo/EUPATH_0054349,Other main reason for agreeing to offer of PrEP specified,http://purl.obolibrary.org/obo/EUPATH_0053597,PrEP,,Jilinde_prospective_cohort
http://purl.obolibrary.org/obo/EUPATH_0054348,Other main reason for stopping PrEP after prior use,http://purl.obolibrary.org/obo/EUPATH_0053597,PrEP,,Jilinde_prospective_cohort
http://purl.obolibrary.org/obo/EUPATH_0054345,Other main reason provider gave for stopping PrEP specified,http://purl.obolibrary.org/obo/EUPATH_0053597,PrEP,,Jilinde_prospective_cohort
http://purl.obolibrary.org/obo/EUPATH_0054534,Other non-public sector,http://purl.obolibrary.org/obo/EUPATH_0053597,PrEP,,Jilinde_awareness_survey
http://purl.obolibrary.org/obo/EUPATH_0054533,Other public sector,http://purl.obolibrary.org/obo/EUPATH_0053597,PrEP,,Jilinde_awareness_survey
http://purl.obolibrary.org/obo/EUPATH_0055126,Other public sector specified,http://purl.obolibrary.org/obo/EUPATH_0053597,PrEP,,Jilinde_awareness_survey
http://purl.obolibrary.org/obo/EUPATH_0054242,Other reason for declining the offer of PrEP today specified,http://purl.obolibrary.org/obo/EUPATH_0053597,PrEP,,Jilinde_prospective_cohort
http://purl.obolibrary.org/obo/EUPATH_0054350,Other reason of reconsidering taking PrEP specified,http://purl.obolibrary.org/obo/EUPATH_0053597,PrEP,,Jilinde_prospective_cohort
http://purl.obolibrary.org/obo/EUPATH_0054347,Other reason provider gave for stopping PrEP specified,http://purl.obolibrary.org/obo/EUPATH_0053597,PrEP,,Jilinde_prospective_cohort
http://purl.obolibrary.org/obo/EUPATH_0054080,Other use of extra tablets after stopping PrEP specified,http://purl.obolibrary.org/obo/EUPATH_0053597,PrEP,,Jilinde_retrospective_survey | Jilinde_prospective_cohort
http://purl.obolibrary.org/obo/EUPATH_0063234,Payment for received PrEP services,http://purl.obolibrary.org/obo/EUPATH_0053597,PrEP,,jilinde_costing_survey
http://purl.obolibrary.org/obo/EUPATH_0063252,Payment mode for PrEP service,http://purl.obolibrary.org/obo/EUPATH_0053597,PrEP,,jilinde_costing_survey
http://purl.obolibrary.org/obo/EUPATH_0058276,Peer educator talked about PrEP to you,http://purl.obolibrary.org/obo/EUPATH_0053597,PrEP,,Demand_creation_evaluation_questionnaire
http://purl.obolibrary.org/obo/EUPATH_0058277,Perception about purpose of pill carrier,http://purl.obolibrary.org/obo/EUPATH_0053597,PrEP,,Demand_creation_evaluation_questionnaire
http://purl.obolibrary.org/obo/EUPATH_0058278,Perception about purpose of pill carrier specified,http://purl.obolibrary.org/obo/EUPATH_0053597,PrEP,,Demand_creation_evaluation_questionnaire
http://purl.obolibrary.org/obo/EUPATH_0054522,Person who approve/support for PrEP,http://purl.obolibrary.org/obo/EUPATH_0053597,PrEP,,Jilinde_awareness_survey | Demand_creation_evaluation_questionnaire
http://purl.obolibrary.org/obo/EUPATH_0054987,Person who approve/support for PrEP specified,http://purl.obolibrary.org/obo/EUPATH_0053597,PrEP,,Jilinde_awareness_survey | Demand_creation_evaluation_questionnaire
http://purl.obolibrary.org/obo/EUPATH_0054536,Person who influences HIV prevention decision,http://purl.obolibrary.org/obo/EUPATH_0053597,PrEP,,Jilinde_awareness_survey | Demand_creation_evaluation_questionnaire
http://purl.obolibrary.org/obo/EUPATH_0058279,Person who influences HIV prevention decision specified,http://purl.obolibrary.org/obo/EUPATH_0053597,PrEP,,Demand_creation_evaluation_questionnaire
http://purl.obolibrary.org/obo/EUPATH_0054527,Place to get PrEP,http://purl.obolibrary.org/obo/EUPATH_0053597,PrEP,,Demand_creation_evaluation_questionnaire | Jilinde_awareness_survey
http://purl.obolibrary.org/obo/EUPATH_0055118,Place to get PrEP specified,http://purl.obolibrary.org/obo/EUPATH_0053597,PrEP,,Jilinde_awareness_survey | Demand_creation_evaluation_questionnaire
http://purl.obolibrary.org/obo/EUPATH_0053506,Place to receive PrEP for first time,http://purl.obolibrary.org/obo/EUPATH_0053597,PrEP,,Jilinde_retrospective_survey
http://purl.obolibrary.org/obo/EUPATH_0053507,Place to receive PrEP for first time specifed,http://purl.obolibrary.org/obo/EUPATH_0053597,PrEP,,Jilinde_retrospective_survey
http://purl.obolibrary.org/obo/EUPATH_0058280,"Place to see slogan of ""KujiPrEP ni Kujipanga Poa",http://purl.obolibrary.org/obo/EUPATH_0053597,PrEP,,Demand_creation_evaluation_questionnaire
http://purl.obolibrary.org/obo/EUPATH_0058281,"Place to see slogan of ""KujiPrEP ni Kujipanga Poa"" specified",http://purl.obolibrary.org/obo/EUPATH_0053597,PrEP,,Demand_creation_evaluation_questionnaire
http://purl.obolibrary.org/obo/EUPATH_0054510,PrEP content read in newspapers,http://purl.obolibrary.org/obo/EUPATH_0053597,PrEP,,Jilinde_awareness_survey
http://purl.obolibrary.org/obo/EUPATH_0054700,PrEP content read in newspapers specified,http://purl.obolibrary.org/obo/EUPATH_0053597,PrEP,,Jilinde_awareness_survey
http://purl.obolibrary.org/obo/EUPATH_0054518,PrEP content received from SMS/WhatsApp,http://purl.obolibrary.org/obo/EUPATH_0053597,PrEP,,Jilinde_awareness_survey | Demand_creation_evaluation_questionnaire
http://purl.obolibrary.org/obo/EUPATH_0054846,PrEP content received from SMS/WhatsApp specified,http://purl.obolibrary.org/obo/EUPATH_0053597,PrEP,,Jilinde_awareness_survey | Demand_creation_evaluation_questionnaire
http://purl.obolibrary.org/obo/EUPATH_0055032,PrEP information or counseling from heatlh care worker,http://purl.obolibrary.org/obo/EUPATH_0053597,PrEP,,Jilinde_awareness_survey
http://purl.obolibrary.org/obo/EUPATH_0055033,PrEP information or counseling from heatlh care worker based on recent HIV test,http://purl.obolibrary.org/obo/EUPATH_0053597,PrEP,,Jilinde_awareness_survey
http://purl.obolibrary.org/obo/EUPATH_0054502,PrEP knowledge,http://purl.obolibrary.org/obo/EUPATH_0053597,PrEP,,Demand_creation_evaluation_questionnaire | Jilinde_awareness_survey
http://purl.obolibrary.org/obo/EUPATH_0057037,PrEP knowledge of Peer Educator and CHV,http://purl.obolibrary.org/obo/EUPATH_0053597,PrEP,,Jilinde_pe_chv_cohort
http://purl.obolibrary.org/obo/EUPATH_0056544,PrEP knowledge of healthcare provider,http://purl.obolibrary.org/obo/EUPATH_0053597,PrEP,,Jilinde_healthcareprovider_cohort
http://purl.obolibrary.org/obo/EUPATH_0054516,PrEP message on TV,http://purl.obolibrary.org/obo/EUPATH_0053597,PrEP,,Jilinde_awareness_survey | Demand_creation_evaluation_questionnaire
http://purl.obolibrary.org/obo/EUPATH_0054816,PrEP message on TV specified,http://purl.obolibrary.org/obo/EUPATH_0053597,PrEP,,Demand_creation_evaluation_questionnaire | Jilinde_awareness_survey
http://purl.obolibrary.org/obo/EUPATH_0054512,PrEP message that read most,http://purl.obolibrary.org/obo/EUPATH_0053597,PrEP,,Jilinde_awareness_survey
http://purl.obolibrary.org/obo/EUPATH_0054736,PrEP message that read most specified,http://purl.obolibrary.org/obo/EUPATH_0053597,PrEP,,Jilinde_awareness_survey
http://purl.obolibrary.org/obo/EUPATH_0054514,PrEP messages that hear on radio,http://purl.obolibrary.org/obo/EUPATH_0053597,PrEP,,Jilinde_awareness_survey | Demand_creation_evaluation_questionnaire
http://purl.obolibrary.org/obo/EUPATH_0054776,PrEP messages that hear on radio specified,http://purl.obolibrary.org/obo/EUPATH_0053597,PrEP,,Jilinde_awareness_survey | Demand_creation_evaluation_questionnaire
http://purl.obolibrary.org/obo/EUPATH_0056545,PrEP prescribed experience,http://purl.obolibrary.org/obo/EUPATH_0053597,PrEP,,Jilinde_healthcareprovider_cohort
http://purl.obolibrary.org/obo/EUPATH_0063168,PrEP service received,http://purl.obolibrary.org/obo/EUPATH_0053597,PrEP,,jilinde_costing_survey
http://purl.obolibrary.org/obo/EUPATH_0063101,PrEP service received in initial visit,http://purl.obolibrary.org/obo/EUPATH_0053597,PrEP,,jilinde_costing_survey
http://purl.obolibrary.org/obo/EUPATH_0054503,PrEP source,http://purl.obolibrary.org/obo/EUPATH_0053597,PrEP,,Demand_creation_evaluation_questionnaire | Jilinde_awareness_survey
http://purl.obolibrary.org/obo/EUPATH_0054508,PrEP source before February 2017,http://purl.obolibrary.org/obo/EUPATH_0053597,PrEP,,Jilinde_awareness_survey
http://purl.obolibrary.org/obo/EUPATH_0054649,PrEP source before February 2017 specified,http://purl.obolibrary.org/obo/EUPATH_0053597,PrEP,,Demand_creation_evaluation_questionnaire | Jilinde_awareness_survey
http://purl.obolibrary.org/obo/EUPATH_0054506,PrEP source from community sources,http://purl.obolibrary.org/obo/EUPATH_0053597,PrEP,,Jilinde_awareness_survey | Demand_creation_evaluation_questionnaire
http://purl.obolibrary.org/obo/EUPATH_0054505,PrEP source from health personnel,http://purl.obolibrary.org/obo/EUPATH_0053597,PrEP,,Jilinde_awareness_survey | Demand_creation_evaluation_questionnaire
http://purl.obolibrary.org/obo/EUPATH_0054507,PrEP source from interpersonal,http://purl.obolibrary.org/obo/EUPATH_0053597,PrEP,,Jilinde_awareness_survey | Demand_creation_evaluation_questionnaire
http://purl.obolibrary.org/obo/EUPATH_0054504,PrEP source from media,http://purl.obolibrary.org/obo/EUPATH_0053597,PrEP,,Jilinde_awareness_survey | Demand_creation_evaluation_questionnaire
http://purl.obolibrary.org/obo/EUPATH_0058282,PrEP source from media specified,http://purl.obolibrary.org/obo/EUPATH_0053597,PrEP,,Demand_creation_evaluation_questionnaire
http://purl.obolibrary.org/obo/EUPATH_0054590,PrEP source specified,http://purl.obolibrary.org/obo/EUPATH_0053597,PrEP,,Demand_creation_evaluation_questionnaire | Jilinde_awareness_survey
http://purl.obolibrary.org/obo/EUPATH_0056546,PrEP training,http://purl.obolibrary.org/obo/EUPATH_0053597,PrEP,,Jilinde_healthcareprovider_cohort | Jilinde_pe_chv_cohort
http://purl.obolibrary.org/obo/EUPATH_0056547,PrEP training specified,http://purl.obolibrary.org/obo/EUPATH_0053597,PrEP,,Jilinde_healthcareprovider_cohort | Jilinde_pe_chv_cohort
http://purl.obolibrary.org/obo/EUPATH_0054241,Reason for declining the offer of PrEP today,http://purl.obolibrary.org/obo/EUPATH_0053597,PrEP,,Jilinde_prospective_cohort
http://purl.obolibrary.org/obo/EUPATH_0063210,Reason for obtaining only some PrEP services during visit,http://purl.obolibrary.org/obo/EUPATH_0053597,PrEP,,jilinde_costing_survey
http://purl.obolibrary.org/obo/EUPATH_0054247,Reason of not reconsidering taking PrEP,http://purl.obolibrary.org/obo/EUPATH_0053597,PrEP,,Jilinde_prospective_cohort
http://purl.obolibrary.org/obo/EUPATH_0053515,Reason of not trying PrEP,http://purl.obolibrary.org/obo/EUPATH_0053597,PrEP,,Jilinde_retrospective_survey
http://purl.obolibrary.org/obo/EUPATH_0053595,Reason of not trying PrEP again,http://purl.obolibrary.org/obo/EUPATH_0053597,PrEP,,Jilinde_retrospective_survey
http://purl.obolibrary.org/obo/EUPATH_0053525,Reason of not trying PrEP again specified,http://purl.obolibrary.org/obo/EUPATH_0053597,PrEP,,Jilinde_retrospective_survey
http://purl.obolibrary.org/obo/EUPATH_0054248,Reason of reconsidering taking PrEP,http://purl.obolibrary.org/obo/EUPATH_0053597,PrEP,,Jilinde_prospective_cohort
http://purl.obolibrary.org/obo/EUPATH_0054234,Reason provider gave for stopping PrEP,http://purl.obolibrary.org/obo/EUPATH_0053597,PrEP,,Jilinde_prospective_cohort
http://purl.obolibrary.org/obo/EUPATH_0053596,Reason to adhere to PrEP,http://purl.obolibrary.org/obo/EUPATH_0053597,PrEP,,Jilinde_retrospective_survey
http://purl.obolibrary.org/obo/EUPATH_0053528,Reason to adhere to PrEP  specified,http://purl.obolibrary.org/obo/EUPATH_0053597,PrEP,,Jilinde_retrospective_survey
http://purl.obolibrary.org/obo/EUPATH_0054529,Reason to like PrEP,http://purl.obolibrary.org/obo/EUPATH_0053597,PrEP,,Jilinde_awareness_survey | Demand_creation_evaluation_questionnaire
http://purl.obolibrary.org/obo/EUPATH_0055146,Reason to like PrEP specified,http://purl.obolibrary.org/obo/EUPATH_0053597,PrEP,,Jilinde_awareness_survey | Demand_creation_evaluation_questionnaire
http://purl.obolibrary.org/obo/EUPATH_0054531,Reason to miss refill,http://purl.obolibrary.org/obo/EUPATH_0053597,PrEP,,Jilinde_awareness_survey | Demand_creation_evaluation_questionnaire
http://purl.obolibrary.org/obo/EUPATH_0055084,Reason to miss refill sepcified,http://purl.obolibrary.org/obo/EUPATH_0053597,PrEP,,Demand_creation_evaluation_questionnaire | Jilinde_awareness_survey
http://purl.obolibrary.org/obo/EUPATH_0053518,Reason to stop taking PrEP specified,http://purl.obolibrary.org/obo/EUPATH_0053597,PrEP,,Jilinde_retrospective_survey | Jilinde_awareness_survey | Demand_creation_evaluation_questionnaire
http://purl.obolibrary.org/obo/EUPATH_0053594,Reason you stopped taking PrEP,http://purl.obolibrary.org/obo/EUPATH_0053597,PrEP,,Jilinde_prospective_cohort | Jilinde_awareness_survey | Demand_creation_evaluation_questionnaire | Jilinde_retrospective_survey
http://purl.obolibrary.org/obo/EUPATH_0055093,Received SMS about PrEP pills reminding in last one year,http://purl.obolibrary.org/obo/EUPATH_0053597,PrEP,,Jilinde_awareness_survey | Demand_creation_evaluation_questionnaire
http://purl.obolibrary.org/obo/EUPATH_0055094,Received SMS reminding clinic visit for PrEP in last one year,http://purl.obolibrary.org/obo/EUPATH_0053597,PrEP,,Jilinde_awareness_survey | Demand_creation_evaluation_questionnaire
http://purl.obolibrary.org/obo/EUPATH_0055092,Received a phone call about PrEP use in last one year,http://purl.obolibrary.org/obo/EUPATH_0053597,PrEP,,Jilinde_awareness_survey | Demand_creation_evaluation_questionnaire
http://purl.obolibrary.org/obo/EUPATH_0057016,Recommend PrEP in last 6 months,http://purl.obolibrary.org/obo/EUPATH_0053597,PrEP,,Jilinde_pe_chv_cohort
http://purl.obolibrary.org/obo/EUPATH_0055135,Recommend PrEP to other,http://purl.obolibrary.org/obo/EUPATH_0053597,PrEP,,Demand_creation_evaluation_questionnaire | Jilinde_awareness_survey
http://purl.obolibrary.org/obo/EUPATH_0054251,Reconsider PrEP in the future,http://purl.obolibrary.org/obo/EUPATH_0053597,PrEP,,Jilinde_prospective_cohort
http://purl.obolibrary.org/obo/EUPATH_0054958,Refered for PrEP service,http://purl.obolibrary.org/obo/EUPATH_0053597,PrEP,,Demand_creation_evaluation_questionnaire | Jilinde_awareness_survey
http://purl.obolibrary.org/obo/EUPATH_0058283,Refered for PrEP service by PE and YPP,http://purl.obolibrary.org/obo/EUPATH_0053597,PrEP,,Demand_creation_evaluation_questionnaire
http://purl.obolibrary.org/obo/EUPATH_0056548,Resource of learning about PrEP,http://purl.obolibrary.org/obo/EUPATH_0053597,PrEP,,Jilinde_pe_chv_cohort | Jilinde_healthcareprovider_cohort
http://purl.obolibrary.org/obo/EUPATH_0056549,Resource of learning about PrEP specified,http://purl.obolibrary.org/obo/EUPATH_0053597,PrEP,,Jilinde_healthcareprovider_cohort | Jilinde_pe_chv_cohort
http://purl.obolibrary.org/obo/EUPATH_0054271,Restart taking PrEP,http://purl.obolibrary.org/obo/EUPATH_0053597,PrEP,,Jilinde_prospective_cohort
http://purl.obolibrary.org/obo/EUPATH_0053509,Same place to pick up PrEP,http://purl.obolibrary.org/obo/EUPATH_0053597,PrEP,,Jilinde_retrospective_survey
http://purl.obolibrary.org/obo/EUPATH_0053508,Same place to screened and take PrEP,http://purl.obolibrary.org/obo/EUPATH_0053597,PrEP,,Jilinde_retrospective_survey
http://purl.obolibrary.org/obo/EUPATH_0054278,Self-perception of PrEP,http://purl.obolibrary.org/obo/EUPATH_0053597,PrEP,,Jilinde_prospective_cohort
http://purl.obolibrary.org/obo/EUPATH_0058284,Source of PrEP message,http://purl.obolibrary.org/obo/EUPATH_0053597,PrEP,,Demand_creation_evaluation_questionnaire
http://purl.obolibrary.org/obo/EUPATH_0058285,Source of PrEP message specifed,http://purl.obolibrary.org/obo/EUPATH_0053597,PrEP,,Demand_creation_evaluation_questionnaire
http://purl.obolibrary.org/obo/EUPATH_0054509,Source of PrEP slogan,http://purl.obolibrary.org/obo/EUPATH_0053597,PrEP,,Demand_creation_evaluation_questionnaire | Jilinde_awareness_survey
http://purl.obolibrary.org/obo/EUPATH_0054674,Source of PrEP slogan specified,http://purl.obolibrary.org/obo/EUPATH_0053597,PrEP,,Demand_creation_evaluation_questionnaire | Jilinde_awareness_survey
http://purl.obolibrary.org/obo/EUPATH_0054537,Source of SMS/calls/WhatsApp,http://purl.obolibrary.org/obo/EUPATH_0053597,PrEP,,Jilinde_awareness_survey
http://purl.obolibrary.org/obo/EUPATH_0058286,"Source of slogan of  ""Lets get real",http://purl.obolibrary.org/obo/EUPATH_0053597,PrEP,,Demand_creation_evaluation_questionnaire
http://purl.obolibrary.org/obo/EUPATH_0058287,"Source of slogan of  ""Lets get real"" specified",http://purl.obolibrary.org/obo/EUPATH_0053597,PrEP,,Demand_creation_evaluation_questionnaire
http://purl.obolibrary.org/obo/EUPATH_0054292,Stop taking PrEP >7 days,http://purl.obolibrary.org/obo/EUPATH_0053597,PrEP,,Jilinde_prospective_cohort
http://purl.obolibrary.org/obo/EUPATH_0054291,Stop taking PrEP when offered previously,http://purl.obolibrary.org/obo/EUPATH_0053597,PrEP,,Jilinde_prospective_cohort
http://purl.obolibrary.org/obo/EUPATH_0053517,Taking PrEP,http://purl.obolibrary.org/obo/EUPATH_0053597,PrEP,,Jilinde_pe_chv_cohort | Jilinde_awareness_survey | Demand_creation_evaluation_questionnaire | Jilinde_retrospective_survey
http://purl.obolibrary.org/obo/EUPATH_0054299,Time between getting and starting PrEP,http://purl.obolibrary.org/obo/EUPATH_0053597,PrEP,,Jilinde_prospective_cohort
http://purl.obolibrary.org/obo/EUPATH_0053510,Time between prescribe and take PrEP,http://purl.obolibrary.org/obo/EUPATH_0053597,PrEP,,Jilinde_retrospective_survey
http://purl.obolibrary.org/obo/EUPATH_0057004,Time of hearing PrEP,http://purl.obolibrary.org/obo/EUPATH_0053597,PrEP,,Jilinde_pe_chv_cohort
http://purl.obolibrary.org/obo/EUPATH_0053514,Time to take PrEP in first month,http://purl.obolibrary.org/obo/EUPATH_0053597,PrEP,,Jilinde_retrospective_survey
http://purl.obolibrary.org/obo/EUPATH_0055098,Times to have discontinued PrEP use,http://purl.obolibrary.org/obo/EUPATH_0053597,PrEP,,Demand_creation_evaluation_questionnaire | Jilinde_awareness_survey
http://purl.obolibrary.org/obo/EUPATH_0055099,Times to have restarted PrEP after discontinuation,http://purl.obolibrary.org/obo/EUPATH_0053597,PrEP,,Jilinde_awareness_survey | Demand_creation_evaluation_questionnaire
http://purl.obolibrary.org/obo/EUPATH_0053520,Times to restart PrEP count,http://purl.obolibrary.org/obo/EUPATH_0053597,PrEP,,Jilinde_retrospective_survey
http://purl.obolibrary.org/obo/EUPATH_0054540,Type of IEC or promotional materials,http://purl.obolibrary.org/obo/EUPATH_0053597,PrEP,,Jilinde_awareness_survey | Demand_creation_evaluation_questionnaire
http://purl.obolibrary.org/obo/EUPATH_0058288,Type of IEC or promotional materials specified,http://purl.obolibrary.org/obo/EUPATH_0053597,PrEP,,Demand_creation_evaluation_questionnaire
http://purl.obolibrary.org/obo/EUPATH_0058291,Type of PrEP received from CHV,http://purl.obolibrary.org/obo/EUPATH_0053597,PrEP,,Demand_creation_evaluation_questionnaire
http://purl.obolibrary.org/obo/EUPATH_0058292,Type of PrEP received from CHV specified,http://purl.obolibrary.org/obo/EUPATH_0053597,PrEP,,Demand_creation_evaluation_questionnaire
http://purl.obolibrary.org/obo/EUPATH_0054521,Type of PrEP received from CHV/PE/YPP,http://purl.obolibrary.org/obo/EUPATH_0053597,PrEP,,Jilinde_awareness_survey
http://purl.obolibrary.org/obo/EUPATH_0054957,Type of PrEP received from CHV/PE/YPP specified,http://purl.obolibrary.org/obo/EUPATH_0053597,PrEP,,Jilinde_awareness_survey
http://purl.obolibrary.org/obo/EUPATH_0058293,Type of PrEP received from PE/YPP,http://purl.obolibrary.org/obo/EUPATH_0053597,PrEP,,Demand_creation_evaluation_questionnaire
http://purl.obolibrary.org/obo/EUPATH_0058294,Type of PrEP received from PE/YPP specified,http://purl.obolibrary.org/obo/EUPATH_0053597,PrEP,,Demand_creation_evaluation_questionnaire
http://purl.obolibrary.org/obo/EUPATH_0058295,Type of PrEP received from peer educator (PE),http://purl.obolibrary.org/obo/EUPATH_0053597,PrEP,,Demand_creation_evaluation_questionnaire
http://purl.obolibrary.org/obo/EUPATH_0058296,Type of PrEP received from peer educator (PE) specified,http://purl.obolibrary.org/obo/EUPATH_0053597,PrEP,,Demand_creation_evaluation_questionnaire
http://purl.obolibrary.org/obo/EUPATH_0054528,Type of clinic to get PrEP,http://purl.obolibrary.org/obo/EUPATH_0053597,PrEP,,Jilinde_awareness_survey
http://purl.obolibrary.org/obo/EUPATH_0054520,Type of event that hear PrEP in last year,http://purl.obolibrary.org/obo/EUPATH_0053597,PrEP,,Jilinde_awareness_survey | Demand_creation_evaluation_questionnaire
http://purl.obolibrary.org/obo/EUPATH_0054941,Type of event that hear PrEP in last year specified,http://purl.obolibrary.org/obo/EUPATH_0053597,PrEP,,Demand_creation_evaluation_questionnaire | Jilinde_awareness_survey
http://purl.obolibrary.org/obo/EUPATH_0058289,"Type of item that branded """"KujiPrEP ni kujipanga poa",http://purl.obolibrary.org/obo/EUPATH_0053597,PrEP,,Demand_creation_evaluation_questionnaire
