variable	variable2	values	mappedTerm	X
126plate302::otherhxcmnt	EUPATH_0041060	FIEVRE(SOUS COARTEN)	Fever	
126plate302::otherhxcmnt	EUPATH_0041060	FIEVRE(SOUS TRAITEMENT COARTEM (R)	Fever	
126plate302::otherhxcmnt	EUPATH_0041060	FIEVRE(SOUS TRAITEMENT)	Fever	
126plate302::otherhxcmnt	EUPATH_0041060	INFLAMMATION DE L`INDEXE GAUCHE	Finger inflammation	
126plate302::otherhxcmnt	EUPATH_0041060	INFLAMMATION DU PIED DROITE	Right foot inflammation	
126plate302::otherhxcmnt	EUPATH_0041060	NOTION DE CHUTE	Fall	
126plate302::otherhxcmnt	EUPATH_0041060	NOTION DE FIERVRE	Fever	
126plate302::otherhxcmnt	EUPATH_0041060	NOTION DE FIERVRE VESPERALE	Fever	
126plate302::otherhxcmnt	EUPATH_0041060	NOTION DE FIEVRE VESPERALE FRISSONS	Fever, chills	
126plate302::otherhxcmnt	EUPATH_0041060	NOTION DE FIEVRE VESPERALES	Fever	
126plate302::otherhxcmnt	EUPATH_0041060	NOTION DE FIEVRE+ANOREXIE	Anorexia, fever	
126plate302::otherhxcmnt	EUPATH_0041060	NOTION DE FRERE	Fever	
126plate302::otherhxcmnt	EUPATH_0041060	NOTION DE FRISSON	Chills	
126plate302::otherhxcmnt	EUPATH_0041060	NOTION DE FRISSONS	Fever, chills	
126plate302::otherhxcmnt	EUPATH_0041060	NOTIONDE FIEVRE VESPERALES	Fever	
126plate302::otherhxcmnt	EUPATH_0041060	NOTIONS DE FIEVRE	Fever	
126plate302::otherhxcmnt	EUPATH_0041060	NOTIONS DE FRISSONS	Chills	
126plate302::otherhxcmnt	EUPATH_0041060	PLAE DE LA PLANTE DES PIEDS	Feet wound	
126plate302::otherhxcmnt	EUPATH_0041060	PLAIE A LA CUISSEN DROITE	Right leg wound	
126plate302::otherhxcmnt	EUPATH_0041060	PLAIE AU PIED DROIT	Right foot wound	
126plate302::otherhxcmnt	EUPATH_0041060	PLAIE INFECTEE AU PIED DROIT	Right foot wound	
126plate302::otherhxcmnt	EUPATH_0041060	PLAIE INFECTEE DU POUCE DROITE	Right finger wound	
126plate302::otherhxcmnt	EUPATH_0041060	PLAIE SURINFECTEE DU PIED DROIT	Right foot wound	
126plate302::otherhxcmnt	EUPATH_0041060	SENSATIION DE FROID	Chills	
126plate302::otherhxcmnt	EUPATH_0041060	SENSATION DE FIEVRE	Fever	
126plate302::otherhxcmnt	EUPATH_0041060	SENSATION DE FROID	Chills	
126plate302::otherhxcmnt	EUPATH_0041060	SOMNENBULISME	Somnambulism	
126plate302::otherhxcmnt	EUPATH_0041060	SOURDE ET MUETTE	Deaf dumb	
126plate302::otherhxcmnt	EUPATH_0041060	SOURDE MUETTE	Deaf dumb	
126plate302::otherhxcmnt	EUPATH_0041060	VESPERALE	Fever	
126plate303::genappearcmnt	EUPATH_0041085	DEFICIT PONDERAL	Lost weight	
126plate303::genappearcmnt	EUPATH_0041085	DEFICIT PONDERALE	Lost weight	
126plate303::genappearcmnt	EUPATH_0041085	FACIES MALADIF	Apathy	
126plate303::genappearcmnt	EUPATH_0041085	LIMBOCONJONCTIVITE	Tropical endemic conjunctivitis	
126plate303::genappearcmnt	EUPATH_0041085	MALNUTRITION	Acute malnutrition	
126plate303::genappearcmnt	EUPATH_0041085	MALNUTRITION PROTEINOERGITIQUE	Acute malnutrition	
126plate303::heent_examcmnt	EUPATH_0041087	ABCES AU COU	Neck abscess	
126plate303::heent_examcmnt	EUPATH_0041087	ABCES AU FRONT	Head abscess	
126plate303::heent_examcmnt	EUPATH_0041087	ADENOPATHIE SOUX MAXILAIRE DROITE	Maxillary adenopathy	
126plate303::heent_examcmnt	EUPATH_0041087	ADENOPATHIES SOUS MAXILLAIRE BILATERALES	Maxillary adenopathy	
126plate303::heent_examcmnt	EUPATH_0041087	AMYGDALIITE GAUCHE`	Tonsil infection	
126plate303::heent_examcmnt	EUPATH_0041087	AMYGDALITE GAUCHE	Tonsil infection	
126plate303::heent_examcmnt	EUPATH_0041087	ANGINE DE GORGE CANDIDOSE BUCCALE	Tonsil infection	
126plate303::heent_examcmnt	EUPATH_0041087	CANDIDASE BUCCALE	Buccal candidosis	
126plate303::heent_examcmnt	EUPATH_0041087	CANDIDOSE BUCCALE CONJONCTIVITE	Buccal candidosis	
126plate303::heent_examcmnt	EUPATH_0041087	CANDIDOSES BUCCALES	Buccal candidosis	
126plate303::heent_examcmnt	EUPATH_0041087	CANDIOSE BUCCALE	Buccal candidosis	
126plate303::heent_examcmnt	EUPATH_0041087	CARIE DENTAIRE SURINFECTEE	Infected dental caries	
126plate303::heent_examcmnt	EUPATH_0041087	CARIE DENTAIRE SURINFECTEE CANINE GAUCHE	Infected dental caries	
126plate303::heent_examcmnt	EUPATH_0041087	CARIE DENTAIRE SURINFECTEE MOLAIRE INFERIEUR GAUCHE	Infected dental caries	
126plate303::heent_examcmnt	EUPATH_0041087	CARIE DENTAIRE SURINFEE	Infected dental caries	
126plate303::heent_examcmnt	EUPATH_0041087	CATARATE DROITE	Cataract	
126plate303::heent_examcmnt	EUPATH_0041087	CEPHALEES	Headache	
126plate303::heent_examcmnt	EUPATH_0041087	CONFONCTIVITE	Conjunctivitis	
126plate303::heent_examcmnt	EUPATH_0041087	CONGESTION NASALE CANDIDOSE BUCCALE	Nasal congestion	
126plate303::heent_examcmnt	EUPATH_0041087	CONJONCRIVITE BILATERALE	Conjunctivitis	
126plate303::heent_examcmnt	EUPATH_0041087	CONJONCTIVITE DROIT	Conjunctivitis	
126plate303::heent_examcmnt	EUPATH_0041087	CONJONCTIVITE LILATERA FURONCLE	Conjunctivitis, upper eyelid infection	
126plate303::heent_examcmnt	EUPATH_0041087	CONJONCTIVITE UNILATERALE	Conjunctivitis	
126plate303::heent_examcmnt	EUPATH_0041087	CONJONCTIVITE UNILATERALE DROITE	Conjunctivitis	
126plate303::heent_examcmnt	EUPATH_0041087	CONJONCTIVITE UNILATERALE GAUCHE	Conjunctivitis	
126plate303::heent_examcmnt	EUPATH_0041087	CONJONCTIVTE DROITE	Conjunctivitis	
126plate303::heent_examcmnt	EUPATH_0041087	CONJONCTOVOTE	Conjunctivitis	
126plate303::heent_examcmnt	EUPATH_0041087	CONJONTIVITE	Conjunctivitis	
126plate303::heent_examcmnt	EUPATH_0041087	CORPS ETRANGE SOUS CORNEEN DROITE(ACCIDENT DE JEUX)	Foreign object in eye	
126plate303::heent_examcmnt	EUPATH_0041087	CROUTE AU NIVEAU DE LA TETE	Wound	
126plate303::heent_examcmnt	EUPATH_0041087	DENTS CARIEES	Infected dental caries	
126plate303::heent_examcmnt	EUPATH_0041087	DERMATITE	Dermatitis	
126plate303::heent_examcmnt	EUPATH_0041087	DERMITE INFECTEE	Dermatitis	
126plate303::heent_examcmnt	EUPATH_0041087	ECZEME JOUE GAUCHE	Eczema	
126plate303::heent_examcmnt	EUPATH_0041087	ERUPTION DENTAIRE	Tooth eruption	
126plate303::heent_examcmnt	EUPATH_0041087	FURONCLE AU NIVEAU DE LA PAUPIERE SUPERIEUR GAUCHE	Upper eyelid infection	
126plate303::heent_examcmnt	EUPATH_0041087	FURONCLE DE LA PAUPIERE DROITE	Right lid boil	
126plate303::heent_examcmnt	EUPATH_0041087	FURONCLE DU PAUPIERE SUPERIEURE DROITE	Right lid boil	
126plate303::heent_examcmnt	EUPATH_0041087	FURONCLE PERIAUCULAIRE GAUCHE LIMBO CONJONCTIVITE	Hand boil, tropical endemic conjunctivitis	
126plate303::heent_examcmnt	EUPATH_0041087	FURONCLE SOUS PAUPIERRE INFERIEURE GAUCHE	Left lid boil	
126plate303::heent_examcmnt	EUPATH_0041087	FURONCULOTE	Boils	
126plate303::heent_examcmnt	EUPATH_0041087	GANGLIONS SOUS MASCILLAIRE BILATERALE	Maxillary adenopathies	
126plate303::heent_examcmnt	EUPATH_0041087	GENCIVITE	Gingivitis	
126plate303::heent_examcmnt	EUPATH_0041087	GINGIVITE	Gingivitis	
126plate303::heent_examcmnt	EUPATH_0041087	HEMORRAGIE SOUS CONJONCTIVALE GAUCHE	Hyphema	
126plate303::heent_examcmnt	EUPATH_0041087	HYPERLERATOSE DU CURE CHEVELURE	Scalp hyperkeratosis	
126plate303::heent_examcmnt	EUPATH_0041087	INFECTION BUCCO DENTAIRE	Dental infection	
126plate303::heent_examcmnt	EUPATH_0041087	INFECTION DE PAVILLON GAUCHE	Ear infection	
126plate303::heent_examcmnt	EUPATH_0041087	INFECTION DENTAIRE	Infected dental caries	
126plate303::heent_examcmnt	EUPATH_0041087	INFLAMMATION DE LA GENCIVE	Gingivitis	
126plate303::heent_examcmnt	EUPATH_0041087	INFLAMMATION DE LEPIGLOTE	Epiglottitis	
126plate303::heent_examcmnt	EUPATH_0041087	INFLAMMATION DES AMYDALES	Tonsil infection	
126plate303::heent_examcmnt	EUPATH_0041087	INFLAMMATION DES AMYGDALES	Tonsil infection	
126plate303::heent_examcmnt	EUPATH_0041087	INFLAMMATION DU LOBE L'OREILLE GAUCHE	Ear inflamation	
126plate303::heent_examcmnt	EUPATH_0041087	INFLAMMATION LOCALE DE L'OEIL DROIT (PIQURE D'INSECTE)	Eye inflammation	
126plate303::heent_examcmnt	EUPATH_0041087	INFLAMMATION LOCALE DE LA JOOUE GAUCHE,ADENOPATHIE SOUS	Gingivitis and adenopathy	
126plate303::heent_examcmnt	EUPATH_0041087	INFLAMMATION PALPEBRALE	Eyelid inflammation	
126plate303::heent_examcmnt	EUPATH_0041087	LIMBO-CONJONCTIVITE SURINFECTEE	Tropical endemic conjunctivitis	
126plate303::heent_examcmnt	EUPATH_0041087	LYMBO-CONJONCTIVITE ENDEMIQUE DES TROPIQUES	Tropical endemic conjunctivitis	
126plate303::heent_examcmnt	EUPATH_0041087	OEDEME DU VISAGE	Face edema	
126plate303::heent_examcmnt	EUPATH_0041087	OEIL BORGNE	One eye blind	
126plate303::heent_examcmnt	EUPATH_0041087	OTILE SUPPUREE GAUCHE	Otitis	
126plate303::heent_examcmnt	EUPATH_0041087	OTITE AIGUE	Otitis	
126plate303::heent_examcmnt	EUPATH_0041087	OTITE MOYENNE	Otitis	
126plate303::heent_examcmnt	EUPATH_0041087	OTITE MOYENNE AIGUE	Otitis	
126plate303::heent_examcmnt	EUPATH_0041087	OTITE SUPPUREE BILATERALE	Otitis	
126plate303::heent_examcmnt	EUPATH_0041087	OTITEN MOYENNE DROITE	Otitis	
126plate303::heent_examcmnt	EUPATH_0041087	OTORRHEE DROITE	Otitis	
126plate303::heent_examcmnt	EUPATH_0041087	OTORRHEE DROITE TACHE CORNEEN GAUCHE	Otitis, corneal spot	
126plate303::heent_examcmnt	EUPATH_0041087	PALIE OCCIPITO TEMPORALE DROITE	Right face wound	
126plate303::heent_examcmnt	EUPATH_0041087	PERFERATION TYMVANIQUE	Tympanic perforation	
126plate303::heent_examcmnt	EUPATH_0041087	PLAIE	Wound	
126plate303::heent_examcmnt	EUPATH_0041087	PLAIE A LA TEMPE GAUCHE	Left face wound	
126plate303::heent_examcmnt	EUPATH_0041087	PLAIE AUX LEVRES	Lip wound	
126plate303::heent_examcmnt	EUPATH_0041087	PLAIE DE L'OREILLE GAUCHE	Left ear wound	
126plate303::heent_examcmnt	EUPATH_0041087	PLAIE DE LA LOBE DE L'OREILLE GAUCHE	Left ear wound	
126plate303::heent_examcmnt	EUPATH_0041087	PLAIE DU CUIR CHEVELU	Scalp wound	
126plate303::heent_examcmnt	EUPATH_0041087	PLAIE DU VISAGE	Face wound	
126plate303::heent_examcmnt	EUPATH_0041087	PLAIE INFECTEE DU PAVILLON	Ear wound	
126plate303::heent_examcmnt	EUPATH_0041087	PLAIE ORICULAIRE	Ear wound	
126plate303::heent_examcmnt	EUPATH_0041087	PLAIE RETRO ORICULAIRE	Ear wound	
126plate303::heent_examcmnt	EUPATH_0041087	PLAIE RETRONICULAIRE	Ear wound	
126plate303::heent_examcmnt	EUPATH_0041087	PLAIE SURINFECTEE DE LA LEVRE INFERIEURE	Lip wound	
126plate303::heent_examcmnt	EUPATH_0041087	PLAIE SURINFECTEE(LOBE OREILLE GAUCHE)	Left ear wound	
126plate303::heent_examcmnt	EUPATH_0041087	PLAIES MULTIPLES A LA TETE	Head wound	
126plate303::heent_examcmnt	EUPATH_0041087	PYODEINITE DU VISAGE	Pyodermyditis	
126plate303::heent_examcmnt	EUPATH_0041087	PYODERMITE A LA TETE	Pyodermyditis	
126plate303::heent_examcmnt	EUPATH_0041087	PYODERMITE DE L'OREILLE GAUCHE	Pyodermyditis	
126plate303::heent_examcmnt	EUPATH_0041087	PYODERMITE DU CUIR CHEVELU	Pyodermyditis	
126plate303::heent_examcmnt	EUPATH_0041087	PYODERMITE DU CURE CHEVELURE	Pyodermyditis	
126plate303::heent_examcmnt	EUPATH_0041087	PYODERMITE RETRO RICULAIRE	Pyodermyditis	
126plate303::heent_examcmnt	EUPATH_0041087	PYODERMITE SURINFECTEE	Pyodermyditis	
126plate303::heent_examcmnt	EUPATH_0041087	RALES BRONCHIQUES	Pneumopathy	
126plate303::heent_examcmnt	EUPATH_0041087	RHINIRRHEES	Rhinitis	
126plate303::heent_examcmnt	EUPATH_0041087	RHINORHEE+PYODERMITE DU CUIR CHEVELU	Scalp pyoderma, rhinitis	
126plate303::heent_examcmnt	EUPATH_0041087	RHNORRHEE	Rhinitis	
126plate303::heent_examcmnt	EUPATH_0041087	TEIGNE  DU CUIR CHEVELU	Scalp dermatitis	
126plate303::heent_examcmnt	EUPATH_0041087	TEIGNE AU NIVEAU DE LA JOUE DROITE	Cheek dermatitis	
126plate303::heent_examcmnt	EUPATH_0041087	TEIGNE AU NIVEAU DE LA JOUE GAUCHE	Cheek dermatitis	
126plate303::heent_examcmnt	EUPATH_0041087	TEIGNE CUIR CHEVELU	Scalp dermatitis	
126plate303::heent_examcmnt	EUPATH_0041087	TEIGNE CUIR CHEVELURE	Scalp dermatitis	
126plate303::heent_examcmnt	EUPATH_0041087	TEIGNE DU CUIR CHEVELU ET DE LA PEAUGLABRE	Dermatitis	
126plate303::heent_examcmnt	EUPATH_0041087	TEIGNE DU CUIR CHEVELU INFECTEE	Scalp dermatitis	
126plate303::heent_examcmnt	EUPATH_0041087	TEIGNE DU CUIR CHEVELU RHINORRHEES	Scalp dermatitis, rhinitis	
126plate303::heent_examcmnt	EUPATH_0041087	TEIGNE DU CUIR CHEVELURE	Scalp dermatitis	
126plate303::heent_examcmnt	EUPATH_0041087	TEIGNE DU CUIR CHEVELURE PLAIE SUPERFICIELLE JOUE GAUCHE	Scalp dermatitis	
126plate303::heent_examcmnt	EUPATH_0041087	TEIGNE DU CUIR DE CHEVELU	Scalp dermatitis	
126plate303::heent_examcmnt	EUPATH_0041087	TEIGNE INFECTEE DU CUIR CHEVELU	Scalp dermatitis	
126plate303::heent_examcmnt	EUPATH_0041087	TEIGNE MULTIPLACARD	Scalp dermatitis	
126plate303::heent_examcmnt	EUPATH_0041087	TEIGNE SURINFECTEE DU CUIR CHEVELU	Scalp dermatitis	
126plate303::heent_examcmnt	EUPATH_0041087	TEINGNE	Scalp dermatitis	
126plate303::heent_examcmnt	EUPATH_0041087	TEINGNE DU CUIR CHEVELU INFECTEE	Scalp dermatitis	
126plate303::heent_examcmnt	EUPATH_0041087	TEINGNE DU CUIR CHEVELURE	Scalp dermatitis	
126plate303::heent_examcmnt	EUPATH_0041087	TEINGNE SURINFECTEE DU CUIR CHEVELU	Scalp dermatitis	
126plate303::heent_examcmnt	EUPATH_0041087	TRAGUS SENSIBLE	Sensitive tragus	
126plate303::heent_examcmnt	EUPATH_0041087	TREIGNE DU CUIR CHEVELU	Scalp dermatitis	
126plate303::heent_examcmnt	EUPATH_0041087	TUMEFACTION DE LA LEVRE SUPERIEURE	Upper lip swelling	
126plate303::heent_examcmnt	EUPATH_0041087	TUMEFACTION GINGIVALE	Gingival swelling	
126plate303::pulm_examcmnt	EUPATH_0041090	BILATERALES	Bilateral	
126plate303::pulm_examcmnt	EUPATH_0041090	CREPITANTS DROIT	Pneumopathy	
126plate303::pulm_examcmnt	EUPATH_0041090	ENCOMBREMENT BRONCHIQUE	Pneumopathy	
126plate303::pulm_examcmnt	EUPATH_0041090	ENCOMBREMENT BRONCHIQUE DRT	Pneumopathy	
126plate303::pulm_examcmnt	EUPATH_0041090	FIN CREPITANTS GAUCHE ( SOU	Pneumopathy	
126plate303::pulm_examcmnt	EUPATH_0041090	FINS CREPIPTANTS GAUCHE	Pneumopathy	
126plate303::pulm_examcmnt	EUPATH_0041090	FINS CREPITANT GAUCHE	Pneumopathy	
126plate303::pulm_examcmnt	EUPATH_0041090	FINS CREPITANTS GAUCHE	Pneumopathy	
126plate303::pulm_examcmnt	EUPATH_0041090	FINS RALES CREPITANTS	Pneumopathy	
126plate303::pulm_examcmnt	EUPATH_0041090	FINS RALES CREPITANTS BASE	Pneumopathy	
126plate303::pulm_examcmnt	EUPATH_0041090	FIRS CREPITANTS BILATERALES	Pneumopathy	
126plate303::pulm_examcmnt	EUPATH_0041090	PNEUMOPATHIE	Pneumopathy	
126plate303::pulm_examcmnt	EUPATH_0041090	RALES BRONCHIQUE A LA BASE	Pneumopathy	
126plate303::pulm_examcmnt	EUPATH_0041090	RALES BRONCHIQUE AU SOMMET	Pneumopathy	
126plate303::pulm_examcmnt	EUPATH_0041090	RALES BRONCHIQUE BILATERALE	Pneumopathy	
126plate303::pulm_examcmnt	EUPATH_0041090	RALES BRONCHIQUE GAUCHES	Pneumopathy	
126plate303::pulm_examcmnt	EUPATH_0041090	RALES BRONCHIQUEA GAUCHE	Pneumopathy	
126plate303::pulm_examcmnt	EUPATH_0041090	RALES BRONCHIQUES (SOUS TRA	Pneumopathy	
126plate303::pulm_examcmnt	EUPATH_0041090	RALES BRONCHIQUES A LA BASE	Pneumopathy	
126plate303::pulm_examcmnt	EUPATH_0041090	RALES BRONCHIQUES A LA BRA	Pneumopathy	
126plate303::pulm_examcmnt	EUPATH_0041090	RALES BRONCHIQUES AU SOMMET	Pneumopathy	
126plate303::pulm_examcmnt	EUPATH_0041090	RALES BRONCHIQUES BASE GAUC	Pneumopathy	
126plate303::pulm_examcmnt	EUPATH_0041090	RALES BRONCHIQUES BILARALES	Pneumopathy	
126plate303::pulm_examcmnt	EUPATH_0041090	RALES BRONCHIQUES BILATRALE	Pneumopathy	
126plate303::pulm_examcmnt	EUPATH_0041090	RALES BRONCHIQUES DANS LE	Pneumopathy	
126plate303::pulm_examcmnt	EUPATH_0041090	RALES BRONCHIQUES DANS LES	Pneumopathy	
126plate303::pulm_examcmnt	EUPATH_0041090	RALES BRONCHIQUES DES DEUX	Pneumopathy	
126plate303::pulm_examcmnt	EUPATH_0041090	RALES BRONCHIQUES DROIT	Pneumopathy	
126plate303::pulm_examcmnt	EUPATH_0041090	RALES BRONCIQUES	Pneumopathy	
126plate303::pulm_examcmnt	EUPATH_0041090	RALES CREPIPTANTS DANS LES	Pneumopathy	
126plate303::pulm_examcmnt	EUPATH_0041090	RALES CREPITANT	Pneumopathy	
126plate303::pulm_examcmnt	EUPATH_0041090	RALES CREPITANT PULMONAIRES	Pneumopathy	
126plate303::pulm_examcmnt	EUPATH_0041090	RALES CREPITANTE A DROITE	Pneumopathy	
126plate303::pulm_examcmnt	EUPATH_0041090	RALES CREPITANTE GAUCHE	Pneumopathy	
126plate303::pulm_examcmnt	EUPATH_0041090	RALES CREPITANTS	Pneumopathy	
126plate303::pulm_examcmnt	EUPATH_0041090	RALES CREPITANTS (BILATERAU	Pneumopathy	
126plate303::pulm_examcmnt	EUPATH_0041090	RALES CREPITANTS A LA BASE	Pneumopathy	
126plate303::pulm_examcmnt	EUPATH_0041090	RALES CREPITANTS AU BASE PU	Pneumopathy	
126plate303::pulm_examcmnt	EUPATH_0041090	RALES CREPITANTS AUX BASES	Pneumopathy	
126plate303::pulm_examcmnt	EUPATH_0041090	RALES CREPITANTS AUX BASSE	Pneumopathy	
126plate303::pulm_examcmnt	EUPATH_0041090	RALES CREPITANTS BASE PULMO	Pneumopathy	
126plate303::pulm_examcmnt	EUPATH_0041090	RALES CREPITANTS BILATERAUX	Pneumopathy	
126plate303::pulm_examcmnt	EUPATH_0041090	RALES CREPITANTS DANS LES D	Pneumopathy	
126plate303::pulm_examcmnt	EUPATH_0041090	RALES CREPITANTS GAUCHE	Pneumopathy	
126plate303::pulm_examcmnt	EUPATH_0041090	RALES OREPITANTS DANS CHAM	Pneumopathy	
126plate303::pulm_examcmnt	EUPATH_0041090	RALES PULMONAIRE	Pneumopathy	
126plate303::pulm_examcmnt	EUPATH_0041090	RALES PULMONAIRE BILATERALE	Pneumopathy	
126plate303::pulm_examcmnt	EUPATH_0041090	RALES PULMONAIRE DROITE	Pneumopathy	
126plate303::pulm_examcmnt	EUPATH_0041090	RALES PULMONAIREDROITE	Pneumopathy	
126plate303::pulm_examcmnt	EUPATH_0041090	RALES PULMONAIRES DROITE	Pneumopathy	
126plate303::pulm_examcmnt	EUPATH_0041090	RALES PULMONAIRES GAUCHES	Pneumopathy	
126plate303::pulm_examcmnt	EUPATH_0041090	RALES PULMONAIRES,BILARATEL	Pneumopathy	
126plate303::pulm_examcmnt	EUPATH_0041090	RALES SIBILANTS	Pneumopathy	
126plate303::pulm_examcmnt	EUPATH_0041090	RALESS BRONCHIQUES BILATERA	Pneumopathy	
126plate303::pulm_examcmnt	EUPATH_0041090	RALEZ BRONCHIQUES BILATERAL	Pneumopathy	
126plate303::pulm_examcmnt	EUPATH_0041090	RALS BRONCHIQUES	Pneumopathy	
126plate303::pulm_examcmnt	EUPATH_0041090	RHINITE+RALES PULMONAIRES	Pneumopathy, rhinitis	
126plate303::pulm_examcmnt	EUPATH_0041090	RHLES BRONCHIQUES	Pneumopathy	
126plate303::pulm_examcmnt	EUPATH_0041090	RONCHUS	Pneumopathy	
126plate303::pulm_examcmnt	EUPATH_0041090	RONCHUS DANS LES DEUX CHAMP	Pneumopathy	
126plate303::pulm_examcmnt	EUPATH_0041090	RONCHUS DROIT	Pneumopathy	
126plate303::pulm_examcmnt	EUPATH_0041090	RONCHUS PULMONAIRE GAUCHE	Pneumopathy	
126plate303::pulm_examcmnt	EUPATH_0041090	SIBILANTS BILATERALES	Pneumopathy	
126plate303::pulm_examcmnt	EUPATH_0041090	SIBILANTS BILATERAUX	Pneumopathy	
126plate303::pulm_examcmnt	EUPATH_0041090	SIBITANTS BILATERALES	Pneumopathy	
126plate303::pulm_examcmnt	EUPATH_0041090	SIBITANTS BILATERAUX	Pneumopathy	
126plate303::pulm_examcmnt	EUPATH_0041090	TOUX SECHE	Dry cough	
126plate303::cardiac_examcmnt	EUPATH_0041084	RYTHMIE	Heartbeat disorder	
126plate303::abdom_examcmnt	EUPATH_0041083	APENOMEGALIE	Spleen enlargement	
126plate303::abdom_examcmnt	EUPATH_0041083	APLENOMEGALIE	Spleen enlargement	
126plate303::abdom_examcmnt	EUPATH_0041083	BALLONNEMENT	Abdominal distension	
126plate303::abdom_examcmnt	EUPATH_0041083	BALLONNEMENT+SPLENOMEGALIE	Abdominal distension	
126plate303::abdom_examcmnt	EUPATH_0041083	BRULURE SUPERFICIELLE DE CU	Superficial burn	
126plate303::abdom_examcmnt	EUPATH_0041083	CICATRICE DE CHIRURGIE	History of surgery	
126plate303::abdom_examcmnt	EUPATH_0041083	CICATRISE D'INTERVATION CHI	History of surgery	
126plate303::abdom_examcmnt	EUPATH_0041083	EPLENOMEGALIE	Spleen enlargement	
126plate303::abdom_examcmnt	EUPATH_0041083	HANIE OMBILICALE	Umbilical hernia	
126plate303::abdom_examcmnt	EUPATH_0041083	HAPALOMEGALIE	Liver enlargement	
126plate303::abdom_examcmnt	EUPATH_0041083	HEPATO-SPLENOMEGALIE	Liver enlargement, spleen enlargement	
126plate303::abdom_examcmnt	EUPATH_0041083	HERNI OMBILICALE	Umbilical hernia	
126plate303::abdom_examcmnt	EUPATH_0041083	HERNIE AMBILICALE	Umbilical hernia	
126plate303::abdom_examcmnt	EUPATH_0041083	HERNIE OMBILICAL	Umbilical hernia	
126plate303::abdom_examcmnt	EUPATH_0041083	HERNIE OMBILICALES	Umbilical hernia	
126plate303::abdom_examcmnt	EUPATH_0041083	METEORISME	Abdominal distension	
126plate303::abdom_examcmnt	EUPATH_0041083	PLAIE SUITE A UNE BRULURE S	Burn wound	
126plate303::abdom_examcmnt	EUPATH_0041083	SENSIBILITE A LA PALPATION	Pain on physical examination	
126plate303::abdom_examcmnt	EUPATH_0041083	SOLENOMEGALIE	Spleen enlargement	
126plate303::abdom_examcmnt	EUPATH_0041083	SPELNOMEGALIE	Spleen enlargement	
126plate303::abdom_examcmnt	EUPATH_0041083	SPENOMEGALIE	Spleen enlargement	
126plate303::abdom_examcmnt	EUPATH_0041083	SPLEMONEGALIE	Spleen enlargement	
126plate303::abdom_examcmnt	EUPATH_0041083	SPLENMEGALIE	Spleen enlargement	
126plate303::abdom_examcmnt	EUPATH_0041083	SPLENOMEGAIE	Spleen enlargement	
126plate303::abdom_examcmnt	EUPATH_0041083	SPLENOMEGALIES	Spleen enlargement	
126plate303::abdom_examcmnt	EUPATH_0041083	SPLENOMEGALIIE	Spleen enlargement	
126plate303::abdom_examcmnt	EUPATH_0041083	SYNCHROME  DYSENTERIQUE	Diarrhea	
126plate303::othbodysys	126plate303::othbodysys	DAMATOLOGICAL	Dermatological	
126plate303::othbodysys	126plate303::othbodysys	DERMALOGICAL	Dermatological	
126plate303::othbodysys	126plate303::othbodysys	DERMATALOGICAL	Dermatological	
126plate303::othbodysys	126plate303::othbodysys	DERMATOGICAL	Dermatological	
126plate303::othbodysys	126plate303::othbodysys	DERMATOLOCAL	Dermatological	
126plate303::othbodysys	126plate303::othbodysys	DERMATOLOGICAL	Dermatological	
126plate303::othbodysys	126plate303::othbodysys	DERMATOLOGICIAL	Dermatological	
126plate303::othbodysys	126plate303::othbodysys	DERMATOLOGIE	Dermatological	
126plate303::othbodysys	126plate303::othbodysys	DERMATOLOGIEAL	Dermatological	
126plate303::othbodysys	126plate303::othbodysys	DERMATOLOGOCIAL	Dermatological	
126plate303::othbodysys	126plate303::othbodysys	DERMOTOLOGICAL	Dermatological	
126plate303::othbodysys	126plate303::othbodysys	DERMTOLOGIE	Dermatological	
126plate303::othbodysys	126plate303::othbodysys	DOIGT	Fingers	
126plate303::othbodysys	126plate303::othbodysys	DOIGTS	Fingers	
126plate303::othbodysys	126plate303::othbodysys	GENERAL	General	
126plate303::othbodysys	126plate303::othbodysys	GENITO URINALY	Genito-urinary	
126plate303::othbodysys	126plate303::othbodysys	GENITO URINARY	Genito-urinary	
126plate303::othbodysys	126plate303::othbodysys	GENITO-URINAIRE	Genito-urinary	
126plate303::othbodysys	126plate303::othbodysys	GENITONRINARY	Genito-urinary	
126plate303::othbodysys	126plate303::othbodysys	GENITORY	Genital	
126plate303::othbodysys	126plate303::othbodysys	GENITOURINARY	Genito-urinary	
126plate303::othbodysys	126plate303::othbodysys	GYNECOLOGY	Gynecologic	
126plate303::othbodysys	126plate303::othbodysys	LYMPHATIC	Lymphatic	
126plate303::othbodysys	126plate303::othbodysys	MEMBRE INFERIEUX	Legs	
126plate303::othbodysys	126plate303::othbodysys	MEMBRE SUPEIRUER	Arms	
126plate303::othbodysys	126plate303::othbodysys	MEMBRE SUPERIEUR	Arms	
126plate303::othbodysys	126plate303::othbodysys	MUSCULESKLETAL	Musculoskeletal	
126plate303::othbodysys	126plate303::othbodysys	MUSCULOSKELETAL	Musculoskeletal	
126plate303::othbodysys	126plate303::othbodysys	NEUROLOGIE	Neurological	
126plate303::othbodysys	126plate303::othbodysys	PEAU	Dermatological	
126plate303::othbodysys	126plate303::othbodysys	PHYSICAL	Physical	
