colOrder,variable,dataFile,IRI,label,definition,category,codebookDescription,codebookValues,termType,parentIRI,parentLabel,notesForOnt,notesForProvider,notesForDL,variable_dataFile,uniqueVar,type,example,dateTime,formatCode,values,uniqueValueCount,percentMissing,flag
241,danger_signs___11,groupanc_kenyanigeria_combined_final,,Pregnancy warning signs: Painful urination,,Observation,6. What are danger/warning signs during pregnancy? Things that mean there might be a problem with you or the baby? (choice=Painful urination),0 = Unchecked | 1 = Checked,,Needs one,Knowledge of pregnancy warning signs,New multifilter term under pregnancy,NA,NA,danger_signs___11,groupanc_kenyanigeria_combined_final::danger_signs___11,int,0,NA,NA,0 to 1,2,0.832612872,NA
242,danger_signs___12,groupanc_kenyanigeria_combined_final,,Pregnancy warning signs: Signs of labor,,Observation,6. What are danger/warning signs during pregnancy? Things that mean there might be a problem with you or the baby? (choice=Signs of labour before its time for the baby to come (preterm labour): bloody show  cramping/painful tightening of belly/contractions,0 = Unchecked | 1 = Checked,,Needs one,Knowledge of pregnancy warning signs,New multifilter term under pregnancy,NA,NA,danger_signs___12,groupanc_kenyanigeria_combined_final::danger_signs___12,int,0,NA,NA,0 to 1,2,0.832612872,NA
243,danger_signs___13,groupanc_kenyanigeria_combined_final,,Pregnancy warning signs: Reduced/no fetal movement,,Observation,6. What are danger/warning signs during pregnancy? Things that mean there might be a problem with you or the baby? (choice=Reduced or no fetal movement),0 = Unchecked | 1 = Checked,,Needs one,Knowledge of pregnancy warning signs,New multifilter term under pregnancy,NA,NA,danger_signs___13,groupanc_kenyanigeria_combined_final::danger_signs___13,int,1,NA,NA,0 to 1,2,0.832612872,NA
244,danger_signs___14,groupanc_kenyanigeria_combined_final,,Pregnancy warning signs: Other,,Observation,6. What are danger/warning signs during pregnancy? Things that mean there might be a problem with you or the baby? (choice=Other),0 = Unchecked | 1 = Checked,,Needs one,Knowledge of pregnancy warning signs,New multifilter term under pregnancy,NA,NA,danger_signs___14,groupanc_kenyanigeria_combined_final::danger_signs___14,int,0,NA,NA,0 to 1,2,0.832612872,NA
245,danger_signs___15,groupanc_kenyanigeria_combined_final,,Pregnancy warning signs: Don't know,,Observation,6. What are danger/warning signs during pregnancy? Things that mean there might be a problem with you or the baby? (choice=Dont know),0 = Unchecked | 1 = Checked,,Needs one,Knowledge of pregnancy warning signs,New multifilter term under pregnancy,NA,NA,danger_signs___15,groupanc_kenyanigeria_combined_final::danger_signs___15,int,0,NA,NA,0 to 1,2,0.832612872,NA
246,asked_if_had_pain,groupanc_kenyanigeria_combined_final,,Asked if had pain,,Observation,a. Pain,1 = Yes | 2 = No | 3 = Not sure,,Needs one,Antenatal care,Please place parent term under Pregnancy,NA,NA,asked_if_had_pain,groupanc_kenyanigeria_combined_final::asked_if_had_pain,int,1,NA,NA,1 to 3,3,0.852145373,NA
247,asked_if_had_fever,groupanc_kenyanigeria_combined_final,,Asked if had fever,,Observation,b. Fever,1 = Yes | 2 = No | 3 = Not sure,,Needs one,Antenatal care,Please place parent term under Pregnancy,NA,NA,asked_if_had_fever,groupanc_kenyanigeria_combined_final::asked_if_had_fever,int,1,NA,NA,1 to 3,3,0.852145373,NA
248,asked_if_had_bleeding,groupanc_kenyanigeria_combined_final,,Asked if had bleeding,,Observation,c. Bleeding,1 = Yes | 2 = No | 3 = Not sure,,Needs one,Antenatal care,Please place parent term under Pregnancy,NA,NA,asked_if_had_bleeding,groupanc_kenyanigeria_combined_final::asked_if_had_bleeding,int,1,NA,NA,1 to 3,3,0.852145373,NA
249,asked_if_had_leakage,groupanc_kenyanigeria_combined_final,,Asked if had fluid leakage,,Observation,d. leakage of fluids,1 = Yes | 2 = No | 3 = Not sure,,Needs one,Antenatal care,Please place parent term under Pregnancy,NA,NA,asked_if_had_leakage,groupanc_kenyanigeria_combined_final::asked_if_had_leakage,int,1,NA,NA,1 to 3,3,0.852145373,NA
250,no_fetal_movement,groupanc_kenyanigeria_combined_final,,Asked if had reduced/no fetal movement,,Observation,e. Reduced or no fetal movement,1 = Yes | 2 = No | 3 = Not sure,,Needs one,Antenatal care,Please place parent term under Pregnancy,NA,NA,no_fetal_movement,groupanc_kenyanigeria_combined_final::no_fetal_movement,int,1,NA,NA,1 to 3,3,0.852145373,NA
251,have_high_blood_pressure,groupanc_kenyanigeria_combined_final,,Told about high blood pressure,Have you ever been told you had high blood pressure?,Observation,8. Have you ever been told you had high blood pressure?,1 = Yes | 2 = No | 3 = Not sure,,Needs one,Antenatal care,Please place parent term under Pregnancy,NA,NA,have_high_blood_pressure,groupanc_kenyanigeria_combined_final::have_high_blood_pressure,int,2,NA,NA,1 to 3,3,0.852145373,NA
252,have_high_bp_before_preg,groupanc_kenyanigeria_combined_final,,High blood pressure before pregnancy,Did you have high blood pressure before pregnancy?,Observation,9. Did you have high blood pressure before pregnancy?,1 = Yes | 2 = No | 3 = Not sure,,Needs one,Antenatal care,Please place parent term under Pregnancy,NA,NA,have_high_bp_before_preg,groupanc_kenyanigeria_combined_final::have_high_bp_before_preg,int,2,NA,NA,1 to 3,3,0.984069805,NA
253,attend_anc_dueto_hbp,groupanc_kenyanigeria_combined_final,,Attended additional ANC visits because of high blood pressure,Did you attend additional ANC visits because of high blood pressure?,Observation,10. Did you attend additional ANC visits because of it?,1 = Yes | 2 = No | 3 = Not sure,,Needs one,Antenatal care,Please place parent term under Pregnancy,NA,NA,attend_anc_dueto_hbp,groupanc_kenyanigeria_combined_final::attend_anc_dueto_hbp,int,1,NA,NA,1 to 3,3,0.984069805,NA
254,take_hbp_medication,groupanc_kenyanigeria_combined_final,,Medications for high blood pressure,Did you take any medication for high blood pressure?,Observation,11. Did you take any medication for it?,1 = Yes | 2 = No | 3 = Not sure,,Needs one,Antenatal care,Please place parent term under Pregnancy,NA,NA,take_hbp_medication,groupanc_kenyanigeria_combined_final::take_hbp_medication,int,1,NA,NA,1 to 3,3,0.984069805,NA
255,receive_care_dueto_hbp,groupanc_kenyanigeria_combined_final,,Other special care for high blood pressure,Did you receive any other special care related to your blood pressure?,Observation,12. Did you receive any other special care related to your blood pressure?,1 = Yes | 2 = No,,Needs one,Antenatal care,Please place parent term under Pregnancy,NA,NA,receive_care_dueto_hbp,groupanc_kenyanigeria_combined_final::receive_care_dueto_hbp,int,1,NA,NA,1 to 2,2,0.984069805,NA
256,have_severe_headache,groupanc_kenyanigeria_combined_final,,Severe headache or vision changes during pregnancy,During your pregnancy did you ever have a severe headache or vision changes?,Observation,13. During your pregnancy did you ever have a severe headache or vision changes?,1 = Yes | 2 = No,,EUPATH_0042004,Pregnancy,,NA,NA,have_severe_headache,groupanc_kenyanigeria_combined_final::have_severe_headache,int,2,NA,NA,1 to 2,2,0.852145373,NA
257,sought_help_headache,groupanc_kenyanigeria_combined_final,,Sought help for headache,,Observation,14. Did you seek help?,1 = Yes | 2 = No,,EUPATH_0042005,Pregnancy,,NA,NA,sought_help_headache,groupanc_kenyanigeria_combined_final::sought_help_headache,int,1,NA,NA,1 to 2,2,0.945004803,NA
258,where_sought_help_headache,groupanc_kenyanigeria_combined_final,,Where sought help for headache,Where/from who did you first seek help for headache?,Observation,15. Where/from who did you first seek help?,1 = Dispensary/health center/clinic [N-primary] | 2 = Hospital [N-secondary/tertiary] | 3 = Chemist/Pharmacy | 4 = Community health worker/volunteer | 5 = Non CHW TBA [if TBA & CHW  categorize as CHW] | 6 = Friend/family/neighbor | 7 = Traditional healer/faith healer | 8 = Other,,EUPATH_0042006,Pregnancy,,NA,NA,where_sought_help_headache,groupanc_kenyanigeria_combined_final::where_sought_help_headache,int,1,NA,NA,1 to 8,7,0.953490234,NA
259,had_vaginal_bleeding,groupanc_kenyanigeria_combined_final,,Vaginal bleeding or fluid leakage during pregnancy,,Observation,16. During your pregnancy did you ever have any vaginal bleeding or leakage of fluids?,1 = Yes | 2 = No,,EUPATH_0042007,Pregnancy,,NA,NA,had_vaginal_bleeding,groupanc_kenyanigeria_combined_final::had_vaginal_bleeding,int,2,NA,NA,1 to 2,2,0.852225424,NA
260,bleeding_sought_help,groupanc_kenyanigeria_combined_final,,Sought help for vaginal bleeding or fluid leakage,,Observation,17. Did you seek help?,1 = Yes | 2 = No,,EUPATH_0042008,Pregnancy,,NA,NA,bleeding_sought_help,groupanc_kenyanigeria_combined_final::bleeding_sought_help,int,1,NA,NA,1 to 2,2,0.987271854,NA
261,where_sought_help_bleeding,groupanc_kenyanigeria_combined_final,,Where sought help for vaginal bleeding or fluid leakage,,Observation,18. Where/from who did you first seek help?,1 = Dispensary/health center/clinic [N-primary] | 2 = Hospital [N-secondary/tertiary] | 3 = Chemist/Pharmacy | 4 = Community health worker/volunteer | 5 = Non CHW TBA [if TBA & CHW  categorize as CHW] | 6 = Friend/family/neighbor | 7 = Traditional healer/faith healer | 8 = Other,,EUPATH_0042009,Pregnancy,,NA,NA,where_sought_help_bleeding,groupanc_kenyanigeria_combined_final::where_sought_help_bleeding,int,1,NA,NA,1 to 8,7,0.988232469,NA
262,had_painful_contractions,groupanc_kenyanigeria_combined_final,,Painful contractions or cramping too early during pregnancy,,Observation,19. During your pregnancy did you ever have painful contractions or cramping when it was too early for the baby to come?,1 = Yes | 2 = No,,EUPATH_0042010,Pregnancy,,NA,NA,had_painful_contractions,groupanc_kenyanigeria_combined_final::had_painful_contractions,int,2,NA,NA,1 to 2,2,0.852225424,NA
263,sought_help_contractions,groupanc_kenyanigeria_combined_final,,Sought help for contractions,,Observation,20. Did you seek help?,1 = Yes | 2 = No,,EUPATH_0042011,Pregnancy,,NA,NA,sought_help_contractions,groupanc_kenyanigeria_combined_final::sought_help_contractions,int,1,NA,NA,1 to 2,2,0.969260327,NA
264,where_got_help_contractions,groupanc_kenyanigeria_combined_final,,Where sought help for contractions,,Observation,21. Where/from who did you first seek help?,1 = Dispensary/health center/clinic [N-primary] | 2 = Hospital [N-secondary/tertiary] | 3 = Chemist/Pharmacy | 4 = Community health worker/volunteer | 5 = Non CHW TBA [if TBA & CHW  categorize as CHW] | 6 = Friend/family/neighbor | 7 = Traditional healer/faith healer | 8 = Other,,EUPATH_0042012,Pregnancy,,NA,NA,where_got_help_contractions,groupanc_kenyanigeria_combined_final::where_got_help_contractions,int,1,NA,NA,1 to 8,8,0.977185399,NA
265,had_fever,groupanc_kenyanigeria_combined_final,,Fever during pregnancy or after giving birth,,Observation,22. During your pregnancy or since you had your baby have you had a fever?,1 = Yes | 2 = No,,EUPATH_0042013,Pregnancy,,NA,NA,had_fever,groupanc_kenyanigeria_combined_final::had_fever,int,2,NA,NA,1 to 2,2,0.852225424,NA
266,sought_help_fever,groupanc_kenyanigeria_combined_final,,Sought help for fever,,Observation,23. Did you seek help?,1 = Yes | 2 = No,,EUPATH_0042014,Pregnancy,,NA,NA,sought_help_fever,groupanc_kenyanigeria_combined_final::sought_help_fever,int,1,NA,NA,1 to 2,2,0.959013769,NA
267,where_sought_help_fever,groupanc_kenyanigeria_combined_final,,Where sought help for fever,,Observation,24. Where/from who did you first seek help?,1 = Dispensary/health center/clinic [N-primary] | 2 = Hospital [N-secondary/tertiary] | 3 = Chemist/Pharmacy | 4 = Community health worker/volunteer | 5 = Non CHW TBA [if TBA & CHW  categorize as CHW] | 6 = Friend/family/neighbor | 7 = Traditional healer/faith healer | 8 = Other,,EUPATH_0042015,Pregnancy,,NA,NA,where_sought_help_fever,groupanc_kenyanigeria_combined_final::where_sought_help_fever,int,1,NA,NA,1 to 8,8,0.965097663,NA
268,where_sought_help_problems,groupanc_kenyanigeria_combined_final,,Where sought help for problems,,Observation,27. Where/from who did you first seek help?,1 = Dispensary/health center/clinic [N-primary] | 2 = Hospital [N-secondary/tertiary] | 3 = Chemist/Pharmacy | 4 = Community health worker/volunteer | 5 = Non CHW TBA [if TBA & CHW  categorize as CHW] | 6 = Friend/family/neighbor | 7 = Traditional healer/faith healer | 8 = Other,,EUPATH_0042016,Pregnancy,,NA,NA,where_sought_help_problems,groupanc_kenyanigeria_combined_final::where_sought_help_problems,int,1,NA,NA,1 to 8,8,0.975584374,NA
269,talk_options_for_fp,groupanc_kenyanigeria_combined_final,,ANC provider talked about options for family planning/child spacing,,,a. Options for family planning/child spacing,1 = Yes | 2 = No | 3 = Not sure,,Needs one,Information provided during antenatal care,Please place parent term under Antenatal care,NA,NA,talk_options_for_fp,groupanc_kenyanigeria_combined_final::talk_options_for_fp,int,1,NA,NA,1 to 3,3,0.852225424,NA
270,talk_breastfeeding,groupanc_kenyanigeria_combined_final,,ANC provider talked about how to use breastfeeding to prevent another pregnancy right away,,,b. How to use breastfeeding to prevent another pregnancy right away,1 = Yes | 2 = No | 3 = Not sure,,Needs one,Information provided during antenatal care,Please place parent term under Antenatal care,NA,NA,talk_breastfeeding,groupanc_kenyanigeria_combined_final::talk_breastfeeding,int,1,NA,NA,1 to 3,3,0.852145373,NA
271,talk_begin_breastfeeding,groupanc_kenyanigeria_combined_final,,ANC provider talked about when to begin breastfeeding,,,c. When to begin breastfeeding,1 = Yes | 2 = No | 3 = Not sure,,Needs one,Information provided during antenatal care,Please place parent term under Antenatal care,NA,NA,talk_begin_breastfeeding,groupanc_kenyanigeria_combined_final::talk_begin_breastfeeding,int,1,NA,NA,1 to 3,3,0.852145373,NA
272,talk_danger_signs,groupanc_kenyanigeria_combined_final,,ANC provider talked about danger signs or warning signs to watch for during pregnancy?,,,e. Danger signs or warning signs to watch for during pregnancy?,1 = Yes | 2 = No | 3 = Not sure,,Needs one,Information provided during antenatal care,Please place parent term under Antenatal care,NA,NA,talk_danger_signs,groupanc_kenyanigeria_combined_final::talk_danger_signs,int,1,NA,NA,1 to 3,3,0.852145373,NA
273,talk_return_to_clinic,groupanc_kenyanigeria_combined_final,,ANC provider talked about returning to the clinic if you noticed problems,,,f. Returning to the clinic if you noticed any danger signs  warning signs  or had other problems?,1 = Yes | 2 = No | 3 = Not sure,,Needs one,Information provided during antenatal care,Please place parent term under Antenatal care,NA,NA,talk_return_to_clinic,groupanc_kenyanigeria_combined_final::talk_return_to_clinic,int,1,NA,NA,1 to 3,3,0.852145373,NA
274,talk_eating_extra_food,groupanc_kenyanigeria_combined_final,,ANC provider talked about eating extra food while pregnant and breastfeeding,,,g. Eating extra food while pregnant and breastfeeding,1 = Yes | 2 = No | 3 = Not sure,,Needs one,Information provided during antenatal care,Please place parent term under Antenatal care,NA,NA,talk_eating_extra_food,groupanc_kenyanigeria_combined_final::talk_eating_extra_food,int,1,NA,NA,1 to 3,3,0.852225424,NA
275,talk_newborn_danger_signs,groupanc_kenyanigeria_combined_final,,ANC provider talked about danger signs or problems to watch for in your newborn,,,h. Danger signs or problems to watch for in your newborn?,1 = Yes | 2 = No | 3 = Not sure,,Needs one,Information provided during antenatal care,Please place parent term under Antenatal care,NA,NA,talk_newborn_danger_signs,groupanc_kenyanigeria_combined_final::talk_newborn_danger_signs,int,2,NA,NA,1 to 3,3,0.852145373,NA
276,talk_prevent_sti,groupanc_kenyanigeria_combined_final,,ANC provider talked about how to prevent transmission of sexually transmitted infections,,,i. How to prevent transmission of sexually transmitted infections,1 = Yes | 2 = No | 3 = Not sure,,Needs one,Information provided during antenatal care,Please place parent term under Antenatal care,NA,NA,talk_prevent_sti,groupanc_kenyanigeria_combined_final::talk_prevent_sti,int,1,NA,NA,1 to 3,3,0.852145373,NA
277,talk_sleeping_under_net,groupanc_kenyanigeria_combined_final,,ANC provider talked about the importance of sleeping under a bed net,,,j. The importance of sleeping under a bed net,1 = Yes | 2 = No | 3 = Not sure,,Needs one,Information provided during antenatal care,Please place parent term under Antenatal care,NA,NA,talk_sleeping_under_net,groupanc_kenyanigeria_combined_final::talk_sleeping_under_net,int,1,NA,NA,1 to 3,3,0.852145373,NA
278,talk_taking_iron_folic,groupanc_kenyanigeria_combined_final,,ANC provider talked about the importance of taking iron and folic acid tablets (blood tonic),,,k. The importance of taking iron and folic acid tablets (blood tonic),1 = Yes | 2 = No | 3 = Not sure,,Needs one,Information provided during antenatal care,Please place parent term under Antenatal care,NA,NA,talk_taking_iron_folic,groupanc_kenyanigeria_combined_final::talk_taking_iron_folic,int,1,NA,NA,1 to 3,3,0.852145373,NA
279,talk_birth_plan,groupanc_kenyanigeria_combined_final,,ANC provider talked about the importance of making a birth plan and what to plan for,,,l. The importance of making a birth plan and what to plan for,1 = Yes | 2 = No | 3 = Not sure,,Needs one,Information provided during antenatal care,Please place parent term under Antenatal care,NA,NA,talk_birth_plan,groupanc_kenyanigeria_combined_final::talk_birth_plan,int,1,NA,NA,1 to 3,3,0.852225424,NA
280,birth_spacing,groupanc_kenyanigeria_combined_final,,Advantages to spacing pregnancies,,,29. Do you think there are advantages to spacing pregnancies apart?,1 = Yes | 2 = No | 3 = Not sure,,Needs one,Contraception,Would need this term under Observation,NA,NA,birth_spacing,groupanc_kenyanigeria_combined_final::birth_spacing,int,1,NA,NA,1 to 3,3,0.852145373,NA
281,advtg_birth_spacing___1,groupanc_kenyanigeria_combined_final,,Spacing pregnancies: Healthier mom,,,30. What are some advantages?  (choice=Mom will be healthier/ less likely to have problems),0 = Unchecked | 1 = Checked,,Needs one,"Advantages to spacing pregnancies, specified",This would be a new multifilter term under Contraception,NA,NA,advtg_birth_spacing___1,groupanc_kenyanigeria_combined_final::advtg_birth_spacing___1,int,0,NA,NA,0 to 1,2,0.832612872,NA
282,advtg_birth_spacing___2,groupanc_kenyanigeria_combined_final,,Spacing pregnancies: Healthier baby,,,30. What are some advantages?  (choice=Baby will be healthier/ less likely to have problems),0 = Unchecked | 1 = Checked,,Needs one,"Advantages to spacing pregnancies, specified",This would be a new multifilter term under Contraception,NA,NA,advtg_birth_spacing___2,groupanc_kenyanigeria_combined_final::advtg_birth_spacing___2,int,1,NA,NA,0 to 1,2,0.832612872,NA
283,advtg_birth_spacing___3,groupanc_kenyanigeria_combined_final,,Spacing pregnancies: Easier to feed/care for other children,,,30. What are some advantages?  (choice=Easier to feed and/or take care of other children),0 = Unchecked | 1 = Checked,,Needs one,"Advantages to spacing pregnancies, specified",This would be a new multifilter term under Contraception,NA,NA,advtg_birth_spacing___3,groupanc_kenyanigeria_combined_final::advtg_birth_spacing___3,int,0,NA,NA,0 to 1,2,0.832612872,NA
284,advtg_birth_spacing___4,groupanc_kenyanigeria_combined_final,,Spacing pregnancies: Saves money,,,30. What are some advantages?  (choice=Saves money),0 = Unchecked | 1 = Checked,,Needs one,"Advantages to spacing pregnancies, specified",This would be a new multifilter term under Contraception,NA,NA,advtg_birth_spacing___4,groupanc_kenyanigeria_combined_final::advtg_birth_spacing___4,int,1,NA,NA,0 to 1,2,0.832612872,NA
285,advtg_birth_spacing___5,groupanc_kenyanigeria_combined_final,,Spacing pregnancies: Other,,,30. What are some advantages?  (choice=Other),0 = Unchecked | 1 = Checked,,Needs one,"Advantages to spacing pregnancies, specified",This would be a new multifilter term under Contraception,NA,NA,advtg_birth_spacing___5,groupanc_kenyanigeria_combined_final::advtg_birth_spacing___5,int,0,NA,NA,0 to 1,2,0.832612872,NA
286,birth_spacing_time,groupanc_kenyanigeria_combined_final,,Birth spacing time,How long should pregnancies be spaced apart for the best health of the mother and baby?,,Birth spacing time,NA,,Needs one,Contraception,Would need this term under Observation,NA,NA,birth_spacing_time,groupanc_kenyanigeria_combined_final::birth_spacing_time,int,24,NA,NA,0 to 144,26,0.852145373,NA
287,when_to_first_breastfeed,groupanc_kenyanigeria_combined_final,,Best to first breastfeed your baby,When do you think it is best to first breastfeed your baby?,,32. When do you think it is best to first breastfeed your baby?,1 = Immediately or within 1 hour of delivery | 2 = After the first milk has gone  - when the true milk comes in | 3 = Other,,Needs one,Newborn care,New term under Observation,NA,NA,when_to_first_breastfeed,groupanc_kenyanigeria_combined_final::when_to_first_breastfeed,int,1,NA,NA,1 to 3,3,0.865033622,NA
288,fluids_age_weeks,groupanc_kenyanigeria_combined_final,,Best age to start giving your baby fluids or food other than breastmilk: weeks,,,When to give fluids: age (weeks),NA,,Needs one,Newborn care,New term under Observation,NA,NA,fluids_age_weeks,groupanc_kenyanigeria_combined_final::fluids_age_weeks,int,0,NA,NA,0 to 48,11,0.867995517,NA
289,fluids_age_months,groupanc_kenyanigeria_combined_final,,Best age to start giving your baby fluids or food other than breastmilk: months,,,When to give fluids: age (months),NA,,Needs one,Newborn care,New term under Observation,NA,NA,fluids_age_months,groupanc_kenyanigeria_combined_final::fluids_age_months,int,6,NA,NA,0 to 24,12,0.865113673,NA
290,ever_heard_of_lam,groupanc_kenyanigeria_combined_final,,Heard of using the lactational amenorrhea method  (LAM)  to delay pregnancy,,,34. Have you ever heard of using the lactational amenorrhea method  LAM  as a way to delay pregnancy after you have a baby? This method includes breastfeeding your baby.,1 = Yes | 2 = No | 3 = Not sure,,Needs one,Contraception,Would need this term under Observation,NA,NA,ever_heard_of_lam,groupanc_kenyanigeria_combined_final::ever_heard_of_lam,int,1,NA,NA,1 to 3,3,0.865033622,NA
291,how_to_use_lam___1,groupanc_kenyanigeria_combined_final,,Lactational amenorrhea method (LAM) effective: menstrual bleeding not returned,,,35. Can you describe how to use lactational amenorrhea method (LAM)? What criteria or conditions need to be met for it to be an effective way to prevent or delay pregnancy? (choice=Menstrual bleeding has not returned),0 = Unchecked | 1 = Checked,,Needs one,How to use the Lactational Amennorhea Method,New multifilter term under contraception,NA,NA,how_to_use_lam___1,groupanc_kenyanigeria_combined_final::how_to_use_lam___1,int,0,NA,NA,0 to 1,2,0.832612872,NA
292,how_to_use_lam___2,groupanc_kenyanigeria_combined_final,,Lactational amenorrhea method (LAM) effective: exclusive breastfeeding,,,35. Can you describe how to use lactational amenorrhea method (LAM)? What criteria or conditions need to be met for it to be an effective way to prevent or delay pregnancy? (choice=Baby is only breastfed/breastfed exclusively (no other food or liquids give,0 = Unchecked | 1 = Checked,,Needs one,How to use the Lactational Amennorhea Method,New multifilter term under contraception,NA,NA,how_to_use_lam___2,groupanc_kenyanigeria_combined_final::how_to_use_lam___2,int,1,NA,NA,0 to 1,2,0.832612872,NA
293,how_to_use_lam___3,groupanc_kenyanigeria_combined_final,,Lactational amenorrhea method (LAM) effective: baby <6 months old,,,35. Can you describe how to use lactational amenorrhea method (LAM)? What criteria or conditions need to be met for it to be an effective way to prevent or delay pregnancy? (choice=Baby is less than six months old),0 = Unchecked | 1 = Checked,,Needs one,How to use the Lactational Amennorhea Method,New multifilter term under contraception,NA,NA,how_to_use_lam___3,groupanc_kenyanigeria_combined_final::how_to_use_lam___3,int,1,NA,NA,0 to 1,2,0.832612872,NA
294,how_to_use_lam___4,groupanc_kenyanigeria_combined_final,,Lactational amenorrhea method (LAM) effective: other,,,35. Can you describe how to use lactational amenorrhea method (LAM)? What criteria or conditions need to be met for it to be an effective way to prevent or delay pregnancy? (choice=Other),0 = Unchecked | 1 = Checked,,Needs one,How to use the Lactational Amennorhea Method,New multifilter term under contraception,NA,NA,how_to_use_lam___4,groupanc_kenyanigeria_combined_final::how_to_use_lam___4,int,0,NA,NA,0 to 1,2,0.832612872,NA
295,pregnant_before_menstrual,groupanc_kenyanigeria_combined_final,,Pregnancy before menstrual period return,,,36. After the birth of a child  can a woman become pregnant before her menstrual period has returned?,1 = Yes | 2 = No | 3 = Dont know,,Needs one,Contraception,Would need this term under Observation,NA,NA,pregnant_before_menstrual,groupanc_kenyanigeria_combined_final::pregnant_before_menstrual,int,1,NA,NA,1 to 3,3,0.852225424,NA
296,fp_methods_know_of___1,groupanc_kenyanigeria_combined_final,,Family planning immediately after delivery: Standard days or rhythm method,,,37. In addition to the lactational amenorrhea method (LAM) what other forms of birth spacing or family planning can you use immediately after delivery? (choice=Standard days or rhythm method (cycle beads/calendar/billings method)),0 = Unchecked | 1 = Checked,,Needs one,Knowledge of family planning methods after delivery,New multifilter term under contraception,NA,NA,fp_methods_know_of___1,groupanc_kenyanigeria_combined_final::fp_methods_know_of___1,int,1,NA,NA,0 to 1,2,0.832612872,NA
297,fp_methods_know_of___2,groupanc_kenyanigeria_combined_final,,Family planning immediately after delivery: Withdrawal,,,37. In addition to the lactational amenorrhea method (LAM) what other forms of birth spacing or family planning can you use immediately after delivery? (choice=Withdrawal),0 = Unchecked | 1 = Checked,,Needs one,Knowledge of family planning methods after delivery,New multifilter term under contraception,NA,NA,fp_methods_know_of___2,groupanc_kenyanigeria_combined_final::fp_methods_know_of___2,int,0,NA,NA,0 to 1,2,0.832612872,NA
298,fp_methods_know_of___3,groupanc_kenyanigeria_combined_final,,Family planning immediately after delivery: Condoms,,,37. In addition to the lactational amenorrhea method (LAM) what other forms of birth spacing or family planning can you use immediately after delivery? (choice=Condoms),0 = Unchecked | 1 = Checked,,Needs one,Knowledge of family planning methods after delivery,New multifilter term under contraception,NA,NA,fp_methods_know_of___3,groupanc_kenyanigeria_combined_final::fp_methods_know_of___3,int,0,NA,NA,0 to 1,2,0.832612872,NA
299,fp_methods_know_of___4,groupanc_kenyanigeria_combined_final,,Family planning immediately after delivery: Pill/oral contraceptives,,,37. In addition to the lactational amenorrhea method (LAM) what other forms of birth spacing or family planning can you use immediately after delivery? (choice=Pill/oral contraceptives),0 = Unchecked | 1 = Checked,,Needs one,Knowledge of family planning methods after delivery,New multifilter term under contraception,NA,NA,fp_methods_know_of___4,groupanc_kenyanigeria_combined_final::fp_methods_know_of___4,int,1,NA,NA,0 to 1,2,0.832612872,NA
300,fp_methods_know_of___5,groupanc_kenyanigeria_combined_final,,Family planning immediately after delivery: Injectable,,,37. In addition to the lactational amenorrhea method (LAM) what other forms of birth spacing or family planning can you use immediately after delivery? (choice=Injectable),0 = Unchecked | 1 = Checked,,Needs one,Knowledge of family planning methods after delivery,New multifilter term under contraception,NA,NA,fp_methods_know_of___5,groupanc_kenyanigeria_combined_final::fp_methods_know_of___5,int,1,NA,NA,0 to 1,2,0.832612872,NA
301,fp_methods_know_of___6,groupanc_kenyanigeria_combined_final,,Family planning immediately after delivery: Implants,,,37. In addition to the lactational amenorrhea method (LAM) what other forms of birth spacing or family planning can you use immediately after delivery? (choice=Implants),0 = Unchecked | 1 = Checked,,Needs one,Knowledge of family planning methods after delivery,New multifilter term under contraception,NA,NA,fp_methods_know_of___6,groupanc_kenyanigeria_combined_final::fp_methods_know_of___6,int,1,NA,NA,0 to 1,2,0.832612872,NA
302,fp_methods_know_of___7,groupanc_kenyanigeria_combined_final,,Family planning immediately after delivery: IUD,,,37. In addition to the lactational amenorrhea method (LAM) what other forms of birth spacing or family planning can you use immediately after delivery? (choice=IUD),0 = Unchecked | 1 = Checked,,Needs one,Knowledge of family planning methods after delivery,New multifilter term under contraception,NA,NA,fp_methods_know_of___7,groupanc_kenyanigeria_combined_final::fp_methods_know_of___7,int,1,NA,NA,0 to 1,2,0.832612872,NA
303,fp_methods_know_of___8,groupanc_kenyanigeria_combined_final,,Family planning immediately after delivery: Emergency contraception,,,37. In addition to the lactational amenorrhea method (LAM) what other forms of birth spacing or family planning can you use immediately after delivery? (choice=Emergency contraception),0 = Unchecked | 1 = Checked,,Needs one,Knowledge of family planning methods after delivery,New multifilter term under contraception,NA,NA,fp_methods_know_of___8,groupanc_kenyanigeria_combined_final::fp_methods_know_of___8,int,0,NA,NA,0 to 1,2,0.832612872,NA
304,fp_methods_know_of___10,groupanc_kenyanigeria_combined_final,,Family planning immediately after delivery: Other,,,37. In addition to the lactational amenorrhea method (LAM) what other forms of birth spacing or family planning can you use immediately after delivery? (choice=Other),0 = Unchecked | 1 = Checked,,Needs one,Knowledge of family planning methods after delivery,New multifilter term under contraception,NA,NA,fp_methods_know_of___10,groupanc_kenyanigeria_combined_final::fp_methods_know_of___10,int,0,NA,NA,0 to 1,2,0.832612872,NA
