colOrder,variable,dataFile,keepDiscard,definition,category,codebookDescription,codebookValues,termType,notesForOnt,notesForProvider,notesForDL,variable_dataFile,uniqueVar,type,example,dateTime,formatCode,values,uniqueValueCount,timeVarying,percentMissing,flag
637,pnc_q32b,groupanc_kenyanigeria_combined_final,,,,32b. He supports(ed) you with breastfeeding  Alikusaidia wakati wa kunyonyesha,1 = Not at all true - Sio kweli hata kidogo | 2 = Slightly true - Ni Kweli kwa kiwango kidogo sana | 3 = Somewhat true - Yana ukweli fulani | 4 = Mostly true - Karibu yote ni kweli | 5 = Completely true - Ni kweli kabisa,,,,NA,pnc_q32b,groupanc_kenyanigeria_combined_final::pnc_q32b,int,3,NA,NA,1 to 5,5,once,0.880003202,NA
638,pnc_q32c,groupanc_kenyanigeria_combined_final,,,,32c. He let you rest while you were pregnant and when [pnc_q3] was small  Alikuacha upumzike ulipokuwa na ujauzito na [pnc_q3] alipokuwa mdogo,1 = Not at all true - Sio kweli hata kidogo | 2 = Slightly true - Ni Kweli kwa kiwango kidogo sana | 3 = Somewhat true - Yana ukweli fulani | 4 = Mostly true - Karibu yote ni kweli | 5 = Completely true - Ni kweli kabisa,,,,NA,pnc_q32c,groupanc_kenyanigeria_combined_final::pnc_q32c,int,1,NA,NA,1 to 5,5,once,0.879923151,NA
639,pnc_q32d,groupanc_kenyanigeria_combined_final,,,,32d. He helped you/allowed you extra food while pregnant and nursing  Alikusaidia/alikukubalia uongezee kiasi cha chakula ulipokuwa na ujauzito na ulipokuwa unanyonyesha,1 = Not at all true - Sio kweli hata kidogo | 2 = Slightly true - Ni Kweli kwa kiwango kidogo sana | 3 = Somewhat true - Yana ukweli fulani | 4 = Mostly true - Karibu yote ni kweli | 5 = Completely true - Ni kweli kabisa,,,,NA,pnc_q32d,groupanc_kenyanigeria_combined_final::pnc_q32d,int,4,NA,NA,1 to 5,5,once,0.879923151,NA
640,pnc_q33a,groupanc_kenyanigeria_combined_final,,,,33a. How to help our baby grow smarter/sharper/more intelligent   Namna ya kumsaidia mtoto kuwa,1 = None - Hapana hata kidogo | 2 = A little - Ni  kwa kiwango Kidogo tu | 3 = Some - Kwa kiwango fulani | 4 = Quite a bit - Kwa kiasi kikubwa | 5 = A lot - Sana,,,,NA,pnc_q33a,groupanc_kenyanigeria_combined_final::pnc_q33a,int,3,NA,NA,1 to 5,5,once,0.880083253,NA
641,pnc_q33b,groupanc_kenyanigeria_combined_final,,,,33b. How to help our baby stay healthy and well nourished   Namna ya kumfanya mtoto kuwa mwenye Afya na virutubishi,1 = None - Hapana hata kidogo | 2 = A little - Ni  kwa kiwango Kidogo tu | 3 = Some - Kwa kiwango fulani | 4 = Quite a bit - Kwa kiasi kikubwa | 5 = A lot - Sana,,,,NA,pnc_q33b,groupanc_kenyanigeria_combined_final::pnc_q33b,int,3,NA,NA,1 to 5,5,once,0.880083253,NA
642,pnc_q33c,groupanc_kenyanigeria_combined_final,,,,33c. How to keep our baby safe and prevent accidents  Namna ya kumuweka mtoto wako salama na kumwepusha na ajali,1 = None - Hapana hata kidogo | 2 = A little - Ni  kwa kiwango Kidogo tu | 3 = Some - Kwa kiwango fulani | 4 = Quite a bit - Kwa kiasi kikubwa | 5 = A lot - Sana,,,,NA,pnc_q33c,groupanc_kenyanigeria_combined_final::pnc_q33c,int,3,NA,NA,1 to 5,5,once,0.880243356,NA
643,pnc_q33d,groupanc_kenyanigeria_combined_final,,,,33d. What family size we want  Ukubwa wa familia mwitakayo,1 = None - Hapana hata kidogo | 2 = A little - Ni  kwa kiwango Kidogo tu | 3 = Some - Kwa kiwango fulani | 4 = Quite a bit - Kwa kiasi kikubwa | 5 = A lot - Sana,,,,NA,pnc_q33d,groupanc_kenyanigeria_combined_final::pnc_q33d,int,1,NA,NA,1 to 5,5,once,0.880083253,NA
644,pnc_q33e,groupanc_kenyanigeria_combined_final,,,,33e. If and when we want to have another baby  Iwapo na lini kuwa na mtoto mwingine,1 = None - Hapana hata kidogo | 2 = A little - Ni  kwa kiwango Kidogo tu | 3 = Some - Kwa kiwango fulani | 4 = Quite a bit - Kwa kiasi kikubwa | 5 = A lot - Sana,,,,NA,pnc_q33e,groupanc_kenyanigeria_combined_final::pnc_q33e,int,3,NA,NA,1 to 5,5,once,0.880083253,NA
645,pnc_q33f,groupanc_kenyanigeria_combined_final,,,,33f. What family planning method wed like to use (including none)  Mbinu ya upangaji uzazi ambayo mngependa kuitumia(ikiwemo kutokutumia yoyote),1 = None - Hapana hata kidogo | 2 = A little - Ni  kwa kiwango Kidogo tu | 3 = Some - Kwa kiwango fulani | 4 = Quite a bit - Kwa kiasi kikubwa | 5 = A lot - Sana,,,,NA,pnc_q33f,groupanc_kenyanigeria_combined_final::pnc_q33f,int,3,NA,NA,1 to 5,5,once,0.880083253,NA
646,pnc_q34a,groupanc_kenyanigeria_combined_final,,,,34a. We agree on what size family we want  Tunakubaliana ukubwa wa familia tunayoitaka,1 = Not at all true - Sio kweli hata kidogo | 2 = Slightly true - Ni Kweli kwa kiwango kidogo sana | 3 = Somewhat true - Yana ukweli fulani | 4 = Mostly true - Karibu yote ni kweli | 5 = Completely true - Ni kweli kabisa,,,,NA,pnc_q34a,groupanc_kenyanigeria_combined_final::pnc_q34a,int,1,NA,NA,1 to 5,5,once,0.880083253,NA
647,pnc_q34b,groupanc_kenyanigeria_combined_final,,,,34b. We agree on if and when we want to have another baby  Tunakubaliana iwapo na lini tunataka kuwa na mtoto,1 = Not at all true - Sio kweli hata kidogo | 2 = Slightly true - Ni Kweli kwa kiwango kidogo sana | 3 = Somewhat true - Yana ukweli fulani | 4 = Mostly true - Karibu yote ni kweli | 5 = Completely true - Ni kweli kabisa,,,,NA,pnc_q34b,groupanc_kenyanigeria_combined_final::pnc_q34b,int,1,NA,NA,1 to 5,5,once,0.880083253,NA
648,pnc_q34c,groupanc_kenyanigeria_combined_final,,,,34c. We agree on what form(s) of family planning wed like to use (including none)  Tunakubaliana kuhusu aina ya mbinu za upangaji uzazi ambayo tungependa kutumia (ikiwemo kutokutumia yoyote),1 = Not at all true - Sio kweli hata kidogo | 2 = Slightly true - Ni Kweli kwa kiwango kidogo sana | 3 = Somewhat true - Yana ukweli fulani | 4 = Mostly true - Karibu yote ni kweli | 5 = Completely true - Ni kweli kabisa,,,,NA,pnc_q34c,groupanc_kenyanigeria_combined_final::pnc_q34c,int,2,NA,NA,1 to 5,5,once,0.880083253,NA
649,pnc_q35a,groupanc_kenyanigeria_combined_final,,,,35a. I was able to ask questions and they were answered in a way I understood  Niliweza kuuliza maswali na yalijibiwa kwa namna ambayo nilielewa,1 = Not at all true - Sio kweli hata kidogo | 2 = Slightly true - Ni Kweli kwa kiwango kidogo sana | 3 = Somewhat true - Yana ukweli fulani | 4 = Mostly true - Karibu yote ni kweli | 5 = Completely true - Ni kweli kabisa,,,,NA,pnc_q35a,groupanc_kenyanigeria_combined_final::pnc_q35a,int,5,NA,NA,1 to 5,5,once,0.879602946,NA
650,pnc_q35b,groupanc_kenyanigeria_combined_final,,,,35b. I learned important information about how to keep myself and my baby healthy   Nilijifunza habari muhimu kuhusu namna ya kujiweka mimi na mtoto wangu kuwa wenye Afya nzuri,1 = Not at all true - Sio kweli hata kidogo | 2 = Slightly true - Ni Kweli kwa kiwango kidogo sana | 3 = Somewhat true - Yana ukweli fulani | 4 = Mostly true - Karibu yote ni kweli | 5 = Completely true - Ni kweli kabisa,,,,NA,pnc_q35b,groupanc_kenyanigeria_combined_final::pnc_q35b,int,5,NA,NA,1 to 5,5,once,0.879682997,NA
651,pnc_q35c,groupanc_kenyanigeria_combined_final,,,,35c. I never left visits with questions or confused about some things  Sikutoka ziarani nikiwa na maswali au na wasiwasi kuhusu mambo mengine,1 = Not at all true - Sio kweli hata kidogo | 2 = Slightly true - Ni Kweli kwa kiwango kidogo sana | 3 = Somewhat true - Yana ukweli fulani | 4 = Mostly true - Karibu yote ni kweli | 5 = Completely true - Ni kweli kabisa,,,,NA,pnc_q35c,groupanc_kenyanigeria_combined_final::pnc_q35c,int,2,NA,NA,1 to 5,5,once,0.879682997,NA
652,pnc_q35d,groupanc_kenyanigeria_combined_final,,,,35d. The provider always showed me respect and acted in respectful ways  Mhudumu alinionyesha heshima na alijibeba kwa njia ya heshima,1 = Not at all true - Sio kweli hata kidogo | 2 = Slightly true - Ni Kweli kwa kiwango kidogo sana | 3 = Somewhat true - Yana ukweli fulani | 4 = Mostly true - Karibu yote ni kweli | 5 = Completely true - Ni kweli kabisa,,,,NA,pnc_q35d,groupanc_kenyanigeria_combined_final::pnc_q35d,int,5,NA,NA,1 to 5,5,once,0.879682997,NA
653,pnc_q35e,groupanc_kenyanigeria_combined_final,,,,35e. If I have another child I would be happy to receive care similar to what I received during this last year   Iwapo nitakuwa na mtoto mwingine  ningefurahia kupokea malezi kama yale niliyoyapokea huu mwaka uliopita,1 = Not at all true - Sio kweli hata kidogo | 2 = Slightly true - Ni Kweli kwa kiwango kidogo sana | 3 = Somewhat true - Yana ukweli fulani | 4 = Mostly true - Karibu yote ni kweli | 5 = Completely true - Ni kweli kabisa,,,,NA,pnc_q35e,groupanc_kenyanigeria_combined_final::pnc_q35e,int,2,NA,NA,1 to 5,5,once,0.879682997,NA
654,pnc_q35f,groupanc_kenyanigeria_combined_final,,,,35f. I would recommend to a friend to go to the same place for care for their child and/or themselves  Ningempendekezea rafiki kuendea malezi ya wanao na/au yao binafsi katika eneo sawa,1 = Not at all true - Sio kweli hata kidogo | 2 = Slightly true - Ni Kweli kwa kiwango kidogo sana | 3 = Somewhat true - Yana ukweli fulani | 4 = Mostly true - Karibu yote ni kweli | 5 = Completely true - Ni kweli kabisa,,,,NA,pnc_q35f,groupanc_kenyanigeria_combined_final::pnc_q35f,int,3,NA,NA,1 to 5,5,once,0.8798431,NA
655,pnc_q35g,groupanc_kenyanigeria_combined_final,,,,35g. I always had enough time with the provider  Nilikuwa na muda wa kutosha na mhudumu kila mara,1 = Not at all true - Sio kweli hata kidogo | 2 = Slightly true - Ni Kweli kwa kiwango kidogo sana | 3 = Somewhat true - Yana ukweli fulani | 4 = Mostly true - Karibu yote ni kweli | 5 = Completely true - Ni kweli kabisa,,,,NA,pnc_q35g,groupanc_kenyanigeria_combined_final::pnc_q35g,int,3,NA,NA,1 to 5,5,once,0.879682997,NA
656,pnc_q35h,groupanc_kenyanigeria_combined_final,,,,35h. I am very satisfied with the care my baby and I have received since birth  Niliridhika sana na malezi ambayo mimi na mtoto wangu tumepokea tangu kuzaliwa kwa mtoto wangu,1 = Not at all true - Sio kweli hata kidogo | 2 = Slightly true - Ni Kweli kwa kiwango kidogo sana | 3 = Somewhat true - Yana ukweli fulani | 4 = Mostly true - Karibu yote ni kweli | 5 = Completely true - Ni kweli kabisa,,,,NA,pnc_q35h,groupanc_kenyanigeria_combined_final::pnc_q35h,int,3,NA,NA,1 to 5,5,once,0.879682997,NA
657,pnc_q36,groupanc_kenyanigeria_combined_final,,,,36. Imagine you were to have another baby.  If you could choose  would you prefer individual one on one care in the year after birth or would you prefer group visits where you and your baby receive your care with other women who have babies the same age?,1 = Individual care - Malezi ya binafsi | 2 = Group care - Malezi ya kikundi | 3 = Unsure; doesnt matter which one; no preference - Sina uhakika;Haijalishi ni ipi;sina mapendeleo,,,,NA,pnc_q36,groupanc_kenyanigeria_combined_final::pnc_q36,int,2,NA,NA,1 to 3,3,once,0.879602946,NA
658,pnc_q37a,groupanc_kenyanigeria_combined_final,,,,37a. I was comfortable receiving care in a group   Nilikuwa huru kupokea malezi katika kikundi,1 = Not at all true - Sio kweli hata kidogo | 2 = Slightly true - Ni Kweli kwa kiwango kidogo sana | 3 = Somewhat true - Yana ukweli fulani | 4 = Mostly true - Karibu yote ni kweli | 5 = Completely true - Ni kweli kabisa,,,,NA,pnc_q37a,groupanc_kenyanigeria_combined_final::pnc_q37a,int,5,NA,NA,1 to 5,4,once,0.94996798,NA
659,pnc_q37b,groupanc_kenyanigeria_combined_final,,,,37b. I felt like I was part of the group  Nilihisi  kuwa nilikuwa mmoja wa wanakikundi,1 = Not at all true - Sio kweli hata kidogo | 2 = Slightly true - Ni Kweli kwa kiwango kidogo sana | 3 = Somewhat true - Yana ukweli fulani | 4 = Mostly true - Karibu yote ni kweli | 5 = Completely true - Ni kweli kabisa,,,,NA,pnc_q37b,groupanc_kenyanigeria_combined_final::pnc_q37b,int,5,NA,NA,1 to 5,4,once,0.950208133,NA
660,pnc_q37c,groupanc_kenyanigeria_combined_final,,,,37c. I was comfortable talking and sharing thoughts with the group  Nilikuwa huru kuzungumza na kupeana maoni kwenye kikundi,1 = Not at all true - Sio kweli hata kidogo | 2 = Slightly true - Ni Kweli kwa kiwango kidogo sana | 3 = Somewhat true - Yana ukweli fulani | 4 = Mostly true - Karibu yote ni kweli | 5 = Completely true - Ni kweli kabisa,,,,NA,pnc_q37c,groupanc_kenyanigeria_combined_final::pnc_q37c,int,5,NA,NA,1 to 5,4,once,0.949807877,NA
661,pnc_q37d,groupanc_kenyanigeria_combined_final,,,,37d. I was comfortable asking questions in the group  Nilikuwa huru kuuliza maswali kwenye kikundi,1 = Not at all true - Sio kweli hata kidogo | 2 = Slightly true - Ni Kweli kwa kiwango kidogo sana | 3 = Somewhat true - Yana ukweli fulani | 4 = Mostly true - Karibu yote ni kweli | 5 = Completely true - Ni kweli kabisa,,,,NA,pnc_q37d,groupanc_kenyanigeria_combined_final::pnc_q37d,int,5,NA,NA,1 to 5,5,once,0.949727826,NA
662,pnc_q37e,groupanc_kenyanigeria_combined_final,,,,37e. I learned a lot from other women in the group  Nilijifunza mengi kutoka kwa wanawake wengine kwenye kikundi,1 = Not at all true - Sio kweli hata kidogo | 2 = Slightly true - Ni Kweli kwa kiwango kidogo sana | 3 = Somewhat true - Yana ukweli fulani | 4 = Mostly true - Karibu yote ni kweli | 5 = Completely true - Ni kweli kabisa,,,,NA,pnc_q37e,groupanc_kenyanigeria_combined_final::pnc_q37e,int,5,NA,NA,1 to 5,5,once,0.949727826,NA
663,pnc_q37f,groupanc_kenyanigeria_combined_final,,,,37f. Participating in the group changed the way I think about parenting  Kushiriki katika kikundi kulibadilisha namna nafikiria kuhusu malezi ya watoto,1 = Not at all true - Sio kweli hata kidogo | 2 = Slightly true - Ni Kweli kwa kiwango kidogo sana | 3 = Somewhat true - Yana ukweli fulani | 4 = Mostly true - Karibu yote ni kweli | 5 = Completely true - Ni kweli kabisa,,,,NA,pnc_q37f,groupanc_kenyanigeria_combined_final::pnc_q37f,int,5,NA,NA,1 to 5,5,once,0.949727826,NA
664,pnc_q37g,groupanc_kenyanigeria_combined_final,,,,37g. Participating in the group changed the way I think about family planning  Kushiriki katika kikundi kulibadilisha namna nafikiria kuhusu upangaji uzazi,1 = Not at all true - Sio kweli hata kidogo | 2 = Slightly true - Ni Kweli kwa kiwango kidogo sana | 3 = Somewhat true - Yana ukweli fulani | 4 = Mostly true - Karibu yote ni kweli | 5 = Completely true - Ni kweli kabisa,,,,NA,pnc_q37g,groupanc_kenyanigeria_combined_final::pnc_q37g,int,5,NA,NA,1 to 5,5,once,0.949727826,NA
665,pnc_q37h,groupanc_kenyanigeria_combined_final,,,,37h. Being part of the group helped make parenting less stressful   Kuwa miongoni mwa kikundi kulisaidia kupunguza  mafadhaiko mengi  katika kazi ya kulea mwana,1 = Not at all true - Sio kweli hata kidogo | 2 = Slightly true - Ni Kweli kwa kiwango kidogo sana | 3 = Somewhat true - Yana ukweli fulani | 4 = Mostly true - Karibu yote ni kweli | 5 = Completely true - Ni kweli kabisa,,,,NA,pnc_q37h,groupanc_kenyanigeria_combined_final::pnc_q37h,int,3,NA,NA,1 to 5,5,once,0.949727826,NA
666,pnc_q38a,groupanc_kenyanigeria_combined_final,,,,38a. During pregnancy  Wakati wa ujauzito,1 = Yes - Ndio | 2 = No - La,,,,NA,pnc_q38a,groupanc_kenyanigeria_combined_final::pnc_q38a,int,2,NA,NA,1 to 2,2,once,0.879602946,NA
667,pnc_q38b,groupanc_kenyanigeria_combined_final,,,,38b. After pregnancy  Baada ya ujauzito,1 = Yes - Ndio | 2 = No - La,,,,NA,pnc_q38b,groupanc_kenyanigeria_combined_final::pnc_q38b,int,2,NA,NA,1 to 2,2,once,0.879602946,NA
668,pnc_q38c,groupanc_kenyanigeria_combined_final,,,,38c. Did you phone or send a text message  or both  Ulimpigia au ulimtumia ujumbe mfupi  au yote?,1 = Phone - Nilimpigia simu | 2 = Text - Nilimtumia ujumbe mfupi | 3 = Both - Nilifanya yote mawili,,,,NA,pnc_q38c,groupanc_kenyanigeria_combined_final::pnc_q38c,int,1,NA,NA,1 to 3,3,once,0.96037464,NA
669,pnc_q39,groupanc_kenyanigeria_combined_final,,,,39. Did you ever share a ride with another pregnant woman you knew to an ANC visit or to the clinic in the year since your baby was born?  Uliwahi kupanda mbinu ya usafiri pamoja na mwanamke mwingine mjamzito ambaye ulikuwa unamfahamu kuenda katika ziada y,1 = Yes - Ndio | 2 = No - La,,,,NA,pnc_q39,groupanc_kenyanigeria_combined_final::pnc_q39,int,1,NA,NA,1 to 2,2,once,0.879602946,NA
670,pnc_q40,groupanc_kenyanigeria_combined_final,,,,40. After being enrolled in this study  did you ever attend any group ANC or Healthy Mother Healthy Baby meetings at the facility?    Baada ya kusajiliwa katika utafiti huu  uliwahi kuhudhuria ANC ya kikundi au mikutano ya mama mwenye Afya mtoto mwenye Afy,1 = Yes - Ndio | 2 = No - La,,,,NA,pnc_q40,groupanc_kenyanigeria_combined_final::pnc_q40,int,1,NA,NA,1 to 2,2,once,0.939481268,NA
671,pnc_q41,groupanc_kenyanigeria_combined_final,,,,41. Did that group have a name  Je  Kikundi hicho kilikuwa na jina,1 = Yes  has a name - Ndio kina jina | 2 = No  does not have a name - La  hakina jina,,,,NA,pnc_q41,groupanc_kenyanigeria_combined_final::pnc_q41,int,1,NA,NA,1 to 2,2,once,0.945084854,NA
672,pnc_q42,groupanc_kenyanigeria_combined_final,,,,42. Either when you were pregnant or in the past year  how often did you communicate with women in your group outside of meeting time?  Aidha wakati ulikuwa mjamzito au ndani ya mwaka uliopita  ni mara ngapi uliwasiliana na wanawake wa kikundi chako nje ya,1 = Never - La hasha | 2 = Rarely/not very often - Mara chache sana | 3 = Sometimes/occasionally - Wakati mwingine/muda kwa muda | 4 = Regularly/on a monthly basis - Wakati mwingine/mara moja kwa mwezi | 5 = Regularly/on a weekly basis - Mara nyingi/mara moja kwa wiki | 6 = More frequently/almost daily - Sana /karibu kila siku,,,,NA,pnc_q42,groupanc_kenyanigeria_combined_final::pnc_q42,int,4,NA,NA,1 to 6,6,once,0.945244957,NA
673,pnc_q43___1,groupanc_kenyanigeria_combined_final,,,,43. Which of the following did you use to communicate with other women in your group?   Ni nini kati ya yafuatayo uliyotumia kuwasiliana na wanawake wengine katika kikundi chako?  (choice=Phone - Simu),0 = Unchecked | 1 = Checked,,,,NA,pnc_q43___1,groupanc_kenyanigeria_combined_final::pnc_q43___1,int,0,NA,NA,0 to 1,2,once,0.83701569,NA
674,pnc_q43___2,groupanc_kenyanigeria_combined_final,,,,43. Which of the following did you use to communicate with other women in your group?   Ni nini kati ya yafuatayo uliyotumia kuwasiliana na wanawake wengine katika kikundi chako?  (choice=Text - Ujumbe mfupi),0 = Unchecked | 1 = Checked,,,,NA,pnc_q43___2,groupanc_kenyanigeria_combined_final::pnc_q43___2,int,0,NA,NA,0 to 1,2,once,0.83701569,NA
675,pnc_q43___3,groupanc_kenyanigeria_combined_final,,,,43. Which of the following did you use to communicate with other women in your group?   Ni nini kati ya yafuatayo uliyotumia kuwasiliana na wanawake wengine katika kikundi chako?  (choice=WhatsApp),0 = Unchecked | 1 = Checked,,,,NA,pnc_q43___3,groupanc_kenyanigeria_combined_final::pnc_q43___3,int,0,NA,NA,0 to 1,2,once,0.83701569,NA
676,pnc_q43___4,groupanc_kenyanigeria_combined_final,,,,43. Which of the following did you use to communicate with other women in your group?   Ni nini kati ya yafuatayo uliyotumia kuwasiliana na wanawake wengine katika kikundi chako?  (choice=Another social media app - Kwenye mtandao mwingine wa kijamii ),0 = Unchecked | 1 = Checked,,,,NA,pnc_q43___4,groupanc_kenyanigeria_combined_final::pnc_q43___4,int,0,NA,NA,0 to 1,2,once,0.83701569,NA
677,pnc_q43___5,groupanc_kenyanigeria_combined_final,,,,43. Which of the following did you use to communicate with other women in your group?   Ni nini kati ya yafuatayo uliyotumia kuwasiliana na wanawake wengine katika kikundi chako?  (choice=Social gatherings - Mikutano ya kijamii),0 = Unchecked | 1 = Checked,,,,NA,pnc_q43___5,groupanc_kenyanigeria_combined_final::pnc_q43___5,int,0,NA,NA,0 to 1,2,once,0.83701569,NA
678,pnc_q43___6,groupanc_kenyanigeria_combined_final,,,,43. Which of the following did you use to communicate with other women in your group?   Ni nini kati ya yafuatayo uliyotumia kuwasiliana na wanawake wengine katika kikundi chako?  (choice=Any other ways - Njia nyingine),0 = Unchecked | 1 = Checked,,,,NA,pnc_q43___6,groupanc_kenyanigeria_combined_final::pnc_q43___6,int,0,NA,NA,0 to 1,2,once,0.83701569,NA
679,pnc_q44___1,groupanc_kenyanigeria_combined_final,,,,44. Which of the following things did you communicate about  Ni mambo gani mlizungumzia kati ya yafuatayo  (choice=Upcoming meetings  for example to remind each other of the meeting  see if they were planning to attend  or set up a shared ride - Mikutano i,0 = Unchecked | 1 = Checked,,,,NA,pnc_q44___1,groupanc_kenyanigeria_combined_final::pnc_q44___1,int,0,NA,NA,0 to 1,2,once,0.83701569,NA
680,pnc_q44___2,groupanc_kenyanigeria_combined_final,,,,44. Which of the following things did you communicate about  Ni mambo gani mlizungumzia kati ya yafuatayo  (choice=A problem you or others in the group were having - Tatizo aidha wewe au wenzako walikuwa nalo),0 = Unchecked | 1 = Checked,,,,NA,pnc_q44___2,groupanc_kenyanigeria_combined_final::pnc_q44___2,int,0,NA,NA,0 to 1,2,once,0.83701569,NA
681,pnc_q44___3,groupanc_kenyanigeria_combined_final,,,,44. Which of the following things did you communicate about  Ni mambo gani mlizungumzia kati ya yafuatayo  (choice=Help that you or others in the group needed - Peana msaada ambao wewe au wengine katika kikundi mlihitaji),0 = Unchecked | 1 = Checked,,,,NA,pnc_q44___3,groupanc_kenyanigeria_combined_final::pnc_q44___3,int,0,NA,NA,0 to 1,2,once,0.83701569,NA
682,pnc_q44___4,groupanc_kenyanigeria_combined_final,,,,44. Which of the following things did you communicate about  Ni mambo gani mlizungumzia kati ya yafuatayo  (choice=Advice/information related to pregnancy - Ushauri/habari ihusianayo na ujauzito),0 = Unchecked | 1 = Checked,,,,NA,pnc_q44___4,groupanc_kenyanigeria_combined_final::pnc_q44___4,int,0,NA,NA,0 to 1,2,once,0.83701569,NA
683,pnc_q44___5,groupanc_kenyanigeria_combined_final,,,,44. Which of the following things did you communicate about  Ni mambo gani mlizungumzia kati ya yafuatayo  (choice=Advice/information related to family planning - Ushauri/habari ihusianayo na upangaji uzazi),0 = Unchecked | 1 = Checked,,,,NA,pnc_q44___5,groupanc_kenyanigeria_combined_final::pnc_q44___5,int,0,NA,NA,0 to 1,2,once,0.83701569,NA
684,pnc_q44___6,groupanc_kenyanigeria_combined_final,,,,44. Which of the following things did you communicate about  Ni mambo gani mlizungumzia kati ya yafuatayo  (choice=Advice/information related to parenting - Ushauri/habari ihusianayo na uzazi),0 = Unchecked | 1 = Checked,,,,NA,pnc_q44___6,groupanc_kenyanigeria_combined_final::pnc_q44___6,int,0,NA,NA,0 to 1,2,once,0.83701569,NA
685,pnc_q44___7,groupanc_kenyanigeria_combined_final,,,,44. Which of the following things did you communicate about  Ni mambo gani mlizungumzia kati ya yafuatayo  (choice=Advice/information related to infant/child care practices or health - Ushauri/habari ihusianayo na afya/malezi ya watoto au  watoto wachanga),0 = Unchecked | 1 = Checked,,,,NA,pnc_q44___7,groupanc_kenyanigeria_combined_final::pnc_q44___7,int,0,NA,NA,0 to 1,2,once,0.83701569,NA
686,pnc_q44___8,groupanc_kenyanigeria_combined_final,,,,44. Which of the following things did you communicate about  Ni mambo gani mlizungumzia kati ya yafuatayo  (choice=Other - Nyingine ),0 = Unchecked | 1 = Checked,,,,NA,pnc_q44___8,groupanc_kenyanigeria_combined_final::pnc_q44___8,int,1,NA,NA,0 to 1,2,once,0.83701569,NA
687,pnc_q45,groupanc_kenyanigeria_combined_final,,,,45. Do you think a woman would reach out to other members of the group if she had a problem or needed help?  Unadhani mwanamke anaweza kujisikia huru kuzungumza na wanawake wenzake katika kikundi iwapo ana tatizo au anahitaji usaidizi?,1 = Yes - Ndio | 2 = No - La | 3 = Unsure - Sina Uhakika,,,,NA,pnc_q45,groupanc_kenyanigeria_combined_final::pnc_q45,int,1,NA,NA,1 to 3,3,once,0.945164906,NA
688,pnc_q45a,groupanc_kenyanigeria_combined_final,,,,45a. If yes  do you know of specific examples when this has happened  Unafahamu mifano mahususi ya lini haya yalifanyika?,1 = Yes - Ndio | 2 = No - La | 3 = Unsure - Sina Uhakika,,,,NA,pnc_q45a,groupanc_kenyanigeria_combined_final::pnc_q45a,int,3,NA,NA,1 to 3,3,once,0.954130644,NA
689,pnc_q46a,groupanc_kenyanigeria_combined_final,,,,46a. I have heard people say things about family planning methods being harmful or dangerous   Nimeskia watu wakisema kuwa mbinu za upangaji uzazi ni hatari au zina madhara,1 = Not at all true - Sio kweli hata kidogo | 2 = Slightly true - Ni Kweli kwa kiwango kidogo sana | 3 = Somewhat true - Yana ukweli fulani | 4 = Mostly true - Karibu yote ni kweli | 5 = Completely true - Ni kweli kabisa,,,,NA,pnc_q46a,groupanc_kenyanigeria_combined_final::pnc_q46a,int,4,NA,NA,1 to 5,5,once,0.879682997,NA
690,pnc_q46b,groupanc_kenyanigeria_combined_final,,,,46b. In the last year  I have had questions or concerns about the safety of family planning methods  Kwenye mwaka uliopita  nimekuwa na maswali au wasiwasi kuhusu usalama wa mbinu za upangaji uzazi,1 = Not at all true - Sio kweli hata kidogo | 2 = Slightly true - Ni Kweli kwa kiwango kidogo sana | 3 = Somewhat true - Yana ukweli fulani | 4 = Mostly true - Karibu yote ni kweli | 5 = Completely true - Ni kweli kabisa,,,,NA,pnc_q46b,groupanc_kenyanigeria_combined_final::pnc_q46b,int,4,NA,NA,1 to 5,5,once,0.879602946,NA
691,pnc_q46c,groupanc_kenyanigeria_combined_final,,,,46c. In the last year  I have discussed concerns or questions I had about the safety of family planning methods with a provider   Kwenye mwaka uliopita nimejadili na mhudumu kuhusu wasiwasi au maswali niliyokuwa nayo kuhusu usalama wa mbinu za upangaji uza,1 = Not at all true - Sio kweli hata kidogo | 2 = Slightly true - Ni Kweli kwa kiwango kidogo sana | 3 = Somewhat true - Yana ukweli fulani | 4 = Mostly true - Karibu yote ni kweli | 5 = Completely true - Ni kweli kabisa,,,,NA,pnc_q46c,groupanc_kenyanigeria_combined_final::pnc_q46c,int,4,NA,NA,1 to 5,5,once,0.879682997,NA
692,pnc_q46d,groupanc_kenyanigeria_combined_final,,,,46d. In the last year  I have discussed concerns or questions I had about the safety of family planning methods with other women   Kwenye mwaka uliopita  nimejadili na wanawake wengine kuhusu wasiwasi au maswali niliyokuwa nayo kuhusu usalama wa mbinu za u,1 = Not at all true - Sio kweli hata kidogo | 2 = Slightly true - Ni Kweli kwa kiwango kidogo sana | 3 = Somewhat true - Yana ukweli fulani | 4 = Mostly true - Karibu yote ni kweli | 5 = Completely true - Ni kweli kabisa,,,,NA,pnc_q46d,groupanc_kenyanigeria_combined_final::pnc_q46d,int,4,NA,NA,1 to 5,5,once,0.879682997,NA
