IRI,label,variable,dataFile,definition,codebookValues,parentIRI,parentLabel,termType,replaces,source category,ISA_Type,ISA_Parent,unitLabel,unitIRI,hidden,forceStringType
http://purl.obolibrary.org/obo/ENVO_00000856,"City, village, or region",FARMM_metagenomics.txt::City,FARMM_metagenomics.txt,,,http://purl.obolibrary.org/obo/GAZ_00000448,Geographic location,variable,EUPATH_0000452,"Human, Env",characteristicQualifier,Source,,,,
http://purl.obolibrary.org/obo/ENVO_00000009,Country,FARMM_metagenomics.txt::country,FARMM_metagenomics.txt,,,http://purl.obolibrary.org/obo/GAZ_00000448,Geographic location,variable,,"Human, Env",characteristicQualifier,Source,,,,
http://purl.obolibrary.org/obo/EUPATH_0011732,Diet,FARMM_metagenomics.txt::diet,FARMM_metagenomics.txt,,,http://purl.obolibrary.org/obo/EUPATH_0000096,Participant,variable,,"Human, Env",characteristicQualifier,Source,,,,
http://purl.obolibrary.org/obo/ENVO_01000739,Habitat,FARMM_metagenomics.txt::env_feature,FARMM_metagenomics.txt,,,http://purl.obolibrary.org/obo/EUPATH_0000587,Environment information,variable,,"Human, Env",characteristicQualifier,Source,,,,
http://purl.obolibrary.org/obo/EUPATH_0010075,Height,FARMM_metagenomics.txt::host_height,FARMM_metagenomics.txt,,,http://purl.obolibrary.org/obo/EUPATH_0000649,Anthropometry,variable,,"Human, Env",characteristicQualifier,Source,,,,
http://purl.obolibrary.org/obo/UBERON_0000466,Host body habitat,FARMM_metagenomics.txt::body_habitat,FARMM_metagenomics.txt,,,http://purl.obolibrary.org/obo/EUPATH_0000096,Participant,variable,,"Human, Env",characteristicQualifier,Sample,,,,
http://purl.obolibrary.org/obo/UBERON_0000463,Host body product,FARMM_metagenomics.txt::host_body_product,FARMM_metagenomics.txt,,,http://purl.obolibrary.org/obo/EUPATH_0000096,Participant,variable,,"Human, Env",characteristicQualifier,Sample,,,,
http://purl.obolibrary.org/obo/UBERON_0000061,Host body site,FARMM_metagenomics.txt::host_body_site,FARMM_metagenomics.txt,,,http://purl.obolibrary.org/obo/EUPATH_0000096,Participant,variable,,"Human, Env",characteristicQualifier,Sample,,,,
http://purl.obolibrary.org/obo/OBI_0001620,Latitude,FARMM_metagenomics.txt::latitude,FARMM_metagenomics.txt,,,http://purl.obolibrary.org/obo/EUPATH_0043212,Geolocation,variable,,"Human, Env",characteristicQualifier,Source,degrees,http://purl.obolibrary.org/obo/UO_0000185,everywhere,
http://purl.obolibrary.org/obo/OBI_0001621,Longitude,FARMM_metagenomics.txt::longitude,FARMM_metagenomics.txt,,,http://purl.obolibrary.org/obo/EUPATH_0043212,Geolocation,variable,,"Human, Env",characteristicQualifier,Source,degrees,http://purl.obolibrary.org/obo/UO_0000185,everywhere,
http://purl.obolibrary.org/obo/OBI_0100051,Sample type,FARMM_metagenomics.txt::sample_type,FARMM_metagenomics.txt,,,http://purl.obolibrary.org/obo/EUPATH_0011996,Sample details,variable,,"Human, Env",characteristicQualifier,Source,,,,
http://purl.obolibrary.org/obo/OBI_0001508,Study timepoint,FARMM_metagenomics.txt::Study timepoint,FARMM_metagenomics.txt,,,http://purl.obolibrary.org/obo/EUPATH_0000310,Observation details,variable,,"Human, Env",characteristicQualifier,Sample,days,,,
http://purl.obolibrary.org/obo/OBI_0003074,Subject common name,FARMM_metagenomics.txt::host_common_name,FARMM_metagenomics.txt,,,http://purl.obolibrary.org/obo/EUPATH_0000096,Participant,variable,,"Human, Env",characteristicQualifier,Source,,,,
http://purl.obolibrary.org/obo/OBI_0003071,Subject ID,FARMM_metagenomics.txt::subject_id,FARMM_metagenomics.txt,,,http://purl.obolibrary.org/obo/EUPATH_0000096,Participant,variable,,"Human, Env",characteristicQualifier,Source,,,everywhere,yes
http://purl.obolibrary.org/obo/IAO_0000414,Weight,FARMM_metagenomics.txt::Host weight (kg),FARMM_metagenomics.txt,,,http://purl.obolibrary.org/obo/EUPATH_0000649,Anthropometry,variable,,"Human, Env",characteristicQualifier,Source,kg,,,
http://purl.obolibrary.org/obo/OBI_0001169,Age,GEMS.txt::Age (months),GEMS.txt,,,http://purl.obolibrary.org/obo/EUPATH_0010981,Demographics,variable,,Human,characteristicQualifier,Source,months,http://purl.obolibrary.org/obo/UO_0000035,,
http://purl.obolibrary.org/obo/EUPATH_0010367,Age group,GEMS.txt::age_factor,GEMS.txt,,,http://purl.obolibrary.org/obo/EUPATH_0010981,Demographics,variable,,Human,characteristicQualifier,Source,,,,
http://purl.obolibrary.org/obo/EUPATH_0010375,Case or control participant,GEMS.txt::case_control,GEMS.txt,,,http://purl.obolibrary.org/obo/EUPATH_0010035,Administrative information,variable,,Human,characteristicQualifier,Source,,,,
http://purl.obolibrary.org/obo/EUPATH_0009017,ClinEpiDB sample ID,GEMS.txt::gems_sample_id,GEMS.txt,,,http://purl.obolibrary.org/obo/EUPATH_0011996,Sample details,variable,,Human,characteristicQualifier,Sample,,,,
http://purl.obolibrary.org/obo/ENVO_00000009,Country,GEMS.txt::country,GEMS.txt,,,http://purl.obolibrary.org/obo/GAZ_00000448,Geographic location,variable,,Human,characteristicQualifier,Source,,,,
http://purl.obolibrary.org/obo/ENVO_01000739,Habitat,GEMS.txt::env_feature,GEMS.txt,,,http://purl.obolibrary.org/obo/EUPATH_0000587,Environment information,variable,ENVO_00002297,Human,characteristicQualifier,Source,,,,
http://purl.obolibrary.org/obo/UBERON_0000466,Host body habitat,GEMS.txt::body_habitat,GEMS.txt,original body habitat where the sample was obtained from,,http://purl.obolibrary.org/obo/EUPATH_0000096,Participant,variable,,Human,characteristicQualifier,Sample,,,,
http://purl.obolibrary.org/obo/UBERON_0000463,Host body product,GEMS.txt::body_product,GEMS.txt,"substance produced by the body, e.g. stool, mucus, where the sample was obtained from. For Foundational Model of Anatomy Ontology (FMA) (v 3.1) terms, please see http://purl.bioontology.org/ontology/FMA",,http://purl.obolibrary.org/obo/EUPATH_0000096,Participant,variable,,Human,characteristicQualifier,Sample,,,,
http://purl.obolibrary.org/obo/UBERON_0000061,Host body site,GEMS.txt::body_site,GEMS.txt,name of body site where the sample was obtained from,,http://purl.obolibrary.org/obo/EUPATH_0000096,Participant,variable,,Human,characteristicQualifier,Sample,,,,
http://purl.obolibrary.org/obo/SO_0001000,Region of 16S rRNA sequenced,GEMS.txt::region,GEMS.txt,,,http://purl.obolibrary.org/obo/OBI_0003069,Sequencing,variable,,Human,characteristicQualifier,Sample,,,,
http://purl.obolibrary.org/obo/OBI_0100051,Sample type,GEMS.txt::sample_type,GEMS.txt,,,http://purl.obolibrary.org/obo/EUPATH_0011996,Sample details,variable,,Human,characteristicQualifier,Sample,,,,
http://purl.obolibrary.org/obo/OBI_0001169,Age,HMPWgs.txt::Age (years),HMPWgs.txt,"age of host at the time of sampling; relevant scale depends on species and study, e.g. could be seconds for amoebae or centuries for trees. The unit of age is year.",,http://purl.obolibrary.org/obo/EUPATH_0010981,Demographics,variable,,Human,characteristicQualifier,Source,years,http://purl.obolibrary.org/obo/UO_0000036,,
http://purl.obolibrary.org/obo/ENVO_00000009,Country,HMPWgs.txt::country,HMPWgs.txt,,,http://purl.obolibrary.org/obo/GAZ_00000448,Geographic location,variable,,Human,characteristicQualifier,Source,,,,
http://purl.obolibrary.org/obo/ENVO_01000739,Habitat,HMPWgs.txt::env_feature,HMPWgs.txt,,,http://purl.obolibrary.org/obo/EUPATH_0000587,Environment information,variable,ENVO_00002297,Human,characteristicQualifier,Source,,,,
http://purl.obolibrary.org/obo/UBERON_0000466,Host body habitat,HMPWgs.txt::body_habitat,HMPWgs.txt,original body habitat where the sample was obtained from,,http://purl.obolibrary.org/obo/EUPATH_0000096,Participant,variable,,Human,characteristicQualifier,Sample,,,,
http://purl.obolibrary.org/obo/UBERON_0000463,Host body product,HMPWgs.txt::body_product,HMPWgs.txt,"substance produced by the body, e.g. stool, mucus, where the sample was obtained from. For Foundational Model of Anatomy Ontology (FMA) (v 3.1) terms, please see http://purl.bioontology.org/ontology/FMA",,http://purl.obolibrary.org/obo/EUPATH_0000096,Participant,variable,,Human,characteristicQualifier,Sample,,,,
http://purl.obolibrary.org/obo/UBERON_0000061,Host body site,HMPWgs.txt::body_site,HMPWgs.txt,name of body site where the sample was obtained from,,http://purl.obolibrary.org/obo/EUPATH_0000096,Participant,variable,,Human,characteristicQualifier,Sample,,,,
http://purl.obolibrary.org/obo/OBI_0100051,Sample type,HMPWgs.txt::sample_type,HMPWgs.txt,,,http://purl.obolibrary.org/obo/EUPATH_0011996,Sample details,variable,,Human,characteristicQualifier,Sample,,,,
http://purl.obolibrary.org/obo/PATO_0000047,Sex,HMPWgs.txt::Sex,HMPWgs.txt,physical sex of the host,,http://purl.obolibrary.org/obo/EUPATH_0010981,Demographics,variable,,Human,characteristicQualifier,Source,,,,
http://purl.obolibrary.org/obo/OBI_0003071,Subject ID,HMPWgs.txt::subject_id,HMPWgs.txt,,,http://purl.obolibrary.org/obo/EUPATH_0000096,Participant,variable,,Human,characteristicQualifier,Source,,,everywhere,yes
http://purl.obolibrary.org/obo/OBI_0001169,Age,Malaysia_Helminth.txt::age,Malaysia_Helminth.txt,,,http://purl.obolibrary.org/obo/EUPATH_0010981,Demographics,variable,,Human,characteristicQualifier,Source,,,,
http://purl.obolibrary.org/obo/EUPATH_0009336,Ascaris,Malaysia_Helminth.txt::Ascaris_infection,Malaysia_Helminth.txt,whether detected Ascaris or not in stool,,http://purl.obolibrary.org/obo/EUPATH_0030117,Eukaryota in stool,variable,,Human,characteristicQualifier,Sample,,,,
http://purl.obolibrary.org/obo/EUPATH_0009339,Ascaris infection intensity level,Malaysia_Helminth.txt::Ascaris_infection_intensity,Malaysia_Helminth.txt,,,http://purl.obolibrary.org/obo/EUPATH_0030117,Eukaryota in stool,variable,,Human,characteristicQualifier,Sample,,,,
http://purl.obolibrary.org/obo/EUPATH_0009347,"Ascaris infection intensity, by Kato-Katz",Malaysia_Helminth.txt::Ascaris lumbricoides burden,Malaysia_Helminth.txt,unit is eggs per gram feces,,http://purl.obolibrary.org/obo/EUPATH_0030117,Eukaryota in stool,variable,,Human,characteristicQualifier,Sample,,,,
http://purl.obolibrary.org/obo/EUPATH_0009342,Boiled water,Malaysia_Helminth.txt::Boiled_water,Malaysia_Helminth.txt,if participant boil water before consuming,,http://purl.obolibrary.org/obo/EUPATH_0011732,Diet,variable,,Human,characteristicQualifier,Source,,,,
http://purl.obolibrary.org/obo/ENVO_00000856,"City, village, or region",Malaysia_Helminth.txt::location,Malaysia_Helminth.txt,,,http://purl.obolibrary.org/obo/GAZ_00000448,Geographic location,variable,EUPATH_0000452,Human,characteristicQualifier,Source,,,,
http://purl.obolibrary.org/obo/ENVO_00000009,Country,Malaysia_Helminth.txt::country,Malaysia_Helminth.txt,,,http://purl.obolibrary.org/obo/GAZ_00000448,Geographic location,variable,,Human,characteristicQualifier,Source,,,,
http://purl.obolibrary.org/obo/EUPATH_0009345,Diarrhea in past 3 months,Malaysia_Helminth.txt::Diarrhea_past_3months,Malaysia_Helminth.txt,whether they had diarrhea in the past 3 months before sample collection,,http://purl.obolibrary.org/obo/OGMS_0000015,Clinical history,variable,,Human,characteristicQualifier,Source,,,,
http://purl.obolibrary.org/obo/OMRSE_00002045,Education level,Malaysia_Helminth.txt::level_of_education,Malaysia_Helminth.txt,,,http://purl.obolibrary.org/obo/EUPATH_0010981,Demographics,variable,,Human,characteristicQualifier,Source,,,,
http://purl.obolibrary.org/obo/OMRSE_00000205,Ethnicity,Malaysia_Helminth.txt::Cultural group,Malaysia_Helminth.txt,,,http://purl.obolibrary.org/obo/EUPATH_0010981,Demographics,variable,,Human,characteristicQualifier,Source,,,,
http://purl.obolibrary.org/obo/EUPATH_0009334,Helminth,Malaysia_Helminth.txt::Helminth_infection,Malaysia_Helminth.txt,whether detected Helminth or not in stool,,http://purl.obolibrary.org/obo/EUPATH_0030117,Eukaryota in stool,variable,,Human,characteristicQualifier,Sample,,,,
http://purl.obolibrary.org/obo/EUPATH_0009337,Hookworm,Malaysia_Helminth.txt::Hookworm_infection,Malaysia_Helminth.txt,whether detected Hookworm or not in stool,,http://purl.obolibrary.org/obo/EUPATH_0030117,Eukaryota in stool,variable,,Human,characteristicQualifier,Sample,,,,
http://purl.obolibrary.org/obo/EUPATH_0009340,Hookworm infection intensity level,Malaysia_Helminth.txt::Hookworm_infection_intensity,Malaysia_Helminth.txt,,,http://purl.obolibrary.org/obo/EUPATH_0030117,Eukaryota in stool,variable,,Human,characteristicQualifier,Sample,,,,
http://purl.obolibrary.org/obo/EUPATH_0009348,"Hookworm infection intensity, by Kato-Katz",Malaysia_Helminth.txt::Hookworm burden,Malaysia_Helminth.txt,unit is eggs per gram feces,,http://purl.obolibrary.org/obo/EUPATH_0030117,Eukaryota in stool,variable,,Human,characteristicQualifier,Sample,,,,
http://purl.obolibrary.org/obo/UBERON_0000466,Host body habitat,Malaysia_Helminth.txt::body_habitat,Malaysia_Helminth.txt,,,http://purl.obolibrary.org/obo/EUPATH_0000096,Participant,variable,,Human,characteristicQualifier,Sample,,,,
http://purl.obolibrary.org/obo/UBERON_0000463,Host body product,Malaysia_Helminth.txt::body_product,Malaysia_Helminth.txt,,,http://purl.obolibrary.org/obo/EUPATH_0000096,Participant,variable,,Human,characteristicQualifier,Sample,,,,
http://purl.obolibrary.org/obo/UBERON_0000061,Host body site,Malaysia_Helminth.txt::body_site,Malaysia_Helminth.txt,,,http://purl.obolibrary.org/obo/EUPATH_0000096,Participant,variable,,Human,characteristicQualifier,Sample,,,,
http://purl.obolibrary.org/obo/OBI_0001620,Latitude,Malaysia_Helminth.txt::latitude,Malaysia_Helminth.txt,,,http://purl.obolibrary.org/obo/EUPATH_0043212,Geolocation,variable,,Human,characteristicQualifier,Source,degrees,http://purl.obolibrary.org/obo/UO_0000185,everywhere,
http://purl.obolibrary.org/obo/OBI_0000711,Library preparation,Malaysia_Helminth.txt::library protocol,Malaysia_Helminth.txt,,,http://purl.obolibrary.org/obo/OBI_0600047,Sequencing assay,variable,,Human,characteristicQualifier,Sample,,,,
http://purl.obolibrary.org/obo/OBI_0001621,Longitude,Malaysia_Helminth.txt::longitude,Malaysia_Helminth.txt,,,http://purl.obolibrary.org/obo/EUPATH_0043212,Geolocation,variable,,Human,characteristicQualifier,Source,degrees,http://purl.obolibrary.org/obo/UO_0000185,everywhere,
http://purl.obolibrary.org/obo/EUPATH_0009349,Response to anthelminthic treatment,Malaysia_Helminth.txt::Response to anthelminthic,Malaysia_Helminth.txt,Response to anthelminthic treatment based on T. trichuria burden,,http://purl.obolibrary.org/obo/EUPATH_0000096,Participant,variable,,Human,characteristicQualifier,Source,,,,
http://purl.obolibrary.org/obo/EUPATH_0009333,Sample collection time relative to treatment,Malaysia_Helminth.txt::sample_collection_timepoint,Malaysia_Helminth.txt,,,http://purl.obolibrary.org/obo/OBI_0000659,Sample collection process,variable,,Human,characteristicQualifier,Sample,,,,
http://purl.obolibrary.org/obo/OBI_0100051,Sample type,Malaysia_Helminth.txt::sample_type,Malaysia_Helminth.txt,,,http://purl.obolibrary.org/obo/EUPATH_0011996,Sample details,variable,,Human,characteristicQualifier,Sample,,,,
http://purl.obolibrary.org/obo/PATO_0000047,Sex,Malaysia_Helminth.txt::sex,Malaysia_Helminth.txt,,,http://purl.obolibrary.org/obo/EUPATH_0010981,Demographics,variable,,Human,characteristicQualifier,Source,,,,
http://purl.obolibrary.org/obo/OBI_0003071,Subject ID,Malaysia_Helminth.txt::subject_id,Malaysia_Helminth.txt,,,http://purl.obolibrary.org/obo/EUPATH_0000096,Participant,variable,,human,characteristicQualifier,Source,,,everywhere,yes
http://purl.obolibrary.org/obo/EUPATH_0009343,Taken antibiotics in past 3 months,Malaysia_Helminth.txt::Antibiotics_past_3months,Malaysia_Helminth.txt,whether they have taken antibiotics in the past 3 months before sample collection,,http://purl.obolibrary.org/obo/OGMS_0000015,Clinical history,variable,,Human,characteristicQualifier,Source,,,,
http://purl.obolibrary.org/obo/EUPATH_0009344,Taken probiotic food in past 3 months,Malaysia_Helminth.txt::Probiotic_food_past_3months,Malaysia_Helminth.txt,whether they have taken probiotic food in the past 3 months before sample collection,,http://purl.obolibrary.org/obo/OGMS_0000015,Clinical history,variable,,Human,characteristicQualifier,Source,,,,
http://purl.obolibrary.org/obo/EUPATH_0009335,Trichuris,Malaysia_Helminth.txt::Trichuris_infection,Malaysia_Helminth.txt,whether detected Trichuris or not in stool,,http://purl.obolibrary.org/obo/EUPATH_0030117,Eukaryota in stool,variable,,Human,characteristicQualifier,Sample,,,,
http://purl.obolibrary.org/obo/EUPATH_0009338,Trichuris infection intensity level,Malaysia_Helminth.txt::Trichuris_infection_intensity,Malaysia_Helminth.txt,,,http://purl.obolibrary.org/obo/EUPATH_0030117,Eukaryota in stool,variable,,Human,characteristicQualifier,Sample,,,,
http://purl.obolibrary.org/obo/EUPATH_0009346,"Trichuris infection intensity, by Kato-Katz",Malaysia_Helminth.txt::Trichuris trichuria burden,Malaysia_Helminth.txt,unit is eggs per gram feces,,http://purl.obolibrary.org/obo/EUPATH_0030117,Eukaryota in stool,variable,,Human,characteristicQualifier,Sample,,,,
http://purl.obolibrary.org/obo/EUPATH_0009341,Undercooked meat,Malaysia_Helminth.txt::Undercooked_meat,Malaysia_Helminth.txt,if participant consumes undercooked meat,,http://purl.obolibrary.org/obo/EUPATH_0011732,Diet,variable,,Human,characteristicQualifier,Source,,,,
http://purl.obolibrary.org/obo/OBI_0001169,Age,MALED_diarrhea.txt::age in months,MALED_diarrhea.txt,,,http://purl.obolibrary.org/obo/EUPATH_0010981,Demographics,variable,,Human,characteristicQualifier,Source,days,http://purl.obolibrary.org/obo/UO_0000033,,
http://purl.obolibrary.org/obo/EUPATH_0009216,Born stunted,MALED_diarrhea.txt::born stunted,MALED_diarrhea.txt,whether the individual was born stunted (LAZ less than -2),,http://purl.obolibrary.org/obo/EUPATH_0000649,Anthropometry,variable,EuPathDB_0009032,Human,characteristicQualifier,Source,,,,
http://purl.obolibrary.org/obo/ENVO_00000009,Country,MALED_diarrhea.txt::country,MALED_diarrhea.txt,,,http://purl.obolibrary.org/obo/GAZ_00000448,Geographic location,variable,,Human,characteristicQualifier,Source,,,,
http://purl.obolibrary.org/obo/EUPATH_0009238,Days on antibiotics,MALED_diarrhea.txt::days on antibiotics,MALED_diarrhea.txt,number of days spent under antibiotics treatment,,http://purl.obolibrary.org/obo/OGMS_0000015,Clinical history,variable,EuPathDB_0009054,Human,characteristicQualifier,Source,,,,
http://purl.obolibrary.org/obo/EUPATH_0009239,Days since last diarrheal episode,MALED_diarrhea.txt::days since last diarrheal episode,MALED_diarrhea.txt,number of days since last diarrheal episode,,http://purl.obolibrary.org/obo/OGMS_0000015,Clinical history,variable,EuPathDB_0009055,Human,characteristicQualifier,Source,,,,
http://purl.obolibrary.org/obo/EUPATH_0011678,Different food groups consumed,MALED_diarrhea.txt::number of who food groups,MALED_diarrhea.txt,"Sum of food groups consumed yesterday, based on WHO diet diversity for all children. Values ranged from 0-7. The 7 foods groups used for tabulation of this indicator were: (a) grains, roots and tubers; (b) legumes and nuts; (c) dairy products (milk, yogurt, cheese); (d) flesh foods (meat, fish, poultry and liver/organ meats); (e) eggs; (f) vitamin-A rich fruits and vegetables; (g) other fruits and vegetables. Qualitative dietary diversity was assessed on a monthly basis up to and including 8 months of age.",,http://purl.obolibrary.org/obo/EUPATH_0011732,Diet,variable,,Human,characteristicQualifier,Source,,,,
http://purl.obolibrary.org/obo/EUPATH_0000493,Family ID,MALED_diarrhea.txt::family id,MALED_diarrhea.txt,,,http://purl.obolibrary.org/obo/PCO_0000024,Household,variable,,Human,characteristicQualifier,Source,,,,
http://purl.obolibrary.org/obo/ENVO_01000739,Habitat,MALED_diarrhea.txt::env_feature,MALED_diarrhea.txt,,,http://purl.obolibrary.org/obo/EUPATH_0000587,Environment information,variable,ENVO_00002297,Human,characteristicQualifier,Source,,,,
http://purl.obolibrary.org/obo/UBERON_0000466,Host body habitat,MALED_diarrhea.txt::body_habitat,MALED_diarrhea.txt,original body habitat where the sample was obtained from,,http://purl.obolibrary.org/obo/EUPATH_0000096,Participant,variable,,Human,characteristicQualifier,Sample,,,,
http://purl.obolibrary.org/obo/UBERON_0000463,Host body product,MALED_diarrhea.txt::body_product,MALED_diarrhea.txt,"substance produced by the body, e.g. stool, mucus, where the sample was obtained from. For Foundational Model of Anatomy Ontology (FMA) (v 3.1) terms, please see http://purl.bioontology.org/ontology/FMA",,http://purl.obolibrary.org/obo/EUPATH_0000096,Participant,variable,,Human,characteristicQualifier,Sample,,,,
http://purl.obolibrary.org/obo/UBERON_0000061,Host body site,MALED_diarrhea.txt::body_site,MALED_diarrhea.txt,name of body site where the sample was obtained from,,http://purl.obolibrary.org/obo/EUPATH_0000096,Participant,variable,,Human,characteristicQualifier,Sample,,,,
http://purl.obolibrary.org/obo/EUPATH_0009220,LAZ 1 month after sampling,MALED_diarrhea.txt::laz 1 month after sampling,MALED_diarrhea.txt,Length-to-height Z-score 1 month after sampling,,http://purl.obolibrary.org/obo/EUPATH_0000649,Anthropometry,variable,EuPathDB_0009036,Human,characteristicQualifier,Source,,,,
http://purl.obolibrary.org/obo/EUPATH_0009221,LAZ 3 months after sampling,MALED_diarrhea.txt::laz 3 months after sampling,MALED_diarrhea.txt,Length-to-height Z-score 3 months after sampling,,http://purl.obolibrary.org/obo/EUPATH_0000649,Anthropometry,variable,EuPathDB_0009037,Human,characteristicQualifier,Source,,,,
http://purl.obolibrary.org/obo/EUPATH_0009222,LAZ at enrollment,MALED_diarrhea.txt::laz at enrollment,MALED_diarrhea.txt,Length-to-height Z-score at enrollment,,http://purl.obolibrary.org/obo/EUPATH_0000649,Anthropometry,variable,EuPathDB_0009038,Human,characteristicQualifier,Source,,,,
http://purl.obolibrary.org/obo/EUPATH_0009223,LAZ at sampling,MALED_diarrhea.txt::laz at sampling,MALED_diarrhea.txt,Length-to-height Z-score at sampling,,http://purl.obolibrary.org/obo/EUPATH_0000649,Anthropometry,variable,EuPathDB_0009039,Human,characteristicQualifier,Source,,,,
http://purl.obolibrary.org/obo/EUPATH_0009224,Mean daily feeds at breast,MALED_diarrhea.txt::mean daily feeds at breast,MALED_diarrhea.txt,Mean daily feeds at breast in the observation window,,http://purl.obolibrary.org/obo/EUPATH_0011730,Breastfeeding,variable,EuPathDB_0009040,Human,characteristicQualifier,Source,,,,
http://purl.obolibrary.org/obo/EUPATH_0009225,Mean duration of Campylobacter-neg diarrheal episodes,MALED_diarrhea.txt::mean duration of campylobacter-negative diarrheal episodes in days,MALED_diarrhea.txt,"mean duration of campylobacter-negative diarrheal episodes in the observation window, in days",,http://purl.obolibrary.org/obo/EUPATH_0010016,Diarrheal episodes,variable,EuPathDB_0009041,Human,characteristicQualifier,Source,days,http://purl.obolibrary.org/obo/UO_0000033,,
http://purl.obolibrary.org/obo/EUPATH_0009226,Mean duration of Campylobacter-pos diarrheal episodes,MALED_diarrhea.txt::mean duration of campylobacter-positive diarrheal episodes in days,MALED_diarrhea.txt,"mean duration of campylobacter-positive diarrheal episodes in the observation window, in days",,http://purl.obolibrary.org/obo/EUPATH_0010016,Diarrheal episodes,variable,EuPathDB_0009042,Human,characteristicQualifier,Source,days,http://purl.obolibrary.org/obo/UO_0000033,,
http://purl.obolibrary.org/obo/EUPATH_0009227,Mean duration of diarrheal episodes,MALED_diarrhea.txt::mean duration of diarrheal episodes in days,MALED_diarrhea.txt,"mean duration of diarrheal episodes in the observation window, in days",,http://purl.obolibrary.org/obo/EUPATH_0010016,Diarrheal episodes,variable,EuPathDB_0009043,Human,characteristicQualifier,Source,days,http://purl.obolibrary.org/obo/UO_0000033,,
http://purl.obolibrary.org/obo/EUPATH_0009228,Mean severity of Campylobacter-neg diarrheal episodes,MALED_diarrhea.txt::mean severity of campylobacter-negative diarrheal episodes,MALED_diarrhea.txt,"mean severity of campylobacter-negative diarrheal episodes in the observation window, assessed using a community diarrheal assessment score",,http://purl.obolibrary.org/obo/EUPATH_0010016,Diarrheal episodes,variable,EuPathDB_0009044,Human,characteristicQualifier,Source,,,,
http://purl.obolibrary.org/obo/EUPATH_0009229,Mean severity of Campylobacter-pos diarrheal episodes,MALED_diarrhea.txt::mean severity of campylobacter-positive diarrheal episodes,MALED_diarrhea.txt,"mean severity of campylobacter-positive diarrheal episodes in the observation window, assessed using a community diarrheal assessment score",,http://purl.obolibrary.org/obo/EUPATH_0010016,Diarrheal episodes,variable,EuPathDB_0009045,Human,characteristicQualifier,Source,,,,
http://purl.obolibrary.org/obo/EUPATH_0009230,Mean severity of diarrheal episodes,MALED_diarrhea.txt::mean severity of diarrheal episodes,MALED_diarrhea.txt,"mean severity of diarrheal episodes in the observation window, assessed using a community diarrheal assessment score",,http://purl.obolibrary.org/obo/EUPATH_0010016,Diarrheal episodes,variable,EuPathDB_0009046,Human,characteristicQualifier,Source,,,,
http://purl.obolibrary.org/obo/EUPATH_0009231,Number of Campylobacter-neg diarrheal episodes,MALED_diarrhea.txt::number of campylobacter-negative diarrheal episodes,MALED_diarrhea.txt,number of campylobacter-negative diarrheal episodes in the observation window,,http://purl.obolibrary.org/obo/EUPATH_0010016,Diarrheal episodes,variable,EuPathDB_0009047,Human,characteristicQualifier,Source,,,,
http://purl.obolibrary.org/obo/EUPATH_0009232,Number of Campylobacter-pos diarrheal episodes,MALED_diarrhea.txt::number of campylobacter-positive diarrheal episodes,MALED_diarrhea.txt,number of campylobacter-positive diarrheal episodes in the observation window,,http://purl.obolibrary.org/obo/EUPATH_0010016,Diarrheal episodes,variable,EuPathDB_0009048,Human,characteristicQualifier,Source,,,,
http://purl.obolibrary.org/obo/EUPATH_0009233,Number of diarrheal episodes,MALED_diarrhea.txt::number of diarrheal episodes,MALED_diarrhea.txt,number of diarrheal episodes in the observation window,,http://purl.obolibrary.org/obo/EUPATH_0010016,Diarrheal episodes,variable,EuPathDB_0009049,Human,characteristicQualifier,Source,,,,
http://purl.obolibrary.org/obo/EUPATH_0000138,Observation period,MALED_diarrhea.txt::observation period,MALED_diarrhea.txt,,,http://purl.obolibrary.org/obo/EUPATH_0010035,Administration information,variable,,Human,characteristicQualifier,Source,,,,
http://purl.obolibrary.org/obo/EUPATH_0009234,Pathogens per month,MALED_diarrhea.txt::pathogens per month,MALED_diarrhea.txt,mean number of enteropathogens detected per surveillance stool in the observation window,,http://purl.obolibrary.org/obo/EUPATH_0010016,Diarrheal episodes,variable,EuPathDB_0009050,Human,characteristicQualifier,Source,,,,
http://purl.obolibrary.org/obo/EUPATH_0009240,Pathogens per month excluding Campylobacter,MALED_diarrhea.txt::pathogens per month excluding campylobacter,MALED_diarrhea.txt,"mean number of enteropathogens detected per surveillance stool in the observation window, excluding Campylobacter",,http://purl.obolibrary.org/obo/EUPATH_0010016,Diarrheal episodes,variable,EuPathDB_0009056,Human,characteristicQualifier,Source,,,,
http://purl.obolibrary.org/obo/EUPATH_0009235,Percentage of diarrheal samples for Campylobacter-pos,MALED_diarrhea.txt::percentage of diarrheal samples positive for campylobacter,MALED_diarrhea.txt,percentage of diarrheal samples in the observation window that were tested positive for Campylobacter,,http://purl.obolibrary.org/obo/EUPATH_0010016,Diarrheal episodes,variable,EuPathDB_0009051,Human,characteristicQualifier,Source,,,,
http://purl.obolibrary.org/obo/EUPATH_0009236,Percentage of surveillance samples for pathogens-pos excluding Campylobacter,MALED_diarrhea.txt::percentage of surveillance samples positive for pathogens excluding campylobacter,MALED_diarrhea.txt,"percentage of surveillance samples in the observation window that were tested positive for pathogens, excluding Campylobacter",,http://purl.obolibrary.org/obo/EUPATH_0010016,Diarrheal episodes,variable,EuPathDB_0009052,Human,characteristicQualifier,Source,,,,
