Term Ontology ID	Display Label	Term Parent Ontology ID	Term Parent display Label	Data Dictionary Label (en)	Column Name (en)	Term Type	Data Dictionary ID	PRISM Preferred Label (en)	Prism Description	
http://purl.obolibrary.org/obo/DOID_1176	Bronchospasm	http://purl.obolibrary.org/obo/EUPATH_0000317	Other diagnosis	Bronchospasm		value	PRISM_1000137			
http://purl.bioontology.org/ontology/SNOMEDCT/125666000	Burns	http://purl.obolibrary.org/obo/EUPATH_0000317	Other diagnosis	Burns		value	PRISM_1000138			
http://purl.obolibrary.org/obo/DOID_162	Cancer - non HIV-related	http://purl.obolibrary.org/obo/EUPATH_0000317	Other diagnosis	Cancer - non HIV-related		value	PRISM_1000139			
http://purl.obolibrary.org/obo/DOID_1508	Candidiasis	http://purl.obolibrary.org/obo/EUPATH_0000317	Other diagnosis	Candiasis - oral		value	PRISM_1000140			
http://purl.obolibrary.org/obo/DOID_1508	Candidiasis	http://purl.obolibrary.org/obo/EUPATH_0000317	Other diagnosis	Candidiasis - esophageal		value	PRISM_1000140			
http://purl.obolibrary.org/obo/DOID_1508	Candidiasis	http://purl.obolibrary.org/obo/EUPATH_0000317	Other diagnosis	Candidiasis - perianal		value	PRISM_1000140			
http://purl.obolibrary.org/obo/DOID_1508	Candidiasis	http://purl.obolibrary.org/obo/EUPATH_0000317	Other diagnosis	Candidiasis - respiratory tract		value	PRISM_1000140			
http://purl.obolibrary.org/obo/DOID_1508	Candidiasis	http://purl.obolibrary.org/obo/EUPATH_0000317	Other diagnosis	Candidiasis - vaginal		value	PRISM_1000140			
http://purl.obolibrary.org/obo/DOID_2176	Carbuncle/furuncle	http://purl.obolibrary.org/obo/EUPATH_0000317	Other diagnosis	Carbuncle/furuncle		value	PRISM_1000145			
http://purl.obolibrary.org/obo/DOID_0060319	Cardio-respiratory arrest	http://purl.obolibrary.org/obo/EUPATH_0000317	Other diagnosis	Cardio-respiratory arrest		value	PRISM_1000146			
http://purl.obolibrary.org/obo/DOID_0050700	Cardiomyopathy	http://purl.obolibrary.org/obo/EUPATH_0000317	Other diagnosis	Cardiomyopathy		value	PRISM_1000147			
http://purl.obolibrary.org/obo/DOID_83	Cataract	http://purl.obolibrary.org/obo/EUPATH_0000317	Other diagnosis	Cataract		value	PRISM_1000148			
http://purl.obolibrary.org/obo/DOID_3488	Cellulitis	http://purl.obolibrary.org/obo/EUPATH_0000317	Other diagnosis	Cellulitis		value	PRISM_1000149			
http://purl.obolibrary.org/obo/DOID_3488	Cellulitis	http://purl.obolibrary.org/obo/EUPATH_0000317	Other diagnosis	Cellulitis - orbital		value	PRISM_1000149			
http://purl.obolibrary.org/obo/DOID_0050753	Cerebellar dysfunction/Ataxia	http://purl.obolibrary.org/obo/EUPATH_0000317	Other diagnosis	Cerebellar dysfunction/Ataxia		value	PRISM_1000151			
http://purl.obolibrary.org/obo/DOID_1969	Cerebral Palsy	http://purl.obolibrary.org/obo/EUPATH_0000317	Other diagnosis	Cerebral Palsy		value	PRISM_1000152			
http://purl.obolibrary.org/obo/DOID_12140	Chagas disease	http://purl.obolibrary.org/obo/EUPATH_0000317	Other diagnosis	Chagas disease		value	PRISM_1000153			
http://purl.obolibrary.org/obo/DOID_8659	Chicken pox	http://purl.obolibrary.org/obo/EUPATH_0000317	Other diagnosis	Chicken pox		value	PRISM_1000154			
http://purl.obolibrary.org/obo/DOID_1003	Chlamydia	http://purl.obolibrary.org/obo/EUPATH_0000317	Other diagnosis	Chlamydia		value	PRISM_1000155			
http://purl.obolibrary.org/obo/DOID_1949	Cholecystitis	http://purl.obolibrary.org/obo/EUPATH_0000317	Other diagnosis	Cholecystitis		value	PRISM_1000156			
http://purl.obolibrary.org/obo/DOID_10211	Cholelithiasis	http://purl.obolibrary.org/obo/EUPATH_0000317	Other diagnosis	Cholelithiasis		value	PRISM_1000157			
http://purl.obolibrary.org/obo/DOID_1498	Cholera	http://purl.obolibrary.org/obo/EUPATH_0000317	Other diagnosis	Cholera		value	PRISM_1000158			
http://purl.obolibrary.org/obo/DOID_0050697	Chorioamnionitis	http://purl.obolibrary.org/obo/EUPATH_0000317	Other diagnosis	Chorioamnionitis		value	PRISM_1000159			
http://purl.obolibrary.org/obo/DOID_10763	Chronic Hypertension	http://purl.obolibrary.org/obo/EUPATH_0000317	Other diagnosis	Chronic Hypertension		value	PRISM_1000160			
http://purl.obolibrary.org/obo/DOID_13450	Coccidiomycosis	http://purl.obolibrary.org/obo/EUPATH_0000317	Other diagnosis	Coccidiomycosis		value	PRISM_1000161			
http://purl.obolibrary.org/obo/DOID_0060180	Colitis	http://purl.obolibrary.org/obo/EUPATH_0000317	Other diagnosis	Colitis		value	PRISM_1000162			
http://purl.obolibrary.org/obo/DOID_10459	Common cold / flu	http://purl.obolibrary.org/obo/EUPATH_0000317	Other diagnosis	Common cold / flu		value	PRISM_1000163			
http://purl.bioontology.org/ontology/MEDDRA/10018159	Congenital malformation Ambiguous genitalia	http://purl.obolibrary.org/obo/EUPATH_0000317	Other diagnosis	Congenital malformation Ambiguous genitalia		value	PRISM_1000164			
http://purl.obolibrary.org/obo/DOID_14250	Down syndrome	http://purl.obolibrary.org/obo/EUPATH_0000317	Other diagnosis	"Congenital malformation,  Down syndrome (Trisomy 21)"		value	PRISM_1000165			
http://purl.obolibrary.org/obo/DOID_0050567	Cleft lip/cleft palate	http://purl.obolibrary.org/obo/EUPATH_0000317	Other diagnosis	"Congenital malformation, Cleft lip/cleft palate"		value	PRISM_1000166			
http://purl.obolibrary.org/obo/DOID_11836	Clubfoot	http://purl.obolibrary.org/obo/EUPATH_0000317	Other diagnosis	"Congenital malformation, Clubfoot"		value	PRISM_1000167			
http://purl.obolibrary.org/obo/DOID_1682	Congenital heart disease	http://purl.obolibrary.org/obo/EUPATH_0000317	Other diagnosis	"Congenital malformation, Congenital heart disease"		value	PRISM_1000168			
http://purl.obolibrary.org/obo/DOID_3827	congenital diaphragmatic hernia	http://purl.obolibrary.org/obo/EUPATH_0000317	Other diagnosis	"Congenital malformation, Diaphragmatic Hernia"		value	PRISM_1000169			
http://purl.obolibrary.org/obo/DOID_10485	Esophageal Atresia	http://purl.obolibrary.org/obo/EUPATH_0000317	Other diagnosis	"Congenital malformation, Esophageal Atresia"		value	PRISM_1000170			
http://purl.obolibrary.org/obo/DOID_11044	Gastroschisis	http://purl.obolibrary.org/obo/EUPATH_0000317	Other diagnosis	"Congenital malformation, Gastroschisis"		value	PRISM_1000171			
http://purl.obolibrary.org/obo/DOID_10892	Hypospadias	http://purl.obolibrary.org/obo/EUPATH_0000317	Other diagnosis	"Congenital malformation, hypospadias"		value	PRISM_1000172			
http://purl.obolibrary.org/obo/DOID_0060326	Myelomeningocele	http://purl.obolibrary.org/obo/EUPATH_0000317	Other diagnosis	"Congenital malformation, Myelomeningocele"		value	PRISM_1000173			
http://purl.obolibrary.org/obo/DOID_0060327	Omphalocele	http://purl.obolibrary.org/obo/EUPATH_0000317	Other diagnosis	"Congenital malformation, Omphalocele"		value	PRISM_1000174			
http://purl.obolibrary.org/obo/DOID_2712	Phimosis/Paraphimosis	http://purl.obolibrary.org/obo/EUPATH_0000317	Other diagnosis	"Congenital malformation, Phimosis/Paraphimosis"		value	PRISM_1000175			
http://purl.obolibrary.org/obo/DOID_12639	Pyloric stenosis	http://purl.obolibrary.org/obo/EUPATH_0000317	Other diagnosis	"Congenital malformation, Pyloric stenosis"		value	PRISM_1000176			
http://purl.obolibrary.org/obo/DOID_3491	Turner syndrome	http://purl.obolibrary.org/obo/EUPATH_0000317	Other diagnosis	"Congenital malformation, Turner syndrome"		value	PRISM_1000177			
http://purl.obolibrary.org/obo/DOID_6000	Congestive cardiac failure	http://purl.obolibrary.org/obo/EUPATH_0000317	Other diagnosis	Congestive cardiac failure		value	PRISM_1000178			
http://purl.obolibrary.org/obo/DOID_6195	Conjunctivitis	http://purl.obolibrary.org/obo/EUPATH_0000317	Other diagnosis	Conjunctivitis		value	PRISM_1000179			
http://purl.obolibrary.org/obo/DOID_2089	Constipation	http://purl.obolibrary.org/obo/EUPATH_0000317	Other diagnosis	Constipation		value	PRISM_1000180			
http://purl.obolibrary.org/obo/SYMP_0000596	Convulsion / seizure	http://purl.obolibrary.org/obo/EUPATH_0000317	Other diagnosis	Convulsion / seizure		value	PRISM_1000181			
http://purl.obolibrary.org/obo/DOID_8463	Corneal ulcer	http://purl.obolibrary.org/obo/EUPATH_0000317	Other diagnosis	Corneal ulcer		value	PRISM_1000182			
http://purl.obolibrary.org/obo/DOID_3393	Coronary artery disease (not myocardial infarction)	http://purl.obolibrary.org/obo/EUPATH_0000317	Other diagnosis	Coronary artery disease (not myocardial infarction)		value	PRISM_1000183			
http://purl.obolibrary.org/obo/DOID_5656	Cranial nerve disorders	http://purl.obolibrary.org/obo/EUPATH_0000317	Other diagnosis	Cranial nerve disorders		value	PRISM_1000184			
http://purl.obolibrary.org/obo/DOID_12053	Cryptococcal infection	http://purl.obolibrary.org/obo/EUPATH_0000317	Other diagnosis	Cryptococcal infection		value	PRISM_1000185			
http://purl.obolibrary.org/obo/DOID_1733	Cryptosporidiosis	http://purl.obolibrary.org/obo/EUPATH_0000317	Other diagnosis	Cryptosporidiosis		value	PRISM_1000186			
http://purl.obolibrary.org/obo/DOID_11259	Cytomegalovirus infection	http://purl.obolibrary.org/obo/EUPATH_0000317	Other diagnosis	Cytomegalovirus infection		value	PRISM_1000187			
http://purl.obolibrary.org/obo/HP_0002625	Deep vein thrombosis	http://purl.obolibrary.org/obo/EUPATH_0000317	Other diagnosis	Deep vein thrombosis		value	PRISM_1000188			
http://purl.obolibrary.org/obo/HP_0001944	Dehydration	http://purl.obolibrary.org/obo/EUPATH_0000317	Other diagnosis	Dehydration		value	PRISM_1000189			
http://purl.obolibrary.org/obo/DOID_0060324	Dental abscess	http://purl.obolibrary.org/obo/EUPATH_0000317	Other diagnosis	Dental abscess		value	PRISM_1000190			
http://purl.obolibrary.org/obo/DOID_216	Dental caries	http://purl.obolibrary.org/obo/EUPATH_0000317	Other diagnosis	Dental caries		value	PRISM_1000191			
http://purl.obolibrary.org/obo/DOID_1470	"Depression, non-postpartum"	http://purl.obolibrary.org/obo/EUPATH_0000317	Other diagnosis	"Depression, non-postpartum"		value	PRISM_1000192			
http://purl.obolibrary.org/obo/DOID_9478	"Depression, postpartum"	http://purl.obolibrary.org/obo/EUPATH_0000317	Other diagnosis	"Depression, postpartum"		value	PRISM_1000193			
http://purl.obolibrary.org/obo/DOID_2723	Dermatitis	http://purl.obolibrary.org/obo/EUPATH_0000317	Other diagnosis	Dermatitis - atopic		value	PRISM_1000194			
http://purl.obolibrary.org/obo/DOID_2723	Dermatitis	http://purl.obolibrary.org/obo/EUPATH_0000317	Other diagnosis	Dermatitis - papular pruiritic eruptions		value	PRISM_1000194			
http://purl.obolibrary.org/obo/DOID_2723	Dermatitis	http://purl.obolibrary.org/obo/EUPATH_0000317	Other diagnosis	Dermatitis - seborrhoeic		value	PRISM_1000194			
http://purl.obolibrary.org/obo/DOID_2723	Dermatitis	http://purl.obolibrary.org/obo/EUPATH_0000317	Other diagnosis	Dermatitis - unspecified		value	PRISM_1000194			
http://purl.obolibrary.org/obo/DOID_9351	Diabetes mellitus	http://purl.obolibrary.org/obo/EUPATH_0000317	Other diagnosis	Diabetes mellitus		value	PRISM_1000198			
http://purl.obolibrary.org/obo/DOID_13250	Diarrhea	http://purl.obolibrary.org/obo/EUPATH_0000317	Other diagnosis	Diarrhea - acute		value	PRISM_0100027			
http://purl.obolibrary.org/obo/DOID_13250	Diarrhea	http://purl.obolibrary.org/obo/EUPATH_0000317	Other diagnosis	Diarrhea - persistent (> 14 days)		value	PRISM_0100027			
http://purl.obolibrary.org/obo/DOID_0050486	Drug rash	http://purl.obolibrary.org/obo/EUPATH_0000317	Other diagnosis	Drug rash		value	PRISM_1000201			
http://purl.obolibrary.org/obo/DOID_12384	Dysentery	http://purl.obolibrary.org/obo/EUPATH_0000317	Other diagnosis	Dysentery		value	PRISM_1000202			
http://purl.obolibrary.org/obo/DOID_3146	Dyslipidemia	http://purl.obolibrary.org/obo/EUPATH_0000317	Other diagnosis	Dyslipidemia		value	PRISM_1000203			
http://purl.obolibrary.org/obo/DOID_2321	Dyspepsia / gastritis	http://purl.obolibrary.org/obo/EUPATH_0000317	Other diagnosis	Dyspepsia / gastritis		value	PRISM_1000204			
http://purl.obolibrary.org/obo/DOID_13593	Eclampsia	http://purl.obolibrary.org/obo/EUPATH_0000317	Other diagnosis	Eclampsia		value	PRISM_1000205			
http://purl.obolibrary.org/obo/DOID_0060329	Ectopic pregnancy	http://purl.obolibrary.org/obo/EUPATH_0000317	Other diagnosis	Ectopic pregnancy		value	PRISM_1000206			
http://purl.obolibrary.org/obo/DOID_2723	Eczema	http://purl.obolibrary.org/obo/EUPATH_0000317	Other diagnosis	Eczema		value	PRISM_1000207			
http://purl.bioontology.org/ontology/SNOMEDCT/105593004	Electrolyte imbalance	http://purl.obolibrary.org/obo/EUPATH_0000317	Other diagnosis	Electrolyte imbalance		value	PRISM_1000208			
http://purl.obolibrary.org/obo/DOID_3798	Empyema	http://purl.obolibrary.org/obo/EUPATH_0000317	Other diagnosis	Empyema		value	PRISM_1000209			
http://purl.obolibrary.org/obo/DOID_646	Encephalitis - viral	http://purl.obolibrary.org/obo/EUPATH_0000317	Other diagnosis	Encephalitis - viral		value	PRISM_1000210			
http://purl.obolibrary.org/obo/HP_0001298	Encephalopathy - HIV-related (no other explanation such as stroke or infection)	http://purl.obolibrary.org/obo/EUPATH_0000317	Other diagnosis	Encephalopathy - HIV-related (no other explanation such as stroke or infection)		value	PRISM_1000211			
http://purl.obolibrary.org/obo/DOID_936	Encephalopathy - unspecified	http://purl.obolibrary.org/obo/EUPATH_0000317	Other diagnosis	Encephalopathy - unspecified		value	PRISM_1000212			
http://purl.obolibrary.org/obo/DOID_9401	Epididymo-orchitis	http://purl.obolibrary.org/obo/EUPATH_0000317	Other diagnosis	Epididymo-orchitis		value	PRISM_1000213			
http://purl.obolibrary.org/obo/DOID_1826	Epilepsy	http://purl.obolibrary.org/obo/EUPATH_0000317	Other diagnosis	Epilepsy		value	PRISM_1000214			
http://purl.bioontology.org/ontology/SNOMEDCT/300927001	Episiotomy infection	http://purl.obolibrary.org/obo/EUPATH_0000317	Other diagnosis	Episiotomy infection		value	PRISM_1000215			
http://purl.obolibrary.org/obo/HP_0000421	Epistaxis	http://purl.obolibrary.org/obo/EUPATH_0000317	Other diagnosis	Epistaxis		value	PRISM_1000216			
http://purl.obolibrary.org/obo/DOID_0050185	Erythema Multiforme	http://purl.obolibrary.org/obo/EUPATH_0000317	Other diagnosis	Erythema Multiforme		value	PRISM_1000217			
http://purl.obolibrary.org/obo/DOID_11963	Esophagitis	http://purl.obolibrary.org/obo/EUPATH_0000317	Other diagnosis	Esophagitis		value	PRISM_1000218			
http://purl.bioontology.org/ontology/SNOMEDCT/7520000	Pyrexia of unknown origin	http://purl.obolibrary.org/obo/EUPATH_0000317	Other diagnosis	Fever of unknown origin  (FUO)		value	PRISM_1000219			
http://purl.bioontology.org/ontology/SNOMEDCT/7520000	Pyrexia of unknown origin	http://purl.obolibrary.org/obo/EUPATH_0000317	Other diagnosis	Fever Without Source (FWS)		value	PRISM_1000219			
http://purl.obolibrary.org/obo/HP_0001945	"Fever, Chronic HIV Associated"	http://purl.obolibrary.org/obo/EUPATH_0000317	Other diagnosis	"Fever, Chronic HIV Associated"		value	PRISM_1000221			
http://purl.obolibrary.org/obo/DOID_13223	Fibroid uterus	http://purl.obolibrary.org/obo/EUPATH_0000317	Other diagnosis	Fibroid uterus		value	PRISM_1000222			
http://purl.obolibrary.org/obo/HP_0001319	Floppy Infant syndrome	http://purl.obolibrary.org/obo/EUPATH_0000317	Other diagnosis	Floppy Infant syndrome		value	PRISM_1000223			
http://purl.obolibrary.org/obo/DOID_4409	Folliculitis	http://purl.obolibrary.org/obo/EUPATH_0000317	Other diagnosis	Folliculitis		value	PRISM_1000224			
http://purl.bioontology.org/ontology/SNOMEDCT/125670008	Foreign body	http://purl.obolibrary.org/obo/EUPATH_0000317	Other diagnosis	Foreign body		value	PRISM_1000225			
http://purl.bioontology.org/ontology/SNOMEDCT/19227008	Foreign body in eye	http://purl.obolibrary.org/obo/EUPATH_0000317	Other diagnosis	Foreign body in eye		value	PRISM_1000226			
http://purl.bioontology.org/ontology/SNOMEDCT/72704001	Fracture  (bone)	http://purl.obolibrary.org/obo/EUPATH_0000317	Other diagnosis	Fracture  (bone)		value	PRISM_1000227			
http://purl.bioontology.org/ontology/MEDDRA/10017076	fracture (bone)	http://purl.obolibrary.org/obo/EUPATH_0000317	Other diagnosis	fracture (bone)		value	PRISM_1000228			
http://purl.obolibrary.org/obo/DOID_13117	Fungal nail infection	http://purl.obolibrary.org/obo/EUPATH_0000317	Other diagnosis	Fungal nail infection		value	PRISM_1000229			
http://purl.obolibrary.org/obo/DOID_0050134	Fungal skin infection	http://purl.obolibrary.org/obo/EUPATH_0000317	Other diagnosis	Fungal skin infection		value	PRISM_1000230			
http://purl.obolibrary.org/obo/DOID_13628	G6PD deficiency	http://purl.obolibrary.org/obo/EUPATH_0000317	Other diagnosis	G6PD deficiency		value	PRISM_1000231			
http://purl.obolibrary.org/obo/DOID_2326	Gastroenteritis	http://purl.obolibrary.org/obo/EUPATH_0000317	Other diagnosis	Gastroenteritis		value	PRISM_1000232			
http://purl.obolibrary.org/obo/DOID_8534	Gastroesophageal reflux	http://purl.obolibrary.org/obo/EUPATH_0000317	Other diagnosis	Gastroesophageal reflux		value	PRISM_1000233			
http://purl.obolibrary.org/obo/HP_0003249	"Genital Ulcer, unspecified"	http://purl.obolibrary.org/obo/EUPATH_0000317	Other diagnosis	"Genital Ulcer, unspecified"		value	PRISM_1000234			
http://purl.obolibrary.org/obo/DOID_11168	Genital Wart (Condyloma acuminata)	http://purl.obolibrary.org/obo/EUPATH_0000317	Other diagnosis	Genital Wart (Condyloma acuminata)		value	PRISM_1000235			
http://purl.obolibrary.org/obo/HP_0002970	Genu varum / valgus	http://purl.obolibrary.org/obo/EUPATH_0000317	Other diagnosis	Genu varum / valgus		value	PRISM_1000236			
http://purl.obolibrary.org/obo/DOID_11714	Gestational diabetes	http://purl.obolibrary.org/obo/EUPATH_0000317	Other diagnosis	Gestational diabetes		value	PRISM_1000237			
http://purl.bioontology.org/ontology/MEDDRA/10070538	Gestational Hypertension	http://purl.obolibrary.org/obo/EUPATH_0000317	Other diagnosis	Gestational Hypertension		value	PRISM_1000238			
http://purl.obolibrary.org/obo/DOID_10718	Giardiasis	http://purl.obolibrary.org/obo/EUPATH_0000317	Other diagnosis	Giardiasis		value	PRISM_1000239			
http://purl.obolibrary.org/obo/DOID_3087	Gingivitis	http://purl.obolibrary.org/obo/EUPATH_0000317	Other diagnosis	Gingivitis - acute necrotizing ulcerative		value	PRISM_1000240			
http://purl.obolibrary.org/obo/DOID_3087	Gingivitis	http://purl.obolibrary.org/obo/EUPATH_0000317	Other diagnosis	Gingivitis - LGE (Linear Gingival Erythema)		value	PRISM_1000240			
http://purl.obolibrary.org/obo/DOID_3087	Gingivitis	http://purl.obolibrary.org/obo/EUPATH_0000317	Other diagnosis	Gingivitis - unspecified		value	PRISM_1000240			
http://purl.obolibrary.org/obo/DOID_2921	Glomerulonephritis	http://purl.obolibrary.org/obo/EUPATH_0000317	Other diagnosis	Glomerulonephritis		value	PRISM_1000243			
http://purl.obolibrary.org/obo/DOID_1456	Glossitis	http://purl.obolibrary.org/obo/EUPATH_0000317	Other diagnosis	Glossitis		value	PRISM_1000244			
http://purl.obolibrary.org/obo/DOID_12176	Goitre	http://purl.obolibrary.org/obo/EUPATH_0000317	Other diagnosis	Goitre		value	PRISM_1000245			
http://purl.obolibrary.org/obo/DOID_7551	Gonorrhea	http://purl.obolibrary.org/obo/EUPATH_0000317	Other diagnosis	Gonorrhea		value	PRISM_1000246			
http://purl.obolibrary.org/obo/HP_0100812	Halitosis	http://purl.obolibrary.org/obo/EUPATH_0000317	Other diagnosis	Halitosis		value	PRISM_1000247			
http://purl.obolibrary.org/obo/DOID_6364	Headache - migraine	http://purl.obolibrary.org/obo/EUPATH_0000317	Other diagnosis	Headache - migraine		value	PRISM_1000248			
http://purl.obolibrary.org/obo/HP_0002315	Headache - unspecified	http://purl.obolibrary.org/obo/EUPATH_0000317	Other diagnosis	Headache - unspecified		value	PRISM_1000249			
http://purl.obolibrary.org/obo/DOID_10003	Hearing loss / deficit	http://purl.obolibrary.org/obo/EUPATH_0000317	Other diagnosis	Hearing loss / deficit		value	PRISM_1000250			
http://purl.obolibrary.org/obo/DOID_13133	HELLP syndrome	http://purl.obolibrary.org/obo/EUPATH_0000317	Other diagnosis	HELLP syndrome		value	PRISM_1000251			
http://purl.obolibrary.org/obo/DOID_883	Helminth infection	http://purl.obolibrary.org/obo/EUPATH_0000317	Other diagnosis	Helminth infection		value	PRISM_1000252			
http://purl.obolibrary.org/obo/DOID_582	Hemoglobinuria	http://purl.obolibrary.org/obo/EUPATH_0000317	Other diagnosis	Hemoglobinuria		value	PRISM_1000253			
http://purl.obolibrary.org/obo/SYMP_0000041	Hemorrhage	http://purl.obolibrary.org/obo/EUPATH_0000317	Other diagnosis	Hemorrhage		value	PRISM_1000254			
http://purl.obolibrary.org/obo/DOID_9746	Hemorrhoids	http://purl.obolibrary.org/obo/EUPATH_0000317	Other diagnosis	Hemorrhoids		value	PRISM_1000255			
http://purl.obolibrary.org/obo/DOID_2237	Hepatitis	http://purl.obolibrary.org/obo/EUPATH_0000317	Other diagnosis	Hepatitis		value	PRISM_1000256			
http://purl.obolibrary.org/obo/HP_0002240	Hepatomegaly	http://purl.obolibrary.org/obo/EUPATH_0000317	Other diagnosis	Hepatomegaly		value	PRISM_1000257			
http://purl.obolibrary.org/obo/HP_0001433	Hepatosplenomegaly	http://purl.obolibrary.org/obo/EUPATH_0000317	Other diagnosis	Hepatosplenomegaly		value	PRISM_1000258			
http://purl.obolibrary.org/obo/DOID_0060320	Hernia - inguinal	http://purl.obolibrary.org/obo/EUPATH_0000317	Other diagnosis	Hernia - inguinal		value	PRISM_1000259			
http://purl.obolibrary.org/obo/HP_0100790	"Hernia - others (femoral, hiatal)"	http://purl.obolibrary.org/obo/EUPATH_0000317	Other diagnosis	"Hernia - others (femoral, hiatal)"		value	PRISM_1000260			
http://purl.obolibrary.org/obo/DOID_0060321	Hernia - umbilical	http://purl.obolibrary.org/obo/EUPATH_0000317	Other diagnosis	Hernia - umbilical		value	PRISM_1000261			
http://purl.obolibrary.org/obo/DOID_8566	Herpes Simplex	http://purl.obolibrary.org/obo/EUPATH_0000317	Other diagnosis	Herpes Simplex - cutaneous		value	PRISM_1000262			
http://purl.obolibrary.org/obo/DOID_8566	Herpes Simplex	http://purl.obolibrary.org/obo/EUPATH_0000317	Other diagnosis	Herpes Simplex - genital		value	PRISM_1000262			
http://purl.obolibrary.org/obo/DOID_8566	Herpes Simplex	http://purl.obolibrary.org/obo/EUPATH_0000317	Other diagnosis	Herpes Simplex - orolabial		value	PRISM_1000262			
http://purl.obolibrary.org/obo/DOID_8536	Herpes Zoster	http://purl.obolibrary.org/obo/EUPATH_0000317	Other diagnosis	Herpes Zoster		value	PRISM_1000265			
http://purl.obolibrary.org/obo/DOID_1731	Histoplasmosis	http://purl.obolibrary.org/obo/EUPATH_0000317	Other diagnosis	Histoplasmosis		value	PRISM_1000266			
http://purl.obolibrary.org/obo/DOID_9912	Hydrocele	http://purl.obolibrary.org/obo/EUPATH_0000317	Other diagnosis	Hydrocele		value	PRISM_1000267			
http://purl.obolibrary.org/obo/DOID_10908	Hydrocephalus	http://purl.obolibrary.org/obo/EUPATH_0000317	Other diagnosis	Hydrocephalus		value	PRISM_1000268			
http://purl.obolibrary.org/obo/DOID_10763	Hypertension	http://purl.obolibrary.org/obo/EUPATH_0000317	Other diagnosis	Hypertension		value	PRISM_1000269			
http://purl.obolibrary.org/obo/DOID_9993	Hypoglycaemia	http://purl.obolibrary.org/obo/EUPATH_0000317	Other diagnosis	Hypoglycaemia		value	PRISM_1000270			
http://purl.obolibrary.org/obo/HP_0002045	Hypothermia	http://purl.obolibrary.org/obo/EUPATH_0000317	Other diagnosis	Hypothermia		value	PRISM_1000271			
http://purl.obolibrary.org/obo/HP_0001290	Hypotonia	http://purl.obolibrary.org/obo/EUPATH_0000317	Other diagnosis	Hypotonia		value	PRISM_1000272			
http://purl.bioontology.org/ontology/SNOMEDCT/18070006	Impacted cerumen	http://purl.obolibrary.org/obo/EUPATH_0000317	Other diagnosis	Impacted cerumen		value	PRISM_1000273			
http://purl.obolibrary.org/obo/DOID_8504	Impetigo	http://purl.obolibrary.org/obo/EUPATH_0000317	Other diagnosis	Impetigo		value	PRISM_1000274			
http://purl.bioontology.org/ontology/MEDDRA/10021634	Incomplete abortion	http://purl.obolibrary.org/obo/EUPATH_0000317	Other diagnosis	Incomplete abortion		value	PRISM_1000275			
http://purl.bioontology.org/ontology/MEDDRA/10021732	Infant Colic	http://purl.obolibrary.org/obo/EUPATH_0000317	Other diagnosis	Infant Colic		value	PRISM_1000276			
http://purl.obolibrary.org/obo/DOID_0060000	Infective Endocarditis	http://purl.obolibrary.org/obo/EUPATH_0000317	Other diagnosis	Infective Endocarditis		value	PRISM_1000277			
http://purl.bioontology.org/ontology/SNOMEDCT/24734008	Insect bite	http://purl.obolibrary.org/obo/EUPATH_0000317	Other diagnosis	Insect bite		value	PRISM_1000278			
http://purl.obolibrary.org/obo/DOID_8437	Intestinal obstruction	http://purl.obolibrary.org/obo/EUPATH_0000317	Other diagnosis	Intestinal obstruction		value	PRISM_1000279			
http://purl.bioontology.org/ontology/SNOMEDCT/7000009	Intrauterine fetal demise	http://purl.obolibrary.org/obo/EUPATH_0000317	Other diagnosis	Intrauterine fetal demise		value	PRISM_1000280			
http://purl.obolibrary.org/obo/DOID_8446	Intussusception	http://purl.obolibrary.org/obo/EUPATH_0000317	Other diagnosis	Intussusception		value	PRISM_1000281			
http://purl.obolibrary.org/obo/DOID_305	Invasive cervical carcinoma	http://purl.obolibrary.org/obo/EUPATH_0000317	Other diagnosis	Invasive cervical carcinoma		value	PRISM_1000282			
http://purl.obolibrary.org/obo/DOID_2112	Isosporiasis	http://purl.obolibrary.org/obo/EUPATH_0000317	Other diagnosis	Isosporiasis		value	PRISM_1000283			
http://purl.obolibrary.org/obo/DOID_2383	"Jaundice, neonatal"	http://purl.obolibrary.org/obo/EUPATH_0000317	Other diagnosis	"Jaundice, neonatal"		value	PRISM_1000284			
http://purl.bioontology.org/ontology/SNOMEDCT/32220002	Jiggers	http://purl.obolibrary.org/obo/EUPATH_0000317	Other diagnosis	Jiggers		value	PRISM_1000285			
http://purl.obolibrary.org/obo/DOID_8632	Kaposi's Sarcoma	http://purl.obolibrary.org/obo/EUPATH_0000317	Other diagnosis	Kaposi's Sarcoma		value	PRISM_1000286			
http://purl.obolibrary.org/obo/DOID_9368	Keratoconjunctivitis	http://purl.obolibrary.org/obo/EUPATH_0000317	Other diagnosis	Keratoconjunctivitis		value	PRISM_1000287			
http://purl.obolibrary.org/obo/DOID_3390	Keratoderma Plantaris/Palmaris	http://purl.obolibrary.org/obo/EUPATH_0000317	Other diagnosis	Keratoderma Plantaris/Palmaris		value	PRISM_1000288			
http://purl.obolibrary.org/obo/DOID_13579	Kwashiorkor	http://purl.obolibrary.org/obo/EUPATH_0000317	Other diagnosis	Kwashiorkor		value	PRISM_1000289			
http://purl.bioontology.org/ontology/SNOMEDCT/289909005	Labor	http://purl.obolibrary.org/obo/EUPATH_0000317	Other diagnosis	Labor		value	PRISM_1000290			
