Full Name	Term IRI	Parent	Parent IRI	ID	Comment name (GeneBank)	definition	Synonym	Package	type	Term type
soil_taxonomic/local classification	http://purl.obolibrary.org/obo/MICRO_0000241	soil	http://purl.obolibrary.org/obo/MICRO_0000014	MiXS_local_class	local_class	soil classification based on local soil classification system		environmental package	soil	variable
soil_taxonomic/local classification method	http://purl.obolibrary.org/obo/MICRO_0000242	soil	http://purl.obolibrary.org/obo/MICRO_0000014	MiXS_local_class_meth	local_class_meth	reference or method used in determining the local soil classification 		environmental package	soil	variable
microbial biomass	http://purl.obolibrary.org/obo/MICRO_0000252	soil	http://purl.obolibrary.org/obo/MICRO_0000014	MiXS_microbial_biomass	microbial_biomass	the part of the organic matter in the soil that constitutes living microorganisms smaller than 5-10 micrometer. If you keep this, you would need to have correction factors used for conversion to the final units		environmental package	soil	variable
microbial biomass method	http://purl.obolibrary.org/obo/MICRO_0000253	soil	http://purl.obolibrary.org/obo/MICRO_0000014	MiXS_microbial_biomass_meth	microbial_biomass_meth	reference or method used in determining microbial biomass		environmental package	soil	variable
pH method	http://purl.obolibrary.org/obo/MICRO_0000280	soil	http://purl.obolibrary.org/obo/MICRO_0000014	MiXS_ph_meth	ph_meth	reference or method used in determining pH		environmental package	soil	variable
pooling of DNA extracts (if done)	http://purl.obolibrary.org/obo/MICRO_0000289	soil	http://purl.obolibrary.org/obo/MICRO_0000014	MiXS_pool_dna_extracts	pool_dna_extracts	were multiple DNA extractions mixed? how many?		environmental package	soil	variable
history/previous land use	http://purl.obolibrary.org/obo/MICRO_0000295	soil	http://purl.obolibrary.org/obo/MICRO_0000014	MiXS_previous_land_use	previous_land_use	previous land use and dates		environmental package	soil	variable
history/previous land use method	http://purl.obolibrary.org/obo/MICRO_0000296	soil	http://purl.obolibrary.org/obo/MICRO_0000014	MiXS_previous_land_use_meth	previous_land_use_meth	reference or method used in determining previous land use and dates		environmental package	soil	variable
profile position	http://purl.obolibrary.org/obo/MICRO_0000299	soil	http://purl.obolibrary.org/obo/MICRO_0000014	MiXS_profile_position	profile_position	cross-sectional position in the hillslope where sample was collected.sample area position in relation to surrounding areas		environmental package	soil	variable
extreme_unusual_properties/salinity method	http://purl.obolibrary.org/obo/MICRO_0000308	soil	http://purl.obolibrary.org/obo/MICRO_0000014	MiXS_salinity_meth	salinity_meth	reference or method used in determining salinity		environmental package	soil	variable
composite design/sieving (if any)	http://purl.obolibrary.org/obo/MICRO_0000321	soil	http://purl.obolibrary.org/obo/MICRO_0000014	MiXS_sieving	sieving	collection design of pooled samples and/or sieve size and amount of sample sieved 		environmental package	soil	variable
slope aspect	http://purl.obolibrary.org/obo/MICRO_0000323	soil	http://purl.obolibrary.org/obo/MICRO_0000014	MiXS_slope_aspect	slope_aspect	the direction a slope faces. While looking down a slope use a compass to record the direction you are facing (direction or degrees); e.g., NW or 315 degrees. This measure provides an indication of sun and wind exposure that will influence soil temperature and evapotranspiration.		environmental package	soil	variable
slope gradient	http://purl.obolibrary.org/obo/MICRO_0000324	soil	http://purl.obolibrary.org/obo/MICRO_0000014	MiXS_slope_gradient	slope_gradient	commonly called 'slope'. The angle between ground surface and a horizontal line (in percent). This is the direction that overland water would flow. This measure is usually taken with a hand level meter or clinometer		environmental package	soil	variable
soil type	http://purl.obolibrary.org/obo/MICRO_0000328	soil	http://purl.obolibrary.org/obo/MICRO_0000014	MiXS_soil_type	soil_type	soil series name or other lower-level classification		environmental package	soil	variable
soil type method	http://purl.obolibrary.org/obo/MICRO_0000329	soil	http://purl.obolibrary.org/obo/MICRO_0000014	MiXS_soil_type_meth	soil_type_meth	reference or method used in determining soil series name or other lower-level classification		environmental package	soil	variable
storage conditions (fresh/frozen/other)	http://purl.obolibrary.org/obo/MICRO_0000337	soil	http://purl.obolibrary.org/obo/MICRO_0000014	MiXS_store_cond	store_cond	explain how and for how long the soil sample was stored before DNA extraction.		environmental package	soil	variable
texture	http://purl.obolibrary.org/obo/MICRO_0000352	soil	http://purl.obolibrary.org/obo/MICRO_0000014	MiXS_texture	texture	the relative proportion of different grain sizes of mineral particles in a soil, as described using a standard system; express as % sand (50 um to 2 mm), silt (2 um to 50 um), and clay (<2 um) with textural name (e.g., silty clay loam) optional.		environmental package	soil	variable
texture method	http://purl.obolibrary.org/obo/MICRO_0000353	soil	http://purl.obolibrary.org/obo/MICRO_0000014	MiXS_texture_meth	texture_meth	reference or method used in determining soil texture		environmental package	soil	variable
history/tillage	http://purl.obolibrary.org/obo/MICRO_0000355	soil	http://purl.obolibrary.org/obo/MICRO_0000014	MiXS_tillage	tillage	note method(s) used for tilling		environmental package	soil	variable
total nitrogen method	http://purl.obolibrary.org/obo/MICRO_0000363	soil	http://purl.obolibrary.org/obo/MICRO_0000014	MiXS_tot_n_meth	tot_n_meth	reference or method used in determining the total nitrogen		environmental package	soil	variable
total organic carbon method	http://purl.obolibrary.org/obo/MICRO_0000366	soil	http://purl.obolibrary.org/obo/MICRO_0000014	MiXS_tot_org_c_meth	tot_org_c_meth	reference or method used in determining total organic carbon		environmental package	soil	variable
water content method	http://purl.obolibrary.org/obo/MICRO_0000383	soil	http://purl.obolibrary.org/obo/MICRO_0000014	MiXS_water_content_soil_meth	water_content_soil_meth	reference or method used in determining the water content of soil		environmental package	soil	variable
biochemical oxygen demand	http://purl.obolibrary.org/obo/MICRO_0000153	wastewater/sludge	http://purl.obolibrary.org/obo/MICRO_0000015	MiXS_biochem_oxygen_dem	biochem_oxygen_dem	a measure of the relative oxygen-depletion effect of a waste contaminant		environmental package	wastewater/sludge	variable
chemical oxygen demand	http://purl.obolibrary.org/obo/MICRO_0000167	wastewater/sludge	http://purl.obolibrary.org/obo/MICRO_0000015	MiXS_chem_oxygen_dem	chem_oxygen_dem	a measure of the relative oxygen-depletion effect of a waste contaminant		environmental package	wastewater/sludge	variable
efficiency percent	http://purl.obolibrary.org/obo/MICRO_0000195	wastewater/sludge	http://purl.obolibrary.org/obo/MICRO_0000015	MiXS_efficiency_percent	efficiency_percent	percentage of volatile solids removed from the anaerobic digestor		environmental package	wastewater/sludge	variable
emulsions	http://purl.obolibrary.org/obo/MICRO_0000197	wastewater/sludge	http://purl.obolibrary.org/obo/MICRO_0000015	MiXS_emulsions	emulsions	amount or concentration of substances such as paints, adhesives, mayonnaise, hair colorants, emulsified oils, etc.; can include multiple emulsion types		environmental package	wastewater/sludge	variable
gaseous substances	http://purl.obolibrary.org/obo/MICRO_0000209	wastewater/sludge	http://purl.obolibrary.org/obo/MICRO_0000015	MiXS_gaseous_substances	gaseous_substances	amount or concentration of substances such as hydrogen sulfide, carbon dioxide, methane, etc.; can include multiple substances		environmental package	wastewater/sludge	variable
industrial effluent percent	http://purl.obolibrary.org/obo/MICRO_0000232	wastewater/sludge	http://purl.obolibrary.org/obo/MICRO_0000015	MiXS_indust_eff_percent	indust_eff_percent	percentage of industrial effluents received by wastewater treatment plant		environmental package	wastewater/sludge	variable
inorganic particles	http://purl.obolibrary.org/obo/MICRO_0000233	wastewater/sludge	http://purl.obolibrary.org/obo/MICRO_0000015	MiXS_inorg_particles	inorg_particles	concentration of particles such as sand, grit, metal particles, ceramics, etc.; can include multiple particles		environmental package	wastewater/sludge	variable
organic particles	http://purl.obolibrary.org/obo/MICRO_0000268	wastewater/sludge	http://purl.obolibrary.org/obo/MICRO_0000015	MiXS_org_particles	org_particles	concentration of particles such as faeces, hairs, food, vomit, paper fibers, plant material, humus, etc.		environmental package	wastewater/sludge	variable
pre-treatment	http://purl.obolibrary.org/obo/MICRO_0000292	wastewater/sludge	http://purl.obolibrary.org/obo/MICRO_0000015	MiXS_pre_treatment	pre_treatment	the process of pre-treatment removes materials that can be easily collected from the raw wastewater		environmental package	wastewater/sludge	variable
primary treatment	http://purl.obolibrary.org/obo/MICRO_0000298	wastewater/sludge	http://purl.obolibrary.org/obo/MICRO_0000015	MiXS_primary_treatment	primary_treatment	the process to produce both a generally homogeneous liquid capable of being treated biologically and a sludge that can be separately treated or processed		environmental package	wastewater/sludge	variable
reactor type	http://purl.obolibrary.org/obo/MICRO_0000303	wastewater/sludge	http://purl.obolibrary.org/obo/MICRO_0000015	MiXS_reactor_type	reactor_type	anaerobic digesters can be designed and engineered to operate using a number of different process configurations, as batch or continuous, mesophilic, high solid or low solid, and single stage or multistage		environmental package	wastewater/sludge	variable
secondary treatment	http://purl.obolibrary.org/obo/MICRO_0000317	wastewater/sludge	http://purl.obolibrary.org/obo/MICRO_0000015	MiXS_secondary_treatment	secondary_treatment	the process for substantially degrading the biological content of the sewage 		environmental package	wastewater/sludge	variable
sewage type	http://purl.obolibrary.org/obo/MICRO_0000319	wastewater/sludge	http://purl.obolibrary.org/obo/MICRO_0000015	MiXS_sewage_type	sewage_type	type of wastewater treatment plant as municipial or industrial		environmental package	wastewater/sludge	variable
sludge retention time	http://purl.obolibrary.org/obo/MICRO_0000325	wastewater/sludge	http://purl.obolibrary.org/obo/MICRO_0000015	MiXS_sludge_retent_time	sludge_retent_time	the time activated sludge remains in reactor		environmental package	wastewater/sludge	variable
soluble inorganic material	http://purl.obolibrary.org/obo/MICRO_0000331	wastewater/sludge	http://purl.obolibrary.org/obo/MICRO_0000015	MiXS_soluble_inorg_mat	soluble_inorg_mat	concentration of substances such as ammonia, road-salt, sea-salt, cyanide, hydrogen sulfide, thiocyanates, thiosulfates, etc.		environmental package	wastewater/sludge	variable
soluble organic material	http://purl.obolibrary.org/obo/MICRO_0000332	wastewater/sludge	http://purl.obolibrary.org/obo/MICRO_0000015	MiXS_soluble_org_mat	soluble_org_mat	concentration of substances such as urea, fruit sugars, soluble proteins, drugs, pharmaceuticals, etc.		environmental package	wastewater/sludge	variable
suspended solids	http://purl.obolibrary.org/obo/MICRO_0000349	wastewater/sludge	http://purl.obolibrary.org/obo/MICRO_0000015	MiXS_suspend_solids	suspend_solids	concentration of substances including a wide variety of material, such as silt, decaying plant and animal matter, etc,; can include multiple substances		environmental package	wastewater/sludge	variable
tertiary treatment	http://purl.obolibrary.org/obo/MICRO_0000351	wastewater/sludge	http://purl.obolibrary.org/obo/MICRO_0000015	MiXS_tertiary_treatment	tertiary_treatment	the process providing a final treatment stage to raise the effluent quality before it is discharged to the receiving environment		environmental package	wastewater/sludge	variable
total phosphate	http://purl.obolibrary.org/obo/MICRO_0000370	wastewater/sludge	http://purl.obolibrary.org/obo/MICRO_0000015	MiXS_tot_phosphate	tot_phosphate	total amount or concentration of phosphate		environmental package	wastewater/sludge	variable
wastewater type	http://purl.obolibrary.org/obo/MICRO_0000381	wastewater/sludge	http://purl.obolibrary.org/obo/MICRO_0000015	MiXS_wastewater_type	wastewater_type	the origin of wastewater such as human waste, rainfall, storm drains, etc.		environmental package	wastewater/sludge	variable
atmospheric data	http://purl.obolibrary.org/obo/MICRO_0000148	water	http://purl.obolibrary.org/obo/MICRO_0000016	MiXS_atmospheric_data	atmospheric_data	measurement of atmospheric data; can include multiple data		environmental package	water	variable
bacterial production	http://purl.obolibrary.org/obo/MICRO_0000149	water	http://purl.obolibrary.org/obo/MICRO_0000016	MiXS_bac_prod	bac_prod	bacterial production in the water column measured by isotope uptake		environmental package	water	variable
bacterial respiration	http://purl.obolibrary.org/obo/MICRO_0000150	water	http://purl.obolibrary.org/obo/MICRO_0000016	MiXS_bac_resp	bac_resp	measurement of bacterial resporation in the water column		environmental package	water	variable
conductivity	http://purl.obolibrary.org/obo/MICRO_0000171	water	http://purl.obolibrary.org/obo/MICRO_0000016	MiXS_conduc	conduc	electrical conductivity of water		environmental package	water	variable
dissolved inorganic nitrogen	http://purl.obolibrary.org/obo/MICRO_0000185	water	http://purl.obolibrary.org/obo/MICRO_0000016	MiXS_diss_inorg_nitro	diss_inorg_nitro	concentration of dissolved inorganic nitrogen 		environmental package	water	variable
dissolved inorganic phosphorus	http://purl.obolibrary.org/obo/MICRO_0000186	water	http://purl.obolibrary.org/obo/MICRO_0000016	MiXS_diss_inorg_phosp	diss_inorg_phosp	concentration of dissolved inorganic phosphorus 		environmental package	water	variable
downward PAR	http://purl.obolibrary.org/obo/MICRO_0000192	water	http://purl.obolibrary.org/obo/MICRO_0000016	MiXS_down_par	down_par	visible waveband radiance and irradiance measurements in the water column		environmental package	water	variable
fluorescence	http://purl.obolibrary.org/obo/MICRO_0000205	water	http://purl.obolibrary.org/obo/MICRO_0000016	MiXS_fluor	fluor	raw or converted fluorescence of water		environmental package	water	variable
light intensity	http://purl.obolibrary.org/obo/MICRO_0000235	water	http://purl.obolibrary.org/obo/MICRO_0000016	MiXS_light_intensity	light_intensity	measurement of light intensity		environmental package	water	variable
particulate organic nitrogen	http://purl.obolibrary.org/obo/MICRO_0000273	water	http://purl.obolibrary.org/obo/MICRO_0000016	MiXS_part_org_nitro	part_org_nitro	concentration of particulate organic nitrogen		environmental package	water	variable
photon flux	http://purl.obolibrary.org/obo/MICRO_0000285	water	http://purl.obolibrary.org/obo/MICRO_0000016	MiXS_photon_flux	photon_flux	measurement of photon flux		environmental package	water	variable
primary production	http://purl.obolibrary.org/obo/MICRO_0000297	water	http://purl.obolibrary.org/obo/MICRO_0000016	MiXS_primary_prod	primary_prod	measurement of primary production 		environmental package	water	variable
soluble reactive phosphorus	http://purl.obolibrary.org/obo/MICRO_0000333	water	http://purl.obolibrary.org/obo/MICRO_0000016	MiXS_soluble_react_phosp	soluble_react_phosp	concentration of soluble reactive phosphorus		environmental package	water	variable
suspended particulate matter	http://purl.obolibrary.org/obo/MICRO_0000348	water	http://purl.obolibrary.org/obo/MICRO_0000016	MiXS_suspend_part_matter	suspend_part_matter	concentration of suspended particulate matter		environmental package	water	variable
total depth of water column	http://purl.obolibrary.org/obo/MICRO_0000360	water	http://purl.obolibrary.org/obo/MICRO_0000016	MiXS_tot_depth_water_col	tot_depth_water_col	measurement of total depth of water column		environmental package	water	variable
total dissolved nitrogen	http://purl.obolibrary.org/obo/MICRO_0000361	water	http://purl.obolibrary.org/obo/MICRO_0000016	MiXS_tot_diss_nitro	tot_diss_nitro	total dissolved nitrogen concentration, reported as nitrogen, measured by: total dissolved nitrogen = NH4 + NO3NO2 + dissolved organic nitrogen		environmental package	water	variable
total inorganic nitrogen	http://purl.obolibrary.org/obo/MICRO_0000362	water	http://purl.obolibrary.org/obo/MICRO_0000016	MiXS_tot_inorg_nitro	tot_inorg_nitro	total inorganic nitrogen content		environmental package	water	variable
total particulate carbon	http://purl.obolibrary.org/obo/MICRO_0000368	water	http://purl.obolibrary.org/obo/MICRO_0000016	MiXS_tot_part_carb	tot_part_carb	total particulate carbon content		environmental package	water	variable
total phosphorus	http://purl.obolibrary.org/obo/MICRO_0000369	water	http://purl.obolibrary.org/obo/MICRO_0000016	MiXS_tot_phosp	tot_phosp	total phosphorus concentration, calculated by: total phosphorus = total dissolved phosphorus + particulate phosphorus. Can also be measured without filtering, reported as phosphorus		environmental package	water	variable
adapters	http://purl.obolibrary.org/obo/MICRO_0000390	MixS	http://purl.obolibrary.org/obo/MICRO_0000001	MiXS_adapters	adapters	Adapters provide priming sequences for both amplification and sequencing of the sample-library fragments. Both adapters should be reported; in uppercase letters		MixS		variable
geographic location (altitude/elevation)	http://purl.obolibrary.org/obo/MICRO_0000391	MixS	http://purl.obolibrary.org/obo/MICRO_0000001	MiXS_alt_elev	alt_elev	Please refer to the definitions of either altitude or elevation in the environmental packages		MixS		variable
annotation source	http://purl.obolibrary.org/obo/MICRO_0000392	MixS	http://purl.obolibrary.org/obo/MICRO_0000001	MiXS_annot_source	annot_source	For cases where annotation was provided by a community jamboree or model organism database rather than by a specific submitter		MixS		variable
antibiotic regimen	http://purl.obolibrary.org/obo/MICRO_0000393	MixS	http://purl.obolibrary.org/obo/MICRO_0000001	MiXS_antibiotic_regm	antibiotic_regm	information about treatment involving antibiotic administration; should include the name of antibiotic, amount administered, treatment duration, interval and total experimental duration; can include multiple antibiotic regimens		MixS		variable
assembly	http://purl.obolibrary.org/obo/MICRO_0000394	MixS	http://purl.obolibrary.org/obo/MICRO_0000001	MiXS_assembly	assembly	How was the assembly done (e.g. with a text based assembler like phrap or a flowgram assembler); estimated error rate associated with the finished sequences (e.g. error rate of 1 in 1000 bp); and the method of calculation		MixS		variable
assembly name	http://purl.obolibrary.org/obo/MICRO_0000395	MixS	http://purl.obolibrary.org/obo/MICRO_0000001	MiXS_assembly_name	assembly_name	Name/version of the assembly provided by the submitter that is used in the genome browsers and in the community		MixS		variable
observed biotic relationship	http://purl.obolibrary.org/obo/MICRO_0000396	MixS	http://purl.obolibrary.org/obo/MICRO_0000001	MiXS_biotic_relationship	biotic_relationship	Is it free-living or in a host and if the latter what type of relationship is observed		MixS		variable
chimera check	http://purl.obolibrary.org/obo/MICRO_0000397	MixS	http://purl.obolibrary.org/obo/MICRO_0000001	MiXS_chimera_check	chimera_check	A chimeric sequence, or chimera for short, is a sequence comprised of two or more phylogenetically distinct parent sequences. Chimeras are usually PCR artifacts thought to occur when a prematurely terminated amplicon reanneals to a foreign DNA strand and 		MixS		variable
collection date	http://purl.obolibrary.org/obo/MICRO_0000398	MixS	http://purl.obolibrary.org/obo/MICRO_0000001	MiXS_collection_date	collection_date	The time of sampling, either as an instance (single point in time) or interval. In case no exact time is available, the date/time can be right truncated i.e. all of these are valid times: 2008-01-23T19:23:10+00:00; 2008-01-23T19:23:10; 2008-01-23; 2008-01		MixS		variable
encoded traits	http://purl.obolibrary.org/obo/MICRO_0000399	MixS	http://purl.obolibrary.org/obo/MICRO_0000001	MiXS_encoded_traits	encoded_traits	Should include key traits like antibiotic resistance or xenobiotic degradation phenotypes for plasmids, converting genes for phage		MixS		variable
environment (biome)	http://purl.obolibrary.org/obo/MICRO_0000400	MixS	http://purl.obolibrary.org/obo/MICRO_0000001	MiXS_env_biome	env_biome	Biomes are defined based on factors such as plant structures, leaf types, plant spacing, and other factors like climate. Biome should be treated as the descriptor of the broad ecological context of a sample. Examples include: desert, taiga, deciduous wood		MixS		variable
environment (feature)	http://purl.obolibrary.org/obo/MICRO_0000401	MixS	http://purl.obolibrary.org/obo/MICRO_0000001	MiXS_env_feature	env_feature	Environmental feature level includes geographic environmental features. Compared to biome, feature is a descriptor of the more local environment. Examples include: harbor, cliff, or lake. EnvO (v 2013-06-14) terms can be found via the link: www.environmen		MixS		variable
environment (material)	http://purl.obolibrary.org/obo/MICRO_0000402	MixS	http://purl.obolibrary.org/obo/MICRO_0000001	MiXS_env_material	env_material	The environmental material level refers to the material that was displaced by the sample, or material in which a sample was embedded, prior to the sampling event. Environmental material terms are generally mass nouns. Examples include: air, soil, or water		MixS		variable
environmental package	http://purl.obolibrary.org/obo/MICRO_0000403	MixS	http://purl.obolibrary.org/obo/MICRO_0000001	MiXS_env_package	env_package	MIGS/MIMS/MIMARKS extension for reporting of measurements and observations obtained from one or more of the environments where the sample was obtained. All environmental packages listed here are further defined in separate subtables. By giving the name of		MixS		variable
estimated size	http://purl.obolibrary.org/obo/MICRO_0000404	MixS	http://purl.obolibrary.org/obo/MICRO_0000001	MiXS_estimated_size	estimated_size	The estimated size of the genome prior to sequencing. Of particular importance in the sequencing of (eukaryotic) genome which could remain in draft form for a long or unspecified period.		MixS		variable
experimental factor	http://purl.obolibrary.org/obo/MICRO_0000405	MixS	http://purl.obolibrary.org/obo/MICRO_0000001	MiXS_experimental_factor	experimental_factor	Experimental factors are essentially the variable aspects of an experiment design which can be used to describe an experiment, or set of experiments, in an increasingly detailed manner. This field accepts ontology terms from Experimental Factor Ontology (		MixS		variable
extrachromosomal elements	http://purl.obolibrary.org/obo/MICRO_0000406	MixS	http://purl.obolibrary.org/obo/MICRO_0000001	MiXS_extrachrom_elements	extrachrom_elements	Do plasmids exist of significant phenotypic consequence (e.g. ones that determine virulence or antibiotic resistance). Megaplasmids? Other plasmids (borrelia has 15+ plasmids)		MixS		variable
finishing strategy	http://purl.obolibrary.org/obo/MICRO_0000407	MixS	http://purl.obolibrary.org/obo/MICRO_0000001	MiXS_finishing_strategy	finishing_strategy	Was the genome project intended to produce a complete or draft genome, Coverage, the fold coverage of the sequencing expressed as 2x, 3x, 18x  etc, and how many contigs were produced for the genome		MixS		variable
geographic location (country and/or sea,region)	http://purl.obolibrary.org/obo/MICRO_0000408	MixS	http://purl.obolibrary.org/obo/MICRO_0000001	MiXS_geo_loc_name	geo_loc_name	The geographical origin of the sample as defined by the country or sea name followed by specific region name. Country or sea names should be chosen from the INSDC country list (http://insdc.org/country.html), or the GAZ ontology (v 1.512) (http://purl.bio		MixS		variable
health or disease status of specific host at time of collection	http://purl.obolibrary.org/obo/MICRO_0000409	MixS	http://purl.obolibrary.org/obo/MICRO_0000001	MiXS_health_disease_stat	health_disease_stat	Health or disease status of specific host at time of collection. This field accepts PATO (v 2013-10-28) terms, for a browser please see http://purl.bioontology.org/ontology/PATO		MixS		variable
host specificity or range	http://purl.obolibrary.org/obo/MICRO_0000410	MixS	http://purl.obolibrary.org/obo/MICRO_0000001	MiXS_host_spec_range	host_spec_range	The NCBI taxonomy identifier of the specific host if it is known		MixS		variable
investigation type	http://purl.obolibrary.org/obo/MICRO_0000411	MixS	http://purl.obolibrary.org/obo/MICRO_0000001	MiXS_investigation_type	investigation_type	Nucleic Acid Sequence Report is the root element of all MIGS/MIMS compliant reports as standardized by Genomic Standards Consortium. This field is either eukaryote,bacteria,virus,plasmid,organelle, metagenome,mimarks-survey, or mimarks-specimen		MixS		variable
isolation and growth condition	http://purl.obolibrary.org/obo/MICRO_0000412	MixS	http://purl.obolibrary.org/obo/MICRO_0000001	MiXS_isol_growth_condt	isol_growth_condt	Publication reference in the form of pubmed ID (pmid), digital object identifier (doi) or url for isolation and growth condition specifications of the organism/material		MixS		variable
geographic location (latitude and longitude)	http://purl.obolibrary.org/obo/MICRO_0000413	MixS	http://purl.obolibrary.org/obo/MICRO_0000001	MiXS_lat_lon	lat_lon	The geographical origin of the sample as defined by latitude and longitude. The values should be reported in decimal degrees and in WGS84 system		MixS		variable
library construction method	http://purl.obolibrary.org/obo/MICRO_0000414	MixS	http://purl.obolibrary.org/obo/MICRO_0000001	MiXS_lib_const_meth	lib_const_meth	Library construction method used for clone libraries		MixS		variable
library reads sequenced	http://purl.obolibrary.org/obo/MICRO_0000415	MixS	http://purl.obolibrary.org/obo/MICRO_0000001	MiXS_lib_reads_seqd	lib_reads_seqd	Total number of clones sequenced from the library		MixS		variable
library screening strategy	http://purl.obolibrary.org/obo/MICRO_0000416	MixS	http://purl.obolibrary.org/obo/MICRO_0000001	MiXS_lib_screen	lib_screen	Specific enrichment or screening methods applied before and/or after creating clone libraries		MixS		variable
library size	http://purl.obolibrary.org/obo/MICRO_0000417	MixS	http://purl.obolibrary.org/obo/MICRO_0000001	MiXS_lib_size	lib_size	Total number of clones in the library prepared for the project		MixS		variable
library vector	http://purl.obolibrary.org/obo/MICRO_0000418	MixS	http://purl.obolibrary.org/obo/MICRO_0000001	MiXS_lib_vector	lib_vector	Cloning vector type(s) used in construction of libraries		MixS		variable
multiplex identifiers	http://purl.obolibrary.org/obo/MICRO_0000419	MixS	http://purl.obolibrary.org/obo/MICRO_0000001	MiXS_mid	mid	Molecular barcodes, called Multiplex Identifiers (MIDs), that are used to specifically tag unique samples in a sequencing run. Sequence should be reported in uppercase letters		MixS		variable
nucleic acid amplification	http://purl.obolibrary.org/obo/MICRO_0000420	MixS	http://purl.obolibrary.org/obo/MICRO_0000001	MiXS_nucl_acid_amp	nucl_acid_amp	Link to a literature reference, electronic resource or a standard operating procedure (SOP)		MixS		variable
nucleic acid extraction	http://purl.obolibrary.org/obo/MICRO_0000421	MixS	http://purl.obolibrary.org/obo/MICRO_0000001	MiXS_nucl_acid_ext	nucl_acid_ext	Link to a literature reference, electronic resource or a standard operating procedure (SOP)		MixS		variable
number of replicons	http://purl.obolibrary.org/obo/MICRO_0000422	MixS	http://purl.obolibrary.org/obo/MICRO_0000001	MiXS_num_replicons	num_replicons	Reports the number of replicons in a nuclear genome of eukaryotes, in the genome of a bacterium or archaea or the number of segments in a segmented virus. Always applied to the haploid chromosome count of a eukaryote		MixS		variable
known pathogenicity	http://purl.obolibrary.org/obo/MICRO_0000423	MixS	http://purl.obolibrary.org/obo/MICRO_0000001	MiXS_pathogenicity	pathogenicity	To what is the entity pathogenic. 		MixS		variable
pcr conditions	http://purl.obolibrary.org/obo/MICRO_0000424	MixS	http://purl.obolibrary.org/obo/MICRO_0000001	MiXS_pcr_cond	pcr_cond	Description of reaction conditions and components for PCR in the form of  'initial denaturation:94degC_1.5min; annealing=...'		MixS		variable
pcr primers	http://purl.obolibrary.org/obo/MICRO_0000425	MixS	http://purl.obolibrary.org/obo/MICRO_0000001	MiXS_pcr_primers	pcr_primers	PCR primers that were used to amplify the sequence of the targeted gene, locus or subfragment. This field should contain all the primers used for a single PCR reaction if multiple forward or reverse primers are present in a single PCR reaction. The primer		MixS		variable
ploidy	http://purl.obolibrary.org/obo/MICRO_0000426	MixS	http://purl.obolibrary.org/obo/MICRO_0000001	MiXS_ploidy	ploidy	The ploidy level of the genome (e.g. allopolyploid, haploid, diploid, triploid, tetraploid). It has implications for the downstream study of duplicated gene and regions of the genomes (and perhaps for difficulties in assembly). For terms, please select te		MixS		variable
project name	http://purl.obolibrary.org/obo/MICRO_0000427	MixS	http://purl.obolibrary.org/obo/MICRO_0000001	MiXS_project_name	project_name	Name of the project within which the sequencing was organized		MixS		variable
propagation	http://purl.obolibrary.org/obo/MICRO_0000428	MixS	http://purl.obolibrary.org/obo/MICRO_0000001	MiXS_propagation	propagation	This field is specific to different taxa. For phages: lytic/lysogenic, for plasmids: incompatibility group (Note: there is the strong opinion to name phage propagation obligately lytic or temperate, therefore we also give this choice		MixS		variable
reference for biomaterial	http://purl.obolibrary.org/obo/MICRO_0000429	MixS	http://purl.obolibrary.org/obo/MICRO_0000001	MiXS_ref_biomaterial	ref_biomaterial	primary publication if isolated before genome publication; otherwise, primary genome report		MixS		variable
relationship to oxygen	http://purl.obolibrary.org/obo/MICRO_0000430	MixS	http://purl.obolibrary.org/obo/MICRO_0000001	MiXS_rel_to_oxygen	rel_to_oxygen	Is this organism an aerobe, anaerobe? Please note that aerobic and anaerobic are valid descriptors for microbial environments		MixS		variable
sample collection device or method	http://purl.obolibrary.org/obo/MICRO_0000431	MixS	http://purl.obolibrary.org/obo/MICRO_0000001	MiXS_samp_collect_device	samp_collect_device	The method or device employed for collecting the sample		MixS		variable
sample material processing	http://purl.obolibrary.org/obo/MICRO_0000432	MixS	http://purl.obolibrary.org/obo/MICRO_0000001	MiXS_samp_mat_process	samp_mat_process	Any processing applied to the sample during or after retrieving the sample from environment. This field accepts OBI, for a browser of OBI (v 2013-10-25) terms please see http://purl.bioontology.org/ontology/OBI		MixS		variable
amount or size of sample collected	http://purl.obolibrary.org/obo/MICRO_0000433	MixS	http://purl.obolibrary.org/obo/MICRO_0000001	MiXS_samp_size	samp_size	Amount or size of sample (volume, mass or area) that was collected		MixS		variable
sequencing method	http://purl.obolibrary.org/obo/MICRO_0000434	MixS	http://purl.obolibrary.org/obo/MICRO_0000001	MiXS_seq_meth	seq_meth	Sequencing method used; e.g. Sanger, pyrosequencing, ABI-solid		MixS		variable
sequence quality check	http://purl.obolibrary.org/obo/MICRO_0000435	MixS	http://purl.obolibrary.org/obo/MICRO_0000001	MiXS_seq_quality_check	seq_quality_check	Indicate if the sequence has been called by automatic systems (none) or undergone a manual editing procedure (e.g. by inspecting the raw data or chromatograms). Applied only for sequences that are not submitted to SRA,ENA or DRA		MixS		variable
relevant standard operating procedures	http://purl.obolibrary.org/obo/MICRO_0000436	MixS	http://purl.obolibrary.org/obo/MICRO_0000001	MiXS_sop	sop	Standard operating procedures used in assembly and/or annotation of genomes, metagenomes or environmental sequences		MixS		variable
