overallOrder,variable,dataFile,dataSet,IRI,label,definition,category,parentLabel,parentIRI,codebookDescription,codebookValues,multifilter,notesForOnt
82,dptaged2,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0000579,Age (days),,Observation,,,,,,
83,vifsource_dpt2,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,Vaccine information source,,Observation,,,,,,
84,dptdate3,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,Vaccination date,,Observation,,,,,,
85,dptaged3,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0000579,Age (days),,Observation,,,,,,
86,vifsource_dpt3,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,Vaccine information source,,Observation,,,,,,
87,dptdate4,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,Vaccination date,,Observation,,,,,,
88,dptaged4,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0000579,Age (days),,Observation,,,,,,
89,vifsource_dpt4,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,Vaccine information source,,Observation,,,,,,
90,dptdoseN,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,Total DPT vaccine doses,,Participant,Aggregated vaccination data,,,,,"Suggested creation of new parent category ""Aggregated vaccination data"""
91,perNbefbl,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,DPT vaccine doses prior to blood draw,,Sample,Blood test,http://purl.obolibrary.org/obo/EUPATH_0011795,,,,
92,rotadate1,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,Vaccination date,,Observation,,,,,,
93,rotaaged1,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0000579,Age (days),,Observation,,,,,,
94,vifsource_rota1,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,Vaccine information source,,Observation,,,,,,
95,rotadate2,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,Vaccination date,,Observation,,,,,,
96,rotaaged2,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0000579,Age (days),,Observation,,,,,,
97,vifsource_rota2,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,Vaccine information source,,Observation,,,,,,
98,rotadate3,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,Vaccination date,,Observation,,,,,,
99,rotaaged3,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0000579,Age (days),,Observation,,,,,,
100,vifsource_rota3,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,Vaccine information source,,Observation,,,,,,
101,rotadoseN,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,Total rotavirus vaccine doses,,Participant,Aggregated vaccination data,,,,,"Suggested creation of new parent category ""Aggregated vaccination data"""
102,rotaNbefbl,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,Rotavirus vaccine doses prior to blood draw,,Sample,Blood test,http://purl.obolibrary.org/obo/EUPATH_0011795,,,,
103,opvdate1,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,Vaccination date,,Observation,,,,,,
104,opvaged1,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0000579,Age (days),,Observation,,,,,,
105,vifsource_opv1,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,Vaccine information source,,Observation,,,,,,
106,opvdate2,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,Vaccination date,,Observation,,,,,,
107,opvaged2,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0000579,Age (days),,Observation,,,,,,
108,vifsource_opv2,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,Vaccine information source,,Observation,,,,,,
109,opvdate3,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,Vaccination date,,Observation,,,,,,
110,opvaged3,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0000579,Age (days),,Observation,,,,,,
111,vifsource_opv3,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,Vaccine information source,,Observation,,,,,,
112,opvdate4,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,Vaccination date,,Observation,,,,,,
113,opvaged4,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0000579,Age (days),,Observation,,,,,,
114,vifsource_opv4,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,Vaccine information source,,Observation,,,,,,
115,opvdate5,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,Vaccination date,,Observation,,,,,,
116,opvaged5,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0000579,Age (days),,Observation,,,,,,
117,vifsource_opv5,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,Vaccine information source,,Observation,,,,,,
118,opvdate6,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,Vaccination date,,Observation,,,,,,
119,opvaged6,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0000579,Age (days),,Observation,,,,,,
120,vifsource_opv6,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,Vaccine information source,,Observation,,,,,,
121,opvdate7,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,Vaccination date,,Observation,,,,,,
122,opvaged7,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0000579,Age (days),,Observation,,,,,,
123,vifsource_opv7,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,Vaccine information source,,Observation,,,,,,
124,opvdate8,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,Vaccination date,,Observation,,,,,,
125,opvaged8,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0000579,Age (days),,Observation,,,,,,
126,vifsource_opv8,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,Vaccine information source,,Observation,,,,,,
127,opvdate9,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,Vaccination date,,Observation,,,,,,
128,opvaged9,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0000579,Age (days),,Observation,,,,,,
129,vifsource_opv9,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,Vaccine information source,,Observation,,,,,,
130,opvdate10,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,Vaccination date,,Observation,,,,,,
131,opvaged10,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0000579,Age (days),,Observation,,,,,,
132,vifsource_opv10,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,Vaccine information source,,Observation,,,,,,
133,opvdate11,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,Vaccination date,,Observation,,,,,,
134,opvaged11,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0000579,Age (days),,Observation,,,,,,
135,vifsource_opv11,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,Vaccine information source,,Observation,,,,,,
136,opvdate12,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,Vaccination date,,Observation,,,,,,
137,opvaged12,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0000579,Age (days),,Observation,,,,,,
138,vifsource_opv12,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,Vaccine information source,,Observation,,,,,,
139,opvdate13,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,Vaccination date,,Observation,,,,,,
140,opvaged13,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0000579,Age (days),,Observation,,,,,,
141,vifsource_opv13,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,Vaccine information source,,Observation,,,,,,
142,opvdate14,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,Vaccination date,,Observation,,,,,,
143,opvaged14,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0000579,Age (days),,Observation,,,,,,
144,vifsource_opv14,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,Vaccine information source,,Observation,,,,,,
145,opvdoseN,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,Total OPV vaccine doses,,Participant,Aggregated vaccination data,,,,,"Suggested creation of new parent category ""Aggregated vaccination data"""
146,opvNbefbl,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,OPV vaccine doses prior to blood draw,,Sample,Blood test,http://purl.obolibrary.org/obo/EUPATH_0011795,,,,
147,ipvdate1,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,Vaccination date,,Observation,,,,,,
148,ipvaged1,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0000579,Age (days),,Observation,,,,,,
149,vifsource_ipv1,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,Vaccine information source,,Observation,,,,,,
150,ipvdate2,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,Vaccination date,,Observation,,,,,,
151,ipvaged2,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0000579,Age (days),,Observation,,,,,,
152,vifsource_ipv2,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,Vaccine information source,,Observation,,,,,,
153,ipvdate3,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,Vaccination date,,Observation,,,,,,
154,ipvaged3,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0000579,Age (days),,Observation,,,,,,
155,vifsource_ipv3,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,Vaccine information source,,Observation,,,,,,
156,ipvdate4,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,Vaccination date,,Observation,,,,,,
157,ipvaged4,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0000579,Age (days),,Observation,,,,,,
158,vifsource_ipv4,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,Vaccine information source,,Observation,,,,,,
159,ipvdoseN,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,Total IPV vaccine doses,,Participant,Aggregated vaccination data,,,,,"Suggested creation of new parent category ""Aggregated vaccination data"""
160,ipvNbefbl,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,IPV vaccine doses prior to blood draw,,Sample,Blood test,http://purl.obolibrary.org/obo/EUPATH_0011795,,,,
161,vitadate1,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,Vitamin A supplementation date,,Observation,,,,,,
162,vitaaged1,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0000579,Age (days),,Observation,,,,,,
163,vifsource_vita1,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,Vitamin A information source,,Observation,,,,,,
164,vitadate2,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,Vitamin A supplementation date,,Observation,,,,,,
165,vitaaged2,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0000579,Age (days),,Observation,,,,,,
166,vifsource_vita2,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,Vitamin A information source,,Observation,,,,,,
167,vitadate3,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,Vitamin A supplementation date,,Observation,,,,,,
168,vitaaged3,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0000579,Age (days),,Observation,,,,,,
169,vifsource_vita3,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,Vitamin A information source,,Observation,,,,,,
170,vitadate4,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,Vitamin A supplementation date,,Observation,,,,,,
171,vitaaged4,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0000579,Age (days),,Observation,,,,,,
172,vifsource_vita4,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,Vitamin A information source,,Observation,,,,,,
173,vitadate5,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,Vitamin A supplementation date,,Observation,,,,,,
174,vitaaged5,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0000579,Age (days),,Observation,,,,,,
175,vifsource_vita5,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,Vitamin A information source,,Observation,,,,,,
176,vitadate6,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,Vitamin A supplementation date,,Observation,,,,,,
177,vitaaged6,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0000579,Age (days),,Observation,,,,,,
178,vifsource_vita6,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,Vitamin A information source,,Observation,,,,,,
179,vitadate7,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,Vitamin A supplementation date,,Observation,,,,,,
180,vitaaged7,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0000579,Age (days),,Observation,,,,,,
181,vifsource_vita7,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,Vitamin A information source,,Observation,,,,,,
182,vitadoseN,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,Total vitamin A supplement doses,,Participant,,,,,,
183,vitaNbefbl,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,Vitamin A supplements prior to blood draw,,Sample,Blood test,http://purl.obolibrary.org/obo/EUPATH_0011795,,,,
184,dewormdate1,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,Deworming date,,Observation,,,,,,
185,dewormaged1,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0000579,Age (days),,Observation,,,,,,
187,dewormdoseN,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,Total deworm doses,,Participant,,,,,,
188,dewormNbefbl,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,Deworming doses prior to blood draw,,Sample,Blood test,http://purl.obolibrary.org/obo/EUPATH_0011795,,,,
189,bcgdate1,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,Vaccination date,,Observation,,,,,,
190,bcgaged1,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0000579,Age (days),,Observation,,,,,,
191,vifsource_bcg1,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,Vaccine information source,,Observation,,,,,,
192,bcgdate2,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,Vaccination date,,Observation,,,,,,
193,bcgaged2,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0000579,Age (days),,Observation,,,,,,
194,vifsource_bcg2,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,Vaccine information source,,Observation,,,,,,
195,bcgdoseN,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,Total BCG vaccine doses,,Participant,Aggregated vaccination data,,,,,"Suggested creation of new parent category ""Aggregated vaccination data"""
196,bcgNbefbl,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,BCG vaccine doses prior to blood draw,,Sample,Blood test,http://purl.obolibrary.org/obo/EUPATH_0011795,,,,
197,age_measles,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,Age at suspected measles infection,,Observation,,,,,,
198,meainf_befbl,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,Measles infection prior to blood draw (suspected),,Sample,Blood test,http://purl.obolibrary.org/obo/EUPATH_0011795,,,,
199,age_pertussis,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,Age at suspected pertussis infection,,Observation,,,,,,
200,perinf_befbl,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,Pertussis infection prior to blood draw (suspected),,Sample,Blood test,http://purl.obolibrary.org/obo/EUPATH_0011795,,,,
201,BCHHB,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,,,Sample,Blood test,http://purl.obolibrary.org/obo/EUPATH_0011795,,,,Ignore for now. Notes about hb_adj from mn_blood_iar_24m.csv say we won't load the bchhb variable…
202,AGPVAL1,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0000647,Blood alpha-1-acid glycoprotein (mg/dL),,Sample,Blood test,http://purl.obolibrary.org/obo/EUPATH_0011795,,,,
203,BLLCONC,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0000688,Blood lead (ug/dL),,Sample,Blood test,http://purl.obolibrary.org/obo/EUPATH_0011795,,,,
204,FARVAL1,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0011849,Blood ferritin (ng/mL),,Sample,Blood test,http://purl.obolibrary.org/obo/EUPATH_0011795,,,,
205,FARVAL2,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0011850,"Blood ferritin (ng/mL), 2nd",,Sample,Blood test,http://purl.obolibrary.org/obo/EUPATH_0011795,,,,
206,FARVALMEAN,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0011871,Mean blood ferritin (ng/mL),,Sample,Blood test,http://purl.obolibrary.org/obo/EUPATH_0011795,,,,
207,RARCONC,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0011875,Blood retinol (mg/dL),,Sample,Blood test,http://purl.obolibrary.org/obo/EUPATH_0011795,,,,
208,TFRCONC,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,,,Sample,Blood test,http://purl.obolibrary.org/obo/EUPATH_0011795,,,,"Ignore for now. Notes in owl file say this isn't loaded, only adjtrfr is loaded"
209,ZARCONC,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,,,Sample,Blood test,http://purl.obolibrary.org/obo/EUPATH_0011795,,,,"Ignore for now. Notes in owl file say this isn't loaded, only adjzinc_mml is loaded"
210,hb_adj,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0011172,"Hemoglobin, adjusted for high altitude (g/dL)",,Sample,Blood test,http://purl.obolibrary.org/obo/EUPATH_0011795,,,,
211,anemia,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0011161,Anemia (hemoglobin less than 11g/dL),,Sample,Blood test,http://purl.obolibrary.org/obo/EUPATH_0011795,,,,
212,sevanemia,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0011190,Severe anemia (hemoglobin less than 7g/dL),,Sample,Blood test,http://purl.obolibrary.org/obo/EUPATH_0011795,,,,
213,zinc_mml,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0011166,Blood zinc (umol/L),,Sample,Blood test,http://purl.obolibrary.org/obo/EUPATH_0011795,,,,Ignore for now. Same as in mn_blood_iar_24m.csv
214,lowzinc,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0011874,Low blood zinc (less than 9.9 umol/L),,Sample,Blood test,http://purl.obolibrary.org/obo/EUPATH_0011795,,,,
215,adjzinc_mml,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0011158,Adjusted blood zinc (umol/L),,Sample,Blood test,http://purl.obolibrary.org/obo/EUPATH_0011795,,,,
216,lowadjzinc,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0011180,Low adjusted blood zinc (less than 9.9 umol/L),,Sample,Blood test,http://purl.obolibrary.org/obo/EUPATH_0011795,,,,
217,lowrar,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0011873,Low blood retinol (less than 20mg/dL),,Sample,Blood test,http://purl.obolibrary.org/obo/EUPATH_0011795,,,,
218,adjrar,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0011155,Adjusted blood retinol (mg/dL),,Sample,Blood test,http://purl.obolibrary.org/obo/EUPATH_0011795,,,,
219,lowadjrar,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0011179,Low adjusted blood retinol (less than 20mg/dL),,Sample,Blood test,http://purl.obolibrary.org/obo/EUPATH_0011795,,,,
220,lowfar,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0011872,Low blood ferritin (less than 12ng/mL),,Sample,Blood test,http://purl.obolibrary.org/obo/EUPATH_0011795,,,,
221,adjfar,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0011154,Adjusted blood ferritin (ng/mL),,Sample,Blood test,http://purl.obolibrary.org/obo/EUPATH_0011795,,,,
222,lowadjfar,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0011178,Low adjusted blood ferritin (less than 12ng/mL),,Sample,Blood test,http://purl.obolibrary.org/obo/EUPATH_0011795,,,,
223,tfrcat,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,,,Sample,Blood test,http://purl.obolibrary.org/obo/EUPATH_0011795,,,,"Ignore for now. Notes in owl file say this isn't loaded, only adjtrfrcat is loaded"
224,adjtfr,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0011156,Blood soluble transferrin receptor (mg/L),,Sample,Blood test,http://purl.obolibrary.org/obo/EUPATH_0011795,,,,
225,adjtfrcat,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0011157,Blood soluble transferrin receptor level,,Sample,Blood test,http://purl.obolibrary.org/obo/EUPATH_0011795,,,,
226,highagp,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0011173,High blood alpha-1-acid glycoprotein (greater than 100mg/dL),,Sample,Blood test,http://purl.obolibrary.org/obo/EUPATH_0011795,,,,
227,highbll,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0011174,High blood lead (greater than 10ug/dL),,Sample,Blood test,http://purl.obolibrary.org/obo/EUPATH_0011795,,,,
