colOrder,variable,dataFile,keepDiscard,definition,category,codebookDescription,codebookValues,termType,notesForOnt,notesForProvider,notesForDL,variable_dataFile,uniqueVar,type,example,dateTime,formatCode,values,uniqueValueCount,timeVarying,percentMissing,flag
59,netlastnight_yn,jaintia_data_2021-01-22_1315visits1_2_part,keep,,,D5. Did you use the net last night? [Pynemkam phi ia ka musari hyin I miet?],NA,,,,NA,netlastnight_yn,jaintia_data_2021-01-22_1315visits1_2_part::netlastnight_yn,int,1,NA,NA,0 to 1,2,NA,0.376707132,duplicated variable
60,nonetlastnight_reason,jaintia_data_2021-01-22_1315visits1_2_part,discard,,,"D6. If you do not use a net, what is the reason? [Lada ym em pynem kam phi ka musari hyin miet, nay i daw?]",NA,,,,NA,nonetlastnight_reason,jaintia_data_2021-01-22_1315visits1_2_part::nonetlastnight_reason,lgl,NA,NA,NA,n/a,0,NA,1,no data
61,coverlimbs_rad,jaintia_data_2021-01-22_1315visits1_2_part,keep,,,D7. Do you cover your arms and legs during evening and early morning to prevent mosquito bites? [Phi ju sop ia ki kti bad ki kjat ha ka por janmeit bad dang step ban iada naka jing shah dait ha u skain pyrjong?],"1, Always [Man ka por] | 2, Sometimes [Teng teng] | 3, Rarely [Kham niar] | 4, Never [Da lei ruh em]",,,,NA,coverlimbs_rad,jaintia_data_2021-01-22_1315visits1_2_part::coverlimbs_rad,int,4,NA,NA,1 to 4,4,NA,0.375189681,duplicated variable
62,creamuse_rad,jaintia_data_2021-01-22_1315visits1_2_part,keep,,,D8. Do you use insecticide cream to prevent mosquito bites? [Phi ju pyndonkam ia ki dawai tah kiba iarap ban pynduna ia ka jingshah dait ha u skain pyrjong?],"1, Always [Man ka por] | 2, Sometimes [Teng teng] | 3, Rarely [Kham niar] | 4, Never [Da lei ruh em]",,,,NA,creamuse_rad,jaintia_data_2021-01-22_1315visits1_2_part::creamuse_rad,int,4,NA,NA,1 to 4,4,NA,0.375189681,duplicated variable
63,bitepreventcoil_rad,jaintia_data_2021-01-22_1315visits1_2_part,keep,,,D9. Coil,"1, Yes | 2, No",,,,NA,bitepreventcoil_rad,jaintia_data_2021-01-22_1315visits1_2_part::bitepreventcoil_rad,int,2,NA,NA,1 to 2,2,NA,0.375189681,duplicated variable
64,bitepreventvape_rad,jaintia_data_2021-01-22_1315visits1_2_part,keep,,,D10. Vaporizer,"1, Yes | 2, No",,,,NA,bitepreventvape_rad,jaintia_data_2021-01-22_1315visits1_2_part::bitepreventvape_rad,int,2,NA,NA,1 to 2,2,NA,0.375189681,duplicated variable
65,bitepreventmat_rad,jaintia_data_2021-01-22_1315visits1_2_part,keep,,,D11. Mat,"1, Yes | 2, No",,,,NA,bitepreventmat_rad,jaintia_data_2021-01-22_1315visits1_2_part::bitepreventmat_rad,int,2,NA,NA,1 to 2,2,NA,0.375189681,duplicated variable
66,bitepreventburn_rad,jaintia_data_2021-01-22_1315visits1_2_part,keep,,,"D12. Burn material (like neem leaves, cow dung) [Kynbat, Eit Masi]","1, Yes | 2, No",,,,NA,bitepreventburn_rad,jaintia_data_2021-01-22_1315visits1_2_part::bitepreventburn_rad,int,2,NA,NA,1 to 2,2,NA,0.375189681,duplicated variable
67,bitepreventother_rad,jaintia_data_2021-01-22_1315visits1_2_part,keep,,,"D13. Other [Kiwi kiwi,]","1, Yes | 2, No",,,,NA,bitepreventother_rad,jaintia_data_2021-01-22_1315visits1_2_part::bitepreventother_rad,int,2,NA,NA,1 to 2,2,NA,0.375189681,duplicated variable
68,bitepreventionother,jaintia_data_2021-01-22_1315visits1_2_part,keep,,,D14. Specify other bite prevention method [Batai che],NA,,,,NA,bitepreventionother,jaintia_data_2021-01-22_1315visits1_2_part::bitepreventionother,chr,Burn egg tray,NA,NA,"Burn egg tray, Burn egg trays, Burn jute bags, Burning egg tray, Burning jute bags, NA",5,NA,0.98861912,duplicated variable
69,bestprevention,jaintia_data_2021-01-22_1315visits1_2_part,keep,,,D15. What do you think works best to prevent malaria? (enter 'DK' if don't know) [Dei yi pyrkhat phi toh kawa miat tam ioh u iarap hei iada iaka kjut khaI rieh?],NA,,,,NA,bestprevention,jaintia_data_2021-01-22_1315visits1_2_part::bestprevention,chr,Dk,NA,NA,>10 unique values,24,NA,0.375189681,duplicated variable
70,mpastyear_yn,jaintia_data_2021-01-22_1315visits1_2_part,keep,,,E1. Have you been ill with malaria in the past 12 months? [Phi lah ju ioh pang khiehshoh rieh ha kine ki 12 bnai ba lah dep?],NA,,,,NA,mpastyear_yn,jaintia_data_2021-01-22_1315visits1_2_part::mpastyear_yn,int,0,NA,NA,0 to 1,2,NA,0.375189681,duplicated variable
71,mpastyearfreq,jaintia_data_2021-01-22_1315visits1_2_part,keep,,,"E2. If yes, how many times in the last 12 months? [Katwon sien ha kini ki 12 bnai wa da lai?]",NA,,,,enter a NUMBER,mpastyearfreq,jaintia_data_2021-01-22_1315visits1_2_part::mpastyearfreq,int,1,NA,NA,1 to 1,1,NA,0.997344461,duplicated variable
72,mlasttime,jaintia_data_2021-01-22_1315visits1_2_part,keep,,,"E3. How long ago was the last time you had malaria in the last 12 months? [Ha kini ki 12 bnai wada dep, nu ka sien khatduh wa ioh phi ia ka jingkjut khairieh ?]",NA,,,,enter a NUMBER,mlasttime,jaintia_data_2021-01-22_1315visits1_2_part::mlasttime,int,2,NA,NA,1 to 8,4,NA,0.997344461,duplicated variable
73,mlasttimeunit,jaintia_data_2021-01-22_1315visits1_2_part,keep,,,E4. unit,"1, months | 2, weeks | 3, days",,,,NA,mlasttimeunit,jaintia_data_2021-01-22_1315visits1_2_part::mlasttimeunit,int,1,NA,NA,1 to 1,1,NA,0.997344461,duplicated variable
74,mlasttimetreat_yn,jaintia_data_2021-01-22_1315visits1_2_part,keep,,,"E5. During the last time, did you seek advice or treatment for malaria from any source? [Naka bynta kato ka sein ba khatduh ba phi ioh ia ka khiehshoh rieh, phi leit wad jingiarap lymne jingsumar nagno nangno?]",NA,,,,NA,mlasttimetreat_yn,jaintia_data_2021-01-22_1315visits1_2_part::mlasttimetreat_yn,int,1,NA,NA,1 to 1,1,NA,0.997344461,duplicated variable
75,mlasttimetreatplace_rad,jaintia_data_2021-01-22_1315visits1_2_part,keep,,,"E6. If yes, where did you go? [Lada hooid, shano phi leit?] ","1, Asha | 2, Government local health center/clinic [Jaka ai sumar jong ka sorkar] | 3, Private clinic [Jaka ai sumar riew shimet] | 4, Pharmacy  | 6, Traditional healer / local practitioner [Nongsumar  khasi/ Nongsumar ba don ha shnong] | 7, Use local herbs / home remedies [Pyndonkam da ki kynbat ba ioh ha shnong/kaei kaei kaba shu  shna ha iing] | 8, Use medicines I still have at home [Pyndonkam da ki dawai kiba nga dang don ha iing] | 9, Nowhere [Shano shano ruh em] | 10, I don't know [Ngam tip] | 11, Other [Kiwei kiwei]",,,,NA,mlasttimetreatplace_rad,jaintia_data_2021-01-22_1315visits1_2_part::mlasttimetreatplace_rad,int,2,NA,NA,2 to 3,2,NA,0.997344461,duplicated variable
76,mtreatseekdays,jaintia_data_2021-01-22_1315visits1_2_part,keep,,,"E7. How many days after the fever began did you seek first treatment? (If same day, enter ""00"") [Hadien katno sngi ba phi ioh ia ka khieshit ba phi sa leit wad jingsumar?]",NA,,,,"enter the NUMBER  of days only; if same day, enter 0",mtreatseekdays,jaintia_data_2021-01-22_1315visits1_2_part::mtreatseekdays,int,0,NA,NA,0 to 2,2,NA,0.997344461,duplicated variable
77,mtest_rad,jaintia_data_2021-01-22_1315visits1_2_part,keep,,,E8. Were you tested for malaria? [Da dep leh test phi ia ka jingkhai rieh ?],"1, Yes | 2, No | 3, Unknown",,,,NA,mtest_rad,jaintia_data_2021-01-22_1315visits1_2_part::mtest_rad,int,1,NA,NA,1 to 1,1,NA,0.997344461,duplicated variable
78,mtestpos_rad,jaintia_data_2021-01-22_1315visits1_2_part,keep,,,"E9. If yes, was the test positive? [Ka test iong phi pynioo ka wa em rieh phi?]","1, Yes | 2, No | 3, Unknown",,,,NA,mtestpos_rad,jaintia_data_2021-01-22_1315visits1_2_part::mtestpos_rad,int,1,NA,NA,1 to 1,1,NA,0.997344461,duplicated variable
79,mpostreatdays,jaintia_data_2021-01-22_1315visits1_2_part,keep,,,"E10. If yes, how many days did it take before you started treatment after the positive test result? (If same day enter ""00"") [Katwon bam por ia phi u sdang phi ia ka jing sumar hadien wa test positive ki ia phi?] (If same day enter 00)",NA,,,,"enter the NUMBER of days only; if same day, enter 0",mpostreatdays,jaintia_data_2021-01-22_1315visits1_2_part::mpostreatdays,int,0,NA,NA,0 to 0,1,NA,0.997344461,duplicated variable
80,fever2wks_rad,jaintia_data_2021-01-22_1315visits1_2_part,keep,,,F1. Did you have fever in the last 2 weeks? [Phi ioh khieshit myn 2 taiew shwa?],"1, Yes | 2, No | 3, Don't know",,,,NA,fever2wks_rad,jaintia_data_2021-01-22_1315visits1_2_part::fever2wks_rad,int,2,NA,NA,1 to 2,2,NA,0.375189681,duplicated variable
81,treat2wks_rad,jaintia_data_2021-01-22_1315visits1_2_part,keep,,,F2. Did you get malaria treatment in the last 2 weeks? [Da ioh jingsumar phi nei bynta i khai rieh ha kini ki 2 taiaw wa da lai?],"1, Yes | 2, No | 3, Don't know",,,,NA,treat2wks_rad,jaintia_data_2021-01-22_1315visits1_2_part::treat2wks_rad,int,2,NA,NA,1 to 2,2,NA,0.375189681,duplicated variable
82,fever48hrs,jaintia_data_2021-01-22_1315visits1_2_part,keep,,,F3. Have you had fever in the last 48 hours? [Sniaw kjut phi lane em iin doh phi ha kini ki 48 kynta wa da lai?],"1, Yes | 2, No | 3, Don't know",,,,NA,fever48hrs,jaintia_data_2021-01-22_1315visits1_2_part::fever48hrs,int,2,NA,NA,1 to 3,3,NA,0.375189681,duplicated variable
83,symptoms_yn,jaintia_data_2021-01-22_1315visits1_2_part,keep,,,F4. Do you have any other symptoms now? [Em ki dak ki chin?],NA,,,,NA,symptoms_yn,jaintia_data_2021-01-22_1315visits1_2_part::symptoms_yn,int,0,NA,NA,0 to 1,2,NA,0.375189681,duplicated variable
84,symptoms_headache_rad,jaintia_data_2021-01-22_1315visits1_2_part,keep,,,Headache mentioned [Don kthakhlieh],"1, Yes | 2, No",,,,NA,symptoms_headache_rad,jaintia_data_2021-01-22_1315visits1_2_part::symptoms_headache_rad,int,1,NA,NA,1 to 2,2,NA,0.992033384,duplicated variable
85,symptoms_chills_rad,jaintia_data_2021-01-22_1315visits1_2_part,keep,,,Chills mentioned [Par kjam],"1, Yes | 2, No",,,,NA,symptoms_chills_rad,jaintia_data_2021-01-22_1315visits1_2_part::symptoms_chills_rad,int,2,NA,NA,1 to 2,2,NA,0.992033384,duplicated variable
86,symptoms_aches_rad,jaintia_data_2021-01-22_1315visits1_2_part,keep,,,Body aches mentioned [kjut doh],"1, Yes | 2, No",,,,NA,symptoms_aches_rad,jaintia_data_2021-01-22_1315visits1_2_part::symptoms_aches_rad,int,2,NA,NA,1 to 2,2,NA,0.992033384,duplicated variable
87,symptoms_other_rad,jaintia_data_2021-01-22_1315visits1_2_part,keep,,,Any other [kiwi kiwi tawan],"1, Yes | 2, No",,,,NA,symptoms_other_rad,jaintia_data_2021-01-22_1315visits1_2_part::symptoms_other_rad,int,2,NA,NA,1 to 2,2,NA,0.992033384,duplicated variable
88,symptoms_ifother,jaintia_data_2021-01-22_1315visits1_2_part,keep,,,F6. Specify other symptoms present now [Batai shai],NA,,,,NA,symptoms_ifother,jaintia_data_2021-01-22_1315visits1_2_part::symptoms_ifother,chr,Cold and cough,NA,NA,"Cold, Cold and cough, Cough, Cough and cold, Fever, NA",5,NA,0.998103187,duplicated variable
89,temp_yn,jaintia_data_2021-01-22_1315visits1_2_part,keep,,,F7. Was the body temperature taken?,NA,,,,NA,temp_yn,jaintia_data_2021-01-22_1315visits1_2_part::temp_yn,int,1,NA,NA,1 to 1,1,NA,0.375189681,duplicated variable
90,temp,jaintia_data_2021-01-22_1315visits1_2_part,keep,,,F8. Body temperature at the time of visit,NA,,,,NA,temp,jaintia_data_2021-01-22_1315visits1_2_part::temp,dbl,99.3,NA,NA,94.6 to 102,52,NA,0.375189681,duplicated variable
91,weight_yn,jaintia_data_2021-01-22_1315visits1_2_part,keep,,,F9. Was the weight taken?,NA,,,,NA,weight_yn,jaintia_data_2021-01-22_1315visits1_2_part::weight_yn,int,1,NA,NA,0 to 1,2,NA,0.375189681,duplicated variable
92,weight,jaintia_data_2021-01-22_1315visits1_2_part,keep,,,F10. Weight (kg),NA,,,,NA,weight,jaintia_data_2021-01-22_1315visits1_2_part::weight,dbl,34.9,NA,NA,5.4 to 170,544,NA,0.375948407,duplicated variable
93,height_yn,jaintia_data_2021-01-22_1315visits1_2_part,keep,,,F11. Was the height taken?,NA,,,,NA,height_yn,jaintia_data_2021-01-22_1315visits1_2_part::height_yn,int,1,NA,NA,0 to 1,2,NA,0.375189681,duplicated variable
94,height,jaintia_data_2021-01-22_1315visits1_2_part,keep,,,F12. Height (cm),NA,,,,NA,height,jaintia_data_2021-01-22_1315visits1_2_part::height,dbl,152.5,NA,NA,14 to 188,488,NA,0.376327769,duplicated variable
95,muarmcir_yn,jaintia_data_2021-01-22_1315visits1_2_part,keep,,,F13. Was mid upper arm circumference taken?,NA,,,,NA,muarmcir_yn,jaintia_data_2021-01-22_1315visits1_2_part::muarmcir_yn,int,1,NA,NA,0 to 1,2,NA,0.375189681,duplicated variable
96,muarmcir,jaintia_data_2021-01-22_1315visits1_2_part,keep,,,F14. Mid upper arm circumference (cm),NA,,,,NA,muarmcir,jaintia_data_2021-01-22_1315visits1_2_part::muarmcir,dbl,20.3,NA,NA,10 to 157,153,NA,0.375569044,duplicated variable
97,rdt_yn,jaintia_data_2021-01-22_1315visits1_2_part,keep,,,F15. Was an RDT done?,NA,,,,NA,rdt_yn,jaintia_data_2021-01-22_1315visits1_2_part::rdt_yn,int,1,NA,NA,0 to 1,2,NA,0.375189681,duplicated variable
98,rdt_rad,jaintia_data_2021-01-22_1315visits1_2_part,keep,,,F16. RDT result,"1, Pf | 2, Pv | 3, Pf + Pv | 4, Negative",,,,NA,rdt_rad,jaintia_data_2021-01-22_1315visits1_2_part::rdt_rad,int,4,NA,NA,1 to 4,2,NA,0.377086495,duplicated variable
99,hgb_yn,jaintia_data_2021-01-22_1315visits1_2_part,keep,,,F17. Was hemoglobin measured?,NA,,,,NA,hgb_yn,jaintia_data_2021-01-22_1315visits1_2_part::hgb_yn,int,1,NA,NA,0 to 1,2,NA,0.375189681,duplicated variable
100,hgb,jaintia_data_2021-01-22_1315visits1_2_part,keep,,,F18. Hemoglobin (g/dl),NA,,,,NA,hgb,jaintia_data_2021-01-22_1315visits1_2_part::hgb,dbl,13.2,NA,NA,5.6 to 121.1,113,NA,0.376327769,duplicated variable
101,pregind_rad,jaintia_data_2021-01-22_1315visits1_2_part,keep,,,"F20. (Ask only if the participant is female and in the fertile age range, otherwise choose Not applicable. Choose Yes if she is visibly pregnant. ) Are you pregnant? [Pun khon phi?] ","1, Yes | 2, No | 3, Don't know | 4, Not applicable",,,,NA,pregind_rad,jaintia_data_2021-01-22_1315visits1_2_part::pregind_rad,int,4,NA,NA,1 to 4,4,NA,0.375189681,duplicated variable
102,pregind_weeks,jaintia_data_2021-01-22_1315visits1_2_part,keep,,,F21. How many weeks pregnant?,NA,,,,NA,pregind_weeks,jaintia_data_2021-01-22_1315visits1_2_part::pregind_weeks,chr,4,NA,NA,>10 unique values,18,NA,0.987481032,duplicated variable
103,pregindclinic_rad,jaintia_data_2021-01-22_1315visits1_2_part,keep,,,F22. Have you visited the antenatal clinic? [Da juh lai ki cha ante natal clinic?],"1, Yes | 2, No | 3, Don't know",,,,NA,pregindclinic_rad,jaintia_data_2021-01-22_1315visits1_2_part::pregindclinic_rad,int,2,NA,NA,1 to 2,2,NA,0.987481032,duplicated variable
104,pregindclinicname,jaintia_data_2021-01-22_1315visits1_2_part,keep,,,F23. Which clinic did you visit? [Kam ka won ka clinic lai ko?] (Enter DK if she does not know),NA,,,,NA,pregindclinicname,jaintia_data_2021-01-22_1315visits1_2_part::pregindclinicname,chr,Barato Phc,NA,NA,"2, 3, Barato PHC, Barato PhC, Barato Phc, Barato phc, Civil hospital, District hospital, NA",8,NA,0.990515933,duplicated variable
105,samplefilt,jaintia_data_2021-01-22_1315visits1_2_part,keep,,,Filter paper,"1, Yes | 2, No",,,,NA,samplefilt,jaintia_data_2021-01-22_1315visits1_2_part::samplefilt,int,1,NA,NA,1 to 2,2,NA,0.375189681,duplicated variable
106,samplesmear,jaintia_data_2021-01-22_1315visits1_2_part,keep,,,Blood smear,"1, Yes | 2, No",,,,NA,samplesmear,jaintia_data_2021-01-22_1315visits1_2_part::samplesmear,int,1,NA,NA,1 to 2,2,NA,0.375189681,duplicated variable
107,samplevette,jaintia_data_2021-01-22_1315visits1_2_part,keep,,,Microvette,"1, Yes | 2, No",,,,NA,samplevette,jaintia_data_2021-01-22_1315visits1_2_part::samplevette,int,1,NA,NA,1 to 2,2,NA,0.375189681,duplicated variable
108,samplevac,jaintia_data_2021-01-22_1315visits1_2_part,keep,,,Vacutainer,"1, Yes | 2, No",,,,NA,samplevac,jaintia_data_2021-01-22_1315visits1_2_part::samplevac,int,2,NA,NA,1 to 2,2,NA,0.375189681,duplicated variable
109,occnotes,jaintia_data_2021-01-22_1315visits1_2_part,discard,,,"Field worker remarks about the interview in general, or about specific questions or answers",NA,,,,NA,occnotes,jaintia_data_2021-01-22_1315visits1_2_part::occnotes,chr,The team  could collect and record only the child's Hb level as she was crying and moving too much.,NA,NA,NA,10,NA,0.996206373,duplicated variable
110,interviewersig,jaintia_data_2021-01-22_1315visits1_2_part,discard,,,Interviewer Name,NA,,,,NA,interviewersig,jaintia_data_2021-01-22_1315visits1_2_part::interviewersig,chr,Enrichson,NA,NA,"Ch3, Christine, Enrich, Enriched, Enrichson, Enricson, Manroi, Watson, NA",8,NA,0.277314112,duplicated variable
111,interviewersigdate,jaintia_data_2021-01-22_1315visits1_2_part,discard,,,Date,NA,,,,NA,interviewersigdate,jaintia_data_2021-01-22_1315visits1_2_part::interviewersigdate,chr,8/15/18,date?,%d/%m/%Y,>10 unique values,47,NA,0.278072838,duplicated variable
112,collectorsig,jaintia_data_2021-01-22_1315visits1_2_part,discard,,,Sample collected by,NA,,,,NA,collectorsig,jaintia_data_2021-01-22_1315visits1_2_part::collectorsig,chr,Christine,NA,NA,>10 unique values,22,NA,0.369499241,duplicated variable
113,collectorsigdate,jaintia_data_2021-01-22_1315visits1_2_part,discard,,,Date,NA,,,,NA,collectorsigdate,jaintia_data_2021-01-22_1315visits1_2_part::collectorsigdate,chr,8/15/18,date?,%d/%m/%Y,>10 unique values,47,NA,0.369119879,duplicated variable
114,occupant_complete,jaintia_data_2021-01-22_1315visits1_2_part,discard,,,NA,NA,,,,NA,occupant_complete,jaintia_data_2021-01-22_1315visits1_2_part::occupant_complete,int,2,NA,NA,0 to 2,2,NA,0,duplicated variable
1,cenid,khasi_data_2021-01-22_1310visits1_2_hh,discard,,,1. Census (household) number,NA,,,,NA,cenid,khasi_data_2021-01-22_1310visits1_2_hh::cenid,chr,khyl002,NA,NA,>10 unique values,384,NA,0,duplicated variable
2,redcap_repeat_instrument,khasi_data_2021-01-22_1310visits1_2_hh,discard,,,NA,NA,,,,NA,redcap_repeat_instrument,khasi_data_2021-01-22_1310visits1_2_hh::redcap_repeat_instrument,lgl,NA,NA,NA,n/a,0,NA,1,no data
3,redcap_repeat_instance,khasi_data_2021-01-22_1310visits1_2_hh,discard,,,NA,NA,,,,NA,redcap_repeat_instance,khasi_data_2021-01-22_1310visits1_2_hh::redcap_repeat_instance,lgl,NA,NA,NA,n/a,0,NA,1,no data
4,visdat,khasi_data_2021-01-22_1310visits1_2_hh,keep,,,2. Date,NA,,,,NA,visdat,khasi_data_2021-01-22_1310visits1_2_hh::visdat,chr,8/2/18,NA,NA,>10 unique values,52,NA,0.0078125,duplicated variable
5,village,khasi_data_2021-01-22_1310visits1_2_hh,keep,,,3. Village,NA,,,,NA,village,khasi_data_2021-01-22_1310visits1_2_hh::village,chr,Khyllemsangrin,NA,NA,>10 unique values,24,NA,0.0078125,duplicated variable
6,gpslat,khasi_data_2021-01-22_1310visits1_2_hh,discard,,,4. GPS latitude (degrees),NA,,,,NA,gpslat,khasi_data_2021-01-22_1310visits1_2_hh::gpslat,dbl,25.73208,NA,NA,25.3911 to 25.7599,306,NA,0.013020833,duplicated variable
7,gpslong,khasi_data_2021-01-22_1310visits1_2_hh,discard,,,5. GPS longitude (degrees),NA,,,,NA,gpslong,khasi_data_2021-01-22_1310visits1_2_hh::gpslong,dbl,91.1744,NA,NA,91.10061 to 91.94,309,NA,0.013020833,duplicated variable
8,gpselev,khasi_data_2021-01-22_1310visits1_2_hh,discard,,,6. GPS elevation (meters),NA,,,,NA,gpselev,khasi_data_2021-01-22_1310visits1_2_hh::gpselev,int,1042,NA,NA,913 to 3278,201,NA,0.015625,duplicated variable
9,numpeopleinhouse,khasi_data_2021-01-22_1310visits1_2_hh,keep,,,7. How many people are usually in the household? [Katno ngut ki briew ki don ha iing?],NA,,,,NA,numpeopleinhouse,khasi_data_2021-01-22_1310visits1_2_hh::numpeopleinhouse,int,4,NA,NA,1 to 15,13,NA,0.0078125,duplicated variable
10,enrollhh_rad,khasi_data_2021-01-22_1310visits1_2_hh,discard,,,8. Household enrollment status,"1, Enrolled | 2, Refused | 3, Not available | 5, Not eligible",,,,NA,enrollhh_rad,khasi_data_2021-01-22_1310visits1_2_hh::enrollhh_rad,int,1,NA,NA,1 to 1,1,NA,0,duplicated variable
11,respondentsex,khasi_data_2021-01-22_1310visits1_2_hh,discard,,,A1. Gender of respondent,"1, Male | 2, Female | 3, Other | 999, Unknown",,,,NA,respondentsex,khasi_data_2021-01-22_1310visits1_2_hh::respondentsex,int,2,NA,NA,1 to 2,2,NA,0.005208333,duplicated variable
12,respondentage,khasi_data_2021-01-22_1310visits1_2_hh,discard,,,"A2. How old are you? [I rata iong u ne ka nong chimbynta?] (if age is unknown, enter 999)(If no person older than 18 years available, go to next household)",NA,,,,"(If no person older than 18 years available, go to next  household and try again later) ",respondentage,khasi_data_2021-01-22_1310visits1_2_hh::respondentage,int,50,NA,NA,15 to 72,54,NA,0.013020833,duplicated variable
13,respondenthofh_yn,khasi_data_2021-01-22_1310visits1_2_hh,discard,,,A3. Are you the head of the household? [Phi toh u khlieh duh ka iung?],NA,,,,NA,respondenthofh_yn,khasi_data_2021-01-22_1310visits1_2_hh::respondenthofh_yn,int,0,NA,NA,0 to 1,2,NA,0.0078125,duplicated variable
14,electricity_rad,khasi_data_2021-01-22_1310visits1_2_hh,keep,,,A5. Is there electricity in the household? (observe),"1, Yes | 2, No | 3, Other",,,,NA,electricity_rad,khasi_data_2021-01-22_1310visits1_2_hh::electricity_rad,int,1,NA,NA,1 to 3,3,NA,0.010416667,duplicated variable
15,electricityother,khasi_data_2021-01-22_1310visits1_2_hh,keep,,,A6. Specify other electricity [Batai shai],NA,,,,NA,electricityother,khasi_data_2021-01-22_1310visits1_2_hh::electricityother,chr,Solar,NA,NA,", Solar, Solar energy, Solar power",3,NA,0.919270833,duplicated variable
16,water_rad,khasi_data_2021-01-22_1310visits1_2_hh,keep,,,A7. What type of water supply? [Ka rukom sam um?],"1, Indoor plumbing [kor um ha iung] | 2, Bore well [um pump] | 3, Open well [pung um] | 4, Stream/river [wahduid/wah] | 5, Public tank/pump [kor um paidbah/pump] | 6, Other [kiwi kiwi]",,,,NA,water_rad,khasi_data_2021-01-22_1310visits1_2_hh::water_rad,int,5,NA,NA,1 to 6,6,NA,0.0078125,duplicated variable
17,waterother,khasi_data_2021-01-22_1310visits1_2_hh,keep,,,A8. Specify other water supply [Batai che],NA,,,,NA,waterother,khasi_data_2021-01-22_1310visits1_2_hh::waterother,chr,Rain water,NA,NA,", Rain water",1,NA,0.997395833,duplicated variable
18,toilet_rad,khasi_data_2021-01-22_1310visits1_2_hh,keep,,,A9. Is a toilet available? [Ka jingem painkhana?],"1, No toilet for household/open defecation [Ym em thaw lai painkhana ha iung] | 2, Pit latrine available [Dei theh um] | 3, Other [Kiwi kiwi tawon]",,,,NA,toilet_rad,khasi_data_2021-01-22_1310visits1_2_hh::toilet_rad,int,2,NA,NA,1 to 3,3,NA,0.0078125,duplicated variable
19,toiletother,khasi_data_2021-01-22_1310visits1_2_hh,keep,,,A10. Specify other toilet availability [Batai che],NA,,,,NA,toiletother,khasi_data_2021-01-22_1310visits1_2_hh::toiletother,chr,Sharing with others,NA,NA,", Pour-flush,flush( septic tank), Septic tank, Sharing toilet with neighbours, Sharing with others",4,NA,0.984375,duplicated variable
20,toiletuse_rad,khasi_data_2021-01-22_1310visits1_2_hh,keep,,,"A11. If there is a toilet, do people in the household use it? [Lada don jaka leit bar, ki briew ha iing ki pyndonkam ne em?] ","1, Yes, always [Hooid, barobor] | 2, Yes, sometimes [Hooid, teng-teng] | 3, No [Em]",,,,NA,toiletuse_rad,khasi_data_2021-01-22_1310visits1_2_hh::toiletuse_rad,int,1,NA,NA,1 to 2,2,NA,0.0703125,duplicated variable
21,mobphone_yn,khasi_data_2021-01-22_1310visits1_2_hh,keep,,,A12. Is there a mobile phone present in your household? [Em mobile phone hi ha iung iong phi?],NA,,,,NA,mobphone_yn,khasi_data_2021-01-22_1310visits1_2_hh::mobphone_yn,int,0,NA,NA,0 to 1,2,NA,0.010416667,duplicated variable
22,mobphonesickuse_rad,khasi_data_2021-01-22_1310visits1_2_hh,keep,,,A13. Do you use a mobile phone when somebody is sick in the household? [Juh pynem kam phi ia ka mobile phone mynda em wa kjut ha iung?],"1, Yes | 2, No | 3, Don't know",,,,NA,mobphonesickuse_rad,khasi_data_2021-01-22_1310visits1_2_hh::mobphonesickuse_rad,int,1,NA,NA,1 to 3,3,NA,0.557291667,duplicated variable
23,mobphone_use,khasi_data_2021-01-22_1310visits1_2_hh,keep,,,"A14. If yes, who do you call? [Man da em was kjut ha iung, yei ii phone phi?]",NA,,,,NA,mobphone_use,khasi_data_2021-01-22_1310visits1_2_hh::mobphone_use,chr,Calling relatives,NA,NA,>10 unique values,31,NA,0.627604167,duplicated variable
24,walls_rad,khasi_data_2021-01-22_1310visits1_2_hh,keep,,,A15. Building material used for walls of the house (observe),"1, Mud | 2, Brick | 3, Concrete | 4, Thatch | 5, Stone | 6, Wood | 7, Other",,,,NA,walls_rad,khasi_data_2021-01-22_1310visits1_2_hh::walls_rad,int,6,NA,NA,1 to 6,6,NA,0.0078125,duplicated variable
25,wallsother,khasi_data_2021-01-22_1310visits1_2_hh,discard,,,A16. Specify other building material,NA,,,,NA,wallsother,khasi_data_2021-01-22_1310visits1_2_hh::wallsother,chr,Wood,NA,NA,", Thatch, Wood, Wood and concrete, Wood and tin",4,NA,0.963541667,duplicated variable
26,roof_rad,khasi_data_2021-01-22_1310visits1_2_hh,keep,,,A17. Type of roof of the house (observe),"1, Thatched | 2, Concrete | 3, Tiles | 4, Thatched and tiles | 5, Tin | 6, Other",,,,NA,roof_rad,khasi_data_2021-01-22_1310visits1_2_hh::roof_rad,int,5,NA,NA,1 to 5,4,NA,0.0078125,duplicated variable
27,roofother,khasi_data_2021-01-22_1310visits1_2_hh,discard,,,A18. Specify other roof type,NA,,,,NA,roofother,khasi_data_2021-01-22_1310visits1_2_hh::roofother,lgl,NA,NA,NA,n/a,0,NA,1,no data
