dataFile,variable,codebookDescription,codebookValues,termType,IRI,label,displayOrder,definition,category,parentLabel,parentIRI,replaces
midline-anthro-public,midline-anthro-public::targetchild,,targetchild,variable,http://purl.obolibrary.org/obo/EUPATH_0035112,Target child or sibling/neighbor,,Target child participants were in utero at enrollment and were the primary study population (referred to as 'index children' in the manuscript). Older sibling or neighbor participants were less than 36m at the time of target child enrollment.,Participant,Participant,http://purl.obolibrary.org/obo/EUPATH_0000096,NA
diar-public,diar-public::tv,,"0. No TV,
1. Owns TV,
9. Missing/DK",value,http://purl.obolibrary.org/obo/ENVO_01000579,Television,,,Household,Assets,http://purl.obolibrary.org/obo/EUPATH_0000144,NA
endline-anthro-public,endline-anthro-public::tv,,"0. No TV,
1. Owns TV,
9. Missing/DK",value,http://purl.obolibrary.org/obo/ENVO_01000579,Television,,,Household,Assets,http://purl.obolibrary.org/obo/EUPATH_0000144,NA
midline-anthro-public,midline-anthro-public::tv,,"0. No TV,
1. Owns TV,
9. Missing/DK",value,http://purl.obolibrary.org/obo/ENVO_01000579,Television,,,Household,Assets,http://purl.obolibrary.org/obo/EUPATH_0000144,NA
diar-public,diar-public::water_time,,,variable,http://purl.obolibrary.org/obo/EUPATH_0037013,Time to drinking water source (min),,Distance (measured in minutes to walk one way) to the primary water source from the target child participant's home.,Household,Household water,http://purl.obolibrary.org/obo/EUPATH_0000731,NA
endline-anthro-public,endline-anthro-public::water_time,,,variable,http://purl.obolibrary.org/obo/EUPATH_0037013,Time to drinking water source (min),,Distance (measured in minutes to walk one way) to the primary water source from the target child participant's home.,Household,Household water,http://purl.obolibrary.org/obo/EUPATH_0000731,NA
midline-anthro-public,midline-anthro-public::water_time,,,variable,http://purl.obolibrary.org/obo/EUPATH_0037013,Time to drinking water source (min),,Distance (measured in minutes to walk one way) to the primary water source from the target child participant's home.,Household,Household water,http://purl.obolibrary.org/obo/EUPATH_0000731,NA
endline-anthro-public,endline-anthro-public::underwt,,"1. YES,
0. NO",variable,http://purl.obolibrary.org/obo/EUPATH_0035066,Underweight,,"Whether the target child participant was underweight, defined as having a weight-for-age z-score of less than -2. Anthropometry of target children was assessed 1 year after intervention initiation (midline, when target children were 8-15m of age) and 2 years after intervention initiation (endline, when target children were 21-27m of age)",Observation,Anthropometry,http://purl.obolibrary.org/obo/EUPATH_0000649,NA
midline-anthro-public,midline-anthro-public::underwt,,"1. YES,
0. NO",variable,http://purl.obolibrary.org/obo/EUPATH_0035066,Underweight,,"Whether the target child participant was underweight, defined as having a weight-for-age z-score of less than -2. Anthropometry of target children was assessed 1 year after intervention initiation (midline, when target children were 8-15m of age) and 2 years after intervention initiation (endline, when target children were 21-27m of age)",Observation,Anthropometry,http://purl.obolibrary.org/obo/EUPATH_0000649,NA
diar-public,diar-public::walls,,"0. Bamboo/mud/cane,
1. Concrete,
9. Missing/DK",variable,http://purl.obolibrary.org/obo/EUPATH_0025167,Wall material type,,,Household,Dwelling characteristics,http://purl.obolibrary.org/obo/EUPATH_0000303,NA
endline-anthro-public,endline-anthro-public::walls,,"0. Bamboo/mud/cane,
1. Concrete,
9. Missing/DK",variable,http://purl.obolibrary.org/obo/EUPATH_0025167,Wall material type,,,Household,Dwelling characteristics,http://purl.obolibrary.org/obo/EUPATH_0000303,NA
midline-anthro-public,midline-anthro-public::walls,,"0. Bamboo/mud/cane,
1. Concrete,
9. Missing/DK",variable,http://purl.obolibrary.org/obo/EUPATH_0025167,Wall material type,,,Household,Dwelling characteristics,http://purl.obolibrary.org/obo/EUPATH_0000303,NA
,,,NA,category,http://purl.obolibrary.org/obo/EUPATH_0000596,Waste disposal,NA,,Household,Dwelling facilities,http://purl.obolibrary.org/obo/EUPATH_0000302,NA
endline-anthro-public,endline-anthro-public::wasted,,"1. YES,
0. NO",variable,http://purl.obolibrary.org/obo/EUPATH_0035064,Wasted,,"Whether the target child participant was wasted, defined as having a weight-for-length or -height z-score of less than -2. Anthropometry of target children was assessed 1 year after intervention initiation (midline, when target children were 8-15m of age) and 2 years after intervention initiation (endline, when target children were 21-27m of age).",Observation,Anthropometry,http://purl.obolibrary.org/obo/EUPATH_0000649,NA
midline-anthro-public,midline-anthro-public::wasted,,"1. YES,
0. NO",variable,http://purl.obolibrary.org/obo/EUPATH_0035064,Wasted,,"Whether the target child participant was wasted, defined as having a weight-for-length or -height z-score of less than -2. Anthropometry of target children was assessed 1 year after intervention initiation (midline, when target children were 8-15m of age) and 2 years after intervention initiation (endline, when target children were 21-27m of age).",Observation,Anthropometry,http://purl.obolibrary.org/obo/EUPATH_0000649,NA
diar-public,diar-public::week_survey,Week of measurement,,variable,http://purl.obolibrary.org/obo/EUPATH_0035096,Week,,,Observation,Observation details,http://purl.obolibrary.org/obo/EUPATH_0000310,NA
endline-anthro-public,endline-anthro-public::week_survey,Week of measurement,,variable,http://purl.obolibrary.org/obo/EUPATH_0035096,Week,,,Observation,Observation details,http://purl.obolibrary.org/obo/EUPATH_0000310,NA
midline-anthro-public,midline-anthro-public::week_survey,Week of measurement,,variable,http://purl.obolibrary.org/obo/EUPATH_0035096,Week,,,Observation,Observation details,http://purl.obolibrary.org/obo/EUPATH_0000310,NA
endline-anthro-public,endline-anthro-public::waz,Weight-for-age Z-score,,variable,http://purl.obolibrary.org/obo/EUPATH_0035073,"Weight-for-age z-score, using median weight",,,Observation,Anthropometry,http://purl.obolibrary.org/obo/EUPATH_0000649,NA
midline-anthro-public,midline-anthro-public::waz,Weight-for-age Z-score,,variable,http://purl.obolibrary.org/obo/EUPATH_0035073,"Weight-for-age z-score, using median weight",,,Observation,Anthropometry,http://purl.obolibrary.org/obo/EUPATH_0000649,NA
endline-anthro-public,endline-anthro-public::whz,Weight-for-length/height Z-score,,variable,http://purl.obolibrary.org/obo/EUPATH_0035069,"Weight-for-length or -height z-score, using median weight and median length or height",,,Observation,Anthropometry,http://purl.obolibrary.org/obo/EUPATH_0000649,NA
midline-anthro-public,midline-anthro-public::whz,Weight-for-length/height Z-score,,variable,http://purl.obolibrary.org/obo/EUPATH_0035069,"Weight-for-length or -height z-score, using median weight and median length or height",,,Observation,Anthropometry,http://purl.obolibrary.org/obo/EUPATH_0000649,NA
diar-public,diar-public::year_survey,Year of measurement,,variable,http://purl.obolibrary.org/obo/EUPATH_0010374,Year,,,Observation,Observation details,http://purl.obolibrary.org/obo/EUPATH_0000310,NA
endline-anthro-public,endline-anthro-public::year_survey,Year of measurement,,variable,http://purl.obolibrary.org/obo/EUPATH_0010374,Year,,,Observation,Observation details,http://purl.obolibrary.org/obo/EUPATH_0000310,NA
midline-anthro-public,midline-anthro-public::year_survey,Year of measurement,,variable,http://purl.obolibrary.org/obo/EUPATH_0010374,Year,,,Observation,Observation details,http://purl.obolibrary.org/obo/EUPATH_0000310,NA
