overallOrder,variable,dataFile,IRI,label,definition,category,parentLabel,parentIRI,codebookDescription,codebookValues,termType,notesForOnt
169,other_treat,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,,Household member received malaria treatment in last month,Last month is taken from the time of the household visit,Participant,Individuals related to participant,EUPATH_0010037,"<font color=""blue""> Pambali pa odwala amene anapita ku chipatala, palinso ena amene anakalandirirako chithandizo cha makhwala a malungo mwezi wathawu?</font> 
Apart from patients who have gone to the hospital, are there some who have received treatment for malaria last month?","0, No | 1, Yes | -9, Unknown","category, variable",
170,peads_other,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,,Under 5 years old treated for malaria (count),,Participant,Household member received malaria treatment in last month,EUPATH_0010037,"<font color=""blue""> Ndi ana angati mwa amene anakalandila chithandizo cha mankhwala a malungo mwezi wangothawu amene ali osaposera zaka zisanu?</font> 
How many of them have received treatment for malaria last month that is not more than five years old?","0, 0| 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, 10 | 11, 11 | 12, 12 | 13, 13 | 14, 14 | 15, 15 | 16, 16 | 17, 17 | 18, 18 | 19, 19 | 20, 20 | -9, Unknown",variable,
171,five_12yrsother,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,,5-12 years old treated for malaria (count),,Participant,Household member received malaria treatment in last month,EUPATH_0010037,"<font color=""blue""> Ndi ana angati mwa amene anakalandila chithandizo cha mankhwala a malungo mwezi wangothawu amene ali oyambira zaka zisanu kufika khumi ndi ziwiri?</font> 
How many of them have received treatment for the last month of the month which is from five to twelve years?","0, 0| 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, 10 | 11, 11 | 12, 12 | 13, 13 | 14, 14 | 15, 15 | 16, 16 | 17, 17 | 18, 18 | 19, 19 | 20, 20 | -9, Unknown",variable,
172,adults_other,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,,Over 12 years old treated for malaria (count),,Participant,Household member received malaria treatment in last month,EUPATH_0010037,"<font color=""blue""> Ndi anthu angati mwa amene anakalandila chithandizo cha mankhwala a malungo mwezi wangothawu amene ali opitirira zaka khumi ndi ziwiri?</font> How many people have received treatment for malaria last month that is over twelve years old?","0, 0| 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, 10 | 11, 11 | 12, 12 | 13, 13 | 14, 14 | 15, 15 | 16, 16 | 17, 17 | 18, 18 | 19, 19 | 20, 20 | -9, Unknown",variable,
173,mctedu,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,,Interviewee's education level,,Participant,Individuals related to participant,EUPATH_0010037,"<font color=""blue""> Kodi sukulu munaphunzira kulekeza pati?</font> 
Where did you go to school?","0, None | 1, Standard 1-4 | 2, Standard 5-8 | 3, Form 1-2 | 4, Form 3-4 | 5, University/College | -9, Unknown",variable,
174,mctearn,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,,Interviewee's occupation,,Participant,Individuals related to participant,EUPATH_0010037,"<font color=""blue""> Kodi ndalama zanu mumazipeza bwanji?</font> How do you get your money?","0, Adult patient/mother/caretaker doesn't earn money | 1, Working for wages | 2, Vending/selling items | 3, Farming | 4, Other | -9, Unknown",variable,
175,mctearnsp,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,,Other interviewee's occupation,,Participant,Individuals related to participant,EUPATH_0010037," <font color=""blue"">Ngati pali zina tchulani</font> Other",,variable,
176,spouse,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,,Interviewee's spouse's occupation,,Participant,Individuals related to participant,EUPATH_0010037,"<font color=""blue""> Kodi amuna anu kapena akazi anu amapeza bwanji ndalama?</font> How does your spouse earn money?","0, Spouse doesn't earn money | 1, Working for wages | 2, Vendor/selling items | 3, Farming | 4, Other | -9, Unknown",variable,
177,spo_inc,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,,Other interviewee's spouse's occupation,,Participant,Individuals related to participant,EUPATH_0010037,"<font color=""blue"">Ngati pali zina tchulani</font>",,variable,
178,radio,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,ENVO_01000577,Radio,,Household,Assets,EUPATH_0000144,"<font color=""blue"">Kodi m'nyumba mwanu muli ndi wailesi?</font>","0, No | 1, Yes | -9, Unknown",value,
179,bike,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,ENVO_01000614,Bicycle,,Household,Assets,EUPATH_0000144,"<font color=""blue"">Kodi m'nyumba mwanu muli ndi njinga? </font>","0, No | 1, Yes | -9, Unknown",value,
180,car,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,EUPATH_0000171,Car or truck,,Household,Assets,EUPATH_0000144,"<font color=""blue"">Kodi m'nyumba mwanu muli ndi galimoto? </font>","0, No | 1, Yes | -9, Unknown",value,
181,house,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,,House,,Household,Assets,EUPATH_0000144,"<font color=""blue"">Kodi muli ndi malo/nyumba?</font>","0, No | 1, Yes | -9, Unknown",value,
182,electric,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,EUPATH_0021084,Electricity,,Household,Assets,EUPATH_0000144,"<font color=""blue"">Kodi m'nyumba mwanu muli ndi magesti?</font>","0, No | 1, Yes | -9, Unknown",value,
183,tv,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,ENVO_01000579,Television,,Household,Assets,EUPATH_0000144,"<font color=""blue"">Kodi m'nyumba mwanu muli ndi kanema?</font>","0, No | 1, Yes | -9, Unknown",value,
184,housemat,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,,Wall material type,,Household,Dwelling characteristics,EUPATH_0000303,"<font color =""blue"">Kodi Khoma la nyumbayi linamangidwa ndi chiani?</font> What was the building of the building?","1, Natural wall | 2, Rudimentary wall | 3, Finished wall | 4, Other",variable,
185,hous_nat,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,EUPATH_0000009,Wall material,,Household,Dwelling characteristics,EUPATH_0000303,Select the type of natural wall,"11, No walls | 12, Cane/sticks/bamboo/reed",variable,map multiple variables to same IRI
186,hous_rud,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,EUPATH_0000009,Wall material,,Household,Dwelling characteristics,EUPATH_0000303,Select the type of rudementary wall,"21, Bamboo/wood with mud | 22, Stone with mud | 23, Uncovered abode | 24, Plywood | 25, Carton",variable,map multiple variables to same IRI
187,hous_fin,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,EUPATH_0000009,Wall material,,Household,Dwelling characteristics,EUPATH_0000303,Select the type of finished wall,"31, Cement | 32, Stone with lime/cement | 33, Bricks | 34, Cement blocks | 35, Covered adobe | 36, Wood planks/shingles",variable,map multiple variables to same IRI
188,hous_other,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,EUPATH_0000009,Wall material,,Household,Dwelling characteristics,EUPATH_0000303,"<font color=""blue"">Ngati pali zina nenani</font>",,variable,map multiple variables to same IRI
189,roofmat,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,,Roof material type,,Household,Dwelling characteristics,EUPATH_0000303,"<font color =""blue"">Kodi denga lanyumba yanu ndi lopangidwa ndi chiani?</font> What is your home roof made of?","1, Natural roof | 2, Rudimentary roof | 3, Finished roof | 4, Other",variable,
190,roof_nat,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,EUPATH_0000003,Roof material,,Household,Dwelling characteristics,EUPATH_0000303,Select the type of natural roof,"11, Thatch/leaf | 12, Sticks and mud",variable,map multiple variables to same IRI
191,roof_rud,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,EUPATH_0000003,Roof material,,Household,Dwelling characteristics,EUPATH_0000303,Select the type of rudementary roof,"21, Rustic mat/plastic sheet | 22, Reed/bamboo | 23, Wood planks",variable,map multiple variables to same IRI
192,roof_fin,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,EUPATH_0000003,Roof material,,Household,Dwelling characteristics,EUPATH_0000303,Select the type of finished roof,"31, Corrugated iron | 32, Wood | 33, Calamine/cement fiber | 34, Cement/concrete | 35, Roofing shingles",variable,map multiple variables to same IRI
193,roof_other,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,EUPATH_0000003,Roof material,,Household,Dwelling characteristics,EUPATH_0000303,"<font color=""blue"">Ngati pali zina nenani</font>",,variable,map multiple variables to same IRI
194,window,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,,Windows,,Household,Dwelling characteristics,EUPATH_0000303,"<font color=""blue"">Kodi nyumba yanu ili ndi mazenera?</font> (<i>observe</i>) Does your house have windows?","0, No | 1, Yes",variable,
196,windowmatsp___1,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,,Glass,,Household,Window material,,What are the windows of the building made? Windows with glass,,value,
197,windowmatsp___2,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,,Screen,,Household,Window material,,Windows with screens ,,value,
198,windowmatsp___3,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,,Curtain or shutters,,Household,Window material,,Windows with curtains or shutters,,value,
200,floormat,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,,Floor material type,,Household,Dwelling characteristics,EUPATH_0000303,"<font color=""blue"">Kodi pansi pa nyumba yanu ndipopangidwa ndi chiani?</font>","1, Natural floor | 2, Rudimentary floor | 3, Finished floor | 4, Other",variable,
201,floor_nat,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,,Natural floor material,,Household,Dwelling characteristics,EUPATH_0000303,Select the type of natural floor,"11, Earth/sand | 12, Dung",variable,
203,floor_fin,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,,Finished floor material,,Household,Dwelling characteristics,EUPATH_0000303,Select the type of finished floor,"31, Parquet or polished wood | 32, Vinyl or asphalt strips | 33, Ceramic tiles | 34, Cement | 35, Carpet",variable,
206,fuelmat,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,EUPATH_0000023,Cooking fuel,,Household,Dwelling facilities,EUPATH_0000302,"<font color=""blue"">Kodi mumagwiritsa ntchito chiani pophikira?</font> What do you use for cooking?","01, Electricity | 02, LPG/ natural gas | 03, Biogas | 04, Kerosene | 05, Coal/lignite | 06, Charcoal | 07, Firewood/straw | 08, Dung | 09, Other",variable,
208,water,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,ENVO_00003064,Drinking water source,,Household,Household water,EUPATH_0000731,"<font color=""blue"">Kodi madzi akumwa mumawatenga kuti?</font> 
Where do you get your drinking water?","1, Piped water | 21, Tube well or borehole | 3, Dug well | 4, Water from spring | 51, Rainwater | 61, Tanker truck | 71, Cart with small tank | 81, Surface water (river/dam/lake/pond/stream/canal/irrigation channel) | 91, Bottled water | 96, Other | -9, Unknown",variable,
209,pipewater,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,,Piped drinking water source,,Household,Household water,EUPATH_0000731,Select the type of piped water,"11, Piped into dwelling | 12, Piped into yard/plot | 13, Public tap/standpipe",variable,
210,dug,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,,Well drinking water source,,Household,Household water,EUPATH_0000731,Select the type of dug well,"31, Protected well | 32, Unprotected well",variable,
211,spring,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,,Spring drinking water source,,Household,Household water,EUPATH_0000731,Select the type of water from spring,"41, Protected spring | 42, Unprotected spring",variable,
213,toilet,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,EUPATH_0000335,Human waste facilities,,Household,Waste disposal,EUPATH_0000596,"<font color=""blue"">Kodi muli ndi chimbudzi chotani?</font> 
Do you have a toilet?","1, Flush or pour flush toilet | 2, Pit latrine | 31, Composting toilet | 41, Bucket toilet | 51, Hanging toilet/hanging latrine | 61, No facility/bush/field | 96, Other | -9, Unknown",variable,
214,flush,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,,Toilet type,,Household,Waste disposal,EUPATH_0000596,Select the type of flush or pour flush toilet,"11, Flush to piped sewer system | 12, Flush to septic tank | 13, Flush to pit latrine | 14, Flush to somewhere else | 15, Flush, don't know where",variable,
215,pit,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,,Latrine type,,Household,Waste disposal,EUPATH_0000596,Select the type of pit latrine,"21, Ventilated improved pit latrine (VIP) | 22, Pit latrine with slab | 23, Pit latrine without slab/open pit",variable,
216,toiletsp,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,,Other human waste facilities,,Household,Waste disposal,EUPATH_0000596,"<font color=""blue"">Ngati pali zina tchulani</font>",,variable,
220,screen,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,,Screened windows,,Household,Dwelling characteristics,EUPATH_0000303,Are the windows of the house screened? <i>(Observe)</i>,"0, No | 1, Yes",variable,
221,eaves,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,EUPATH_0000015,Eaves,,Household,Dwelling characteristics,EUPATH_0000303,What is the condition of the house eaves? <i>(Observe)</i>,"1, Open | 2, Closed",variable,
222,nrooms,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,EUPATH_0011593,Room count,,Household,Dwelling characteristics,EUPATH_0000303,Number of rooms in the house?,,variable,
223,asprooms,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,,Rooms aspirated (count),,Entomology,Individual entomological measurement,EUPATH_0000313,How many rooms were aspirated?,,variable,
224,nslept,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,EUPATH_0000714,Persons sleeping in dwelling,,Household,Socioeconomic factors,EUPATH_0000304,How many people slept in the house?,,variable,
225,breeding,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,,Mosquito breeding sites,,Household,Dwelling environment,EUPATH_0010032,Are there potential breeding sites around the house? <i>(Observe)</i>,"0, No | 1, Yes",variable,
226,breedingn,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,,Mosquito breeding site count,,Household,Dwelling environment,EUPATH_0010032,"If yes, how many breeding sites are there? <i>(Observe)</i>",,variable,
227,stwater,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,,Standing water,,Household,Dwelling environment,EUPATH_0010032,"If yes, what types of potential breeding sites are around the house? Standing water in the ground","0, No | 1, Yes",value,
228,stwaterm,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,,Standing water distance,,Household,Dwelling environment,EUPATH_0010032,Distance from the house,,variable,
229,garden,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,,Gardens,,Household,Dwelling environment,EUPATH_0010032,Gardens,"0, No | 1, Yes",value,
230,gardenm,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,,Garden distance,,Household,Dwelling environment,EUPATH_0010032,Distance from the house,,variable,
231,dtyre,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,,Discarded tires,,Household,Dwelling environment,EUPATH_0010032,Discarded tyres,"0, No | 1, Yes",value,
232,dtyrem,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,,Discarded tires distance,,Household,Dwelling environment,EUPATH_0010032,Distance from the house,,variable,
233,dtrash,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,,Discarded trash,,Household,Dwelling environment,EUPATH_0010032,"Discarded trash (e.g., pots, pans, etc.)","0, No | 1, Yes",value,
234,dtrashm,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,,Discarded trash distance,,Household,Dwelling environment,EUPATH_0010032,Distance from the house,,variable,
235,marsh,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,,Marshes,,Household,Dwelling environment,EUPATH_0010032,Marshes,"0, No | 1, Yes",value,
236,marshm,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,,Marshes distance,,Household,Dwelling environment,EUPATH_0010032,Distance from the house,,variable,
237,forest,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,,Forest,,Household,Dwelling environment,EUPATH_0010032,Forest,"0, No | 1, Yes",value,
238,forestm,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,,Forset distance,,Household,Dwelling environment,EUPATH_0010032,Distance from the house,,variable,
239,mostime,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,,Collection time,,Entomology,Entomological measurements,EUPATH_0000327,Time of collection,"1, 6:00-11:00am | 2, After 11:00am",variable,
240,nethang,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,,Bednet hanging,,Observation,Personal vector intervention,EUPATH_0021097,"<font color=""blue"">Ndingathe kuona nawo pamene (tchulani dzina laodwala) anagona usiku wathawu?</font>
<i>Observe if the net has been hanged.</i>","0, Not hanged | 1, Hanged no holes | 2, Hanged with holes | 3, Refused to show net | -9, Unknown",variable,
241,nettype,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,,Bednet type,,Observation,Personal vector intervention,EUPATH_0021097,Observe the type of net,"1, Permanent net | 2, Pretreated net | 7, Other | -9, Unknown",variable,
242,netperm,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,,Permanent bednet brand,,Observation,Personal vector intervention,EUPATH_0021097,"If permanent net, observe the brand of net","1, Permanet | 2, Olyset",variable,
243,netpretreat,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,,Pretreated bednet brand,,Observation,Personal vector intervention,EUPATH_0021097,"If pretreated net, observe the brand of the net","3, ICONET | 4, Fennet | 5, KO Nets | 6, Safinet",variable,
244,nettypesp,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,,Other bednet type,,Observation,Personal vector intervention,EUPATH_0021097,"If other, specify",,variable,
245,finalres,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,,Household visit status,,Household,Household,PCO_0000024,Final result of the household visit,"1, Completed | 2, No household member at home or no competent respondent at home at time of visit | 3, Entire household absent for extended period of time | 4, Postponed | 5, Withdrawn consent | 6, House vacant or address not a dwelling | 7, House not found | 8, Other",variable,
246,finalsp,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,,Other household visit status,,Household,Household,PCO_0000024,"If other, specify",,variable,
284,culexm,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,,Male Culex count,,Entomology,Culex,,Number of male <i>Culex</i>,,variable,
285,culexf,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,,Female Culex count,,Entomology,Culex,,Number of female <i>Culex</i>,,variable,
286,anom,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,,Male Anopheles count,,Entomology,Anopheles,,Number of male <i>Anopheles</i>,,variable,
287,anof,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,,Female Anopheles count,,Entomology,Anopheles,,Number of female <i>Anopheles</i>,,variable,
288,aedesm,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,,Male Aedes count,,Entomology,Aedes,,Number of male <i>Aedes</i>,,variable,
289,aedesf,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,,Female Aedes count,,Entomology,Aedes,,Number of female <i>Aedes</i>,,variable,
290,anot,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,,Anopheles count,,Entomology,Anopheles,,Total number of male and female <i>Anopheles</i> mosquitoes in the petri dish,[anom]+[anof],variable,
291,most,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,,Mosquito count,,Entomology,Entomological measurements,EUPATH_0000327,Total count of all male and female mosquitoes in the petri dish,[culexm]+[culexf]+[anom]+[anof]+[aedesm]+[aedesf],variable,
292,anom1id,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,,Whole Anopheles ID,,Entomology,Anopheles,,Male #1: Whole male <i>Anopheles</i> barcode,,variable,
293,anom1morph,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,,"Anopheles species, by morphology",,Entomology,Anopheles,,Male #1: Morphological identification,"1, An. gambiae s.l. | 2, An. funestus s.l. | 3, Other Anopheles",variable,
295,anom2id,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,,Whole Anopheles ID,,Entomology,Anopheles,,Male #2: Whole male <i>Anopheles</i> barcode,,variable,
296,anom2morph,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,,Anopheles species,,Entomology,Anopheles,,Male #2: Morphological identification,"1, An. gambiae s.l. | 2, An. funestus s.l. | 3, Other Anopheles",variable,
367,anof1hthid,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,,Anopheles head and thorax ID,,Entomology,Anopheles,,Female #1: Mosquito head + thorax ID,,variable,
368,anof1abid,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,,Anopheles abdomen ID,,Entomology,Anopheles,,Female #1: Mosquito abdomen ID,,variable,
369,anof1morph,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,,"Anopheles species, by morphology",,Entomology,Anopheles,,Female #1: Morphological identification,"1, An. gambiae s.l. | 2, An. funestus s.l. | 3, Other Anopheles",variable,
371,anof1gono,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,,Anopheles gonotrophic status,,Entomology,Anopheles,,Female #1: Gonotrophic status,"1, Empty/unfed | 2, Bloodfed | 3, Half-gravid | 4, Gravid",variable,
372,anof1tubes,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,,"Head and thorax, abdomen collected",,Entomology,Anopheles,,Female #1: Head + thorax and abdomen separated and placed into tubes?,"0, No | 1, Yes",variable,
374,anof2hthid,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,,Anopheles head and thorax ID,,Entomology,Anopheles,,Female #2: Mosquito head + thorax ID,,variable,
375,anof2abid,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,,Anopheles abdomen ID,,Entomology,Anopheles,,Female #2: Mosquito abdomen ID,,variable,
376,anof2morph,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,,"Anopheles species, by morphology",,Entomology,Anopheles,,Female #2: Morphological identification,"1, An. gambiae s.l. | 2, An. funestus s.l. | 3, Other Anopheles",variable,
378,anof2gono,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,,Anopheles gonotrophic status,,Entomology,Anopheles,,Female #2: Gonotrophic status,"1, Empty/unfed | 2, Bloodfed | 3, Half-gravid | 4, Gravid",variable,
379,anof2tubes,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,,"Head and thorax, abdomen collected",,Entomology,Anopheles,,Female #2: Head + thorax and abdomen separated and placed into tubes?,"0, No | 1, Yes",variable,
381,anof3hthid,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,,Anopheles head and thorax ID,,Entomology,Anopheles,,Female #3: Mosquito head + thorax ID,,variable,
382,anof3abid,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,,Anopheles abdomen ID,,Entomology,Anopheles,,Female #3: Mosquito abdomen ID,,variable,
383,anof3morph,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,,"Anopheles species, by morphology",,Entomology,Anopheles,,Female #3: Morphological identification,"1, An. gambiae s.l. | 2, An. funestus s.l. | 3, Other Anopheles",variable,
385,anof3gono,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,,Anopheles gonotrophic status,,Entomology,Anopheles,,Female #3: Gonotrophic status,"1, Empty/unfed | 2, Bloodfed | 3, Half-gravid | 4, Gravid",variable,
386,anof3tubes,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,,"Head and thorax, abdomen collected",,Entomology,Anopheles,,Female #3: Head + thorax and abdomen separated and placed into tubes?,"0, No | 1, Yes",variable,
