"IRI","label","displayOrder","variable","dataFile","definition","category","parentLabel","parentIRI","codebookDescription","codebookValues","termType","replaces","unitLabel","unitIRI","hidden"
"http://purl.obolibrary.org/obo/EUPATH_0038373","MRI performed","59","form03b::n63mri","form03b","Assessed once for infants admitted to NICU","Observation","Physical examination","http://purl.obolibrary.org/obo/OGMS_0000083","MRI performed","","variable","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038371","Mouth exam findings","22","form03b::ifabnormal3","form03b","Assessed once for infants admitted to NICU","Observation","Physical examination","http://purl.obolibrary.org/obo/OGMS_0000083","If lips abnormal, how","","variable","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038374","Muscle tone exam findings","44","form03b::ifabnormal5","form03b","Assessed once for infants admitted to NICU","Observation","Physical examination","http://purl.obolibrary.org/obo/OGMS_0000083","If tone abnormal, how it's abnormal","","variable","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038375","Musculoskeletal exam findings","41","form03b::ifno5","form03b","Assessed once for infants admitted to NICU","Observation","Physical examination","http://purl.obolibrary.org/obo/OGMS_0000083","if musculoskeletal system abnormal, how","","variable","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038376","Neck exam findings","24","form03b::ifabnormal4","form03b","Assessed once for infants admitted to NICU","Observation","Physical examination","http://purl.obolibrary.org/obo/OGMS_0000083","if neck abnormal, how","","variable","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0032049","O2 saturation (%)","8","form04::saturationam | form03b::o2saturation","form03b | form04","Asked at NICU admission and daily while the infant remained in the NICU","Observation","Physical examination","http://purl.obolibrary.org/obo/OGMS_0000083","","","variable","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038713","O2 saturation, 2nd (%)","8","form04::saturationpm","form04","Asked of infants in the NICU. The second measurement was done in the afternoon, while the first was done in the morning.","Observation","Physical examination","http://purl.obolibrary.org/obo/OGMS_0000083","","","variable","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038711","On supplemental oxygen therapy","9","form04::oxygen","form04","Assessed daily for infants admitted to the NICU","Observation","Physical examination","http://purl.obolibrary.org/obo/OGMS_0000083","","","variable","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038377","Organ size findings","32","form03b::ifno3","form03b","Assessed once for infants admitted to NICU","Observation","Physical examination","http://purl.obolibrary.org/obo/OGMS_0000083","if organ abnormal, how","","variable","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038390","Other X-ray interpretation","52","form03b::n591specify","form03b","Assessed once for infants admitted to NICU","Observation","Physical examination","http://purl.obolibrary.org/obo/OGMS_0000083","If other x-ray abnormal, specify","","variable","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038391","Other X-ray performed","51","form03b::otherxray","form03b","Assessed once for infants admitted to NICU","Observation","Physical examination","http://purl.obolibrary.org/obo/OGMS_0000083","Other xray performed","","variable","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038378","Other abdominal exam findings","30","form03b::specify9","form03b","Assessed once for infants admitted to NICU","Observation","Physical examination","http://purl.obolibrary.org/obo/OGMS_0000083","if abdomen not normal and other, specified","","variable","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038379","Other cardiac exam findings","28","form03b::specify8","form03b","Assessed once for infants admitted to NICU","Observation","Physical examination","http://purl.obolibrary.org/obo/OGMS_0000083","if heart not normal and other, specified","","variable","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038380","Other dysmorphic features","16","form03b::specify2","form03b","Assessed once for infants admitted to NICU","Observation","Physical examination","http://purl.obolibrary.org/obo/OGMS_0000083","If features other dysmorphic, specified","","variable","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0041088","Other exam findings","61","form03a::specifyanyabnormalfindings","form03a","Assessed once for healthy infants discharged home without admission to the NICU","Observation","Physical examination","http://purl.obolibrary.org/obo/OGMS_0000083","","","variable","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038381","Other eye exam findings","21","form03b::specify4","form03b","Assessed once for infants admitted to NICU","Observation","Physical examination","http://purl.obolibrary.org/obo/OGMS_0000083","if eyes abnormal and other, specified","","variable","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038382","Other genitourinary findings","37","form03b::specify10","form03b","Assessed once for infants admitted to NICU","Observation","Physical examination","http://purl.obolibrary.org/obo/OGMS_0000083","if genitalia/kidneys abnormal and other, specified","","variable","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038383","Other mouth exam findings","23","form03b::specify5","form03b","Assessed once for infants admitted to NICU","Observation","Physical examination","http://purl.obolibrary.org/obo/OGMS_0000083","if lips abnormal and other, specified","","variable","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038384","Other musculoskeletal exam findings","42","form03b::specify13","form03b","Assessed once for infants admitted to NICU","Observation","Physical examination","http://purl.obolibrary.org/obo/OGMS_0000083","if musculoskeletal system abnormal and other, specified","","variable","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038385","Other pulmonary exam findings","26","form03b::specify7","form03b","Assessed once for infants admitted to NICU","Observation","Physical examination","http://purl.obolibrary.org/obo/OGMS_0000083","how breathing abnormal, specified","","variable","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038386","Other skin exam findings","39","form03b::specify11","form03b","Assessed once for infants admitted to NICU","Observation","Physical examination","http://purl.obolibrary.org/obo/OGMS_0000083","if skin abnormal and other, specified","","variable","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038387","Other skull exam findings","19","form03b::specify3","form03b","Assessed once for infants admitted to NICU","Observation","Physical examination","http://purl.obolibrary.org/obo/OGMS_0000083","if skull abnormal and other, specified","","variable","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038388","Other ultrasound interpretation","58","form03b::n62specify","form03b","Assessed once for infants admitted to NICU","Observation","Physical examination","http://purl.obolibrary.org/obo/OGMS_0000083","If other ultrasound abnormal, specify","","variable","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038389","Other ultrasound performed","57","form03b::n621ifdone","form03b","Assessed once for infants admitted to NICU","Observation","Physical examination","http://purl.obolibrary.org/obo/OGMS_0000083","other ultrasound performed","","variable","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0041090","Pulmonary exam findings","25","","","Assessed once for infants admitted to NICU","Observation","Physical examination","http://purl.obolibrary.org/obo/OGMS_0000083","","","multifilter","","","",""
"http://purl.obolibrary.org/obo/CMO_0000289","Respiratory rate","2","form05_long::respiratoryrate | form03b::respiratoryrate | form04::respiratoryrateam | form03a::respiratoryrate","form05_long | form04 | form03b | form03a","Asked of all infants at first exam and repeated daily for those in the NICU. For infants discharged home with weekly follow-up, asked at face-to-face visits.","Participant","Physical examination","http://purl.obolibrary.org/obo/OGMS_0000083","","","variable","","breaths/min","http://purl.obolibrary.org/obo/NCIT_C49674",""
"http://purl.obolibrary.org/obo/EUPATH_0038714","Respiratory rate, 2nd (breaths/min)","2","form04::respiratoryratepm","form04","Asked of infants in the NICU. The second measurement was done in the afternoon, while the first was done in the morning.","Observation","Physical examination","http://purl.obolibrary.org/obo/OGMS_0000083","","","variable","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038392","Skin color","17","form03b::skincolor | form04::color","form03b | form04","Asked at NICU admission and daily while the infant remained in the NICU","Observation","Physical examination","http://purl.obolibrary.org/obo/OGMS_0000083","","","variable","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038393","Skin exam findings","38","form03b::n481ifno","form03b","Assessed once for infants admitted to NICU","Observation","Physical examination","http://purl.obolibrary.org/obo/OGMS_0000083","if skin abnormal, how","","variable","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038394","Skull exam findings","18","form03b::ifabnormal1","form03b","Assessed once for infants admitted to NICU","Observation","Physical examination","http://purl.obolibrary.org/obo/OGMS_0000083","how skull abnormal","","variable","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038395","Stool description","35","form03b::n451ifyes | moniteringcleaned_long::urineoutput1","form03b","Assessed once for infants admitted to NICU","Observation","Physical examination","http://purl.obolibrary.org/obo/OGMS_0000083","If stool present, description","","variable","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038396","Stool present","34","form04::stoolpresent | form03b::stoolpresent","form04 | form03b","Asked at NICU admission and daily while the infant remained in the NICU","Observation","Physical examination","http://purl.obolibrary.org/obo/OGMS_0000083","","","variable","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0021086","Systolic blood pressure","5","form03b::systolic","form03b","Assessed once for infants admitted to NICU","Participant","Physical examination","http://purl.obolibrary.org/obo/OGMS_0000083","","","variable","","mmHg","http://purl.obolibrary.org/obo/UO_0000272",""
"http://purl.obolibrary.org/obo/EUPATH_0000110","Temperature","4","form03b::temperature | form04::temperaturecam | form03a::temperature | form05_long::temperature","form03b | form05_long | form04 | form03a","Asked of all infants at first exam and repeated daily for those in the NICU. For infants discharged home with weekly follow-up, asked at face-to-face visits.","Participant","Physical examination","http://purl.obolibrary.org/obo/OGMS_0000083","","","variable","","C","http://purl.obolibrary.org/obo/UO_0000027",""
"http://purl.obolibrary.org/obo/EUPATH_0038715","Temperature, 2nd (C)","4","form04::temperaturepm","form04","Asked of infants in the NICU. The second measurement was done in the afternoon, while the first was done in the morning.","Observation","Physical examination","http://purl.obolibrary.org/obo/OGMS_0000083","","","variable","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038397","Umbilical stump exam findings","40","form03b::n491ifno | form03b::specify12","form03b","Assessed once for infants admitted to NICU","Observation","Physical examination","http://purl.obolibrary.org/obo/OGMS_0000083","if umbilical stump abnormal, how | if umbilical stump abnormal and other, specified","","variable","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038398","Vital status","1","form05_long::infantstatusatthisfollowupcontact","form05_long","Status of infant at scheduled follow-up observations for infants who had been discharged home with weekly follow-up","Observation","Physical examination","http://purl.obolibrary.org/obo/OGMS_0000083","","1 Alive and healthy;2 Alive but re-admitted to NICU or another unit;3 Died","variable","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038400","Acute inflammatory lesions in stromal tissue of immature lungs","1","form08a::thestromaltissueofimmaturelungshaveacuteinflammatorylesions | form08b::thestromaltissueofimmaturelungshaveacuteinflammatorylesions","form08a | form08b","","Observation","Pneumonia autopsy evidence","http://purl.obolibrary.org/obo/EUPATH_0038424","","","value","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038401","Exudate from vessels as yet separated from air spaces","2","form08a::exudatefromvesselsasyetseparatedfromairspaceswouldbefound | form08b::exudatefromvesselsasyetseparatedfromairspaceswouldbefound","form08a | form08b","","Observation","Pneumonia autopsy evidence","http://purl.obolibrary.org/obo/EUPATH_0038424","","","value","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038607","Marked fibrino-purulent pleurisy","4","form08a::markedfibrinopurulentpleurisy | form08b::markedfibrinopurulentpleurisy","form08a | form08b","","Observation","Pneumonia autopsy evidence","http://purl.obolibrary.org/obo/EUPATH_0038424","","","value","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038608","Other","5","form08a::otherfindings4 | form08b::otherfindings4","form08b | form08a","","Observation","Pneumonia autopsy evidence","http://purl.obolibrary.org/obo/EUPATH_0038424","Other findings of pneumonia","","value","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038609","Polymorphs in brochial lymp nodes, but usually in peripheral sinuses and appearing to be effete cells coming in from the alveoli","3","form08b::occasionallypolymorphswereseeninbronchiallymphnodesbuttheywereus | form08a::occasionallypolymorphswereseeninbronchiallymphnodesbuttheywereus","form08a | form08b","","Observation","Pneumonia autopsy evidence","http://purl.obolibrary.org/obo/EUPATH_0038424","","","value","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0047002","Antenatal care","1","","","","Observation","Pregnancy","http://purl.obolibrary.org/obo/EUPATH_0042004","","","category","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038061","Antepartum chorioamnionitis","7","form02_long::n32chorioamnionitis","form02_long","Asked at enrollment","Observation","Pregnancy","http://purl.obolibrary.org/obo/EUPATH_0042004","","","variable","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038039","Antepartum hemorrhage","8","form02_long::antepartumhemorrhageaph","form02_long","Asked at enrollment","Observation","Pregnancy","http://purl.obolibrary.org/obo/EUPATH_0042004","","","variable","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038040","Antepartum hemorrhage type","9","form02_long::ifyes2","form02_long","Asked at enrollment","Observation","Pregnancy","http://purl.obolibrary.org/obo/EUPATH_0042004","if antepartum hemorrhage, type","","variable","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038091","Antibiotics before delivery","17","form02_long::antibiotics","form02_long","Asked at enrollment","Observation","Pregnancy","http://purl.obolibrary.org/obo/EUPATH_0042004","","","variable","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038092","Antibiotics before delivery indication","18","","","Asked at enrollment","Observation","Pregnancy","http://purl.obolibrary.org/obo/EUPATH_0042004","","","multifilter","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038101","Dexamethasone doses (count)","15","form02_long::ifyesnumberofdoses","form02_long","Asked at enrollment","Observation","Pregnancy","http://purl.obolibrary.org/obo/EUPATH_0042004","","","variable","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038008","Fetal ultrasound date","5","form01::dateoffirstonlyusexam","form01","Date of ultrasound performed during pregnancy (before current observation). Collected once at enrollment","Observation","Pregnancy","http://purl.obolibrary.org/obo/EUPATH_0042004","","","variable","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038007","Fetal ultrasound performed","3","form01::wasultrasoundperformed","form01","Ultrasound performed during pregnancy (before current observation). Collected once at enrollment","Observation","Pregnancy","http://purl.obolibrary.org/obo/EUPATH_0042004","","","variable","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038009","Fetal ultrasound pregnancy trimester","4","form01::trimesterofearliestultrasound","form01","Trimester of pregnancy during ultrasound (before current observation). Collected once at enrollment","Observation","Pregnancy","http://purl.obolibrary.org/obo/EUPATH_0042004","","","variable","","","",""
"http://purl.obolibrary.org/obo/NCIT_C81257","First day of last menstrual period","6","form01::ifyesfirstdayoflastmenstrualperiod","form01","Recorded at enrollment if date thought to be reliable. Collected once at enrollment","Observation","Pregnancy","http://purl.obolibrary.org/obo/EUPATH_0042004","","","variable","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038010","Gestational age (weeks), by ultrasound","2","form01::gaatthefirstonlyusexam","form01","Gestational age at time ultrasound was performed, not at screening. Collected once at enrollment","Observation","Pregnancy","http://purl.obolibrary.org/obo/EUPATH_0042004","gestational age at first/only ultrasound, the days portion","","variable, derived","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038038","Hypertensive disorder","11","form02_long::hypertensivedisordersofpregnancy","form02_long","Asked at enrollment","Observation","Pregnancy","http://purl.obolibrary.org/obo/EUPATH_0042004","","","variable","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038055","Hypertensive disorders type","12","","","Hypertensive disorders during pregnancy. Asked at enrollment","Observation","Pregnancy","http://purl.obolibrary.org/obo/EUPATH_0042004","","","multifilter","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038102","Last steroid dose to delivery duration (days)","16","form02_long::steroidtodelivery","form02_long","Asked at enrollment","Observation","Pregnancy","http://purl.obolibrary.org/obo/EUPATH_0042004","","","variable, derived","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038099","Medications before delivery","13","","","Dexamethasone given specifically for fetal lung maturation. Other medications asked about more generally. Asked at enrollment","Observation","Pregnancy","http://purl.obolibrary.org/obo/EUPATH_0042004","","","multifilter","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038041","Other antepartum hemorrhage type","10","form02_long::specify1","form02_long","Asked at enrollment","Observation","Pregnancy","http://purl.obolibrary.org/obo/EUPATH_0042004","other type of antepartum hemorrhage specified","","variable","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038098","Other maternal infection","19","form02_long::ifyesspecify2","form02_long","Asked at enrollment","Observation","Pregnancy","http://purl.obolibrary.org/obo/EUPATH_0042004","Other reason antibiotics given specified","","variable","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038108","Other medications before delivery","14","form02_long::ifotherspecify","form02_long","Asked at enrollment","Observation","Pregnancy","http://purl.obolibrary.org/obo/EUPATH_0042004","","","variable","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038334","Bilateral crepitations","6","form03b::bilateralcrepitations","form03b","Assessed once for infants admitted to NICU","Observation","Pulmonary exam findings","http://purl.obolibrary.org/obo/EUPATH_0041090","how breathing abnormal","","value","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038335","Bilateral decreased air entry","8","form03b::bilateraldecreasedairentry","form03b","Assessed once for infants admitted to NICU","Observation","Pulmonary exam findings","http://purl.obolibrary.org/obo/EUPATH_0041090","how breathing abnormal","","value","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038336","Chest indrawing","1","form03b::chestindrawing | form04::chestindrawing","form04 | form03b","Asked at NICU admission and daily while the infant remained in the NICU","Observation","Pulmonary exam findings","http://purl.obolibrary.org/obo/EUPATH_0041090","how breathing abnormal","","value","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038337","Chest retractions","2","form03b::chestretractions","form03b","Assessed once for infants admitted to NICU","Observation","Pulmonary exam findings","http://purl.obolibrary.org/obo/EUPATH_0041090","how breathing abnormal","","value","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038338","Grunting","4","form03b::grunting","form03b","Assessed once for infants admitted to NICU","Observation","Pulmonary exam findings","http://purl.obolibrary.org/obo/EUPATH_0041090","how breathing abnormal","","value","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038339","Nasal flaring","3","form03b::nasalflaring","form03b","Assessed once for infants admitted to NICU","Observation","Pulmonary exam findings","http://purl.obolibrary.org/obo/EUPATH_0041090","how breathing abnormal","","value","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038340","Other","10","form03b::other1","form03b","Assessed once for infants admitted to NICU","Observation","Pulmonary exam findings","http://purl.obolibrary.org/obo/EUPATH_0041090","how breathing abnormal","","value","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038341","Periodic apnea","9","form03b::periodicapnea","form03b","Assessed once for infants admitted to NICU","Observation","Pulmonary exam findings","http://purl.obolibrary.org/obo/EUPATH_0041090","how breathing abnormal","","value","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038342","Unilateral crepitations","5","form03b::unilateralcrepitations","form03b","Assessed once for infants admitted to NICU","Observation","Pulmonary exam findings","http://purl.obolibrary.org/obo/EUPATH_0041090","how breathing abnormal","","value","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038343","Unilateral decreased air entry","7","form03b::unilateraldecreasedairentry","form03b","Assessed once for infants admitted to NICU","Observation","Pulmonary exam findings","http://purl.obolibrary.org/obo/EUPATH_0041090","how breathing abnormal","","value","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038160","Breathing problem","8","form03b::breathingproblem","form03b","Assessed once for infants admitted to NICU","Observation","Reason brought to NICU","http://purl.obolibrary.org/obo/EUPATH_0038152","main reason baby came to NICU","","value","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038154","Cold to touch","2","form03b::coldtotouch","form03b","Assessed once for infants admitted to NICU","Observation","Reason brought to NICU","http://purl.obolibrary.org/obo/EUPATH_0038152","main reason baby came to NICU","","value","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038155","Difficulty feeding","3","form03b::feedingdifficulty","form03b","Assessed once for infants admitted to NICU","Observation","Reason brought to NICU","http://purl.obolibrary.org/obo/EUPATH_0038152","main reason baby came to NICU","","value","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038161","Don't know","9","form03b::dontknow","form03b","Assessed once for infants admitted to NICU","Observation","Reason brought to NICU","http://purl.obolibrary.org/obo/EUPATH_0038152","main reason baby came to NICU","","value","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038159","Fever","7","form03b::fever","form03b","Assessed once for infants admitted to NICU","Observation","Reason brought to NICU","http://purl.obolibrary.org/obo/EUPATH_0038152","main reason baby came to NICU","","value","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038158","Looked sick","6","form03b::lookedsick","form03b","Assessed once for infants admitted to NICU","Observation","Reason brought to NICU","http://purl.obolibrary.org/obo/EUPATH_0038152","main reason baby came to NICU","","value","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038162","Other","10","form03b::other2","form03b","Assessed once for infants admitted to NICU","Observation","Reason brought to NICU","http://purl.obolibrary.org/obo/EUPATH_0038152","main reason baby came to NICU","","value","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038153","Preterm","1","form03b::preterm","form03b","Assessed once for infants admitted to NICU","Observation","Reason brought to NICU","http://purl.obolibrary.org/obo/EUPATH_0038152","main reason baby came to NICU","","value","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038157","Referred","5","form03b::referred","form03b","Assessed once for infants admitted to NICU","Observation","Reason brought to NICU","http://purl.obolibrary.org/obo/EUPATH_0038152","main reason baby came to NICU","","value","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038156","Seizure","4","form03b::seizure","form03b","Assessed once for infants admitted to NICU","Observation","Reason brought to NICU","http://purl.obolibrary.org/obo/EUPATH_0038152","main reason baby came to NICU","","value","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038071","Breech","7","form02_long::breech","form02_long","Asked at enrollment","Observation","Reason for cesarean section","http://purl.obolibrary.org/obo/EUPATH_0038064","reason for c-section","","value","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038068","Cord prolapsed","4","form02_long::cordprolapse1","form02_long","Asked at enrollment","Observation","Reason for cesarean section","http://purl.obolibrary.org/obo/EUPATH_0038064","reason for c-section","","value","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038077","Don't know","12","form02_long::dontknow3","form02_long","Asked at enrollment","Observation","Reason for cesarean section","http://purl.obolibrary.org/obo/EUPATH_0038064","reason for c-section","","value","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038074","Elective cesarean section","10","form02_long::electivecesareansection","form02_long","Asked at enrollment","Observation","Reason for cesarean section","http://purl.obolibrary.org/obo/EUPATH_0038064","reason for c-section","","value","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038065","Fetal distress","1","form02_long::fetaldistress","form02_long","Asked at enrollment","Observation","Reason for cesarean section","http://purl.obolibrary.org/obo/EUPATH_0038064","reason for c-section","","value","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038066","Intrauterine growth restriction or small for gestational age","2","form02_long::iugrsga","form02_long","IUGR/SGA. Asked at enrollment","Observation","Reason for cesarean section","http://purl.obolibrary.org/obo/EUPATH_0038064","reason for c-section","","value","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038070","Macrosomia","6","form02_long::macrosomia","form02_long","Asked at enrollment","Observation","Reason for cesarean section","http://purl.obolibrary.org/obo/EUPATH_0038064","reason for c-section","","value","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038072","Multiple pregnancy","8","form02_long::multiplepregnancy","form02_long","Asked at enrollment","Observation","Reason for cesarean section","http://purl.obolibrary.org/obo/EUPATH_0038064","reason for c-section","","value","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038075","Other","11","form02_long::other","form02_long","Asked at enrollment","Observation","Reason for cesarean section","http://purl.obolibrary.org/obo/EUPATH_0038064","reason for c-section","","value","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038067","Preeclampsia or eclampsia","3","form02_long::preeclampsiaeclampsia","form02_long","Asked at enrollment","Observation","Reason for cesarean section","http://purl.obolibrary.org/obo/EUPATH_0038064","reason for c-section","","value","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038069","Prior cesarean section","5","form02_long::priorcesereansection","form02_long","Asked at enrollment","Observation","Reason for cesarean section","http://purl.obolibrary.org/obo/EUPATH_0038064","reason for c-section","","value","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038073","Prolonged or obstructed labor","9","form02_long::prolongedorobstructedlabor","form02_long","Asked at enrollment","Observation","Reason for cesarean section","http://purl.obolibrary.org/obo/EUPATH_0038064","reason for c-section","","value","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038103","Collapsed air-spaces and hyper-expanded areas","1","form08b::collapsedairspacesalternatingwithhyperexpandedareas | form08a::collapsedairspacesalternatingwithhyperexpandedareas","form08a | form08b","Collapsed air-spaces alternating with hyper-expanded areas","Observation","Respiratory distress syndrome autopsy evidence","http://purl.obolibrary.org/obo/EUPATH_0038640","","","value","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038610","Other","5","form08a::otherfindings | form08b::otherfindings","form08b | form08a","","Observation","Respiratory distress syndrome autopsy evidence","http://purl.obolibrary.org/obo/EUPATH_0038640","Other findings of respiratory distress syndrome","","value","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038611","Structural immaturity","4","form08b::structuralimmaturityasmanifestbydecreasednumberofgasexchangeunit | form08a::structuralimmaturityasmanifestbydecreasednumberofgasexchangeunit","form08a | form08b","Decreased number of gas-exchange units and thicker walls","Observation","Respiratory distress syndrome autopsy evidence","http://purl.obolibrary.org/obo/EUPATH_0038640","","","value","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038612","Vascular congestion","3","form08a::vascularcongestion | form08b::vascularcongestion","form08a | form08b","","Observation","Respiratory distress syndrome autopsy evidence","http://purl.obolibrary.org/obo/EUPATH_0038640","","","value","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038613","Waxy layers of hyaline membranes","2","form08b::waxyappearinglayersofhyalinemembranescomposedoffibrincellulardeb | form08a::waxyappearinglayersofhyalinemembranescomposedoffibrincellulardeb","form08b | form08a","Waxy-appearing layers of hyaline membranes composed of fibrin, cellular debris, red blood cells, rare neutrophils, and macrophages","Observation","Respiratory distress syndrome autopsy evidence","http://purl.obolibrary.org/obo/EUPATH_0038640","","","value","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038614","Blood vessel - congestion","4","form08a::congestion | form08b::congestion","form08b | form08a","","Observation","Sepsis autopsy evidence","http://purl.obolibrary.org/obo/EUPATH_0038426","","","value","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038615","Blood vessel - endothelial damage with nuclear swelling, detachment, apoptosis","2","form08a::endothelialdamagenuclearswellingdetachmentapoptosis | form08b::endothelialdamagenuclearswellingdetachmentapoptosis","form08b | form08a","","Observation","Sepsis autopsy evidence","http://purl.obolibrary.org/obo/EUPATH_0038426","","","value","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038616","Blood vessel - intravascular coagulation","5","form08a::intravascularcoagulation | form08b::intravascularcoagulation","form08a | form08b","","Observation","Sepsis autopsy evidence","http://purl.obolibrary.org/obo/EUPATH_0038426","","","value","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038617","Blood vessel - perivascular edema","3","form08a::perivascularedema | form08b::perivascularedema","form08a | form08b","","Observation","Sepsis autopsy evidence","http://purl.obolibrary.org/obo/EUPATH_0038426","","","value","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038618","Blood vessel - thrombosis","6","form08a::thrombosis | form08b::thrombosis","form08b | form08a","","Observation","Sepsis autopsy evidence","http://purl.obolibrary.org/obo/EUPATH_0038426","","","value","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038619","Blood vessels","1","form08b::endotheliumofbloodvesselofsmallmediumsize | form08a::endotheliumofbloodvesselofsmallmediumsize","form08a | form08b","","Observation","Sepsis autopsy evidence","http://purl.obolibrary.org/obo/EUPATH_0038426","","","value","","","",""
