colOrder,variable,dataFile,IRI,label,definition,category,parentLabel,parentIRI,codebookDescription,codebookValues,termType,notesForOnt
264,form03b::congenitalheartdisease,form03b,,Congential heart disease,,,Diagnosis at hospitalization,EUPATH_0000638,,,value,
265,form03b::congestiveheartfailure,form03b,,Congestive heart failure,,,Diagnosis at hospitalization,EUPATH_0000638,,,value,
266,form03b::renalfailure,form03b,,Renal failure,,,Diagnosis at hospitalization,EUPATH_0000638,,,value,
267,form03b::traumaticbirthinjury,form03b,,Traumatic birth injury,,,Diagnosis at hospitalization,EUPATH_0000638,,,value,
268,form03b::hypothermia,form03b,,Hypothermia,,,Diagnosis at hospitalization,EUPATH_0000638,,,value,
269,form03b::uvelectomy,form03b,,Uvulectomy,,,Diagnosis at hospitalization,EUPATH_0000638,,,value,
270,form03b::circumcisions,form03b,,Circumcision,,,Diagnosis at hospitalization,EUPATH_0000638,,,value,
271,form03b::other,form03b,EUPATH_0033428,Other diagnosis,,,Diagnosis at hospitalization,EUPATH_0000638,,,value,
272,form03b::miscellaneousspecify,form03b,EUPATH_0033431,Other diagnosis at hospitalization,,,Hospitalization,EUPATH_0000308,,,variable,
2,form05::gottketana,form05,ENVO_01000773,Village,,,,,,,variable,
3,form05::townorworeda,form05,,Town or district,"Town or woreda, which is the 3rd-level administrative division in Ethiopia. Further subdivided into wards (kebele, here labeled as ""Subdistrict"").",,Geographic location,GAZ_00000448,,,variable,
,form05_long::obs_number,form05_long,BFO_0000015,Observation type,,,,,,,"variable, derived",
5,form05_long::visit,form05_long,EUPATH_0004991,Observation date,,,,,,,variable,
9,form05_long::followupmethodofthisvisit,form05_long,,Observation contact method,,,Observation details,EUPATH_0000310,,1 High-risk clinic;2 Telephone (health worker);3 Telephone (family);4 Other,variable,
10,form05_long::specify,form05_long,,Observation contact method,,,Observation details,EUPATH_0000310,"If follow-up method other, specify",,variable,
11,form05_long::dateofthiscontact,form05_long,EUPATH_0004991,Observation date,,,,,,,variable,
12,form05_long::infantstatusatthisfollowupcontact,form05_long,,Vital status,Status of infant at scheduled follow-up observations,,Physical examination,OGMS_0000083,,1 Alive and healthy;2 Alive but re-admitted to NICU or another unit;3 Died,variable,
13,form05_long::ifyesdateofadmission,form05_long,EUPATH_0000319,Hospital admission date,"If re-admitted to NICU or another unit, date of admission",,,,"If re-admitted to NICU or another unit, date of admission",,variable,
14,form05_long::ifyeslocation,form05_long,EUPATH_0000318,Admitting hospital,,,,,"If re-admitted to NICU or another unit, where admitted",,variable,
15,form05_long::ifdieddateofdeath,form05_long,EUPATH_0000150,Death date,,,,,"If died, date of death",,variable,
17,form05_long::respiratoryrate,form05_long,CMO_0000289,Respiratory rate (breaths/min),,,,,,,variable,
18,form05_long::apicalheartrate,form05_long,EFO_0004326,Heart rate (bpm),,,,,,,variable,
19,form05_long::temperature,form05_long,EUPATH_0000110,Temperature (C),,,,,,,variable,
20,form05_long::capillaryrefill,form05_long,,Capillary refill time (s),,,Physical examination,OGMS_0000083,,,variable,
21,form05_long::weightatexam,form05_long,EUPATH_0000732,Weight (kg),,,,,,,variable,
22,form05_long::hlength,form05_long,EUPATH_0010075,Height (cm),,,,,,,variable,
23,form05_long::headcircumference,form05_long,EUPATH_0000683,Head circumference (cm),,,,,,,variable,
44,form05::zonee,form05,NCIT_C43428,Zone,A zone is the 2nd-level administrative division in Ethiopia. Further subdivided into districts (woreda).,,Geographic location,GAZ_00000448,,,variable,
45,form05_long::reasonforadmission,form05_long,EUPATH_0000638,Diagnosis at hospitalization,,,,,"If re-admitted to NICU or another unit, reason for admission",,variable,
47,form05::kebele,form05,EUPATH_0026002,Subdistrict,"A kebele, or ward, is the smallest administrative unit of Ethiopia. Consists of >500 families, generally 3,500-4,000 people",,Geographic location,GAZ_00000448,,,variable,
5,form06::bloodgroup,form06,EUPATH_0012223,ABO blood group,,,,,,,variable,
6,form06::rhfactor,form06,EUPATH_0012224,Rh blood group,,,,,,,variable,
7,form06_cbc::completebloodcountcbc,form06_cbc,OBI_0001619,Sample collection date,,,,,Date of CBC,,variable,
,form06_cbc::completebloodcountcbc,form06_cbc,EUPATH_0004991,Observation date,,,,,,,variable,
8,form06_cbc::wbc,form06_cbc,CMO_0000027,White blood cells (x10^3/uL),,,,,,,variable,
9,form06_cbc::rbc,form06_cbc,,Red blood cells (x10^3/uL),,,Blood test,EUPATH_0011795,,,variable,
10,form06_cbc::hct,form06_cbc,EFO_0004348,Hematocrit (%),,,,,,,variable,
11,form06_cbc::hbg,form06_cbc,EUPATH_0000047,Hemoglobin (g/dL),,,,,,,variable,
12,form06_cbc::plateletcount,form06_cbc,EFO_0004309,Platelet count (x10^3/uL),,,,,,,variable,
19,form06::totalbili,form06,,Highest total bilirubin (mg/dL),Highest recorded total bilirubin during NICU stay,,Aggregated illness data,EUPATH_0020004,,,variable,
20,form06::directbili,form06,,Highest direct bilirubin (mg/dL),Highest recorded total bilirubin during NICU stay,,Aggregated illness data,EUPATH_0020004,,,variable,
21,form06_blood_cul::bloodculturedate,form06_blood_cul,EUPATH_0004991,Observation date,,,,,,,variable,
22,form06_blood_cul::bloodcultureresults,form06_blood_cul,EUPATH_0033143,Blood culture positive,,,,,,,variable,
23,form06_blood_cul::specify,form06_blood_cul,EUPATH_0033227,"Organism, by culture",,,,,"If blood culture positive, what it's positive for",,variable,
27,form06_c_xray::chestxraydate,form06_c_xray,EUPATH_0004991,Observation date,,,,,,,variable,
28,form06_c_xray::chestxrayresults,form06_c_xray,,Chest X-ray,,,Abnormal physical exam,EUPATH_0041001,"If chest x-ray performed, whether findings were normal",,value,
31,form06_c_xray::atanywashmddiagnosed,form06_c_xray,,"Respiratory distress syndrome, by X-ray",Respiratory distress syndrome (RDS) (also known as hyaline membrane disease (HMD)) diagnosed by chest X-ray,,Diagnosis,OGMS_0000073,HMD diagnosed from chest x-ray,,variable,
32,form06_c_xray::atanywaspneumoniadiagnosed,form06_c_xray,,"Pneumonia, by X-ray",Pneumonia diagnosed by chest X-ray,,Diagnosis,OGMS_0000073,Pneumonia diagnosed from chest x-ray,,variable,
33,form06_c_xray::atanywasmasdiagnosed,form06_c_xray,,"Meconium aspiration syndrome, by X-ray",Meconium aspiration syndrome diagnosed by chest X-ray,,Diagnosis,OGMS_0000073,MAS diagnosed from chest x-ray,,variable,
34,form06_a_xray::abdominalxraydate,form06_a_xray,EUPATH_0004991,Observation date,,,,,,,variable,
35,form06_a_xray::abdominalxrayresults,form06_a_xray,,Abdominal X-ray,,,Abnormal physical exam,EUPATH_0041001,"If abdominal x-ray performed, whether findings were normal",,value,
38,form06::atanywasnecdiagnosed,form06,,"Necrotizing enterocolitis, by X-ray",Necrotizing enterocolitis diagnosed by abdominal X-ray,,Diagnosis,OGMS_0000073,"If abdominal x-ray done, NEC diagnosed",,variable,
39,form06_ultrasound::cranialultrasounddate,form06_ultrasound,EUPATH_0004991,Observation date,,,,,,,variable,
40,form06_ultrasound::cranialultrasoundresults,form06_ultrasound,,Cranial ultrasound interpretation,,,Physical examination,OGMS_0000083,"If cranial ultrasound performed, what the findings were",,variable,
41,form06_csf::cerebralspinalfluiddate,form06_csf,EUPATH_0004991,Observation date,,,,,,,variable,
42,form06::randombloodsugarlowestvalue,form06,,Lowest random blood sugar (mg/dL),Lowest random blood sugar level during NICU stay,,Aggregated illness data,EUPATH_0020004,,,variable,
46,form06_csf::cerebralspinalfluid,form06_csf,,Cerebrospinal fluid analysis normal,Collected on admission to the NICU and during hospitalization,,Cerebrospinal fluid test,,"If CSF performed, whether findings were normal",,variable,
47,form06::respiratorydistresssyndrome1,form06,,Respiratory distress syndrome,,,Diagnosis at discharge,EUPATH_0000321,,,value,
48,form06::pulmonaryhemorrhage1,form06,,Pulmonary hemorrhage,,,Diagnosis at discharge,EUPATH_0000321,,,value,
49,form06::apnea1,form06,,Apnea,,,Diagnosis at discharge,EUPATH_0000321,,,value,
50,form06::meconomiumaspirationsyndrome1,form06,,Meconium aspiration syndrome,,,Diagnosis at discharge,EUPATH_0000321,,,value,
51,form06::persistentpulmonaryhypertensionpphn1,form06,,Persistent pulmonary hypertension of the newborn,,,Diagnosis at discharge,EUPATH_0000321,,,value,
52,form06::transienttachypneaofthenewbornttn1,form06,,Transient tachypnea of the newborn,,,Diagnosis at discharge,EUPATH_0000321,,,value,
53,form06::otherrespiratory1,form06,,Other respiratory disease,,,Diagnosis at discharge,EUPATH_0000321,,,value,
54,form06::specify9,form06,,Other respiratory disease at discharge,,,Hospitalization,EUPATH_0000308,,,variable,
55,form06::earlyonsetneonatalsepsis72hours1,form06,,Early onset neonatal sepsis,,,Diagnosis at discharge,EUPATH_0000321,,,value,
56,form06::lateonsetneonatalsepsis72hours1,form06,,Late onset neonatal sepsis,,,Diagnosis at discharge,EUPATH_0000321,,,value,
57,form06::pneumonia1,form06,EUPATH_0033376,Pneumonia,,,Diagnosis at discharge,EUPATH_0000321,,,value,
58,form06::meningitis1,form06,EUPATH_0015133,Meningitis,,,Diagnosis at discharge,EUPATH_0000321,,,value,
59,form06::hivexposed1,form06,,HIV exposure,,,Diagnosis at discharge,EUPATH_0000321,,,value,
60,form06::congenitalsyphilis1,form06,,Congenital syphilis,,,Diagnosis at discharge,EUPATH_0000321,,,value,
61,form06::tetanus1,form06,,Tetanus,,,Diagnosis at discharge,EUPATH_0000321,,,value,
62,form06::otherinfectiondisorders1,form06,,Other infection,,,Diagnosis at discharge,EUPATH_0000321,,,value,
63,form06::specify10,form06,,Other infection at discharge,,,Hospitalization,EUPATH_0000308,,,variable,
64,form06::anemia1,form06,EUPATH_0033382,Anemia,,,Diagnosis at discharge,EUPATH_0000321,,,value,
65,form06::polycythemia1,form06,,Polycthemia,,,Diagnosis at discharge,EUPATH_0000321,,,value,
66,form06::dic1,form06,,Disseminated intravascular coagulation,,,Diagnosis at discharge,EUPATH_0000321,,,value,
67,form06::rhincompatibility1,form06,,RH incompatibility,,,Diagnosis at discharge,EUPATH_0000321,,,value,
68,form06::aboincompatibility1,form06,,ABO incompatibility,,,Diagnosis at discharge,EUPATH_0000321,,,value,
69,form06::hyperbilirubinemia1,form06,,Hyperbilirubinemia,,,Diagnosis at discharge,EUPATH_0000321,,,value,
70,form06::hemorrhagediseaseofthenewborn1,form06,,Hemorrhagic disease of the newborn,,,Diagnosis at discharge,EUPATH_0000321,,,value,
71,form06::shock1,form06,,Shock,,,Diagnosis at discharge,EUPATH_0000321,,,value,
72,form06::feedingproblem1,form06,,Feeding problem,,,Diagnosis at discharge,EUPATH_0000321,,,value,
73,form06::disseminatedintravascularcoagulopathy1,form06,,Disseminated intravascular coagulation,,,Diagnosis at discharge,EUPATH_0000321,,,value,
74,form06::otherhematologic1,form06,,Other hematologic disease,,,Diagnosis at discharge,EUPATH_0000321,,,value,
75,form06::specify11,form06,,Other hematologic disease at discharge,,,Hospitalization,EUPATH_0000308,,,variable,
76,form06::hypoglycemia1,form06,,Hypoglycemia,,,Diagnosis at discharge,EUPATH_0000321,,,value,
77,form06::electrolytedisorders1,form06,,Electrolyte disorder,,,Diagnosis at discharge,EUPATH_0000321,,,value,
78,form06::othermetabolicdisorders1,form06,,Other metabolic disease,,,Diagnosis at discharge,EUPATH_0000321,,,value,
79,form06::specify12,form06,,Other electrolyte disorder at discharge,,,Hospitalization,EUPATH_0000308,,,variable,
80,form06::specify13,form06,,Other metabolic disease at discharge,,,Hospitalization,EUPATH_0000308,,,variable,
81,form06::wereanyconditiondiagnosed,form06,,Diagnosed at discharge,Whether any conditions were diagnosed at discharge from the NICU,,Hospitalization,EUPATH_0000308,,,variable,
82,form06::perinatalasphyxiawithmultipleorganinvolvement1,form06,,Perinatal asphyxia with multiple organ involvement,,,Diagnosis at discharge,EUPATH_0000321,,,value,
83,form06::acutebilirubinencephalopathyabe1,form06,,Acute bilirubin encephalopathy,,,Diagnosis at discharge,EUPATH_0000321,,,value,
84,form06::seizuredisorder1,form06,,Seizures,,,Diagnosis at discharge,EUPATH_0000321,,,value,
85,form06::intraventricularhemorrhageivh1,form06,,Intraventricular hemorrhage,,,Diagnosis at discharge,EUPATH_0000321,,,value,
86,form06::otherneurologic1,form06,,Other neurologic disease,,,Diagnosis at discharge,EUPATH_0000321,,,value,
87,form06::specify14,form06,,Other neurologic disease at discharge,,,Hospitalization,EUPATH_0000308,,,variable,
88,form06::necrotizingenterocolitisnec1,form06,,Necrotizing enterocolitis,,,Diagnosis at discharge,EUPATH_0000321,,,value,
89,form06::congenitalmalformation1,form06,EUPATH_0033395,Congential abnormality,,,Diagnosis at discharge,EUPATH_0000321,,,value,
90,form06::chromosomalanomalies1,form06,,Chromosomal anomalies,,,Diagnosis at discharge,EUPATH_0000321,,,value,
91,form06::congenitalheartdisease1,form06,EUPATH_0033394,Congential heart disease,,,Diagnosis at discharge,EUPATH_0000321,,,value,
92,form06::congestiveheartfailure1,form06,,Congestive heart failure,,,Diagnosis at discharge,EUPATH_0000321,,,value,
93,form06::renalfailure1,form06,,Renal failure,,,Diagnosis at discharge,EUPATH_0000321,,,value,
94,form06::traumaticinjury1,form06,,Traumatic birth injury,,,Diagnosis at discharge,EUPATH_0000321,,,value,
95,form06::hypothermiaorcoldinjurysyndrome1,form06,,Hypothermia,,,Diagnosis at discharge,EUPATH_0000321,,,value,
96,form06::uvelectomy1,form06,,Uvulectomy,,,Diagnosis at discharge,EUPATH_0000321,,,value,
97,form06::circumcisions1,form06,,Circumcision,,,Diagnosis at discharge,EUPATH_0000321,,,value,
98,form06::other1,form06,EUPATH_0015138,Other diagnosis,,,Diagnosis at discharge,EUPATH_0000321,,,value,
99,form06::specify15,form06,EUPATH_0033434,Other diagnosis at discharge,,,Hospitalization,EUPATH_0000308,,,variable,
100,form06::dateofnicudischarge.death,form06,EUPATH_0000320,Hospital discharge date,"Date of discharge from the hospital. If the infant died, then date of death. If the infant was still hospitalized at 28 days, date of 28 days.",,Hospitalization,EUPATH_0000308,,,variable,
103,form06::infantaliveandinhospitalatday28,form06,,Alive and hospitalized at day 28,Whether the infant is still alive and hospitalized at day 28,,Hospitalization,EUPATH_0000308,,,variable,
104,form06::infantaliveanddischargedatbeforeday28,form06,,Alive and discharged at day 28,Whether the infant is still alive but was discharged from the hospital before day 28,,Hospitalization,EUPATH_0000308,,,variable,
105,form06::infantdiedpriortodischarge,form06,,Died prior to discharge,Whether the infant died prior to discharge and before day 28,,Hospitalization,EUPATH_0000308,,,variable,
106,form06::dateofdeath,form06,EUPATH_0000150,Death date,,,,,,,variable,
107,form06::infantdiedbeforeoratday28,form06,,Died after discharge before day 28,Whether the infant died following discharge but before day 28,,Hospitalization,EUPATH_0000308,,,variable,
108,form06::timeofdeath,form06,,Death time,,,Death information,EUPATH_0000671,,,variable,
111,form06::duration.in.hospital,form06,EUPATH_0010346,Hospitalization duraton (days),,,,,,,variable,
,,,,Autopsy,,,Observation,EUPATH_0000738,,,category,
5,form08a::dateofautopsy,form08a,,Autopsy date,,,Autopsy,,,,variable,
5,form08a::dateofautopsy,form08a,EUPATH_0004991,Observation date,,,,,,,variable,
6,form08a::isthisstandardautopsycda,form08a,,Standard autopsy,A standard autopsy was performed,,Autopsy,,,,variable,
7,form08a::isthisminimallyinvasivetissuesamplingmits,form08a,,Minimally invasive tissue sampling,MITS was performed,,Autopsy,,,,variable,
8,form08a::aretheregrossabnormalitiesseenexternally,form08a,,Gross external abnormalities,Whether gross abnormalities were seen externally,,Autopsy,,,,variable,
9,form08a::ifyesdescribe,form08a,,Gross external abnormalities specified,Gross abnormalities that were seen externally,,Autopsy,,"if abnormalities of gross appearance, specify",,variable,
,,,,Medical conditions identified on autopsy,,,Autopsy,,,,multifilter,
10,form08a::respiratorydistresssyndromerds,form08a,,Respiratory distress syndrome,RDS,,Medical conditions identified on autopsy,,,,value,
,,,,Respiratory distress syndrome autopsy evidence,,,Autopsy,,,,multifilter,
11,form08a::collapsedairspacesalternatingwithhyperexpandedareas,form08a,,Collapsed air-spaces and hyper-expanded areas,Collapsed air-spaces alternating with hyper-expanded areas,,Respiratory distress syndrome autopsy findings,,,,value,
12,form08a::waxyappearinglayersofhyalinemembranescomposedoffibrincellulardeb,form08a,,Waxy layers of hyaline membranes,"Waxy-appearing layers of hyaline membranes composed of fibrin, cellular debris, red blood cells, rare neutrophils, and macrophages",,Respiratory distress syndrome autopsy findings,,,,value,
13,form08a::vascularcongestion,form08a,,Vascular congestion,,,Respiratory distress syndrome autopsy findings,,,,value,
14,form08a::structuralimmaturityasmanifestbydecreasednumberofgasexchangeunit,form08a,,Structural immaturity,Decreased number of gas-exchange units and thicker walls,,Respiratory distress syndrome autopsy findings,,,,value,
15,form08a::otherfindings,form08a,,Other,,,Respiratory distress syndrome autopsy findings,,Other findings of respiratory distress syndrome,,value,
16,form08a::specifyrds,form08a,,Other respiratory distress syndrome evidence,,,Autopsy,,"Other findings of respiratory distress syndrome, specified",,variable,
17,form08a::intraventricularhaemorrageivh,form08a,,Intraventricular hemorrhage,IVH,,Medical conditions identified on autopsy,,,,value,
,,,,Intraventricular hemorrhage autopsy evidence,,,Autopsy,,,,multifilter,
18,form08a::intraventricularhaemorrageacuteoroldinsectionsofthecerebrumatdee,form08a,,Acute or old intraventricular hemorrhage,"In sections of the cerebrum, at deeper level",,Intraventricular hemorrhage autopsy findings,,,,value,
19,form08a::extensivematrixinfarction,form08a,,Extensive matrix infarction,,,Intraventricular hemorrhage autopsy findings,,,,value,
20,form08a::leakageofbloodintotheventricles,form08a,,Leakage of blood into the ventricles,,,Intraventricular hemorrhage autopsy findings,,,,value,
21,form08a::braincongestedwithcharacteristicinfarctionofthesubepydymalmatrix,form08a,,Brian congested with characteristic-infarction of the sub-ependymal matrix tissue ,,,Intraventricular hemorrhage autopsy findings,,,,value,
22,form08a::necropsyrevealsorganicchangesassociatedwithsystemiccirculatoryfa,form08a,,"Organic changes associated with systemic circulatory failure including swelling of the liver, spleen, other viscera, lung",,,Intraventricular hemorrhage autopsy findings,,,,value,
23,form08a::otherfindings1,form08a,,Other,,,Intraventricular hemorrhage autopsy findings,,Other findings of intraventricular hemorrage,,value,
24,form08a::specifyivh,form08a,,Other intraventricular hemorrhage evidence,,,Autopsy,,"Other findings of intraventricular hemorrage, specified",,variable,
26,form08a::perinatalasphyxiawithmultipleorganinvolvementhie,form08a,,Perinatal asphyxia with multiple organ involvement,Hypoxic ischemic encephalopathy (HIE),,Medical conditions identified on autopsy,,,,value,
,,,,Perinatal asphyxia with multiple organ involvement autopsy evidence,,,Autopsy,,,,multifilter,
27,form08a::scatteredhyperintensityofbothhemispheresofthetelencephalonwithbl,form08a,,Scattered hyperintensity of both hemispheres of the telencephalon with blurred border zones between cortex and white matter (diffuse brain injury),,,Perinatal asphyxia with multiple organ involvement autopsy evidence,,,,value,
28,form08a::parasagittalhyperintensityextendingintothecoronaradiatacorrespon,form08a,,"Parasagittal hyperintensity extending into the corona radiata, corresponding to watershed zones",,,Perinatal asphyxia with multiple organ involvement autopsy evidence,,,,value,
29,form08a::hyperandhypointenselesionsinthalamusandbasalgangliawhichrelateto,form08a,,"Hyper and hypointense lesions in thalamus and basal ganglia, which relate to hemorrhagic necrosis or iron deposition",,,Perinatal asphyxia with multiple organ involvement autopsy evidence,,,,value,
30,form08a::periventricularhyperintensitymainlyalongthelateralventriclesiepe,form08a,,Periventricular hyperintensity mainly along the lateral ventricles originating from the matrix zone,,,Perinatal asphyxia with multiple organ involvement autopsy evidence,,,,value,
31,form08a::smallmultifocallesionsvaryingfromhypertohypointenseinterpretedas,form08a,,"Small multifocal lesions varying from hyper to hypointense, interpreted as necrosis and hemorrhage",,,Perinatal asphyxia with multiple organ involvement autopsy evidence,,,,value,
32,form08a::periventricularcentrifugalhypointensestripesinthecentrumsemioval,form08a,,Periventricular centrifugal hypointense stripes in the centrum semiovale and deep white matter of the frontal and occipital lobes,,,Perinatal asphyxia with multiple organ involvement autopsy evidence,,,,value,
33,form08a::others,form08a,,Other,,,Perinatal asphyxia with multiple organ involvement autopsy evidence,,Other findings of perinatal asphyxia with multiple organ involvement (HIE),,value,
34,form08a::specifyhie,form08a,,Other perinatal asphyxia with multiple organ involvement evidence,,,Autopsy,,"Other findings of perinatal asphyxia with multiple organ involvement (HIE), specified",,variable,
35,form08a::necrotizingenterocolitisnec,form08a,,Necrotizing enterocolitis,NEC,,Medical conditions identified on autopsy,,,,value,
,,,,Necrotizing enterocolitis autopsy evidence,,,Autopsy,,,,multifilter,
36,form08a::abdominaldistension,form08a,,Abdominal distension,,,Necrotizing enterocolitis autopsy evidence,,,,value,
37,form08a::intestinalnecrosisandhemorrhage,form08a,,Intestinal necrosis and hemorrhage,,,Necrotizing enterocolitis autopsy evidence,,,,value,
38,form08a::peritonitisduetoperforation,form08a,,Peritonitis due to perforation,,,Necrotizing enterocolitis autopsy evidence,,,,value,
39,form08a::otherfindings2,form08a,,Other,,,Necrotizing enterocolitis autopsy evidence,,Other findings of necrotizing enterocolitis (NEC),,value,
40,form08a::specifynec,form08a,,Other necrotizing enterocolitis evidence,,,Autopsy,,"Other findings of necrotizing enterocolitis (NEC), specified",,variable,
41,form08a::sepsis,form08a,,Sepsis,,,Medical conditions identified on autopsy,,,,value,
,,,,Sepsis autopsy evidence,,,Autopsy,,,,multifilter,
42,form08a::endotheliumofbloodvesselofsmallmediumsize,form08a,,Blood vessels,,,Sepsis autopsy evidence,,,,value,
43,form08a::endothelialdamagenuclearswellingdetachmentapoptosis,form08a,,"Blood vessel - endothelial damage with nuclear swelling, detachment, apoptosis",,,Sepsis autopsy evidence,,,,value,
44,form08a::perivascularedema,form08a,,Blood vessel - perivascular edema,,,Sepsis autopsy evidence,,,,value,
45,form08a::congestion,form08a,,Blood vessel - congestion,,,Sepsis autopsy evidence,,,,value,
46,form08a::intravascularcoagulation,form08a,,Blood vessel - intravascular coagulation,,,Sepsis autopsy evidence,,,,value,
47,form08a::thrombosis,form08a,,Blood vessel - thrombosis,,,Sepsis autopsy evidence,,,,value,
48,form08a::kidney,form08a,,Kidney,,,Sepsis autopsy evidence,,,,value,
49,form08a::endothelialdamage,form08a,,"Kidney - endothelial damage with nuclear swelling, detachment, apoptosis",,,Sepsis autopsy evidence,,,,value,
50,form08a::interstitialedema,form08a,,Kidney - interstitial edema,,,Sepsis autopsy evidence,,,,value,
51,form08a::bloodextravasationintotheinterstitium,form08a,,Kidney - blood extravasation into the interstitium,,,Sepsis autopsy evidence,,,,value,
52,form08a::glomerulardamage,form08a,,Kidney - glomerular damage,,,Sepsis autopsy evidence,,,,value,
53,form08a::lossofpodocytes,form08a,,Kidney - loss of podocytes,,,Sepsis autopsy evidence,,,,value,
54,form08a::acutetubularnecrosisofproximaltubules,form08a,,Kidney - acute tubular necrosis of proximal tubules,,,Sepsis autopsy evidence,,,,value,
55,form08a::lung,form08a,,Lung,,,Sepsis autopsy evidence,,,,value,
56,form08a::endothelialdamage1,form08a,,"Lung - endothelial damage with nuclear swelling, detachment, apoptosis",,,Sepsis autopsy evidence,,,,value,
57,form08a::alveolardamage,form08a,,Lung - alveolar damage,,,Sepsis autopsy evidence,,,,value,
58,form08a::neutrophilleukocyteserythrocytesandedemaintoalveolarspaces,form08a,,"Lung - neutrophils, erythrocytes, and edema in alveolar spaces",,,Sepsis autopsy evidence,,,,value,
59,form08a::apoptosisofrespiratoryepithelium,form08a,,Lung - apoptosis of respiratory epithelium,,,Sepsis autopsy evidence,,,,value,
60,form08a::heart,form08a,,Heart,,,Sepsis autopsy evidence,,,,value,
61,form08a::endothelialdamageofcoronaryarteriesandveins,form08a,,Heart - endothelial damage of coronary arteries and veins,,,Sepsis autopsy evidence,,,,value,
62,form08a::intercellularedema,form08a,,Heart - intercellular edema,,,Sepsis autopsy evidence,,,,value,
63,form08a::thrombosis1,form08a,,Heart - thrombosis,,,Sepsis autopsy evidence,,,,value,
64,form08a::cardiomyocyteslesions,form08a,,Heart - cardiomyocytes lesions,,,Sepsis autopsy evidence,,,,value,
65,form08a::cytoplasmicvacuolizationintracellularedema,form08a,,Heart - cytoplasmic vacuolization (intracellular edema),,,Sepsis autopsy evidence,,,,value,
66,form08a::focalwavearrangement,form08a,,Heart - focal wave arrangement,,,Sepsis autopsy evidence,,,,value,
67,form08a::otherfindings3,form08a,,Other,,,Sepsis autopsy evidence,,,,value,
69,form08a::pneumonia,form08a,,Pneumonia,,,Medical conditions identified on autopsy,,,,value,
,,,,Pneumonia autopsy evidence,,,Autopsy,,,,multifilter,
70,form08a::thestromaltissueofimmaturelungshaveacuteinflammatorylesions,form08a,,Acute inflammatory lesions in stromal tissue of immature lungs,,,Pneumonia autopsy evidence,,,,value,
71,form08a::exudatefromvesselsasyetseparatedfromairspaceswouldbefound,form08a,,Exudate from vessels as yet separated from air spaces,,,Pneumonia autopsy evidence,,,,value,
72,form08a::occasionallypolymorphswereseeninbronchiallymphnodesbuttheywereus,form08a,,"Polymorphs in brochial lymp nodes, but usually in peripheral sinuses and appearing to be effete cells coming in from the alveoli",,,Pneumonia autopsy evidence,,,,value,
73,form08a::markedfibrinopurulentpleurisy,form08a,,Marked fibrino-purulent pleurisy,,,Pneumonia autopsy evidence,,,,value,
74,form08a::otherfindings4,form08a,,Other,,,Pneumonia autopsy evidence,,Other findings of pneumonia,,value,
75,form08a::specifypneumonia,form08a,,Other pneumonia evidence,,,Autopsy,,"Other findings of pneumonia, specified",,variable,
76,form08a::meningitis,form08a,,Meningitis,,,Medical conditions identified on autopsy,,,,value,
,,,,Meningitis autopsy evidence,,,Autopsy,,,,multifilter,
77,form08a::edemaoftheparenchymawiththeaccumulationofinflammatorycellsinthep,form08a,,Edema of the parenchyma with accumulation of inflammatory cells in peri-vascular spaces,,,Meningitis autopsy evidence,,,,value,
78,form08a::thecloseinviewoftheexudaterevealsthattheinflammatoryexudateiscom,form08a,,Inflammatory exudate comprised primarily of polymorphonuclear leukocytes,,,Meningitis autopsy evidence,,,,value,
79,form08a::suppurativemeningitiswithinflammatorysignsofthemeninges,form08a,,Suppurative meningitis with inflammatory signs of meninges,,,Meningitis autopsy evidence,,,,value,
80,form08a::otherfindings5,form08a,,Other,,,Meningitis autopsy evidence,,Other findings of meningitis,,value,
81,form08a::specifymeningitis,form08a,,Other meningitis evidence,,,Autopsy,,"Other findings of meningitis, specified",,value,
82,form08a::congenitalmalformationsandchromosomalanomaliestypicalofthefol,form08a,,Congenital malformations and chromosomal anomalies,,,Medical conditions identified on autopsy,,,,value,
,,,,Congenital malformations and chromosomal anomalies autopsy evidence,,,Autopsy,,,,multifilter,
83,form08a::neuraltubedefectsandhydrocephalus,form08a,,Neural tube defects and hydrocephalus,,,Congenital malformations and chromosomal anomalies autopsy evidence,,,,value,
84,form08a::trisomiesdownsyndrome,form08a,,"Trisomies, Down syndrome",,,Congenital malformations and chromosomal anomalies autopsy evidence,,,,value,
85,form08a::pierrerobinsyndrome,form08a,,Pierre Robin syndrome,,,Congenital malformations and chromosomal anomalies autopsy evidence,,,,value,
86,form08a::choanalatresia,form08a,,Choanal atresia,,,Congenital malformations and chromosomal anomalies autopsy evidence,,,,value,
87,form08a::cleftlipandcleftpalate,form08a,,Cleft lip and cleft palate,,,Congenital malformations and chromosomal anomalies autopsy evidence,,,,value,
88,form08a::esophagealatresiatracheoesophagealfistula,form08a,,Esophageal atresia and tracheoesophageal fistula,,,Congenital malformations and chromosomal anomalies autopsy evidence,,,,value,
89,form08a::hypospadias,form08a,,Hypospadias,,,Congenital malformations and chromosomal anomalies autopsy evidence,,,,value,
90,form08a::undescendedtestis,form08a,,Undescended testis,,,Congenital malformations and chromosomal anomalies autopsy evidence,,,,value,
91,form08a::others1,form08a,,Other,,,Congenital malformations and chromosomal anomalies autopsy evidence,,Other findings of congenital malformation and chromosomal abnormalities,,value,
