IRI,label,variable,dataFile,definition,category,parentIRI,parentLabel,codebookDescription,codebookValues,termType,repeated,is_temporal,mergeKey,dataSet,unitLabel,unitIRI,is_featured,hidden,scale,forceTostring,defaultDisplayRangeMin,defaultDisplayRangeMax,defaultBinWidth,forceStringType
http://purl.obolibrary.org/obo/EUPATH_0054661,Health workers ,jilindequestionnaire_data_2022-01-10_16241::x157,jilindequestionnaire_data_2022-01-10_16241,,Participant,http://purl.obolibrary.org/obo/EUPATH_0054509,Source of PrEP slogan,48. Where or how did you last see or hear this slogan?  (TICK ALL MENTIONED)    (MULTIPLE RESPONSES ALLOWED)   (choice=Health workers),,value,,,,Jilinde_awareness_survey,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0054662,My friends ,jilindequestionnaire_data_2022-01-10_16241::x158,jilindequestionnaire_data_2022-01-10_16241,,Participant,http://purl.obolibrary.org/obo/EUPATH_0054509,Source of PrEP slogan,48. Where or how did you last see or hear this slogan?  (TICK ALL MENTIONED)    (MULTIPLE RESPONSES ALLOWED)   (choice=My friends),,value,,,,Jilinde_awareness_survey,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0054663,Family ,jilindequestionnaire_data_2022-01-10_16241::x159,jilindequestionnaire_data_2022-01-10_16241,,Participant,http://purl.obolibrary.org/obo/EUPATH_0054509,Source of PrEP slogan,48. Where or how did you last see or hear this slogan?  (TICK ALL MENTIONED)    (MULTIPLE RESPONSES ALLOWED)   (choice=Family),,value,,,,Jilinde_awareness_survey,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0054664,Outreach/in reach/moonlight ,jilindequestionnaire_data_2022-01-10_16241::x160,jilindequestionnaire_data_2022-01-10_16241,,Participant,http://purl.obolibrary.org/obo/EUPATH_0054509,Source of PrEP slogan,48. Where or how did you last see or hear this slogan?  (TICK ALL MENTIONED)    (MULTIPLE RESPONSES ALLOWED)   (choice=Outreach/in reach/moonlight),,value,,,,Jilinde_awareness_survey,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0054665,Health workers apron/coat ,jilindequestionnaire_data_2022-01-10_16241::x161,jilindequestionnaire_data_2022-01-10_16241,,Participant,http://purl.obolibrary.org/obo/EUPATH_0054509,Source of PrEP slogan,48. Where or how did you last see or hear this slogan?  (TICK ALL MENTIONED)    (MULTIPLE RESPONSES ALLOWED)   (choice=Health workers apron/coat),,value,,,,Jilinde_awareness_survey,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0054666,On a sign at a health facility ,jilindequestionnaire_data_2022-01-10_16241::x162,jilindequestionnaire_data_2022-01-10_16241,,Participant,http://purl.obolibrary.org/obo/EUPATH_0054509,Source of PrEP slogan,48. Where or how did you last see or hear this slogan?  (TICK ALL MENTIONED)    (MULTIPLE RESPONSES ALLOWED)   (choice=On a sign at a health facility),,value,,,,Jilinde_awareness_survey,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0054667,Facebook ,jilindequestionnaire_data_2022-01-10_16241::x163,jilindequestionnaire_data_2022-01-10_16241,,Participant,http://purl.obolibrary.org/obo/EUPATH_0054509,Source of PrEP slogan,48. Where or how did you last see or hear this slogan?  (TICK ALL MENTIONED)    (MULTIPLE RESPONSES ALLOWED)   (choice=Facebook),,value,,,,Jilinde_awareness_survey,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0054668,Twitter ,jilindequestionnaire_data_2022-01-10_16241::x164,jilindequestionnaire_data_2022-01-10_16241,,Participant,http://purl.obolibrary.org/obo/EUPATH_0054509,Source of PrEP slogan,48. Where or how did you last see or hear this slogan?  (TICK ALL MENTIONED)    (MULTIPLE RESPONSES ALLOWED)   (choice=Twitter),,value,,,,Jilinde_awareness_survey,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0054669,Instagram ,jilindequestionnaire_data_2022-01-10_16241::x165,jilindequestionnaire_data_2022-01-10_16241,,Participant,http://purl.obolibrary.org/obo/EUPATH_0054509,Source of PrEP slogan,48. Where or how did you last see or hear this slogan?  (TICK ALL MENTIONED)    (MULTIPLE RESPONSES ALLOWED)   (choice=Instagram),,value,,,,Jilinde_awareness_survey,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0054670,WhatsApp ,jilindequestionnaire_data_2022-01-10_16241::x166,jilindequestionnaire_data_2022-01-10_16241,,Participant,http://purl.obolibrary.org/obo/EUPATH_0054509,Source of PrEP slogan,48. Where or how did you last see or hear this slogan?  (TICK ALL MENTIONED)    (MULTIPLE RESPONSES ALLOWED)   (choice=WhatsApp),,value,,,,Jilinde_awareness_survey,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0054671,YouTube ,jilindequestionnaire_data_2022-01-10_16241::x167,jilindequestionnaire_data_2022-01-10_16241,,Participant,http://purl.obolibrary.org/obo/EUPATH_0054509,Source of PrEP slogan,48. Where or how did you last see or hear this slogan?  (TICK ALL MENTIONED)    (MULTIPLE RESPONSES ALLOWED)   (choice=YouTube),,value,,,,Jilinde_awareness_survey,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0054672,Other ,jilindequestionnaire_data_2022-01-10_16241::x168,jilindequestionnaire_data_2022-01-10_16241,,Participant,http://purl.obolibrary.org/obo/EUPATH_0054509,Source of PrEP slogan,48. Where or how did you last see or hear this slogan?  (TICK ALL MENTIONED)    (MULTIPLE RESPONSES ALLOWED)   (choice=Other),,value,,,,Jilinde_awareness_survey,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0054673,Cant remember ,jilindequestionnaire_data_2022-01-10_16241::x169,jilindequestionnaire_data_2022-01-10_16241,,Participant,http://purl.obolibrary.org/obo/EUPATH_0054509,Source of PrEP slogan,48. Where or how did you last see or hear this slogan?  (TICK ALL MENTIONED)    (MULTIPLE RESPONSES ALLOWED)   (choice=Cant remember),,value,,,,Jilinde_awareness_survey,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0054690,What is PrEP ,jilindequestionnaire_data_2022-01-10_16241::x186,jilindequestionnaire_data_2022-01-10_16241,,Participant,http://purl.obolibrary.org/obo/EUPATH_0054510,PrEP content read in newspapers,55 a. What PrEP messages did you read in newspapers? (choice=What is PrEP),,value,,,,Jilinde_awareness_survey,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0054691,How does PrEP work ,jilindequestionnaire_data_2022-01-10_16241::x187,jilindequestionnaire_data_2022-01-10_16241,,Participant,http://purl.obolibrary.org/obo/EUPATH_0054510,PrEP content read in newspapers,55 a. What PrEP messages did you read in newspapers? (choice=How does PrEP work),,value,,,,Jilinde_awareness_survey,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0054692,What PrEP does not do ,jilindequestionnaire_data_2022-01-10_16241::x188,jilindequestionnaire_data_2022-01-10_16241,,Participant,http://purl.obolibrary.org/obo/EUPATH_0054510,PrEP content read in newspapers,55 a. What PrEP messages did you read in newspapers? (choice=What PrEP does not do),,value,,,,Jilinde_awareness_survey,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0054693,Why take PrEP ,jilindequestionnaire_data_2022-01-10_16241::x189,jilindequestionnaire_data_2022-01-10_16241,,Participant,http://purl.obolibrary.org/obo/EUPATH_0054510,PrEP content read in newspapers,55 a. What PrEP messages did you read in newspapers? (choice=Why take PrEP),,value,,,,Jilinde_awareness_survey,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0054694,Who qualifies for PrEP ,jilindequestionnaire_data_2022-01-10_16241::x190,jilindequestionnaire_data_2022-01-10_16241,,Participant,http://purl.obolibrary.org/obo/EUPATH_0054510,PrEP content read in newspapers,55 a. What PrEP messages did you read in newspapers? (choice=Who qualifies for PrEP),,value,,,,Jilinde_awareness_survey,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0054695,Side effects of PrEP ,jilindequestionnaire_data_2022-01-10_16241::x191,jilindequestionnaire_data_2022-01-10_16241,,Participant,http://purl.obolibrary.org/obo/EUPATH_0054510,PrEP content read in newspapers,55 a. What PrEP messages did you read in newspapers? (choice=Side effects of PrEP),,value,,,,Jilinde_awareness_survey,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0054696,PrEP discontinuation ,jilindequestionnaire_data_2022-01-10_16241::x192,jilindequestionnaire_data_2022-01-10_16241,,Participant,http://purl.obolibrary.org/obo/EUPATH_0054510,PrEP content read in newspapers,55 a. What PrEP messages did you read in newspapers? (choice=PrEP discontinuation),,value,,,,Jilinde_awareness_survey,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0054697,Usage of PrEP ,jilindequestionnaire_data_2022-01-10_16241::x193,jilindequestionnaire_data_2022-01-10_16241,,Participant,http://purl.obolibrary.org/obo/EUPATH_0054510,PrEP content read in newspapers,55 a. What PrEP messages did you read in newspapers? (choice=Usage of PrEP),,value,,,,Jilinde_awareness_survey,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0054698,Where to get PrEP ,jilindequestionnaire_data_2022-01-10_16241::x194,jilindequestionnaire_data_2022-01-10_16241,,Participant,http://purl.obolibrary.org/obo/EUPATH_0054510,PrEP content read in newspapers,55 a. What PrEP messages did you read in newspapers? (choice=Where to get PrEP),,value,,,,Jilinde_awareness_survey,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0054699,Other ,jilindequestionnaire_data_2022-01-10_16241::x195,jilindequestionnaire_data_2022-01-10_16241,,Participant,http://purl.obolibrary.org/obo/EUPATH_0054510,PrEP content read in newspapers,55 a. What PrEP messages did you read in newspapers? (choice=Other),,value,,,,Jilinde_awareness_survey,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0054701,Discussed about PrEP with my partner ,jilindequestionnaire_data_2022-01-10_16241::x197,jilindequestionnaire_data_2022-01-10_16241,,Participant,http://purl.obolibrary.org/obo/EUPATH_0054511,Action after read PrEP in newspapers,55. b. What actions did you take as a result of reading about PrEP in the newspapers?  (choice=Discussed about PrEP with my partner),,value,,,,Jilinde_awareness_survey,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0054702,Discussed about PrEP with a friend ,jilindequestionnaire_data_2022-01-10_16241::x198,jilindequestionnaire_data_2022-01-10_16241,,Participant,http://purl.obolibrary.org/obo/EUPATH_0054511,Action after read PrEP in newspapers,55. b. What actions did you take as a result of reading about PrEP in the newspapers?  (choice=Discussed about PrEP with a friend),,value,,,,Jilinde_awareness_survey,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0054703,Discussed about PrEP with a relative ,jilindequestionnaire_data_2022-01-10_16241::x199,jilindequestionnaire_data_2022-01-10_16241,,Participant,http://purl.obolibrary.org/obo/EUPATH_0054511,Action after read PrEP in newspapers,55. b. What actions did you take as a result of reading about PrEP in the newspapers?  (choice=Discussed about PrEP with a relative),,value,,,,Jilinde_awareness_survey,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0054704,Discussed about PrEP with a Peer Educator ,jilindequestionnaire_data_2022-01-10_16241::x200,jilindequestionnaire_data_2022-01-10_16241,,Participant,http://purl.obolibrary.org/obo/EUPATH_0054511,Action after read PrEP in newspapers,55. b. What actions did you take as a result of reading about PrEP in the newspapers?  (choice=Discussed about PrEP with a Peer Educator),,value,,,,Jilinde_awareness_survey,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0054705,Visited a nearby facility to enquire more about PrEP ,jilindequestionnaire_data_2022-01-10_16241::x201,jilindequestionnaire_data_2022-01-10_16241,,Participant,http://purl.obolibrary.org/obo/EUPATH_0054511,Action after read PrEP in newspapers,55. b. What actions did you take as a result of reading about PrEP in the newspapers?  (choice=Visited a nearby facility to enquire more about PrEP),,value,,,,Jilinde_awareness_survey,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0054706,Thought about PrEP ,jilindequestionnaire_data_2022-01-10_16241::x202,jilindequestionnaire_data_2022-01-10_16241,,Participant,http://purl.obolibrary.org/obo/EUPATH_0054511,Action after read PrEP in newspapers,55. b. What actions did you take as a result of reading about PrEP in the newspapers?  (choice=Thought about PrEP),,value,,,,Jilinde_awareness_survey,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0054707,Started PrEP ,jilindequestionnaire_data_2022-01-10_16241::x203,jilindequestionnaire_data_2022-01-10_16241,,Participant,http://purl.obolibrary.org/obo/EUPATH_0054511,Action after read PrEP in newspapers,55. b. What actions did you take as a result of reading about PrEP in the newspapers?  (choice=Started PrEP),,value,,,,Jilinde_awareness_survey,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0054708,Took no action ,jilindequestionnaire_data_2022-01-10_16241::x204,jilindequestionnaire_data_2022-01-10_16241,,Participant,http://purl.obolibrary.org/obo/EUPATH_0054511,Action after read PrEP in newspapers,55. b. What actions did you take as a result of reading about PrEP in the newspapers?  (choice=Took no action),,value,,,,Jilinde_awareness_survey,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0054709,Other ,jilindequestionnaire_data_2022-01-10_16241::x205,jilindequestionnaire_data_2022-01-10_16241,,Participant,http://purl.obolibrary.org/obo/EUPATH_0054511,Action after read PrEP in newspapers,55. b. What actions did you take as a result of reading about PrEP in the newspapers?  (choice=Other),,value,,,,Jilinde_awareness_survey,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0054726,What is PrEP ,jilindequestionnaire_data_2022-01-10_16241::x222,jilindequestionnaire_data_2022-01-10_16241,,Participant,http://purl.obolibrary.org/obo/EUPATH_0054512,PrEP message that read most,62 a. What PrEP messages did you read in magazines?  (choice=What is PrEP),,value,,,,Jilinde_awareness_survey,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0054727,How does PrEP work ,jilindequestionnaire_data_2022-01-10_16241::x223,jilindequestionnaire_data_2022-01-10_16241,,Participant,http://purl.obolibrary.org/obo/EUPATH_0054512,PrEP message that read most,62 a. What PrEP messages did you read in magazines?  (choice=How does PrEP work),,value,,,,Jilinde_awareness_survey,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0054728,What PrEP does not do ,jilindequestionnaire_data_2022-01-10_16241::x224,jilindequestionnaire_data_2022-01-10_16241,,Participant,http://purl.obolibrary.org/obo/EUPATH_0054512,PrEP message that read most,62 a. What PrEP messages did you read in magazines?  (choice=What PrEP does not do),,value,,,,Jilinde_awareness_survey,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0054729,Why take PrEP ,jilindequestionnaire_data_2022-01-10_16241::x225,jilindequestionnaire_data_2022-01-10_16241,,Participant,http://purl.obolibrary.org/obo/EUPATH_0054512,PrEP message that read most,62 a. What PrEP messages did you read in magazines?  (choice=Why take PrEP),,value,,,,Jilinde_awareness_survey,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0054730,Who qualifies for PrEP ,jilindequestionnaire_data_2022-01-10_16241::x226,jilindequestionnaire_data_2022-01-10_16241,,Participant,http://purl.obolibrary.org/obo/EUPATH_0054512,PrEP message that read most,62 a. What PrEP messages did you read in magazines?  (choice=Who qualifies for PrEP),,value,,,,Jilinde_awareness_survey,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0054731,Side effects of PrEP ,jilindequestionnaire_data_2022-01-10_16241::x227,jilindequestionnaire_data_2022-01-10_16241,,Participant,http://purl.obolibrary.org/obo/EUPATH_0054512,PrEP message that read most,62 a. What PrEP messages did you read in magazines?  (choice=Side effects of PrEP),,value,,,,Jilinde_awareness_survey,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0054732,PrEP discontinuation ,jilindequestionnaire_data_2022-01-10_16241::x228,jilindequestionnaire_data_2022-01-10_16241,,Participant,http://purl.obolibrary.org/obo/EUPATH_0054512,PrEP message that read most,62 a. What PrEP messages did you read in magazines?  (choice=PrEP discontinuation),,value,,,,Jilinde_awareness_survey,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0054733,Usage of PrEP ,jilindequestionnaire_data_2022-01-10_16241::x229,jilindequestionnaire_data_2022-01-10_16241,,Participant,http://purl.obolibrary.org/obo/EUPATH_0054512,PrEP message that read most,62 a. What PrEP messages did you read in magazines?  (choice=Usage of PrEP),,value,,,,Jilinde_awareness_survey,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0054734,Where to get PrEP ,jilindequestionnaire_data_2022-01-10_16241::x230,jilindequestionnaire_data_2022-01-10_16241,,Participant,http://purl.obolibrary.org/obo/EUPATH_0054512,PrEP message that read most,62 a. What PrEP messages did you read in magazines?  (choice=Where to get PrEP),,value,,,,Jilinde_awareness_survey,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0054735,Other ,jilindequestionnaire_data_2022-01-10_16241::x231,jilindequestionnaire_data_2022-01-10_16241,,Participant,http://purl.obolibrary.org/obo/EUPATH_0054512,PrEP message that read most,62 a. What PrEP messages did you read in magazines?  (choice=Other),,value,,,,Jilinde_awareness_survey,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0054737,Discussed about PrEP with my partner ,jilindequestionnaire_data_2022-01-10_16241::x233,jilindequestionnaire_data_2022-01-10_16241,,Participant,http://purl.obolibrary.org/obo/EUPATH_0054513,Action after read PrEP in magazine,62. b. What actions did you take as a result of reading about PrEP in the Magazines?  (choice=Discussed about PrEP with my partner),,value,,,,Jilinde_awareness_survey,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0054738,Discussed about PrEP with a friend ,jilindequestionnaire_data_2022-01-10_16241::x234,jilindequestionnaire_data_2022-01-10_16241,,Participant,http://purl.obolibrary.org/obo/EUPATH_0054513,Action after read PrEP in magazine,62. b. What actions did you take as a result of reading about PrEP in the Magazines?  (choice=Discussed about PrEP with a friend),,value,,,,Jilinde_awareness_survey,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0054739,Discussed about PrEP with a relative ,jilindequestionnaire_data_2022-01-10_16241::x235,jilindequestionnaire_data_2022-01-10_16241,,Participant,http://purl.obolibrary.org/obo/EUPATH_0054513,Action after read PrEP in magazine,62. b. What actions did you take as a result of reading about PrEP in the Magazines?  (choice=Discussed about PrEP with a relative),,value,,,,Jilinde_awareness_survey,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0054740,Discussed about PrEP with a Peer Educator ,jilindequestionnaire_data_2022-01-10_16241::x236,jilindequestionnaire_data_2022-01-10_16241,,Participant,http://purl.obolibrary.org/obo/EUPATH_0054513,Action after read PrEP in magazine,62. b. What actions did you take as a result of reading about PrEP in the Magazines?  (choice=Discussed about PrEP with a Peer Educator),,value,,,,Jilinde_awareness_survey,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0054741,Visited a nearby facility to enquire more about PrEP ,jilindequestionnaire_data_2022-01-10_16241::x237,jilindequestionnaire_data_2022-01-10_16241,,Participant,http://purl.obolibrary.org/obo/EUPATH_0054513,Action after read PrEP in magazine,62. b. What actions did you take as a result of reading about PrEP in the Magazines?  (choice=Visited a nearby facility to enquire more about PrEP),,value,,,,Jilinde_awareness_survey,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0054742,Thought about PrEP ,jilindequestionnaire_data_2022-01-10_16241::x238,jilindequestionnaire_data_2022-01-10_16241,,Participant,http://purl.obolibrary.org/obo/EUPATH_0054513,Action after read PrEP in magazine,62. b. What actions did you take as a result of reading about PrEP in the Magazines?  (choice=Thought about PrEP),,value,,,,Jilinde_awareness_survey,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0054743,Started PrEP ,jilindequestionnaire_data_2022-01-10_16241::x239,jilindequestionnaire_data_2022-01-10_16241,,Participant,http://purl.obolibrary.org/obo/EUPATH_0054513,Action after read PrEP in magazine,62. b. What actions did you take as a result of reading about PrEP in the Magazines?  (choice=Started PrEP),,value,,,,Jilinde_awareness_survey,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0054744,Took no action ,jilindequestionnaire_data_2022-01-10_16241::x240,jilindequestionnaire_data_2022-01-10_16241,,Participant,http://purl.obolibrary.org/obo/EUPATH_0054513,Action after read PrEP in magazine,62. b. What actions did you take as a result of reading about PrEP in the Magazines?  (choice=Took no action),,value,,,,Jilinde_awareness_survey,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0054745,Other ,jilindequestionnaire_data_2022-01-10_16241::x241,jilindequestionnaire_data_2022-01-10_16241,,Participant,http://purl.obolibrary.org/obo/EUPATH_0054513,Action after read PrEP in magazine,62. b. What actions did you take as a result of reading about PrEP in the Magazines?  (choice=Other),,value,,,,Jilinde_awareness_survey,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0054766,What is PrEP ,jilindequestionnaire_data_2022-01-10_16241::x262,jilindequestionnaire_data_2022-01-10_16241,,Participant,http://purl.obolibrary.org/obo/EUPATH_0054514,PrEP messages that hear on radio,73. What PrEP messages did you hear on radio?  (choice=What is PrEP),,value,,,,Jilinde_awareness_survey,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0054767,How does PrEP work ,jilindequestionnaire_data_2022-01-10_16241::x263,jilindequestionnaire_data_2022-01-10_16241,,Participant,http://purl.obolibrary.org/obo/EUPATH_0054514,PrEP messages that hear on radio,73. What PrEP messages did you hear on radio?  (choice=How does PrEP work),,value,,,,Jilinde_awareness_survey,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0054768,What PrEP does not do ,jilindequestionnaire_data_2022-01-10_16241::x264,jilindequestionnaire_data_2022-01-10_16241,,Participant,http://purl.obolibrary.org/obo/EUPATH_0054514,PrEP messages that hear on radio,73. What PrEP messages did you hear on radio?  (choice=What PrEP does not do),,value,,,,Jilinde_awareness_survey,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0054769,Why take PrEP ,jilindequestionnaire_data_2022-01-10_16241::x265,jilindequestionnaire_data_2022-01-10_16241,,Participant,http://purl.obolibrary.org/obo/EUPATH_0054514,PrEP messages that hear on radio,73. What PrEP messages did you hear on radio?  (choice=Why take PrEP),,value,,,,Jilinde_awareness_survey,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0054770,Who qualifies for PrEP ,jilindequestionnaire_data_2022-01-10_16241::x266,jilindequestionnaire_data_2022-01-10_16241,,Participant,http://purl.obolibrary.org/obo/EUPATH_0054514,PrEP messages that hear on radio,73. What PrEP messages did you hear on radio?  (choice=Who qualifies for PrEP),,value,,,,Jilinde_awareness_survey,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0054771,Side effects of PrEP ,jilindequestionnaire_data_2022-01-10_16241::x267,jilindequestionnaire_data_2022-01-10_16241,,Participant,http://purl.obolibrary.org/obo/EUPATH_0054514,PrEP messages that hear on radio,73. What PrEP messages did you hear on radio?  (choice=Side effects of PrEP),,value,,,,Jilinde_awareness_survey,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0054772,PrEP discontinuation ,jilindequestionnaire_data_2022-01-10_16241::x268,jilindequestionnaire_data_2022-01-10_16241,,Participant,http://purl.obolibrary.org/obo/EUPATH_0054514,PrEP messages that hear on radio,73. What PrEP messages did you hear on radio?  (choice=PrEP discontinuation),,value,,,,Jilinde_awareness_survey,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0054773,Usage of PrEP ,jilindequestionnaire_data_2022-01-10_16241::x269,jilindequestionnaire_data_2022-01-10_16241,,Participant,http://purl.obolibrary.org/obo/EUPATH_0054514,PrEP messages that hear on radio,73. What PrEP messages did you hear on radio?  (choice=Usage of PrEP),,value,,,,Jilinde_awareness_survey,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0054774,Where to get PrEP ,jilindequestionnaire_data_2022-01-10_16241::x270,jilindequestionnaire_data_2022-01-10_16241,,Participant,http://purl.obolibrary.org/obo/EUPATH_0054514,PrEP messages that hear on radio,73. What PrEP messages did you hear on radio?  (choice=Where to get PrEP),,value,,,,Jilinde_awareness_survey,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0054775,Other ,jilindequestionnaire_data_2022-01-10_16241::x271,jilindequestionnaire_data_2022-01-10_16241,,Participant,http://purl.obolibrary.org/obo/EUPATH_0054514,PrEP messages that hear on radio,73. What PrEP messages did you hear on radio?  (choice=Other),,value,,,,Jilinde_awareness_survey,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0054777,Discussed about PrEP with my partner ,jilindequestionnaire_data_2022-01-10_16241::x273,jilindequestionnaire_data_2022-01-10_16241,,Participant,http://purl.obolibrary.org/obo/EUPATH_0054515,Action after listen PrEP on radio,74. What action did you take as a result of listening to the PrEP messages on radio? (choice=Discussed about PrEP with my partner),,variable,,,,Jilinde_awareness_survey,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0054778,Discussed about PrEP with a friend ,jilindequestionnaire_data_2022-01-10_16241::x274,jilindequestionnaire_data_2022-01-10_16241,,Participant,http://purl.obolibrary.org/obo/EUPATH_0054515,Action after listen PrEP on radio,74. What action did you take as a result of listening to the PrEP messages on radio? (choice=Discussed about PrEP with a friend),,variable,,,,Jilinde_awareness_survey,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0054779,Discussed about PrEP with a relative ,jilindequestionnaire_data_2022-01-10_16241::x275,jilindequestionnaire_data_2022-01-10_16241,,Participant,http://purl.obolibrary.org/obo/EUPATH_0054515,Action after listen PrEP on radio,74. What action did you take as a result of listening to the PrEP messages on radio? (choice=Discussed about PrEP with a relative),,variable,,,,Jilinde_awareness_survey,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0054780,Discussed about PrEP with a Peer Educator ,jilindequestionnaire_data_2022-01-10_16241::x276,jilindequestionnaire_data_2022-01-10_16241,,Participant,http://purl.obolibrary.org/obo/EUPATH_0054515,Action after listen PrEP on radio,74. What action did you take as a result of listening to the PrEP messages on radio? (choice=Discussed about PrEP with a Peer Educator),,variable,,,,Jilinde_awareness_survey,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0054781,Visited a nearby facility to enquire more about PrEP ,jilindequestionnaire_data_2022-01-10_16241::x277,jilindequestionnaire_data_2022-01-10_16241,,Participant,http://purl.obolibrary.org/obo/EUPATH_0054515,Action after listen PrEP on radio,74. What action did you take as a result of listening to the PrEP messages on radio? (choice=Visited a nearby facility to enquire more about PrEP),,variable,,,,Jilinde_awareness_survey,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0054782,Thought about PrEP ,jilindequestionnaire_data_2022-01-10_16241::x278,jilindequestionnaire_data_2022-01-10_16241,,Participant,http://purl.obolibrary.org/obo/EUPATH_0054515,Action after listen PrEP on radio,74. What action did you take as a result of listening to the PrEP messages on radio? (choice=Thought about PrEP),,variable,,,,Jilinde_awareness_survey,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0054783,Started PrEP ,jilindequestionnaire_data_2022-01-10_16241::x279,jilindequestionnaire_data_2022-01-10_16241,,Participant,http://purl.obolibrary.org/obo/EUPATH_0054515,Action after listen PrEP on radio,74. What action did you take as a result of listening to the PrEP messages on radio? (choice=Started PrEP),,variable,,,,Jilinde_awareness_survey,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0054784,Took no action ,jilindequestionnaire_data_2022-01-10_16241::x280,jilindequestionnaire_data_2022-01-10_16241,,Participant,http://purl.obolibrary.org/obo/EUPATH_0054515,Action after listen PrEP on radio,74. What action did you take as a result of listening to the PrEP messages on radio? (choice=Took no action),,variable,,,,Jilinde_awareness_survey,,,,,,,,,,
