variable	variable	values	mappedTerm
f7_fuel_grass	EUPATH_0015014	1	Yes
f7_fuel_kero	EUPATH_0015021	0	No
f7_fuel_kero	EUPATH_0015021	1	Yes
f7_fuel_natgas	EUPATH_0015018	0	No
f7_fuel_natgas	EUPATH_0015018	1	Yes
f7_fuel_other	EUPATH_0015023	0	No
f7_fuel_other	EUPATH_0015023	1	Yes
f7_fuel_propane	EUPATH_0015015	0	No
f7_fuel_propane	EUPATH_0015015	1	Yes
f7_fuel_wood	EUPATH_0015022	0	No
f7_fuel_wood	EUPATH_0015022	1	Yes
f7_house_agland	EUPATH_0015008	0	No
f7_house_agland	EUPATH_0015008	1	Yes
f7_house_bike	EUPATH_0015001	0	No
f7_house_bike	EUPATH_0015001	1	Yes
f7_house_boat	EUPATH_0000179	0	No
f7_house_boat	EUPATH_0000179	1	Yes
f7_house_car	EUPATH_0000171	0	No
f7_house_car	EUPATH_0000171	1	Yes
f7_house_cart	EUPATH_0000166	0	No
f7_house_cart	EUPATH_0000166	1	Yes
f7_house_elec	EUPATH_0021084	0	No
f7_house_elec	EUPATH_0021084	1	Yes
f7_house_fridge	ENVO_01000583	0	No
f7_house_fridge	ENVO_01000583	1	Yes
f7_house_none	EUPATH_0015011	0	No
f7_house_none	EUPATH_0015011	1	Yes
f7_house_phone	ENVO_01000580	0	No
f7_house_phone	ENVO_01000580	1	Yes
f7_house_radio	ENVO_01000577	0	No
f7_house_radio	ENVO_01000577	1	Yes
f7_house_scoot	ENVO_01000615	0	No
f7_house_scoot	ENVO_01000615	1	Yes
f7_house_tele	ENVO_01000579	0	No
f7_house_tele	ENVO_01000579	1	Yes
f7_ipv1	EUPATH_0031234	0	No
f7_ipv1	EUPATH_0031234	1	Yes
f7_ipv1	EUPATH_0031234	9	Don't know
f7_ipv1_dk	EUPATH_0031231	1	Yes
f7_ipv2	EUPATH_0031234	0	No
f7_ipv2	EUPATH_0031234	1	Yes
f7_ipv2	EUPATH_0031234	9	Don't know
f7_ipv2_dk	EUPATH_0031235	1	Yes
f7_ipv2_hcid	EUPATH_0031236	1	Yes
f7_ipv2_hcid	EUPATH_0031236	2	
f7_ipv2_hcid	EUPATH_0031236	4	
f7_ipv2_hcid	EUPATH_0031236	8	
f7_ipv2_hcid	EUPATH_0031236	11	
f7_ipv2_hcid	EUPATH_0031236	12	
f7_ipv2_hcid	EUPATH_0031236	90	
f7_ipv2_hcid	EUPATH_0031236	101	
f7_ipv2_hcid	EUPATH_0031236	104	
f7_ipv2_hcid	EUPATH_0031236	107	
f7_ipv2_hcid	EUPATH_0031236	108	
f7_ipv2_hcid	EUPATH_0031236	304	
f7_ipv2_hcid	EUPATH_0031236	306	
f7_ipv3	EUPATH_0031238	0	No
f7_ipv3	EUPATH_0031238	1	Yes
f7_ipv3	EUPATH_0031238	9	Don't know
f7_ipv3_dk	EUPATH_0031239	1	Yes
f7_ipv3_hcid	EUPATH_0031241	11	
f7_ipv3_hcid	EUPATH_0031241	12	
f7_ipv3_hcid	EUPATH_0031241	90	
f7_ipv3_hcid	EUPATH_0031241	101	
f7_ipv3_hcid	EUPATH_0031241	104	
f7_ipv3_hcid	EUPATH_0031241	107	
f7_ipv3_hcid	EUPATH_0031241	108	
f7_main_waste	EUPATH_0000335	1	Flush or pour-flush toilet to: piped sewer system; septic tank; or pit latrine
f7_main_waste	EUPATH_0000335	2	Flus or pour-flush toilet to elsewhere
f7_main_waste	EUPATH_0000335	3	bucket
f7_main_waste	EUPATH_0000335	4	VIP
f7_main_waste	EUPATH_0000335	5	Pit latrine with slab
f7_main_waste	EUPATH_0000335	6	Pit latrine without slab or open pit
f7_main_waste	EUPATH_0000335	7	Composting toilet
f7_main_waste	EUPATH_0000335	8	Hanging toilet or hanging latrine
f7_main_waste	EUPATH_0000335	9	No facility
f7_main_waste	EUPATH_0000335	10	Other
f7_med_amoxy	EUPATH_0015197	0	No
f7_med_amoxy	EUPATH_0015197	1	Yes
f7_med_amoxyv	EUPATH_0031176	0	No
f7_med_amoxyv	EUPATH_0031176	1	Yes
f7_med_ampi	EUPATH_0015198	0	No
f7_med_ampi	EUPATH_0015198	1	Yes
f7_med_ampiv	EUPATH_0031177	0	No
f7_med_ampiv	EUPATH_0031177	1	Yes
f7_med_ant_spec	f7_med_ant_spec	0	No
f7_med_antimal	EUPATH_0015205	0	No
f7_med_antimal	EUPATH_0015205	1	Yes
f7_med_antimalv	EUPATH_0031178	0	No
f7_med_antimalv	EUPATH_0031178	1	Yes
f7_med_azith	EUPATH_0015194	0	No
f7_med_azith	EUPATH_0015194	1	Yes
f7_med_azithv	EUPATH_0031179	0	No
f7_med_azithv	EUPATH_0031179	1	Yes
f7_med_ceft	EUPATH_0031173	0	No
f7_med_ceftv	EUPATH_0031180	0	No
f7_med_cepa	EUPATH_0031174	0	No
f7_med_cepa	EUPATH_0031174	1	Yes
f7_med_cepav	EUPATH_0031181	0	No
f7_med_cepav	EUPATH_0031181	1	Yes
f7_med_chlor	EUPATH_0015192	0	No
f7_med_chlor	EUPATH_0015192	1	Yes
f7_med_chlorv	EUPATH_0031182	0	No
f7_med_chlorv	EUPATH_0031182	1	Yes
f7_med_cipro	EUPATH_0015200	0	No
f7_med_cipro	EUPATH_0015200	1	Yes
f7_med_ciprov	EUPATH_0031183	0	No
f7_med_ciprov	EUPATH_0031183	1	Yes
f7_med_cotr	EUPATH_0015189	0	No
f7_med_cotr	EUPATH_0015189	1	Yes
f7_med_cotrv	EUPATH_0031184	0	No
f7_med_cotrv	EUPATH_0031184	1	Yes
f7_med_eryth	EUPATH_0015193	0	No
f7_med_eryth	EUPATH_0015193	1	Yes
f7_med_erythv	EUPATH_0031185	0	No
f7_med_erythv	EUPATH_0031185	1	Yes
f7_med_flag	EUPATH_0031175	0	No
f7_med_flag	EUPATH_0031175	1	Yes
f7_med_flagv	EUPATH_0031189	0	No
f7_med_flagv	EUPATH_0031189	1	Yes
f7_med_gent	EUPATH_0015191	0	No
f7_med_gent	EUPATH_0015191	1	Yes
f7_med_gentv	EUPATH_0031186	0	No
f7_med_gentv	EUPATH_0031186	1	Yes
f7_med_govfluid	EUPATH_0015204	0	No
f7_med_govfluidv	EUPATH_0031187	0	No
f7_med_iv	EUPATH_0015188	0	No
f7_med_ivv	EUPATH_0031188	0	No
f7_med_nalid	EUPATH_0015199	0	No
f7_med_nalidv	EUPATH_0031190	0	No
f7_med_none	EUPATH_0015209	0	No
f7_med_none	EUPATH_0015209	1	Yes
f7_med_nonev	EUPATH_0031191	0	No
f7_med_nonev	EUPATH_0031191	1	Yes
f7_med_omacr	EUPATH_0015195	0	No
f7_med_omacrv	EUPATH_0031318	0	No
f7_med_ongoing	EUPATH_0010154	0	No
f7_med_ongoing	EUPATH_0010154	1	Yes
f7_med_ors	EUPATH_0015187	0	No
f7_med_ors	EUPATH_0015187	1	Yes
f7_med_orsv	EUPATH_0031192	0	No
f7_med_orsv	EUPATH_0031192	1	Yes
f7_med_oth1_spec	EUPATH_0015206	0	No
f7_med_oth2_spec	EUPATH_0015206	0	No
f7_med_oth3_spec	EUPATH_0015206	0	No
f7_med_other1	EUPATH_0015206	0	No
f7_med_other1	EUPATH_0015206	1	Yes
f7_med_other1v	EUPATH_0031314	0	No
f7_med_other1v	EUPATH_0031314	1	Yes
f7_med_other2	EUPATH_0015206	0	No
f7_med_other2	EUPATH_0015206	1	Yes
f7_med_other2v	EUPATH_0031315	0	No
f7_med_other2v	EUPATH_0031315	1	Yes
f7_med_other3	EUPATH_0015206	0	No
f7_med_other3	EUPATH_0015206	1	Yes
f7_med_other3v	EUPATH_0031316	0	No
f7_med_other3v	EUPATH_0031316	1	Yes
f7_med_otherant	EUPATH_0015202	0	No
f7_med_otherant	EUPATH_0015202	1	Yes
f7_med_otherantv	EUPATH_0031317	0	No
f7_med_otherantv	EUPATH_0031317	1	Yes
f7_med_peni	EUPATH_0015196	0	No
f7_med_peniv	EUPATH_0031193	0	No
f7_med_sele	EUPATH_0015201	0	No
f7_med_sele	EUPATH_0015201	1	Yes
f7_med_selev	EUPATH_0031194	0	No
f7_med_selev	EUPATH_0031194	1	Yes
f7_med_zinc	EUPATH_0015203	0	No
f7_med_zinc	EUPATH_0015203	1	Yes
f7_med_zincv	EUPATH_0031195	0	No
f7_med_zincv	EUPATH_0031195	1	Yes
f7_mom_live	EUPATH_0010127	1	Living in household
f7_mom_live	EUPATH_0010127	2	Living outside of household
f7_mom_live	EUPATH_0010127	3	Abroad
f7_mom_live	EUPATH_0010127	4	Whereabouts unknown
f7_mom_live	EUPATH_0010127	5	Died
f7_ms_water	EUPATH_0010099	1	Piped into house
f7_ms_water	EUPATH_0010099	2	Piped into yard
f7_ms_water	EUPATH_0010099	3	Public tap
f7_ms_water	EUPATH_0010099	4	Open well in house or yard
f7_ms_water	EUPATH_0010099	5	Open public well
f7_ms_water	EUPATH_0010099	6	Pond or lake
f7_ms_water	EUPATH_0010099	7	Deep tube well
f7_ms_water	EUPATH_0010099	8	Shallow tube well
f7_ms_water	EUPATH_0010099	9	Covered well in house or yard
f7_ms_water	EUPATH_0010099	10	Covered public well
f7_ms_water	EUPATH_0010099	11	Protected spring
f7_ms_water	EUPATH_0010099	12	Unprotected spring
f7_ms_water	EUPATH_0010099	13	River
f7_ms_water	EUPATH_0010099	14	Dam or earth
f7_ms_water	EUPATH_0010099	15	Rainwater
f7_ms_water	EUPATH_0010099	16	"Bought (tank, bottles, etc)"
f7_ms_water	EUPATH_0010099	17	Bore hole
f7_ms_water	EUPATH_0010099	18	Other
f7_ms_water	EUPATH_0010099	19	Stream
f7_natfl	EUPATH_0031044	1	Earth/sand
f7_natfl	EUPATH_0031044	2	Dung
f7_offr_drink	EUPATH_0015465	1	More than usual
f7_offr_drink	EUPATH_0015465	2	Usual
f7_offr_drink	EUPATH_0015465	3	Somewhat less than usual
f7_offr_drink	EUPATH_0015465	4	Much less than usual
f7_offr_drink	EUPATH_0015465	5	Nothing to drink
f7_offr_eat	EUPATH_0015466	1	More than usual
f7_offr_eat	EUPATH_0015466	2	Usual
f7_offr_eat	EUPATH_0015466	3	Somewhat less than usual
f7_offr_eat	EUPATH_0015466	4	Much less than usual
f7_offr_eat	EUPATH_0015466	5	Nothing to eat
f7_opv1	EUPATH_0031247	0	No
f7_opv1	EUPATH_0031247	1	Yes
f7_opv1	EUPATH_0031247	9	Don't know
f7_opv1_dk	EUPATH_0031250	1	Yes
f7_opv2	EUPATH_0031248	0	No
f7_opv2	EUPATH_0031248	1	Yes
f7_opv2	EUPATH_0031248	9	Don't know
f7_opv2_dk	EUPATH_0031253	1	Yes
f7_opv3	EUPATH_0031249	0	No
f7_opv3	EUPATH_0031249	1	Yes
f7_opv3	EUPATH_0031249	9	Don't know
f7_opv3_dk	EUPATH_0031256	1	Yes
f7_othfl	EUPATH_0031263	1	Yes
f7_prim_schl	EUPATH_0010129	1	No formal schooling
f7_prim_schl	EUPATH_0010129	2	Less than primary
f7_prim_schl	EUPATH_0010129	3	Completed primary
f7_prim_schl	EUPATH_0010129	4	Completed secondary
f7_prim_schl	EUPATH_0010129	5	Post-secondary
f7_prim_schl	EUPATH_0010129	6	Religious education only
f7_primcare	EUPATH_0010123	1	Mother
f7_primcare	EUPATH_0010123	2	Father
f7_primcare	EUPATH_0010123	3	Sister
f7_primcare	EUPATH_0010123	4	Brother
f7_primcare	EUPATH_0010123	5	Grandmother
f7_primcare	EUPATH_0010123	6	Grandfather
f7_primcare	EUPATH_0010123	7	Aunt
f7_primcare	EUPATH_0010123	8	Uncle
f7_primcare	EUPATH_0010123	9	No relation
f7_primcare	EUPATH_0010123	10	Other
f7_rec_vax	EUPATH_0031003	0	No
f7_rec_vax	EUPATH_0031003	1	Yes
f7_rot1	EUPATH_0031266	0	No
f7_rot1	EUPATH_0031266	1	Yes
f7_rot1	EUPATH_0031266	9	Don't know
f7_rot1_dk	EUPATH_0031278	1	Yes
f7_rot2	EUPATH_0031270	0	No
f7_rot2	EUPATH_0031270	1	Yes
f7_rot2	EUPATH_0031270	9	Don't know
f7_rot2_dk	EUPATH_0031278	1	Yes
f7_rot3	EUPATH_0031274	0	No
f7_rot3	EUPATH_0031274	1	Yes
f7_rot3	EUPATH_0031274	9	Don't know
f7_rot3_dk	EUPATH_0031275	1	Yes
f7_seek_ctr1	EUPATH_0010155	0	No
f7_seek_ctr1	EUPATH_0010155	1	Yes
f7_seek_ctr2	EUPATH_0010161	0	No
f7_seek_ctr2	EUPATH_0010161	1	Yes
f7_seek_ctr2_code	EUPATH_0010163	1	Yes
f7_seek_ctr2_code	EUPATH_0010163	6	
f7_seek_ctr2_code	EUPATH_0010163	9	Don't know
f7_seek_ctr2_code	EUPATH_0010163	15	
f7_seek_ctr2_code	EUPATH_0010163	31	
f7_seek_ctr2_code	EUPATH_0010163	90	
f7_seek_ctr2_code	EUPATH_0010163	101	
f7_seek_ctr2_code	EUPATH_0010163	103	
f7_seek_ctr2_code	EUPATH_0010163	105	
f7_seek_ctr2_code	EUPATH_0010163	106	
f7_seek_ctr2_code	EUPATH_0010163	108	
f7_seek_ctr2_code	EUPATH_0010163	109	
f7_seek_ctr2_code	EUPATH_0010163	201	
f7_seek_ctr2_code	EUPATH_0010163	202	
f7_seek_ctr2_code	EUPATH_0010163	206	
f7_seek_ctr2_code	EUPATH_0010163	235	
f7_seek_ctr2_code	EUPATH_0010163	236	
f7_seek_ctr2_code	EUPATH_0010163	241	
f7_seek_ctr3	EUPATH_0010167	0	No
f7_seek_ctr3	EUPATH_0010167	1	Yes
f7_seek_ctr3_code	EUPATH_0010169	10	
f7_seek_ctr3_code	EUPATH_0010169	206	
f7_seek_doc	EUPATH_0015096	0	No
f7_seek_doc	EUPATH_0015096	1	Yes
f7_seek_friend	EUPATH_0015094	0	No
f7_seek_friend	EUPATH_0015094	1	Yes
f7_seek_healer	EUPATH_0015095	0	No
f7_seek_healer	EUPATH_0015095	1	Yes
f7_seek_othr	EUPATH_0010173	0	No
f7_seek_othr	EUPATH_0010173	1	Yes
f7_seek_pharm	EUPATH_0015093	0	No
f7_seek_pharm	EUPATH_0015093	1	Yes
f7_seek_privdoc	EUPATH_0015097	0	No
f7_seek_privdoc	EUPATH_0015097	1	Yes
f7_seek_remdy	EUPATH_0015098	0	No
f7_seek_remdy	EUPATH_0015098	1	Yes
f7_seekcare	EUPATH_0015092	0	No
f7_seekcare	EUPATH_0015092	1	Yes
f7_seekcare	EUPATH_0015092	2	Never had diarrhea
f7_skin_flaky	EUPATH_0015120	0	No
f7_skin_flaky	EUPATH_0015120	1	Yes
f7_store_water	EUPATH_0010141	0	No
f7_store_water	EUPATH_0010141	1	Yes
f7_time_water	EUPATH_0000726	1	Less than 15 minutes
f7_time_water	EUPATH_0000726	2	15-29 minutes
f7_time_water	EUPATH_0000726	3	30-59 minutes
f7_time_water	EUPATH_0000726	4	1-3 hours
f7_time_water	EUPATH_0000726	5	More than 3 hours
f7_under_nutr	EUPATH_0015119	0	No
f7_under_nutr	EUPATH_0015119	1	Yes
f7_vax_card	EUPATH_0031004	0	No
f7_vax_card	EUPATH_0031004	1	Yes
f7_vax_source	EUPATH_0031005	0	No
f7_vax_source	EUPATH_0031005	1	"Yes, DSS"
f7_vax_source	EUPATH_0031005	2	"Yes, RVS"
f7_vax_source	EUPATH_0031005	3	"Yes, Other"
f7_vomit	EUPATH_0015186	0	No
f7_vomit	EUPATH_0015186	1	Yes
f7_water_avail	EUPATH_0000730	1	All the time
f7_water_avail	EUPATH_0000730	2	Several hours every day
f7_water_avail	EUPATH_0000730	3	A few times per week
f7_water_avail	EUPATH_0000730	4	Less frequent than a few times per week
f7_water_bore	EUPATH_0015050	0	No
f7_water_bore	EUPATH_0015050	1	Yes
f7_water_bought	EUPATH_0015048	0	No
f7_water_bought	EUPATH_0015048	1	Yes
f7_water_covpwell	EUPATH_0015036	0	No
f7_water_covpwell	EUPATH_0015036	1	Yes
f7_water_covwell	EUPATH_0015034	0	No
f7_water_covwell	EUPATH_0015034	1	Yes
f7_water_dam	EUPATH_0015044	0	No
f7_water_dam	EUPATH_0015044	1	Yes
f7_water_deepwell	EUPATH_0015045	0	No
f7_water_deepwell	EUPATH_0015045	1	Yes
f7_water_house	EUPATH_0015033	0	No
f7_water_house	EUPATH_0015033	1	Yes
f7_water_othr	EUPATH_0015049	0	No
f7_water_othr	EUPATH_0015049	1	Yes
f7_water_pond	EUPATH_0015043	0	No
f7_water_pond	EUPATH_0015043	1	Yes
f7_water_prospring	EUPATH_0015038	0	No
f7_water_prospring	EUPATH_0015038	1	Yes
f7_water_pubtap	EUPATH_0015037	0	No
f7_water_pubtap	EUPATH_0015037	1	Yes
f7_water_pubwell	EUPATH_0015041	0	No
f7_water_pubwell	EUPATH_0015041	1	Yes
f7_water_rain	EUPATH_0015046	0	No
f7_water_rain	EUPATH_0015046	1	Yes
f7_water_riv	EUPATH_0031311	0	No
f7_water_riv	EUPATH_0031311	1	Yes
f7_water_shallwell	EUPATH_0015047	0	No
f7_water_shallwell	EUPATH_0015047	1	Yes
f7_water_str	EUPATH_0031312	0	No
f7_water_str	EUPATH_0031312	1	Yes
f7_water_unspring	EUPATH_0015040	0	No
f7_water_unspring	EUPATH_0015040	1	Yes
f7_water_well	EUPATH_0015039	0	No
f7_water_well	EUPATH_0015039	1	Yes
f7_water_yard	EUPATH_0015035	0	No
f7_water_yard	EUPATH_0015035	1	Yes
f9_memory_aid	EUPATH_0031016	0	0
f9_memory_aid	EUPATH_0031016	1	Yes
f9_memory_aid	EUPATH_0031016	2	Partial
f9_memory_aid	EUPATH_0031016	2	2
gender	PATO_0000047	1	Male
gender	PATO_0000047	2	Female
improv_sanit	EUPATH_0031229	1	1
improv_sanit	EUPATH_0031229	2	2
improv_sanit	EUPATH_0031229	3	3
improv_sanit	EUPATH_0031229	4	4
improv_water	EUPATH_0031228	1	1
improv_water	EUPATH_0031228	2	2
improv_water	EUPATH_0031228	3	3
improv_water	EUPATH_0031228	4	4
improv_water	EUPATH_0031228	5	5
mod_dehyd	EUPATH_0031111	0	0
mod_dehyd	EUPATH_0031111	1	1
mod_dehyd	EUPATH_0031111	2	2
mod_dehyd	EUPATH_0031111	3	3
mod_dehyd	EUPATH_0031111	4	4
noro_any	EUPATH_0010767	0	No
noro_any	EUPATH_0010767	1	Yes
path_bact	EUPATH_0010875	0	No
path_bact	EUPATH_0010875	1	Yes
path_proto	EUPATH_0031141	0	No
path_proto	EUPATH_0031141	1	Yes
path_viral	EUPATH_0031144	0	No
path_viral	EUPATH_0031144	1	Yes
persist_ind	EUPATH_0010971	0	No
persist_ind	EUPATH_0010971	1	Yes
rota_doses	EUPATH_0011427	0	No
rota_doses	EUPATH_0011427	1	Yes
rota_doses	EUPATH_0011427	2	
rota_doses	EUPATH_0011427	3	
rota_doses	EUPATH_0011427	9	9
rota_doses	EUPATH_0011427	10	10
rota_doses	EUPATH_0011427	11	
rota_doses	EUPATH_0011427	18	
rota_doses	EUPATH_0011427	19	
rota_doses	EUPATH_0011427	27	
severe_dehyd	EUPATH_0031109	0	0
severe_dehyd	EUPATH_0031109	1	1
severe_dehyd	EUPATH_0031109	2	2
severe_dehyd	EUPATH_0031109	3	3
severe_dehyd	EUPATH_0031109	4	4
shig_boydii	EUPATH_0015320	0	No
shig_boydii	EUPATH_0015320	1	Yes
shig_dysent	EUPATH_0015321	0	No
shig_dysent	EUPATH_0015321	1	Yes
shig_flex	EUPATH_0015319	0	No
shig_flex	EUPATH_0015319	1	Yes
shig_flex_sero1a	EUPATH_0015443	0	No
shig_flex_sero1a	EUPATH_0015443	1	Yes
shig_flex_sero1b	EUPATH_0015444	0	No
shig_flex_sero1b	EUPATH_0015444	1	Yes
shig_flex_sero1c	EUPATH_0031282	0	No
shig_flex_sero1c	EUPATH_0031282	1	Yes
shig_flex_sero1d	EUPATH_0031283	0	No
shig_flex_sero1d	EUPATH_0031283	1	Yes
shig_flex_sero2a	EUPATH_0015445	0	No
shig_flex_sero2a	EUPATH_0015445	1	Yes
shig_flex_sero2b	EUPATH_0015446	0	No
shig_flex_sero2b	EUPATH_0015446	1	Yes
shig_flex_sero3a	EUPATH_0015447	0	No
shig_flex_sero3a	EUPATH_0015447	1	Yes
shig_flex_sero3b	EUPATH_0015448	0	No
shig_flex_sero3b	EUPATH_0015448	1	Yes
shig_flex_sero4a	EUPATH_0015324	0	No
shig_flex_sero4a	EUPATH_0015324	1	Yes
shig_flex_sero4b	EUPATH_0015301	0	No
shig_flex_sero4b	EUPATH_0015301	1	Yes
shig_flex_sero4c	EUPATH_0015325	0	No
shig_flex_sero6	EUPATH_0015303	0	No
shig_flex_sero6	EUPATH_0015303	1	Yes
shig_flex_serox	EUPATH_0015327	0	No
shig_flex_serox	EUPATH_0015327	1	Yes
shig_flex_seroy	EUPATH_0015328	0	No
shig_flex_seroy	EUPATH_0015328	1	Yes
shig_sonnei	EUPATH_0015323	0	No
shig_sonnei	EUPATH_0015323	1	Yes
site	site	1	The Gambia
site	site	2	Mali
site	site	3	Kenya
site_split	OBI_0001627	1	The Gambia Basse
site_split	OBI_0001627	2	Mali
site_split	OBI_0001627	3	Kenya
site_split	OBI_0001627	4	The Gambia Bansang
tepec	EUPATH_0015396	0	No
tepec	EUPATH_0015396	1	Yes
time_water	EUPATH_0000726	1	Less than 15 minutes
time_water	EUPATH_0000726	2	15-29 minutes
time_water	EUPATH_0000726	3	30-59 minutes
time_water	EUPATH_0000726	4	1-3 hours
time_water	EUPATH_0000726	5	More than 3 hours
type	EUPATH_0010375	0	Control
type	EUPATH_0010375	1	Case
vesikari_score	EUPATH_0031320	1	Mild
vesikari_score	EUPATH_0031320	2	Moderate
vesikari_score	EUPATH_0031320	3	Severe
vesikari_score_int	EUPATH_0031286	2	2
vesikari_score_int	EUPATH_0031286	3	3
vesikari_score_int	EUPATH_0031286	4	4
vesikari_score_int	EUPATH_0031286	5	5
vesikari_score_int	EUPATH_0031286	6	6
vesikari_score_int	EUPATH_0031286	7	7
vesikari_score_int	EUPATH_0031286	8	8
vesikari_score_int	EUPATH_0031286	9	9
vesikari_score_int	EUPATH_0031286	10	10
vesikari_score_int	EUPATH_0031286	11	11
vesikari_score_int	EUPATH_0031286	12	12
vesikari_score_int	EUPATH_0031286	13	13
vesikari_score_int	EUPATH_0031286	14	14
vesikari_score_int	EUPATH_0031286	15	15
vesikari_score_int	EUPATH_0031286	16	16
vesikari_score_int	EUPATH_0031286	17	17
vesikari_score_int	EUPATH_0031286	18	18
vida_case	vida_case	1	VIDA Case
vida_case	vida_case	2	VIDA Plus Case
vida_case	vida_case	3	VIDA Control
vs_daily_max	EUPATH_0031319	1	1 point
vs_daily_max	EUPATH_0031319	2	2 points
vs_daily_max	EUPATH_0031319	3	3 points
vs_days_vomit	EUPATH_0031113	0	0 points
vs_days_vomit	EUPATH_0031113	1	1 point
vs_days_vomit	EUPATH_0031113	2	2 points
vs_days_vomit	EUPATH_0031113	3	3 points
vs_dehyd	EUPATH_0031285	0	0 points
vs_dehyd	EUPATH_0031285	2	2 points
vs_dehyd	EUPATH_0031285	3	3 points
vs_dur_drh	EUPATH_0031114	1	1 point
vs_dur_drh	EUPATH_0031114	2	2 points
vs_dur_drh	EUPATH_0031114	3	3 points
vs_fever	EUPATH_0031079	0	0 points
vs_fever	EUPATH_0031079	1	1 point
vs_fever	EUPATH_0031079	2	2 points
vs_fever	EUPATH_0031079	3	3 points
vs_freq_vomit	EUPATH_0031115	0	0 points
vs_freq_vomit	EUPATH_0031115	1	1 point
vs_freq_vomit	EUPATH_0031115	2	2 points
vs_freq_vomit	EUPATH_0031115	3	3 points
vs_treat	EUPATH_0031145	0	0 points
vs_treat	EUPATH_0031145	1	1 point
vs_treat	EUPATH_0031145	2	2 points
water_avail	EUPATH_0000730	1	All the time
water_avail	EUPATH_0000730	2	Several hours every day
water_avail	EUPATH_0000730	3	A few times per week
water_avail	EUPATH_0000730	4	Less frequent than a few times per week
who_dehyd	EUPATH_0031110	0	No dehydration
who_dehyd	EUPATH_0031110	1	Some dehydration
who_dehyd	EUPATH_0031110	2	Severe dehydration
wi_ani_cat	EUPATH_0015027	0	No
wi_ani_cat	EUPATH_0015027	1	Yes
wi_ani_cow	EUPATH_0015028	0	No
wi_ani_cow	EUPATH_0015028	1	Yes
wi_ani_dog	EUPATH_0015026	0	No
wi_ani_dog	EUPATH_0015026	1	Yes
wi_ani_donk	EUPATH_0031148	0	No
wi_ani_donk	EUPATH_0031148	1	Yes
wi_ani_fowl	EUPATH_0015030	0	No
wi_ani_fowl	EUPATH_0015030	1	Yes
wi_ani_goat	EUPATH_0015024	0	No
wi_ani_goat	EUPATH_0015024	1	Yes
wi_ani_hors	EUPATH_0031149	0	No
wi_ani_hors	EUPATH_0031149	1	Yes
wi_ani_other	EUPATH_0015031	0	No
wi_ani_other	EUPATH_0015031	1	Yes
wi_ani_pig	EUPATH_0031151	0	No
wi_ani_pig	EUPATH_0031151	1	Yes
wi_ani_rodents	EUPATH_0015029	0	No
wi_ani_rodents	EUPATH_0015029	1	Yes
wi_ani_sheep	EUPATH_0015025	0	No
wi_ani_sheep	EUPATH_0015025	1	Yes
wi_bore_hole	EUPATH_0015050	0	No
wi_bore_hole	EUPATH_0015050	1	Yes
wi_bought	EUPATH_0015048	0	No
wi_bought	EUPATH_0015048	1	Yes
wi_bucket	EUPATH_0031058	0	No
wi_bucket	EUPATH_0031058	1	Yes
wi_comp	EUPATH_0031059	0	No
wi_comp	EUPATH_0031059	1	Yes
wi_cov_pbwell	EUPATH_0015036	0	No
wi_cov_pbwell	EUPATH_0015036	1	Yes
wi_cov_well	EUPATH_0015034	0	No
wi_cov_well	EUPATH_0015034	1	Yes
wi_dp_tube	EUPATH_0015045	0	No
wi_dp_tube	EUPATH_0015045	1	Yes
wi_fl_car	EUPATH_0031041	0	No
wi_fl_car	EUPATH_0031041	1	Yes
wi_fl_cem	EUPATH_0031042	0	No
wi_fl_cem	EUPATH_0031042	1	Yes
wi_fl_cer	EUPATH_0031043	0	No
wi_fl_cer	EUPATH_0031043	1	Yes
wi_fl_nat	EUPATH_0031044	0	No
wi_fl_nat	EUPATH_0031044	1	Yes
wi_fl_othr	EUPATH_0031045	0	No
wi_fl_othr	EUPATH_0031045	1	Yes
wi_fl_par	EUPATH_0031048	0	No
wi_fl_par	EUPATH_0031048	0	No
wi_fl_rud	EUPATH_0031050	0	No
wi_fl_vinyl	EUPATH_0031055	0	No
wi_fl_vinyl	EUPATH_0031055	1	Yes
wi_flushelse	EUPATH_0031061	0	No
wi_flushelse	EUPATH_0031061	1	Yes
wi_flushpipe	EUPATH_0031060	0	No
wi_flushpipe	EUPATH_0031060	1	Yes
wi_fuel_biogas	EUPATH_0015013	0	No
wi_fuel_biogas	EUPATH_0015013	1	Yes
wi_fuel_but	EUPATH_0031196	0	No
wi_fuel_but	EUPATH_0031196	1	Yes
wi_fuel_charcoal	EUPATH_0015019	0	No
wi_fuel_charcoal	EUPATH_0015019	1	Yes
wi_fuel_coal	EUPATH_0015016	0	No
wi_fuel_coal	EUPATH_0015016	1	Yes
wi_fuel_crop	EUPATH_0015020	0	No
wi_fuel_crop	EUPATH_0015020	1	Yes
wi_fuel_dung	EUPATH_0015017	0	No
wi_fuel_dung	EUPATH_0015017	1	Yes
wi_fuel_elec	EUPATH_0015012	0	No
wi_fuel_elec	EUPATH_0015012	1	Yes
wi_fuel_grass	EUPATH_0015014	0	No
wi_fuel_grass	EUPATH_0015014	1	Yes
wi_fuel_kero	EUPATH_0015021	0	No
wi_fuel_kero	EUPATH_0015021	1	Yes
wi_fuel_natgas	EUPATH_0015018	0	No
wi_fuel_natgas	EUPATH_0015018	1	Yes
wi_fuel_other	EUPATH_0015023	0	No
