variable	variable2	values	mappedTerm	ordinalValue
form01::ballardneuromuscularmaturityscore	form01::ballardneuromuscularmaturityscore	na	:::UNDEF:::
form03b::n681specify	form03b::n681specify	56mg/mg	56 mg/dL
form03b::n681specify	form03b::n681specify	57mg	57 mg/dL
form03b::n681specify	form03b::n681specify	57mg/d	57 mg/dL
form03b::n681specify	form03b::n681specify	58 mg/dl	58 mg/dL
form03b::n681specify	form03b::n681specify	58g/dl	58 mg/dL
form03b::n681specify	form03b::n681specify	58m/dl	58 mg/dL
form03b::n681specify	form03b::n681specify	58mg/dl	58 mg/dL
form03b::n681specify	form03b::n681specify	59	59
form03b::n681specify	form03b::n681specify	59mg/dl	59 mg/dL
form03b::n681specify	form03b::n681specify	5mg/dl	5 mg/dL
form03b::n681specify	form03b::n681specify	60mg/dl	60 mg/dL
form03b::n681specify	form03b::n681specify	61	61
form03b::n681specify	form03b::n681specify	61mg/d	61 mg/dL
form03b::n681specify	form03b::n681specify	61mg/dl	61 mg/dL
form03b::n681specify	form03b::n681specify	62mg	62mg
form03b::n681specify	form03b::n681specify	62mg/dl	62 mg/dL
form03b::n681specify	form03b::n681specify	63	63
form03b::n681specify	form03b::n681specify	63mg/d	63 mg/dL
form03b::n681specify	form03b::n681specify	63mg/dl	63 mg/dL
form03b::n681specify	form03b::n681specify	64mg/ld	64 mg/dL
form03b::n681specify	form03b::n681specify	65mg/dl	65 mg/dL
form03b::n681specify	form03b::n681specify	66mg /de	66 mg/dL
form03b::n681specify	form03b::n681specify	66mg/d	66 mg/dL
form03b::n681specify	form03b::n681specify	66mg/dl	66 mg/dL
form03b::n681specify	form03b::n681specify	67	67
form03b::n681specify	form03b::n681specify	67 mg/d	67 mg/dL
form03b::n681specify	form03b::n681specify	67mg/dl	67 mg/dL
form03b::n681specify	form03b::n681specify	68g/de	68 mg/dL
form03b::n681specify	form03b::n681specify	68gm/d	68 mg/dL
form03b::n681specify	form03b::n681specify	68mg/d	68 mg/dL
form03b::n681specify	form03b::n681specify	68mg/dl	68 mg/dL
form03b::n681specify	form03b::n681specify	69 mg/	69 mg/dL
form03b::n681specify	form03b::n681specify	69mg lde	69 mg/dL
form03b::n681specify	form03b::n681specify	69mg/d	69 mg/dL
form03b::n681specify	form03b::n681specify	69mg/dl	69 mg/dL
form03b::n681specify	form03b::n681specify	70mg/d	70 mg/dL
form03b::n681specify	form03b::n681specify	70mg/dl	70 mg/dL
form03b::n681specify	form03b::n681specify	71mg/d	71 mg/dL
form03b::n681specify	form03b::n681specify	72mg/dl	72 mg/dL
form03b::n681specify	form03b::n681specify	72mgld	72mgldL
form03b::n681specify	form03b::n681specify	73mg/dl	73 mg/dL
form03b::n681specify	form03b::n681specify	74 mg/d	74 mg/dL
form03b::n681specify	form03b::n681specify	74mg/d	74 mg/dL
form03b::n681specify	form03b::n681specify	74mg/dl	74 mg/dL
form03b::n681specify	form03b::n681specify	75mg/dc	75 mg/dL
form03b::n681specify	form03b::n681specify	75mg/dl	75 mg/dL
form03b::n681specify	form03b::n681specify	75mgdl	75 mg/dL
form03b::n681specify	form03b::n681specify	76	76
form03b::n681specify	form03b::n681specify	76mg	76mg
form03b::n681specify	form03b::n681specify	76mg/dl	76 mg/dL
form03b::n681specify	form03b::n681specify	76mg/dy	76 mg/dL
form03b::n681specify	form03b::n681specify	77mg/dl	77 mg/dL
form03b::n681specify	form03b::n681specify	78 m/d	78 mg/dL
form03b::n681specify	form03b::n681specify	78/mg/dl	78 mg/dL
form03b::n681specify	form03b::n681specify	78mg/d	78 mg/dL
form03b::n681specify	form03b::n681specify	79 mg/d	79 mg/dL
form03b::n681specify	form03b::n681specify	79mg/d	79 mg/dL
form03b::n681specify	form03b::n681specify	80 mg/d	80 mg/dL
form03b::n681specify	form03b::n681specify	80mg/d	80 mg/dL
form03b::n681specify	form03b::n681specify	80mg/dl	80 mg/dL
form03b::n681specify	form03b::n681specify	80mg/ld	80 mg/dL
form03b::n681specify	form03b::n681specify	81 m/d	81 mg/dL
form03b::n681specify	form03b::n681specify	81mg/d	81 mg/dL
form03b::n681specify	form03b::n681specify	81mg/dl	81 mg/dL
form03b::n681specify	form03b::n681specify	81mgld	81 mg/dL
form03b::n681specify	form03b::n681specify	82 mg/dl	82 mg/dL
form03b::n681specify	form03b::n681specify	834/dl	834 mg/dL
form03b::n681specify	form03b::n681specify	83mg/dl	83 mg/dL
form03b::n681specify	form03b::n681specify	84mg/dl	84 mg/dL
form03b::n681specify	form03b::n681specify	85/mg/dl	85 mg/dL
form03b::n681specify	form03b::n681specify	86	86
form03b::n681specify	form03b::n681specify	86g/d	86 mg/dL
form03b::n681specify	form03b::n681specify	86mg/xe	86 mg/dL
form03b::n681specify	form03b::n681specify	87mg/dl	87 mg/dL
form03b::n681specify	form03b::n681specify	87mg/ld	87 mg/dL
form03b::n681specify	form03b::n681specify	88mg	88 mg/dL
form03b::n681specify	form03b::n681specify	88mg/d	88 mg/dL
form03b::n681specify	form03b::n681specify	89	89
form03b::n681specify	form03b::n681specify	89m/l	89 mg/dL
form03b::n681specify	form03b::n681specify	89mg/dl	89 mg/dL
form03b::n681specify	form03b::n681specify	8mg/d	8 mg/dL
form03b::n681specify	form03b::n681specify	8mg5/dl	85 mg/dL
form03b::n681specify	form03b::n681specify	9.2mg/dl	9.2 mg/dL
form03b::n681specify	form03b::n681specify	9/mg/dl	9 mg/dL
form03b::n681specify	form03b::n681specify	90mg/dl	90 mg/dL
form03b::n681specify	form03b::n681specify	91	91
form03b::n681specify	form03b::n681specify	91 mg ld	91 mg/dL
form03b::n681specify	form03b::n681specify	91mg/d	91 mg/dL
form03b::n681specify	form03b::n681specify	92 mg/d	92 mg/dL
form03b::n681specify	form03b::n681specify	92mg/dl	92 mg/dL
form03b::n681specify	form03b::n681specify	93mg/d	93 mg/dL
form03b::n681specify	form03b::n681specify	93mg/dl	93 mg/dL
form03b::n681specify	form03b::n681specify	95mg/d	95 mg/dL
form03b::n681specify	form03b::n681specify	96mg/dl	96 mg/dL
form03b::n681specify	form03b::n681specify	97	97
form03b::n681specify	form03b::n681specify	97mg/d	97 mg/dL
form03b::n681specify	form03b::n681specify	98mg/dl	98 mg/dL
form03b::n681specify	form03b::n681specify	99mg/dl	99 mg/dL
form03b::n681specify	form03b::n681specify	99ml/dl	99 mg/dL
form03b::n681specify	form03b::n681specify	blecrease	Decreased
form03b::n681specify	form03b::n681specify	DB 0.2mg/d,43mg/dy	dLB 0.2 mg/dL, 43 mg/dL
form03b::n681specify	form03b::n681specify	Decreas4e<20	Decreased <20
form03b::n681specify	form03b::n681specify	Decrease	Decreased
form03b::n681specify	form03b::n681specify	decrease hypo	Hypoglycemia
form03b::n681specify	form03b::n681specify	decrease24mg/dl	24 mg/dL
form03b::n681specify	form03b::n681specify	Decreased	Decreased
form03b::n681specify	form03b::n681specify	Decreased 38	38 mg/dL
form03b::n681specify	form03b::n681specify	Fungal yeast cell	Fungal yeast cell
form03b::n681specify	form03b::n681specify	Hayperglycemia	Hyperglycemia
form03b::n681specify	form03b::n681specify	High	High
form03b::n681specify	form03b::n681specify	High increased	High
form03b::n681specify	form03b::n681specify	High-506	506 mg/dL
form03b::n681specify	form03b::n681specify	high.	High
form03b::n681specify	form03b::n681specify	HPN - 49 mg/d	49 mg/dL
form03b::n681specify	form03b::n681specify	Hypergenia	Hyperglycemia
form03b::n681specify	form03b::n681specify	Hyperglycemia	Hyperglycemia
form03b::n681specify	form03b::n681specify	Hyperglycemia, RBS 515mg/d	515 mg/dL
form03b::n681specify	form03b::n681specify	Hyperglycene	Hyperglycemia
form03b::n681specify	form03b::n681specify	Hyperglycerma	Hyperglycemia
form03b::n681specify	form03b::n681specify	hypesy	hypesy
form03b::n681specify	form03b::n681specify	Hypofhycar	Hypofhycar
form03b::n681specify	form03b::n681specify	Hypoflycemia	Hypoglycemia
form03b::n681specify	form03b::n681specify	Hypoglgcene	Hypoglycemia
form03b::n681specify	form03b::n681specify	Hypoglyceme	Hypoglycemia
form03b::n681specify	form03b::n681specify	hypoglycemia	Hypoglycemia
form03b::n681specify	form03b::n681specify	Hypoglycemia 19mg/dl	19mg/dL
form03b::n681specify	form03b::n681specify	Hypoglycemia.RBS=39mg/dl	39 mg/dL
form03b::n681specify	form03b::n681specify	Hypoglycemic	Hypoglycemia
form03b::n681specify	form03b::n681specify	Hypoglycen (RBS-8mg/dl)	8 mg/dL
form03b::n681specify	form03b::n681specify	Hypoglycenic	Hypoglycemia
form03b::n681specify	form03b::n681specify	Hypoglycima 40mg/dl	40 mg/dL
form03b::n681specify	form03b::n681specify	hypoglyclin	Hypoglycemia
form03b::n681specify	form03b::n681specify	Hypoglylair 25 mg/dl	25 mg/dL
form03b::n681specify	form03b::n681specify	Hypolycemia	Hypoglycemia
form03b::n681specify	form03b::n681specify	Hypolycmia	Hypoglycemia
form03b::n681specify	form03b::n681specify	Hypoplogmia	Hypoglycemia
form03b::n681specify	form03b::n681specify	Hypoplyania	Hypoglycemia
form03b::n681specify	form03b::n681specify	Hypoplyanid	Hypoglycemia
form03b::n681specify	form03b::n681specify	Hypoplycemia	Hypoglycemia
form03b::n681specify	form03b::n681specify	Hypoplycemia 16mg/d	16 mg/dL
form03b::n681specify	form03b::n681specify	Hypoplycemia 40mg/d	40 mg/dL
form03b::n681specify	form03b::n681specify	Hypoplycmia	Hypoglycemia
form03b::n681specify	form03b::n681specify	Hypoplygmia	Hypoglycemia
form03b::n681specify	form03b::n681specify	Hyposiylemia	Hypoglycemia
form03b::n681specify	form03b::n681specify	Increased 260	260 mg/dL
form03b::n681specify	form03b::n681specify	Low	Decreased
form03b::n681specify	form03b::n681specify	low 37	37 mg/dL
form03b::n681specify	form03b::n681specify	Low 37mg/d	37 mg/dL
form03b::n681specify	form03b::n681specify	NBC=32	NBC=32
form03b::n681specify	form03b::n681specify	NBS=22	NBS=22
form03b::n681specify	form03b::n681specify	Negative	Negative
form03b::n681specify	form03b::n681specify	Normal	Normal
form03b::n681specify	form03b::n681specify	NRS.28	NRS.28
form03b::n681specify	form03b::n681specify	PBS 36g/d	36 mg/dL
form03b::n681specify	form03b::n681specify	Pending	:::UNDEF:::
form03b::n681specify	form03b::n681specify	RBBS-29mg/dl	29 mg/dL
form03b::n681specify	form03b::n681specify	RBC 43mg/dl	43 mg/dL
form03b::n681specify	form03b::n681specify	RBC-32	32 mg/dL
form03b::n681specify	form03b::n681specify	RBC-45mg/dl	45 mg/dL
form03b::n681specify	form03b::n681specify	RBS - 35 mg/d	35 mg/dL
form03b::n681specify	form03b::n681specify	RBS = 34 mg/dl	34 mg/dL
form03b::n681specify	form03b::n681specify	RBS 102 mg/dl	102 mg/dL
form03b::n681specify	form03b::n681specify	RBS 12 mg/dl	12 mg/dL
form03b::n681specify	form03b::n681specify	RBS 22mg/dy	22 mg/dL
form03b::n681specify	form03b::n681specify	RBS 26mg/dl	26 mg/dL
form03b::n681specify	form03b::n681specify	RBS 27 mg/dl	27 mg/dL
form03b::n681specify	form03b::n681specify	RBS 27mg/dl	27 mg/dL
form03b::n681specify	form03b::n681specify	RBS 28 mg/dl	28 mg/dL
form03b::n681specify	form03b::n681specify	RBS 28 mg/l	28 mg/dL
form03b::n681specify	form03b::n681specify	RBS 29 mg/dl	29 mg/dL
form03b::n681specify	form03b::n681specify	RBS 30mg/dl	30 mg/dL
form03b::n681specify	form03b::n681specify	RBS 31mg/d (Hypoguycmia )	31 mg/dL
form03b::n681specify	form03b::n681specify	RBS 34 mg/dl	34 mg/dL
form03b::n681specify	form03b::n681specify	RBS 34mg/dl	34 mg/dL
form03b::n681specify	form03b::n681specify	RBS 38mg/dc	38 mg/dL
form03b::n681specify	form03b::n681specify	RBS 40mg/dl	40 mg/dL
form03b::n681specify	form03b::n681specify	RBS 41.4	41.4
form03b::n681specify	form03b::n681specify	RBS 45mg	45 mg/dL
form03b::n681specify	form03b::n681specify	RBS 46(hypoghycmia	46 mg/dL
form03b::n681specify	form03b::n681specify	RBS 46mg/dl	46 mg/dL
form03b::n681specify	form03b::n681specify	RBS 555mgldl	555 mg/dL
form03b::n681specify	form03b::n681specify	RBs 57 2mg/d/	572 mg/dL
form03b::n681specify	form03b::n681specify	RBS-117mg/dl	117 mg/dL
form03b::n681specify	form03b::n681specify	RBS-132mg/dl	132 mg/dL
form03b::n681specify	form03b::n681specify	RBS-145mg/dl	145 mg/dL
form03b::n681specify	form03b::n681specify	RBS-16 mg/h (hypgupca)	16 mg/dL
form03b::n681specify	form03b::n681specify	RBS-17mg/dl	17 mg/dL
form03b::n681specify	form03b::n681specify	RBS-20	20 mg/dL
form03b::n681specify	form03b::n681specify	RBS-22mg/d	22 mg/dL
form03b::n681specify	form03b::n681specify	RBS-24mg	24 mg/dL
form03b::n681specify	form03b::n681specify	RBS-24mg/d	24 mg/dL
form03b::n681specify	form03b::n681specify	RBS-26mg/dl	26 mg/dL
form03b::n681specify	form03b::n681specify	RBS-28mg	28 mg/dL
form03b::n681specify	form03b::n681specify	RBS-293g/h(Hypogen)	293g/h(Hypogen)
form03b::n681specify	form03b::n681specify	RBS-30 Hypoglycemia	30 mg/dL
form03b::n681specify	form03b::n681specify	RBS-34mg/d	34 mg/dL
form03b::n681specify	form03b::n681specify	RBS-38,RBS-58other day	38 mg/dL, 58 mg/dL other day
form03b::n681specify	form03b::n681specify	RBS-38mg/dl	38 mg/dL
form03b::n681specify	form03b::n681specify	RBS-396	396 mg/dL
form03b::n681specify	form03b::n681specify	RBS-39mg/dl	39 mg/dL
form03b::n681specify	form03b::n681specify	RBS-40	40
form03b::n681specify	form03b::n681specify	RBS-40mg/dl	40 mg/dL
form03b::n681specify	form03b::n681specify	RBS-429	429 mg/dL
form03b::n681specify	form03b::n681specify	RBS-43mg/dl	43 mg/dL
form03b::n681specify	form03b::n681specify	RBS-48mg	48 mg/dL
form03b::n681specify	form03b::n681specify	RBS-49mg	49 mg/dL
form03b::n681specify	form03b::n681specify	RBS-54mg/dl	54 mg/dL
form03b::n681specify	form03b::n681specify	RBS-551mg	551 mg/dL
form03b::n681specify	form03b::n681specify	RBS-55mg/dl	55 mg/dL
form03b::n681specify	form03b::n681specify	RBS-56mg	56 mg/dL
form03b::n681specify	form03b::n681specify	RBS-61mg/dl	61 mg/dL
form03b::n681specify	form03b::n681specify	RBS-62mg	62 mg/dL
form03b::n681specify	form03b::n681specify	RBS-62mg/dl	62 mg/dL
form03b::n681specify	form03b::n681specify	RBS-63g/dl	63 mg/dL
form03b::n681specify	form03b::n681specify	RBS-65mg/dl	65 mg/dL
form03b::n681specify	form03b::n681specify	RBS-68mg/dl	68 mg/dL
form03b::n681specify	form03b::n681specify	RBS-69mg/dl	69 mg/dL
form03b::n681specify	form03b::n681specify	RBS-76.3mg/dl	76.3 mg/dL
form03b::n681specify	form03b::n681specify	RBS-81mg	81 mg/dL
form03b::n681specify	form03b::n681specify	RBS-82mg/dl	82 mg/dL
form03b::n681specify	form03b::n681specify	RBS-86mg	86 mg/dL
form03b::n681specify	form03b::n681specify	RBS:41mg/dl	41 mg/dL
form03b::n681specify	form03b::n681specify	RBS.20mg lde	20 mg/dL
form03b::n681specify	form03b::n681specify	RBS= 83 mg/dl	83 mg/dL
form03b::n681specify	form03b::n681specify	RBS=112mg/dl	112 mg/dL
form03b::n681specify	form03b::n681specify	RBS=15mg/dl	15 mg/dL
form03b::n681specify	form03b::n681specify	RBS=170mg/dl	170 mg/dL
form03b::n681specify	form03b::n681specify	RBS=17mg/dl	17 mg/dL
form03b::n681specify	form03b::n681specify	RBS=21mg/dl	21 mg/dL
form03b::n681specify	form03b::n681specify	RBS=22mg/dl	22 mg/dL
form03b::n681specify	form03b::n681specify	RBS=24mg/dl	24 mg/dL
form03b::n681specify	form03b::n681specify	RBS=25mg/dl	25 mg/dL
form03b::n681specify	form03b::n681specify	RBS=26mg/dl	26 mg/dL
form03b::n681specify	form03b::n681specify	RBS=276	276 mg/dL
form03b::n681specify	form03b::n681specify	RBS=27mg/dl	27 mg/dL
form03b::n681specify	form03b::n681specify	RBS=28mg/dl	28 mg/dL
form03b::n681specify	form03b::n681specify	RBS=29ng/dl	29 mg/dL
form03b::n681specify	form03b::n681specify	RBS=313mg/dl	313 mg/dL
form03b::n681specify	form03b::n681specify	RBS=31gm/dl	31 mg/dL
form03b::n681specify	form03b::n681specify	RBS=32mg/d	32 mg/dL
form03b::n681specify	form03b::n681specify	RBS=32mg/dl	32 mg/dL
form03b::n681specify	form03b::n681specify	RBS=32ml/dl Hypoglygenia	32 mg/dL
form03b::n681specify	form03b::n681specify	RBS=33mg/dl	33 mg/dL
form03b::n681specify	form03b::n681specify	RBS=34mg/dl	34 mg/dL
form03b::n681specify	form03b::n681specify	RBS=35mg/dl	35 mg/dL
form03b::n681specify	form03b::n681specify	RBS=36mg/dl	36 mg/dL
form03b::n681specify	form03b::n681specify	RBS=37mg/dl	37 mg/dL
form03b::n681specify	form03b::n681specify	RBS=38 hypoglycemic	38 mg/dL
form03b::n681specify	form03b::n681specify	RBS=38mg/d	38 mg/dL
form03b::n681specify	form03b::n681specify	RBS=39mg/d	39 mg/dL
form03b::n681specify	form03b::n681specify	RBS=39mg/de	39 mg/dL
form03b::n681specify	form03b::n681specify	RBS=39mg/de hypossymice	39 mg/dL
form03b::n681specify	form03b::n681specify	RBS=39mg/dl	39 mg/dL
form03b::n681specify	form03b::n681specify	RBS=3mg/dl	3 mg/dL
form03b::n681specify	form03b::n681specify	RBS=410,Hyperglycemia	410 mg/dL
form03b::n681specify	form03b::n681specify	RBS=43mg/dl	43 mg/dL
form03b::n681specify	form03b::n681specify	RBS=46mg/dl	46 mg/dL
form03b::n681specify	form03b::n681specify	RBS=47mg/dl	47 mg/dL
form03b::n681specify	form03b::n681specify	RBS=50	50 mg/dL
form03b::n681specify	form03b::n681specify	RBS=506mg/dl	506 mg/dL
form03b::n681specify	form03b::n681specify	RBS=54mg/dl	54 mg/dL
form03b::n681specify	form03b::n681specify	RBS=55mg/dl	55 mg/dL
form03b::n681specify	form03b::n681specify	RBS=575mg/dl	575 mg/dL
form03b::n681specify	form03b::n681specify	RBS=57mg/dl	57 mg/dL
form03b::n681specify	form03b::n681specify	RBS=59mg/dl	59 mg/dL
form03b::n681specify	form03b::n681specify	RBS=61g	61 mg/dL
form03b::n681specify	form03b::n681specify	RBS=63mg/dl	63 mg/dL
form03b::n681specify	form03b::n681specify	RBS=64	64 mg/dL
form03b::n681specify	form03b::n681specify	RBS=65mg/dl	65 mg/dL
form03b::n681specify	form03b::n681specify	RBS=92mg/dl	92 mg/dL
form03b::n681specify	form03b::n681specify	RBS=94mg/dl	94 mg/dL
form03b::n681specify	form03b::n681specify	RBS=96mg/dl	96 mg/dL
form03b::n681specify	form03b::n681specify	RBS177mg	177 mg/dL
form03b::n681specify	form03b::n681specify	RBS2gm/dl	2 mg/dL
form03b::n681specify	form03b::n681specify	RBS38mg/dl	38 mg/dL
form03b::n681specify	form03b::n681specify	Recollent hypoglycemic RBS 13mg/dl	13 mg/dL
form03b::n681specify	form03b::n681specify	Strglde	Strglde
form03b::n681specify	form03b::n681specify	TB=13.8g/dl DB=2.87g/dl	TB=13.8g/dl DB=2.87g/dl
form03b::n681specify	form03b::n681specify	TCB12 mg/l	12 mg/dL
form03b::n681specify	form03b::n681specify	TSB 13.85 mg/hl	13.85 mg/dL
form03b::n681specify	form03b::n681specify	Yes	Yes
form03b::n68randombloodsugar	form03b::n68randombloodsugar	1	Yes
form03b::n68randombloodsugar	form03b::n68randombloodsugar	2	No
form03b::n691ifdone	form03b::n691ifdone	1	Negative
form03b::n691ifdone	form03b::n691ifdone	2	Positive
form03b::n691ifdone	form03b::n691ifdone	missing	Missing
form03b::n691ifdone	form03b::n691ifdone	No	Positive
form03b::n691ifdone	form03b::n691ifdone	Yes	Negative
form03b::n691ifdone	form03b::n691ifdone	NA	:::UNDEF:::
form03b::n691specify	form03b::n691specify	#NAME?	
form03b::n691specify	form03b::n691specify	42gld	42gld
form03b::n691specify	form03b::n691specify	5	5
form03b::n691specify	form03b::n691specify	5 alleus	Staphylococcus aureus
form03b::n691specify	form03b::n691specify	5 odorifera	Serratia odorifera
form03b::n691specify	form03b::n691specify	5 qureus * 6 wh	Staphylococcus aureus
form03b::n691specify	form03b::n691specify	5. Oderifera	Serratia odorifera
form03b::n691specify	form03b::n691specify	5.odohjerua	Serratia odorifera
form03b::n691specify	form03b::n691specify	89MG/DL	89 mg/dL
form03b::n691specify	form03b::n691specify	9 hm, tw-coci, s.areus	Staphylococcus aureus
form03b::n691specify	form03b::n691specify	90mg/dl	90 mg/dL
form03b::n691specify	form03b::n691specify	Acinobacter species	Acinetobacter
form03b::n691specify	form03b::n691specify	Acinobactera	Acinetobacter
form03b::n691specify	form03b::n691specify	Acitinofacefer	Acinetobacter
form03b::n691specify	form03b::n691specify	Ataph Acceses	Staphylococcus aureus
form03b::n691specify	form03b::n691specify	Atraptococcus prelnanice	Streptococcus
form03b::n691specify	form03b::n691specify	Benidig	Pending
form03b::n691specify	form03b::n691specify	C-ve hods	Coagulase-negative rods
form03b::n691specify	form03b::n691specify	C-velod	Coagulase-negative rods
form03b::n691specify	form03b::n691specify	c.+ve coci	Coagulase-positive cocci
form03b::n691specify	form03b::n691specify	cagulase-ve stapn growth	Coagulase-negative Staphylococcus
form03b::n691specify	form03b::n691specify	cagulose negative staphylococus	Coagulase-negative Staphylococcus
form03b::n691specify	form03b::n691specify	cagvlas -ve staph	Coagulase-negative Staphylococcus
form03b::n691specify	form03b::n691specify	coaglucose negative staph	Coagulase-negative Staphylococcus
form03b::n691specify	form03b::n691specify	coaglucose negative staphcolocus	Coagulase-negative Staphylococcus
form03b::n691specify	form03b::n691specify	Coaglucose Negative staphlococus	Coagulase-negative Staphylococcus
form03b::n691specify	form03b::n691specify	Coaglucose negative staphlylococas growth	Coagulase-negative Staphylococcus
form03b::n691specify	form03b::n691specify	coaglucose staph negative	Coagulase-negative Staphylococcus
form03b::n691specify	form03b::n691specify	coagulase -ve staph coccus	Coagulase-negative Staphylococcus
form03b::n691specify	form03b::n691specify	coagulase -ve stapricocus	Coagulase-negative Staphylococcus
form03b::n691specify	form03b::n691specify	coahulase -ve stape	Coagulase-negative Staphylococcus
form03b::n691specify	form03b::n691specify	coglse negative staph	Coagulase-negative Staphylococcus
form03b::n691specify	form03b::n691specify	colus contaminant	Contaminant
form03b::n691specify	form03b::n691specify	Congulase -ve staphylococus	Coagulase-negative Staphylococcus
form03b::n691specify	form03b::n691specify	cons	Coagulase-negative Staphylococcus
form03b::n691specify	form03b::n691specify	Contaminate	Contaminant
form03b::n691specify	form03b::n691specify	E-coil/Postive/	Escherichia coli
form03b::n691specify	form03b::n691specify	E-coli	Escherichia coli
form03b::n691specify	form03b::n691specify	Elebssele,K.Pneumanea	Klebsiella pneumoniae
form03b::n691specify	form03b::n691specify	Entenobactor	Enterobacter
form03b::n691specify	form03b::n691specify	Enterobacter spro	Enterobacter
form03b::n691specify	form03b::n691specify	Entrococus species	Enterococcus
form03b::n691specify	form03b::n691specify	G negative rade seraria oderirera	Serratia odorifera
form03b::n691specify	form03b::n691specify	G-Negative	Gram negative
form03b::n691specify	form03b::n691specify	g-post-coci	Gram positive cocci
form03b::n691specify	form03b::n691specify	G-ve-10d	Gram negative rods
form03b::n691specify	form03b::n691specify	G.Negativ	Gram negative
form03b::n691specify	form03b::n691specify	gm-ve	Gram negative
form03b::n691specify	form03b::n691specify	Goaglulase -ve staphylo cpccus specie	Coagulase-negative Staphylococcus
form03b::n691specify	form03b::n691specify	Gram negative rods	Gram negative rods
form03b::n691specify	form03b::n691specify	Gram Negative staphylococus	Gram negative Staphylococcus
form03b::n691specify	form03b::n691specify	Gram positive coca in cluster.-coagulose negative staph	Coagulase-negative Staphylococcus
form03b::n691specify	form03b::n691specify	Gram Positive cocci	Gram positive cocci
form03b::n691specify	form03b::n691specify	Gram positive rod growth seen	Gram positive rods
form03b::n691specify	form03b::n691specify	gram-ve rods	Gram negative rods
form03b::n691specify	form03b::n691specify	Grom-ve	Gram negative
form03b::n691specify	form03b::n691specify	Grom-Wrod	Gram negative rods
form03b::n691specify	form03b::n691specify	Gross negative Rode	Gram negative rods
form03b::n691specify	form03b::n691specify	Grow-WRods	Gram negative rods
form03b::n691specify	form03b::n691specify	Growth of serratia adenogen	Serratia odorifera
form03b::n691specify	form03b::n691specify	K-penumonia	Klebsiella pneumoniae
form03b::n691specify	form03b::n691specify	K-pneumonia	Klebsiella pneumoniae
form03b::n691specify	form03b::n691specify	K. pneumonia	Klebsiella pneumoniae
form03b::n691specify	form03b::n691specify	K.0 zenae	Klebsiella ozaenae
form03b::n691specify	form03b::n691specify	K.Ozena	Klebsiella ozaenae
form03b::n691specify	form03b::n691specify	K.ozenoe	Klebsiella ozaenae
form03b::n691specify	form03b::n691specify	K.pheunaine	Klebsiella pneumoniae
form03b::n691specify	form03b::n691specify	K.Pnaumaia	Klebsiella pneumoniae
form03b::n691specify	form03b::n691specify	K.pnemonia	Klebsiella pneumoniae
form03b::n691specify	form03b::n691specify	K.pnenonia	Klebsiella pneumoniae
form03b::n691specify	form03b::n691specify	K.pneumia	Klebsiella pneumoniae
form03b::n691specify	form03b::n691specify	K.Pneummion	Klebsiella pneumoniae
form03b::n691specify	form03b::n691specify	K.pneumonale	Klebsiella pneumoniae
form03b::n691specify	form03b::n691specify	K.Pneumonia	Klebsiella pneumoniae
form03b::n691specify	form03b::n691specify	K.pneumonie	Klebsiella pneumoniae
form03b::n691specify	form03b::n691specify	K.Pneymonia	Klebsiella pneumoniae
form03b::n691specify	form03b::n691specify	K.Pnuemona	Klebsiella pneumoniae
form03b::n691specify	form03b::n691specify	K.preumoine	Klebsiella pneumoniae
form03b::n691specify	form03b::n691specify	Klebpialla	Klebsiella
form03b::n691specify	form03b::n691specify	Klebral-pnemonia	Klebsiella pneumoniae
form03b::n691specify	form03b::n691specify	Klebs -ve	Klebsiella negative
form03b::n691specify	form03b::n691specify	Klebsala Afena	Klebsiella ozaenae
form03b::n691specify	form03b::n691specify	klebsalle azena	Klebsiella ozaenae
form03b::n691specify	form03b::n691specify	Klebsel Punon	Klebsiella pneumoniae
form03b::n691specify	form03b::n691specify	klebsele pnemunonia	Klebsiella pneumoniae
form03b::n691specify	form03b::n691specify	Klebsella	Klebsiella
form03b::n691specify	form03b::n691specify	Klebsella pneumonea grows	Klebsiella pneumoniae
form03b::n691specify	form03b::n691specify	Klebsellc SPP	Klebsiella
form03b::n691specify	form03b::n691specify	klebselle oxytoas	Klebsiella oxytoca
form03b::n691specify	form03b::n691specify	Klebsia pneu	Klebsiella pneumoniae
form03b::n691specify	form03b::n691specify	Klebsiala	Klebsiella
form03b::n691specify	form03b::n691specify	Klebsian pnemonia	Klebsiella pneumoniae
form03b::n691specify	form03b::n691specify	klebside preumeria resistant strain	Klebsiella pneumoniae
form03b::n691specify	form03b::n691specify	Klebsiela pneuomonia	Klebsiella pneumoniae
form03b::n691specify	form03b::n691specify	Klebsiella pneumonia	Klebsiella pneumoniae
form03b::n691specify	form03b::n691specify	Klebsielle	Klebsiella
form03b::n691specify	form03b::n691specify	Klebsila	Klebsiella
form03b::n691specify	form03b::n691specify	Klebsila oxylate	Klebsiella oxytoca
form03b::n691specify	form03b::n691specify	Klebsila pnemoric seng for ciprofloce	Klebsiella pneumoniae
form03b::n691specify	form03b::n691specify	Klebsilla	Klebsiella
form03b::n691specify	form03b::n691specify	Klebsilla phemonic	Klebsiella pneumoniae
form03b::n691specify	form03b::n691specify	Klebsilla Pnemone	Klebsiella pneumoniae
form03b::n691specify	form03b::n691specify	klebsilla pnemonia	Klebsiella pneumoniae
