updated,colOrder,overallOrder,displayOrder,variable,dataFile,IRI,label,definition,category,parentLabel,parentIRI,codebookDescription,codebookValues,notesForOnt,notesForProvider,notesForDL,newLabel
yes,,486,1,sumbacteria,micro_x_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0010897,Total # of bacteria detected,,sample,Bacteria detection,http://purl.obolibrary.org/obo/EUPATH_0011838,Sum of all bacteria identified in a specific stool sample. sum (of aeromonas campy eaec eiec atypicalepec epec lt_etec st_etc pshigyn salmonella shigella stec vibrio yenteryn). Source=Calculated,continuous numeric,,,,
yes,,602,4,sumbacteria_cum,micro_x_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0010898,"Cumulative # of bacteria detected, all 1st monthly & 1st diarrheal stools",,sample,"Bacteria detection, summary data",http://purl.obolibrary.org/obo/EUPATH_0011760,Sum of all bacteria identified for a specific child. Information from the first monthly stool collected for each month and the first diarrhea stool collected for each diarrhea episode. Complete testing required of stool samples. . Source=Calculated,continuous numeric,,,,
yes,,604,6,sumbacteria_cum_d,micro_x_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0010899,"Cumulative # of bacteria detected, all 1st diarrheal stools",,sample,"Bacteria detection, summary data",http://purl.obolibrary.org/obo/EUPATH_0011760,Sum of all bacteria identified for a specific child using only diarrhea stool samples. Information from the first diarrhea stool collected for each diarrhea episode. Complete testing required of stool samples. . Source=Calculated,continuous numeric,,,,
yes,,603,5,sumbacteria_cum_m,micro_x_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0010900,"Cumulative # of bacteria detected, all 1st monthly stools",,sample,"Bacteria detection, summary data",http://purl.obolibrary.org/obo/EUPATH_0011760,Sum of all bacteria identified for a specific child using only monthly stool samples. Information from the first monthly stool collected for each month. Complete testing required of stool samples. . Source=,continuous numeric,,,,
yes,,529,1,sumparasite,micro_x_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0010901,Total # of parasites detected,,sample,Parasite detection,http://purl.obolibrary.org/obo/EUPATH_0011840,Sum of all parasites identified in a specific stool sample. sum (of alumb bcoli cmes crypt cyclo ehist enana everm giard hdim hnana hook ibut isos sstero schist atric taenia). Source=Calculated,continuous numeric,,,,
yes,,754,4,sumparasite_cum,micro_x_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0010902,"Cumulative # of parasites detected, all 1st monthly & 1st diarrheal stools",,sample,"Parasite detection, summary data",http://purl.obolibrary.org/obo/EUPATH_0011810,Sum of all parasites identified for a specific child. Information from the first monthly stool collected for each month and the first diarrhea stool collected for each diarrhea episode. Complete testing required of stool samples. . Source=Calculated,continuous numeric,,,,
yes,,755,5,sumparasite_cum_d,micro_x_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0010903,"Cumulative # of parasites detected, all 1st monthly stools",,sample,"Parasite detection, summary data",http://purl.obolibrary.org/obo/EUPATH_0011810,Sum of all parasites identified for a specific child using only diarrhea stool samples. Information from the first diarrhea stool collected for each diarrhea episode. Complete testing required of stool samples. . Source=Calculated,continuous numeric,,,,
yes,,756,6,sumparasite_cum_m,micro_x_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0010904,"Cumulative # of parasites detected, all 1st diarrheal stools",,sample,"Parasite detection, summary data",http://purl.obolibrary.org/obo/EUPATH_0011810,Sum of all parasites identified for a specific child using only monthly stool samples. Information from the first monthly stool collected for each month. Complete testing required of stool samples. . Source=Calculated,continuous numeric,,,,
yes,,481,6,sumpath_u,micro_x_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0010905,Total # of unique pathogens detected,,sample,Processed microbiology test results,http://purl.obolibrary.org/obo/EUPATH_0010984,number of UNIQUE pathogens identified in this stool sample. Requires complete testing of stool sample. Source=Calculated,continuous numeric,,,,
yes,,592,13,sumpath_u_cum,micro_x_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0010906,"Cumulative # of unique pathogens detected, all 1st monthly & 1st diarrheal stools",,sample,"Organism detection, summary data",http://purl.obolibrary.org/obo/EUPATH_0010983,number of UNIQUE pathogens identified in a specific child. Includes first monthly stools and all protocol-compliant diarrhea stool samples. Therefore includes information from additional diarrhea samples collected after 14 study-defined diarrhea days.. Source=Calculated,continuous numeric,,,,
yes,,594,15,sumpath_u_cum_d,micro_x_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0010907,"Cumulative # of unique pathogens detected, all 1st diarrheal stools",,sample,"Organism detection, summary data",http://purl.obolibrary.org/obo/EUPATH_0010983,number of UNIQUE pathogens identified in a specific child using information from diarrhea stools only. Information from all protocol-compliant diarrhea stools. Therefore includes information from additional diarrhea samples collected after 14 study-defined diarrhea days. Complete testing required of stool samples. . Source=Calculated,continuous numeric,,,,
yes,,593,14,sumpath_u_cum_m,micro_x_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0010908,"Cumulative # of unique pathogens detected, all 1st monthly stools",,sample,"Organism detection, summary data",http://purl.obolibrary.org/obo/EUPATH_0010983,number of UNIQUE pathogens identified in a specific child using information from monthly stools only. Information from the first monthly stool collected for each month. Complete testing required of stool samples. . Source=Calculated,continuous numeric,,,,
yes,,484,9,sumpath_u_d,micro_x_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0010909,"Total # of unique pathogens detected, diarrheal stool",,sample,Processed microbiology test results,http://purl.obolibrary.org/obo/EUPATH_0010984,number of UNIQUE pathogens identified in this diarrhea stool sample. Complete testing required of stool samples. . Source=Calculated,continuous numeric,,,,
yes,,483,8,sumpath_u_m,micro_x_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0010910,"Total # of unique pathogens detected, monthly stool",,sample,Processed microbiology test results,http://purl.obolibrary.org/obo/EUPATH_0010984,number of UNIQUE pathogens identified in this monthly stool sample. Information from the first monthly stool collected for each month. Complete testing required of stool samples. . Source=Calculated,continuous numeric,,,,
yes,,482,7,sumpath_u_nonrv,micro_x_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0010911,Total # of unique pathogens detected (ex-NRV),,sample,Processed microbiology test results,http://purl.obolibrary.org/obo/EUPATH_0010984,number of UNIQUE pathogens identified in this stool sample excluding information from NRV. Requires complete testing of stool sample. Source=Calculated,continuous numeric,,,,
yes,,595,16,sumpath_u_nonrv_cum,micro_x_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0010912,"Cumulative # of unique pathogens detected, all 1st monthly & 1st diarrheal stools (ex-NRV)",,sample,"Organism detection, summary data",http://purl.obolibrary.org/obo/EUPATH_0010983,number of UNIQUE pathogens identified in a specific child excluding information from NRV. Includes first monthly stools and all protocol-compliant diarrhea stool samples. Therefore includes information from additional diarrhea samples collected after 14 study-defined diarrhea days.. Source=,continuous numeric,,,,
yes,,597,18,sumpath_u_nonrv_cum_d,micro_x_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0010913,"Cumulative # of unique pathogens detected, all 1st diarrheal stools (ex-NRV)",,sample,"Organism detection, summary data",http://purl.obolibrary.org/obo/EUPATH_0010983,number of UNIQUE pathogens identified in a specific child using information from diarrhea stools only and excluding NRV information. Information from all protocol-compliant diarrhea stools. Therefore includes information from additional diarrhea samples collected after 14 study-defined diarrhea days. Complete testing required of stool samples. . Source=Calculated,continuous numeric,,,,
yes,,596,17,sumpath_u_nonrv_d,micro_x_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0010914,"Cumulative # of unique pathogens detected, all 1st monthly stools (ex-NRV)",,sample,"Organism detection, summary data",http://purl.obolibrary.org/obo/EUPATH_0010983,number of UNIQUE pathogens identified in this diarrhea stool sample excluding information from NRV. Requires complete testing of stool sample. Source=Calculated,continuous numeric,,,,
yes,,479,4,sumpathg,micro_x_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0010915,Total # of pathogens detected,,sample,Processed microbiology test results,http://purl.obolibrary.org/obo/EUPATH_0010984,number of pathogens identified in a specific stool sample. Information from the first monthly stool collected for each month or the first diarrhea stool collected for each diarrhea episode. Complete testing required of stool samples. . Source=Calculated,continuous numeric,,,,
yes,,586,7,sumpathg_cum,micro_x_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0010916,"Cumulative # of pathogens detected, all 1st monthly & 1st diarrheal stools",,sample,"Organism detection, summary data",http://purl.obolibrary.org/obo/EUPATH_0010983,the number of pathogens cumulatively for a specific child using only the first monthly stool collected and the first diarrhea stool collected. Information from the first monthly stool collected for each month and the first diarrhea stool collected for each diarrhea episode. Complete testing required of stool samples. . Source=Calculated,continuous numeric,,,,
yes,,588,9,sumpathg_cum_d,micro_x_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0010917,"Cumulative # of pathogens detected, all 1st diarrheal stools",,sample,"Organism detection, summary data",http://purl.obolibrary.org/obo/EUPATH_0010983,the number of pathogens  identified in a specific child looking only at diarrhea stool samples . Uses all first diarrhea stool samples collected in a specific episode. Source=Calculated,continuous numeric,,,,
yes,,587,8,sumpathg_cum_m,micro_x_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0010918,"Cumulative # of pathogens detected, all 1st monthly stools",,sample,"Organism detection, summary data",http://purl.obolibrary.org/obo/EUPATH_0010983,the number of pathogens  identified in a specific child looking only at monthly stool samples . Information from the first monthly stool collected for each month. Complete testing required of stool samples. . Source=Calculated,continuous numeric,,,,
yes,,480,5,sumpathg_nonrv,micro_x_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0010919,Total # of pathogens detected (ex-NRV),,sample,Processed microbiology test results,http://purl.obolibrary.org/obo/EUPATH_0010984,number of pathogens identified in a specific stool sample excluding information on norovirus. Information from the first monthly stool collected for each month or the first diarrhea stool collected for each diarrhea episode. Complete testing required of stool samples. . Source=Calculated,continuous numeric,,,,
yes,,589,10,sumpathg_nonrv_cum,micro_x_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0010920,"Cumulative # of pathogens detected, all 1st monthly & 1st diarrheal stools (ex-NRV)",,sample,"Organism detection, summary data",http://purl.obolibrary.org/obo/EUPATH_0010983,"the number of pathogens cumulatively for a specific child using only the first monthly stool collected and the first diarrhea stool collected, excluding norovirus information . Information from the first monthly stool collected for each month and the first diarrhea stool collected for each diarrhea episode. Complete testing required of stool samples. . Source=Calculated",continuous numeric,,,,
yes,,591,12,sumpathg_nonrv_cum_d,micro_x_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0010921,"Cumulative # of pathogens detected, all 1st diarrheal stools (ex-NRV)",,sample,"Organism detection, summary data",http://purl.obolibrary.org/obo/EUPATH_0010983,the number of pathogens  identified in a specific child looking only at diarrhea stool samples and excluding NRV results. Uses all first diarrhea stool samples collected in a specific episode. Source=Calculated,continuous numeric,,,,
yes,,590,11,sumpathg_nonrv_cum_m,micro_x_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0010922,"Cumulative # of pathogens detected, all 1st monthly stools (ex-NRV)",,sample,"Organism detection, summary data",http://purl.obolibrary.org/obo/EUPATH_0010983,the number of pathogens  identified in a specific child looking only at monthly stool samples excluding NRV results. Information from the first monthly stool collected for each month. Complete testing required of stool samples. . Source=Calculated,continuous numeric,,,,
yes,,517,1,sumvirus,micro_x_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0010923,Total # of viruses detected,,sample,Virus detection,http://purl.obolibrary.org/obo/EUPATH_0011839,"Sum of all viruses identified in a specific stool sample. sum of astrovirus, NoV GI, NoV GII, rotavirus, and adenovirus. Source=Calculated",continuous numeric,,,,
yes,,714,7,sumvirus_cum,micro_x_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0010924,"Cumulative # of viruses detected, all 1st monthly & 1st diarrheal stools",,sample,"Virus detection, summary data",http://purl.obolibrary.org/obo/EUPATH_0011832,Sum of all viruses identified in a specific child. Information from the first monthly stool collected for each month or the first diarrhea stool collected for each diarrhea episode. Complete testing required of stool samples. . Source=Calculated,continuous numeric,,,,
yes,,716,9,sumvirus_cum_d,micro_x_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0010925,"Cumulative # of viruses detected, all 1st diarrheal stools",,sample,"Virus detection, summary data",http://purl.obolibrary.org/obo/EUPATH_0011832,Sum of all viruses identified for a specific child using only diarrhea stool samples. Information from the first diarrhea stool collected for each diarrhea episode. Complete testing required of stool samples. . Source=Calculated,continuous numeric,,,,
yes,,715,8,sumvirus_cum_m,micro_x_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0010926,"Cumulative # of viruses detected, all 1st monthly stools",,sample,"Virus detection, summary data",http://purl.obolibrary.org/obo/EUPATH_0011832,Sum of all viruses identified for a specific child using only monthly stool samples. Information from the first monthly stool collected for each month. Complete testing required of stool samples. . Source=Calculated,continuous numeric,,,,
yes,,518,2,sumvirus_nonrv,micro_x_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0010927,Total # of viruses detected (ex-NRV),,sample,Virus detection,http://purl.obolibrary.org/obo/EUPATH_0011839,Sum of all viruses identified in a specific stool sample excluding NRV information. Information from the first monthly stool collected for each month or the first diarrhea stool collected for each diarrhea episode. Complete testing required of stool samples. . Source=Calculated,continuous numeric,,,,
yes,,717,10,sumvirus_nonrv_cum,micro_x_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0010928,"Cumulative # of viruses detected, all 1st monthly & 1st diarrheal stools (ex-NRV)",,sample,"Virus detection, summary data",http://purl.obolibrary.org/obo/EUPATH_0011832,Sum of all viruses identified for a specific child excluding information from NRV. Information from the first monthly stool collected for each month and the first diarrhea stool collected for each diarrhea episode. Complete testing required of stool samples. . Source=Calculated,continuous numeric,,,,
yes,,719,12,sumvirus_nonrv_cum_d,micro_x_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0010929,"Cumulative # of viruses detected, all 1st diarrheal stools (ex-NRV",,sample,"Virus detection, summary data",http://purl.obolibrary.org/obo/EUPATH_0011832,Sum of all viruses identified for a specific child using only diarrhea stool samples and excluding NRV information. Information from the first diarrhea stool collected for each diarrhea episode. Complete testing required of stool samples. . Source=Calculated,continuous numeric,,,,
yes,,718,11,sumvirus_nonrv_cum_m,micro_x_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0010930,"Cumulative # of viruses detected, all 1st monthly stools (ex-NRV)",,sample,"Virus detection, summary data",http://purl.obolibrary.org/obo/EUPATH_0011832,Sum of all viruses identified for a specific child using only monthly stool samples and excluding NRV information. Information from the first monthly stool collected for each month. Complete testing required of stool samples. . Source=Calculated,continuous numeric,,,,
yes,,519,3,virus,micro_x_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0010931,Any virus detected by any method,,sample,Virus detection,http://purl.obolibrary.org/obo/EUPATH_0011839,Did this stool sample have a virus detected?. if astro =1 or nrvgeno1=1 or or nrvgeno2 =1 or rota=1 or adeno=1 then virus=1;else virus =0 /**allows for monthly stool sample to be positive if have positive NRV test result***/. Source=Calculated,1=yes;0=no,,,,
yes,,720,13,virus_cum,micro_x_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0010932,"Cumulative # of stools with viruses detected, all 1st monthly & 1st diarrheal stools",,sample,"Virus detection, summary data",http://purl.obolibrary.org/obo/EUPATH_0011832,The number of stool samples in which a virus was identified in a specific child. Information from the first monthly stool collected for each month and the first diarrhea stool collected for each diarrhea episode. Complete testing required of stool samples. . Source=Calculated,continuous numeric,,,,
yes,,722,15,virus_cum_d,micro_x_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0010933,"Cumulative # of stools with viruses detected, all 1st diarrheal stools",,sample,"Virus detection, summary data",http://purl.obolibrary.org/obo/EUPATH_0011832,The number of stool samples in which a virus was identified in a specific child using information from first diarrhea stool samples only. Information from the first diarrhea stool collected for each diarrhea episode. Complete testing required of stool samples. . Source=Calculated,continuous numeric,,,,
yes,,721,14,virus_cum_m,micro_x_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0010934,"Cumulative # of stools with viruses detected, all 1st monthly stools",,sample,"Virus detection, summary data",http://purl.obolibrary.org/obo/EUPATH_0011832,The number of stool samples in which a virus was identified in first monthly stool samples. Information from the first monthly stool collected for each month. Complete testing required of stool samples. . Source=Calculated,continuous numeric,,,,
yes,,520,4,virus_nonrv,micro_x_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0010935,Any virus detected by any method (ex-NRV),,sample,Virus detection,http://purl.obolibrary.org/obo/EUPATH_0011839,Did this stool sample have a virus detected (excluding NRV information)?. if astro =1 or rota=1 or adeno=1 then virus_nonrv=1;else virus_nonrv =0. Source=Calculated,continuous numeric,,,,
yes,,723,16,virus_nonrv_cum,micro_x_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0010936,"Cumulative # of stools with viruses detected, all 1st monthly & 1st diarrheal stools (ex-NRV)",,sample,"Virus detection, summary data",http://purl.obolibrary.org/obo/EUPATH_0011832,The number of stool samples in which a virus was identified in this specific child excluding NRV information. Information from the first monthly stool collected for each month and the first diarrhea stool collected for each diarrhea episode. Complete testing required of stool samples. . Source=Calculated,continuous numeric,,,,
yes,,725,18,virus_nonrv_cum_d,micro_x_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0010937,"Cumulative # of stools with viruses detected, all 1st diarrheal stools (ex-NRV)",,sample,"Virus detection, summary data",http://purl.obolibrary.org/obo/EUPATH_0011832,The number of stool samples in which a virus was identified in first diarrhea stool samples in a specific child excluding NRV information. Information from the first diarrhea stool collected for each diarrhea episode. Complete testing required of stool samples. . Source=,continuous numeric,,,,
yes,,724,17,virus_nonrv_cum_m,micro_x_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0010938,"Cumulative # of stools with viruses detected, all 1st monthly stools (ex-NRV)",,sample,"Virus detection, summary data",http://purl.obolibrary.org/obo/EUPATH_0011832,The number of stool samples in which a virus was identified in first monthly stool samples. Information from the first monthly stool collected for each month. Complete testing required of stool samples. . Source=Calculated,continuous numeric,,,,
yes,,711,4,virusscore_nonrv,micro_x_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0010939,"Avg # of viruses detected, all 1st monthly & 1st diarrheal stools (ex-NRV)",,sample,"Virus detection, summary data",http://purl.obolibrary.org/obo/EUPATH_0011832,Average number of viruses identified in a specific child excluding NRV information. Information from the first monthly stool collected for each month and the first diarrhea stool collected for each diarrhea episode. Complete testing required of stool samples.  Information from NRV testing not included . Source=Calculated,continuous numeric,,,,
yes,,713,6,virusscore_nonrv_d,micro_x_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0010940,"Avg # of viruses detected, all 1st diarrheal stools (ex-NRV)",,sample,"Virus detection, summary data",http://purl.obolibrary.org/obo/EUPATH_0011832,Average number of viruses identified in a specific child using information from diarrhea stool samples only and excluding NRV information. Information from the first diarrhea stool collected for each diarrhea episode. Complete testing required of stool samples. Information from NRV testing not included . Source=,continuous numeric,,,,
yes,,712,5,virusscore_nonrv_m,micro_x_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0010941,"Avg # of viruses detected, all 1st monthly stools (ex-NRV)",,sample,"Virus detection, summary data",http://purl.obolibrary.org/obo/EUPATH_0011832,Average number of viruses identified in a specific child using information from monthly stool samples only and excluding NRV information. Information from the first monthly stool collected for each month. Complete testing required of stool samples. . Source=Calculated,continuous numeric,,,,
yes,,708,1,virusscore,micro_x_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0010942,"Avg # of viruses detected, all 1st monthly & 1st diarrheal stools",,sample,"Virus detection, summary data",http://purl.obolibrary.org/obo/EUPATH_0011832,Average number of viruses identified in a specific child. Information from the first monthly stool collected for each month and the first diarrhea stool collected for each diarrhea episode. Complete testing required of stool samples. . Source=Calculated,continuous numeric,,,,
yes,,710,3,virusscore_d,micro_x_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0010943,"Avg # of viruses detected, all 1st diarrheal stools",,sample,"Virus detection, summary data",http://purl.obolibrary.org/obo/EUPATH_0011832,Average number of viruses identified in a specific child using information from diarrhea stool samples only. Information from the first diarrhea stool collected for each diarrhea episode. Complete testing required of stool samples. . Source=Calculated,continuous numeric,,,,
yes,,709,2,virusscore_m,micro_x_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0010944,"Avg # of viruses detected, all 1st monthly stools",,sample,"Virus detection, summary data",http://purl.obolibrary.org/obo/EUPATH_0011832,Average number of viruses identified in a specific child using information from monthly stool samples only. Information from the first monthly stool collected for each month. Complete testing required of stool samples. . Source=,continuous numeric,,,,
,,159,3,acute,micro_x_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0010946,Acute diarrhea,,observation,Diarrheal episode severity,http://purl.obolibrary.org/obo/EUPATH_0011750,"acute diarrhea?. Information from illness dataset:  if dur<7 then acute =1, else acute=0. Source=",1=yes;0=no,,,,
,,160,4,persistent,micro_x_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0010971,"Persistent diarrhea, >14 days",,observation,Diarrheal episode severity,http://purl.obolibrary.org/obo/EUPATH_0011750,"Is diarrhea persistent, lasting greater than 14 days?. Information from illness dataset:  If Dur>14, then persistent =1, else persistent =0. Source=PID",1=yes;0=no,,,,
,,161,5,prolonged,micro_x_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0010973,Prolonged diarrheal episode,,observation,Diarrheal episode severity,http://purl.obolibrary.org/obo/EUPATH_0011750,"Was the diarrhea episode a prolonged episode?. Information from illness dataset: If 7<=dur<=14 then prolonged =1, else prolonged =0. Source=illnessfull.csv",1=yes;0=no,,,,
,,190,15,,,http://purl.obolibrary.org/obo/EUPATH_0010980,Respiratory illness,,observation,Illness surveillance,http://purl.obolibrary.org/obo/EUPATH_0010992,,,,,,
,,66,2,,,http://purl.obolibrary.org/obo/EUPATH_0010981,Demographics,,participant,Participant,http://purl.obolibrary.org/obo/EUPATH_0000096,,,,,,
,,108,2,,,http://purl.obolibrary.org/obo/EUPATH_0010982,Observation general information,,observation,Observation,http://purl.obolibrary.org/obo/EUPATH_0000738,,,,,,
yes,,579,4,,,http://purl.obolibrary.org/obo/EUPATH_0010983,"Organism detection, summary data",,sample,Microbiology test results,http://purl.obolibrary.org/obo/EUPATH_0011799,,,,,,
yes,,475,1,,,http://purl.obolibrary.org/obo/EUPATH_0010984,Processed microbiology test results,,sample,Microbiology test results,http://purl.obolibrary.org/obo/EUPATH_0011799,,,,,,
yes,,555,3,,,http://purl.obolibrary.org/obo/EUPATH_0010985,Raw microbiology test results,,sample,Microbiology test results,http://purl.obolibrary.org/obo/EUPATH_0011799,,,,,,
,,72,4,,,http://purl.obolibrary.org/obo/EUPATH_0010988,Study details,,participant,Participant,http://purl.obolibrary.org/obo/EUPATH_0000096,,,,,,
,,69,3,,,http://purl.obolibrary.org/obo/EUPATH_0010989,Study participant characteristics,,participant,Participant,http://purl.obolibrary.org/obo/EUPATH_0000096,,,,,,
,,410,1,,,http://purl.obolibrary.org/obo/EUPATH_0010990,Stool quantity,,sample,Stool characteristics,http://purl.obolibrary.org/obo/EUPATH_0011695,,,,,,
,,82,5,,,http://purl.obolibrary.org/obo/EUPATH_0010991,Summary of ALRI episodes,,participant,Summary of illness surveillance,http://purl.obolibrary.org/obo/EUPATH_0011007,,,,,,
,,121,5,,,http://purl.obolibrary.org/obo/EUPATH_0010992,Illness surveillance,,observation,Observation,http://purl.obolibrary.org/obo/EUPATH_0000738,,,,,,
,,142,13,,,http://purl.obolibrary.org/obo/EUPATH_0010994,Treatment,,observation,Illness surveillance,http://purl.obolibrary.org/obo/EUPATH_0010992,,,,,,
,,137,1,hosp,illnessfull_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0010995,Hospitalized,,observation,Hospitalization information,http://purl.obolibrary.org/obo/EUPATH_0000308,REF - child was hospitalized on this day. Source=REF,,,,,
,,138,2,hosday,,http://purl.obolibrary.org/obo/EUPATH_0010996,Duration of hospitalization,,observation,Hospitalization information,http://purl.obolibrary.org/obo/EUPATH_0000308,,,,,,
yes,,478,3,modresult,micro_x_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0010997,Any pathogen detected by modified acid fast stain,,sample,Processed microbiology test results,http://purl.obolibrary.org/obo/EUPATH_0010984,Were any pathogens detected by modified acid fast stain?. Collapsed variable for mdfstaindetect. Source=Calculated,1=yes;0=no,,,,
yes,,509,21,campycult,micro_x_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0010998,Campylobacter detected by culture,,sample,Bacteria,http://purl.obolibrary.org/obo/NCBITaxon_2,"Campylobacter detected using culture?.  Use ""campy"" variable for analysis. Do NOT use culture results for analysis unless doing a specific analysis investigating campylobacter in culture. . Source=Calculated",1=yes;0=no,,,multifilter,
yes,,510,22,campy,micro_x_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0010999,Campylobacter detected by ELISA,,sample,Bacteria,http://purl.obolibrary.org/obo/NCBITaxon_2,"Campylobacter detected using ELISA?. Use this Campylobacter variable (campy) for analysis. Per microbiology committee, use only ELISA results for analysis. Source=Calculated",1=yes;0=no,,,multifilter,
yes,,534,3,crypto,micro_x_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0011000,Cryptosporidium detected by ELISA,,sample,Parasite,http://purl.obolibrary.org/obo/EUPATH_0011841,Was cryptosporidium detected by ELISA (collapsed)?. Use this variable for cryptosporidium for analysis. Indeterminate test result is coded as no.. Source=Calculated,1=yes;0=no,,,multifilter,
yes,,574,3,mdfcrypt,micro_x_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0011001,Cryptosporidium detected by modified acid fast stain microscopy,,sample,Raw parasite data,http://purl.obolibrary.org/obo/EUPATH_0011845,"cryptosporidium detected by modified acid fast stain?. Per microbiology committee, use ""crypt"" for analysis (Cryptosporidium detected by ELISA) Do NOT use this variable for analysis.. Source=MDF",1=yes;0=no,,,,
yes,,576,5,mdfehist,micro_x_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0011002,E. histolytica detected by microscopy,,sample,Raw parasite data,http://purl.obolibrary.org/obo/EUPATH_0011845,"E. histolytica detected using wet prep microscopy?. Per microbiology committee, use ""ehist"" for analysis, and not the test results from microscopy. Source=MDF",1=yes;0=no,,,,
yes,,538,7,giard,micro_x_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0011003,Giardia detected by ELISA,,sample,Parasite,http://purl.obolibrary.org/obo/EUPATH_0011841,"Giardia result using ELISA?. Per microbiology committee, use this variable for giardia analysis; results only from ELISA test. Indeterminate test result is coded as no.. Source=Calculated",1=yes;0=no,,,multifilter,
yes,,578,7,mdfgiard,micro_x_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0011004,Giardia lamblia detected by microscopy,,sample,Raw parasite data,http://purl.obolibrary.org/obo/EUPATH_0011845,"Giardia lamblia detected using wet prep microscopy?. Per microbiology committee, use ""giard"" for analysis (Giardia detected by ELISA). . Source=MDF",1=yes;0=no,,,,
yes,,542,11,isos,micro_x_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0011005,Isospora detected by microscopy,,sample,Parasite,http://purl.obolibrary.org/obo/EUPATH_0011841,"Isospora detected using wet prep microscopy or modified acid fast stain. Information from mdfisosconc, mdfisosdirect, mdfmodstain. Source=Calculated",1=yes;0=no,,,multifilter,
yes,,549,1,modother,micro_x_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0011006,Any nonpathogenic eukaryota detected by modified acid fast stain microscopy,,sample,Nonpathogenic eukaryota detection,http://purl.obolibrary.org/obo/EUPATH_0011842,"Were other organisms detected by modified acid fast stain?. Uses information from variable ""mdfstaindetect"". Source=Calculated",1=yes;0=no,,,,
,,77,5,,,http://purl.obolibrary.org/obo/EUPATH_0011007,Summary of illness surveillance,,participant,Study details,http://purl.obolibrary.org/obo/EUPATH_0010988,,,,,,
,,93,1,begbf,bf_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0011008,Exclusively breastfed at first day of bi-weekly surveillance,,participant,Breastfeeding summary,http://purl.obolibrary.org/obo/EUPATH_0011690,"Indicates whether exclusive breastfeeding was present on day of first SAF data collection, the age at which this occurred is the minage. Source=calculated",,,,,
