dataSet,dataFile,variable,label,category,IRI,codebookDescription,codebookValues,multifilter,overallOrder,definition,QCed,
"MAL-ED, 0 to 36 months",LMZ.csv,pid,Participant ID,Participant,http://purl.obolibrary.org/obo/EUPATH_0000095,Child ID (original). Source=CAF/MOA/MOB/MOC/SAF/FSQ/BRF/UCF/FSE/MOA,unique identifier,,2,,,
"MAL-ED, 0 to 36 months",micro_x.csv,pid,Participant ID,Participant,http://purl.obolibrary.org/obo/EUPATH_0000095,Child ID (original). Source=CAF/MOA/MOB/MOC/SAF/FSQ/BRF/UCF/FSE/MOA,unique identifier,,1,,y,
"MAL-ED, 0 to 36 months",mn_blood_iar.csv,pid,Participant ID,Participant,http://purl.obolibrary.org/obo/EUPATH_0000095,Child ID (original). Source=CAF/MOA/MOB/MOC/SAF/FSQ/BRF/UCF/FSE/MOA,unique identifier,,2,,y,
"MAL-ED, 0 to 36 months",mpo_neo_ala.csv,pid,Participant ID,Participant,http://purl.obolibrary.org/obo/EUPATH_0000095,Child ID (original). Source=CAF/MOA/MOB/MOC/SAF/FSQ/BRF/UCF/FSE/MOA,unique identifier,,1,,y,
"MAL-ED, 0 to 36 months",TAC.csv,pid,Participant ID,Participant,http://purl.obolibrary.org/obo/EUPATH_0000095,Child ID (original). Source=CAF/MOA/MOB/MOC/SAF/FSQ/BRF/UCF/FSE/MOA,unique identifier,,1,,y,
"MAL-ED, 0 to 36 months",Vaccine_wide_moa.csv,pid,Participant ID,Participant,http://purl.obolibrary.org/obo/EUPATH_0000095,Child ID (original). Source=CAF/MOA/MOB/MOC/SAF/FSQ/BRF/UCF/FSE/MOA,unique identifier,,1,,,
"MAL-ED, 0 to 36 months",vax_and_titer_wdates.csv,pid,Participant ID,Participant,http://purl.obolibrary.org/obo/EUPATH_0000095,Child ID (original). Source=CAF/MOA/MOB/MOC/SAF/FSQ/BRF/UCF/FSE/MOA,unique identifier,,2,,,
"MAL-ED, 0 to 36 months",WAMI.csv,pid,Participant ID,Participant,http://purl.obolibrary.org/obo/EUPATH_0000095,Child ID (original). Source=CAF/MOA/MOB/MOC/SAF/FSQ/BRF/UCF/FSE/MOA,unique identifier,,1,,y,
"MAL-ED, 0 to 36 months",WHOcoreallsites.csv,pid,Participant ID,Participant,http://purl.obolibrary.org/obo/EUPATH_0000095,Child ID (original). Source=CAF/MOA/MOB/MOC/SAF/FSQ/BRF/UCF/FSE/MOA,unique identifier,,1,,y,
"MAL-ED, 0 to 36 months",zscores.csv,pid,Participant ID,Participant,http://purl.obolibrary.org/obo/EUPATH_0000095,Child ID (original). Source=CAF/MOA/MOB/MOC/SAF/FSQ/BRF/UCF/FSE/MOA,unique identifier,,1,,y,
