entity,label,displayOrder,plabel,newLabel,
http://purl.obolibrary.org/obo/EUPATH_0010727,Cumulative sum Hymenolepis diminuta-pos stools,1,Hymenolepis diminuta aggregate data,,
http://purl.obolibrary.org/obo/EUPATH_0010729,Cumulative sum Hymenolepis diminuta-pos 1st monthly stools,2,Hymenolepis diminuta aggregate data,,
http://purl.obolibrary.org/obo/EUPATH_0010728,Cumulative sum Hymenolepis diminuta-pos 1st diarrheal stools,3,Hymenolepis diminuta aggregate data,,
http://purl.obolibrary.org/obo/EUPATH_0010730,"Hymenolepis nana, by microscopy",,Hymenolepis nana,,
http://purl.obolibrary.org/obo/EUPATH_0010731,Cumulative sum Hymenolepis nana-pos stools,1,Hymenolepis nana aggregate data,,
http://purl.obolibrary.org/obo/EUPATH_0010733,Cumulative sum Hymenolepis nana-pos 1st monthly stools,2,Hymenolepis nana aggregate data,,
http://purl.obolibrary.org/obo/EUPATH_0010732,Cumulative sum Hymenolepis nana-pos 1st diarrheal stools,3,Hymenolepis nana aggregate data,,
http://purl.obolibrary.org/obo/EUPATH_0011601,Income score,1,Income,,
http://purl.obolibrary.org/obo/EUPATH_0000727,Family income,2,Income,,
http://purl.obolibrary.org/obo/EUPATH_0011606,Income (USD),3,Income,,
http://purl.obolibrary.org/obo/EUPATH_0011579,Currency exchange rate to USD,4,Income,,
http://purl.obolibrary.org/obo/EUPATH_0010738,"Iodamoeba butschlii, by microscopy",,Iodamoeba butschlii,,
http://purl.obolibrary.org/obo/EUPATH_0010739,Cumulative sum Iodamoeba butschlii-pos stools,1,Iodamoeba butschlii aggregate data,,
http://purl.obolibrary.org/obo/EUPATH_0010741,Cumulative sum Iodamoeba butschlii-pos 1st monthly stools,2,Iodamoeba butschlii aggregate data,,
http://purl.obolibrary.org/obo/EUPATH_0010740,Cumulative sum Iodamoeba butschlii-pos 1st diarrheal stools,3,Iodamoeba butschlii aggregate data,,
http://purl.obolibrary.org/obo/EUPATH_0011005,"Isospora, by microscopy",,Isospora,,
http://purl.obolibrary.org/obo/EUPATH_0010743,Cumulative sum Isospora-pos stools,1,Isospora aggregate data,,
http://purl.obolibrary.org/obo/EUPATH_0010745,Cumulative sum Isospora-pos 1st monthly stools,2,Isospora aggregate data,,
http://purl.obolibrary.org/obo/EUPATH_0010744,Cumulative sum Isospora-pos 1st diarrheal stools,3,Isospora aggregate data,,
http://purl.obolibrary.org/obo/EUPATH_0011217,Sample analysis date,1,Laboratory test,,
http://purl.obolibrary.org/obo/EUPATH_0000724,Stool microbiology test,2,Laboratory test,,
http://purl.obolibrary.org/obo/EUPATH_0011748,Stool intestinal inflammation test,3,Laboratory test,,
http://purl.obolibrary.org/obo/EUPATH_0011795,Blood test,4,Laboratory test,,
http://purl.obolibrary.org/obo/EUPATH_0011481,Blood antibody test,5,Laboratory test,,
http://purl.obolibrary.org/obo/EUPATH_0011797,Urine test,6,Laboratory test,,
http://purl.obolibrary.org/obo/FOODON_03303130,Infant formula,1,Liquids for consumption,,
http://purl.obolibrary.org/obo/EUPATH_0011656,Formula feedings yesterday,2,Liquids for consumption,,
http://purl.obolibrary.org/obo/EUPATH_0011657,Formula feedings last night,3,Liquids for consumption,,
http://purl.obolibrary.org/obo/EUPATH_0011662,Animal milk,4,Liquids for consumption,,
http://purl.obolibrary.org/obo/EUPATH_0011641,Animal milk or formula feedings yesterday,5,Liquids for consumption,,
http://purl.obolibrary.org/obo/EUPATH_0011663,"Animal milk feedings yesterday, daytime",6,Liquids for consumption,,
http://purl.obolibrary.org/obo/EUPATH_0011664,"Animal milk feedings yesterday, nighttime",7,Liquids for consumption,,
http://purl.obolibrary.org/obo/EUPATH_0011642,More than 1 animal milk or formula feeds for non-breastfed kids,8,Liquids for consumption,,
http://purl.obolibrary.org/obo/EUPATH_0011649,Dairy,9,Liquids for consumption,,
http://purl.obolibrary.org/obo/EUPATH_0011074,Dairy count,10,Liquids for consumption,,
http://purl.obolibrary.org/obo/EUPATH_0011020,Dairy reported at last visit,11,Liquids for consumption,,
http://purl.obolibrary.org/obo/EUPATH_0011670,Coffee or tea,12,Liquids for consumption,,
http://purl.obolibrary.org/obo/EUPATH_0011087,Coffee or tea count,13,Liquids for consumption,,
http://purl.obolibrary.org/obo/EUPATH_0011660,Fruit or vegetable juice,14,Liquids for consumption,,
http://purl.obolibrary.org/obo/EUPATH_0011666,"Other liquids (soup, broth, sugar water, carbonated drinks)",15,Liquids for consumption,,
http://purl.obolibrary.org/obo/EUPATH_0011671,Plain water,16,Liquids for consumption,,
http://purl.obolibrary.org/obo/EUPATH_0011766,Complete testing of stool samples,1,Microbiology tests performed,,
http://purl.obolibrary.org/obo/EUPATH_0010587,Stool sample test count,2,Microbiology tests performed,,
http://purl.obolibrary.org/obo/EUPATH_0011761,Bacteriology,3,Microbiology tests performed,,
http://purl.obolibrary.org/obo/EUPATH_0011785,Fecal viral tests,4,Microbiology tests performed,,
http://purl.obolibrary.org/obo/EUPATH_0011802,Microscopy,5,Microbiology tests performed,,
http://purl.obolibrary.org/obo/EUPATH_0011812,Protozoa ELISA tests,6,Microbiology tests performed,,
http://purl.obolibrary.org/obo/EUPATH_0010584,Microscopy testing completed,1,Microscopy,,
http://purl.obolibrary.org/obo/EUPATH_0010585,Wet prep microscopy performed,2,Microscopy,,
http://purl.obolibrary.org/obo/EUPATH_0010586,Wet prep microscopy type,3,Microscopy,,
http://purl.obolibrary.org/obo/EUPATH_0010583,Modified acid stain microscopy performed,4,Microscopy,,
http://purl.obolibrary.org/obo/EUPATH_0011084,Daily calcium (mg),1,Minerals,,
http://purl.obolibrary.org/obo/EUPATH_0011088,Daily copper (mg),2,Minerals,,
http://purl.obolibrary.org/obo/EUPATH_0011093,Daily iron from all sources (mg),3,Minerals,,
http://purl.obolibrary.org/obo/EUPATH_0011099,"Daily iron from meat, poultry, fish (mg)",4,Minerals,,
http://purl.obolibrary.org/obo/EUPATH_0011101,Daily magnesium (mg),5,Minerals,,
http://purl.obolibrary.org/obo/EUPATH_0011102,Daily manganese (mg),6,Minerals,,
http://purl.obolibrary.org/obo/EUPATH_0011105,Daily phosphorus (mg),7,Minerals,,
http://purl.obolibrary.org/obo/EUPATH_0011097,Daily potassium (mg),8,Minerals,,
http://purl.obolibrary.org/obo/EUPATH_0011103,Daily sodium (mg),9,Minerals,,
http://purl.obolibrary.org/obo/EUPATH_0011121,Daily zinc (mg),10,Minerals,,
http://purl.obolibrary.org/obo/EUPATH_0010848,Monthly stool collection #,1,Monthly stool samples,,
http://purl.obolibrary.org/obo/EUPATH_0010555,Analyzable monthly stool,2,Monthly stool samples,,
http://purl.obolibrary.org/obo/EUPATH_0010548,Monthly archive only sample,3,Monthly stool samples,,
http://purl.obolibrary.org/obo/EUPATH_0010867,"1st monthly stool, for microbiology testing",4,Monthly stool samples,,
http://purl.obolibrary.org/obo/EUPATH_0011746,"1st monthly stool, for fecal biomarker testing",5,Monthly stool samples,,
http://purl.obolibrary.org/obo/EUPATH_0010868,Cumulative 1st monthly stool sample count,6,Monthly stool samples,,
http://purl.obolibrary.org/obo/EUPATH_0010767,"Norovirus, by RT-PCR",1,Norovirus,,
http://purl.obolibrary.org/obo/NCBITaxon_122928,Norovirus GI,2,Norovirus,,
http://purl.obolibrary.org/obo/NCBITaxon_122929,Norovirus GII,3,Norovirus,,
http://purl.obolibrary.org/obo/EUPATH_0010768,Cumulative sum Norovirus-pos stools,1,Norovirus aggregate data,,
http://purl.obolibrary.org/obo/EUPATH_0010770,Cumulative sum Norovirus-pos 1st monthly stools,2,Norovirus aggregate data,,
http://purl.obolibrary.org/obo/EUPATH_0010769,Cumulative sum Norovirus-pos 1st diarrheal stools,3,Norovirus aggregate data,,
http://purl.obolibrary.org/obo/EUPATH_0011806,Norovirus GI aggregate data,4,Norovirus aggregate data,,
http://purl.obolibrary.org/obo/EUPATH_0011807,Norovirus GII aggregate data,5,Norovirus aggregate data,,
http://purl.obolibrary.org/obo/EUPATH_0010771,"Norovirus GI, by RT-PCR",,Norovirus GI,,
http://purl.obolibrary.org/obo/EUPATH_0010772,Cumulative sum Norovirus GI-pos stools,1,Norovirus GI aggregate data,,
http://purl.obolibrary.org/obo/EUPATH_0010774,Cumulative sum Norovirus GI-pos 1st monthly stools,2,Norovirus GI aggregate data,,
http://purl.obolibrary.org/obo/EUPATH_0010773,Cumulative sum Norovirus GI-pos 1st diarrheal stools,3,Norovirus GI aggregate data,,
http://purl.obolibrary.org/obo/EUPATH_0010775,"Norovirus GII, by RT-PCR",,Norovirus GII,,
http://purl.obolibrary.org/obo/EUPATH_0010776,Cumulative sum Norovirus GII-pos stools,1,Norovirus GII aggregate data,,
http://purl.obolibrary.org/obo/EUPATH_0010778,Cumulative sum Norovirus GII-pos 1st monthly stools,2,Norovirus GII aggregate data,,
http://purl.obolibrary.org/obo/EUPATH_0010777,Cumulative sum Norovirus GII-pos 1st diarrheal stools,3,Norovirus GII aggregate data,,
http://purl.obolibrary.org/obo/EUPATH_0000579,Age (days),1,Observation,,
http://purl.obolibrary.org/obo/EUPATH_0000310,Observation details,2,Observation,,
http://purl.obolibrary.org/obo/EUPATH_0000649,Anthropometry,3,Observation,,
http://purl.obolibrary.org/obo/EUPATH_0010519,"Diarrhea, ALRI, fever, or vomiting present",4,Observation,,
http://purl.obolibrary.org/obo/EUPATH_0010016,Diarrheal episodes,5,Observation,,
http://purl.obolibrary.org/obo/EUPATH_0011756,ALRI episodes,6,Observation,,
http://purl.obolibrary.org/obo/EUPATH_0000309,Signs and symptoms,7,Observation,,
http://purl.obolibrary.org/obo/OGMS_0000083,Physical examination,8,Observation,,
http://purl.obolibrary.org/obo/EUPATH_0011204,Age (days) at suspected measles infection,9,Observation,Age at suspected measles infection (days),
http://purl.obolibrary.org/obo/EUPATH_0011205,Age (days) at suspected pertussis infection,10,Observation,Age at suspected pertussis infection (days),
http://purl.obolibrary.org/obo/OGMS_0000073,Diagnosis,11,Observation,,
http://purl.obolibrary.org/obo/EUPATH_0000308,Hospitalization,12,Observation,,
http://purl.obolibrary.org/obo/OGMS_0000090,Treatment,13,Observation,,
http://purl.obolibrary.org/obo/EUPATH_0011730,Breastfeeding,14,Observation,,
http://purl.obolibrary.org/obo/EUPATH_0011732,Diet,15,Observation,,
http://purl.obolibrary.org/obo/EUPATH_0021098,Immediate clinical history,,Observation,,
http://purl.obolibrary.org/obo/EUPATH_0004991,Observation date,1,Observation details,,
http://purl.obolibrary.org/obo/EUPATH_0011650,Monthly survey date,2,Observation details,,
http://purl.obolibrary.org/obo/EUPATH_0011917,Target month for monthly survey,3,Observation details,,
http://purl.obolibrary.org/obo/EUPATH_0011926,Monthly survey conducted in target window,4,Observation details,,
http://purl.obolibrary.org/obo/EUPATH_0011900,Illness surveillance date,5,Observation details,,
http://purl.obolibrary.org/obo/EUPATH_0011927,Illness surveillance data present today,6,Observation details,,
http://purl.obolibrary.org/obo/EUPATH_0000743,Cumulative days of surveillance,7,Observation details,,
http://purl.obolibrary.org/obo/EUPATH_0010981,Demographics,1,Participant,,
http://purl.obolibrary.org/obo/EUPATH_0000307,Participant study details,2,Participant,,
http://purl.obolibrary.org/obo/EUPATH_0020004,Aggregated illness data,3,Participant,,
http://purl.obolibrary.org/obo/EUPATH_0000678,Feeding summary,4,Participant,,
http://purl.obolibrary.org/obo/EUPATH_0011471,Aggregated vaccination data,5,Participant,,
http://purl.obolibrary.org/obo/EUPATH_0011222,Total deworm doses,6,Participant,,
http://purl.obolibrary.org/obo/EUPATH_0011440,Total vitamin A supplement doses,7,Participant,,
http://purl.obolibrary.org/obo/EUPATH_0010035,Administrative information,8,Participant,,
http://purl.obolibrary.org/obo/EUPATH_0000095,Participant ID,,Participant,,
http://purl.obolibrary.org/obo/EUPATH_0010484,Initial illness surveillance date,1,Participant study details,,
http://purl.obolibrary.org/obo/EUPATH_0010485,Final illness surveillance date,2,Participant study details,,
http://purl.obolibrary.org/obo/EUPATH_0010505,Max surveillance age,3,Participant study details,Age at last illness surveillance (days),
http://purl.obolibrary.org/obo/EUPATH_0010502,Total days of follow-up,4,Participant study details,Total illness surveillance days,
http://purl.obolibrary.org/obo/EUPATH_0010503,Total diarrheal surveillance days,5,Participant study details,,
http://purl.obolibrary.org/obo/EUPATH_0011028,Age at 1st day of biweekly surveillance (days),6,Participant study details,Age at 1st day of biweekly breastfeeding surveillance (days),
http://purl.obolibrary.org/obo/EUPATH_0011024,Survival analysis event,7,Participant study details,Breastfeeding survival analysis event,
http://purl.obolibrary.org/obo/EUPATH_0011146,Last contact date,9,Participant study details,,
http://purl.obolibrary.org/obo/EUPATH_0011147,Age at last contact (days),10,Participant study details,,
http://purl.obolibrary.org/obo/EUPATH_0000110,Temperature (C),1,Physical examination,,
http://purl.obolibrary.org/obo/CMO_0000289,Respiratory rate (breaths/min),2,Physical examination,,
http://purl.obolibrary.org/obo/EUPATH_0010097,"Respiratory rate (breaths/min), 2nd",3,Physical examination,,
http://purl.obolibrary.org/obo/EUPATH_0011054,Calcium phytate to zinc ratio,1,Phytate ratios,,
http://purl.obolibrary.org/obo/EUPATH_0011068,Phytate to calcium ratio,2,Phytate ratios,,
http://purl.obolibrary.org/obo/EUPATH_0011069,Phytate to iron ratio,3,Phytate ratios,,
http://purl.obolibrary.org/obo/EUPATH_0011070,Phytate to zinc ratio,4,Phytate ratios,,
http://purl.obolibrary.org/obo/EUPATH_0010789,"Plesiomonas shigelloides, by bacteriology",,Plesiomonas shigelloides,,
http://purl.obolibrary.org/obo/EUPATH_0010790,Cumulative sum Plesiomonas shigelloides-pos stools,1,Plesiomonas shigelloides aggregate data,,
http://purl.obolibrary.org/obo/EUPATH_0010792,Cumulative sum Plesiomonas shigelloides-pos 1st monthly stools,2,Plesiomonas shigelloides aggregate data,,
http://purl.obolibrary.org/obo/EUPATH_0010791,Cumulative sum Plesiomonas shigelloides-pos 1st diarrheal stools,3,Plesiomonas shigelloides aggregate data,,
http://purl.obolibrary.org/obo/EUPATH_0011108,Daily protein from all sources (g),1,Proteins,,
http://purl.obolibrary.org/obo/EUPATH_0011083,Daily protein from animal sources (g),2,Proteins,,
http://purl.obolibrary.org/obo/EUPATH_0011100,"Daily protein from meat, poultry, fish (g)",3,Proteins,,
http://purl.obolibrary.org/obo/EUPATH_0010593,Protozoa ELISA testing completed,1,Protozoa ELISA tests,,
http://purl.obolibrary.org/obo/EUPATH_0010590,Cryptosporidium ELISA performed,2,Protozoa ELISA tests,,
http://purl.obolibrary.org/obo/EUPATH_0010591,Entamoeba histolytica ELISA performed,3,Protozoa ELISA tests,,
http://purl.obolibrary.org/obo/EUPATH_0010592,Giardia ELISA performed,4,Protozoa ELISA tests,,
http://purl.obolibrary.org/obo/EUPATH_0011522,"Measles titer (IU/L), by ELISA result",1,Raw antibody titer test result,,
http://purl.obolibrary.org/obo/EUPATH_0011517,"Pertussis titer (IU/L), by ELISA result",2,Raw antibody titer test result,,
http://purl.obolibrary.org/obo/EUPATH_0011403,"Polio IgG titer (U/L), by ELISA result",3,Raw antibody titer test result,,
http://purl.obolibrary.org/obo/EUPATH_0011518,"Polio serotype 1 titer, by microneutralization result",4,Raw antibody titer test result,,
http://purl.obolibrary.org/obo/EUPATH_0011474,"Polio serotype 2 titer, by microneutralization result",5,Raw antibody titer test result,,
http://purl.obolibrary.org/obo/EUPATH_0011519,"Polio serotype 3 titer, by microneutralization result",6,Raw antibody titer test result,,
http://purl.obolibrary.org/obo/EUPATH_0011516,"Rotavirus IgA titer (U/L), by ELISA result",7,Raw antibody titer test result,,
http://purl.obolibrary.org/obo/EUPATH_0011515,"Rotavirus IgG titer (U/L), by ELISA result",8,Raw antibody titer test result,,
http://purl.obolibrary.org/obo/EUPATH_0011514,"Tetanus titer (IU/L), by ELISA result",9,Raw antibody titer test result,,
http://purl.obolibrary.org/obo/EUPATH_0011287,"Log2 measles titer (IU/L), by ELISA result",10,Raw antibody titer test result,,
http://purl.obolibrary.org/obo/EUPATH_0011288,"Log2 pertussis titer (IU/L), by ELISA result",11,Raw antibody titer test result,,
http://purl.obolibrary.org/obo/EUPATH_0011289,"Log2 polio IgG titer (U/L), by ELISA result",12,Raw antibody titer test result,,
http://purl.obolibrary.org/obo/EUPATH_0011290,"Log2 polio serotype 1 titer, by microneutralization result",13,Raw antibody titer test result,,
http://purl.obolibrary.org/obo/EUPATH_0011291,"Log2 polio serotype 2 titer, by microneutralization result",14,Raw antibody titer test result,,
http://purl.obolibrary.org/obo/EUPATH_0011292,"Log2 polio serotype 3 titer, by microneutralization result",15,Raw antibody titer test result,,
http://purl.obolibrary.org/obo/EUPATH_0011294,"Log2 rotavirus IgA titer (U/L), by ELISA result",16,Raw antibody titer test result,,
http://purl.obolibrary.org/obo/EUPATH_0011293,"Log2 rotavirus IgG titer (U/L), by ELISA result",17,Raw antibody titer test result,,
http://purl.obolibrary.org/obo/EUPATH_0011295,"Log2 tetanus titer (IU/L), by ELISA result",18,Raw antibody titer test result,,
http://purl.obolibrary.org/obo/EUPATH_0015332,"Aeromonas Ct value, by TAC result",1,Raw bacteria data,,
http://purl.obolibrary.org/obo/EUPATH_0010627,"Aeromonas, by bacteriology result",2,Raw bacteria data,,
http://purl.obolibrary.org/obo/EUPATH_0015337,"Bacteriodes fragilis Ct value, by TAC result",3,Raw bacteria data,,
http://purl.obolibrary.org/obo/EUPATH_0015338,"Campylobacter Ct value, by TAC result",4,Raw bacteria data,,
http://purl.obolibrary.org/obo/EUPATH_0010628,"Campylobacter, by ELISA result",5,Raw bacteria data,,
http://purl.obolibrary.org/obo/EUPATH_0010629,"Campylobacter, by bacteriology result",6,Raw bacteria data,,
http://purl.obolibrary.org/obo/EUPATH_0015341,"Campylobacter jejuni or C. coli Ct value, by TAC result",7,Raw bacteria data,,
http://purl.obolibrary.org/obo/EUPATH_0011855,"Clostridium difficile Ct value, by TAC result",8,Raw bacteria data,,
http://purl.obolibrary.org/obo/EUPATH_0015389,"EAEC Ct value, by TAC result",9,Raw bacteria data,,
http://purl.obolibrary.org/obo/EUPATH_0015346,"EAEC aaiC Ct value, by TAC result",10,Raw bacteria data,,
http://purl.obolibrary.org/obo/EUPATH_0010659,"EAEC aaiC-pos, by PCR result",11,Raw bacteria data,,
http://purl.obolibrary.org/obo/EUPATH_0015348,"EAEC aatA Ct value, by TAC result",12,Raw bacteria data,,
http://purl.obolibrary.org/obo/EUPATH_0010663,"EAEC aatA-pos, by PCR result",13,Raw bacteria data,,
http://purl.obolibrary.org/obo/EUPATH_0015349,"EAEC aggR Ct value, by TAC result",14,Raw bacteria data,,
http://purl.obolibrary.org/obo/EUPATH_0011892,"EAEC aggR-activated regulator (aar) Ct value, by TAC result",15,Raw bacteria data,,
http://purl.obolibrary.org/obo/EUPATH_0015396,"Typical EPEC Ct value, by TAC result",16,Raw bacteria data,,
http://purl.obolibrary.org/obo/EUPATH_0015353,"EPEC bfpA Ct value, by TAC result",17,Raw bacteria data,,
http://purl.obolibrary.org/obo/EUPATH_0011857,"EPEC eae Ct value, by TAC result",18,Raw bacteria data,,
http://purl.obolibrary.org/obo/EUPATH_0015397,"Atypical EPEC Ct value, by TAC result",19,Raw bacteria data,,
http://purl.obolibrary.org/obo/EUPATH_0015355,"ETEC LT-pos Ct value, by TAC result",20,Raw bacteria data,,
http://purl.obolibrary.org/obo/EUPATH_0010679,"ETEC LT-pos, by PCR result",21,Raw bacteria data,,
http://purl.obolibrary.org/obo/EUPATH_0015392,"ETEC ST-pos Ct value, by TAC result",22,Raw bacteria data,,
http://purl.obolibrary.org/obo/EUPATH_0015356,"ETEC STh Ct value, by TAC result",23,Raw bacteria data,,
http://purl.obolibrary.org/obo/EUPATH_0015357,"ETEC STp Ct value, by TAC result",24,Raw bacteria data,,
http://purl.obolibrary.org/obo/EUPATH_0015317,"ETEC ST-pos, by PCR result",25,Raw bacteria data,,
http://purl.obolibrary.org/obo/EUPATH_0011858,"ETEC CFA1 Ct value, by TAC result",26,Raw bacteria data,,
http://purl.obolibrary.org/obo/EUPATH_0011859,"ETEC CS1 Ct value, by TAC result",27,Raw bacteria data,,
http://purl.obolibrary.org/obo/EUPATH_0011860,"ETEC CS2 Ct value, by TAC result",28,Raw bacteria data,,
http://purl.obolibrary.org/obo/EUPATH_0011861,"ETEC CS3 Ct value, by TAC result",29,Raw bacteria data,,
http://purl.obolibrary.org/obo/EUPATH_0011862,"ETEC CS5 Ct value, by TAC result",30,Raw bacteria data,,
http://purl.obolibrary.org/obo/EUPATH_0011863,"ETEC CS6 Ct value, by TAC result",31,Raw bacteria data,,
http://purl.obolibrary.org/obo/EUPATH_0010633,"Shigella, by bacteriology result",32,Raw bacteria data,,
http://purl.obolibrary.org/obo/EUPATH_0015398,"STEC Ct value, by TAC result",33,Raw bacteria data,,
http://purl.obolibrary.org/obo/EUPATH_0015384,"STEC stx1 Ct value, by TAC result",34,Raw bacteria data,,
http://purl.obolibrary.org/obo/EUPATH_0010687,"STEC stx1-pos, by PCR result",35,Raw bacteria data,,
http://purl.obolibrary.org/obo/EUPATH_0015385,"STEC stx2 Ct value, by TAC result",36,Raw bacteria data,,
http://purl.obolibrary.org/obo/EUPATH_0010691,"STEC stx2-pos, by PCR result",37,Raw bacteria data,,
http://purl.obolibrary.org/obo/EUPATH_0015361,"Helicobacter pylori Ct value, by TAC result",38,Raw bacteria data,,
http://purl.obolibrary.org/obo/EUPATH_0011865,"Mycobacterium tuberculosis Ct value, by TAC result",39,Raw bacteria data,,
http://purl.obolibrary.org/obo/EUPATH_0011868,"Plesiomonas Ct value, by TAC result",40,Raw bacteria data,,
http://purl.obolibrary.org/obo/EUPATH_0015381,"Salmonella Ct value, by TAC result",41,Raw bacteria data,,
http://purl.obolibrary.org/obo/EUPATH_0010632,"Salmonella, by bacteriology result",42,Raw bacteria data,,
http://purl.obolibrary.org/obo/EUPATH_0015383,"Shigella or EIEC Ct value, by TAC result",43,Raw bacteria data,,
http://purl.obolibrary.org/obo/EUPATH_0015388,"Vibrio cholerae Ct value, by TAC result",44,Raw bacteria data,,
http://purl.obolibrary.org/obo/EUPATH_0010634,"Vibrio, by bacteriology result",45,Raw bacteria data,,
http://purl.obolibrary.org/obo/EUPATH_0015333,"Ancylostoma Ct value, by TAC result",1,Raw eukaryota data,,
http://purl.obolibrary.org/obo/EUPATH_0015334,"Ascaris Ct value, by TAC result",2,Raw eukaryota data,,
http://purl.obolibrary.org/obo/EUPATH_0011854,"Blastocystis Ct value, by TAC result",3,Raw eukaryota data,,
http://purl.obolibrary.org/obo/EUPATH_0015342,"Cryptosporidium Ct value, by TAC result",4,Raw eukaryota data,,
http://purl.obolibrary.org/obo/EUPATH_0010786,"Cryptosporidium, by ELISA result",5,Raw eukaryota data,,
http://purl.obolibrary.org/obo/EUPATH_0011001,"Cryptosporidium, by modified acid stain microscopy result",6,Raw eukaryota data,,
http://purl.obolibrary.org/obo/EUPATH_0015343,"Cryptosporidium hominis Ct value, by TAC result",7,Raw eukaryota data,,
http://purl.obolibrary.org/obo/EUPATH_0015344,"Cryptosporidium parvum Ct value, by TAC result",8,Raw eukaryota data,,
http://purl.obolibrary.org/obo/EUPATH_0015345,"Cyclospora Ct value, by TAC result",9,Raw eukaryota data,,
http://purl.obolibrary.org/obo/EUPATH_0015352,"Encephalitozoon intestinalis Ct value, by TAC result",10,Raw eukaryota data,,
http://purl.obolibrary.org/obo/EUPATH_0011856,"Entamoeba Ct value, by TAC result",11,Raw eukaryota data,,
http://purl.obolibrary.org/obo/EUPATH_0015351,"Entamoeba histolytica Ct value, by TAC result",12,Raw eukaryota data,,
http://purl.obolibrary.org/obo/EUPATH_0011882,"Entamoeba histolytica, by ELISA result",13,Raw eukaryota data,,
http://purl.obolibrary.org/obo/EUPATH_0011002,"Entamoeba histolytica, by microscopy result",14,Raw eukaryota data,,
http://purl.obolibrary.org/obo/EUPATH_0015350,"Enterocytozoon bieneusi Ct value, by TAC result",15,Raw eukaryota data,,
http://purl.obolibrary.org/obo/EUPATH_0015360,"Giardia Ct value, by TAC result",16,Raw eukaryota data,,
http://purl.obolibrary.org/obo/EUPATH_0010788,"Giardia, by ELISA result",17,Raw eukaryota data,,
http://purl.obolibrary.org/obo/EUPATH_0015358,"Giardia assemblage A Ct value, by TAC result",18,Raw eukaryota data,,
http://purl.obolibrary.org/obo/EUPATH_0015359,"Giardia assemblage B Ct value, by TAC result",19,Raw eukaryota data,,
http://purl.obolibrary.org/obo/EUPATH_0011004,"Giardia lamblia, by microscopy result",20,Raw eukaryota data,,
http://purl.obolibrary.org/obo/EUPATH_0011864,"Hymenolepis nana Ct value, by TAC result",21,Raw eukaryota data,,
http://purl.obolibrary.org/obo/EUPATH_0015362,"Isospora Ct value, by TAC result",22,Raw eukaryota data,,
http://purl.obolibrary.org/obo/EUPATH_0015363,"Necator Ct value, by TAC result",23,Raw eukaryota data,,
http://purl.obolibrary.org/obo/EUPATH_0011870,"Schistosoma Ct value, by TAC result",24,Raw eukaryota data,,
http://purl.obolibrary.org/obo/EUPATH_0015386,"Strongyloides Ct value, by TAC result",25,Raw eukaryota data,,
http://purl.obolibrary.org/obo/EUPATH_0015387,"Trichuris Ct value, by TAC result",26,Raw eukaryota data,,
http://purl.obolibrary.org/obo/EUPATH_0011843,Raw bacteria data,1,Raw test result,,
http://purl.obolibrary.org/obo/EUPATH_0011844,Raw virus data,2,Raw test result,,
http://purl.obolibrary.org/obo/EUPATH_0011845,Raw eukaryota data,3,Raw test result,,
http://purl.obolibrary.org/obo/EUPATH_0015330,"Adenovirus Ct value, by TAC result",1,Raw virus data,,
http://purl.obolibrary.org/obo/EUPATH_0010719,"Adenovirus, by ELISA result",2,Raw virus data,,
http://purl.obolibrary.org/obo/EUPATH_0015331,"Adenovirus 40/41 Ct value, by TAC result",3,Raw virus data,,
http://purl.obolibrary.org/obo/EUPATH_0015335,"Astrovirus Ct value, by TAC result",4,Raw virus data,,
http://purl.obolibrary.org/obo/EUPATH_0010720,"Astrovirus, by ELISA result",5,Raw virus data,,
http://purl.obolibrary.org/obo/EUPATH_0010781,"Norovirus, by RT-PCR result",7,Raw virus data,,
http://purl.obolibrary.org/obo/EUPATH_0015364,"Norovirus GI Ct value, by TAC result",8,Raw virus data,,
http://purl.obolibrary.org/obo/EUPATH_0010780,"Norovirus GI, by RT-PCR result",9,Raw virus data,,
http://purl.obolibrary.org/obo/EUPATH_0011866,"Norovirus GI.1 Ct value, by TAC result",10,Raw virus data,,
http://purl.obolibrary.org/obo/EUPATH_0015365,"Norovirus GII Ct value, by TAC result",11,Raw virus data,,
http://purl.obolibrary.org/obo/EUPATH_0010779,"Norovirus GII, by RT-PCR result",12,Raw virus data,,
http://purl.obolibrary.org/obo/EUPATH_0011867,"Norovirus GII.4 Ct value, by TAC result",13,Raw virus data,,
http://purl.obolibrary.org/obo/EUPATH_0015366,"Rotavirus Ct value, by TAC result",14,Raw virus data,,
http://purl.obolibrary.org/obo/EUPATH_0010721,"Rotavirus, by ELISA result",15,Raw virus data,,
http://purl.obolibrary.org/obo/EUPATH_0011869,"Rotavirus (post vaccination) Ct value, by TAC result",16,Raw virus data,,
http://purl.obolibrary.org/obo/EUPATH_0010560,"Rotavirus-pos within 28 days of vaccination, by ELISA",17,Raw virus data,,
http://purl.obolibrary.org/obo/EUPATH_0015369,"Rotavirus genotype G1 Ct value, by TAC result",18,Raw virus data,,
http://purl.obolibrary.org/obo/EUPATH_0015368,"Rotavirus genotype G12 Ct value, by TAC result",19,Raw virus data,,
http://purl.obolibrary.org/obo/EUPATH_0015370,"Rotavirus genotype G2 Ct value, by TAC result",20,Raw virus data,,
http://purl.obolibrary.org/obo/EUPATH_0015371,"Rotavirus genotype G3 Ct value, by TAC result",21,Raw virus data,,
