variable,dataFile,label,IRI,displayOrder,definition,category,parentLabel,parentIRI,termType,codebookDescription,codebookValues
,,Virulence factor gene ipaH aggregate data,http://purl.obolibrary.org/obo/EUPATH_0011828,4,,Sample,Enteroinvasive Escherichia coli (EIEC) aggregate data,http://purl.obolibrary.org/obo/EUPATH_0011776,category,NA,NA
micro_x::atypicalepec_cum,micro_x,Cumulative sum atypical EPEC-pos stools,http://purl.obolibrary.org/obo/EUPATH_0010620,4,,Sample,Enteropathogenic Escherichia coli (EPEC) aggregate data,http://purl.obolibrary.org/obo/EUPATH_0011778,variable,cumulative count of the number of positive atypical EPEC samples by PID. . Source=Calculated. continuous numeric,", 0, 1, 2, 3, 4, 5, 6"
micro_x::atypicalepec_cum_d,micro_x,Cumulative sum atypical EPEC-pos 1st diarrheal stools,http://purl.obolibrary.org/obo/EUPATH_0010621,6,,Sample,Enteropathogenic Escherichia coli (EPEC) aggregate data,http://purl.obolibrary.org/obo/EUPATH_0011778,variable,cumulative count of the number of positive atypical EPEC samples by PID in first diarrhea stools. . Source=Calculated. continuous numeric,", 0, 1, 2, 3, 4, 5"
micro_x::atypicalepec_cum_m,micro_x,Cumulative sum atypical EPEC-pos 1st monthly stools,http://purl.obolibrary.org/obo/EUPATH_0010622,5,,Sample,Enteropathogenic Escherichia coli (EPEC) aggregate data,http://purl.obolibrary.org/obo/EUPATH_0011778,variable,cumulative count of the number of positive atypical EPEC samples by PID in first monthly stools. . Source=Calculated. continuous numeric,", 0, 1, 2, 3, 4, 5, 6"
micro_x::epec_cum,micro_x,Cumulative sum EPEC-pos stools,http://purl.obolibrary.org/obo/EUPATH_0010708,1,,Sample,Enteropathogenic Escherichia coli (EPEC) aggregate data,http://purl.obolibrary.org/obo/EUPATH_0011778,variable,cumulative count of the number of positive EPEC samples by PID. . Source=Calculated. continuous numeric,", 0, 1, 2, 3, 4, 5"
micro_x::epec_cum_d,micro_x,Cumulative sum EPEC-pos 1st diarrheal stools,http://purl.obolibrary.org/obo/EUPATH_0010709,3,,Sample,Enteropathogenic Escherichia coli (EPEC) aggregate data,http://purl.obolibrary.org/obo/EUPATH_0011778,variable,cumulative count of the number of positive EPEC samples by PID in first diarrhea stools. . Source=Calculated. continuous numeric,", 0, 1, 2, 3"
micro_x::epec_cum_m,micro_x,Cumulative sum EPEC-pos 1st monthly stools,http://purl.obolibrary.org/obo/EUPATH_0010710,2,,Sample,Enteropathogenic Escherichia coli (EPEC) aggregate data,http://purl.obolibrary.org/obo/EUPATH_0011778,variable,cumulative count of the number of positive EPEC samples by PID in first monthly stools. . Source=Calculated. continuous numeric,", 0, 1, 2, 3, 4"
,,Virulence factor genes bfpA and eae aggregate data,http://purl.obolibrary.org/obo/EUPATH_0011826,7,,Sample,Enteropathogenic Escherichia coli (EPEC) aggregate data,http://purl.obolibrary.org/obo/EUPATH_0011778,category,NA,NA
micro_x::etec_cum,micro_x,Cumulative sum ETEC-pos stools,http://purl.obolibrary.org/obo/EUPATH_0010712,1,,Sample,Enterotoxogenic Escherichia coli (ETEC) aggregate data,http://purl.obolibrary.org/obo/EUPATH_0011780,variable,cumulative count of the number of positive TEC samples by PID. . Source=Calculated. continuous numeric,>10 unique values
micro_x::etec_cum_d,micro_x,Cumulative sum ETEC-pos 1st diarrheal stools,http://purl.obolibrary.org/obo/EUPATH_0010713,3,,Sample,Enterotoxogenic Escherichia coli (ETEC) aggregate data,http://purl.obolibrary.org/obo/EUPATH_0011780,variable,cumulative count of the number of positive ETEC samples by PID in first diarrhea stools. . Source=Calculated. continuous numeric,", 0, 1, 2, 3, 4, 5"
micro_x::etec_cum_m,micro_x,Cumulative sum ETEC-pos 1st monthly stools,http://purl.obolibrary.org/obo/EUPATH_0010714,2,,Sample,Enterotoxogenic Escherichia coli (ETEC) aggregate data,http://purl.obolibrary.org/obo/EUPATH_0011780,variable,cumulative count of the number of positive ETEC samples by PID in first monthly stools. . Source=Calculated. continuous numeric,", 0, 1, 2, 3, 4, 5, 6, 7"
,,Heat labile (LT) enterotoxin aggregate data,http://purl.obolibrary.org/obo/EUPATH_0011788,5,,Sample,Enterotoxogenic Escherichia coli (ETEC) aggregate data,http://purl.obolibrary.org/obo/EUPATH_0011780,category,NA,NA
,,Heat stable (ST) enterotoxin aggregate data,http://purl.obolibrary.org/obo/EUPATH_0011789,4,,Sample,Enterotoxogenic Escherichia coli (ETEC) aggregate data,http://purl.obolibrary.org/obo/EUPATH_0011780,category,NA,NA
,,Enteroaggressive Escherichia coli (EAEC) aggregate data,http://purl.obolibrary.org/obo/EUPATH_0011773,1,,Sample,Escherichia coli aggregate data,http://purl.obolibrary.org/obo/EUPATH_0011782,category,NA,NA
,,Enteroinvasive Escherichia coli (EIEC) aggregate data,http://purl.obolibrary.org/obo/EUPATH_0011776,2,,Sample,Escherichia coli aggregate data,http://purl.obolibrary.org/obo/EUPATH_0011782,category,NA,NA
,,Enteropathogenic Escherichia coli (EPEC) aggregate data,http://purl.obolibrary.org/obo/EUPATH_0011778,3,,Sample,Escherichia coli aggregate data,http://purl.obolibrary.org/obo/EUPATH_0011782,category,NA,NA
,,Enterotoxogenic Escherichia coli (ETEC) aggregate data,http://purl.obolibrary.org/obo/EUPATH_0011780,4,,Sample,Escherichia coli aggregate data,http://purl.obolibrary.org/obo/EUPATH_0011782,category,NA,NA
,,Shigatoxin producing Escherichia coli (STEC) aggregate data,http://purl.obolibrary.org/obo/EUPATH_0011816,5,,Sample,Escherichia coli aggregate data,http://purl.obolibrary.org/obo/EUPATH_0011782,category,NA,NA
8sites_diet5y::sumfams,8sites_diet5y,Daily monounsaturated fat (g),http://purl.obolibrary.org/obo/EUPATH_0011089,3,,Observation,Fat,http://purl.obolibrary.org/obo/EUPATH_0011783,variable,Sum of mono-unsaturated fat in grams for this day of food recall. Source=Calculated.,0 to 74.59
diet::sumfams,diet,Daily monounsaturated fat (g),http://purl.obolibrary.org/obo/EUPATH_0011089,3,,Observation,Fat,http://purl.obolibrary.org/obo/EUPATH_0011783,variable,Sum of mono-unsaturated fat in grams for this day of food recall. Source=Calculated.,0 to 74.59
8sites_diet5y::sumfapu,8sites_diet5y,Daily polyunsaturated fat (g),http://purl.obolibrary.org/obo/EUPATH_0011090,4,,Observation,Fat,http://purl.obolibrary.org/obo/EUPATH_0011783,variable,Sum of poly-unsaturated fat in grams for this day of food recall. Source=Calculated.,0 to 52.756
diet::sumfapu,diet,Daily polyunsaturated fat (g),http://purl.obolibrary.org/obo/EUPATH_0011090,4,,Observation,Fat,http://purl.obolibrary.org/obo/EUPATH_0011783,variable,Sum of poly-unsaturated fat in grams for this day of food recall. Source=Calculated.,0 to 52.756
8sites_diet5y::sumfasat,8sites_diet5y,Daily saturated fat (g),http://purl.obolibrary.org/obo/EUPATH_0011091,2,,Observation,Fat,http://purl.obolibrary.org/obo/EUPATH_0011783,variable,Sum of saturated fat in grams for this day of food recall. Source=Calculated.,0 to 109.8849
diet::sumfasat,diet,Daily saturated fat (g),http://purl.obolibrary.org/obo/EUPATH_0011091,2,,Observation,Fat,http://purl.obolibrary.org/obo/EUPATH_0011783,variable,Sum of saturated fat in grams for this day of food recall. Source=Calculated.,0 to 109.8849
8sites_diet5y::sumfat,8sites_diet5y,Daily fat (g),http://purl.obolibrary.org/obo/EUPATH_0011092,1,,Observation,Fat,http://purl.obolibrary.org/obo/EUPATH_0011783,variable,Sum of fat in grams for this day of food recall. Source=Calculated.,0 to 189.5768
diet::sumfat,diet,Daily fat (g),http://purl.obolibrary.org/obo/EUPATH_0011092,1,,Observation,Fat,http://purl.obolibrary.org/obo/EUPATH_0011783,variable,Sum of fat in grams for this day of food recall. Source=Calculated.,0 to 189.5768
micro_x::fvfadenoelisa,micro_x,Adenovirus ELISA performed,http://purl.obolibrary.org/obo/EUPATH_0010579,4,,Sample,Fecal viral tests,http://purl.obolibrary.org/obo/EUPATH_0011785,variable,.,", 0, 1"
micro_x::fvfastroelisa,micro_x,Astrovirus ELISA performed,http://purl.obolibrary.org/obo/EUPATH_0010580,5,,Sample,Fecal viral tests,http://purl.obolibrary.org/obo/EUPATH_0011785,variable,.,", 0, 1"
micro_x::fvfrotaelisa,micro_x,Rotavirus ELISA performed,http://purl.obolibrary.org/obo/EUPATH_0010581,6,,Sample,Fecal viral tests,http://purl.obolibrary.org/obo/EUPATH_0011785,variable,.,", 0, 1"
micro_x::fvftesting,micro_x,Fecal viral testing completed,http://purl.obolibrary.org/obo/EUPATH_0010582,1,,Sample,Fecal viral tests,http://purl.obolibrary.org/obo/EUPATH_0011785,variable,.,0 to 1
micro_x::nrvnorortpcr,micro_x,Norovirus RT-PCR performed,http://purl.obolibrary.org/obo/EUPATH_0010588,3,,Sample,Fecal viral tests,http://purl.obolibrary.org/obo/EUPATH_0011785,variable,Was Norovirus (NoV) RT-PCR performed?. . Source=NRV. 1=yes;0=no,", 0, 1"
micro_x::nrvtesting,micro_x,Norovirus testing completed,http://purl.obolibrary.org/obo/EUPATH_0010589,2,,Sample,Fecal viral tests,http://purl.obolibrary.org/obo/EUPATH_0011785,variable,.,0 to 1
micro_x::giard_cum,micro_x,Cumulative sum Giardia-pos stools,http://purl.obolibrary.org/obo/EUPATH_0010723,1,,Sample,Giardia aggregate data,http://purl.obolibrary.org/obo/EUPATH_0011787,variable,cumulative count of the number of positive giardia samples by PID. . Source=Calculated. continuous numeric,>10 unique values
micro_x::giard_cum_d,micro_x,Cumulative sum Giardia-pos 1st diarrheal stools,http://purl.obolibrary.org/obo/EUPATH_0010724,3,,Sample,Giardia aggregate data,http://purl.obolibrary.org/obo/EUPATH_0011787,variable,cumulative count of the number of positive giardia samples by PID in first diarrhea stools. . Source=Calculated. continuous numeric,>10 unique values
micro_x::giard_cum_m,micro_x,Cumulative sum Giardia-pos 1st monthly stools,http://purl.obolibrary.org/obo/EUPATH_0010725,2,,Sample,Giardia aggregate data,http://purl.obolibrary.org/obo/EUPATH_0011787,variable,cumulative count of the number of positive giardia samples by PID in first monthly stools. . Source=Calculated. continuous numeric,>10 unique values
micro_x::ecpltentero_cum,micro_x,Cumulative sum ETEC LT-pos stools,http://purl.obolibrary.org/obo/EUPATH_0010680,1,,Sample,Heat labile (LT) enterotoxin aggregate data,http://purl.obolibrary.org/obo/EUPATH_0011788,variable,cumulative count of the number of positive LT samples by PID. . Source=Calculated. continuous numeric,>10 unique values
micro_x::ecpltentero_cum_d,micro_x,Cumulative sum ETEC LT-pos 1st diarrheal stools,http://purl.obolibrary.org/obo/EUPATH_0010681,3,,Sample,Heat labile (LT) enterotoxin aggregate data,http://purl.obolibrary.org/obo/EUPATH_0011788,variable,cumulative count of the number of positive LT samples by PID in first diarrhea stools. . Source=Calculated. continuous numeric,", 0, 1, 2, 3, 4, 5"
micro_x::ecpltentero_cum_m,micro_x,Cumulative sum ETEC LT-pos 1st monthly stools,http://purl.obolibrary.org/obo/EUPATH_0010682,2,,Sample,Heat labile (LT) enterotoxin aggregate data,http://purl.obolibrary.org/obo/EUPATH_0011788,variable,cumulative count of the number of positive LT samples by PID in first monthly stools. . Source=Calculated. continuous numeric,", 0, 1, 2, 3, 4, 5, 6, 7"
micro_x::lt_etec_cum,micro_x,Cumulative sum ETEC LT-pos ST-neg stools,http://purl.obolibrary.org/obo/EUPATH_0010747,4,,Sample,Heat labile (LT) enterotoxin aggregate data,http://purl.obolibrary.org/obo/EUPATH_0011788,variable,cumulative count of the number of positive LT samples by PID. . Source=Calculated. continuous numeric,>10 unique values
micro_x::lt_etec_cum_d,micro_x,Cumulative sum ETEC LT-pos ST-neg 1st diarrheal stools,http://purl.obolibrary.org/obo/EUPATH_0010748,6,,Sample,Heat labile (LT) enterotoxin aggregate data,http://purl.obolibrary.org/obo/EUPATH_0011788,variable,cumulative count of the number of positive LT samples by PID in first diarrhea stools. . Source=Calculated. continuous numeric,", 0, 1, 2, 3, 4"
micro_x::lt_etec_cum_m,micro_x,Cumulative sum ETEC LT-pos ST-neg 1st monthly stools,http://purl.obolibrary.org/obo/EUPATH_0010749,5,,Sample,Heat labile (LT) enterotoxin aggregate data,http://purl.obolibrary.org/obo/EUPATH_0011788,variable,cumulative count of the number of positive LT samples by PID in first monthly stools. . Source=Calculated. continuous numeric,", 0, 1, 2, 3, 4, 5, 6, 7"
micro_x::ecpstentero_cum,micro_x,Cumulative sum ETEC ST-pos stools,http://purl.obolibrary.org/obo/EUPATH_0010684,1,,Sample,Heat stable (ST) enterotoxin aggregate data,http://purl.obolibrary.org/obo/EUPATH_0011789,variable,cumulative count of the number of positive ST samples by PID. . Source=Calculated. continuous numeric,", 0, 1, 2, 3, 4, 5"
micro_x::ecpstentero_cum_d,micro_x,Cumulative sum ETEC ST-pos 1st diarrheal stools,http://purl.obolibrary.org/obo/EUPATH_0010685,3,,Sample,Heat stable (ST) enterotoxin aggregate data,http://purl.obolibrary.org/obo/EUPATH_0011789,variable,cumulative count of the number of positive ST samples by PID in first diarrhea stools. . Source=Calculated. continuous numeric,", 0, 1, 2, 3, 4"
micro_x::ecpstentero_cum_m,micro_x,Cumulative sum ETEC ST-pos 1st monthly stools,http://purl.obolibrary.org/obo/EUPATH_0010686,2,,Sample,Heat stable (ST) enterotoxin aggregate data,http://purl.obolibrary.org/obo/EUPATH_0011789,variable,cumulative count of the number of positive ST samples by PID in first monthly stools. . Source=Calculated. continuous numeric,", 0, 1, 2, 3"
micro_x::st_etec_cum,micro_x,Cumulative sum ETEC LT-neg ST-pos stools,http://purl.obolibrary.org/obo/EUPATH_0010814,4,,Sample,Heat stable (ST) enterotoxin aggregate data,http://purl.obolibrary.org/obo/EUPATH_0011789,variable,cumulative count of the number of positive ST samples by PID. . Source=Calculated. continuous numeric,", 0, 1, 2, 3, 4, 5"
micro_x::st_etec_cum_d,micro_x,Cumulative sum ETEC LT-neg ST-pos 1st diarrheal stools,http://purl.obolibrary.org/obo/EUPATH_0010815,6,,Sample,Heat stable (ST) enterotoxin aggregate data,http://purl.obolibrary.org/obo/EUPATH_0011789,variable,cumulative count of the number of positive ST samples by PID in first diarrhea stools. . Source=Calculated. continuous numeric,", 0, 1, 2, 3, 4"
micro_x::st_etec_cum_m,micro_x,Cumulative sum ETEC LT-neg ST-pos 1st monthly stools,http://purl.obolibrary.org/obo/EUPATH_0010816,5,,Sample,Heat stable (ST) enterotoxin aggregate data,http://purl.obolibrary.org/obo/EUPATH_0011789,variable,cumulative count of the number of positive ST samples by PID in first monthly stools. . Source=Calculated. continuous numeric,", 0, 1, 2, 3"
micro_x::hook_cum,micro_x,Cumulative sum Hookworm-pos stools,http://purl.obolibrary.org/obo/EUPATH_0010735,1,,Sample,Hookworm aggregate data,http://purl.obolibrary.org/obo/EUPATH_0011790,variable,cumulative count of the number of positive hookworm samples by PID. . Source=Calculated. continuous,", 0, 1"
micro_x::hook_cum_d,micro_x,Cumulative sum Hookworm-pos 1st diarrheal stools,http://purl.obolibrary.org/obo/EUPATH_0010736,3,,Sample,Hookworm aggregate data,http://purl.obolibrary.org/obo/EUPATH_0011790,variable,cumulative count of the number of positive hookworm samples by PID in first diarrhea stools. . Source=Calculated. continuous numeric,", 0, 1"
micro_x::hook_cum_m,micro_x,Cumulative sum Hookworm-pos 1st monthly stools,http://purl.obolibrary.org/obo/EUPATH_0010737,2,,Sample,Hookworm aggregate data,http://purl.obolibrary.org/obo/EUPATH_0011790,variable,cumulative count of the number of positive hookworm samples by PID in first monthly stools. . Source=Calculated. continuous numeric,", 0, 1"
micro_x::hdim_cum,micro_x,Cumulative sum Hymenolepis diminuta-pos stools,http://purl.obolibrary.org/obo/EUPATH_0010727,1,,Sample,Hymenolepis diminuta aggregate data,http://purl.obolibrary.org/obo/EUPATH_0011791,variable,cumulative count of the number of positive H. diminuta samples by PID. . Source=Calculated. continuous numeric,", 0, 1, 2, 3, 4"
micro_x::hdim_cum_d,micro_x,Cumulative sum Hymenolepis diminuta-pos 1st diarrheal stools,http://purl.obolibrary.org/obo/EUPATH_0010728,3,,Sample,Hymenolepis diminuta aggregate data,http://purl.obolibrary.org/obo/EUPATH_0011791,variable,cumulative count of the number of positive H. diminuta samples by PID in first diarrhea stools. . Source=Calculated. continuous numeric,", 0, 1, 2"
micro_x::hdim_cum_m,micro_x,Cumulative sum Hymenolepis diminuta-pos 1st monthly stools,http://purl.obolibrary.org/obo/EUPATH_0010729,2,,Sample,Hymenolepis diminuta aggregate data,http://purl.obolibrary.org/obo/EUPATH_0011791,variable,cumulative count of the number of positive H. diminuta samples by PID in first monthly stools. . Source=Calculated. continuous numeric,", 0, 1, 2"
micro_x::hnana_cum,micro_x,Cumulative sum Hymenolepis nana-pos stools,http://purl.obolibrary.org/obo/EUPATH_0010731,1,,Sample,Hymenolepis nana aggregate data,http://purl.obolibrary.org/obo/EUPATH_0011792,variable,cumulative count of the number of positive H. nana samples by PID. . Source=Calculated. continuous numeric,", 0, 1, 2, 3"
micro_x::hnana_cum_d,micro_x,Cumulative sum Hymenolepis nana-pos 1st diarrheal stools,http://purl.obolibrary.org/obo/EUPATH_0010732,3,,Sample,Hymenolepis nana aggregate data,http://purl.obolibrary.org/obo/EUPATH_0011792,variable,cumulative count of the number of positive H. nana samples by PID in first diarrhea stools. . Source=Calculated. continuous numeric,", 0, 1, 2, 3"
micro_x::hnana_cum_m,micro_x,Cumulative sum Hymenolepis nana-pos 1st monthly stools,http://purl.obolibrary.org/obo/EUPATH_0010733,2,,Sample,Hymenolepis nana aggregate data,http://purl.obolibrary.org/obo/EUPATH_0011792,variable,cumulative count of the number of positive H. nanasamples by PID in first monthly stools. . Source=Calculated. continuous numeric,", 0, 1"
micro_x::ibut_cum,micro_x,Cumulative sum Iodamoeba butschlii-pos stools,http://purl.obolibrary.org/obo/EUPATH_0010739,1,,Sample,Iodamoeba butschlii aggregate data,http://purl.obolibrary.org/obo/EUPATH_0011793,variable,cumulative count of the number of positive I. butschilii samples by PID. . Source=Calculated. continuous numeric,", 0, 1"
micro_x::ibut_cum_d,micro_x,Cumulative sum Iodamoeba butschlii-pos 1st diarrheal stools,http://purl.obolibrary.org/obo/EUPATH_0010740,3,,Sample,Iodamoeba butschlii aggregate data,http://purl.obolibrary.org/obo/EUPATH_0011793,variable,cumulative count of the number of positive I. butschilii samples by PID in first diarrhea stools. . Source=Calculated. continuous numeric,", 0, 1"
micro_x::ibut_cum_m,micro_x,Cumulative sum Iodamoeba butschlii-pos 1st monthly stools,http://purl.obolibrary.org/obo/EUPATH_0010741,2,,Sample,Iodamoeba butschlii aggregate data,http://purl.obolibrary.org/obo/EUPATH_0011793,variable,cumulative count of the number of positive I. butschilii samples by PID in first monthly stools. . Source=Calculated. continuous numeric,", 0, 1"
micro_x::isos_cum,micro_x,Cumulative sum Isospora-pos stools,http://purl.obolibrary.org/obo/EUPATH_0010743,1,,Sample,Isospora aggregate data,http://purl.obolibrary.org/obo/EUPATH_0011794,variable,cumulative count of the number of positive isospora samples by PID. . Source=Calculated. continuous numeric,", 0, 1"
micro_x::isos_cum_d,micro_x,Cumulative sum Isospora-pos 1st diarrheal stools,http://purl.obolibrary.org/obo/EUPATH_0010744,3,,Sample,Isospora aggregate data,http://purl.obolibrary.org/obo/EUPATH_0011794,variable,cumulative count of the number of positive isospora samples by PID in first diarrhea stools. . Source=Calculated. continuous numeric,", 0, 1"
micro_x::isos_cum_m,micro_x,Cumulative sum Isospora-pos 1st monthly stools,http://purl.obolibrary.org/obo/EUPATH_0010745,2,,Sample,Isospora aggregate data,http://purl.obolibrary.org/obo/EUPATH_0011794,variable,cumulative count of the number of positive isospora samples by PID in first monthly stools. . Source=Calculated. continuous numeric,", 0, 1"
mn_blood::agpval1,mn_blood,Blood alpha-1-acid glycoprotein (mg/dL),http://purl.obolibrary.org/obo/EUPATH_0000647,5,,Sample,Blood test,http://purl.obolibrary.org/obo/EUPATH_0011795,variable,1= adjtfr<2.9; 2=  2.9<= adjtfr < 8.3; 3= adjtfr>=8.3 . Source=calculated.,"1, 2, 3, NA"
mn_blood::bllconc,mn_blood,Blood lead (ug/dL),http://purl.obolibrary.org/obo/EUPATH_0000688,13,,Sample,Blood test,http://purl.obolibrary.org/obo/EUPATH_0011795,variable,1= adjtfr<2.9; 2=  2.9<= adjtfr < 8.3; 3= adjtfr>=8.3 . Source=calculated.,"1, 2, 3, NA"
mn_blood::adjfar,mn_blood,Adjusted blood ferritin (ng/mL),http://purl.obolibrary.org/obo/EUPATH_0011154,7,,Sample,Blood test,http://purl.obolibrary.org/obo/EUPATH_0011795,variable,"inflammation (AGPVAL>100) adjusted ferritin concentration using site specific correction factors*. Correction factors: BG 1.211645, BR 1.202649, IN 1.195700, NP 1.146191, PE 1.066748, PK 1.706467, SA 1.048493, TZ 1.094226. Source=calculated.",>10 unique values
mn_blood::adjrar,mn_blood,Adjusted blood retinol (ug/dL),http://purl.obolibrary.org/obo/EUPATH_0011155,19,,Sample,Blood test,http://purl.obolibrary.org/obo/EUPATH_0011795,variable,"inflammation (AGPVAL>100) adjusted retinol concentration using site specific correction factors*. Correction factors: BG 0.9448274, BR 0.9595399, IN 0.9563835, NP 0.9873698, PE 0.9767317, PK 0.9570328, SA 0.9355792, TZ 0.9670137. Source=calculated.",>10 unique values
mn_blood::tfrconc,mn_blood,Blood soluble transferrin receptor (ug/mL),http://purl.obolibrary.org/obo/EUPATH_0011156,17,,Sample,Blood test,http://purl.obolibrary.org/obo/EUPATH_0011795,variable,1= adjtfr<2.9; 2=  2.9<= adjtfr < 8.3; 3= adjtfr>=8.3 . Source=calculated.,"1, 2, 3, NA"
mn_blood::tfrcat,mn_blood,Blood soluble transferrin receptor level,http://purl.obolibrary.org/obo/EUPATH_0011157,16,,Sample,Blood test,http://purl.obolibrary.org/obo/EUPATH_0011795,variable,.,"1, 2, 3, NA"
mn_blood::adjzinc_mml,mn_blood,Adjusted blood zinc (umol/L),http://purl.obolibrary.org/obo/EUPATH_0011158,23,,Sample,Blood test,http://purl.obolibrary.org/obo/EUPATH_0011795,variable,"inflammation (AGPVAL>100) adjusted zinc concentration in mml using site specific correction factors* . All zinc data from SAV should be excluded from analysis, not just records where SAVDONTUSE=1.Correction factors: BG 0.9808628, BR 0.9867873, IN 0.9890661, NP 0.9905681, PE 0.9922798, PK 1.0143075, SA 1.0190252, TZ 0.9826488. Source=calculated.",>10 unique values
mn_blood::anemia,mn_blood,Anemia (hemoglobin less than 11g/dL),http://purl.obolibrary.org/obo/EUPATH_0011161,2,,Sample,Blood test,http://purl.obolibrary.org/obo/EUPATH_0011795,variable,1= hb_adj <11; 0= hb_adj>=11. anemia classification based on adjusted values. Source=calculated.,"0, 1, NA"
mn_blood::zinc_mml,mn_blood,Blood zinc (umol/L),http://purl.obolibrary.org/obo/EUPATH_0011166,25,,Sample,Blood test,http://purl.obolibrary.org/obo/EUPATH_0011795,variable,"ZARCONC * 0.1530, rounded XX.X, blood.",>10 unique values
mn_blood::hb_adj,mn_blood,Adjusted hemoglobin (g/dL),http://purl.obolibrary.org/obo/EUPATH_0011172,3,,Sample,Blood test,http://purl.obolibrary.org/obo/EUPATH_0011795,variable,"hb adjustment for high altitude (-0.3 in NP, -0.5 in TZ). Source=calculated.",>10 unique values
mn_blood::highagp,mn_blood,High blood alpha-1-acid glycoprotein (greater than 100mg/dL),http://purl.obolibrary.org/obo/EUPATH_0011173,4,,Sample,Blood test,http://purl.obolibrary.org/obo/EUPATH_0011795,variable,1= AGPVAL>100; 0=AGPVAL1<=100. Source=calculated.,"0, 1, NA"
mn_blood::highbll,mn_blood,High blood lead (greater than 10ug/dL),http://purl.obolibrary.org/obo/EUPATH_0011174,12,,Sample,Blood test,http://purl.obolibrary.org/obo/EUPATH_0011795,variable,1= BLLCONC>-10; 0= BLLCONC<10. Source=calculated.,"0, 1, NA"
mn_blood::lowadjfar,mn_blood,Low adjusted blood ferritin (less than 12ng/mL),http://purl.obolibrary.org/obo/EUPATH_0011178,6,,Sample,Blood test,http://purl.obolibrary.org/obo/EUPATH_0011795,variable,1= adjfar <12; 0=adjfar>=12. Source=calculated.,"0, 1, NA"
mn_blood::lowadjrar,mn_blood,Low adjusted blood retinol (less than 20ug/dL),http://purl.obolibrary.org/obo/EUPATH_0011179,18,,Sample,Blood test,http://purl.obolibrary.org/obo/EUPATH_0011795,variable,1= adjrar <20; 0= adjrar>=20. Source=calculated.,"0, 1, NA"
mn_blood::lowadjzinc,mn_blood,Low adjusted blood zinc (less than 9.9 umol/L),http://purl.obolibrary.org/obo/EUPATH_0011180,22,,Sample,Blood test,http://purl.obolibrary.org/obo/EUPATH_0011795,variable,"1= adjzinc_mml<9.9; 0= adjzinc_mml>=9.9. All zinc data from SAV should be excluded from analysis, not just records where SAVDONTUSE=1. Source=calculated.","0, 1, NA"
mn_blood::sevanemia,mn_blood,Severe anemia (hemoglobin less than 7g/dL),http://purl.obolibrary.org/obo/EUPATH_0011190,1,,Sample,Blood test,http://purl.obolibrary.org/obo/EUPATH_0011795,variable,1= hb_adj <7; 0= hb_adj>=7. anemia classification based on adjusted values. Source=calculated.,"0, 1, NA"
mn_blood::farval1,mn_blood,Blood ferritin (ng/mL),http://purl.obolibrary.org/obo/EUPATH_0011849,9,,Sample,Blood test,http://purl.obolibrary.org/obo/EUPATH_0011795,variable,1= adjtfr<2.9; 2=  2.9<= adjtfr < 8.3; 3= adjtfr>=8.3 . Source=calculated.,"1, 2, 3, NA"
mn_blood::farval2,mn_blood,"Blood ferritin (ng/mL), 2nd",http://purl.obolibrary.org/obo/EUPATH_0011850,10,,Sample,Blood test,http://purl.obolibrary.org/obo/EUPATH_0011795,variable,1= adjtfr<2.9; 2=  2.9<= adjtfr < 8.3; 3= adjtfr>=8.3 . Source=calculated.,"1, 2, 3, NA"
mn_blood::farvalmean,mn_blood,Mean blood ferritin (ng/mL),http://purl.obolibrary.org/obo/EUPATH_0011871,11,,Sample,Blood test,http://purl.obolibrary.org/obo/EUPATH_0011795,variable,"Mean (FARVAL1, FARVAL2), blood.",>10 unique values
mn_blood::lowfar,mn_blood,Low blood ferritin (less than 12ng/mL),http://purl.obolibrary.org/obo/EUPATH_0011872,8,,Sample,Blood test,http://purl.obolibrary.org/obo/EUPATH_0011795,variable,"1= FARVAL1 <12; 0= FARVAL1>=12, blood.","0, 1, NA"
mn_blood::lowrar,mn_blood,Low blood retinol (less than 20ug/dL),http://purl.obolibrary.org/obo/EUPATH_0011873,20,,Sample,Blood test,http://purl.obolibrary.org/obo/EUPATH_0011795,variable,"1= RARCONC <20; 0= RARCONC>=20, blood.","0, 1, NA"
mn_blood::lowzinc,mn_blood,Low blood zinc (less than 9.9 umol/L),http://purl.obolibrary.org/obo/EUPATH_0011874,24,,Sample,Blood test,http://purl.obolibrary.org/obo/EUPATH_0011795,variable,"1= zinc_mml<9.9; 0= zinc_mml>=9.9, blood.","0, 1, NA"
mn_blood::rarconc,mn_blood,Blood retinol (ug/dL),http://purl.obolibrary.org/obo/EUPATH_0011875,21,,Sample,Blood test,http://purl.obolibrary.org/obo/EUPATH_0011795,variable,1= adjtfr<2.9; 2=  2.9<= adjtfr < 8.3; 3= adjtfr>=8.3 . Source=calculated.,"1, 2, 3, NA"
mn_blood::adjtfr,mn_blood,Adjusted blood soluble transferrin receptor (ug/mL),http://purl.obolibrary.org/obo/EUPATH_0011890,15,,Sample,Blood test,http://purl.obolibrary.org/obo/EUPATH_0011795,variable,"inflammation (AGPVAL>100) adjusted tfr concentration using site specific correction factors*. Correction factors: BG 1.0220263, BR 1.0004088, IN 1.0700322, NP 0.9913484, PE 1.0174282, PK 1.0372579, SA 1.2388953, TZ 1.0305495. Source=calculated.",>10 unique values
