overallOrder,variable,dataFile,dataSet,IRI,label,definition,category,parentLabel,parentIRI,codebookDescription,codebookValues,multifilter,notesForOnt
124,opvdate8,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,Vaccination date,,Observation,,,Date at opv vaccine dose 8,2010-10-12 to 2014-02-23,,
240,opvdate9,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",,Vaccination date,,Observation,,,Date of administration of 9th dose of OPV vaccine,2010-11-09 to 2014-02-24,,
127,opvdate9,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,Vaccination date,,Observation,,,Date at opv vaccine dose 9,2010-11-09 to 2014-02-23,,
308,opvdoseN,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",,Total OPV vaccine doses,,Observation,,,Total number of OPV vaccine doses the child has received,1 to 25,,
145,opvdoseN,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,Total OPV vaccine doses,,Observation,,,Total number of opv vaccine doses recorded during study,0 to 21,,
146,opvNbefbl,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,OPV vaccine doses prior to blood draw,,Observation,,,Number of opv vaccine doses received prior to blood draw,0 to 14,,
115,pcvaged1,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",,Age at vaccination (days),,Observation,,,Age in days at administration of 1st dose of PCV vaccine,11 to 464,,
119,pcvaged2,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",,Age at vaccination (days),,Observation,,,Age in days at administration of 2nd dose of PCV vaccine,67 to 648,,
123,pcvaged3,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",,Age at vaccination (days),,Observation,,,Age in days at administration of 3rd dose of PCV vaccine,99 to 727,,
127,pcvaged4,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",,Age at vaccination (days),,Observation,,,Age in days at administration of 4th dose of PCV vaccine,221 to 705,,
114,pcvdate1,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",,Vaccination date,,Observation,,,Date of administration of 1st dose of PCV vaccine,2009-12-04 to 2013-02-15,,
118,pcvdate2,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",,Vaccination date,,Observation,,,Date of administration of 2nd dose of PCV vaccine,2010-02-01 to 2013-08-18,,
122,pcvdate3,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",,Vaccination date,,Observation,,,Date of administration of 3rd dose of PCV vaccine,2010-03-30 to 2013-08-13,,
126,pcvdate4,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",,Vaccination date,,Observation,,,Date of administration of 4th dose of PCV vaccine,2011-07-13 to 2013-04-22,,
130,pcvdoseN,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",,Total PCV vaccine doses,,Observation,,,Total number of PCV vaccine doses the child has received,1 to 4,,
200,perinf_befbl,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,Pertussis infection prior to blood draw (suspected),,Observation,,,0/1 Indicator of whether (suspected) pertussis infection occurred before blood draw,0 to 1,,
91,perNbefbl,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,DPT vaccine doses prior to blood draw,,Observation,,,Number of dpt vaccine doses received prior to blood draw,0 to 4,,
28,perpos,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,"Pertussis titer, by ELISA",Pertussis titer > 38 IU/L at 7 months or >26 IU/Lat 15 months,Observation,,,0/1 'Positive' pertussis titer,0 to 1,,
2,Pid,LMZ.csv,"MAL-ED, 0 to 36 months",,Participant ID,,Observation,,,Participant ID,>10 unique values,,"Ignore for now. Same as in illnessfull_24m.csv, micro_x_24m.csv, Zscores_24m.csv, bf_24m.csv, diet_24m.csv, fsq_24m.csv, mn_blood_iar_24m.csv, mpo_neo_ala_24m.csv, wami_24m.csv, WHOcoreallsites_24m.csv"
1,pid,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",,Participant ID,,Observation,,,PID,>10 unique values,,"Ignore for now. Same as in illnessfull_24m.csv, micro_x_24m.csv, Zscores_24m.csv, bf_24m.csv, diet_24m.csv, fsq_24m.csv, mn_blood_iar_24m.csv, mpo_neo_ala_24m.csv, wami_24m.csv, WHOcoreallsites_24m.csv"
2,Pid,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,Participant ID,,Observation,,,Child ID,>10 unique values,,"Ignore for now. Same as in illnessfull_24m.csv, micro_x_24m.csv, Zscores_24m.csv, bf_24m.csv, diet_24m.csv, fsq_24m.csv, mn_blood_iar_24m.csv, mpo_neo_ala_24m.csv, wami_24m.csv, WHOcoreallsites_24m.csv"
31,pol1npos,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,"Polio serotype 1 titer, by microneutralization",Polio serotype 1 titer > 8 IU/L,Observation,,,0/1 'Positive' polio serotype 1 titer,0 to 1,,
32,pol2npos,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,"Polio serotype 2 titer, by microneutralization",Polio serotype 2 titer > 8 IU/L,Observation,,,0/1 'Positive' polio serotype 2 titer,0 to 1,,
33,pol3npos,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,"Polio serotype 3 titer, by microneutralization",Polio serotype 3 titer > 8 IU/L,Observation,,,0/1 'Positive' polio serotype 3 titer,0 to 1,,
30,poliggpos,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,"Polio IgG titer, by ELISA",Polio IgG titer > 10 U/L,Observation,,,0/1 'Positive' polio IgG titer  (MAY NOT BE MEANINGFUL),0 to 1,,
10,rabaged1,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",,Age at vaccination (days),,Observation,,,Age in days at administration of 1st dose of Rabies vaccine,315 to 1083,,
14,rabaged2,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",,Age at vaccination (days),,Observation,,,Age in days at administration of 2nd dose of Rabies vaccine,318 to 1069,,
18,rabaged3,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",,Age at vaccination (days),,Observation,,,Age in days at administration of 3rd dose of Rabies vaccine,322 to 1072,,
22,rabaged4,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",,Age at vaccination (days),,Observation,,,Age in days at administration of 4th dose of Rabies vaccine,606 to 663,,
26,rabaged5,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",,Age at vaccination (days),,Observation,,,Age in days at administration of 5th dose of Rabies vaccine,677 to 677,,
9,rabdate1,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",,Vaccination date,,Observation,,,Date of administration of 1st dose of Rabies vaccine,2011-05-27 to 2014-02-03,,
13,rabdate2,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",,Vaccination date,,Observation,,,Date of administration of 2nd dose of Rabies vaccine,2011-05-30 to 2013-09-03,,
17,rabdate3,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",,Vaccination date,,Observation,,,Date of administration of 3rd dose of Rabies vaccine,2011-06-03 to 2013-08-31,,
21,rabdate4,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",,Vaccination date,,Observation,,,Date of administration of 4th dose of Rabies vaccine,2012-11-25 to 2013-08-08,,
25,rabdate5,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",,Vaccination date,,Observation,,,Date of administration of 5th dose of Rabies vaccine,2012-12-09 to 2012-12-09,,
29,rabdoseN,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",,Total rabies vaccine doses,,Observation,,,Total number of Rabies vaccine doses the child has received,1 to 5,,
207,RARCONC,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,Blood retinol (mg/dL),,Observation,,,Retinol concentration,0.3 to 66.9,,Ignore for now. Same as in mn_blood_iar_24m.csv
22,raw_lac_exc_mg,LMZ.csv,"MAL-ED, 0 to 36 months",,Lactulose excreted (mg),,Observation,,,mg of lactulose excretion (concentration*total urine volume),0.0082 to 19044.56,,
20,raw_lac_mmols_per_L,LMZ.csv,"MAL-ED, 0 to 36 months",,Lactulose (mmol/L),,Observation,,,raw lab reported lactulose concentration,0 to 3272.806,,
24,raw_lac_perexc,LMZ.csv,"MAL-ED, 0 to 36 months",,Lactulose excreted (%),,Observation,,,"percent of lactulose dosed, that was excreted (mg excreted/mg dosed)",0 to 380.891,,
25,raw_lmr,LMZ.csv,"MAL-ED, 0 to 36 months",,Lactulose/mannitol excretion ratio,,Observation,,,LM excretion ratio (raw_lac_perexc/raw_man_perexc),0 to 136.8421,,
21,raw_man_exc_mg,LMZ.csv,"MAL-ED, 0 to 36 months",,Mannitol excreted (mg),,Observation,,,mg of mannitol excretion (concentration*total urine volume),0.0155 to 33457,,
19,raw_man_mmols_per_L,LMZ.csv,"MAL-ED, 0 to 36 months",,Mannitol (mmol/L),,Observation,,,raw lab reported mannitol concentration,0 to 7985.048,,
23,raw_man_perexc,LMZ.csv,"MAL-ED, 0 to 36 months",,Mannitol excreted (%),,Observation,,,"percent of mannitol dosed, that was excreted (mg excreted/mg dosed)",0.002 to 7257.484,,
36,rec,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,,,Observation,,,Index of child blood samples ,1 to 4,,Ignore for now. Checking with providers about loading this
331,rotaaged1,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",,Age at vaccination (days),,Observation,,,Age in days at administration of 1st dose of Rotavirus vaccine,0 to 364,,
93,rotaaged1,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,Age at vaccination (days),,Observation,,,Age at rotavirus vaccine dose 1,0 to 364,,
335,rotaaged2,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",,Age at vaccination (days),,Observation,,,Age in days at administration of 2nd dose of Rotavirus vaccine,67 to 565,,
96,rotaaged2,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,Age at vaccination (days),,Observation,,,Age at rotavirus vaccine dose 2,70 to 565,,
339,rotaaged3,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",,Age at vaccination (days),,Observation,,,Age in days at administration of 3rd dose of Rotavirus vaccine,98 to 1042,,
99,rotaaged3,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,Age at vaccination (days),,Observation,,,Age at rotavirus vaccine dose 3,98 to 1042,,
34,rotaapos,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,"Rotavirus titer, by ELISA",,Observation,,,NA,0 to 1,,
330,rotadate1,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",,Vaccination date,,Observation,,,Date of administration of 1st dose of Rotavirus vaccine,2009-12-04 to 2013-01-09,,
92,rotadate1,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,Vaccination date,,Observation,,,Date at rotavirus vaccine dose 1,2009-12-04 to 2013-01-09,,
334,rotadate2,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",,Vaccination date,,Observation,,,Date of administration of 2nd dose of Rotavirus vaccine,2010-02-01 to 2012-08-16,,
95,rotadate2,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,Vaccination date,,Observation,,,Date at rotavirus vaccine dose 2,2010-02-01 to 2012-08-16,,
338,rotadate3,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",,Vaccination date,,Observation,,,Date of administration of 3rd dose of Rotavirus vaccine,2011-10-12 to 2013-06-19,,
98,rotadate3,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,Vaccination date,,Observation,,,Date at rotavirus vaccine dose 3,2011-10-12 to 2013-06-19,,
342,rotadoseN,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",,Total rotavirus vaccine doses,,Observation,,,Total number of Rotavirus vaccine doses the child has received,1 to 3,,
101,rotadoseN,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,Total rotavirus vaccine doses,,Observation,,,Total number of rotavirus vaccine doses recorded during study,0 to 3,,
102,rotaNbefbl,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,Rotavirus vaccine doses prior to blood draw,,Observation,,,Number of rotavirus vaccine doses received prior to blood draw,0 to 3,,
145,rubaged1,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",,Age at vaccination (days),,Observation,,,Age in days at administration of 1st dose of Rubella vaccine,152 to 1093,,
149,rubaged2,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",,Age at vaccination (days),,Observation,,,Age in days at administration of 2nd dose of Rubella vaccine,384 to 1098,,
153,rubaged3,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",,Age at vaccination (days),,Observation,,,Age in days at administration of 3rd dose of Rubella vaccine,726 to 1068,,
144,rubdate1,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",,Vaccination date,,Observation,,,Date of administration of 1st dose of Rubella vaccine,2010-07-28 to 2014-05-28,,
148,rubdate2,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",,Vaccination date,,Observation,,,Date of administration of 2nd dose of Rubella vaccine,2011-04-04 to 2014-11-05,,
152,rubdate3,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",,Vaccination date,,Observation,,,Date of administration of 3rd dose of Rubella vaccine,2014-01-30 to 2014-07-21,,
156,rubdoseN,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",,Total rubella vaccine doses,,Observation,,,Total number of Rubella vaccine doses the child has received,1 to 3,,
212,sevanemia,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,Severe anemia (hemoglobin less than 7g/dL),,Observation,,,1= hb_adj <7; 0= hb_adj>=7,0 to 1,,Ignore for now. Same as in mn_blood_iar_24m.csv
32,suspect_result,LMZ.csv,"MAL-ED, 0 to 36 months",,Urine included in lactulose-mannitol analysis,"Urine samples were excluded from analysis if either lactulose or mannitol were not detected, if either lactulose or mannitol excretion was mor than 100% of the dosage, if the duration of urine collection was either less than 4.5 hours or more than 5.5 hours, or if there was some other known issue with the sample",Observation,,,"1 if no_man_peak==1 , no_lact_peak==1, manexc_100==1, lacexc_100==1, urine_collection_short==1, or urine_collection_long==1, or other known issue with sample (see notes)",1 to 1,,
7,target_date,LMZ.csv,"MAL-ED, 0 to 36 months",,Target date for sample collection,,Observation,,,ideal date of urine collection,2010-01-19 to 2013-05-28,,
6,target_month,LMZ.csv,"MAL-ED, 0 to 36 months",,Target month for sample collection,,Observation,,,target month of urine collection (from UCF),3 to 15,,
14,target_month,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,,,Observation,,,target_month,7 to 24,,Ignore for now. Danica to figure out whether to load this or targetm
15,targetm,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,,,Observation,,,target_month with some reassignments based on having multiple samples collected within target_month range,7 to 24.5,,Ignore for now. Danica to figure out whether to load this or target_month
365,tetaaged1,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",,Age at vaccination (days),,Observation,,,Age in days at administration of 1st dose of Tetanus vaccine,1 to 396,,
50,tetaaged1,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,Age at vaccination (days),,Observation,,,Age at tetanus vaccine dose 1,7 to 396,,
369,tetaaged2,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",,Age at vaccination (days),,Observation,,,Age in days at administration of 2nd dose of Tetanus vaccine,51 to 638,,
53,tetaaged2,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,Age at vaccination (days),,Observation,,,Age at tetanus vaccine dose 2,42 to 638,,
373,tetaaged3,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",,Age at vaccination (days),,Observation,,,Age in days at administration of 3rd dose of Tetanus vaccine,85 to 974,,
56,tetaaged3,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,Age at vaccination (days),,Observation,,,Age at tetanus vaccine dose 3,77 to 892,,
377,tetaaged4,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",,Age at vaccination (days),,Observation,,,Age in days at administration of 4th  dose of Tetanus vaccine,113 to 1086,,
59,tetaaged4,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,Age at vaccination (days),,Observation,,,Age at tetanus vaccine dose 4,112 to 1086,,
381,tetaaged5,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",,Age at vaccination (days),,Observation,,,Age in days at administration of 5th  dose of Tetanus vaccine,280 to 1064,,
62,tetaaged5,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,Age at vaccination (days),,Observation,,,Age at tetanus vaccine dose 5,280 to 1064,,
385,tetaaged6,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",,Age at vaccination (days),,Observation,,,Age in days at administration of 6th  dose of Tetanus vaccine,652 to 652,,
65,tetaaged6,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,Age at vaccination (days),,Observation,,,Age at tetanus vaccine dose 6,592 to 652,,
389,tetaaged7,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",,Age at vaccination (days),,Observation,,,Age in days at administration of 7th  dose of Tetanus vaccine,656 to 656,,
68,tetaaged7,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,Age at vaccination (days),,Observation,,,Age at tetanus vaccine dose 7,600 to 656,,
393,tetaaged8,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",,Age at vaccination (days),,Observation,,,Age in days at administration of 8th  dose of Tetanus vaccine,663 to 663,,
71,tetaaged8,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,Age at vaccination (days),,Observation,,,Age at tetanus vaccine dose 8,663 to 663,,
397,tetaaged9,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",,Age at vaccination (days),,Observation,,,Age in days at administration of 3rd - 9th  dose of Tetanus vaccine,677 to 677,,
74,tetaaged9,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,Age at vaccination (days),,Observation,,,Age at tetanus vaccine dose 9,677 to 677,,
366,tetaagem1,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",,Age at vaccination (days),,Observation,,, Age in months at administration of 1st dose of Tetanus vaccine,0 to 13,,
370,tetaagem2,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",,Age at vaccination (days),,Observation,,,Age in months at administration of 2nd dose of Tetanus vaccine,2 to 21,,
364,tetadate1,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",,Vaccination date,,Observation,,, Date of number 1 dose of Tetanus vaccine,2009-12-04 to 2013-02-09,,
49,tetadate1,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,Vaccination date,,Observation,,,Date at tetanus vaccine dose 1,2009-12-04 to 2013-02-09,,
368,tetadate2,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",,Vaccination date,,Observation,,,Date of administration of 2nd dose of Tetanus vaccine,2010-01-04 to 2013-06-28,,
52,tetadate2,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,Vaccination date,,Observation,,,Date at tetanus vaccine dose 2,2010-01-04 to 2013-06-28,,
372,tetadate3,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",,Vaccination date,,Observation,,,Date of administration of 3rd dose of Tetanus vaccine,2010-02-01 to 2014-02-14,,
55,tetadate3,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,Vaccination date,,Observation,,,Date at tetanus vaccine dose 3,2010-02-01 to 2014-01-08,,
376,tetadate4,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",,Vaccination date,,Observation,,,Date of administration of 4th dose of Tetanus vaccine,2010-10-01 to 2014-07-21,,
58,tetadate4,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,Vaccination date,,Observation,,,Date at tetanus vaccine dose 4,2010-07-21 to 2014-07-21,,
380,tetadate5,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",,Vaccination date,,Observation,,,Date of administration of 5th dose of Tetanus vaccine,2011-12-11 to 2014-11-26,,
61,tetadate5,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,Vaccination date,,Observation,,,Date at tetanus vaccine dose 5,2011-09-14 to 2014-09-15,,
384,tetadate6,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",,Vaccination date,,Observation,,,Date of administration of 6th dose of Tetanus vaccine,2012-11-14 to 2012-11-14,,
64,tetadate6,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,Vaccination date,,Observation,,,Date at tetanus vaccine dose 6,2011-12-11 to 2012-11-14,,
388,tetadate7,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",,Vaccination date,,Observation,,,Date of administration of 7th dose of Tetanus vaccine,2012-11-18 to 2012-11-18,,
67,tetadate7,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,Vaccination date,,Observation,,,Date at tetanus vaccine dose 7,2011-12-19 to 2012-11-18,,
392,tetadate8,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",,Vaccination date,,Observation,,,Date of administration of 8th dose of Tetanus vaccine,2012-11-25 to 2012-11-25,,
70,tetadate8,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,Vaccination date,,Observation,,,Date at tetanus vaccine dose 8,2012-11-25 to 2012-11-25,,
396,tetadate9,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",,Vaccination date,,Observation,,,Date of administration of 3rd - 9th dose of Tetanus vaccine,2012-12-09 to 2012-12-09,,
73,tetadate9,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,Vaccination date,,Observation,,,Date at tetanus vaccine dose 9,2012-12-09 to 2012-12-09,,
400,tetadoseN,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",,Total tetanus vaccine doses,,Observation,,,Total number of Tetanus vaccine doses the child has received,1 to 9,,
76,tetadoseN,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,Total tetanus vaccine doses,,Observation,,,Total number of tetanus vaccine doses recorded during study,0 to 9,,
77,tetNbefbl,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,Tetanus vaccine doses prior to blood draw,,Observation,,,Number of tetanus vaccine doses received prior to blood draw,0 to 9,,
29,tetpos,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,"Tetanus titer, by ELISA",Tetanus titer > 100 IU/L,Observation,,,0/1 'Positive' tetanus titer,0 to 1,,
223,tfrcat,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,,,Observation,,,1= TFRCONC<2.9; 2=  2.9<= TFRCONC < 8.3; 3= TFRCONC>=8.3 ,1 to 3,,"Ignore for now. Notes in owl file say this isn't loaded, only adjtrfrcat is loaded"
208,TFRCONC,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,,,Observation,,,TfR concentration,0.07 to 42,,"Ignore for now. Notes in owl file say this isn't loaded, only adjtrfr is loaded"
36,typaged1,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",,Age at vaccination (days),,Observation,,,Age in days at administration of 1st dose of Typhoid vaccine,740 to 818,,
35,typdate1,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",,Vaccination date,,Observation,,,Date of administration of 1st dose of Typhoid vaccine,2012-04-19 to 2013-07-26,,
39,typdoseN,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",,Total typhoid vaccine doses,,Observation,,,Total number of Typhoid vaccine doses the child has received,1 to 1,,
13,ucf_in_14d_window,LMZ.csv,"MAL-ED, 0 to 36 months",,Urine collected in 14 day window,Collected with +/- 14 days of ideal date,Observation,,,1 if UCF collected in +/- 14 days of the target_date (28d window),0 to 1,,
14,ucf_in_30d_window,LMZ.csv,"MAL-ED, 0 to 36 months",,Urine collected in 30 day window,Collected with +/- 30 days of ideal date,Observation,,,1 if UCF collected in +/- 30 days of the target_date (60d window),0 to 1,,
10,UCFDATE,LMZ.csv,"MAL-ED, 0 to 36 months",,Sample collection date,,Observation,,,date of urine collection (from UCF),2010-02-12 to 2013-06-05,,
12,UCFSAMPID,LMZ.csv,"MAL-ED, 0 to 36 months",,Sample ID,,Observation,,,"the sampleid (from UCF) of the sample that is mostly closely matched to the target_date. If more than one sample was taken close to the target date, the sample with reported LM lab results was preferred. If both samples had LM results available, only the sample collected closest to the target date was used.",>10 unique values,,
11,UCFVOL,LMZ.csv,"MAL-ED, 0 to 36 months",,Urine volume,,Observation,,,urine volume (from UCF),0.4 to 394,,
8,urine_collection,LMZ.csv,"MAL-ED, 0 to 36 months",,Urine collection status,,Observation,,,"status of urine collection (child withdrew from study before urine collection, child present in study but urine collection not completed w/PDF, child present in study but urine collection not completed w/o PDF, urine collection completed, and urine collection completed after the official date of last contact)","NO - CHILD WITHDREW, NO UCF w/o PDF, NO UCF W/O PDF, NO UCF with PDF, NO UCF WITH PDF, UCF after child withdrew, UCF AFTER CHILD WITHDREW, UCF PRESENT",,
31,urine_collection_long,LMZ.csv,"MAL-ED, 0 to 36 months",,Duration of urine collection greater than 5.5 hrs,Whether urine was collected for more than 5.5 hours. Urine was supposed to be collected for 5 hours.,Observation,,,1 if the urine collection time was >5.5 hours long,1 to 1,,
30,urine_collection_short,LMZ.csv,"MAL-ED, 0 to 36 months",,Duration of urine collection less than 4.5 hrs,Whether urine was collected for less than 4.5 hours. Urine was supposed to be collected for 5 hours.,Observation,,,1 if the urine collection time was <4.5 hours long,1 to 1,,
191,vifsource_bcg1,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,Vaccine information source,,Observation,,,NA,1 to 4,,
194,vifsource_bcg2,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,Vaccine information source,,Observation,,,NA,1 to 2,,
80,vifsource_dpt1,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,Vaccine information source,,Observation,,,Source of vaccination information dpt dose 1,1 to 4,,
83,vifsource_dpt2,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,Vaccine information source,,Observation,,,Source of vaccination information  dpt dose 2,1 to 4,,
86,vifsource_dpt3,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,Vaccine information source,,Observation,,,Source of vaccination information  dpt dose 3,1 to 4,,
89,vifsource_dpt4,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,Vaccine information source,,Observation,,,Source of vaccination information  dpt dose 4,1 to 4,,
149,vifsource_ipv1,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,Vaccine information source,,Observation,,,Source of vaccination information ipv dose 1,1 to 2,,
152,vifsource_ipv2,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,Vaccine information source,,Observation,,,Source of vaccination information  ipv dose 2,1 to 2,,
155,vifsource_ipv3,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,Vaccine information source,,Observation,,,Source of vaccination information  ipv dose 3,1 to 2,,
158,vifsource_ipv4,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,Vaccine information source,,Observation,,,Source of vaccination information  ipv dose 4,1 to 1,,
40,vifsource_mea1,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,Vaccine information source,,Observation,,,Source of vaccination information measles dose 1,1 to 4,,
43,vifsource_mea2,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,Vaccine information source,,Observation,,,Source of vaccination information  measles dose 2,1 to 4,,
46,vifsource_mea3,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,Vaccine information source,,Observation,,,Source of vaccination information  measles dose 3,1 to 4,,
105,vifsource_opv1,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,Vaccine information source,,Observation,,,Source of vaccination information opv dose 1,1 to 4,,
132,vifsource_opv10,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,Vaccine information source,,Observation,,,Source of vaccination information opv dose 10,2 to 3,,
