dataSet,category,termType,variable,label,parentLabel,is_featured,is_temporal,definition,forceStringType,defaultBinWidth,parentIRI,dataFile,colOrder,displayOrder,codebookDescription,codebookValues,notesForOnt,notesForProvider,notesForDL,repeated,mergeKey,unitLabel,unitIRI,hidden,scale,defaultDisplayRangeMin,defaultDisplayRangeMax,IRI
WWARN_ACT,Community,variable,percentage_pfcrt.ciet,Proportion pfcrt CIET,Proportion of isolates with drug resistance marker,yes,,Prevalence of pfcrt CIET,,10,,wwarn_act_wide,213,,,,,,,,,,,,,,,
WWARN_ACT,Community,variable,percentage_pfcrt.cmnt,Proportion pfcrt CMNT,Proportion of isolates with drug resistance marker,yes,,Prevalence of pfcrt CMNT,,10,,wwarn_act_wide,214,,,,,,,,,,,,,,,
WWARN_ACT,Community,variable,percentage_pfcrt.cmdt,Proportion pfcrt CMDT,Proportion of isolates with drug resistance marker,yes,,Prevalence of pfcrt CMDT,,10,,wwarn_act_wide,215,,,,,,,,,,,,,,,
WWARN_ACT,Community,variable,percentage_pfcrt.cint,Proportion pfcrt CINT,Proportion of isolates with drug resistance marker,yes,,Prevalence of pfcrt CINT,,10,,wwarn_act_wide,216,,,,,,,,,,,,,,,
WWARN_ACT,Community,variable,percentage_pfmdr1.1246d.y,Proportion pfmdr1 1246D/Y,Proportion of isolates with drug resistance marker,yes,,Prevalence of pfmdr1 1246D/Y,,10,,wwarn_act_wide,217,,,,,,,,,,,,,,,
WWARN_ACT,Community,variable,percentage_pfmdr1.yysny,Proportion pfmdr1 YYSNY,Proportion of isolates with drug resistance marker,yes,,Prevalence of pfmdr1 YYSNY,,10,,wwarn_act_wide,218,,,,,,,,,,,,,,,
WWARN_ACT,Community,variable,percentage_pfcrt.cmet,Proportion pfcrt CMET,Proportion of isolates with drug resistance marker,yes,,Prevalence of pfcrt CMET,,10,,wwarn_act_wide,219,,,,,,,,,,,,,,,
WWARN_ACT,Community,variable,percentage_pfmdr1.copy.number...2,Proportion pfmdr1 copy number=2,Proportion of isolates with drug resistance marker,yes,,Prevalence of pfmdr1 copy number=2,,10,,wwarn_act_wide,220,,,,,,,,,,,,,,,
WWARN_ACT,Community,variable,percentage_pfpm2.copy.number.1,Proportion pfpm2 copy number=1,Proportion of isolates with drug resistance marker,yes,,Prevalence of pfpm2 copy number=1,,10,,wwarn_act_wide,221,,,,,,,,,,,,,,,
WWARN_ACT,Community,variable,percentage_pfpm2.copy.number..1,Proportion pfpm2 copy number >1,Proportion of isolates with drug resistance marker,yes,,Prevalence of pfpm2 copy number >1,,10,,wwarn_act_wide,222,,,,,,,,,,,,,,,
WWARN_ACT,Community,variable,percentage_pfmdr1.copy.number...4.or.higher,Proportion pfmdr1 copy number >=4,Proportion of isolates with drug resistance marker,yes,,Prevalence of pfmdr1 copy number >=4,,10,,wwarn_act_wide,223,,,,,,,,,,,,,,,
WWARN_ACT,Community,variable,percentage_pfmdr1.copy.number...3,Proportion pfmdr1 copy number=3,Proportion of isolates with drug resistance marker,yes,,Prevalence of pfmdr1 copy number=3,,10,,wwarn_act_wide,224,,,,,,,,,,,,,,,
WWARN_ACT,Community,variable,percentage_pfmdr1.copy.number...4,Proportion pfmdr1 copy number=4,Proportion of isolates with drug resistance marker,yes,,Prevalence of pfmdr1 copy number=4,,10,,wwarn_act_wide,225,,,,,,,,,,,,,,,
WWARN_ACT,Community,variable,percentage_pfcrt.cidt,Proportion pfcrt CIDT,Proportion of isolates with drug resistance marker,yes,,Prevalence of pfcrt CIDT,,10,,wwarn_act_wide,226,,,,,,,,,,,,,,,
WWARN_ACT,Community,variable,percentage_pfmdr1.copy.number...5.or.higher,Proportion pfmdr1 copy number >=5,Proportion of isolates with drug resistance marker,yes,,Prevalence of pfmdr1 copy number >=5,,10,,wwarn_act_wide,227,,,,,,,,,,,,,,,
WWARN_ACT,Community,variable,percentage_pfcrt.93s,Proportion pfcrt 93S,Proportion of isolates with drug resistance marker,yes,,Prevalence of pfcrt 93S,,10,,wwarn_act_wide,228,,,,,,,,,,,,,,,
WWARN_ACT,Community,variable,percentage_pfcrt.97y,Proportion pfcrt 97Y,Proportion of isolates with drug resistance marker,yes,,Prevalence of pfcrt 97Y,,10,,wwarn_act_wide,229,,,,,,,,,,,,,,,
WWARN_ACT,Community,variable,percentage_pfcrt.f145i,Proportion pfcrt F145I,Proportion of isolates with drug resistance marker,yes,,Prevalence of pfcrt F145I,,10,,wwarn_act_wide,230,,,,,,,,,,,,,,,
WWARN_ACT,Community,variable,percentage_pfcrt.343i,Proportion pfcrt 343I,Proportion of isolates with drug resistance marker,yes,,Prevalence of pfcrt 343I,,10,,wwarn_act_wide,231,,,,,,,,,,,,,,,
WWARN_ACT,Community,variable,percentage_pfcrt.353v,Proportion pfcrt 353V,Proportion of isolates with drug resistance marker,yes,,Prevalence of pfcrt 353V,,10,,wwarn_act_wide,232,,,,,,,,,,,,,,,
WWARN_ACT,Community,variable,percentage_pfcrt.smet,Proportion pfcrt SMET,Proportion of isolates with drug resistance marker,yes,,Prevalence of pfcrt SMET,,10,,wwarn_act_wide,233,,,,,,,,,,,,,,,
WWARN_ACT,Community,variable,percentage_pfcrt.ciek,Proportion pfcrt CIEK,Proportion of isolates with drug resistance marker,yes,,Prevalence of pfcrt CIEK,,10,,wwarn_act_wide,234,,,,,,,,,,,,,,,
WWARN_ACT,Community,variable,percentage_pfmdr1.yyy,Proportion pfmdr1 YYY,Proportion of isolates with drug resistance marker,yes,,Prevalence of pfmdr1 YYY,,10,,wwarn_act_wide,235,,,,,,,,,,,,,,,
WWARN_ACT,Community,variable,percentage_pfmdr1.nfd,Proportion pfmdr1 NFD,Proportion of isolates with drug resistance marker,yes,,Prevalence of pfmdr1 NFD,,10,,wwarn_act_wide,236,,,,,,,,,,,,,,,
WWARN_ACT,Community,variable,percentage_pfmdr1.1034s.c,Proportion pfmdr1 1034S/C,Proportion of isolates with drug resistance marker,yes,,Prevalence of pfmdr1 1034S/C,,10,,wwarn_act_wide,237,,,,,,,,,,,,,,,
WWARN_ACT,Community,variable,percentage_pfcrt.i218f,Proportion pfcrt I218F,Proportion of isolates with drug resistance marker,yes,,Prevalence of pfcrt I218F,,10,,wwarn_act_wide,238,,,,,,,,,,,,,,,
WWARN_ACT,Community,variable,percentage_pfmdr1.nfcdd,Proportion pfmdr1 NFCDD,Proportion of isolates with drug resistance marker,yes,,Prevalence of pfmdr1 NFCDD,,10,,wwarn_act_wide,239,,,,,,,,,,,,,,,
WWARN_ACT,Community,variable,percentage_pfmdr1.nfcnd,Proportion pfmdr1 NFCND,Proportion of isolates with drug resistance marker,yes,,Prevalence of pfmdr1 NFCND,,10,,wwarn_act_wide,240,,,,,,,,,,,,,,,
