codebookOrder,overallOrder,order,variable,dataset,label,IRI,definition,category,parentLabel,parentIRI,codebookDescription,codebookValues,notesForOnt,JZ cmments,
139,159,,hometrt_zinc,gems1_huas_data.sas7bdat,Zinc ,http://purl.obolibrary.org/obo/EUPATH_0015086,,,Diarrheal home treatment prior to seeking care,http://purl.obolibrary.org/obo/EUPATH_0010378,"E38: Health care utilization. Multifilter: When the child had diarrhea, was he/she given any of the following at home before seeking care outside of the house? Zinc (tablet/syrup). Check all that apply. Only complete for children who had diarrhea in the last 2 weeks","0=No, 1=Yes, NA=NA",Multifilter,,
130,160,,hometrt_ab,gems1_huas_data.sas7bdat,Antibiotics ,http://purl.obolibrary.org/obo/EUPATH_0015089,,,Diarrheal home treatment prior to seeking care,http://purl.obolibrary.org/obo/EUPATH_0010378,"E38.1: Health care utilization. Multifilter: When the child had diarrhea, was he/she given any of the following at home before seeking care outside of the house? Antibiotics. Check all that apply. Only complete for children who had diarrhea in the last 2 weeks","0=No, 1=Yes, NA=NA",Multifilter,,
138,161,,hometrt_othrliq,gems1_huas_data.sas7bdat,Any other liquids ,http://purl.obolibrary.org/obo/EUPATH_0015088,,,Diarrheal home treatment prior to seeking care,http://purl.obolibrary.org/obo/EUPATH_0010378,"E38.3: Health care utilization. Multifilter: When the child had diarrhea, was he/she given any of the following at home before seeking care outside of the house? Any other liquids. Check all that apply. Only complete for children who had diarrhea in the last 2 weeks","0=No, 1=Yes, NA=NA",Multifilter,,
136,162,,hometrt_othr1,gems1_huas_data.sas7bdat,Other treatment ,http://purl.obolibrary.org/obo/EUPATH_0015090,,,Diarrheal home treatment prior to seeking care,http://purl.obolibrary.org/obo/EUPATH_0010378,"E38.5: Health care utilization. Multifilter: When the child had diarrhea, was he/she given any of the following at home before seeking care outside of the house? Other home remedy #1. Check all that apply. Only complete for children who had diarrhea in the last 2 weeks","0=No, 1=Yes, NA=NA",Multifilter,,
137,163,,hometrt_othr2,gems1_huas_data.sas7bdat,Other treatment ,http://purl.obolibrary.org/obo/EUPATH_0015090,,,Diarrheal home treatment prior to seeking care,http://purl.obolibrary.org/obo/EUPATH_0010378,"E38.7: Health care utilization. Multifilter: When the child had diarrhea, was he/she given any of the following at home before seeking care outside of the house? Other home remedy #2. Check all that apply. Only complete for children who had diarrhea in the last 2 weeks","0=No, 1=Yes, NA=NA",Multifilter,,
134,164,,hometrt_none,gems1_huas_data.sas7bdat,No special remedies given ,http://purl.obolibrary.org/obo/EUPATH_0015087,,,Diarrheal home treatment prior to seeking care,http://purl.obolibrary.org/obo/EUPATH_0010378,"E38.8: Health care utilization. Multifilter: When the child had diarrhea, was he/she given any of the following at home before seeking care outside of the house? No special remedies given. Check all that apply. Only complete for children who had diarrhea in the last 2 weeks","0=No, 1=Yes, NA=NA",Multifilter,,
196,165,,offr_drink,"gems1_huas_data.sas7bdat, gems1_huas_lite_data_kenya.sas7bdat, gems1_huas_lite_data_6_sites.sas7bdat",Amount offered to drink during diarrheal episode ,http://purl.obolibrary.org/obo/EUPATH_0010241,,,Diarrheal episodes,http://purl.obolibrary.org/obo/EUPATH_0010016,E39: Health care utilization. How much was the child offered to drink during the diarrheal illness? . Only complete for children who had diarrhea in the last 2 weeks,"0=NOT IN CODEBOOK, 1=Usual, 2=More than usual, 3=Less than usual, NA=NA, 4=NOT IN CODEBOOK",,under 'Diarrheal episode',
108,166,,drink_less,gems1_huas_data.sas7bdat,Amount offered less to drink during diarrheal episode,,,,Diarrheal episodes,http://purl.obolibrary.org/obo/EUPATH_0010016,"E39.1: Health care utilization. Did you offer much less than usual to drink, or somewhat less, or nothing (if offr_drink=3). Only complete for children who had diarrhea in the last 2 weeks","0=NOT IN CODEBOOK, 1=Much less, 2=Somewhat less, 3=Nothing to drink, NA=NA",,"EUPATH_0015062, a kind of 'Symptoms since illness began' in GEMS1 project, might not correct, assigned new IRI here",
197,167,,offr_eat,"gems1_huas_data.sas7bdat, gems1_huas_lite_data_kenya.sas7bdat, gems1_huas_lite_data_6_sites.sas7bdat",Amount offered to eat during diarrheal episode ,http://purl.obolibrary.org/obo/EUPATH_0010177,,,Diarrheal episodes,http://purl.obolibrary.org/obo/EUPATH_0010016,E40: Health care utilization. How much was the child offered to eat during the diarrheal illness? . Only complete for children who had diarrhea in the last 2 weeks.,"0=NOT IN CODEBOOK, 1=Usual, 2=More than usual, 3=Less than usual, NA=NA, 4=NOT IN CODEBOOK, 5=NOT IN CODEBOOK",,,
117,168,,eat_less,gems1_huas_data.sas7bdat,Amount offered less to eat during diarrheal episode ,,,,Diarrheal episodes,http://purl.obolibrary.org/obo/EUPATH_0010016,"E40.1: Health care utilization. Did you offer much less than usual to eat, or somewhat less, or nothing (if offr_eat=3). Only complete for children who had diarrhea in the last 2 weeks.","0=NOT IN CODEBOOK, 1=Much less, 2=Somewhat less, 3=Stopped food, NA=NA",,Check dup.,
,169,,,,Diarrheal hospital/healthcenter treatment,http://purl.obolibrary.org/obo/EUPATH_0010390,,,Treatment,http://purl.obolibrary.org/obo/OGMS_0000090,,,E41 Category,,
144,170,,hosptrt_dk,gems1_huas_data.sas7bdat,Don't know,,,,Diarrhea treatment given in health center,http://purl.obolibrary.org/obo/EUPATH_0010390,E41: Health care utilization. Multifilter: Did the child receive any of the following from the hospital/health facility to treat the diarrhea? Don't know. Skip if E31 hspctr1/hspctr2/hspctr3=NA/blank. Check all that apply. Only complete for children who had diarrhea in the last 2 weeks.,"0=No, 1=Yes, NA=NA",Multifilter,,
145,171,,hosptrt_intfld,gems1_huas_data.sas7bdat,Intravenous fluids,http://purl.obolibrary.org/obo/EUPATH_0015140,,,Diarrhea treatment given in health center,http://purl.obolibrary.org/obo/EUPATH_0010390,E41: Health care utilization. Multifilter: Did the child receive any of the following from the hospital/health facility to treat the diarrhea? Intravenous fluids. Skip if E31 hspctr1/hspctr2/hspctr3=NA/blank. Check all that apply. Only complete for children who had diarrhea in the last 2 weeks.,"0=No, 1=Yes, NA=NA",Multifilter,,
146,172,,hosptrt_medinj,gems1_huas_data.sas7bdat,Medicine by injection,,,,Diarrhea treatment given in health center,http://purl.obolibrary.org/obo/EUPATH_0010390,E41: Health care utilization. Multifilter: Did the child receive any of the following from the hospital/health facility to treat the diarrhea? Medicine by injection. Skip if E31 hspctr1/hspctr2/hspctr3=NA/blank. Check all that apply. Only complete for children who had diarrhea in the last 2 weeks.,"0=No, 1=Yes, NA=NA",Multifilter,,
147,173,,hosptrt_ors,gems1_huas_data.sas7bdat,ORS,http://purl.obolibrary.org/obo/EUPATH_0015139,,,Diarrhea treatment given in health center,http://purl.obolibrary.org/obo/EUPATH_0010390,E41: Health care utilization. Multifilter: Did the child receive any of the following from the hospital/health facility to treat the diarrhea? ORS. Skip if E31 hspctr1/hspctr2/hspctr3=NA/blank. Check all that apply. Only complete for children who had diarrhea in the last 2 weeks.,"0=No, 1=Yes, NA=NA",Multifilter,,
149,174,,hosptrt_zinc,gems1_huas_data.sas7bdat,Zinc ,http://purl.obolibrary.org/obo/EUPATH_0015155,,,Diarrhea treatment given in health center,http://purl.obolibrary.org/obo/EUPATH_0010390,E41: Health care utilization. Multifilter: Did the child receive any of the following from the hospital/health facility to treat the diarrhea? Zinc  . Skip if E31 hspctr1/hspctr2/hspctr3=NA/blank. Check all that apply. Only complete for children who had diarrhea in the last 2 weeks.,"0=No, 1=Yes, NA=NA",Multifilter,,
143,175,,hosptrt_ab,gems1_huas_data.sas7bdat,Antibiotics ,,,,Diarrhea treatment given in health center,http://purl.obolibrary.org/obo/EUPATH_0010390,E41.1: Health care utilization. Multifilter: Did the child receive any of the following from the hospital/health facility to treat the diarrhea? Antibiotics. Skip if E31 hspctr1/hspctr2/hspctr3=NA/blank. Check all that apply. Only complete for children who had diarrhea in the last 2 weeks.,"0=No, 1=Yes, NA=NA",Multifilter,,
148,176,,hosptrt_othr,gems1_huas_data.sas7bdat,Other treatment ,,,,Diarrhea treatment given in health center,http://purl.obolibrary.org/obo/EUPATH_0010390,E41.3: Health care utilization. Multifilter: Did the child receive any of the following from the hospital/health facility to treat the diarrhea? Other treatment. Skip if E31 hspctr1/hspctr2/hspctr3=NA/blank. Check all that apply. Only complete for children who had diarrhea in the last 2 weeks.,"0=No, 1=Yes, NA=NA",Multifilter,,
208,177,,pharm_consult,gems1_huas_data.sas7bdat,"Pharmacy, consultation expenses",,,,Previously sought care expenses,http://purl.obolibrary.org/obo/EUPATH_0010006,"F42.1: Health care expenses. What are your or your household estimated out-of-pocket expenses for consultation with the pharmacy. Only complete part F if the answer to E29 is ""yes"". Have respondent answer for only those facilities that were used in E31 and provde the expense in the local currency.",,,"The F42 variables associated with 'previously sought care expenses', right? Yes.",
209,178,,pharm_diag,gems1_huas_data.sas7bdat,"Pharmacy, diagnostics expenses",,,,Previously sought care expenses,http://purl.obolibrary.org/obo/EUPATH_0010006,"F42.1: Health care expenses. What are your or your household estimated out-of-pocket expenses for diagnostics from the pharmacy. Only complete part F if the answer to E29 is ""yes"". Have respondent answer for only those facilities that were used in E31 and provde the expense in the local currency.",,,,
210,179,,pharm_drug,gems1_huas_data.sas7bdat,"Pharmacy, drug expenses",,,,Previously sought care expenses,http://purl.obolibrary.org/obo/EUPATH_0010006,"F42.1: Health care expenses. What are your or your household estimated out-of-pocket expenses for drugs from the pharmacy. Only complete part F if the answer to E29 is ""yes"". Have respondent answer for only those facilities that were used in E31 and provde the expense in the local currency.",,,,
211,180,,pharm_othr,gems1_huas_data.sas7bdat,"Pharmacy, other expenses",,,,Previously sought care expenses,http://purl.obolibrary.org/obo/EUPATH_0010006,"F42.1: Health care expenses. What are your or your household estimated out-of-pocket expenses for other charges from the pharmacy. Only complete part F if the answer to E29 is ""yes"". Have respondent answer for only those facilities that were used in E31 and provde the expense in the local currency.",,,,
213,181,,pharm_trnsprt,gems1_huas_data.sas7bdat,"Pharmacy, transport expenses ",http://purl.obolibrary.org/obo/EUPATH_0010244,,,Previously sought care expenses,http://purl.obolibrary.org/obo/EUPATH_0010006,"F42.1: Health care expenses. What are your or your household estimated out-of-pocket expenses for transportation to/from the pharmacy. Only complete part F if the answer to E29 is ""yes"". Have respondent answer for only those facilities that were used in E31 and provde the expense in the local currency.",,,,
212,182,,pharm_total,gems1_huas_data.sas7bdat,"Pharmacy, medical expenses ",http://purl.obolibrary.org/obo/EUPATH_0010243,,,Previously sought care expenses,http://purl.obolibrary.org/obo/EUPATH_0010006,"F42.1: Health care expenses. What was the TOTAL of your or your household estimated out-of-pocket expenses from the pharmacy. Only complete part F if the answer to E29 is ""yes"". Have respondent answer for only those facilities that were used in E31 and provde the expense in the local currency. Use the ""Total"" boxes only if the respondent cannot break down the expenses. DO NOT calculate ""total"" from all the columns.",,,,
120,183,,healer_consult,gems1_huas_data.sas7bdat,"Traditional healer, consultation expenses",,,,Previously sought care expenses,http://purl.obolibrary.org/obo/EUPATH_0010006,"F42.2: Health care expenses. What are your or your household estimated out-of-pocket expenses for consultation with a traditional healer. Only complete part F if the answer to E29 is ""yes"". Have respondent answer for only those facilities that were used in E31 and provde the expense in the local currency.",,,,
121,184,,healer_diag,gems1_huas_data.sas7bdat,"Traditional healer, diagnostic expenses",,,,Previously sought care expenses,http://purl.obolibrary.org/obo/EUPATH_0010006,"F42.2: Health care expenses. What are your or your household estimated out-of-pocket expenses for diagnostics from a traditional healer. Only complete part F if the answer to E29 is ""yes"". Have respondent answer for only those facilities that were used in E31 and provde the expense in the local currency.",,,,
122,185,,healer_drug,gems1_huas_data.sas7bdat,"Traditional healer, drug expenses",,,,Previously sought care expenses,http://purl.obolibrary.org/obo/EUPATH_0010006,"F42.2: Health care expenses. What are your or your household estimated out-of-pocket expenses for drugs from a traditional healer. Only complete part F if the answer to E29 is ""yes"". Have respondent answer for only those facilities that were used in E31 and provde the expense in the local currency.",,,"In GEMS1 and GEMS1A, we have 'medical expense'. Can we use that term?",
123,186,,healer_othr,gems1_huas_data.sas7bdat,"Traditional healer, other expenses",,,,Previously sought care expenses,http://purl.obolibrary.org/obo/EUPATH_0010006,"F42.2: Health care expenses. What are your or your household estimated out-of-pocket expenses for other charges from a traditional healer. Only complete part F if the answer to E29 is ""yes"". Have respondent answer for only those facilities that were used in E31 and provde the expense in the local currency.",,,,
125,187,,healer_trnsprt,gems1_huas_data.sas7bdat,"Traditional healer, transport expenses",http://purl.obolibrary.org/obo/EUPATH_0010246,,,Previously sought care expenses,http://purl.obolibrary.org/obo/EUPATH_0010006,"F42.2: Health care expenses. What are your or your household estimated out-of-pocket expenses for transportation to/from a traditional healer. Only complete part F if the answer to E29 is ""yes"". Have respondent answer for only those facilities that were used in E31 and provde the expense in the local currency.",,,,
124,188,,healer_total,gems1_huas_data.sas7bdat,"Traditional healer, total expenses",,,,Previously sought care expenses,http://purl.obolibrary.org/obo/EUPATH_0010006,"F42.2: Health care expenses. What was the TOTAL of your or your household estimated out-of-pocket expenses from a traditional healer. Only complete part F if the answer to E29 is ""yes"". Have respondent answer for only those facilities that were used in E31 and provde the expense in the local currency. Use the ""Total"" boxes only if the respondent cannot break down the expenses. DO NOT calculate ""total"" from all the columns.",,,,
83,189,,doc_consult,gems1_huas_data.sas7bdat,"Unlicenced doctor, consultation expenses",,,,Previously sought care expenses,http://purl.obolibrary.org/obo/EUPATH_0010006,"F42.3: Health care expenses. What are your or your household estimated out-of-pocket expenses for consultation with an unlicenced practitioner/village doctor/bush doctor. Only complete part F if the answer to E29 is ""yes"". Have respondent answer for only those facilities that were used in E31 and provde the expense in the local currency.",,,,
84,190,,doc_diag,gems1_huas_data.sas7bdat,"Unlicenced doctor, diagnostic expenses",,,,Previously sought care expenses,http://purl.obolibrary.org/obo/EUPATH_0010006,"F42.3: Health care expenses. What are your or your household estimated out-of-pocket expenses for diagnostics from an unlicenced practitioner/village doctor/bush doctor. Only complete part F if the answer to E29 is ""yes"". Have respondent answer for only those facilities that were used in E31 and provde the expense in the local currency.",,,,
85,191,,doc_drug,gems1_huas_data.sas7bdat,"Unlicenced doctor, drug expenses",,,,Previously sought care expenses,http://purl.obolibrary.org/obo/EUPATH_0010006,"F42.3: Health care expenses. What are your or your household estimated out-of-pocket expenses for drugs from an unlicenced practitioner/village doctor/bush doctor. Only complete part F if the answer to E29 is ""yes"". Have respondent answer for only those facilities that were used in E31 and provde the expense in the local currency.",,,,
86,192,,doc_othr,gems1_huas_data.sas7bdat,"Unlicenced doctor, other expenses",,,,Previously sought care expenses,http://purl.obolibrary.org/obo/EUPATH_0010006,"F42.3: Health care expenses. What are your or your household estimated out-of-pocket expenses for other charges from an unlicenced practitioner/village doctor/bush doctor. Only complete part F if the answer to E29 is ""yes"". Have respondent answer for only those facilities that were used in E31 and provde the expense in the local currency.",,,,
88,193,,doc_trnsprt,gems1_huas_data.sas7bdat,"Unlicensed doctor, transport expenses ",http://purl.obolibrary.org/obo/EUPATH_0010248,,,Previously sought care expenses,http://purl.obolibrary.org/obo/EUPATH_0010006,"F42.3: Health care expenses. What are your or your household estimated out-of-pocket expenses for transportation to/from an unlicenced practitioner/village doctor/bush doctor. Only complete part F if the answer to E29 is ""yes"". Have respondent answer for only those facilities that were used in E31 and provde the expense in the local currency.",,,,
87,194,,doc_total,gems1_huas_data.sas7bdat,"Unlicensed doctor, total expenses ",http://purl.obolibrary.org/obo/EUPATH_0010247,,,Previously sought care expenses,http://purl.obolibrary.org/obo/EUPATH_0010006,"F42.3: Health care expenses. What was the TOTAL of your or your household estimated out-of-pocket expenses from an unlicenced practitioner/village doctor/bush doctor. Only complete part F if the answer to E29 is ""yes"". Have respondent answer for only those facilities that were used in E31 and provde the expense in the local currency. Use the ""Total"" boxes only if the respondent cannot break down the expenses. DO NOT calculate ""total"" from all the columns.",,,,
229,195,,privdoc_consult,gems1_huas_data.sas7bdat,"Licensed doctor, consultation expenses",,,,Previously sought care expenses,http://purl.obolibrary.org/obo/EUPATH_0010006,"F42.4: Health care expenses. What are your or your household estimated out-of-pocket expenses for consultation with a licenced practitioner/private doctor. Only complete part F if the answer to E29 is ""yes"". Have respondent answer for only those facilities that were used in E31 and provde the expense in the local currency.",,,,
230,196,,privdoc_diag,gems1_huas_data.sas7bdat,"Licensed doctor, diagnostic expenses",,,,Previously sought care expenses,http://purl.obolibrary.org/obo/EUPATH_0010006,"F42.4: Health care expenses. What are your or your household estimated out-of-pocket expenses for diagnostics from a licenced practitioner/private doctor. Only complete part F if the answer to E29 is ""yes"". Have respondent answer for only those facilities that were used in E31 and provde the expense in the local currency.",,,,
231,197,,privdoc_drug,gems1_huas_data.sas7bdat,"Licensed doctor, drug expenses",,,,Previously sought care expenses,http://purl.obolibrary.org/obo/EUPATH_0010006,"F42.4: Health care expenses. What are your or your household estimated out-of-pocket expenses for drugs from a licensed practitioner/private doctor. Only complete part F if the answer to E29 is ""yes"". Have respondent answer for only those facilities that were used in E31 and provde the expense in the local currency.",,,,
232,198,,privdoc_othr,gems1_huas_data.sas7bdat,"Licensed doctor, other expenses",,,,Previously sought care expenses,http://purl.obolibrary.org/obo/EUPATH_0010006,"F42.4: Health care expenses. What are your or your household estimated out-of-pocket expenses for other charges from a licensed practitioner/private doctor. Only complete part F if the answer to E29 is ""yes"". Have respondent answer for only those facilities that were used in E31 and provde the expense in the local currency.",,,,
234,199,,privdoc_trnsprt,gems1_huas_data.sas7bdat,"Licensed doctor, transport expenses ",http://purl.obolibrary.org/obo/EUPATH_0010250,,,Previously sought care expenses,http://purl.obolibrary.org/obo/EUPATH_0010006,"F42.4: Health care expenses. What are your or your household estimated out-of-pocket expenses for transportation to/from a licensed practitioner/private doctor. Only complete part F if the answer to E29 is ""yes"". Have respondent answer for only those facilities that were used in E31 and provde the expense in the local currency.",,,,
233,200,,privdoc_total,gems1_huas_data.sas7bdat,"Licensed doctor, medical expenses ",http://purl.obolibrary.org/obo/EUPATH_0010249,,,Previously sought care expenses,http://purl.obolibrary.org/obo/EUPATH_0010006,"F42.4: Health care expenses. What was the TOTAL of your or your household estimated out-of-pocket expenses from a licensed practitioner/private doctor. Only complete part F if the answer to E29 is ""yes"". Have respondent answer for only those facilities that were used in E31 and provde the expense in the local currency. Use the ""Total"" boxes only if the respondent cannot break down the expenses. DO NOT calculate ""total"" from all the columns.",,,,
271,201,,remdy_consult,gems1_huas_data.sas7bdat,"Bought remedy or medicine, consultation expenses ",,,,Previously sought care expenses,http://purl.obolibrary.org/obo/EUPATH_0010006,"F42.5: Health care expenses. What are your or your household estimated out-of-pocket expenses for consultation when buying remedies/drugs at the shop/market. Only complete part F if the answer to E29 is ""yes"". Have respondent answer for only those facilities that were used in E31 and provde the expense in the local currency.",,,,
272,202,,remdy_diag,gems1_huas_data.sas7bdat,"Bought remedy or medicine, diagostic expenses ",,,,Previously sought care expenses,http://purl.obolibrary.org/obo/EUPATH_0010006,"F42.5: Health care expenses. What are your or your household estimated out-of-pocket expenses for diagnostics related to remedies/drugs bought at the shop/market. Only complete part F if the answer to E29 is ""yes"". Have respondent answer for only those facilities that were used in E31 and provde the expense in the local currency.",,,,
274,203,,remdy_othr,gems1_huas_data.sas7bdat,"Bought remedy or medicine, other expenses ",,,,Previously sought care expenses,http://purl.obolibrary.org/obo/EUPATH_0010006,"F42.5: Health care expenses. What are your or your household estimated out-of-pocket expenses for other charges related to buying remedies/drugs at the shop/market. Only complete part F if the answer to E29 is ""yes"". Have respondent answer for only those facilities that were used in E31 and provde the expense in the local currency.",,,,
273,204,,remdy_drug,gems1_huas_data.sas7bdat,"Bought remedy or medicine, drug expenses ",,,,Previously sought care expenses,http://purl.obolibrary.org/obo/EUPATH_0010006,"F42.5: Health care expenses. What are your or your household estimated out-of-pocket expenses for remedies/drugs bought at a shop/market. Only complete part F if the answer to E29 is ""yes"". Have respondent answer for only those facilities that were used in E31 and provde the expense in the local currency.",,,,
276,205,,remdy_trnsprt,gems1_huas_data.sas7bdat,"Bought remedy or medicine, transport expenses ",http://purl.obolibrary.org/obo/EUPATH_0010252,,,Previously sought care expenses,http://purl.obolibrary.org/obo/EUPATH_0010006,"F42.5: Health care expenses. What are your or your household estimated out-of-pocket expenses for transportation to/from a shop/market to buy remedies/drugs. Only complete part F if the answer to E29 is ""yes"". Have respondent answer for only those facilities that were used in E31 and provde the expense in the local currency.",,,,
275,206,,remdy_total,gems1_huas_data.sas7bdat,"Bought remedy or medicine, medical expenses ",http://purl.obolibrary.org/obo/EUPATH_0010251,,,Previously sought care expenses,http://purl.obolibrary.org/obo/EUPATH_0010006,"F42.5: Health care expenses. What was the TOTAL of your or your household estimated out-of-pocket expenses related to buying remedies/drugs at a shop/market. Only complete part F if the answer to E29 is ""yes"". Have respondent answer for only those facilities that were used in E31 and provde the expense in the local currency. Use the ""Total"" boxes only if the respondent cannot break down the expenses. DO NOT calculate ""total"" from all the columns.",,,,
35,207,,ctr1_consult,gems1_huas_data.sas7bdat,"1st choice hospital or health center, consultation expenses ",,,,Previously sought care expenses,http://purl.obolibrary.org/obo/EUPATH_0010006,"F42.6: Health care expenses. What are your or your household estimated out-of-pocket expenses for consultation at hospital/center of 1st choice. Only complete part F if the answer to E29 is ""yes"". Have respondent answer for only those facilities that were used in E31 and provde the expense in the local currency.",,,,
36,208,,ctr1_diag,gems1_huas_data.sas7bdat,"1st choice hospital or health center, diagnostic expenses ",,,,Previously sought care expenses,http://purl.obolibrary.org/obo/EUPATH_0010006,"F42.6: Health care expenses. What are your or your household estimated out-of-pocket expenses for diagnostics at hospital/center of 1st choice. Only complete part F if the answer to E29 is ""yes"". Have respondent answer for only those facilities that were used in E31 and provde the expense in the local currency.",,,,
37,209,,ctr1_drug,gems1_huas_data.sas7bdat,"1st choice hospital or health center, drug expenses ",,,,Previously sought care expenses,http://purl.obolibrary.org/obo/EUPATH_0010006,"F42.6: Health care expenses. What are your or your household estimated out-of-pocket expenses for drugs at hospital/center of 1st choice. Only complete part F if the answer to E29 is ""yes"". Have respondent answer for only those facilities that were used in E31 and provde the expense in the local currency.",,,,
38,210,,ctr1_othr,gems1_huas_data.sas7bdat,"1st choice hospital or health center, other expenses ",,,,Previously sought care expenses,http://purl.obolibrary.org/obo/EUPATH_0010006,"F42.6: Health care expenses. What are your or your household estimated out-of-pocket expenses for other charges at hospital/center of 1st choice. Only complete part F if the answer to E29 is ""yes"". Have respondent answer for only those facilities that were used in E31 and provde the expense in the local currency.",,,,
40,211,,ctr1_trnsprt,gems1_huas_data.sas7bdat,"1st choice hospital or health center, transport expenses ",http://purl.obolibrary.org/obo/EUPATH_0010254,,,Previously sought care expenses,http://purl.obolibrary.org/obo/EUPATH_0010006,"F42.6: Health care expenses. What are your or your household estimated out-of-pocket expenses for transportation to/from hospital/center of 1st choice. Only complete part F if the answer to E29 is ""yes"". Have respondent answer for only those facilities that were used in E31 and provde the expense in the local currency.",,,"In Gems1 and Gems1a, it is associated with 'Previously sought care expenses'. Need to confirm in this project, it refers to 'Previously sought care expenses' too.",
39,212,,ctr1_total,gems1_huas_data.sas7bdat,"1st choice hospital or health center, total expenses ",http://purl.obolibrary.org/obo/EUPATH_0010253,,,Previously sought care expenses,http://purl.obolibrary.org/obo/EUPATH_0010006,"F42.6: Health care expenses. What was the TOTAL of your or your household estimated out-of-pocket expenses at hospital/center of 1st choice. Only complete part F if the answer to E29 is ""yes"". Have respondent answer for only those facilities that were used in E31 and provde the expense in the local currency. Use the ""Total"" boxes only if the respondent cannot break down the expenses. DO NOT calculate ""total"" from all the columns.",,,"In Gems1 and Gems1a, it is associated with 'Previously sought care expenses'. Need to confirm in this project, it refers to 'Previously sought care expenses' too.",
41,213,,ctr2_consult,gems1_huas_data.sas7bdat,"2nd choice hospital or health center, consultation expenses ",,,,Previously sought care expenses,http://purl.obolibrary.org/obo/EUPATH_0010006,"F42.7: Health care expenses. What are your or your household estimated out-of-pocket expenses for consultation at hospital/center of 2nd choice. Only complete part F if the answer to E29 is ""yes"". Have respondent answer for only those facilities that were used in E31 and provde the expense in the local currency.",,,,
42,214,,ctr2_diag,gems1_huas_data.sas7bdat,"2nd choice hospital or health center, diagnostic expenses ",,,,Previously sought care expenses,http://purl.obolibrary.org/obo/EUPATH_0010006,"F42.7: Health care expenses. What are your or your household estimated out-of-pocket expenses for diagnostics at hospital/center of 2nd choice. Only complete part F if the answer to E29 is ""yes"". Have respondent answer for only those facilities that were used in E31 and provde the expense in the local currency.",,,,
43,215,,ctr2_drug,gems1_huas_data.sas7bdat,"2nd choice hospital or health center, drug expenses ",,,,Previously sought care expenses,http://purl.obolibrary.org/obo/EUPATH_0010006,"F42.7: Health care expenses. What are your or your household estimated out-of-pocket expenses for drugs at hospital/center of 2nd choice. Only complete part F if the answer to E29 is ""yes"". Have respondent answer for only those facilities that were used in E31 and provde the expense in the local currency.",,,,
44,216,,ctr2_othr,gems1_huas_data.sas7bdat,"2nd choice hospital or health center, other expenses ",,,,Previously sought care expenses,http://purl.obolibrary.org/obo/EUPATH_0010006,"F42.7: Health care expenses. What are your or your household estimated out-of-pocket expenses for other charges at hospital/center of 2nd choice. Only complete part F if the answer to E29 is ""yes"". Have respondent answer for only those facilities that were used in E31 and provde the expense in the local currency.",,,,
46,217,,ctr2_trnsprt,gems1_huas_data.sas7bdat,"2nd choice hospital or health center, transport expenses ",http://purl.obolibrary.org/obo/EUPATH_0010256,,,Previously sought care expenses,http://purl.obolibrary.org/obo/EUPATH_0010006,"F42.7: Health care expenses. What are your or your household estimated out-of-pocket expenses for transportation to/from hospital/center of 2nd choice. Only complete part F if the answer to E29 is ""yes"". Have respondent answer for only those facilities that were used in E31 and provde the expense in the local currency.",,,"In Gems1 and Gems1a, it is associated with 'Previously sought care expenses'. Need to confirm in this project, it refers to 'Previously sought care expenses' too.",
45,218,,ctr2_total,gems1_huas_data.sas7bdat,"2nd choice hospital or health center, total expenses ",http://purl.obolibrary.org/obo/EUPATH_0010255,,,Previously sought care expenses,http://purl.obolibrary.org/obo/EUPATH_0010006,"F42.7: Health care expenses. What was the TOTAL of your or your household estimated out-of-pocket expenses at hospital/center of 2nd choice. Only complete part F if the answer to E29 is ""yes"". Have respondent answer for only those facilities that were used in E31 and provde the expense in the local currency. Use the ""Total"" boxes only if the respondent cannot break down the expenses. DO NOT calculate ""total"" from all the columns.",,,"In Gems1 and Gems1a, it is associated with 'Previously sought care expenses'. Need to confirm in this project, it refers to 'Previously sought care expenses' too.",
47,219,,ctr3_consult,gems1_huas_data.sas7bdat,"3rd choice hospital or health center, consultation expenses ",,,,Previously sought care expenses,http://purl.obolibrary.org/obo/EUPATH_0010006,"F42.8: Health care expenses. What are your or your household estimated out-of-pocket expenses for consultation at hospital/center of 3rd choice. Only complete part F if the answer to E29 is ""yes"". Have respondent answer for only those facilities that were used in E31 and provde the expense in the local currency.",,,"In GEMS1 project, we have previous and current health care expenses, not clear these variables are previous or current?",
48,220,,ctr3_diag,gems1_huas_data.sas7bdat,"3rd choice hospital or health center, diagnostic expenses ",,,,Previously sought care expenses,http://purl.obolibrary.org/obo/EUPATH_0010006,"F42.8: Health care expenses. What are your or your household estimated out-of-pocket expenses for diagnostics at hospital/center of 3rd choice. Only complete part F if the answer to E29 is ""yes"". Have respondent answer for only those facilities that were used in E31 and provde the expense in the local currency.",,,"In GEMS1 project, we have previous and current health care expenses, not clear these variables are previous or current?",
49,221,,ctr3_drug,gems1_huas_data.sas7bdat,"3rd choice hospital or health center, drug expenses ",,,,Previously sought care expenses,http://purl.obolibrary.org/obo/EUPATH_0010006,"F42.8: Health care expenses. What are your or your household estimated out-of-pocket expenses for drugs at hospital/center of 3rd choice. Only complete part F if the answer to E29 is ""yes"". Have respondent answer for only those facilities that were used in E31 and provde the expense in the local currency.",,,"In GEMS1 project, we have previous and current health care expenses, not clear these variables are previous or current?",
